target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
amestec,combinaţieamestec,noiembrieamestec,combinaţie,noiembrie
amiază,miezul nopţiiamiază,spionamiază,miezul nopţii,spion
amintește,uităamintește,urgentamintește,uită,urgent
amprentă,adnamprentă,ceamprentă,adn,ce
amuzant,istețamuzant,ceramuzant,isteț,cer
analiză,autopsieanaliză,scutanaliză,autopsie,scut
animal,fiarăanimal,felicitareanimal,fiară,felicitare
anticipa,așteptaanticipa,razăanticipa,aștepta,rază
antreprenor,milionarantreprenor,spânzurareantreprenor,milionar,spânzurare
apartament,casăapartament,broascăapartament,casă,broască
aprecia,admiraaprecia,ținereaprecia,admira,ținere
aprobare,permisiuneaprobare,așteptaaprobare,permisiune,aștepta
apăra,protejaapăra,creațieapăra,proteja,creație
arestare,pedepsirearestare,niciodatăarestare,pedepsire,niciodată
argint,auritargint,nebunieargint,aurit,nebunie
arhitect,inginerarhitect,companiearhitect,inginer,companie
armată,legiunearmată,pâine prăjităarmată,legiune,pâine prăjită
armonie,echilibruarmonie,ambasadăarmonie,echilibru,ambasadă
armură,scutarmură,avocatarmură,scut,avocat
armă,pistolarmă,inspectorarmă,pistol,inspector
armă.1,puşcăarmă,plusarmă,puşcă,plus
aroganţă,ignoranţăaroganţă,inelaroganţă,ignoranţă,inel
arteră,venăarteră,tineretarteră,venă,tineret
artificial,naturalartificial,secretarartificial,natural,secretar
artilerie,cavalerieartilerie,blocatartilerie,cavalerie,blocat
asasin,mercenarasasin,steagasasin,mercenar,steag
ascundere,acoperireascundere,biletascundere,acoperire,bilet
asigurat,în siguranțăasigurat,de faptasigurat,în siguranță,de fapt
asistare,ajutareasistare,gustasistare,ajutare,gust
asistent,secretarasistent,cizmăasistent,secretar,cizmă
asistenţă,sprijinasistenţă,adineaoriasistenţă,sprijin,adineaori
atac,invazieatac,bancheratac,invazie,bancher
atacator,victimăatacator,conferinţăatacator,victimă,conferinţă
atitudine,opinieatitudine,grădină zoologicăatitudine,opinie,grădină zoologică
atlantic,pacificatlantic,celebritateatlantic,pacific,celebritate
atmosferă,mediuatmosferă,valorosatmosferă,mediu,valoros
atrage,atenţieatrage,luptăatrage,atenţie,luptă
auină,cerealeauină,juraauină,cereale,jura
autobuz,trenautobuz,nepotautobuz,tren,nepot
autoritate,jurisdicțieautoritate,vacăautoritate,jurisdicție,vacă
autostradă,drumautostradă,cuvântautostradă,drum,cuvânt
auzi,ascultaauzi,ochelariauzi,asculta,ochelari
baie,dușbaie,monumentbaie,duș,monument
bani,numerarbani,norbani,numerar,nor
bar,clubbar,mintalbar,club,mintal
barbă,părbarbă,examinarebarbă,păr,examinare
barcă,submarinbarcă,într-un finalbarcă,submarin,într-un final
baseball,stadionbaseball,îngerbaseball,stadion,înger
batalion,regimentbatalion,scorţişoarăbatalion,regiment,scorţişoară
bate,lovibate,artistbate,lovi,artist
batistă,pânzăbatistă,ninjabatistă,pânză,ninja
batman,supermanbatman,metodăbatman,superman,metodă
beat,treazbeat,ustensilăbeat,treaz,ustensilă
bere,băuturăbere,situațiebere,băutură,situație
bijuterie,diamantbijuterie,directbijuterie,diamant,direct
biologic,chimicbiologic,washingtonbiologic,chimic,washington
biologie,chimiebiologie,sosibiologie,chimie,sosi
birou,masă de biroubirou,conceptbirou,masă de birou,concept
blând,moaleblând,limonadăblând,moale,limonadă
boală,gripăboală,prostboală,gripă,prost
bogat,săracbogat,declanșabogat,sărac,declanșa
bogăție,comoarăbogăție,decanbogăție,comoară,decan
boston,washingtonboston,bruscboston,washington,brusc
braţ,mânăbraţ,specialbraţ,mână,special
broască țestoasă,melcbroască țestoasă,procesbroască țestoasă,melc,proces
brânză,pâinebrânză,eroarebrânză,pâine,eroare
bucată,fragmentbucată,adolescențăbucată,fragment,adolescență
bucurie,plăcerebucurie,vânzătorbucurie,plăcere,vânzător
bucătar,gătibucătar,zgomotbucătar,găti,zgomot
bumbac,mătasebumbac,răzbunarebumbac,mătase,răzbunare
bunică,bunicbunică,atractivbunică,bunic,atractiv
băiat,fatăbăiat,incomodbăiat,fată,incomod
bătălie,războibătălie,echipajbătălie,război,echipaj
cadavru,corpcadavru,opiniecadavru,corp,opinie
cadou,complimentcadou,afarăcadou,compliment,afară
cafea,ceașcăcafea,puterecafea,ceașcă,putere
cal,măgarcal,reţeacal,măgar,reţea
calculare,numărarecalculare,gripăcalculare,numărare,gripă
calculator,softwarecalculator,întotdeaunacalculator,software,întotdeauna
cale,traseucale,lasagnacale,traseu,lasagna
calitate,cantitatecalitate,financiarcalitate,cantitate,financiar
calm,liniștecalm,frecvențăcalm,liniște,frecvență
camion,jeepcamion,lacrimăcamion,jeep,lacrimă
camping,picniccamping,majoritatecamping,picnic,majoritate
campionat,competițiecampionat,sorăcampionat,competiție,soră
cancer,tumoarecancer,anonimcancer,tumoare,anonim
cantitate,sumăcantitate,pierzătorcantitate,sumă,pierzător
capelă,bisericăcapelă,monstrucapelă,biserică,monstru
capitalism,anarhiecapitalism,poștăcapitalism,anarhie,poștă
cardinal,episcopcardinal,cutiecardinal,episcop,cutie
carne,porccarne,seminarcarne,porc,seminar
carte,bibliecarte,dușcarte,biblie,duș
cartel,mafiecartel,piancartel,mafie,pian
castel,palatcastel,încearcăcastel,palat,încearcă
cauză,motivcauză,orfelinatcauză,motiv,orfelinat
ceapă,usturoiceapă,nobilceapă,usturoi,nobil
ceaţă,norceaţă,persoanăceaţă,nor,persoană
centimetru,milăcentimetru,viucentimetru,milă,viu
cere,întrebarecere,chimiecere,întrebare,chimie
cere.1,poruncicere,senzaţionalcere,porunci,senzaţional
cerebral,creiercerebral,mierecerebral,creier,miere
ceremonie,ritualceremonie,baschetceremonie,ritual,baschet
ceresc,cerceresc,proprietateceresc,cer,proprietate
ceva,nimicceva,incapacitateceva,nimic,incapacitate
chelneriţă,chelnerchelneriţă,totalchelneriţă,chelner,total
cheltui,risipicheltui,busolăcheltui,risipi,busolă
chitară,pianchitară,spunechitară,pian,spune
chiuvetă,toaletăchiuvetă,oznchiuvetă,toaletă,ozn
cicatrice,tatuajcicatrice,ateliercicatrice,tatuaj,atelier
cimitir,mormântcimitir,aplicacimitir,mormânt,aplica
cinic,naivcinic,permisiunecinic,naiv,permisiune
ciocan,bățciocan,mătaseciocan,băț,mătase
ciocolată,zahărciocolată,sensciocolată,zahăr,sens
circ,grădină zoologicăcirc,urmacirc,grădină zoologică,urma
ciudat,neobișnuitciudat,chirurgciudat,neobișnuit,chirurg
civilizaţie,culturăcivilizaţie,secretcivilizaţie,cultură,secret
clasic,tipicclasic,clubclasic,tipic,club
client,pacientclient,reparațiiclient,pacient,reparații
clinică,spitalclinică,timbruclinică,spital,timbru
clădire,turnclădire,încălzitclădire,turn,încălzit
coastă,plajăcoastă,jazzcoastă,plajă,jazz
colaps,toamnacolaps,vânătoarecolaps,toamna,vânătoare
colet,pliccolet,dramaticcolet,plic,dramatic
colier,inelcolier,județcolier,inel,județ
colonel,generalcolonel,conflictcolonel,general,conflict
combustibil,gazcombustibil,libertatecombustibil,gaz,libertate
comedie,dramăcomedie,obiectcomedie,dramă,obiect
comerciant,comercialcomerciant,echilibrucomerciant,comercial,echilibru
comisar,inspectorcomisar,mâncarecomisar,inspector,mâncare
comitet,comisiecomitet,golfcomitet,comisie,golf
compasiune,răbdarecompasiune,piramidăcompasiune,răbdare,piramidă
complet,absolutcomplet,buncomplet,absolut,bun
complet.1,totalcomplet,sufletcomplet,total,suflet
comunicare,navigarecomunicare,umilcomunicare,navigare,umil
comunist,rasistcomunist,hormoncomunist,rasist,hormon
comunitate,societatecomunitate,inutilcomunitate,societate,inutil
concediere,demisieconcediere,masculconcediere,demisie,mascul
concentrare,focusconcentrare,rujconcentrare,focus,ruj
concert,turconcert,staconcert,tur,sta
conexiune,contactconexiune,toaletăconexiune,contact,toaletă
confidențialitate,privatconfidențialitate,lordconfidențialitate,privat,lord
confuzie,haosconfuzie,cabluconfuzie,haos,cablu
coniac,romconiac,campanieconiac,rom,campanie
constant,întotdeaunaconstant,ironieconstant,întotdeauna,ironie
constituţie,legeconstituţie,pacificconstituţie,lege,pacific
construire,construcțieconstruire,aparat fotoconstruire,construcție,aparat foto
contesă,baroncontesă,regulăcontesă,baron,regulă
continua,merge mai departecontinua,cabinetcontinua,merge mai departe,cabinet
contrar,opuscontrar,secolcontrar,opus,secol
conţinut,conțineconţinut,romeoconţinut,conține,romeo
copac,tufișcopac,realitatecopac,tufiș,realitate
copie,originalcopie,naţionalcopie,original,naţional
copil,bebelușcopil,domeniucopil,bebeluș,domeniu
copil.1,nepotcopil,fabricăcopil,nepot,fabrică
copilărie,tineretcopilărie,legecopilărie,tineret,lege
corect,greșitcorect,rockcorect,greșit,rock
corporație,companiecorporație,căldurăcorporație,companie,căldură
covor,podeacovor,audierecovor,podea,audiere
cowboy,rodeocowboy,junglăcowboy,rodeo,junglă
craniu,oscraniu,valoarecraniu,os,valoare
cravată,legacravată,războicravată,lega,război
creativitate,imaginațiecreativitate,accreativitate,imaginație,ac
creatură,monstrucreatură,turcreatură,monstru,tur
crede,încrederecrede,groazăcrede,încredere,groază
credincios,loialcredincios,victimăcredincios,loial,victimă
credinţă,speranţăcredinţă,vehiculcredinţă,speranţă,vehicul
creştin,catoliccreştin,progrescreştin,catolic,progres
criminal,hoţcriminal,altundevacriminal,hoţ,altundeva
criminal.1,ucigaşcriminal,cercetarecriminal,ucigaş,cercetare
crimă,păcatcrimă,impresionantcrimă,păcat,impresionant
crimă.1,sinuciderecrimă,studentcrimă,sinucidere,student
criză,situațiecriză,senzorcriză,situație,senzor
crud,brutalcrud,tehnologiecrud,brutal,tehnologie
cruzime,răucruzime,iuniecruzime,rău,iunie
cu greutate,greucu greutate,gâscăcu greutate,greu,gâscă
cu putere,cu fermitatecu putere,autopsiecu putere,cu fermitate,autopsie
cumpărător,vânzătorcumpărător,pielecumpărător,vânzător,piele
cunoştinţe,experienţăcunoştinţe,jeepcunoştinţe,experienţă,jeep
curajos,nobilcurajos,formularcurajos,nobil,formular
curcan,puicurcan,orchestrăcurcan,pui,orchestră
curs,seminarcurs,supranaturalcurs,seminar,supranatural
cursă,maratoncursă,pedepsirecursă,maraton,pedepsire
cuţit,sabiecuţit,victoriecuţit,sabie,victorie
câmp de luptă,arenăcâmp de luptă,vechicâmp de luptă,arenă,vechi
cântec,albumcântec,idealcântec,album,ideal
câştigător,pierzătorcâştigător,moalecâştigător,pierzător,moale
căpitan,comandantcăpitan,faringecăpitan,comandant,faringe
căpșună,bananăcăpșună,septembriecăpșună,banană,septembrie
căsnicie,divorțcăsnicie,alegecăsnicie,divorț,alege
căsătorit,singurcăsătorit,textcăsătorit,singur,text
da,în regulăda,examinada,în regulă,examina
da.1,oferida,terminalda,oferi,terminal
dans,dansatordans,imaginațiedans,dansator,imaginație
datorie,responsabilitatedatorie,unghiedatorie,responsabilitate,unghie
de obicei,în mod normalde obicei,robotde obicei,în mod normal,robot
de urgență,urgentde urgență,modelde urgență,urgent,model
decembrie,noiembriedecembrie,jocuri de norocdecembrie,noiembrie,jocuri de noroc
deceniu,secoldeceniu,bolnavdeceniu,secol,bolnav
definiție,conceptdefiniție,permitedefiniție,concept,permite
deget mare,degetdeget mare,majestatedeget mare,deget,majestate
delicios,gustosdelicios,opusdelicios,gustos,opus
demnitate,mândriedemnitate,verdedemnitate,mândrie,verde
democraţie,libertatedemocraţie,fierdemocraţie,libertate,fier
demonstrație,protestdemonstrație,speriademonstrație,protest,speria
departe,aproapedeparte,romdeparte,aproape,rom
depozit de arme,arsenaldepozit de arme,crăciundepozit de arme,arsenal,crăciun
depresie,stresdepresie,ursdepresie,stres,urs
descriere,profildescriere,țarădescriere,profil,țară
desenare,pictaredesenare,milosdesenare,pictare,milos
deseori,uneorideseori,în regulădeseori,uneori,în regulă
despre,afarădespre,osdespre,afară,os
destin,soartădestin,numerardestin,soartă,numerar
detectiv,agentdetectiv,literalmentedetectiv,agent,literalmente
determinare,curajdeterminare,lanţdeterminare,curaj,lanţ
devotament,fidelitatedevotament,hoţdevotament,fidelitate,hoţ
devreme,târziudevreme,ecrandevreme,târziu,ecran
dezamăgire,surprizădezamăgire,martordezamăgire,surpriză,martor
dezgustător,murdardezgustător,cutremurdezgustător,murdar,cutremur
dezvoltare,progresdezvoltare,spitaldezvoltare,progres,spital
diavol,îngerdiavol,întrebarediavol,înger,întrebare
diferit,similardiferit,gatadiferit,similar,gata
dimineaţă,mâinedimineaţă,marodimineaţă,mâine,maro
dinamită,praf de puşcădinamită,şansădinamită,praf de puşcă,şansă
ding,pingding,aiciding,ping,aici
dinte,unghiedinte,civildinte,unghie,civil
director,producătordirector,roșudirector,producător,roșu
discuţie,conversaţiediscuţie,mizerabildiscuţie,conversaţie,mizerabil
dispariție,moartedispariție,sicriudispariție,moarte,sicriu
dispozitiv,cipdispozitiv,decentdispozitiv,cip,decent
disputa,conflictdisputa,păianjendisputa,conflict,păianjen
district,județdistrict,ucigaşdistrict,județ,ucigaş
distrugere,creațiedistrugere,cheiedistrugere,creație,cheie
divin,dumnezeudivin,varădivin,dumnezeu,vară
divizie,unitatedivizie,vagindivizie,unitate,vagin
doamnă,lorddoamnă,utildoamnă,lord,util
doctor,chirurgdoctor,sumădoctor,chirurg,sumă
document,fişierdocument,dozădocument,fişier,doză
dolar,livrădolar,nașteredolar,livră,naștere
donație,caritatedonație,zilnicdonație,caritate,zilnic
dorință,doriredorință,puşcădorință,dorire,puşcă
dormi,odihnidormi,ciumădormi,odihni,ciumă
dormitor,camerădormitor,pradădormitor,cameră,pradă
dragoste,urădragoste,mediudragoste,ură,mediu
drog,alcooldrog,galeriedrog,alcool,galerie
drăguţ,dulcedrăguţ,vocedrăguţ,dulce,voce
dubă,remorcădubă,văduvădubă,remorcă,văduvă
dulap,cabinetdulap,anarhiedulap,cabinet,anarhie
duminică,sâmbătăduminică,bonusduminică,sâmbătă,bonus
durere,suferinţădurere,cântăreţdurere,suferinţă,cântăreţ
echipa,echipamenteechipa,afarăechipa,echipamente,afară
echipă,ligăechipă,deschideechipă,ligă,deschide
educaţie,sănătateeducaţie,număreducaţie,sănătate,număr
efect,influențăefect,complimentefect,influență,compliment
eficace,utileficace,obositeficace,util,obosit
egoist,încăpăţânategoist,raportareegoist,încăpăţânat,raportare
electric,magneticelectric,cârciumăelectric,magnetic,cârciumă
electricitate,curentelectricitate,motivelectricitate,curent,motiv
elegant,la modăelegant,faceelegant,la modă,face
element,factorelement,milionarelement,factor,milionar
elicopter,ambulanțăelicopter,greutateelicopter,ambulanță,greutate
elimina,înlăturaelimina,albinăelimina,înlătura,albină
emoţional,mintalemoţional,cu fermitateemoţional,mintal,cu fermitate
energie,putereenergie,biblieenergie,putere,biblie
entuziasmat,mândruentuziasmat,citientuziasmat,mândru,citi
epidemie,ciumăepidemie,vedeepidemie,ciumă,vede
episod,serialepisod,mareepisod,serial,mare
erecție,orgasmerecție,curaterecție,orgasm,curat
est,vestest,penalizareest,vest,penalizare
evada,scăpaevada,politicosevada,scăpa,politicos
evaluare,observațieevaluare,otravăevaluare,observație,otravă
eveniment,fenomeneveniment,greșiteveniment,fenomen,greșit
evident,clarevident,sergentevident,clar,sergent
exagera,subestimaexagera,trăgătorexagera,subestima,trăgător
execuţie,spânzurareexecuţie,generatorexecuţie,spânzurare,generator
exercițiu,practicăexercițiu,înregistraexercițiu,practică,înregistra
exploda,izbucniexploda,excepţionalexploda,izbucni,excepţional
explozie,cutremurexplozie,contrafăcutexplozie,cutremur,contrafăcut
exploziv,bombăexploziv,aniversareexploziv,bombă,aniversare
expoziţie,galerieexpoziţie,mitexpoziţie,galerie,mit
exprimare,descriereexprimare,internaţionalexprimare,descriere,internaţional
extern,internextern,gătiextern,intern,găti
eșec,succeseșec,ritmeșec,succes,ritm
faimos,popularfaimos,bombăfaimos,popular,bombă
fals,contrafăcutfals,lunifals,contrafăcut,luni
familie,clanfamilie,aerfamilie,clan,aer
fantastic,minunatfantastic,logodnăfantastic,minunat,logodnă
fantezie,realitatefantezie,autorfantezie,realitate,autor
farfurie,castronfarfurie,modernfarfurie,castron,modern
fatal,mortalfatal,acumfatal,mortal,acum
fax,poștăfax,jucafax,poștă,juca
febră,tusefebră,puterefebră,tuse,putere
federaţie,coloniefederaţie,ploaiefederaţie,colonie,ploaie
femeie,văduvăfemeie,vârffemeie,văduvă,vârf
femelă,masculfemelă,izbifemelă,mascul,izbi
fericit,satisfăcutfericit,alcoolfericit,satisfăcut,alcool
fermecător,atractivfermecător,suferifermecător,atractiv,suferi
festival,carnavalfestival,alergafestival,carnaval,alerga
fete,băiețifete,mităfete,băieți,mită
ficat,rinichificat,inamicficat,rinichi,inamic
film,pornofilm,fidelitatefilm,porno,fidelitate
final,definitivfinal,angajarefinal,definitiv,angajare
final.1,sfârșitfinal,membrufinal,sfârșit,membru
financiar,bancarfinanciar,corpfinanciar,bancar,corp
finanțare,financiarfinanțare,deşertfinanțare,financiar,deşert
finanțarea,bugetfinanțarea,urcafinanțarea,buget,urca
fiu,fiicăfiu,similarfiu,fiică,similar
fizic,sexualfizic,gazfizic,sexual,gaz
flacără,focflacără,drumflacără,foc,drum
floare,plantăfloare,motivfloare,plantă,motiv
flotă,navalflotă,întunericflotă,naval,întuneric
fluid,lichidfluid,singurfluid,lichid,singur
fluier,claxonfluier,universfluier,claxon,univers
foarte,extremfoarte,apăsafoarte,extrem,apăsa
folosi,aplicafolosi,sandwichfolosi,aplica,sandwich
forță,putereforță,sănătateforță,putere,sănătate
fotbal,baschetfotbal,săpafotbal,baschet,săpa
fotograf,autograffotograf,șoarecefotograf,autograf,șoarece
fotografie,imaginefotografie,practicăfotografie,imagine,practică
franceză,englezăfranceză,bebelușfranceză,engleză,bebeluș
frate,omulefrate,cometariufrate,omule,cometariu
frate.1,sorăfrate,haosfrate,soră,haos
fraudă,conspiraţiefraudă,pupicfraudă,conspiraţie,pupic
frică,groazăfrică,proiectfrică,groază,proiect
fructe,mărfructe,cascăfructe,măr,cască
frumos,frumușelfrumos,îngrijorarefrumos,frumușel,îngrijorare
frumuseţe,farmecfrumuseţe,umărfrumuseţe,farmec,umăr
frânghie,lanţfrânghie,potenţialfrânghie,lanţ,potenţial
fugar,refugiatfugar,praf de puşcăfugar,refugiat,praf de puşcă
funcţional,operaționalfuncţional,numefuncţional,operațional,nume
fund,curfund,chiriaşfund,cur,chiriaş
fund.1,vârffund,inspectafund,vârf,inspecta
furculiţă,linguriţăfurculiţă,primăvarăfurculiţă,linguriţă,primăvară
furios,gelosfurios,fragmentfurios,gelos,fragment
furnică,albinăfurnică,bravofurnică,albină,bravo
furniza,permitefurniza,fulgerfurniza,permite,fulger
furtun,pompafurtun,firmăfurtun,pompa,firmă
furtună,vântfurtună,privilegiufurtună,vânt,privilegiu
fără putere,neajutoratfără putere,poatefără putere,neajutorat,poate
fără valoare,inutilfără valoare,ceașcăfără valoare,inutil,ceașcă
galaxie,universgalaxie,golgalaxie,univers,gol
galben,roșugalben,hrănigalben,roșu,hrăni
garaj,ateliergaraj,degetgaraj,atelier,deget
gard,peretegard,topigard,perete,topi
gaură,crăpăturăgaură,poetgaură,crăpătură,poet
generos,milosgeneros,marcăgeneros,milos,marcă
genunchi,umărgenunchi,amestecându-segenunchi,umăr,amestecându-se
ghinion,nefericitghinion,deșteptghinion,nefericit,deștept
global,naţionalglobal,omuleglobal,naţional,omule
glonţ,calibruglonţ,numărareglonţ,calibru,numărare
glorie,gloriosglorie,explicaţieglorie,glorios,explicaţie
glumă,trucglumă,ocazionalglumă,truc,ocazional
gol,nudgol,butongol,nud,buton
gorilă,maimuţăgorilă,sosiregorilă,maimuţă,sosire
gram,kilogramgram,propunegram,kilogram,propune
gratuit,în mod libergratuit,managergratuit,în mod liber,manager
greaţă,diareegreaţă,durgreaţă,diaree,dur
grec,romangrec,podeagrec,roman,podea
greşeală,eroaregreşeală,furagreşeală,eroare,fura
griji,îngrijoraregriji,cămașăgriji,îngrijorare,cămașă
gros,subţiregros,dramăgros,subţire,dramă
grozav,excelentgrozav,martegrozav,excelent,marte
grup,gașcăgrup,naturalgrup,gașcă,natural
guvern,administrațieguvern,încetguvern,administrație,încet
gândire,cosideraregândire,sursăgândire,cosiderare,sursă
gât,faringegât,intragât,faringe,intra
găsi,căutagăsi,jurisdicțiegăsi,căuta,jurisdicție
halucinaţie,iluziehalucinaţie,curenthalucinaţie,iluzie,curent
hamburger,sandwichhamburger,politicăhamburger,sandwich,politică
hartă,busolăhartă,episcophartă,busolă,episcop
heroină,cocainăheroină,mândruheroină,cocaină,mândru
hidrogen,carbonhidrogen,imaginehidrogen,carbon,imagine
hiv,sidahiv,răbdarehiv,sida,răbdare
homar,tonhomar,responsabilitatehomar,ton,responsabilitate
homosexual,lesbianăhomosexual,coloniehomosexual,lesbiană,colonie
iad,paradisiad,cremăiad,paradis,cremă
iarnă,varăiarnă,scopiarnă,vară,scop
idiot,prostidiot,livrăidiot,prost,livră
ieftin,scumpieftin,bibliotecăieftin,scump,bibliotecă
iepure,vulpeiepure,radioiepure,vulpe,radio
ieri,astăziieri,înghițiieri,astăzi,înghiți
imens,mareimens,fiicăimens,mare,fiică
imperiu,dinastieimperiu,comisieimperiu,dinastie,comisie
important,valorosimportant,recepţieimportant,valoros,recepţie
importanţă,sensimportanţă,bonăimportanţă,sens,bonă
impresiona,flataimpresiona,spinalimpresiona,flata,spinal
incapabil,incapacitateincapabil,uscatincapabil,incapacitate,uscat
indica,punctindica,trucindica,punct,truc
individual,persoanăindividual,sabieindividual,persoană,sabie
inechitabil,nedreptateinechitabil,bazăinechitabil,nedreptate,bază
infecţie,virusinfecţie,comandantinfecţie,virus,comandant
informare,raportareinformare,înfricoșătorinformare,raportare,înfricoșător
informator,sursăinformator,navigareinformator,sursă,navigare
informație,dateinformație,dansatorinformație,date,dansator
injecţie,dozăinjecţie,uneoriinjecţie,doză,uneori
insectă,păianjeninsectă,ambasadorinsectă,păianjen,ambasador
inspecţie,examinareinspecţie,săracinspecţie,examinare,sărac
inspirație,inspirainspirație,adultinspirație,inspira,adult
instrument,ustensilăinstrument,toamnainstrument,ustensilă,toamna
inteligent,deșteptinteligent,păpuşăinteligent,deștept,păpuşă
intentionat,accidentalintentionat,fereastrăintentionat,accidental,fereastră
intenție,scopintenție,linguriţăintenție,scop,linguriţă
interesant,incitantinteresant,ambulanțăinteresant,incitant,ambulanță
intervenție chirurgicală,a operaintervenție chirurgicală,casăintervenție chirurgicală,a opera,casă
interzice,interzisinterzice,focusinterzice,interzis,focus
intim,personalintim,kilogramintim,personal,kilogram
intrare,ieșireintrare,supăintrare,ieșire,supă
intuiţie,instinctintuiţie,comercialintuiţie,instinct,comercial
investi,finanțainvesti,sta în picioareinvesti,finanța,sta în picioare
investiga,examinainvestiga,anatomieinvestiga,examina,anatomie
investigator,analistinvestigator,fustăinvestigator,analist,fustă
investitor,bancherinvestitor,contaminareinvestitor,bancher,contaminare
iresponsabil,nerezonabiliresponsabil,platformăiresponsabil,nerezonabil,platformă
ironic,ironieironic,cerealeironic,ironie,cereale
iubit,amantăiubit,virusiubit,amantă,virus
iulie,iunieiulie,patrimoniuiulie,iunie,patrimoniu
jaf,furtjaf,populațiejaf,furt,populație
jalnic,mizerabiljalnic,submarinjalnic,mizerabil,submarin
jefui,furajefui,absolutjefui,fura,absolut
jegos,scârbosjegos,statutjegos,scârbos,statut
jigni,insultăjigni,primuljigni,insultă,primul
joc,jucajoc,josjoc,juca,jos
jucărie,păpuşăjucărie,conservatorjucărie,păpuşă,conservator
jucător,antrenorjucător,cuptorjucător,antrenor,cuptor
judecător,instanțăjudecător,sherlockjudecător,instanță,sherlock
julieta,romeojulieta,trăijulieta,romeo,trăi
junior,seniorjunior,experimentjunior,senior,experiment
jurnalist,reporterjurnalist,scumpjurnalist,reporter,scump
jurământ,jurajurământ,competițiejurământ,jura,competiție
justiţie,răzbunarejustiţie,lichidjustiţie,răzbunare,lichid
lac,râulac,seriallac,râu,serial
lacăt,cheielacăt,carierălacăt,cheie,carieră
larg,îngustlarg,treazlarg,îngust,treaz
legal,ilegallegal,aducelegal,ilegal,aduce
legendă,mitlegendă,recuperalegendă,mit,recupera
legume și fructe,crearelegume și fructe,ostaticlegume și fructe,creare,ostatic
leu,balaurleu,revelațieleu,balaur,revelație
liberal,conservatorliberal,pompaliberal,conservator,pompa
lider,membrulider,teribillider,membru,teribil
limuzină,taxilimuzină,nimiclimuzină,taxi,nimic
ling,amestecându-seling,strălucireling,amestecându-se,strălucire
linge,sugelinge,descrierelinge,suge,descriere
literatură,artăliteratură,simptomliteratură,artă,simptom
local,regionallocal,plăcerelocal,regional,plăcere
locație,loclocație,lesbianălocație,loc,lesbiană
locotenent,sergentlocotenent,spectacollocotenent,sergent,spectacol
lume,internaţionallume,cimentlume,internaţional,ciment
luminos,strălucireluminos,canapealuminos,strălucire,canapea
lumină,întunericlumină,cosiderarelumină,întuneric,cosiderare
lumânare,lampălumânare,construcțielumânare,lampă,construcție
lunetist,trăgătorlunetist,salvalunetist,trăgător,salva
lung,scurtlung,scăpalung,scurt,scăpa
lungime,mărimelungime,sfatlungime,mărime,sfat
lup,urslup,conspiraţielup,urs,conspiraţie
luptător,campionluptător,rotundluptător,campion,rotund
