target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
การตั้งแคมป์,ปิกนิกการตั้งแคมป์,เสียงข้างมากการตั้งแคมป์,ปิกนิก,เสียงข้างมาก
การติดเชื้อ,ไวรัสการติดเชื้อ,ผู้บัญชาการการติดเชื้อ,ไวรัส,ผู้บัญชาการ
การต่อสู้,การสู้รบการต่อสู้,เครือข่ายการต่อสู้,การสู้รบ,เครือข่าย
การต่อสู้.1,สงครามการต่อสู้,เชอร์ล็อกการต่อสู้,สงคราม,เชอร์ล็อก
การทดสอบ,การทดลองการทดสอบ,พุ่มไม้การทดสอบ,การทดลอง,พุ่มไม้
การทำลาย,การสร้างการทำลาย,กุญแจการทำลาย,การสร้าง,กุญแจ
การบรรยาย,สัมมนาการบรรยาย,อภินิหารการบรรยาย,สัมมนา,อภินิหาร
การบริจาค,การกุศลการบริจาค,รายวันการบริจาค,การกุศล,รายวัน
การบันทึก,บันทึกการบันทึก,ทันสมัยการบันทึก,บันทึก,ทันสมัย
การประชุม,การสัมมนาการประชุม,ซื้อการประชุม,การสัมมนา,ซื้อ
การประหารชีวิต,การแขวนคอการประหารชีวิต,เครื่องกำเนิดไฟฟ้าการประหารชีวิต,การแขวนคอ,เครื่องกำเนิดไฟฟ้า
การประเมิน,การสังเกตการประเมิน,คัดเลือกการประเมิน,การสังเกต,คัดเลือก
การปรับปรุง,ความเปลี่ยนแปลงการปรับปรุง,การแสดงโชว์ของคาวบอยการปรับปรุง,ความเปลี่ยนแปลง,การแสดงโชว์ของคาวบอย
การปล้น,การลักขโมยการปล้น,ประชากรการปล้น,การลักขโมย,ประชากร
การปิด,การเปิดการปิด,สุนัขการปิด,การเปิด,สุนัข
การผลิต,โรงงานการผลิต,พ่อการผลิต,โรงงาน,พ่อ
การผ่าตัด,ผ่าตัดการผ่าตัด,บ้านการผ่าตัด,ผ่าตัด,บ้าน
การพัฒนา,ความก้าวหน้าการพัฒนา,โรงพยาบาลการพัฒนา,ความก้าวหน้า,โรงพยาบาล
การพิจารณาคดี,การไต่สวนการพิจารณาคดี,เปลืองการพิจารณาคดี,การไต่สวน,เปลือง
การพิสูจน์,หลักฐานการพิสูจน์,อย่างที่สุดการพิสูจน์,หลักฐาน,อย่างที่สุด
การระบายอากาศ,วาล์วการระบายอากาศ,อย่างเป็นทางการการระบายอากาศ,วาล์ว,อย่างเป็นทางการ
การระเบิด,แผ่นดินไหวการระเบิด,ปลอมการระเบิด,แผ่นดินไหว,ปลอม
การรักษา,การบำบัดการรักษา,ยิ้มการรักษา,การบำบัด,ยิ้ม
การลงคะแนนเสียง,เสียงข้างมากการลงคะแนนเสียง,โคมไฟการลงคะแนนเสียง,เสียงข้างมาก,โคมไฟ
การลงนาม,ตราประทับการลงนาม,ธรรมดาสามัญการลงนาม,ตราประทับ,ธรรมดาสามัญ
การวางแผน,การเตรียมการการวางแผน,นายอำเภอการวางแผน,การเตรียมการ,นายอำเภอ
การวิเคราะห์,การชันสูตรพลิกศพการวิเคราะห์,เด็กหญิงการวิเคราะห์,การชันสูตรพลิกศพ,เด็กหญิง
การวิ่งแข่ง,การแข่งวิ่งมาราธอนการวิ่งแข่ง,ลงโทษการวิ่งแข่ง,การแข่งวิ่งมาราธอน,ลงโทษ
การศึกษา,สุขภาพการศึกษา,ตัวเลขการศึกษา,สุขภาพ,ตัวเลข
การสาบสูญ,ความตายการสาบสูญ,จบการสาบสูญ,ความตาย,จบ
การสื่อสาร,การนำทางการสื่อสาร,ถ่อมตนการสื่อสาร,การนำทาง,ถ่อมตน
การหยั่งรู้,สัญชาตญาณการหยั่งรู้,ทางการค้าการหยั่งรู้,สัญชาตญาณ,ทางการค้า
การอนุมัติ,การอนุญาตการอนุมัติ,เสียงการอนุมัติ,การอนุญาต,เสียง
การอภิปราย,การสนทนาการอภิปราย,น่าเวทนาการอภิปราย,การสนทนา,น่าเวทนา
การออกเดินทาง,การมาถึงการออกเดินทาง,เนื้อหมูการออกเดินทาง,การมาถึง,เนื้อหมู
การเขียน,การอ่านการเขียน,กำไรการเขียน,การอ่าน,กำไร
การเงิน,การธนาคารการเงิน,ร่างกายการเงิน,การธนาคาร,ร่างกาย
การเชื่อมต่อ,การติดต่อการเชื่อมต่อ,ห้องน้ำการเชื่อมต่อ,การติดต่อ,ห้องน้ำ
การเดินขบวน,การประท้วงการเดินขบวน,ให้อภัยการเดินขบวน,การประท้วง,ให้อภัย
การเดินเล่น,การงีบหลับการเดินเล่น,ช่องการเดินเล่น,การงีบหลับ,ช่อง
การเต้นรำ,นักเต้นการเต้นรำ,ทนายความการเต้นรำ,นักเต้น,ทนายความ
การเทศนา,คำพูดการเทศนา,อิจฉาการเทศนา,คำพูด,อิจฉา
การเมือง,วารสารศาสตร์การเมือง,เล็บการเมือง,วารสารศาสตร์,เล็บ
การเลิกจ้าง,การลาออกการเลิกจ้าง,ปากการเลิกจ้าง,การลาออก,ปาก
การเลือกตั้ง,แคมเปญการเลือกตั้ง,ไข้หวัดใหญ่การเลือกตั้ง,แคมเปญ,ไข้หวัดใหญ่
การแข็งตัว,จุดสุดยอดการแข็งตัว,ทำความสะอาดการแข็งตัว,จุดสุดยอด,ทำความสะอาด
การแข่งขัน,ทัวร์นาเมนต์การแข่งขัน,หมดหนทางการแข่งขัน,ทัวร์นาเมนต์,หมดหนทาง
การแข่งขันชิงแชมป์,การแข่งขันการแข่งขันชิงแชมป์,พี่สาวน้องสาวการแข่งขันชิงแชมป์,การแข่งขัน,พี่สาวน้องสาว
การแต่งงาน,การหย่าร้างการแต่งงาน,หน่วยการแต่งงาน,การหย่าร้าง,หน่วย
การแสดง,งานแสดงโชว์การแสดง,ผู้ที่เหยียดผิวการแสดง,งานแสดงโชว์,ผู้ที่เหยียดผิว
การไม่อยู่,การมีอยู่การไม่อยู่,มังกรการไม่อยู่,การมีอยู่,มังกร
กาแฟ,ถ้วยกาแฟ,ความแข็งแกร่งกาแฟ,ถ้วย,ความแข็งแกร่ง
กาแล็กซี,จักรวาลกาแล็กซี,เชิงบวกกาแล็กซี,จักรวาล,เชิงบวก
กำหนดการ,ปฏิทินกำหนดการ,ทิศใต้กำหนดการ,ปฏิทิน,ทิศใต้
กิจกรรม,คล่องแคล่วกิจกรรม,ทหารกิจกรรม,คล่องแคล่ว,ทหาร
กิน,ให้อาหารกิน,ความมืดกิน,ให้อาหาร,ความมืด
กิ้งก่า,กบกิ้งก่า,วงออเคสตรากิ้งก่า,กบ,วงออเคสตรา
กีตาร์,เปียโนกีตาร์,กล่าวกีตาร์,เปียโน,กล่าว
กีฬา,งานอดิเรกกีฬา,อาสาสมัครกีฬา,งานอดิเรก,อาสาสมัคร
ก้น,ตูดก้น,ผู้เช่าก้น,ตูด,ผู้เช่า
ก้อนหิน,หินก้อนหิน,ห้องโดยสารก้อนหิน,หิน,ห้องโดยสาร
ขวด,แก้วขวด,สัญญาขวด,แก้ว,สัญญา
ของขวัญ,คำชมเชยของขวัญ,ข้างนอกของขวัญ,คำชมเชย,ข้างนอก
ของเล่น,ตุ๊กตาของเล่น,นักอนุรักษ์นิยมของเล่น,ตุ๊กตา,นักอนุรักษ์นิยม
ของไหล,ของเหลวของไหล,ตามลำพังของไหล,ของเหลว,ตามลำพัง
ขอบคุณ,ปลื้มปีติขอบคุณ,พระอาทิตย์ตกดินขอบคุณ,ปลื้มปีติ,พระอาทิตย์ตกดิน
ขอโทษ,ให้อภัยขอโทษ,สุขภาพดีขอโทษ,ให้อภัย,สุขภาพดี
ขั้นตอน,กระบวนการขั้นตอน,ร้อนขั้นตอน,กระบวนการ,ร้อน
ขั้นสูงสุด,ขั้นต่ำสุดขั้นสูงสุด,นายพลขั้นสูงสุด,ขั้นต่ำสุด,นายพล
ขาดความรับผิดชอบ,ไม่มีเหตุผลขาดความรับผิดชอบ,ชานชาลาขาดความรับผิดชอบ,ไม่มีเหตุผล,ชานชาลา
ขาย,ซื้อขาย,ชื่อเล่นขาย,ซื้อ,ชื่อเล่น
ขีปนาวุธ,จรวดขีปนาวุธ,การไร้ความสามารถขีปนาวุธ,จรวด,การไร้ความสามารถ
ขี่,ขับขี่,ชิปคอมพิวเตอร์ขี่,ขับ,ชิปคอมพิวเตอร์
ขึ้นไป,ลงมาขึ้นไป,ผู้ลี้ภัยขึ้นไป,ลงมา,ผู้ลี้ภัย
ข่าว,ช่องข่าว,เล็กน้อยข่าว,ช่อง,เล็กน้อย
ข้อความ,คำเตือนข้อความ,ความยากจนข้อความ,คำเตือน,ความยากจน
ข้อตกลง,สัญญาข้อตกลง,พืชข้อตกลง,สัญญา,พืช
ข้อพิพาท,ความขัดแย้งข้อพิพาท,แมงมุมข้อพิพาท,ความขัดแย้ง,แมงมุม
ข้อสันนิษฐาน,บทสรุปข้อสันนิษฐาน,ตีข้อสันนิษฐาน,บทสรุป,ตี
ข้อแก้ตัว,แรงจูงใจข้อแก้ตัว,ไม่มีเหตุผลข้อแก้ตัว,แรงจูงใจ,ไม่มีเหตุผล
ข้างหลัง,ด้านหน้าข้างหลัง,มือสมัครเล่นข้างหลัง,ด้านหน้า,มือสมัครเล่น
ข้างใน,ข้างนอกข้างใน,สบประมาทข้างใน,ข้างนอก,สบประมาท
คงอยู่,อยู่คงอยู่,ที่ประกอบด้วยทองคงอยู่,อยู่,ที่ประกอบด้วยทอง
คณิตศาสตร์,ฟิสิกส์คณิตศาสตร์,ร้านค้าคณิตศาสตร์,ฟิสิกส์,ร้านค้า
คนขับรถ,ผู้โดยสารคนขับรถ,สีขาวคนขับรถ,ผู้โดยสาร,สีขาว
คนงาน,ชาวนาคนงาน,กำจัดคนงาน,ชาวนา,กำจัด
คนทรยศ,สายลับคนทรยศ,การโฆษณาคนทรยศ,สายลับ,การโฆษณา
คนรัก,อนุภรรยาคนรัก,เชื่อใจคนรัก,อนุภรรยา,เชื่อใจ
คนรับใช้,ทาสคนรับใช้,จัดทำคนรับใช้,ทาส,จัดทำ
คนโกหก,โกหกคนโกหก,ทางออกคนโกหก,โกหก,ทางออก
คนโง่เง่า,คนโง่คนโง่เง่า,เงินปอนด์คนโง่เง่า,คนโง่,เงินปอนด์
ครอบครัว,ตระกูลครอบครัว,อากาศครอบครัว,ตระกูล,อากาศ
คริสเตียน,คาทอลิกคริสเตียน,ความก้าวหน้าคริสเตียน,คาทอลิก,ความก้าวหน้า
ครู,นักเรียนครู,หยดครู,นักเรียน,หยด
คลังสินค้า,ร้านค้าคลังสินค้า,คนโง่คลังสินค้า,ร้านค้า,คนโง่
คลังอาวุธ,สรรพาวุธคลังอาวุธ,คริสต์มาสคลังอาวุธ,สรรพาวุธ,คริสต์มาส
คลาสสิก,ทั่วไปคลาสสิก,กล้องคลาสสิก,ทั่วไป,กล้อง
คลินิก,โรงพยาบาลคลินิก,ตราประทับคลินิก,โรงพยาบาล,ตราประทับ
คลื่นไส้,ท้องเสียคลื่นไส้,อนุภรรยาคลื่นไส้,ท้องเสีย,อนุภรรยา
ความกตัญญู,ความเอื้อเฟื้อเผื่อแผ่ความกตัญญู,บทสรุปความกตัญญู,ความเอื้อเฟื้อเผื่อแผ่,บทสรุป
ความกระหายน้ำ,ความหิวความกระหายน้ำ,ส่วนตัวความกระหายน้ำ,ความหิว,ส่วนตัว
ความกลมกลืน,ความสมดุลความกลมกลืน,สถานทูตความกลมกลืน,ความสมดุล,สถานทูต
ความกลัว,ความสยองขวัญความกลัว,โครงการความกลัว,ความสยองขวัญ,โครงการ
ความคิดสร้างสรรค์,จินตนาการความคิดสร้างสรรค์,เข็มความคิดสร้างสรรค์,จินตนาการ,เข็ม
ความงาม,เสน่ห์ความงาม,ไหล่ความงาม,เสน่ห์,ไหล่
ความจงรักภักดี,ความซื่อสัตย์ความจงรักภักดี,ขโมยความจงรักภักดี,ความซื่อสัตย์,ขโมย
ความจริงใจ,ความภักดีความจริงใจ,นายธนาคารความจริงใจ,ความภักดี,นายธนาคาร
ความช่วยเหลือ,สนับสนุนความช่วยเหลือ,ขณะนี้ความช่วยเหลือ,สนับสนุน,ขณะนี้
ความดัน,ชีพจรความดัน,น่าขยะแขยงความดัน,ชีพจร,น่าขยะแขยง
ความต้องการ,จำเป็นความต้องการ,ความเอื้อเฟื้อเผื่อแผ่ความต้องการ,จำเป็น,ความเอื้อเฟื้อเผื่อแผ่
ความทุกข์ยาก,ความยากจนความทุกข์ยาก,อาหารเย็นความทุกข์ยาก,ความยากจน,อาหารเย็น
ความท้าทาย,อุปสรรคความท้าทาย,อินเทอร์เน็ตความท้าทาย,อุปสรรค,อินเทอร์เน็ต
ความปรารถนา,ความต้องการความปรารถนา,ฝึกฝนความปรารถนา,ความต้องการ,ฝึกฝน
ความปลอดภัย,ความมั่นคงความปลอดภัย,บราโวความปลอดภัย,ความมั่นคง,บราโว
ความผิด,ข้อผิดพลาดความผิด,ลักพาตัวความผิด,ข้อผิดพลาด,ลักพาตัว
ความผิดหวัง,ความประหลาดใจความผิดหวัง,พยานความผิดหวัง,ความประหลาดใจ,พยาน
ความฝัน,ฝันร้ายความฝัน,โดยทั่วไปความฝัน,ฝันร้าย,โดยทั่วไป
ความพ่ายแพ้,ชัยชนะความพ่ายแพ้,เปลือยความพ่ายแพ้,ชัยชนะ,เปลือย
ความมั่งคั่ง,สมบัติความมั่งคั่ง,คณบดีความมั่งคั่ง,สมบัติ,คณบดี
ความมั่นใจ,ความเคารพความมั่นใจ,พิเศษความมั่นใจ,ความเคารพ,พิเศษ
ความมืด,เงาความมืด,ไวน์ความมืด,เงา,ไวน์
ความมุ่งมั่น,ความกล้าหาญความมุ่งมั่น,โซ่ความมุ่งมั่น,ความกล้าหาญ,โซ่
ความยาว,ขนาดความยาว,คำแนะนำความยาว,ขนาด,คำแนะนำ
ความยุติธรรม,การแก้แค้นความยุติธรรม,ผ้าห่มความยุติธรรม,การแก้แค้น,ผ้าห่ม
ความรุ่งโรจน์,รุ่งโรจน์ความรุ่งโรจน์,คำอธิบายความรุ่งโรจน์,รุ่งโรจน์,คำอธิบาย
ความรู้,ประสบการณ์ความรู้,รถจี๊ปความรู้,ประสบการณ์,รถจี๊ป
ความรู้สึก,ความประทับใจความรู้สึก,ปิกนิกความรู้สึก,ความประทับใจ,ปิกนิก
ความลึกลับ,ความลับความลึกลับ,ระเบิดความลึกลับ,ความลับ,ระเบิด
ความล้มเหลว,ความสำเร็จความล้มเหลว,ห้องอาบน้ำฝักบัวความล้มเหลว,ความสำเร็จ,ห้องอาบน้ำฝักบัว
ความศรัทธา,ความหวังความศรัทธา,ยานพาหนะความศรัทธา,ความหวัง,ยานพาหนะ
ความสับสน,ความวุ่นวายความสับสน,สายเคเบิลความสับสน,ความวุ่นวาย,สายเคเบิล
ความสามารถ,สมรรถภาพความสามารถ,สายเคเบิลความสับสน,สมรรถภาพ,สายเคเบิล
ความสามารถพิเศษ,ศักยภาพความสามารถพิเศษ,สุดท้ายความสามารถพิเศษ,ศักยภาพ,สุดท้าย
ความสำคัญ,ความหมายความสำคัญ,พี่เลี้ยงเด็กความสำคัญ,ความหมาย,พี่เลี้ยงเด็ก
ความสูง,น้ำหนักความสูง,เป็นกังวลความสูง,น้ำหนัก,เป็นกังวล
ความหลงใหล,ความกระตือรือร้นความหลงใหล,บริกรความหลงใหล,ความกระตือรือร้น,บริกร
ความเงียบ,เงียบความเงียบ,เก็บรวบรวมความเงียบ,เงียบ,เก็บรวบรวม
ความเจ็บปวด,ความทุกข์ทรมานความเจ็บปวด,ญาติความเจ็บปวด,ความทุกข์ทรมาน,ญาติ
ความเดือดดาล,ความโกรธความเดือดดาล,กล้วยความเดือดดาล,ความโกรธ,กล้วย
ความเบิกบานใจ,ความปิติยินดีความเบิกบานใจ,ผู้ขายความเบิกบานใจ,ความปิติยินดี,ผู้ขาย
ความเป็นส่วนตัว,ส่วนตัวความเป็นส่วนตัว,ท่านลอร์ดความเป็นส่วนตัว,ส่วนตัว,ท่านลอร์ด
ความเป็นไปได้,โอกาสความเป็นไปได้,สูบความเป็นไปได้,โอกาส,สูบ
ความเมตตา,การให้อภัยความเมตตา,ชี้ความเมตตา,การให้อภัย,ชี้
ความเย่อหยิ่ง,ความไม่รู้ความเย่อหยิ่ง,แหวนความเย่อหยิ่ง,ความไม่รู้,แหวน
ความเร็ว,ระยะทางความเร็ว,สร้างแรงบันดาลใจความเร็ว,ระยะทาง,สร้างแรงบันดาลใจ
ความเห็นอกเห็นใจ,ความอดทนความเห็นอกเห็นใจ,พีระมิดความเห็นอกเห็นใจ,ความอดทน,พีระมิด
ความโง่เขลา,ความบ้าคลั่งความโง่เขลา,ข้อความความโง่เขลา,ความบ้าคลั่ง,ข้อความ
ความโหดร้าย,ความชั่วร้ายความโหดร้าย,มิถุนายนความโหดร้าย,ความชั่วร้าย,มิถุนายน
คอ,ลำคอคอ,เข้าคอ,ลำคอ,เข้า
คอนยัค,รัมคอนยัค,แคมเปญคอนยัค,รัม,แคมเปญ
คอนเสิร์ต,การตระเวนแสดงผลงานคอนเสิร์ต,โต๊ะคอนเสิร์ต,การตระเวนแสดงผลงาน,โต๊ะ
คอมพิวเตอร์,ซอฟต์แวร์คอมพิวเตอร์,เสมอคอมพิวเตอร์,ซอฟต์แวร์,เสมอ
คอมมิวนิสต์,ผู้ที่เหยียดผิวคอมมิวนิสต์,ฮอร์โมนคอมมิวนิสต์,ผู้ที่เหยียดผิว,ฮอร์โมน
คาดหวัง,รอคาดหวัง,รัศมีคาดหวัง,รอ,รัศมี
คาวบอย,การแสดงโชว์ของคาวบอยคาวบอย,ผ้าไหมคาวบอย,การแสดงโชว์ของคาวบอย,ผ้าไหม
คำนวณ,นับคำนวณ,น้ำผึ้งคำนวณ,นับ,น้ำผึ้ง
คำนำหน้าชื่อ,ชื่อคำนำหน้าชื่อ,ช่วยคำนำหน้าชื่อ,ชื่อ,ช่วย
คำนิยาม,แนวคิดคำนิยาม,นักเรียนคำนิยาม,แนวคิด,นักเรียน
คำบรรยาย,ประวัติโดยย่อคำบรรยาย,ประเทศคำบรรยาย,ประวัติโดยย่อ,ประเทศ
คำสาบาน,สาบานคำสาบาน,การแข่งขันคำสาบาน,สาบาน,การแข่งขัน
คำให้การ,ความคิดเห็นคำให้การ,นมคำให้การ,ความคิดเห็น,นม
คำให้การ.1,พยานคำให้การ,วางยาคำให้การ,พยาน,วางยา
คิด,พิจารณาคิด,แหล่งที่มาคิด,พิจารณา,แหล่งที่มา
คุก,ห้องขังคุก,การเตรียมการคุก,ห้องขัง,การเตรียมการ
คุณพ่อ,คุณแม่คุณพ่อ,สวรรค์คุณพ่อ,คุณแม่,สวรรค์
คุณภาพ,ปริมาณคุณภาพ,ทางการเงินคุณภาพ,ปริมาณ,ทางการเงิน
คุณย่าคุณยาย,คุณปู่คุณตาคุณย่าคุณยาย,น่าดึงดูดใจคุณย่าคุณยาย,คุณปู่คุณตา,น่าดึงดูดใจ
คู่ควร,สมควรได้รับคู่ควร,งานรื่นเริงคู่ควร,สมควรได้รับ,งานรื่นเริง
ค่าไถ่,ผู้ลักพาตัวค่าไถ่,ไมล์ค่าไถ่,ผู้ลักพาตัว,ไมล์
ค้อน,ตระบองค้อน,ซองจดหมายค้อน,ตระบอง,ซองจดหมาย
ฆาตกร,นักฆ่าฆาตกร,วิจัยฆาตกร,นักฆ่า,วิจัย
ฆ่า,วางยาฆ่า,ผิดปกติฆ่า,วางยา,ผิดปกติ
งดงาม,สวยงดงาม,เกี่ยวกับการดำเนินงานงดงาม,สวย,เกี่ยวกับการดำเนินงาน
งาน,อาชีพงาน,กลมงาน,อาชีพ,กลม
งานศพ,โลงศพงานศพ,สินเชื่องานศพ,โลงศพ,สินเชื่อ
งานสังสรรค์,การต้อนรับงานสังสรรค์,ซอสมะเขือเทศงานสังสรรค์,การต้อนรับ,ซอสมะเขือเทศ
งานเทศกาล,งานรื่นเริงงานเทศกาล,วิ่งงานเทศกาล,งานรื่นเริง,วิ่ง
งานแต่งงาน,การหมั้นหมายงานแต่งงาน,หนอนงานแต่งงาน,การหมั้นหมาย,หนอน
งู,หนอนงู,การแข่งวิ่งมาราธอนงู,หนอน,การแข่งวิ่งมาราธอน
ง่าย,เป็นไปไม่ได้ง่าย,โรงภาพยนตร์ง่าย,เป็นไปไม่ได้,โรงภาพยนตร์
จดจ่อ,เพ่งความสนใจจดจ่อ,ลิปสติกจดจ่อ,เพ่งความสนใจ,ลิปสติก
จดหมาย,โทรเลขจดหมาย,ปืนไรเฟิลจดหมาย,โทรเลข,ปืนไรเฟิล
จมูก,ปากจมูก,สัตว์ร้ายจมูก,ปาก,สัตว์ร้าย
จริงใจ,เหมาะสมจริงใจ,อุปกรณ์จริงใจ,เหมาะสม,อุปกรณ์
จริงๆ,จริงๆแล้วจริงๆ,ด้านหน้าจริงๆ,จริงๆแล้ว,ด้านหน้า
จอคอมพิวเตอร์,จอภาพจอคอมพิวเตอร์,เด็กผู้ชายจอคอมพิวเตอร์,จอภาพ,เด็กผู้ชาย
จักรพรรดิ,เกี่ยวกับจักรพรรดิจักรพรรดิ,ผู้ใหญ่จักรพรรดิ,เกี่ยวกับจักรพรรดิ,ผู้ใหญ่
จัดการ,ควบคุมจัดการ,กำแพงจัดการ,ควบคุม,กำแพง
จัดระเบียบ,จัดเตรียมจัดระเบียบ,วาล์วจัดระเบียบ,จัดเตรียม,วาล์ว
จัดหาให้,มอบอำนาจจัดหาให้,ฟ้าแลบจัดหาให้,มอบอำนาจ,ฟ้าแลบ
จับ,คว้าจับ,อย่างเรียบง่ายจับ,คว้า,อย่างเรียบง่าย
จับกุม,ลงโทษจับกุม,ไม่เคยจับกุม,ลงโทษ,ไม่เคย
จากสวรรค์,ท้องฟ้าจากสวรรค์,กรรมสิทธิ์จากสวรรค์,ท้องฟ้า,กรรมสิทธิ์
จาน,ชามจาน,ทันสมัยจาน,ชาม,ทันสมัย
จำนวน,ผลรวมจำนวน,ยกยอจำนวน,ผลรวม,ยกยอ
จำได้,ลืมจำได้,เร่งด่วนจำได้,ลืม,เร่งด่วน
จิตรกร,ศิลปินจิตรกร,พิเศษจิตรกร,ศิลปิน,พิเศษ
จิตวิทยา,กายวิภาคศาสตร์จิตวิทยา,รอยแตกจิตวิทยา,กายวิภาคศาสตร์,รอยแตก
จินตนาการ,ความเป็นจริงจินตนาการ,แก๊งจินตนาการ,ความเป็นจริง,แก๊ง
จิบ,หยดจิบ,ไร้เดียงสาจิบ,หยด,ไร้เดียงสา
