target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
изванредан,изузетанизванредан,уморанизванредан,изузетан,уморан
изведба,шоуизведба,интернетизведба,шоу,интернет
изговор,опроститиизговор,надлежностизговор,опростити,надлежност
издајник,шпијуниздајник,прстениздајник,шпијун,прстен
излечити се,опоравити сеизлечити се,комбинацијаизлечити се,опоравити се,комбинација
изложба,галеријаизложба,младостизложба,галерија,младост
изменити,заменитиизменити,бројатиизменити,заменити,бројати
износ,сумаизнос,ласкатиизнос,сума,ласкати
изразити,описатиизразити,карактеризразити,описати,карактер
израчунати,бројатиизрачунати,мишљењеизрачунати,бројати,мишљење
изјава,коментаризјава,равнотежаизјава,коментар,равнотежа
икада,никадаикада,шерификада,никада,шериф
импресионирати,ласкатиимпресионирати,новембаримпресионирати,ласкати,новембар
инвеститор,банкаринвеститор,торањинвеститор,банкар,торањ
инсект,паукинсект,краваинсект,паук,крава
инспекција,преглединспекција,слететиинспекција,преглед,слетети
инспирација,надахнутиинспирација,величинаинспирација,надахнути,величина
инструмент,алатинструмент,сувинструмент,алат,сув
интелигентан,паметанинтелигентан,коначниинтелигентан,паметан,коначни
интимно,личноинтимно,ђубреинтимно,лично,ђубре
интуиција,инстинктинтуиција,протестинтуиција,инстинкт,протест
инфекција,вирусинфекција,хороринфекција,вирус,хорор
информација,подациинформација,судбаинформација,подаци,судба
информисати,извештаватиинформисати,џунглаинформисати,извештавати,џунгла
инјекција,дозаинјекција,понекадинјекција,доза,понекад
ироничан,иронијаироничан,зрноироничан,иронија,зрно
искрен,пристојанискрен,рајискрен,пристојан,рај
искреност,лојалностискреност,наиванискреност,лојалност,наиван
исповедити,признатиисповедити,низакисповедити,признати,низак
исток,западисток,изненађењеисток,запад,изненађење
истражитељ,аналитичаристражитељ,генератористражитељ,аналитичар,генератор
истражити,испитиватиистражити,коњицаистражити,испитивати,коњица
исход,резултатисход,шармисход,резултат,шарм
ићи,ућиићи,квантитетићи,ући,квантитет
казати,рећиказати,астронаутказати,рећи,астронаут
камен,стенакамен,хлебкамен,стена,хлеб
камион,приколицакамион,понизанкамион,приколица,понизан
камион.1,џипкамион,цепатикамион,џип,цепати
камповање,пикниккамповање,татакамповање,пикник,тата
канцеларија,радни стоканцеларија,гусарканцеларија,радни сто,гусар
капа,наочарекапа,популаранкапа,наочаре,популаран
капела,црквакапела,куваркапела,црква,кувар
капетан,команданткапетан,гомилакапетан,командант,гомила
капитализам,анархијакапитализам,пријемкапитализам,анархија,пријем
капија,порталкапија,коментаркапија,портал,коментар
кардинал,бискупкардинал,подацикардинал,бискуп,подаци
картел,мафијакартел,кромпиркартел,мафија,кромпир
каубој,родеокаубој,муњакаубој,родео,муња
кафа,шољицакафа,тихкафа,шољица,тих
квалитет,квантитетквалитет,добарквалитет,квантитет,добар
кеса,кутијакеса,родеокеса,кутија,родео
кисеоник,ваздухкисеоник,аутограмкисеоник,ваздух,аутограм
класичан,типичанкласичан,дозакласичан,типичан,доза
клиника,болницаклиника,лунарниклиника,болница,лунарни
клијент,пацијентклијент,политикаклијент,пацијент,политика
колено,рамеколено,ранаколено,раме,рана
комедија,драмакомедија,користанкомедија,драма,користан
комесар,инспекторкомесар,деканкомесар,инспектор,декан
комитет,комисијакомитет,безбедносткомитет,комисија,безбедност
комуникација,навигацијакомуникација,девојчицакомуникација,навигација,девојчица
комуниста,расистакомуниста,компанијакомуниста,расиста,компанија
конобарица,конобарконобарица,свеукупниконобарица,конобар,свеукупни
концентрисати се,фокусирати секонцентрисати се,карминконцентрисати се,фокусирати се,кармин
концерт,турнејаконцерт,љутњаконцерт,турнеја,љутња
копија,оригиналкопија,окренутикопија,оригинал,окренути
користити,применитикористити,кошаркакористити,применити,кошарка
корпорација,компанијакорпорација,штакорпорација,компанија,шта
корњача,пужкорњача,маратонкорњача,пуж,маратон
кофер,акт ташнакофер,алкохолкофер,акт ташна,алкохол
коњ,магарацкоњ,рекламакоњ,магарац,реклама
коњак,румкоњак,бонускоњак,рум,бонус
крајњи,коначникрајњи,циметкрајњи,коначни,цимет
краљ,краљицакраљ,пепеокраљ,краљица,пепео
краљевство,краљевскикраљевство,навигацијакраљевство,краљевски,навигација
креативност,маштакреативност,поштовањекреативност,машта,поштовање
кревет,софакревет,закључанкревет,софа,закључан
крив,невинкрив,клавиркрив,невин,клавир
криза,ситуацијакриза,потребанкриза,ситуација,потребан
купатило,тушкупатило,суботакупатило,туш,субота
купац,продавацкупац,паметанкупац,продавац,паметан
књига,библијакњига,софтверкњига,библија,софтвер
књижевност,уметносткњижевност,медведкњижевност,уметност,медвед
лав,змајлав,пензијалав,змај,пензија
лавабо,вц шољалавабо,сумњалавабо,вц шоља,сумња
лажов,лажлажов,ланацлажов,лаж,ланац
лако,немогућелако,угаљлако,немогуће,угаљ
лево,деснолево,сиромаштволево,десно,сиромаштво
легенда,митлегенда,опоравити селегенда,мит,опоравити се
лекар,хирурглекар,барутлекар,хирург,барут
леп,лепушкастлеп,баронлеп,лепушкаст,барон
лепота,шармлепота,усталепота,шарм,уста
лет,слетањелет,смртоносанлет,слетање,смртоносан
летети,слететилетети,понослетети,слетети,понос
лечење,терапијалечење,парламентлечење,терапија,парламент
леш,телолеш,материјалеш,тело,материја
либералан,конзервативанлибералан,мужлибералан,конзервативан,муж
лизати,сисатилизати,браонлизати,сисати,браон
лимузина,таксилимузина,иронијалимузина,такси,иронија
линг,минглинг,иглалинг,минг,игла
личност,карактерличност,увредитиличност,карактер,увредити
лобања,костлобања,аматерскилобања,кост,аматерски
лозинка,шифралозинка,оригиналлозинка,шифра,оригинал
локални,регионалнилокални,методлокални,регионални,метод
локација,местолокација,индустријалокација,место,индустрија
лош,добарлош,тврдоглавлош,добар,тврдоглав
луд,параноичанлуд,лажанлуд,параноичан,лажан
лук,бели луклук,сениорлук,бели лук,сениор
лука,заливлука,мишлука,залив,миш
магазин,плејбојмагазин,прљавмагазин,плејбој,прљав
магла,облакмагла,аутормагла,облак,аутор
максимум,минимуммаксимум,излазмаксимум,минимум,излаз
мали,маломали,потцењиватимали,мало,потцењивати
мама,татамама,федерацијамама,тата,федерација
мамац,замкамамац,репортермамац,замка,репортер
манастир,сиротиштеманастир,камераманастир,сиротиште,камера
манастир.1,храмманастир,чудовиштеманастир,храм,чудовиште
манипулисати,контролисатиманипулисати,проливманипулисати,контролисати,пролив
мапа,компасмапа,прекритимапа,компас,прекрити
марамица,крпамарамица,оданмарамица,крпа,одан
маркетинг,оглашавањемаркетинг,роботмаркетинг,оглашавање,робот
масажа,јогамасажа,конобармасажа,јога,конобар
маслац,медмаслац,пингмаслац,мед,пинг
математика,физикаматематика,брдоматематика,физика,брдо
мачка,пасмачка,летомачка,пас,лето
машина,роботмашина,сијатимашина,робот,сијати
мајонез,кечапмајонез,тежакмајонез,кечап,тежак
медаља,трофејмедаља,кључмедаља,трофеј,кључ
медаљон,рукотворинамедаљон,већмедаљон,рукотворина,већ
месо,свињетинамесо,првимесо,свињетина,први
метак,калибарметак,свиламетак,калибар,свила
метал,гвожђеметал,спаситиметал,гвожђе,спасити
метар,километарметар,ритамметар,километар,ритам
механички,техничкимеханички,позивмеханички,технички,позив
мешавина,комбинацијамешавина,изванмешавина,комбинација,изван
микроскоп,телескопмикроскоп,лепушкастмикроскоп,телескоп,лепушкаст
микрофон,камерамикрофон,разговормикрофон,камера,разговор
милијарда,милионмилијарда,шпијунмилијарда,милион,шпијун
милост,опроштајмилост,апсолутномилост,опроштај,апсолутно
министар,амбасадорминистар,опроститиминистар,амбасадор,опростити
министарство,амбасадаминистарство,плејбојминистарство,амбасада,плејбој
минус,плусминус,подршкаминус,плус,подршка
минут,секундаминут,судминут,секунда,суд
миран,тихмиран,сисатимиран,тих,сисати
мирис,укусмирис,тумормирис,укус,тумор
мисија,задатакмисија,пушкамисија,задатак,пушка
мислити,размотритимислити,западмислити,размотрити,запад
мистерија,тајнамистерија,ћелијамистерија,тајна,ћелија
мишић,нервмишић,верностмишић,нерв,верност
млад,стармлад,комплиментмлад,стар,комплимент
могућност,шансамогућност,приколицамогућност,шанса,приколица
модрица,огреботинамодрица,десномодрица,огреботина,десно
мождани,мозакмождани,крајмождани,мозак,крај
мокар,сувмокар,трећимокар,сув,трећи
монитор,екранмонитор,тетоважамонитор,екран,тетоважа
морнар,гусарморнар,маломорнар,гусар,мало
морнарица,маринацморнарица,говорморнарица,маринац,говор
морфијум,аспиринморфијум,оптимистичанморфијум,аспирин,оптимистичан
мотел,хотелмотел,чизмамотел,хотел,чизма
мотор,резервоармотор,активанмотор,резервоар,активан
мрав,пчеламрав,стварањемрав,пчела,стварање
мрак,сенкамрак,фармермрак,сенка,фармер
мртав,живмртав,уметнутимртав,жив,уметнути
музеј,библиотекамузеј,венамузеј,библиотека,вена
музика,џезмузика,таксимузика,џез,такси
музичар,певачмузичар,сведокмузичар,певач,сведок
мутација,еволуцијамутација,тамамутација,еволуција,тама
мучење,патњамучење,цементмучење,патња,цемент
мучнина,проливмучнина,семинармучнина,пролив,семинар
навести,тачканавести,анђеонавести,тачка,анђео
награда,бонуснаграда,гостопримствонаграда,бонус,гостопримство
награда.1,нобелнаграда,секундараннаграда,нобел,секундаран
надлежни,надлежностнадлежни,потезнадлежни,надлежност,потез
намера,сврханамера,вентилнамера,сврха,вентил
намерно,случајнонамерно,близунамерно,случајно,близу
напад,инвазијанапад,костнапад,инвазија,кост
напад.1,ударацнапад,шампионнапад,ударац,шампион
нападач,жртванападач,пиштољнападач,жртва,пиштољ
напустити,отићинапустити,каналнапустити,отићи,канал
наранџаста,зеленанаранџаста,цивилнинаранџаста,зелена,цивилни
наређење,команданаређење,магнетнинаређење,команда,магнетни
народ,земљанарод,никаданарод,земља,никада
наследити,наслеђенаследити,областнаследити,наслеђе,област
наслов,именаслов,великинаслов,име,велики
наставити,продужитинаставити,витринанаставити,продужити,витрина
наука,технологијанаука,грипнаука,технологија,грип
научник,генијенаучник,застрашујућинаучник,геније,застрашујући
нафта,угаљнафта,суперменнафта,угаљ,супермен
најзад,коначнонајзад,моренајзад,коначно,море
небески,небонебески,тужаннебески,небо,тужан
невероватан,импресиванневероватан,племенитневероватан,импресиван,племенит
невеста,младожењаневеста,обичноневеста,младожења,обично
негативан,позитиваннегативан,споменикнегативан,позитиван,споменик
негде,другденегде,пулснегде,другде,пулс
недавно,управонедавно,оперативаннедавно,управо,оперативан
недеља,суботанедеља,кратакнедеља,субота,кратак
недељни,дневнинедељни,капнедељни,дневни,кап
нежан,меканнежан,пужнежан,мекан,пуж
незгода,инцидентнезгода,амбасадорнезгода,инцидент,амбасадор
немоћан,беспомоћаннемоћан,владавинанемоћан,беспомоћан,владавина
немоћан.1,неспособаннемоћан,грмнемоћан,неспособан,грм
неодговоран,неразуманнеодговоран,наредникнеодговоран,неразуман,наредник
неочекивано,изненаданеочекивано,захваланнеочекивано,изненада,захвалан
непознат,анонимнинепознат,доленепознат,анонимни,доле
неправедан,неправданеправедан,крвнеправедан,неправда,крв
непријатан,неудобаннепријатан,лудилонепријатан,неудобан,лудило
нервозан,забринутнервозан,крађанервозан,забринут,крађа
несрећа,несрећаннесрећа,песникнесрећа,несрећан,песник
нестанак,смртнестанак,тражитинестанак,смрт,тражити
нетачан,лажаннетачан,понедељакнетачан,лажан,понедељак
неуспех,успехнеуспех,крпанеуспех,успех,крпа
нешто,ништанешто,необичаннешто,ништа,необичан
нећак,унукнећак,смртнећак,унук,смрт
новац,кешновац,киднаповатиновац,кеш,киднаповати
новинар,репортерновинар,полаконовинар,репортер,полако
новине,чланакновине,профитновине,чланак,профит
новчаник,џепновчаник,применитиновчаник,џеп,применити
нож,мачнож,стићинож,мач,стићи
нормалан,здравнормалан,победанормалан,здрав,победа
нос,устанос,алатнос,уста,алат
нуклеарни,атомскинуклеарни,буџетнуклеарни,атомски,буџет
обала,плажаобала,тушобала,плажа,туш
обезбедити,омогућитиобезбедити,течностобезбедити,омогућити,течност
обећање,гаранцијаобећање,натприроданобећање,гаранција,натприродан
обим,полупречникобим,топаообим,полупречник,топао
образ,уснаобраз,приватанобраз,усна,приватан
образовање,здрављеобразовање,страшанобразовање,здравље,страшан
оброк,хранаоброк,беспомоћаноброк,храна,беспомоћан
огледало,одразогледало,гробогледало,одраз,гроб
ограда,зидограда,драматичанограда,зид,драматичан
огрлица,прстеногрлица,жупанијаогрлица,прстен,жупанија
огроман,великиогроман,морнаричкиогроман,велики,морнарички
одабрати,изабратиодабрати,значењеодабрати,изабрати,значење
оданост,верностоданост,блатооданост,верност,блато
одбранити,заштититиодбранити,лепоодбранити,заштитити,лепо
одвратан,прљаводвратан,африкаодвратан,прљав,африка
одговорити,одговородговорити,днкодговорити,одговор,днк
одлазак,долазакодлазак,кугаодлазак,долазак,куга
одлучност,храбростодлучност,помоћиодлучност,храброст,помоћи
одобрење,дозволаодобрење,сиромашанодобрење,дозвола,сиромашан
одржавати,сачуватиодржавати,сензационаланодржавати,сачувати,сензационалан
одржавање,услугаодржавање,сокакодржавање,услуга,сокак
одстранити,уклонитиодстранити,пчелаодстранити,уклонити,пчела
одсуство,присуствоодсуство,продужитиодсуство,присуство,продужити
одупирати се,отпородупирати се,половинаодупирати се,отпор,половина
