target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
בוסטון,וושינגטוןבוסטון,פתאוםבוסטון,וושינגטון,פתאום
בוקר,מחרבוקר,מפעלבוקר,מחר,מפעל
בוקר.1,רודאובוקר,משיבוקר,רודאו,משי
בושם,שפתוןבושם,סיוטבושם,שפתון,סיוט
בחוזקה,בתוקףבחוזקה,נתיחהבחוזקה,בתוקף,נתיחה
בחילה,שלשולבחילה,קשוחבחילה,שלשול,קשוח
בחירות,קמפייןבחירות,שפעתבחירות,קמפיין,שפעת
בחר,העדיףבחר,מברקבחר,העדיף,מברק
בטיחות,בטחוןבטיחות,הידדבטיחות,בטחון,הידד
בטני,עמוד שדרהבטני,שריףבטני,עמוד שדרה,שריף
ביולוגי,כימיביולוגי,טריקביולוגי,כימי,טריק
ביולוגיה,כימיהביולוגיה,רקדןביולוגיה,כימיה,רקדן
ביזבז,בזבוזביזבז,התלהבותביזבז,בזבוז,התלהבות
ביטוי,מילוןביטוי,תקציבביטוי,מילון,תקציב
בייסבול,אצטדיוןבייסבול,מלאךבייסבול,אצטדיון,מלאך
בייקון,טוסטבייקון,גורלבייקון,טוסט,גורל
ביצה,קןביצה,עדביצה,קן,עד
ביצוע,הופעהביצוע,גזעןביצוע,הופעה,גזען
בירה,שתיהבירה,מחנהבירה,שתיה,מחנה
בית ספר,כיתהבית ספר,אינסטינקטבית ספר,כיתה,אינסטינקט
בית קברות,קברבית קברות,ליישםבית קברות,קבר,ליישם
בכבדות,כבדבכבדות,נשיקהבכבדות,כבד,נשיקה
בלבול,אי סדרבלבול,כבלבלבול,אי סדר,כבל
בלש,סוכןבלש,פשוטו כמשמעובלש,סוכן,פשוטו כמשמעו
במהירות,לאטבמהירות,מפחידבמהירות,לאט,מפחיד
במכוון,בטעותבמכוון,גשרבמכוון,בטעות,גשר
בן,בתבן,דומהבן,בת,דומה
בן אנוש,אישבן אנוש,ארון קבורהבן אנוש,איש,ארון קבורה
בנות,בניםבנות,שוחדבנות,בנים,שוחד
בניין,מגדלבניין,חמיםבניין,מגדל,חמים
בסופו של דבר,סוף סוףבסופו של דבר,לזהותבסופו של דבר,סוף סוף,לזהות
בעיה,צרהבעיה,מוותבעיה,צרה,מוות
בעל בית,שוכרבעל בית,ללוותבעל בית,שוכר,ללוות
בעל חיים,חיהבעל חיים,לאחלבעל חיים,חיה,לאחל
בעלים,רכושבעלים,קינוחבעלים,רכוש,קינוח
בפנים,בחוץבפנים,להעליבבפנים,בחוץ,להעליב
בצורה מעשית,פשוטו כמשמעובצורה מעשית,היוםבצורה מעשית,פשוטו כמשמעו,היום
בצל,שוםבצל,סמכותבצל,שום,סמכות
בקבוק,זכוכיתבקבוק,כדורסלבקבוק,זכוכית,כדורסל
בקביעות,תמידבקביעות,אירוניהבקביעות,תמיד,אירוניה
בקשה,דרישהבקשה,כימיהבקשה,דרישה,כימיה
בר,מועדוןבר,יקרבר,מועדון,יקר
ברווז,אווזברווז,מיליוןברווז,אווז,מיליון
ברך,כתףברך,מינגברך,כתף,מינג
בשר,בשר חזירבשר,סמינרבשר,בשר חזיר,סמינר
בת דודה,קרוב משפחהבת דודה,אבולוציהבת דודה,קרוב משפחה,אבולוציה
גבוה,נמוךגבוה,פילוסופיהגבוה,נמוך,פילוסופיה
גבינה,לחםגבינה,יורהגבינה,לחם,יורה
גברת,אדוןגברת,מועילגברת,אדון,מועיל
גדוד,מחלקהגדוד,קינמוןגדוד,מחלקה,קינמון
גדול,מעולהגדול,מאדיםגדול,מעולה,מאדים
גדר,קירגדר,להמיסגדר,קיר,להמיס
גובה,משקלגובה,מודאגגובה,משקל,מודאג
גולגולת,עצםגולגולת,ערךגולגולת,עצם,ערך
גופה,גוףגופה,דעהגופה,גוף,דעה
גופני,מיניגופני,גזגופני,מיני,גז
גורילה,קוףגורילה,הגעהגורילה,קוף,הגעה
גורם,סיבהגורם,בית יתומיםגורם,סיבה,בית יתומים
גיהנום,גן עדןגיהנום,לטפסגיהנום,גן עדן,לטפס
גיטרה,פסנתרגיטרה,אמרגיטרה,פסנתר,אמר
גלובלי,לאומיגלובלי,נכוןגלובלי,לאומי,נכון
גלולה,טבלהגלולה,סליחהגלולה,טבלה,סליחה
גלקסיה,יקוםגלקסיה,חיוביגלקסיה,יקום,חיובי
גרם,קילוגרם,להציעגרם,קילו,להציע
גרעיני,אטומיגרעיני,שומר אמוניםגרעיני,אטומי,שומר אמונים
דאגה,התעניינותדאגה,שימושידאגה,התעניינות,שימושי
דביבון,סנאידביבון,ירחידביבון,סנאי,ירחי
דג,כרישדג,שגרירותדג,כריש,שגרירות
דולר,לירהדולר,מחברדולר,לירה,מחבר
דוקטור,מנתחדוקטור,צוללתדוקטור,מנתח,צוללת
דיג,צידדיג,שקטדיג,ציד,שקט
דיון,שיחהדיון,אומללדיון,שיחה,אומלל
דינמיט,אבקת שריפהדינמיט,הזדמנותדינמיט,אבקת שריפה,הזדמנות
דירה,ביתדירה,נוזלדירה,בית,נוזל
דכאון,לחץדכאון,דובדכאון,לחץ,דוב
דלק,גזדלק,מגדלדלק,גז,מגדל
דלת,חלוןדלת,ראיהדלת,חלון,ראיה
דמוקרטיה,חופשדמוקרטיה,גברדמוקרטיה,חופש,גבר
דצמבר,נובמברדצמבר,הימוריםדצמבר,נובמבר,הימורים
דקה,שניהדקה,צדקהדקה,שניה,צדקה
דרכון,כרטיסדרכון,מושגדרכון,כרטיס,מושג
דרשה,נאוםדרשה,קנאידרשה,נאום,קנאי
דת,פילוסופיהדת,קטלנידת,פילוסופיה,קטלני
האוקיינוס האטלנטי,האוקיינוס השקטהאוקיינוס האטלנטי,סלבהאוקיינוס האטלנטי,האוקיינוס השקט,סלב
האשמה,תלונההאשמה,עניוהאשמה,תלונה,עניו
הבט,הסתכלהבט,קליברהבט,הסתכל,קליבר
הבטחה,ערבוןהבטחה,מקורהבטחה,ערבון,מקור
הגדרה,מושגהגדרה,תלמידהגדרה,מושג,תלמיד
הגן,בטוחהגן,מקדשהגן,בטוח,מקדש
הדבקה,נגיףהדבקה,מפקדהדבקה,נגיף,מפקד
הדחה,התפטרותהדחה,דודהדחה,התפטרות,דוד
הוד מלכותו,הוד מעלתוהוד מלכותו,פחםהוד מלכותו,הוד מעלתו,פחם
הודעה,אזהרההודעה,עוניהודעה,אזהרה,עוני
הוכחה,ראיההוכחה,בצורה קיצוניתהוכחה,ראיה,בצורה קיצונית
הומו,לסביותהומו,מושבההומו,לסביות,מושבה
הונאה,מזימההונאה,לסרבהונאה,מזימה,לסרב
הופעה,סיבוב הופעותהופעה,שולחןהופעה,סיבוב הופעות,שולחן
הוצאה להורג,תליההוצאה להורג,גנרטורהוצאה להורג,תליה,גנרטור
הוראה,פקודההוראה,מגנטיהוראה,פקודה,מגנטי
הורה,מבוגרהורה,מחרהורה,מבוגר,מחר
הזיה,אשליההזיה,קמפייןהזיה,אשליה,קמפיין
היקף,רדיוסהיקף,פקודההיקף,רדיוס,פקודה
הכיר,לזהותהכיר,סמלהכיר,לזהות,סמל
הכנסה,רווחהכנסה,מתוקהכנסה,רווח,מתוק
הכרת תודה,הכנסת אורחיםהכרת תודה,מסקנההכרת תודה,הכנסת אורחים,מסקנה
הלוויה,ארון קבורההלוויה,אשראיהלוויה,ארון קבורה,אשראי
המבורגר,כריךהמבורגר,מדיניותהמבורגר,כריך,מדיניות
הנחה,מסקנההנחה,ייןהנחה,מסקנה,יין
הסכם,חוזההסכם,צמחהסכם,חוזה,צמח
הסכמה,רשותהסכמה,קולהסכמה,רשות,קול
העדרות,נוכחותהעדרות,להודותהעדרות,נוכחות,להודות
העלמות,מוותהעלמות,סוףהעלמות,מוות,סוף
הערכה,הבחנההערכה,העדיףהערכה,הבחנה,העדיף
הפגנה,למחותהפגנה,מחילההפגנה,למחות,מחילה
הצבעה,רובהצבעה,מנורההצבעה,רוב,מנורה
הצהרה,הערההצהרה,להרעילהצהרה,הערה,להרעיל
הצליח,להסתדרהצליח,שנאההצליח,להסתדר,שנאה
הקלטה,תקליטהקלטה,אופנתיהקלטה,תקליט,אופנתי
הר,גבעההר,להקשיבהר,גבעה,להקשיב
הרגשה,רושםהרגשה,פיקניקהרגשה,רושם,פיקניק
הרואין,קוקאיןהרואין,גאההרואין,קוקאין,גאה
הריון,לידההריון,מצפןהריון,לידה,מצפן
הרמוניה,איזוןהרמוניה,למחותהרמוניה,איזון,למחות
הרס,יצירההרס,מפתחהרס,יצירה,מפתח
הרצאה,סמינרהרצאה,על טבעיהרצאה,סמינר,על טבעי
השפעה,להשפיעהשפעה,צוותהשפעה,להשפיע,צוות
השראה,לעורר השראההשראה,תינוקהשראה,לעורר השראה,תינוק
התמוטטות,נפילההתמוטטות,צידהתמוטטות,נפילה,ציד
התפתחות,התקדמותהתפתחות,בית חוליםהתפתחות,התקדמות,בית חולים
וודקה,וויסקיוודקה,יַדעָןוודקה,וויסקי,יַדעָן
ווטסון,שרלוקווטסון,שיערווטסון,שרלוק,שיער
ויטמין,חלבוןויטמין,לתארויטמין,חלבון,לתאר
וניל,קינמוןוניל,בישוףוניל,קינמון,בישוף
ועדה,נציבותועדה,גולףועדה,נציבות,גולף
זאב,דובזאב,מאוחרזאב,דוב,מאוחר
זבל,אשפהזבל,נחיתהזבל,אשפה,נחיתה
זה,מהזה,נפשזה,מה,נפש
זוטר,בכירזוטר,גורםזוטר,בכיר,גורם
זול,יקרזול,ספריהזול,יקר,ספריה
זעם,כעסזעם,בננהזעם,כעס,בננה
זקן,שיערזקן,בחינהזקן,שיער,בחינה
זקפה,אורגזמהזקפה,לנקותזקפה,אורגזמה,לנקות
זר,עצם בלתי מזוההזר,כיסזר,עצם בלתי מזוהה,כיס
זרוע,ידזרוע,פוטנציאלזרוע,יד,פוטנציאל
זריקה,מנהזריקה,לפעמיםזריקה,מנה,לפעמים
חבורה,שריטהחבורה,לקטועחבורה,שריטה,לקטוע
חביב,נחמדחביב,מעגלחביב,נחמד,מעגל
חבילה,מעטפהחבילה,דרמטיחבילה,מעטפה,דרמטי
חבל,שרשרתחבל,חוםחבל,שרשרת,חום
חבלה,ריגולחבלה,זמרחבלה,ריגול,זמר
חבר,עמיתחבר,פורנוחבר,עמית,פורנו
חברות,מערכת יחסיםחברות,חדרחברות,מערכת יחסים,חדר
חג,חג המולדחג,תשוקהחג,חג המולד,תשוקה
חדר אמבטיה,מקלחתחדר אמבטיה,אנדרטהחדר אמבטיה,מקלחת,אנדרטה
חדר שינה,חדרחדר שינה,צפרדעחדר שינה,חדר,צפרדע
חדר תפילה,כנסיהחדר תפילה,מפלצתחדר תפילה,כנסיה,מפלצת
חדשות,ערוץחדשות,קצתחדשות,ערוץ,קצת
חובה,אחריותחובה,תזמורתחובה,אחריות,תזמורת
חוט,כבלחוט,עזרהחוט,כבל,עזרה
חול,בוץחול,שכיר חרבחול,בוץ,שכיר חרב
חולה,הַדבָּקָהחולה,מילוןחולה,הַדבָּקָה,מילון
חום,,אווזחום,,אווז
חומר נפץ,פצצהחומר נפץ,יום השנהחומר נפץ,פצצה,יום השנה
חוף,חוף יםחוף,ג'זחוף,חוף ים,ג'ז
חופשי,בחופשיותחופשי,מנהלחופשי,בחופשיות,מנהל
חוקה,חוקחוקה,האוקיינוס השקטחוקה,חוק,האוקיינוס השקט
חוקי,לא חוקיחוקי,להביאחוקי,לא חוקי,להביא
חוקר,מנתחחוקר,חצאיתחוקר,מנתח,חצאית
חור,סדקחור,משוררחור,סדק,משורר
חורף,קיץחורף,מטרהחורף,קיץ,מטרה
חזה,בטןחזה,להסתדרחזה,בטן,להסתדר
חזון,התגלותחזון,מילהחזון,התגלות,מילה
חזיר,פרהחזיר,קיבולתחזיר,פרה,קיבולת
חזרה,אחורהחזרה,בטוחחזרה,אחורה,בטוח
חיבור,איש קשרחיבור,ילדהחיבור,איש קשר,ילדה
חיל הים,ימיחיל הים,אוצרחיל הים,ימי,אוצר
חינוך,בריאותחינוך,מספרחינוך,בריאות,מספר
חיסון,נוגדןחיסון,כבדחיסון,נוגדן,כבד
חיצוני,פנימיחיצוני,להתקשרחיצוני,פנימי,להתקשר
חירש,עיוורחירש,כוחחירש,עיוור,כוח
חלום,סיוטחלום,באופן נורמליחלום,סיוט,באופן נורמלי
חלקיק,חומרחלקיק,פילגשחלקיק,חומר,פילגש
חלש,חזקחלש,להפחידחלש,חזק,להפחיד
חמאה,דבשחמאה,לחפשחמאה,דבש,לחפש
חמוד,מתוקחמוד,קבלת פניםחמוד,מתוק,קבלת פנים
חמלה,סבלנותחמלה,פירמידהחמלה,סבלנות,פירמידה
חמצן,אווירחמצן,אפריקהחמצן,אוויר,אפריקה
חנות,לקנותחנות,טיפשחנות,לקנות,טיפש
חסר אונים,חסר ישעחסר אונים,אוליחסר אונים,חסר ישע,אולי
חסר ערך,חסר תועלתחסר ערך,כוסחסר ערך,חסר תועלת,כוס
חרום,בהולחרום,דגםחרום,בהול,דגם
חרק,עכבישחרק,נזירחרק,עכביש,נזיר
חשוב,בעל ערךחשוב,יסוריםחשוב,בעל ערך,יסורים
חשוד,ספקחשוד,לממןחשוד,ספק,לממן
חשיבות,משמעותחשיבות,מטפלתחשיבות,משמעות,מטפלת
חשמל,זרםחשמל,סיבהחשמל,זרם,סיבה
חשמלי,מגנטיחשמלי,בסיסחשמלי,מגנטי,בסיס
חתול,כלבחתול,לחץחתול,כלב,לחץ
חתונה,אירוסיןחתונה,תולעתחתונה,אירוסין,תולעת
חתיכה,רסיסחתיכה,לעתים קרובותחתיכה,רסיס,לעתים קרובות
חתימה,חותמתחתימה,טבעיחתימה,חותמת,טבעי
חתך,קרעחתך,טלסקופחתך,קרע,טלסקופ
טביעת אצבע,די. אן. אי.טביעת אצבע,טעיםטביעת אצבע,די. אן. אי.,טעים
טורנדו,הוריקןטורנדו,עבדטורנדו,הוריקן,עבד
טורף,טרףטורף,פרסטורף,טרף,פרס
טיימר,נפץטיימר,מרוצהטיימר,נפץ,מרוצה
טייס,אסטרונאוטטייס,קיסרטייס,אסטרונאוט,קיסר
טיל,רקטהטיל,חוסר יכולתטיל,רקטה,חוסר יכולת
טיסה,נחיתהטיסה,תנורטיסה,נחיתה,תנור
טיפול,תרפיהטיפול,בזבוזטיפול,תרפיה,בזבוז
טיפש,נאיביטיפש,זכוכיתטיפש,נאיבי,זכוכית
טירה,ארמוןטירה,לנסותטירה,ארמון,לנסות
טכניקה,שיטהטכניקה,קנצלרטכניקה,שיטה,קנצלר
טלויזיה,רדיוטלויזיה,נחוץטלויזיה,רדיו,נחוץ
טלפון,להתקשרטלפון,להתפעלטלפון,להתקשר,להתפעל
טמפרטורה,חוםטמפרטורה,עייףטמפרטורה,חום,עייף
טניס,גולףטניס,שנוןטניס,גולף,שנון
טעות,שגיאהטעות,לקחתטעות,שגיאה,לקחת
טעים מאוד,טעיםטעים מאוד,נגדיטעים מאוד,טעים,נגדי
טפשות,שגעוןטפשות,טקסטטפשות,שגעון,טקסט
טקס,פולחןטקס,בעלטקס,פולחן,בעל
טרגי,עצובטרגי,פגיעהטרגי,עצוב,פגיעה
ידידותי,מנומסידידותי,לתכנןידידותי,מנומס,לתכנן
ידע,ניסיוןידע,ג'יפידע,ניסיון,ג'יפ
יהירות,בורותיהירות,קוקאיןיהירות,בורות,קוקאין
יווני,רומייווני,רצפהיווני,רומי,רצפה
יולי,יונייולי,מורשתיולי,יוני,מורשת
יוליה,רומיאויוליה,מלוןיוליה,רומיאו,מלון
יום הולדת,יום השנהיום הולדת,חטאיום הולדת,יום השנה,חטא
יום ראשון,יום שבתיום ראשון,מענקיום ראשון,יום שבת,מענק
יום שלישי,יום שנייום שלישי,בדיום שלישי,יום שני,בד
יופי,חןיופי,תנועהיופי,חן,תנועה
יושר,נאמנותיושר,מגףיושר,נאמנות,מגף
יזם,מיליונריזם,קסםיזם,מיליונר,קסם
ייחודי,מיוחדייחודי,להכפילייחודי,מיוחד,להכפיל
יכולת,קיבולתיכולת,תיק מסמכיםיכולת,קיבולת,תיק מסמכים
ילד,ילדהילד,לא נוחילד,ילדה,לא נוח
ילד.1,תינוקילד,שתייםילד,תינוק,שתיים
ילדות,נעוריםילדות,חוקילדות,נעורים,חוק
יעוד,גורליעוד,מזומןיעוד,גורל,מזומן
יעיל,מועיליעיל,בטעותיעיל,מועיל,בטעות
יער,ג'ונגליער,שיחהיער,ג'ונגל,שיחה
יפהפה,יפהיפהפה,שוםיפהפה,יפה,שום
יצור,מפלצתיצור,אנטומיהיצור,מפלצת,אנטומיה
יצור.1,מפעליצור,סיבוב הופעותיצור,מפעל,סיבוב הופעות
יצירתיות,דמיוןיצירתיות,מחטיצירתיות,דמיון,מחט
יריב,אויביריב,שריטהיריב,אויב,שריטה
ישבן,תחתישבן,שוכרישבן,תחת,שוכר
ישוב,מחנהישוב,סימפטוםישוב,מחנה,סימפטום
ישר,הגוןישר,ציודישר,הגון,ציוד
כאב,סבלכאב,קרוב משפחהכאב,סבל,קרוב משפחה
כבד,כליהכבד,אויבכבד,כליה,אויב
כבוד,גאווהכבוד,ירוקכבוד,גאווה,ירוק
כבוד.1,זכותכבוד,קילומטרכבוד,זכות,קילומטר
כביש מהיר,כבישכביש מהיר,סכוםכביש מהיר,כביש,סכום
כדור,קליברכדור,מפקחכדור,קליבר,מפקח
כדורגל,כדורסלכדורגל,לחפורכדורגל,כדורסל,לחפור
כובע,משקפייםכובע,לדווחכובע,משקפיים,לדווח
כובע.1,קסדהכובע,רפואיכובע,קסדה,רפואי
כוונה,מטרהכוונה,כףכוונה,מטרה,כף
כוח,חוזקכוח,תחתכוח,חוזק,תחת
כוכב,סלבכוכב,שגיאהכוכב,סלב,שגיאה
כומר,נזירכומר,דקכומר,נזיר,דק
כועס,קנאיכועס,רסיסכועס,קנאי,רסיס
כופר,חוטףכופר,אופיכופר,חוטף,אופי
כור אטומי,גנרטורכור אטומי,גבעהכור אטומי,גנרטור,גבעה
כותנה,משיכותנה,נקמהכותנה,משי,נקמה
כחול,חוםכחול,מפלטכחול,חום,מפלט
כיור,שירותיםכיור,עצם בלתי מזוההכיור,שירותים,עצם בלתי מזוהה
כיריים,תנורכיריים,נובעכיריים,תנור,נובע
כישלון,הצלחהכישלון,מקלחתכישלון,הצלחה,מקלחת
כלא,תאכלא,לבחוןכלא,תא,לבחון
כלה,חתןכלה,דרומיכלה,חתן,דרומי
כמות,סכוםכמות,להחמיאכמות,סכום,להחמיא
כן,בסדרכן,אסורכן,בסדר,אסור
כניסה,יציאהכניסה,מרקכניסה,יציאה,מרק
כנראה,אוליכנראה,להשיגכנראה,אולי,להשיג
כס,כתרכס,הבחנהכס,כתר,הבחנה
כסא,שולחןכסא,חברהכסא,שולחן,חברה
כסף,זהובכסף,ביקורתיכסף,זהוב,ביקורתי
כסף.1,מזומןכסף,ענןכסף,מזומן,ענן
כשרון,פוטנציאלכשרון,חברכשרון,פוטנציאל,חבר
כתובת,מספרכתובת,חיוךכתובת,מספר,חיוך
כתום,ירוקכתום,למנועכתום,ירוק,למנוע
כתיבה,קריאהכתיבה,זומביכתיבה,קריאה,זומבי
לא אחראי,לא סבירלא אחראי,רציףלא אחראי,לא סביר,רציף
לא הוגן,אי צדקלא הוגן,מגןלא הוגן,אי צדק,מגן
לא ידוע,בעילום שםלא ידוע,גודללא ידוע,בעילום שם,גודל
לא מסוגל,חוסר יכולתלא מסוגל,יבשלא מסוגל,חוסר יכולת,יבש
לא נעים,לא נוחלא נעים,להגיעלא נעים,לא נוח,להגיע
לא צפוי,פתאוםלא צפוי,קובץלא צפוי,פתאום,קובץ
לאחרונה,זה עתהלאחרונה,חולצהלאחרונה,זה עתה,חולצה
לאכול,להאכיללאכול,חושךלאכול,להאכיל,חושך
לאסוף,לצבורלאסוף,נסיכהלאסוף,לצבור,נסיכה
לאסור,אסורלאסור,להתמקדלאסור,אסור,להתמקד
לאסור.1,להענישלאסור,לעולם לאלאסור,להעניש,לעולם לא
לארגן,לסדרלארגן,שסתוםלארגן,לסדר,שסתום
לאשר,אישורלאשר,פנסיהלאשר,אישור,פנסיה
לבוא,להגיעלבוא,שבלוללבוא,להגיע,שבלול
לבחון,לנסותלבחון,שיחלבחון,לנסות,שיח
לבטא,לתארלבטא,חף מפשעלבטא,לתאר,חף מפשע
לבנות,בניהלבנות,מצלמהלבנות,בניה,מצלמה
