target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
إضافي,إضافةإضافي,وهمإضافي,إضافة,وهم
إعدام,شنقإعدام,مولد كهرباءإعدام,شنق,مولد كهرباء
إغلاق,افتتاحإغلاق,كلبإغلاق,افتتاح,كلب
إقالة,استقالةإقالة,فمإقالة,استقالة,فم
إقلاع,هبوطإقلاع,مكسبإقلاع,هبوط,مكسب
إلهي,اللهإلهي,صيفإلهي,الله,صيف
إمبراطورية,سلالة حاكمةإمبراطورية,هيئةإمبراطورية,سلالة حاكمة,هيئة
إمكانية,فرصةإمكانية,دخانإمكانية,فرصة,دخان
إنتاج,مصنعإنتاج,باباإنتاج,مصنع,بابا
إنذار,حذِرإنذار,يمسكإنذار,حذِر,يمسك
إنسان,رجلإنسان,نعشإنسان,رجل,نعش
إيمان,أملإيمان,قتالإيمان,أمل,قتال
ابتزاز,رشوةابتزاز,مزارعابتزاز,رشوة,مزارع
ابن,ابنةابن,مماثلابن,ابنة,مماثل
ابن شقيق,حفيدابن شقيق,مدنيابن شقيق,حفيد,مدني
اتحاد,مستعمرةاتحاد,يحاولاتحاد,مستعمرة,يحاول
اتفاق,عقداتفاق,نبتةاتفاق,عقد,نبتة
اتهام,شكوىاتهام,آمناتهام,شكوى,آمن
اختبار,تجربة - قام بتجارباختبار,شجيرةاختبار,تجربة - قام بتجارب,شجيرة
اختفاء,موتاختفاء,نهايةاختفاء,موت,نهاية
اذهب,أدخلاذهب,كميةاذهب,أدخل,كمية
ارتباك,فوضىارتباك,كابلارتباك,فوضى,كابل
ارتفاع,وزنارتفاع,بينجارتفاع,وزن,بينج
استدارة,منعطف _ دوراستدارة,الفيلقاستدارة,منعطف _ دور,الفيلق
استعمال,تطبيقاستعمال,ساندويتشاستعمال,تطبيق,ساندويتش
استمر,تقدماستمر,تدركاستمر,تقدم,تدرك
اشخاص,عدد السكاناشخاص,فخاشخاص,عدد السكان,فخ
اطرش,أعمىاطرش,قذيفةاطرش,أعمى,قذيفة
اعمال,صناعةاعمال,اللهاعمال,صناعة,الله
اعمال صيانة,الخدماتاعمال صيانة,ركناعمال صيانة,الخدمات,ركن
افتراض,خاتمةافتراض,أصابافتراض,خاتمة,أصاب
اكتب,اقرأاكتب,كافيةاكتب,اقرأ,كافية
اكتوبر,سبتمبراكتوبر,مضاد سمياكتوبر,سبتمبر,مضاد سمي
الأحد,يوم السبتالأحد,علاوةالأحد,يوم السبت,علاوة
الأخير,أولالأخير,عنيدالأخير,أول,عنيد
الأدب,فنالأدب,بقرةالأدب,فن,بقرة
الأدرينالين,هرمونالأدرينالين,يطليالأدرينالين,هرمون,يطلي
الأسرة,قبيلةالأسرة,هواءالأسرة,قبيلة,هواء
الأسلاك,كابلالأسلاك,المحللالأسلاك,كابل,المحلل
الأصغر,الأكبرالأصغر,عاملالأصغر,الأكبر,عامل
الأصفر,أحمرالأصفر,يطعمالأصفر,أحمر,يطعم
الأكسجين,هواءالأكسجين,أفريقياالأكسجين,هواء,أفريقيا
الأمة,بلدالأمة,خاصالأمة,بلد,خاص
الأمس,اليومالأمس,يبتلعالأمس,اليوم,يبتلع
الإتصال,تواصلالإتصال,حمامالإتصال,تواصل,حمام
الإشارة,تكررالإشارة,الانتحارالإشارة,تكرر,الانتحار
الانسجة,جلدالانسجة,نوبلالانسجة,جلد,نوبل
البديهة,غريزهالبديهة,شرابالبديهة,غريزه,شراب
البضائع,حِملالبضائع,لعنةالبضائع,حِمل,لعنة
البطني,العمود الفقريالبطني,مصنعالبطني,العمود الفقري,مصنع
البول,دمالبول,محفوف بالمخاطرالبول,دم,محفوف بالمخاطر
البيسبول,ملعبالبيسبول,ملاكالبيسبول,ملعب,ملاك
التجربة,سمعالتجربة,يضيعالتجربة,سمع,يضيع
التعليم,الصحةالتعليم,قوةالتعليم,الصحة,قوة
التلفاز,مذياعالتلفاز,ملجاالتلفاز,مذياع,ملجا
التواصل,التنقلالتواصل,متواضعالتواصل,التنقل,متواضع
التوقيع,ختمالتوقيع,عاديالتوقيع,ختم,عادي
الثقة,احترامالثقة,كبسولةالثقة,احترام,كبسولة
الجحيم,جنةالجحيم,سماحالجحيم,جنة,سماح
الجراحة,العملالجراحة,بيتالجراحة,العمل,بيت
الحاسوب,البرمجياتالحاسوب,دائماالحاسوب,البرمجيات,دائما
الحضارة,ثقافةالحضارة,أسقفالحضارة,ثقافة,أسقف
الخريف,الربيعالخريف,اهتمامالخريف,الربيع,اهتمام
الخصم,العدوالخصم,بريدالخصم,العدو,بريد
الدخل,الربحالدخل,حلوالدخل,الربح,حلو
الذي - التي,ماذا او ماالذي - التي,دي في ديالذي - التي,ماذا او ما,دي في دي
الرأسمالية,فوضى سياسيةالرأسمالية,طريقالرأسمالية,فوضى سياسية,طريق
الراكون,سنجابالراكون,صخرالراكون,سنجاب,صخر
الرجل الوطواط,سوبرمانالرجل الوطواط,راحةالرجل الوطواط,سوبرمان,راحة
الرد,إجابهالرد,عينالرد,إجابه,عين
الرسمية,بشكل رسميالرسمية,عظمالرسمية,بشكل رسمي,عظم
الرياضيات,الفيزياءالرياضيات,محل تجاريالرياضيات,الفيزياء,محل تجاري
الساموراي,النينجاالساموراي,حلوىالساموراي,النينجا,حلوى
السترة,قميصالسترة,حاكمالسترة,قميص,حاكم
السجن,خلية - زنزانةالسجن,تجهيزالسجن,خلية - زنزانة,تجهيز
السعر,القيمةالسعر,ألبومالسعر,القيمة,ألبوم
السلطة,الاختصاص القضائيالسلطة,ورمالسلطة,الاختصاص القضائي,ورم
السمو,جلالةالسمو,فحمالسمو,جلالة,فحم
السياسة,الصحافةالسياسة,ظفرالسياسة,الصحافة,ظفر
الشريان,الوريدالشريان,شبابالشريان,الوريد,شباب
الشمس,القمرالشمس,سحرالشمس,القمر,سحر
الشيوعي,عنصريالشيوعي,استقبالالشيوعي,عنصري,استقبال
الصعب,قاسالصعب,قذرالصعب,قاس,قذر
الصمت,صامتةالصمت,يجمعالصمت,صامتة,يجمع
الضغط,نبضالضغط,مقززالضغط,نبض,مقزز
الطريق السريع,طريقالطريق السريع,مجموعالطريق السريع,طريق,مجموع
الطول,بحجمالطول,يحضرالطول,بحجم,يحضر
العالم,دوليالعالم,إسمنتالعالم,دولي,إسمنت
العبارة,قاموسالعبارة,ميزانيةالعبارة,قاموس,ميزانية
الغربي,الجنوبيالغربي,وكيلالغربي,الجنوبي,وكيل
الغلاف الجوي,بيئةالغلاف الجوي,ذو قيمةالغلاف الجوي,بيئة,ذو قيمة
الفائز,الخاسرالفائز,شيءالفائز,الخاسر,شيء
الفراولة,موزالفراولة,سياره اسعافالفراولة,موز,سياره اسعاف
القسوة,شريرالقسوة,يونيهالقسوة,شرير,يونيه
القطن,الحريرالقطن,انتقامالقطن,الحرير,انتقام
القوات البحرية,البحريةالقوات البحرية,كنزالقوات البحرية,البحرية,كنز
الكبد,الكلىالكبد,العدوالكبد,الكلى,العدو
الم,معاناةالم,نسبياالم,معاناة,نسبيا
المحترفين,الهواةالمحترفين,التأكيدالمحترفين,الهواة,التأكيد
المحتوى,يحتويالمحتوى,روميوالمحتوى,يحتوي,روميو
المحقق,وكيلالمحقق,حرفياالمحقق,وكيل,حرفيا
المحيط الأطلسي,المحيط الهادئالمحيط الأطلسي,مشهورالمحيط الأطلسي,المحيط الهادئ,مشهور
المخدرات,الكحولالمخدرات,صالة عرضالمخدرات,الكحول,صالة عرض
المدعي العام,محاميالمدعي العام,تحكمالمدعي العام,محامي,تحكم
المساء,ليلالمساء,كريمةالمساء,ليل,كريمة
المستثمر,مصرفيالمستثمر,تلوثالمستثمر,مصرفي,تلوث
المعرفه,خبرةالمعرفه,جيبالمعرفه,خبرة,جيب
المفترس,ضحيةالمفترس,منوالالمفترس,ضحية,منوال
الملازم,شاويشالملازم,مغنيالملازم,شاويش,مغني
الممثل,مؤلفالممثل,وضحالممثل,مؤلف,وضح
المنقذ,بطلالمنقذ,كبيرالمنقذ,بطل,كبير
الناخب,مرشحالناخب,مهندسالناخب,مرشح,مهندس
النصب والاحتيال,مؤامرةالنصب والاحتيال,قبلةالنصب والاحتيال,مؤامرة,قبلة
النظام,شبكةالنظام,ملعقةالنظام,شبكة,ملعقة
النموذج المبدئي,نموذجالنموذج المبدئي,وجبة خفيفةالنموذج المبدئي,نموذج,وجبة خفيفة
الوادي,صحراءالوادي,,صحراء,
الوزارة,السفارةالوزارة,صندوقالوزارة,السفارة,صندوق
الوقود,غازالوقود,فوزالوقود,غاز,فوز
اليونانية,روماناليونانية,أرضيةاليونانية,رومان,أرضية
امرأة,أرملةامرأة,أعلىامرأة,أرملة,أعلى
انتخابات,الحملة الانتخابيةانتخابات,أنفلونزاانتخابات,الحملة الانتخابية,أنفلونزا
انسجام,التوازنانسجام,السفارةانسجام,التوازن,السفارة
انفجار,هزة أرضيةانفجار,مزورةانفجار,هزة أرضية,مزورة
بؤس,فقربؤس,وجبة عشاءبؤس,فقر,وجبة عشاء
باب,نافذةباب,خاطئباب,نافذة,خاطئ
بابا,عمبابا,يقعبابا,عم,يقع
بارد,حاربارد,الأداةبارد,حار,الأداة
بارد.1,دافئبارد,الأداةبارد,دافئ,الأداة
باستمرار,دائماباستمرار,مركبةباستمرار,دائما,مركبة
بالكامل,إطلاقابالكامل,جيدبالكامل,إطلاقا,جيد
بحار,القرصانبحار,تقدمبحار,القرصان,تقدم
بحيرة,نهربحيرة,حماسبحيرة,نهر,حماس
برتقالي,أخضربرتقالي,يحول دونبرتقالي,أخضر,يحول دون
برنامج,مشروعبرنامج,يرتببرنامج,مشروع,يرتب
بروتوكول,القاعدةبروتوكول,القرصانبروتوكول,القاعدة,القرصان
بسرعة,ببطءبسرعة,اطلاق الناربسرعة,ببطء,اطلاق النار
بشع,مقززبشع,صفةبشع,مقزز,صفة
بشكل غير متوقع,فجأةبشكل غير متوقع,ملفبشكل غير متوقع,فجأة,ملف
بصلة,ثومبصلة,الاختصاص القضائيبصلة,ثوم,الاختصاص القضائي
بصمة,الحمض النوويبصمة,طيب المذاقبصمة,الحمض النووي,طيب المذاق
بطة,وزةبطة,شائعبطة,وزة,شائع
بطولة,منافسةبطولة,استمعبطولة,منافسة,استمع
بعيد,قرببعيد,,قرب,
بقوة,ثقيلبقوة,تشريح الجثةبقوة,ثقيل,تشريح الجثة
بقوة.1,قطعابقوة,وزةبقوة,قطعا,وزة
بلاستيك,إسمنتبلاستيك,هادئبلاستيك,إسمنت,هادئ
بناء,برجبناء,دافئبناء,برج,دافئ
بنات,أولادبنات,رشوةبنات,أولاد,رشوة
بوابة,منفذبوابة,إطراءبوابة,منفذ,إطراء
بوسطن,واشنطنبوسطن,فجأةبوسطن,واشنطن,فجأة
بوضوح,وضحبوضوح,شاويشبوضوح,وضح,شاويش
بيان,تعليقبيان,سمبيان,تعليق,سم
بيرة,شراببيرة,معسكربيرة,شراب,معسكر
بيضة,عشبيضة,المافيابيضة,عش,المافيا
بيولوجي,كيميائيبيولوجي,واشنطنبيولوجي,كيميائي,واشنطن
تأثير,نفوذتأثير,صحنتأثير,نفوذ,صحن
تأجير,يستقطبتأجير,حنقتأجير,يستقطب,حنق
تأكل,يطعمتأكل,ظلامتأكل,يطعم,ظلام
تاجر,تجاريتاجر,التوازنتاجر,تجاري,التوازن
تحد,عقبةتحد,إنترنتتحد,عقبة,إنترنت
تحدث,كلامتحدث,كوكبتحدث,كلام,كوكب
تحديث,طازجتحديث,عسلتحديث,طازج,عسل
تحديد,يختارتحديد,برقيةتحديد,يختار,برقية
تحسين,تغييرتحسين,مسابقة رعاة البقرتحسين,تغيير,مسابقة رعاة البقر
تحليل,تشريح الجثةتحليل,فتاةتحليل,تشريح الجثة,فتاة
تحويل,نقلتحويل,كاثوليكيتحويل,نقل,كاثوليكي
تخريب,تجسستخريب,قيلولةتخريب,تجسس,قيلولة
تخطيط,تجهيزتخطيط,نقيب الشرطةتخطيط,تجهيز,نقيب الشرطة
تخفيض السعر,مزاد علنيتخفيض السعر,حالةتخفيض السعر,مزاد علني,حالة
تخييم,النزهةتخييم,يقيدتخييم,النزهة,يقيد
تدليك,اليوغاتدليك,قصيرةتدليك,اليوغا,قصيرة
تدمير,خلقتدمير,صحيتدمير,خلق,صحي
ترتيب,أمرترتيب,مغناطيسيترتيب,أمر,مغناطيسي
تركيز,التركيزتركيز,أحمر الشفاهتركيز,التركيز,أحمر الشفاه
تسجيل,سجلتسجيل,أنيقتسجيل,سجل,أنيق
تسويق,إعلانتسويق,يهبطتسويق,إعلان,يهبط
تصويت,غالبيةتصويت,مصباحتصويت,غالبية,مصباح
تطوير,تقدمتطوير,حسناتطوير,تقدم,حسنا
تظل,يبقىتظل,ذهبيتظل,يبقى,ذهبي
تعاطف,الصبرتعاطف,هرمتعاطف,الصبر,هرم
تعذيب,عذابتعذيب,واحدتعذيب,عذاب,واحد
تعريف,مفهومتعريف,طالب علمتعريف,مفهوم,طالب علم
تفهم,تدركتفهم,إطلاق النارتفهم,تدرك,إطلاق النار
تقتيش,فحصتقتيش,إعصارتقتيش,فحص,إعصار
تقرير,شجاعةتقرير,سلسلةتقرير,شجاعة,سلسلة
تقليدي,عصريتقليدي,ثانيةتقليدي,عصري,ثانية
تقييم,الملاحظةتقييم,مقاومةتقييم,الملاحظة,مقاومة
تكسير,تحطيمتكسير,ملعبتكسير,تحطيم,ملعب
تلاعب,تحكمتلاعب,حائطتلاعب,تحكم,حائط
تمثال,نصبتمثال,كيميائيتمثال,نصب,كيميائي
تمرين,ممارسةتمرين,سجلتمرين,ممارسة,سجل
تمويل,مالياتمويل,تسلقتمويل,ماليا,تسلق
تمويل.1,ميزانيةتمويل,صحراءتمويل,ميزانية,صحراء
تنس,جولفتنس,فارغةتنس,جولف,فارغة
تنظم,يرتبتنظم,صمامتنظم,يرتب,صمام
تهوية,صمامتهوية,بشكل رسميتهوية,صمام,بشكل رسمي
ثري,فقيرثري,دكتور جراحثري,فقير,دكتور جراح
ثعبان,دودةثعبان,الماراثونثعبان,دودة,الماراثون
ثلاثة,واحدثلاثة,عاديثلاثة,واحد,عادي
ثلاثي,مزدوجثلاثي,ضلالثلاثي,مزدوج,ضلال
ثلج,مطرثلج,خطفثلج,مطر,خطف
جائزة,علاوةجائزة,كنيسةجائزة,علاوة,كنيسة
جائزة.1,نوبلجائزة,ثانويجائزة,نوبل,ن
جائع,متعَبجائع,البرمجياتجائع,متعَب,البرمجيات
جامعة,كليةجامعة,غير ممكنجامعة,كلية,غير ممكن
جبر,قوةجبر,الصحةجبر,قوة,الصحة
جبل,تلجبل,موزجبل,تل,موز
جبنه,خبزجبنه,بندقيةجبنه,خبز,بندقية
جثة,جسمجثة,رأيجثة,جسم,رأي
جدا,الى ابعد حدجدا,يدفعجدا,الى ابعد حد,يدفع
جدة,جدجدة,جذابجدة,جد,جذاب
جدول,تقويمجدول,جنوبجدول,تقويم,جنوب
جذب,اهتمامجذب,القدرهجذب,اهتمام,القدره
جرام,كيلوجرام,اقترحجرام,كيلو,اقترح
جرذ,فأرجرذ,خاصجرذ,فأر,خاص
جريدة,مقالجريدة,وفاءجريدة,مقال,وفاء
جريمة,خطيئةجريمة,وحيجريمة,خطيئة,وحي
جماعة,مجتمعجماعة,عديم الفائدةجماعة,مجتمع,عديم الفائدة
جمال,سحرجمال,كتفجمال,سحر,كتف
جمجمة,عظمجمجمة,تحذيرجمجمة,عظم,تحذير
جملة,كلمةجملة,زوججملة,كلمة,زوج
جمهور,حشدجمهور,معبدجمهور,حشد,معبد
جميل,جميلةجميل,التشغيلجميل,جميلة,التشغيل
جهاز,رقاقةجهاز,خلوقجهاز,رقاقة,خلوق
جهاز إرسال,المستشعرجهاز إرسال,حزينجهاز إرسال,المستشعر,حزين
جهاز ضبط الوقت,مفجرجهاز ضبط الوقت,راضيجهاز ضبط الوقت,مفجر,راضي
جواز سفر,تذكرةجواز سفر,مفهومجواز سفر,تذكرة,مفهوم
جودة,كميةجودة,يقودجودة,كمية,يقود
جوليت,روميوجوليت,الفندقجوليت,روميو,الفندق
جوهرة,الماسجوهرة,مباشرجوهرة,الماس,مباشر
جيش,الفيلقجيش,خبز محمصجيش,الفيلق,خبز محمص
جُسيم,شيءجُسيم,,شيء,
حاجة,ضروريحاجة,حسن الضيافةحاجة,ضروري,حسن الضيافة
حافلة,قطارحافلة,حفيدحافلة,قطار,حفيد
حالة,الفيدراليةحالة,ببطءحالة,الفيدرالية,ببطء
حالة طوارئ,عاجلحالة طوارئ,نموذجحالة طوارئ,عاجل,نموذج
حانة,ناديحانة,عقليحانة,نادي,عقلي
حبل,سلسلةحبل,محادثةحبل,سلسلة,محادثة
حدث,حادثةحدث,يعرضحدث,حادثة,يعرض
حدث.1,ظاهرةحدث,نفوذحدث,ظاهرة,نفوذ
حذاء,حذاء طويلحذاء,لاجئحذاء,حذاء طويل,لاجئ
حربي,مدنيحربي,مكانحربي,مدني,مكان
حساس,دقيقحساس,عبادةحساس,دقيق,عبادة
حشرة,عنكبوتحشرة,سفيرحشرة,عنكبوت,سفير
حصاة,صخرحصاة,غرفة المركبحصاة,صخر,غرفة المركب
حصان,حمارحصان,مريححصان,حمار,مريح
حصيلة,نتيجةحصيلة,محرمحصيلة,نتيجة,محرم
حفرة,شقّحفرة,شاعرحفرة,شقّ,شاعر
حفظ,إنقاذحفظ,طازجحفظ,إنقاذ,طازج
حفل,استقبالحفل,بروتينحفل,استقبال,بروتين
حفلة موسيقية,جولةحفلة موسيقية,طاولةحفلة موسيقية,جولة,طاولة
حقا,فعلاحقا,أماميحقا,فعلا,أمامي
حقنة,إبرةحقنة,بعض الأحيانحقنة,إبرة,بعض الأحيان
حقنة.1,جرعةحقنة,ننسىحقنة,جرعة,ننسى
حقيبة سفر,حقيبةحقيبة سفر,كليةحقيبة سفر,حقيبة,كلية
حقيقي,صحيححقيقي,الأكبرحقيقي,صحيح,الأكبر
حكومة,الادارةحكومة,بطيءحكومة,الادارة,بطيء
حلف,قَسَمحلف,منافسةحلف,قَسَم,منافسة
حلقة,مسلسلحلقة,بحرحلقة,مسلسل,بحر
حلم,كابوسحلم,بشكل طبيعيحلم,كابوس,بشكل طبيعي
حمة,سعالحمة,قميصحمة,سعال,قميص
حمل,ولادةحمل,الدعمحمل,ولادة,الدعم
حميم,شخصيحميم,كيلوحميم,شخصي,كيلو
حول,خارجحول,إيماءةحول,خارج,إيماءة
حول.1,مستديرحول,مفاجئةحول,مستدير,مفاجئة
حيوان,وحشحيوان,يهنىءحيوان,وحش,يهنىء
خائن,الجاسوسخائن,إعلانخائن,الجاسوس,إعلان
خادم,عبدخادم,المثاليخادم,عبد,المثالي
خادمة,مربيةخادمة,المذعورخادمة,مربية,المذعور
خارجي,داخليخارجي,حمارخارجي,داخلي,حمار
خاطئة,مزورةخاطئة,الاثنينخاطئة,مزورة,الاثنين
خدّ,شفةخدّ,ورشة عملخدّ,شفة,ورشة عمل
خرطوم,مضخةخرطوم,مؤسسةخرطوم,مضخة,مؤسسة
خريطة,بوصلةخريطة,عادلخريطة,بوصلة,عادل
خصوصية,خاصخصوصية,مالكخصوصية,خاص,مالك
خطأ,ضلالخطأ,أخذخطأ,ضلال,أخذ
خطبة,خطابخطبة,غيورخطبة,خطاب,غيور
خطر,مخاطرةخطر,ورقخطر,مخاطرة,ورق
خطير,محفوف بالمخاطرخطير,طلاقخطير,محفوف بالمخاطر,طلاق
خلاف,نزاعخلاف,عنكبوتخلاف,نزاع,عنكبوت
خليط,مزيجخليط,يمكنخليط,مزيج,يمكن
خنزير,بقرةخنزير,بوصلةخنزير,بقرة,بوصلة
خوارق,خارق للعادةخوارق,رقمخوارق,خارق للعادة,رقم
خوف,رعبخوف,مشروعخوف,رعب,مشروع
خيار,اختيارخيار,يحفزخيار,اختيار,يحفز
خيال,واقعخيال,عصابةخيال,واقع,عصابة
خيالي,رائعخيالي,خطوبةخيالي,رائع,خطوبة
خيبة الامل,مفاجئةخيبة الامل,الشاهدخيبة الامل,مفاجئة,الشاهد
داكن,ظلداكن,النصيحةداكن,ظل,النصيحة
دراسة,ابحاثدراسة,ظلدراسة,ابحاث,ظل
درجة الحرارة,حرارةدرجة الحرارة,تونةدرجة الحرارة,حرارة,تونة
درع,درقةدرع,وحشيدرع,درقة,وحشي
دستور,قانوندستور,المحيط الهادئدستور,قانون,المحيط الهادئ
دقيقة,ثانيةدقيقة,صدقةدقيقة,ثانية,صدقة
دكتور جامعى,عميددكتور جامعى,احترامدكتور جامعى,عميد,احترام
دماغي,مخدماغي,هوايةدماغي,مخ,هواية
دوره المياه,دشدوره المياه,نصبدوره المياه,دش,نصب
دورية,حارسدورية,منعطف _ دوردورية,حارس,منعطف _ دور
دولاب,خزانةدولاب,فوضى سياسيةدولاب,خزانة,فوضى سياسية
دولار,جنيهدولار,مؤلفدولار,جنيه,مؤلف
دير,دار الأيتامدير,كذبدير,دار الأيتام,كذب
ديسمبر,نوفمبرديسمبر,,نوفمبر,
ديك رومى,دجاجديك رومى,فخرديك رومى,دجاج,فخر
ديمقراطية,الحريهديمقراطية,صديقديمقراطية,الحريه,صديق
ديناميت,البارودديناميت,فرصةديناميت,البارود,فرصة
ذئب,دبذئب,متأخرذئب,دب,متأخر
ذراع,يدذراع,أبديذراع,يد,أبدي
ذريعة,الدافعذريعة,غير منطقىذريعة,الدافع,غير منطقى
ذكي,فطنذكي,عروسةذكي,فطن,عروسة
ذو قيمة,استحقذو قيمة,الكرنفالذو قيمة,استحق,الكرنفال
رؤية,وحيرؤية,كلمةرؤية,وحي,كلمة
رئيس,مديررئيس,عرضرئيس,مدير,عرض
رئيس.1,مستشاررئيس,يحتويرئيس,مستشار,يحتوي
رائحة,المذاقرائحة,ظلمرائحة,المذاق,ظلم
رائع,ممتازرائع,طريقرائع,ممتاز,طريق
رائع.1,مبهررائع,كوكب المريخرائع,مبهر,كوكب المريخ
رابعا,الثالثرابعا,تغييررابعا,الثالث,تغيير
راتب,راتب تقاعدراتب,علاج نفسيراتب,راتب تقاعد,علاج نفسي
راقي,أنيقراقي,مينغراقي,أنيق,مينغ
ربع,نصفربع,شكربع,نصف,شك
رحمة,مغفرةرحمة,نقطةرحمة,مغفرة,نقطة
رخيص,غالي الثمنرخيص,مكتبةرخيص,غالي الثمن,مكتبة
رسالة,برقيةرسالة,فقررسالة,برقية,فقر
رسالة.1,تحذيررسالة,يمسكرسالة,تحذير,يمسك
رسام,فنانرسام,قاسرسام,فنان,قاس
رشفة,قطرةرشفة,ناقدرشفة,قطرة,ناقد
رصاصة,عياررصاصة,يعُدّرصاصة,عيار,يعُدّ
رعاة البقر,مسابقة رعاة البقررعاة البقر,الحريررعاة البقر,مسابقة رعاة البقر,الحرير
رعد,برقرعد,مقرفرعد,برق,مقرف
رقبة,حلقرقبة,أدخلرقبة,حلق,أدخل
رقص,راقصرقص,محاميرقص,راقص,محامي
ركبة,كتفركبة,ساذجركبة,كتف,ساذج
ركوب,يقودركوب,رقاقةركوب,يقود,رقاقة
رمز,عَلَمرمز,ليلرمز,عَلَم,ليل
رمل,طينرمل,ذريرمل,طين,ذري
روما,قيصرروما,مفجرروما,قيصر,مفجر
رومانسي,دراميرومانسي,صنعرومانسي,درامي,صنع
ريادي,مليونيرريادي,شنقريادي,مليونير,شنق
رياضة,هوايةرياضة,تطوعرياضة,هواية,تطوع
زبدة,عسلزبدة,بحثزبدة,عسل,بحث
زجاجة,كوبزجاجة,ماليازجاجة,كوب,ماليا
زعيم,عضوزعيم,سيءزعيم,عضو,سيء
زفاف,خطوبةزفاف,دودةزفاف,خطوبة,دودة
زقاق,ركنزقاق,يزيدزقاق,ركن,يزيد
زهرة,نبتةزهرة,الدافعزهرة,نبتة,الدافع
زواج,طلاقزواج,وحدةزواج,طلاق,وحدة
زوبعة,إعصارزوبعة,عبدزوبعة,إعصار,عبد
زوجة,زوجزوجة,دائرةزوجة,زوج,دائرة
زى موحد,شارةزى موحد,عقبةزى موحد,شارة,عقبة
سائق,راكبسائق,جوعسائق,راكب,جوع
ساحة المعركة,الساحةساحة المعركة,كبيرساحة المعركة,الساحة,كبير
ساحر,سحرساحر,يغرقساحر,سحر,يغرق
ساحرة,لعنةساحرة,الخرسانةساحرة,لعنة,الخرسانة
ساحل,شاطئ بحرساحل,موسيقى الجازساحل,شاطئ بحر,موسيقى الجاز
ساخر,مفارقةساخر,قمحساخر,مفارقة,قمح
ساخرة,ساذجساخرة,الإذنساخرة,ساذج,الإذن
ساكن,هادئساكن,وظيفةساكن,هادئ,وظيفة
سباق,الماراثونسباق,يعاقبسباق,الماراثون,يعاقب
سجادة,أرضيةسجادة,سمعسجادة,أرضية,سمع
