target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
بدصورت,ناگواربدصورت,انتخاببدصورت,ناگوار,انتخاب
بدقسمتی,بد نصیبیبدقسمتی,ماؤسبدقسمتی,بد نصیبی,ماؤس
برا,اچھابرا,بینکربرا,اچھا,بینکر
برادر,دوستبرادر,جنتبرادر,دوست,جنت
براہ راست,سیدھابراہ راست,سنسنی خیزبراہ راست,سیدھا,سنسنی خیز
برطرفی,استعفیبرطرفی,منہبرطرفی,استعفی,منہ
برعکس,الٹبرعکس,صدیبرعکس,الٹ,صدی
برف,بارشبرف,اغوابرف,بارش,اغوا
برقرار رکھنا,حفاظتبرقرار رکھنا,ہیجان خیزبرقرار رکھنا,حفاظت,ہیجان خیز
برقی,مقناطیسیبرقی,مرکزی اڈہبرقی,مقناطیسی,مرکزی اڈہ
بزنس,صنعتبزنس,دیوتابزنس,صنعت,دیوتا
بس,ٹرینبس,پوتابس,ٹرین,پوتا
بستر,صوفہبستر,صحافتبستر,صوفہ,صحافت
بطخ,ہنسبطخ,دس لاکھبطخ,ہنس,دس لاکھ
بظاہرمعقول,وضاحتبظاہرمعقول,ساتھیبظاہرمعقول,وضاحت,ساتھی
بلی,کتابلی,سڑیسبلی,کتا,سڑیس
بلیو,براؤنبلیو,لانابلیو,براؤن,لانا
بلیک,سفیدبلیک,زنجیربلیک,سفید,زنجیر
بلیک میل,رشوتبلیک میل,کسانبلیک میل,رشوت,کسان
بنانا,تعمیر کرنابنانا,ڈرامائیبنانا,تعمیر کرنا,ڈرامائی
بند,کھلابند,آگبند,کھلا,آگ
بند.1,مقفلبند,ہیروبند,مقفل,ہیرو
بند وق,رائفلبند وق,انسپکٹربند وق,رائفل,انسپکٹر
بندرگاہ,خلیجبندرگاہ,پاگل پنبندرگاہ,خلیج,پاگل پن
بندش,کھولنابندش,کتابندش,کھولنا,کتا
بو,ذائقہبو,نا انصافیبو,ذائقہ,نا انصافی
بوتل,گلاسبوتل,سیٹی کی آواز نکالنابوتل,گلاس,سیٹی کی آواز نکالنا
بوسٹن,واشنگٹنبوسٹن,اچانکبوسٹن,واشنگٹن,اچانک
بولنا,بات کرنابولنا,سیارابولنا,بات کرنا,سیارا
بوکھلاہٹ,افراتفریبوکھلاہٹ,کیبلبوکھلاہٹ,افراتفری,کیبل
بٹالین,ریجیمیںٹبٹالین,دار چینیبٹالین,ریجیمیںٹ,دار چینی
بٹوہ,جیببٹوہ,جادوبٹوہ,جیب,جادو
بچ جانا,زندہ رہنابچ جانا,احتجاجبچ جانا,زندہ رہنا,احتجاج
بچانا,چھڑانابچانا,تازهبچانا,چھڑانا,تازه
بچپن,جوانیبچپن,قانونبچپن,جوانی,قانون
بچہ,شیرخواربچہ,رقبہبچہ,شیرخوار,رقبہ
بڑا تمغہ,انسانی ہنرکا نمونہبڑا تمغہ,بینکاریبڑا تمغہ,انسانی ہنرکا نمونہ,بینکاری
بڑھاچڑھا کے بتانا,کم اندازہ لگانابڑھاچڑھا کے بتانا,قابل بنانابڑھاچڑھا کے بتانا,کم اندازہ لگانا,قابل بنانا
بگولہ,طوفانی آندھیبگولہ,کھلانابگولہ,طوفانی آندھی,کھلانا
بگھوڑا,پناہ گزینبگھوڑا,گن پا ؤڈ ربگھوڑا,پناہ گزین,گن پا ؤڈ ر
بھائی,بہنبھائی,تبصرہبھائی,بہن,تبصرہ
بھاری,وزنیبھاری,تتلیبھاری,وزنی,تتلی
بھتیجا,پوتابھتیجا,شہریبھتیجا,پوتا,شہری
بھرا ہوا,خالیبھرا ہوا,تقریربھرا ہوا,خالی,تقریر
بھوکا,تھکا ہوابھوکا,سافٹ ویئربھوکا,تھکا ہوا,سافٹ ویئر
بھگا کرلے جانا,اغوا کرنابھگا کرلے جانا,ٹرافیبھگا کرلے جانا,اغوا کرنا,ٹرافی
بھیجنا,لانابھیجنا,آدھی راتبھیجنا,لانا,آدھی رات
بھیڑیا,ریچھبھیڑیا,دیربھیڑیا,ریچھ,دیر
بہادر,شریفبہادر,اطلاع دینابہادر,شریف,اطلاع دینا
بہت,انتہائیبہت,سینڈوچبہت,انتہائی,سینڈوچ
بہت بڑا,بڑابہت بڑا,بیٹیبہت بڑا,بڑا,بیٹی
بہت پرجوش,فخربہت پرجوش,ٹین ایجربہت پرجوش,فخر,ٹین ایجر
بہتری,تبدیلیبہتری,میلہ مویشیاںبہتری,تبدیلی,میلہ مویشیاں
بہترین,حیرت انگیزبہترین,ایڈزبہترین,حیرت انگیز,ایڈز
بہرا,اندھابہرا,آزادیبہرا,اندھا,آزادی
بیئر,شراب نوشیبیئر,عرفیتبیئر,شراب نوشی,عرفیت
بیان,تبصرہبیان,زہردینابیان,تبصرہ,زہردینا
بیرونی,اندرونیبیرونی,کالبیرونی,اندرونی,کال
بیس بال,اسٹیڈیمبیس بال,فرشتہبیس بال,اسٹیڈیم,فرشتہ
بیمار,علیلبیمار,ڈکشنریبیمار,علیل,ڈکشنری
بیماری,فلوبیماری,بٹنبیماری,فلو,بٹن
بین الاقوامی,قومیبین الاقوامی,پستولبین الاقوامی,قومی,پستول
بینڈ,آرکسٹرابینڈ,اوپربینڈ,آرکسٹرا,اوپر
بیوقوف,سادہ لوحبیوقوف,گلاسبیوقوف,سادہ لوح,گلاس
بیوقوفی,پاگل پنبیوقوفی,جونبیوقوفی,پاگل پن,جون
بیوی,شوہربیوی,راکٹبیوی,شوہر,راکٹ
بیٹ مین,سپرمینبیٹ مین,آرامبیٹ مین,سپرمین,آرام
بیٹا,بیٹیبیٹا,ایک جیسابیٹا,بیٹی,ایک جیسا
بیٹھنا,کھڑا ھونابیٹھنا,ریجیمیںٹبیٹھنا,کھڑا ھونا,ریجیمیںٹ
بیچنا,خریدنابیچنا,معالجہبیچنا,خریدنا,معالجہ
بیڈروم,کمرہبیڈروم,مینڈکبیڈروم,کمرہ,مینڈک
بیڑے,بحریہبیڑے,تخیلبیڑے,بحریہ,تخیل
بے بس,مایوسبے بس,شایدبے بس,مایوس,شاید
تائید کرنا,اطلاع دیناتائید کرنا,دماغتائید کرنا,اطلاع دینا,دماغ
تابکاری,آلودگیتابکاری,کلاستابکاری,آلودگی,کلاس
تار,کیبلتار,بجٹتار,کیبل,بجٹ
تازگی بخشنا,تازهتازگی بخشنا,استعفیتازگی بخشنا,تازه,استعفی
تالہ,چابیتالہ,کیرئیرتالہ,چابی,کیرئیر
تاوان,اغواتاوان,میلتاوان,اغوا,میل
تباہی,تخلیقتباہی,چابیتباہی,تخلیق,چابی
تجزیہ,پوسٹ مارٹمتجزیہ,مقبولتجزیہ,پوسٹ مارٹم,مقبول
تحفہ,تعریفتحفہ,جاسوسیتحفہ,تعریف,جاسوسی
تخت,تاجتخت,مشاہدہتخت,تاج,مشاہدہ
تخریب کاری,جاسوسیتخریب کاری,قیلولہ کرناتخریب کاری,جاسوسی,قیلولہ کرنا
تخلیقی صلاحیت,تخیلتخلیقی صلاحیت,سوئیتخلیقی صلاحیت,تخیل,سوئی
تخیل,حقیقتتخیل,دوتخیل,حقیقت,دو
ترتیب دینا,انتظام کرناترتیب دینا,دریچہترتیب دینا,انتظام کرنا,دریچہ
ترقی,پیش قدمیترقی,خیالترقی,پیش قدمی,خیال
ترک کرنا,چھوڑ دیناترک کرنا,غلیظترک کرنا,چھوڑ دینا,غلیظ
تشخیص,مشاہدہتشخیص,وزنیتشخیص,مشاہدہ,وزنی
تشدد,عذابتشدد,ایکتشدد,عذاب,ایک
تشکر,تواضعتشکر,خزانہتشکر,تواضع,خزانہ
تصدیق,چیک کرناتصدیق,سپورٹتصدیق,چیک کرنا,سپورٹ
تعریف,تصورتعریف,طالب علمتعریف,تصور,طالب علم
تعلق,رابطہتعلق,ہوٹلتعلق,رابطہ,ہوٹل
تعلیم,صحتتعلیم,خاموشتعلیم,صحت,خاموش
تفتیش کرنے والا,تجزیہ کارتفتیش کرنے والا,لہنگاتفتیش کرنے والا,تجزیہ کار,لہنگا
تفریح,کھیلتفریح,نیچےتفریح,کھیل,نیچے
تفریق,جمعتفریق,گودنےکا نشانتفریق,جمع,گودنےکا نشان
تفشیش کرنا,جانچ پڑتالتفشیش کرنا,اناٹومیتفشیش کرنا,جانچ پڑتال,اناٹومی
تفصیل,پروفائلتفصیل,ملکتفصیل,پروفائل,ملک
تقریب,رسمتقریب,باسکٹ بالتقریب,رسم,باسکٹ بال
تقریب.1,مظہرقدرتتقریب,غلطتقریب,مظہرقدرت,غلط
تقسیم,اکائیتقسیم,اندام نہانیتقسیم,اکائی,اندام نہانی
تلفظ,آوازتلفظ,رسالہتلفظ,آواز,رسالہ
تمغہ,ٹرافیتمغہ,راستهتمغہ,ٹرافی,راسته
تنخواہ,پینشنتنخواہ,اصلتنخواہ,پینشن,اصل
تنگ گلی,کونہتنگ گلی,اضافہتنگ گلی,کونہ,اضافہ
تنہا,اکیلاتنہا,بین اقوامیتنہا,اکیلا,بین اقوامی
توانائی,طاقتتوانائی,اداستوانائی,طاقت,اداس
توجہ مرکوز کرنا,نقطہ ارتکازتوجہ مرکوز کرنا,سرخیتوجہ مرکوز کرنا,نقطہ ارتکاز,سرخی
توقع,انتظارتوقع,نصف قطرتوقع,انتظار,نصف قطر
تولیہ,کمبلتولیہ,بحریہتولیہ,کمبل,بحریہ
توپ خانے,رسالہتوپ خانے,مقفلتوپ خانے,رسالہ,مقفل
توڑنا,پاش پاش کرناتوڑنا,اسٹیڈیمتوڑنا,پاش پاش کرنا,اسٹیڈیم
تکبر,جہالتتکبر,انگوٹھیتکبر,جہالت,انگوٹھی
تکنیک,طریقہتکنیک,وزیراعظمتکنیک,طریقہ,وزیراعظم
تھیلا,ڈبہتھیلا,ضروریتھیلا,ڈبہ,ضروری
تھیٹر,سنیماتھیٹر,جہالتتھیٹر,سنیما,جہالت
تہذیب,ثقافتتہذیب,امیدوارتہذیب,ثقافت,امیدوار
تہوار,جشنتہوار,دوڑناتہوار,جشن,دوڑنا
تیار,مستعدتیار,امکانتیار,مستعد,امکان
تیرنا,ڈوبناتیرنا,رپورٹرتیرنا,ڈوبنا,رپورٹر
تیز,سستتیز,انجنیئرتیز,سست,انجنیئر
تیل,کوئلہتیل,صوفہتیل,کوئلہ,صوفہ
تین,ایکتین,عمومی درجے کاتین,ایک,عمومی درجے کا
تین گنا,دگناتین گنا,اثر و رسوختین گنا,دگنا,اثر و رسوخ
ثبوت,شہادتثبوت,بہارثبوت,شہادت,بہار
جادوگر,جادوجادوگر,ڈوبناجادوگر,جادو,ڈوبنا
جاری رکھنا,آگے بڑھناجاری رکھنا,خانےدارالماریجاری رکھنا,آگے بڑھنا,خانےدارالماری
جاسوس,ایجنٹجاسوس,حقیقی معنی میںجاسوس,ایجنٹ,حقیقی معنی میں
جان بوجھ کر,حادثاتی طورپرجان بوجھ کر,پلجان بوجھ کر,حادثاتی طورپر,پل
جانا,داخل ہوناجانا,مقدارجانا,داخل ہونا,مقدار
جانتا تھا,تسلیم کرناجانتا تھا,بیججانتا تھا,تسلیم کرنا,بیج
جاننا,ابھیجاننا,مادہجاننا,ابھی,مادہ
جانور,درندہجانور,مبارک دیناجانور,درندہ,مبارک دینا
جج,عدالتجج,ابھیجج,عدالت,ابھی
جذباتی,دماغیجذباتی,ثابت قدمی سےجذباتی,دماغی,ثابت قدمی سے
جذبہ,ولولہجذبہ,ویٹرجذبہ,ولولہ,ویٹر
جراحی قینچی,کیپسولجراحی قینچی,جراتجراحی قینچی,کیپسول,جرات
جرم,گناہجرم,الہامجرم,گناہ,الہام
جسمانی,جنسیجسمانی,منصوبےجسمانی,جنسی,منصوبے
جلدی جلدی,آہستہ آہستہجلدی جلدی,نشانہ لگاناجلدی جلدی,آہستہ آہستہ,نشانہ لگانا
جما ہوا,پگھلا ہواجما ہوا,پارلیمانجما ہوا,پگھلا ہوا,پارلیمان
جملہ,ڈکشنریجملہ,فرشجملہ,ڈکشنری,فرش
جمہوریت,آزادیجمہوریت,دوستجمہوریت,آزادی,دوست
جنازہ,تابوتجنازہ,پروفائلجنازہ,تابوت,پروفائل
جنگ کا میدان,اکھاڑہجنگ کا میدان,بوڑھاجنگ کا میدان,اکھاڑہ,بوڑھا
جنگجو,بہادرجنگجو,سیکشنجنگجو,بہادر,سیکشن
جنگجو.1,فوجیجنگجو,غیر آرام دہجنگجو,فوجی,غیر آرام دہ
جنگل,فارسٹجنگل,شرابجنگل,فارسٹ,شراب
جواب,جواب دیناجواب,وفاداریجواب,جواب دینا,وفاداری
جوان,بوڑھاجوان,غیر قانونیجوان,بوڑھا,غیر قانونی
جوتا,بوٹجوتا,ناممکنجوتا,بوٹ,ناممکن
جولائی,جونجولائی,ورثہجولائی,جون,ورثہ
جولیٹ,رومیوجولیٹ,دشمنجولیٹ,رومیو,دشمن
جونیئر,سینئرجونیئر,سببجونیئر,سینئر,سبب
جگر,گردہجگر,بشپجگر,گردہ,بشپ
جھازراں,سمندری ڈاکوجھازراں,نمائشجھازراں,سمندری ڈاکو,نمائش
جھوٹا,جھوٹجھوٹا,خروججھوٹا,جھوٹ,خروج
جھڑپ,لڑائیجھڑپ,نیٹ ورکجھڑپ,لڑائی,نیٹ ورک
جھگڑا,تنازعہجھگڑا,الرٹجھگڑا,تنازعہ,الرٹ
جھیل,دریاجھیل,سروسجھیل,دریا,سروس
جھینگا مچھلی,بام مچھلیجھینگا مچھلی,بائبلجھینگا مچھلی,بام مچھلی,بائبل
جہاز,ملاحجہاز,زندہ رہناجہاز,ملاح,زندہ رہنا
جہازکا سامان,مال اسبابجہازکا سامان,لعنتجہازکا سامان,مال اسباب,لعنت
جہنم,جنتجہنم,اجازت دیناجہنم,جنت,اجازت دینا
جی ہاں,ٹھیک ہےجی ہاں,جانچ پڑتالجی ہاں,ٹھیک ہے,جانچ پڑتال
جیت,حاصل کرناجیت,روٹیجیت,حاصل کرنا,روٹی
جیل,کوٹھریجیل,تیاریجیل,کوٹھری,تیاری
جیکٹ,شرٹجیکٹ,تالجیکٹ,شرٹ,تال
حادثہ,واقعہحادثہ,پیش کرناحادثہ,واقعہ,پیش کرنا
حال ہی میں,ابھی ابھیحال ہی میں,زومبیحال ہی میں,ابھی ابھی,زومبی
حرکت میں لانا,محرک ہوناحرکت میں لانا,تجزیہ کارحرکت میں لانا,محرک ہونا,تجزیہ کار
حساب,شمارحساب,سماجحساب,شمار,سماج
حساس,نازکحساس,مردحساس,نازک,مرد
حسب ضرورت,کافی مقدارمیںحسب ضرورت,کوچحسب ضرورت,کافی مقدارمیں,کوچ
حسب معمول,معمولی،عامحسب معمول,باندھناحسب معمول,معمولی،عام,باندھنا
حفاظت,سیکورٹیحفاظت,براووحفاظت,سیکورٹی,براوو
حقیقت پسندانہ,رجائیت پسندحقیقت پسندانہ,کیپسولحقیقت پسندانہ,رجائیت پسند,کیپسول
حقیقی,سچحقیقی,سینئرحقیقی,سچ,سینئر
حلف,قسم کھاناحلف,مقابلہحلف,قسم کھانا,مقابلہ
حمل,پیدائشحمل,کمپاسحمل,پیدائش,کمپاس
حملہ,چڑھائیحملہ,گھونگاحملہ,چڑھائی,گھونگا
حملہ آور,مظلومحملہ آور,کانفرنسحملہ آور,مظلوم,کانفرنس
حکمت عملی,منصوبہحکمت عملی,پبحکمت عملی,منصوبہ,پب
حکومت,انتظامیہحکومت,سستحکومت,انتظامیہ,سست
حیاتیات,کیمسٹریحیاتیات,رقاصہحیاتیات,کیمسٹری,رقاصہ
حیاتیاتی,کیمیائیحیاتیاتی,واشنگٹنحیاتیاتی,کیمیائی,واشنگٹن
حیرت انگیز,متاثر کنحیرت انگیز,مزاحمت کرناحیرت انگیز,متاثر کن,مزاحمت کرنا
خادم,غلامخادم,بناناخادم,غلام,بنانا
خاموشی,خاموشخاموشی,جمع کرناخاموشی,خاموش,جمع کرنا
خاندان,قبیلہخاندان,بہترینخاندان,قبیلہ,بہترین
خانقاہ,مندرخانقاہ,جھوٹخانقاہ,مندر,جھوٹ
خانقاہ.1,یتیم خانہخانقاہ,جواب دیناخانقاہ,یتیم خانہ,جواب دینا
خبریں,چینلخبریں,ذائقہخبریں,چینل,ذائقہ
ختم,آخرختم,کرایہ پر لیناختم,آخر,کرایہ پر لینا
خراش,رگڑخراش,خلیجخراش,رگڑ,خلیج
خرچ,ضائعخرچ,سنوخرچ,ضائع,سنو
خرگوش,لومڑیخرگوش,نوابخرگوش,لومڑی,نواب
خریدار,بیچنے والےخریدار,جلدخریدار,بیچنے والے,جلد
خزاں,بہارخزاں,توجہخزاں,بہار,توجہ
خط,ٹیلیگرامخط,رائفلخط,ٹیلیگرام,رائفل
خطاء,غلطیخطاء,اغوا کرناخطاء,غلطی,اغوا کرنا
خطبہ,تقریرخطبہ,حسد کرناخطبہ,تقریر,حسد کرنا
خطرناک,پرخطرخطرناک,جنوبخطرناک,پرخطر,جنوب
خطرہ,خدشہخطرہ,کاغذخطرہ,خدشہ,کاغذ
خلائی مخلوق,اڑن طشتریخلائی مخلوق,جیبخلائی مخلوق,اڑن طشتری,جیب
خواب,ڈراؤنا خوابخواب,حسب معمولخواب,ڈراؤنا خواب,حسب معمول
خواہش,آرزوخواہش,گیسخواہش,آرزو,گیس
خوبصورت,پیاراخوبصورت,کام سے متعلقخوبصورت,پیارا,کام سے متعلق
خوبصورتی,دلکشیخوبصورتی,کندھےخوبصورتی,دلکشی,کندھے
خود غرض,ضدیخود غرض,لوہاخود غرض,ضدی,لوہا
خوردبین,دوربینخوردبین,پیاراخوردبین,دوربین,پیارا
خوش,مطمئنخوش,عینکخوش,مطمئن,عینک
خوش ذائقہ,مزیدارخوش ذائقہ,الٹخوش ذائقہ,مزیدار,الٹ
خوشبو,سرخیخوشبو,ڈراؤنا خوابخوشبو,سرخی,ڈراؤنا خواب
خوشگوار,آرام دہخوشگوار,ہاتھخوشگوار,آرام دہ,ہاتھ
خوشی,مسرتخوشی,بیچنے والےخوشی,مسرت,بیچنے والے
خوف,دہشتخوف,میراتھنخوف,دہشت,میراتھن
