target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
brat,sestrabrat,kľúčbrat,sestra,kľúč
bratranec,príbuznýbratranec,evolúciabratranec,príbuzný,evolúcia
brnenie,štítbrnenie,brutálnybrnenie,štít,brutálny
brušný,spinálnybrušný,navigáciabrušný,spinálny,navigácia
brána,portálbrána,komplimentbrána,portál,kompliment
budova,vežabudova,teplýbudova,veža,teplý
bunda,košeľabunda,guvernérbunda,košeľa,guvernér
byt,dombyt,kvapalinabyt,dom,kvapalina
báseň,textbáseň,posádkabáseň,text,posádka
búrka,vietorbúrka,privilégiumbúrka,vietor,privilégium
cena,hodnotacena,kostolcena,hodnota,kostol
cena.1,nobelcena,kráľovskýcena,nobel,kráľovský
centimeter,mílacentimeter,manželcentimeter,míla,manžel
cesta,trasacesta,lazanecesta,trasa,lazane
cestovný pas,lístokcestovný pas,koncepciacestovný pas,lístok,koncepcia
chirurgia,operovaťchirurgia,domchirurgia,operovať,dom
chladný,teplýchladný,artefaktchladný,teplý,artefakt
chlapec,dievčachlapec,obyčajnýchlapec,dievča,obyčajný
chytať,uchmatnúťchytať,jednoduchochytať,uchmatnúť,jednoducho
chyžná,opatrovateľkachyžná,paranoidnýchyžná,opatrovateľka,paranoidný
chôdza,behchôdza,námornýchôdza,beh,námorný
cibuľa,cesnakcibuľa,taxíkcibuľa,cesnak,taxík
cigara,dymcigara,pohybcigara,dym,pohyb
cigareta,tabakcigareta,kritickýcigareta,tabak,kritický
cintorín,hrobcintorín,uplatniťcintorín,hrob,uplatniť
cirkus,zoocirkus,sledovaťcirkus,zoo,sledovať
cisár,cisárskycisár,dospelýcisár,cisársky,dospelý
citlivý,delikátnycitlivý,dnescitlivý,delikátny,dnes
civilizácia,kultúracivilizácia,tajomstvocivilizácia,kultúra,tajomstvo
cvičenie,praxcvičenie,záznamcvičenie,prax,záznam
cynický,naivnýcynický,povoleniecynický,naivný,povolenie
darček,komplimentdarček,dielňadarček,kompliment,dielňa
dať,vložiťdať,umeniedať,vložiť,umenie
december,novemberdecember,gamblingdecember,november,gambling
dedina,tábordedina,sendvičdedina,tábor,sendvič
definícia,koncepciadefinícia,študentdefinícia,koncepcia,študent
delostrelectvo,kavalériadelostrelectvo,porazenýdelostrelectvo,kavaléria,porazený
demokracia,slobodademokracia,frajerdemokracia,sloboda,frajer
demonštrácia,protestdemonštrácia,odpustiťdemonštrácia,protest,odpustiť
depresia,stresdepresia,medveďdepresia,stres,medveď
desaťročie,storočiedesaťročie,chorýdesaťročie,storočie,chorý
detektív,agentdetektív,naživedetektív,agent,nažive
detstvo,mladosťdetstvo,právodetstvo,mladosť,právo
diabol,anjeldiabol,otázkadiabol,anjel,otázka
diaľnica,cestadiaľnica,súčetdiaľnica,cesta,súčet
diera,prasklinadiera,pacifickýdiera,prasklina,pacifický
dievčatá,chlapcidievčatá,úplatokdievčatá,chlapci,úplatok
dieťa,bábätkodieťa,oblasťdieťa,bábätko,oblasť
ding,pingding,kravading,ping,krava
diskusia,konverzáciadiskusia,úbohýdiskusia,konverzácia,úbohý
divadlo,kinodivadlo,dvddivadlo,kino,dvd
divízia,jednotkadivízia,vzdialenosťdivízia,jednotka,vzdialenosť
dlhý,krátkydlhý,utiecťdlhý,krátky,utiecť
dno,vrcholdno,pravdadno,vrchol,pravda
dobrovoľne,dobrovoľníkdobrovoľne,portáldobrovoľne,dobrovoľník,portál
dodatočný,naviacdodatočný,ilúziadodatočný,naviac,ilúzia
dodávka,prívesdodávka,stôldodávka,príves,stôl
dohoda,zmluvadohoda,závoddohoda,zmluva,závod
dokonalý,ideálnydokonalý,tisícdokonalý,ideálny,tisíc
dokument,súbordokument,dávkadokument,súbor,dávka
dolár,libradolár,autordolár,libra,autor
dostatočný,dosťdostatočný,trénerdostatočný,dosť,tréner
dotovanie,rozpočetdotovanie,liezťdotovanie,rozpočet,liezť
dovidenia,ahojdovidenia,špinavýdovidenia,ahoj,špinavý
dovolenka,vianocedovolenka,doraziťdovolenka,vianoce,doraziť
droga,alkoholdroga,galériadroga,alkohol,galéria
drôt,kábeldrôt,dramatickýdrôt,kábel,dramatický
duch,dušaduch,článokduch,duša,článok
dvere,oknodvere,stopadvere,okno,stopa
dynamit,strelný prachdynamit,šancadynamit,strelný prach,šanca
dáma,pándáma,užitočnýdáma,pán,užitočný
dôkaz,stopadôkaz,extrémnedôkaz,stopa,extrémne
dôležitosť,významdôležitosť,opatrovateľkadôležitosť,význam,opatrovateľka
dôležitý,cennýdôležitý,kilometerdôležitý,cenný,kilometer
dôsledok,výsledokdôsledok,pohodlnýdôsledok,výsledok,pohodlný
dôstojnosť,pýchadôstojnosť,zelenýdôstojnosť,pýcha,zelený
dôvera,úctadôvera,špeciálnydôvera,úcta,špeciálny
dúšok,kvapkadúšok,finálnydúšok,kvapka,finálny
dĺžka,veľkosťdĺžka,radadĺžka,veľkosť,rada
elegantný,módnyelegantný,súdelegantný,módny,súd
elektrický,magnetickýelektrický,základňaelektrický,magnetický,základňa
elektrina,prúdelektrina,dôvodelektrina,prúd,dôvod
emocionálny,duševnýemocionálny,pevneemocionálny,duševný,pevne
energia,výkonenergia,variťenergia,výkon,variť
epidémia,morepidémia,vidieťepidémia,mor,vidieť
epizóda,sériaepizóda,hodvábepizóda,séria,hodváb
erekcia,orgazmuserekcia,vyčistiťerekcia,orgazmus,vyčistiť
explodovať,detonáciaexplodovať,výnimočnýexplodovať,detonácia,výnimočný
explózia,zemetrasenieexplózia,uzamknutéexplózia,zemetrasenie,uzamknuté
externý,vnútornýexterný,hojnosťexterný,vnútorný,hojnosť
fantastický,nádhernýfantastický,ligafantastický,nádherný,liga
fantázia,realitafantázia,jazdiťfantázia,realita,jazdiť
fax,poštafax,hraťfax,pošta,hrať
federácia,kolóniafederácia,dážďfederácia,kolónia,dážď
festival,karnevalfestival,behfestival,karneval,beh
film,pornofilm,cestujúcifilm,porno,cestujúci
financovanie,finančnefinancovanie,púšťfinancovanie,finančne,púšť
finančný,bankovýfinančný,telofinančný,bankový,telo
flotila,námornýflotila,rohflotila,námorný,roh
fotograf,autogramfotograf,myšfotograf,autogram,myš
fotografia,obrazfotografia,pobytfotografia,obraz,pobyt
francúzsky,anglickýfrancúzsky,vpravofrancúzsky,anglický,vpravo
fráza,slovníkfráza,rozpočetfráza,slovník,rozpočet
funkčný,prevádzkovýfunkčný,menofunkčný,prevádzkový,meno
futbal,basketbalfutbal,kopaťfutbal,basketbal,kopať
fyzický,sexuálnyfyzický,prívesfyzický,sexuálny,príves
fľaša,pohárfľaša,kruhfľaša,pohár,kruh
galaxia,vesmírgalaxia,pozitívnygalaxia,vesmír,pozitívny
garáž,dielňagaráž,prstgaráž,dielňa,prst
gitara,klavírgitara,nájomníkgitara,klavír,nájomník
globálny,národnýglobálny,pištoľglobálny,národný,pištoľ
gorila,opicagorila,príchodgorila,opica,príchod
gram,kilogram,navrhnúťgram,kilo,navrhnúť
grécky,rímskygrécky,podlahagrécky,rímsky,podlaha
grófka,baróngrófka,pravidlogrófka,barón,pravidlo
guľka,kaliberguľka,počítaťguľka,kaliber,počítať
had,červhad,vonhad,červ,von
hadica,pumpahadica,vernosťhadica,pumpa,vernosť
halucinácia,ilúziahalucinácia,prúdhalucinácia,ilúzia,prúd
hamburger,sendvičhamburger,politikahamburger,sendvič,politika
harmónia,vyváženieharmónia,veľvyslanectvoharmónia,vyváženie,veľvyslanectvo
hej,dobrehej,preskúmaťhej,dobre,preskúmať
herec,autorherec,samozrejmeherec,autor,samozrejme
heroín,kokaínheroín,hrdýheroín,kokaín,hrdý
heslo,kódheslo,žralokheslo,kód,žralok
hiv,aidshiv,trpezlivosťhiv,aids,trpezlivosť
hladný,unavenýhladný,softvérhladný,unavený,softvér
hlas,väčšinahlas,lampahlas,väčšina,lampa
hliadka,strážhliadka,otočiťhliadka,stráž,otočiť
hlúposť,šialenstvohlúposť,texthlúposť,šialenstvo,text
hlúpy,naivnýhlúpy,silahlúpy,naivný,sila
hmla,mrakhmla,komentárhmla,mrak,komentár
hmyz,pavúkhmyz,hovoriťhmyz,pavúk,hovoriť
hodnotenie,pozorovaniehodnotenie,vybraťhodnotenie,pozorovanie,vybrať
hodnoverný,vysvetleniehodnoverný,zemiakhodnoverný,vysvetlenie,zemiak
hodný,zaslúžiť sihodný,plánhodný,zaslúžiť si,plán
homosexuál,lesbahomosexuál,kolóniahomosexuál,lesba,kolónia
homár,tuniakhomár,mladosťhomár,tuniak,mladosť
hore,dolehore,obchodnýhore,dole,obchodný
horúčka,kašeľhorúčka,výkonhorúčka,kašeľ,výkon
hovoriť,rozprávaťhovoriť,čarohovoriť,rozprávať,čaro
hra,hraťhra,dolehra,hrať,dole
hrad,paláchrad,chrípkahrad,palác,chrípka
hračka,bábikahračka,konzervatívnyhračka,bábika,konzervatívny
hrom,bleskhrom,záľubahrom,blesk,záľuba
hrubý,tenkýhrubý,drámahrubý,tenký,dráma
hrudník,žalúdokhrudník,zvládnuťhrudník,žalúdok,zvládnuť
hráč,trénerhráč,rúrahráč,tréner,rúra
hudba,džezhudba,banánhudba,džez,banán
hudobník,spevákhudobník,pádhudobník,spevák,pád
hviezda,celebritahviezda,chrámhviezda,celebrita,chrám
idiot,blázonidiot,libraidiot,blázon,libra
infekcia,vírusinfekcia,veliteľinfekcia,vírus,veliteľ
informovať,ohlásiťinformovať,desivýinformovať,ohlásiť,desivý
informácie,dátainformácie,kašeľinformácie,dáta,kašeľ
informátor,zdrojinformátor,zmenainformátor,zdroj,zmena
injekcia,dávkainjekcia,niekedyinjekcia,dávka,niekedy
inteligentný,múdryinteligentný,bábikainteligentný,múdry,bábika
intuícia,inštinktintuícia,tuniakintuícia,inštinkt,tuniak
intímny,osobnýintímny,kilointímny,osobný,kilo
investor,bankérinvestor,kontamináciainvestor,bankér,kontaminácia
investovať,financovaťinvestovať,pirátinvestovať,financovať,pirát
inšpekcia,vyšetrenieinšpekcia,chudobnýinšpekcia,vyšetrenie,chudobný
inšpirácia,inšpirovaťinšpirácia,bábätkoinšpirácia,inšpirovať,bábätko
ironický,iróniaironický,zrnoironický,irónia,zrno
jadrový,atómovýjadrový,kolegajadrový,atómový,kolega
jahoda,banánjahoda,rímskyjahoda,banán,rímsky
jasný,žiariťjasný,trápeniejasný,žiariť,trápenie
jazero,riekajazero,sámjazero,rieka,sám
jazva,tetovaniejazva,supermanjazva,tetovanie,superman
jašterica,žabajašterica,orchesterjašterica,žaba,orchester
jedinečný,špeciálnyjedinečný,generáljedinečný,špeciálny,generál
jednoduchý,jednoduchojednoduchý,trasajednoduchý,jednoducho,trasa
jednotlivec,osobajednotlivec,mečjednotlivec,osoba,meč
jemný,mäkkýjemný,žurnalistikajemný,mäkký,žurnalistika
jeseň,jarjeseň,pozornosťjeseň,jar,pozornosť
jesť,kŕmiťjesť,temnotajesť,kŕmiť,temnota
junior,seniorjunior,faktorjunior,senior,faktor
júl,júnjúl,dedičstvojúl,jún,dedičstvo
júlia,rómeojúlia,hoteljúlia,rómeo,hotel
kameň,skalakameň,krátkykameň,skala,krátky
kamión,džípkamión,trhaťkamión,džíp,trhať
kancelária,stôlkancelária,čítaťkancelária,stôl,čítať
kapela,orchesterkapela,vynikajúcikapela,orchester,vynikajúci
kapitalizmus,anarchiakapitalizmus,oblohakapitalizmus,anarchia,obloha
kapitán,veliteľkapitán,hrdlokapitán,veliteľ,hrdlo
kaplnka,kostolkaplnka,monštrumkaplnka,kostol,monštrum
kardinál,biskupkardinál,krabicakardinál,biskup,krabica
kartel,mafiakartel,klavírkartel,mafia,klavír
kačica,huskačica,miliónkačica,hus,milión
kempovanie,piknikkempovanie,obličkakempovanie,piknik,oblička
kladivo,palicakladivo,obálkakladivo,palica,obálka
klamár,klamaťklamár,východklamár,klamať,východ
klasický,typickýklasický,klubklasický,typický,klub
klenot,diamantklenot,priamyklenot,diamant,priamy
klobúk,helmaklobúk,únosklobúk,helma,únos
kláštor,chrámkláštor,klamaťkláštor,chrám,klamať
kláštor.1,sirotineckláštor,odpoveďkláštor,sirotinec,odpoveď
kniha,bibliakniha,ideálnykniha,biblia,ideálny
koberec,podlahakoberec,vypočutiekoberec,podlaha,vypočutie
kolaps,pádkolaps,lovkolaps,pád,lov
koleno,ramenokoleno,módakoleno,rameno,móda
komisár,inšpektorkomisár,jedlokomisár,inšpektor,jedlo
komunikácia,navigáciakomunikácia,pokornýkomunikácia,navigácia,pokorný
komunista,rasistakomunista,praxkomunista,rasista,prax
komunita,spoločnosťkomunita,zbytočnýkomunita,spoločnosť,zbytočný
komédia,drámakomédia,objektkomédia,dráma,objekt
koncentrovať,zameraťkoncentrovať,rúžkoncentrovať,zamerať,rúž
koncert,turnékoncert,stôlkoncert,turné,stôl
konečný,finálnykonečný,členkonečný,finálny,člen
koniec,záverkoniec,najaťkoniec,záver,najať
konštrukcia,pyramídakonštrukcia,chrániťkonštrukcia,pyramída,chrániť
korporácia,spoločnosťkorporácia,teplokorporácia,spoločnosť,teplo
korytnačka,slimákkorytnačka,proceskorytnačka,slimák,proces
kov,železokov,dojemkov,železo,dojem
kovboj,rodeokovboj,zabezpečeniekovboj,rodeo,zabezpečenie
koňak,rumkoňak,kampaňkoňak,rum,kampaň
kravata,väzbakravata,čokravata,väzba,čo
kreativita,predstavivosťkreativita,vdovakreativita,predstavivosť,vdova
kresliť,maľovaťkresliť,súcitnýkresliť,maľovať,súcitný
kresťan,katolíkkresťan,pokrokkresťan,katolík,pokrok
krk,hrdlokrk,vstúpiťkrk,hrdlo,vstúpiť
krutosť,zlokrutosť,júnkrutosť,zlo,jún
krutý,brutálnykrutý,technológiakrutý,brutálny,technológia
králik,foxkrálik,rádiokrálik,fox,rádio
krása,čarokrása,ramenokrása,čaro,rameno
krásny,peknýkrásny,správakrásny,pekný,správa
kráľ,kráľovnákráľ,tabakkráľ,kráľovná,tabak
kráľovstvo,kráľovskýkráľovstvo,chemickýkráľovstvo,kráľovský,chemický
kríza,situáciakríza,snímačkríza,situácia,snímač
kufor,aktovkakufor,vysokoškolskýkufor,aktovka,vysokoškolský
kupujúci,predávajúcikupujúci,kožakupujúci,predávajúci,koža
kvalita,množstvokvalita,finančnekvalita,množstvo,finančne
kvetina,závodkvetina,motívkvetina,závod,motív
kyslík,vzduchkyslík,voľnekyslík,vzduch,voľne
kámo,frajerkámo,chaoskámo,frajer,chaos
káva,pohárkáva,anjelkáva,pohár,anjel
kázeň,rečkázeň,žiarlivýkázeň,reč,žiarlivý
kópia,originálkópia,národnýkópia,originál,národný
kôň,osolkôň,osobakôň,osol,osoba
kúpeľňa,sprchakúpeľňa,pamätníkkúpeľňa,sprcha,pamätník
kúsok,fragmentkúsok,príležitostnekúsok,fragment,príležitostne
kňaz,mníchkňaz,tenkýkňaz,mních,tenký
lacný,drahýlacný,knižnicalacný,drahý,knižnica
lano,reťazlano,originállano,reťaz,originál
lebka,kosťlebka,experimentlebka,kosť,experiment
legenda,mýtuslegenda,zotavenielegenda,mýtus,zotavenie
legálny,nelegálnylegálny,priniesťlegálny,nelegálny,priniesť
lekára,chirurglekára,ponorkalekára,chirurg,ponorka
les,džungľales,konverzáciales,džungľa,konverzácia
let,pristátielet,získaťlet,pristátie,získať
letieť,pristáťletieť,ušľachtilýletieť,pristáť,ušľachtilý
letisko,terminálletisko,nádhernýletisko,terminál,nádherný
lev,draklev,žiadosťlev,drak,žiadosť
liberálny,konzervatívnyliberálny,betónliberálny,konzervatívny,betón
liečba,terapialiečba,úsmevliečba,terapia,úsmev
limuzína,taxíklimuzína,ničlimuzína,taxík,nič
ling,módaling,piťling,móda,piť
literatúra,umenieliteratúra,turnéliteratúra,umenie,turné
loď,posádkaloď,žiťloď,posádka,žiť
láska,nenávisťláska,prostredieláska,nenávisť,prostredie
líce,peralíce,populácialíce,pera,populácia
lízať,saťlízať,opísaťlízať,sať,opísať
lúpež,krádežlúpež,hormónlúpež,krádež,hormón
magazín,playboymagazín,metódamagazín,playboy,metóda
majiteľ,nehnuteľnosťmajiteľ,dezertmajiteľ,nehnuteľnosť,dezert
majonéza,kečupmajonéza,postupovaťmajonéza,kečup,postupovať
maliar,umelecmaliar,naviacmaliar,umelec,naviac
malý,trochumalý,spoločnosťmalý,trochu,spoločnosť
mama,otecmama,rituálmama,otec,rituál
manipulovať,kontrolovaťmanipulovať,stenamanipulovať,kontrolovať,stena
manželka,manželmanželka,súťažmanželka,manžel,súťaž
manželstvo,rozvodmanželstvo,jednotkamanželstvo,rozvod,jednotka
mapa,kompasmapa,spravodlivýmapa,kompas,spravodlivý
marketing,reklamamarketing,kontaktmarketing,reklama,kontakt
maslo,medmaslo,hľadaťmaslo,med,hľadať
masáž,jógamasáž,okrúhlymasáž,jóga,okrúhly
matematika,fyzikamatematika,obchodmatematika,fyzika,obchod
maximálny,minimálnymaximálny,ninjamaximálny,minimálny,ninja
mačka,pesmačka,stresmačka,pes,stres
mechanický,technickýmechanický,plážmechanický,technický,pláž
medaila,trofejmedaila,zakázanýmedaila,trofej,zakázaný
medailón,artefaktmedailón,bankovýmedailón,artefakt,bankový
mesto,metropolamesto,sťažnosťmesto,metropola,sťažnosť
meter,kilometermeter,albummeter,kilometer,album
miestny,regionálnymiestny,potešeniemiestny,regionálny,potešenie
mikrofón,fotoaparátmikrofón,podceňovaťmikrofón,fotoaparát,podceňovať
mikroskop,ďalekohľadmikroskop,peknýmikroskop,ďalekohľad,pekný
milenec,milenkamilenec,pripravenýmilenec,milenka,pripravený
miliarda,miliónmiliarda,prirodzenemiliarda,milión,prirodzene
milosrdenstvo,odpusteniemilosrdenstvo,ukázaťmilosrdenstvo,odpustenie,ukázať
mimozemšťan,ufomimozemšťan,vreckomimozemšťan,ufo,vrecko
minister,veľvyslanecminister,späťminister,veľvyslanec,späť
ministerstvo,veľvyslanectvoministerstvo,uvedomiťministerstvo,veľvyslanectvo,uvedomiť
minulosť,budúcnosťminulosť,géniusminulosť,budúcnosť,génius
minútu,sekundaminútu,charitaminútu,sekunda,charita
mladý,starýmladý,anatómiamladý,starý,anatómia
množstvo,súčetmnožstvo,rajmnožstvo,súčet,raj
modrina,škrabanecmodrina,prerušiťmodrina,škrabanec,prerušiť
modrý,hnedýmodrý,nádejmodrý,hnedý,nádej
mokrý,suchýmokrý,rizikomokrý,suchý,riziko
monitor,obrazovkamonitor,chlapcimonitor,obrazovka,chlapci
morfín,aspirínmorfín,miestomorfín,aspirín,miesto
morka,kuramorka,falošnýmorka,kura,falošný
motel,hotelmotel,delikátnymotel,hotel,delikátny
motor,nádržmotor,utrpeniemotor,nádrž,utrpenie
mozgový,mozogmozgový,nepríjemnosťmozgový,mozog,nepríjemnosť
moč,krvmoč,riskantnýmoč,krv,riskantný
možnosť,šancamožnosť,dymmožnosť,šanca,dym
mravec,včelamravec,oknomravec,včela,okno
mutácia,evolúciamutácia,starosťmutácia,evolúcia,starosť
mučenie,trápeniemučenie,jedenmučenie,trápenie,jeden
myslieť,zvážiťmyslieť,zdrojmyslieť,zvážiť,zdroj
mzda,dôchodokmzda,moremzda,dôchodok,more
mäso,bravčovémäso,seminármäso,bravčové,seminár
mínus,plusmínus,tetovaniemínus,plus,tetovanie
múka,zrnomúka,vnútornýmúka,zrno,vnútorný
múzeum,knižnicamúzeum,sprchamúzeum,knižnica,sprcha
mýval,veveričkamýval,lunárnymýval,veverička,lunárny
mŕtvola,telomŕtvola,stanoviskomŕtvola,telo,stanovisko
mŕtvy,naživemŕtvy,vložiťmŕtvy,nažive,vložiť
nahnevaný,žiarlivýnahnevaný,fragmentnahnevaný,žiarlivý,fragment
nahrávanie,záznamnahrávanie,módnynahrávanie,záznam,módny
naháňať,sledovaťnaháňať,odraznaháňať,sledovať,odraz
nahý,nahotanahý,jablkonahý,nahota,jablko
naopak,oprotinaopak,storočienaopak,oproti,storočie
naozaj,vlastnenaozaj,prednýnaozaj,vlastne,predný
napokon,nakoniecnapokon,rozoznaťnapokon,nakoniec,rozoznať
narodeniny,výročienarodeniny,trestnarodeniny,výročie,trest
narušiť,prerušiťnarušiť,hurikánnarušiť,prerušiť,hurikán
nastať,udiaťnastať,kríknastať,udiať,krík
naučiť,učiťnaučiť,odpornýnaučiť,učiť,odporný
navždy,večnýnavždy,kabínanavždy,večný,kabína
nebeský,oblohanebeský,nehnuteľnosťnebeský,obloha,nehnuteľnosť
nebezpečenstvo,rizikonebezpečenstvo,papiernebezpečenstvo,riziko,papier
nebezpečný,riskantnýnebezpečný,bahnonebezpečný,riskantný,bahno
nechať,dovoliťnechať,vrstvanechať,dovoliť,vrstva
nechutný,špinavýnechutný,zemetrasenienechutný,špinavý,zemetrasenie
nedeľa,sobotanedeľa,bonusnedeľa,sobota,bonus
nedávno,právenedávno,zombienedávno,práve,zombie
negatívny,pozitívnynegatívny,oddychnegatívny,pozitívny,oddych
nehoda,incidentnehoda,ponúknuťnehoda,incident,ponúknuť
nepočujúci,slepýnepočujúci,slobodanepočujúci,slepý,sloboda
nepravdivý,falošnýnepravdivý,pondeloknepravdivý,falošný,pondelok
nepríjemný,nepohodlnýnepríjemný,milenkanepríjemný,nepohodlný,milenka
neprítomnosť,prítomnosťneprítomnosť,drakneprítomnosť,prítomnosť,drak
nervózny,ustarostenýnervózny,kultúranervózny,ustarostený,kultúra
neschopný,neschopnosťneschopný,strýkoneschopný,neschopnosť,strýko
nespravodlivý,nespravodlivosťnespravodlivý,štítnespravodlivý,nespravodlivosť,štít
neustále,vždyneustále,irónianeustále,vždy,irónia
nevesta,ženíchnevesta,južnýnevesta,ženích,južný
nevoľnosť,hnačkanevoľnosť,peranevoľnosť,hnačka,pera
nezdravý,chorýnezdravý,túžbanezdravý,chorý,túžba
neznámy,anonymnýneznámy,veľkosťneznámy,anonymný,veľkosť
nezodpovedný,nerozumnýnezodpovedný,nástupištenezodpovedný,nerozumný,nástupište
nečakane,náhlenečakane,súbornečakane,náhle,súbor
nešťastie,nešťastnýnešťastie,múdrynešťastie,nešťastný,múdry
niekde,indeniekde,krádežniekde,inde,krádež
niečo,ničniečo,nahotaniečo,nič,nahota
normálny,zdravýnormálny,helmanormálny,zdravý,helma
nos,ústanos,šelmanos,ústa,šelma
noviny,článoknoviny,lojalitanoviny,článok,lojalita
novinár,reportérnovinár,drahýnovinár,reportér,drahý
náboženstvo,filozofianáboženstvo,smrteľnýnáboženstvo,filozofia,smrteľný
náhradník,nahradiťnáhradník,medzinárodnýnáhradník,nahradiť,medzinárodný
náhrdelník,prsteňnáhrdelník,krajnáhrdelník,prsteň,kraj
nájom,najaťnájom,hnevnájom,najať,hnev
nájsť,hľadaťnájsť,vojnanájsť,hľadať,vojna
náklad,naložiťnáklad,kliatbanáklad,naložiť,kliatba
námorníctvo,námorníknámorníctvo,pokladnámorníctvo,námorník,poklad
námorník,pirátnámorník,šounámorník,pirát,šou
národ,krajinanárod,dosťnárod,krajina,dosť
návnada,pascanávnada,federálnynávnada,pasca,federálny
návrat,späťnávrat,neúmyselnenávrat,späť,neúmyselne
nôž,mečnôž,víťazstvonôž,meč,víťazstvo
núdzový,naliehavýnúdzový,modelnúdzový,naliehavý,model
o,vono,kosťo,von,kosť
obava,starosťobava,kokaínobava,starosť,kokaín
obchodník,obchodnýobchodník,vyváženieobchodník,obchodný,vyváženie
obdobie,fázaobdobie,opicaobdobie,fáza,opica
obed,občerstvenieobed,radarobed,občerstvenie,radar
obhajovať,chrániťobhajovať,stvorenieobhajovať,chrániť,stvorenie
objať,bozkobjať,incidentobjať,bozk,incident
objednať,príkazobjednať,magnetickýobjednať,príkaz,magnetický
obrad,rituálobrad,basketbalobrad,rituál,basketbal
obrovský,veľkýobrovský,dcéraobrovský,veľký,dcéra
obsah,obsahovaťobsah,pomstaobsah,obsahovať,pomsta
obuv,topánkaobuv,úverobuv,topánka,úver
obvinenie,sťažnosťobvinenie,bezpečnýobvinenie,sťažnosť,bezpečný
obvod,polomerobvod,cestaobvod,polomer,cesta
obvyklý,obyčajnýobvyklý,hnačkaobvyklý,obyčajný,hnačka
oceniť,obdivovaťoceniť,anarchiaoceniť,obdivovať,anarchia
oceán,moreoceán,číslooceán,more,číslo
oceľ,betónoceľ,afrikaoceľ,betón,afrika
ochorenie,chrípkaochorenie,mílaochorenie,chrípka,míla
ocko,strýkoocko,udiaťocko,strýko,udiať
odchod,príchododchod,bravčovéodchod,príchod,bravčové
oddanosť,vernosťoddanosť,zlodejoddanosť,vernosť,zlodej
odlišný,podobnýodlišný,terapiaodlišný,podobný,terapia
odmena,bonusodmena,sekundárnyodmena,bonus,sekundárny
odolať,odporodolať,polovicaodolať,odpor,polovica
odpad,smetiodpad,pristátieodpad,smeti,pristátie
odporučiť,navrhnúťodporučiť,katolíkodporučiť,navrhnúť,katolík
odpovedať,odpoveďodpovedať,okoodpovedať,odpoveď,oko
