target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
βότκα,ουίσκιβότκα,εμπειρογνώμοναςβότκα,ουίσκι,εμπειρογνώμονας
γάμος,αρραβώνεςγάμος,μονάδαγάμος,αρραβώνες,μονάδα
γάμος.1,διαζύγιογάμος,σκουλήκιγάμος,διαζύγιο,σκουλήκι
γάτα,σκύλοςγάτα,στρεςγάτα,σκύλος,στρες
γέλιο,χαμόγελογέλιο,αυτοκρατορικόςγέλιο,χαμόγελο,αυτοκρατορικός
γαλαξίας,σύμπανγαλαξίας,σύζυγοςγαλαξίας,σύμπαν,σύζυγος
γαλλικά,αγγλικάγαλλικά,συνωμοσίαγαλλικά,αγγλικά,συνωμοσία
γαλοπούλα,κοτόπουλογαλοπούλα,θεόςγαλοπούλα,κοτόπουλο,θεός
γεμάτος,αδειάζωγεμάτος,ομιλίαγεμάτος,αδειάζω,ομιλία
γενέθλια,επέτειοςγενέθλια,αμαρτίαγενέθλια,επέτειος,αμαρτία
γενειάδα,μαλλιάγενειάδα,αργάγενειάδα,μαλλιά,αργά
γενικά,φυσικάγενικά,άνεμοςγενικά,φυσικά,άνεμος
γενναίος,ευγενήςγενναίος,αίτησηγενναίος,ευγενής,αίτηση
γενναιόδωρος,συμπονετικόςγενναιόδωρος,θραύσμαγενναιόδωρος,συμπονετικός,θραύσμα
γερουσία,κοινοβούλιογερουσία,σχίσιμογερουσία,κοινοβούλιο,σχίσιμο
γερουσιαστής,κυβερνήτηςγερουσιαστής,ταλαιπωρίαγερουσιαστής,κυβερνήτης,ταλαιπωρία
γεύμα,φαγητόγεύμα,δυτικάγεύμα,φαγητό,δυτικά
για πάντα,αιώνιοςγια πάντα,στενόςγια πάντα,αιώνιος,στενός
γιαγιά,παππούςγιαγιά,ελκυστικόςγιαγιά,παππούς,ελκυστικός
γιατρός,χειρουργόςγιατρός,υποβρύχιογιατρός,χειρουργός,υποβρύχιο
γκέι,λεσβίαγκέι,αποικίαγκέι,λεσβία,αποικία
γκαράζ,εργαστήριγκαράζ,δάχτυλογκαράζ,εργαστήρι,δάχτυλο
γλείψιμο,ρουφώγλείψιμο,περιγράφωγλείψιμο,ρουφώ,περιγράφω
γνώριζα,αναγνωρίζωγνώριζα,σήμαγνώριζα,αναγνωρίζω,σήμα
γνώση,εμπειρίαγνώση,τζιπγνώση,εμπειρία,τζιπ
γοητευτικός,ελκυστικόςγοητευτικός,μέλοςγοητευτικός,ελκυστικός,μέλος
γονέας,ενήλικαςγονέας,αύριογονέας,ενήλικας,αύριο
γορίλλας,πίθηκοςγορίλλας,άφιξηγορίλλας,πίθηκος,άφιξη
γουάτσον,σέρλοκγουάτσον,μαλλιάγουάτσον,σέρλοκ,μαλλιά
γουλιά,σταγόναγουλιά,σκοτάδιγουλιά,σταγόνα,σκοτάδι
γουρούνι,αγελάδαγουρούνι,χωρητικότηταγουρούνι,αγελάδα,χωρητικότητα
γράμμα,τηλεγράφημαγράμμα,κίνητρογράμμα,τηλεγράφημα,κίνητρο
γράφω,διαβάζωγράφω,πρεσβευτήςγράφω,διαβάζω,πρεσβευτής
γρήγορα,αργάγρήγορα,αναρρίχησηγρήγορα,αργά,αναρρίχηση
γρήγορα.1,αργόςγρήγορα,καμπίναγρήγορα,αργός,καμπίνα
γραβάτα,δένωγραβάτα,εμπειρίαγραβάτα,δένω,εμπειρία
γραμμάριο,κιλόγραμμάριο,προτείνωγραμμάριο,κιλό,προτείνω
γραφή,ανάγνωσηγραφή,κέρδοςγραφή,ανάγνωση,κέρδος
γραφείο,θρανίογραφείο,επιθυμίαγραφείο,θρανίο,επιθυμία
γυμνός,ανένδυτοςγυμνός,μεγαλείογυμνός,ανένδυτος,μεγαλείο
γυναίκα,σύζυγοςγυναίκα,ιόςγυναίκα,σύζυγος,ιός
γυναίκα.1,χήραγυναίκα,κορυφήγυναίκα,χήρα,κορυφή
γυναικεία μονή,ορφανοτροφείογυναικεία μονή,ψέμαγυναικεία μονή,ορφανοτροφείο,ψέμα
γόνατο,ώμοςγόνατο,μινγκγόνατο,ώμος,μινγκ
δάνειο,πίστωσηδάνειο,κόλποςδάνειο,πίστωση,κόλπος
δάσκαλος,φοιτητήςδάσκαλος,σταγόναδάσκαλος,φοιτητής,σταγόνα
δάσος,ζούγκλαδάσος,συνομιλίαδάσος,ζούγκλα,συνομιλία
δέντρο,θάμνοςδέντρο,κοκαΐνηδέντρο,θάμνος,κοκαΐνη
δήλωση,σχόλιοδήλωση,δηλητήριοδήλωση,σχόλιο,δηλητήριο
δήμαρχος,σερίφηςδήμαρχος,διατηρώδήμαρχος,σερίφης,διατηρώ
δίνω,προσφοράδίνω,τερματικόδίνω,προσφορά,τερματικό
δίψα,πείναδίψα,προσωπικόςδίψα,πείνα,προσωπικός
δακτυλικό αποτύπωμα,ίναδακτυλικό αποτύπωμα,γευστικόςδακτυλικό αποτύπωμα,ίνα,γευστικός
δεκέμβριος,νοέμβριοςδεκέμβριος,ψευδαίσθησηδεκέμβριος,νοέμβριος,ψευδαίσθηση
δεκαετία,αιώναςδεκαετία,ασθενήςδεκαετία,αιώνας,ασθενής
δημιουργικότητα,φαντασίαδημιουργικότητα,βελόναδημιουργικότητα,φαντασία,βελόνα
δημοκρατία,ελευθερίαδημοκρατία,παραγωγόςδημοκρατία,ελευθερία,παραγωγός
δημοσιογράφος,ανταποκριτήςδημοσιογράφος,σπάσιμοδημοσιογράφος,ανταποκριτής,σπάσιμο
διάβολος,άγγελοςδιάβολος,ερώτησηδιάβολος,άγγελος,ερώτηση
διάλεξη,σεμινάριοδιάλεξη,οικονομικάδιάλεξη,σεμινάριο,οικονομικά
διάσημος,δημοφιλήςδιάσημος,βόμβαδιάσημος,δημοφιλής,βόμβα
διαίρεση,μονάδαδιαίρεση,κόλποςδιαίρεση,μονάδα,κόλπος
διαίσθηση,ένστικτοδιαίσθηση,εμπορικόςδιαίσθηση,ένστικτο,εμπορικός
διαβατήριο,εισιτήριοδιαβατήριο,έννοιαδιαβατήριο,εισιτήριο,έννοια
διαδήλωση,διαμαρτυρίαδιαδήλωση,συγχωρώδιαδήλωση,διαμαρτυρία,συγχωρώ
διαδικασία,επεξεργάζομαιδιαδικασία,ζεστόδιαδικασία,επεξεργάζομαι,ζεστό
διακοπή,σπάσιμοδιακοπή,φυλήδιακοπή,σπάσιμο,φυλή
διαμάχη,σύγκρουσηδιαμάχη,λεπτόςδιαμάχη,σύγκρουση,λεπτός
διαμέρισμα,σπίτιδιαμέρισμα,έτοιμοςδιαμέρισμα,σπίτι,έτοιμος
διατήρηση,κρατήστεδιατήρηση,σήμεραδιατήρηση,κρατήστε,σήμερα
διατηρούν,διατηρώδιατηρούν,εμπρόςδιατηρούν,διατηρώ,εμπρός
διαφορετικός,παρόμοιοςδιαφορετικός,κατάραδιαφορετικός,παρόμοιος,κατάρα
διδάσκω,μαθαίνωδιδάσκω,αρέναδιδάσκω,μαθαίνω,αρένα
διευθυντής,παραγωγόςδιευθυντής,κόκκινοδιευθυντής,παραγωγός,κόκκινο
διεύθυνση,αριθμόςδιεύθυνση,αληθήςδιεύθυνση,αριθμός,αληθής
διηγούμαι ,λένεδιηγούμαι ,δυναστείαδιηγούμαι ,λένε,δυναστεία
δικαιολογία,συγχωρώδικαιολογία,υγιήςδικαιολογία,συγχωρώ,υγιής
δικαιοσύνη,εκδίκησηδικαιοσύνη,κουβέρταδικαιοσύνη,εκδίκηση,κουβέρτα
δικαστής,δικαστήριοδικαστής,όμορφηδικαστής,δικαστήριο,όμορφη
διοικητικός,διαχείρισηδιοικητικός,θρανίοδιοικητικός,διαχείριση,θρανίο
δισεκατομμύριο,εκατομμύριοδισεκατομμύριο,κλήσηδισεκατομμύριο,εκατομμύριο,κλήση
δοκιμή,ακρόασηδοκιμή,γαμπρόςδοκιμή,ακρόαση,γαμπρός
δοκιμή.1,πείραμαδοκιμή,θάμνοςδοκιμή,πείραμα,θάμνος
δολάριο,λίραδολάριο,συγγραφέαςδολάριο,λίρα,συγγραφέας
δολοφονία,αυτοκτονίαδολοφονία,μάρκαδολοφονία,αυτοκτονία,μάρκα
δολοφόνος,μισθοφόροςδολοφόνος,άγνοιαδολοφόνος,μισθοφόρος,άγνοια
δολοφόνος.1,φονιάςδολοφόνος,σημαίαδολοφόνος,φονιάς,σημαία
δομή,πυραμίδαδομή,προστατεύωδομή,πυραμίδα,προστατεύω
δορυφόρος,ραντάρδορυφόρος,δύοδορυφόρος,ραντάρ,δύο
δουλειά,εργασίαδουλειά,υπομονετικόςδουλειά,εργασία,υπομονετικός
δραστηριότητα,ενεργόςδραστηριότητα,στρατιώτηςδραστηριότητα,ενεργός,στρατιώτης
δρομάκι,γωνίαδρομάκι,αυξάνουνδρομάκι,γωνία,αυξάνουν
δροσερός,ζεστόςδροσερός,τεχνούργημαδροσερός,ζεστός,τεχνούργημα
δρόμος,λεωφόροςδρόμος,εγχειρίζω δρόμος,λεωφόρος,εγχειρίζω 
δυναμίτιδα,πυρίτιδαδυναμίτιδα,ευκαιρίαδυναμίτιδα,πυρίτιδα,ευκαιρία
δυνατά,σταθεράδυνατά,συγγενήςδυνατά,σταθερά,συγγενής
δυνατότητα,ευκαιρίαδυνατότητα,καπνόςδυνατότητα,ευκαιρία,καπνός
δυσάρεστος,άβολοςδυσάρεστος,έργοδυσάρεστος,άβολος,έργο
δυτικός,νότιοςδυτικός,σύμπανδυτικός,νότιος,σύμπαν
δωρεά,φιλανθρωπίαδωρεά,σεισμόςδωρεά,φιλανθρωπία,σεισμός
δόλωμα,παγίδαδόλωμα,ναόςδόλωμα,παγίδα,ναός
δόντι,καρφίδόντι,γύρωδόντι,καρφί,γύρω
δόξα,ένδοξοςδόξα,λειτουργικόςδόξα,ένδοξος,λειτουργικός
δύναμη,ισχύςδύναμη,υγείαδύναμη,ισχύς,υγεία
δώρο,φιλοφρόνησηδώρο,έξωδώρο,φιλοφρόνηση,έξω
είσοδος,έξοδοςείσοδος,σούπαείσοδος,έξοδος,σούπα
εβδομάδα,μήναςεβδομάδα,αφελήςεβδομάδα,μήνας,αφελής
εβδομαδιαίος,καθημερινάεβδομαδιαίος,στέμμαεβδομαδιαίος,καθημερινά,στέμμα
εγγραφή,ρεκόρεγγραφή,μοντέρνοςεγγραφή,ρεκόρ,μοντέρνος
εγκαταλείπω,άδειαεγκαταλείπω,εξοπλισμόςεγκαταλείπω,άδεια,εξοπλισμός
εγκεφαλικός,εγκέφαλοςεγκεφαλικός,ρεσεψιόνεγκεφαλικός,εγκέφαλος,ρεσεψιόν
εγκληματίας,κλέφτηςεγκληματίας,αλλού-κάπου αλλούεγκληματίας,κλέφτης,αλλού-κάπου αλλού
εγκυμοσύνη,γέννησηεγκυμοσύνη,πυξίδαεγκυμοσύνη,γέννηση,πυξίδα
εγωιστικός,πεισματάρηςεγωιστικός,σίδεροεγωιστικός,πεισματάρης,σίδερο
εδώδιμος ιχθύς του βορρά,μινγκεδώδιμος ιχθύς του βορρά,ποτόεδώδιμος ιχθύς του βορρά,μινγκ,ποτό
ειδικός,εμπειρογνώμοναςειδικός,αξίζωειδικός,εμπειρογνώμονας,αξίζω
ειρωνικός,ειρωνείαειρωνικός,σιτηράειρωνικός,ειρωνεία,σιτηρά
εισόδημα,κέρδοςεισόδημα,γλυκόςεισόδημα,κέρδος,γλυκός
εκ προθέσεως,κατά λάθοςεκ προθέσεως,γέφυραεκ προθέσεως,κατά λάθος,γέφυρα
εκατοστόμετρο,μίλιεκατοστόμετρο,μισθοφόροςεκατοστόμετρο,μίλι,μισθοφόρος
