target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
夢境,惡夢夢境,保證夢境,惡夢,保證
大學,書院大學,流感大學,書院,流感
大廈,高塔大廈,溫暖大廈,高塔,溫暖
大廚,廚師大廚,噪音大廚,廚師,噪音
大概,可能大概,公斤大概,可能,公斤
大猩猩,馬騮大猩猩,到埗大猩猩,馬騮,到埗
大眾,人口大眾,陷阱大眾,人口,陷阱
大笑,微笑大笑,平衡大笑,微笑,平衡
大腦,腦部大腦,數數大腦,腦部,數數
大蛇,蟲子大蛇,馬拉松大蛇,蟲子,馬拉松
大西洋,太平洋大西洋,名人大西洋,太平洋,名人
天意,命運天意,豬肉天意,命運,豬肉
天賦,潛能天賦,鑰匙天賦,潛能,鑰匙
太太,主人太太,指南針太太,主人,指南針
太陽,月亮太陽,美妙太陽,月亮,美妙
夫人,男爵夫人,第三夫人,男爵,第三
失敗,成功失敗,沖涼失敗,成功,沖涼
失望,驚喜失望,情婦失望,驚喜,情婦
奇怪,異常奇怪,污染奇怪,異常,污染
奉獻,忠誠奉獻,荒謬奉獻,忠誠,荒謬
女傭,保姆女傭,戒指女傭,保姆,戒指
女士,寡婦女士,頂端女士,寡婦,頂端
女孩,男童女孩,單身女孩,男童,單身
女性,男性女性,粉碎女性,男性,粉碎
好味,可口好味,大臣好味,可口,大臣
如實,忠心如實,受害人如實,忠心,受害人
妻子,丈夫妻子,發電機妻子,丈夫,發電機
姓氏,花名姓氏,學習姓氏,花名,學習
委員會,任命委員會,已經委員會,任命,已經
婚姻,離婚婚姻,忠誠婚姻,離婚,忠誠
婚禮,訂婚婚禮,徽章婚禮,訂婚,徽章
媽媽,爸爸媽媽,逃跑媽媽,爸爸,逃跑
嫲嫲,爺爺嫲嫲,吸引嫲嫲,爺爺,吸引
子彈,口徑子彈,食物子彈,口徑,食物
孤單,獨自孤單,國際孤單,獨自,國際
孩子,嬰兒孩子,範圍孩子,嬰兒,範圍
學校,班別學校,寶藏學校,班別,寶藏
學習,研究學習,演出學習,研究,演出
安全,保障安全,安靜安全,保障,安靜
完全,絕對完全,信任完全,絕對,信任
完全.1,總數完全,電燈完全,總數,電燈
完成,結束完成,聘請完成,結束,聘請
完美,理想完美,獵物完美,理想,獵物
宗教,哲學宗教,致死宗教,哲學,致死
官方,正式官方,侮辱官方,正式,侮辱
定義,概念定義,學生定義,概念,學生
客戶,病人客戶,總是客戶,病人,總是
客貨車,拖車客貨車,寡婦客貨車,拖車,寡婦
害怕,恐懼害怕,嘗試害怕,恐懼,嘗試
家庭,宗族家庭,大使館家庭,宗族,大使館
密碼,暗號密碼,指揮官密碼,暗號,指揮官
富有,貧窮富有,植物富有,貧窮,植物
寒冷,炎熱寒冷,嬰兒寒冷,炎熱,嬰兒
實際,樂觀實際,太空艙實際,樂觀,太空艙
實際上,字面上實際上,打開實際上,字面上,打開
審判,聆訊審判,過程審判,聆訊,過程
寫作,讀書寫作,病人寫作,讀書,病人
寫作.1,閱讀寫作,盾牌寫作,閱讀,盾牌
寬闊,狹窄寬闊,清醒寬闊,狹窄,清醒
寶座,皇冠寶座,觀察寶座,皇冠,觀察
封塵,生鏽封塵,下方封塵,生鏽,下方
射擊,子彈射擊,絕對射擊,子彈,絕對
專員,幫辦專員,極其專員,幫辦,極其
專家,行家專家,應得專家,行家,應得
專業,業餘專業,脈搏專業,業餘,脈搏
尊嚴,榮耀尊嚴,青綠尊嚴,榮耀,青綠
尋找,搜索尋找,一般尋找,搜索,一般
對手,敵人對手,刮傷對手,敵人,刮傷
導彈,火箭導彈,無力導彈,火箭,無力
導演,監製導演,障礙導演,監製,障礙
小巷,角落小巷,增加小巷,角落,增加
小船,潛艇小船,結果小船,潛艇,結果
尿液,血液尿液,幼稚尿液,血液,幼稚
屁股,屎忽屁股,租客屁股,屎忽,租客
展覽,畫廊展覽,神話展覽,畫廊,神話
山谷,沙漠山谷,原子山谷,沙漠,原子
崩塌,墜落崩塌,打獵崩塌,墜落,打獵
州份,聯邦州份,慢慢州份,聯邦,慢慢
巡邏,守衛巡邏,通常巡邏,守衛,通常
工人,農民工人,機票工人,農民,機票
工作,職業工作,見解工作,職業,見解
左邊,右邊左邊,基地左邊,右邊,基地
巨大,大型巨大,軟件巨大,大型,軟件
巨星,名人巨星,寺廟巨星,名人,寺廟
巫婆,詛咒巫婆,石屎巫婆,詛咒,石屎
巫師,魔法巫師,浸死巫師,魔法,浸死
已婚,單身已婚,蝸牛已婚,單身,蝸牛
巴士,火車巴士,孫仔巴士,火車,孫仔
市長,警官市長,無知市長,警官,無知
希望,慾望希望,實踐希望,慾望,實踐
希臘,羅馬希臘,白色希臘,羅馬,白色
帝國,王朝帝國,任命帝國,王朝,任命
帽子,頭盔帽子,蝴蝶帽子,頭盔,蝴蝶
幫助,支持幫助,文件幫助,支持,文件
干邑,冧酒干邑,活動干邑,冧酒,活動
平價,昂貴平價,圖書館平價,昂貴,圖書館
平常,普通平常,捆綁平常,普通,捆綁
幻想,現實幻想,幫派幻想,現實,幫派
幻覺,錯覺幻覺,問題幻覺,錯覺,問題
庇護所,避難庇護所,碳元素庇護所,避難,碳元素
底部,頂端底部,檢查底部,頂端,檢查
廢物,垃圾廢物,恐懼廢物,垃圾,恐懼
建築師,工程師建築師,柔弱建築師,工程師,柔弱
建議,意見建議,別處建議,意見,別處
建議.1,提出建議,藝術建議,提出,藝術
建造,建築物建造,相機建造,建築物,相機
引擎,油缸引擎,理想引擎,油缸,理想
強烈,牢牢強烈,降落強烈,牢牢,降落
影印,正本影印,國家影印,正本,國家
影片,光碟影片,皇宮影片,光碟,皇宮
後生,年老後生,非法後生,年老,非法
後生仔,青少年後生仔,血液後生仔,青少年,血液
得意,甜美得意,歡迎會得意,甜美,歡迎會
得罪,侮辱得罪,第一得罪,侮辱,第一
心口,胃部心口,管理心口,胃部,管理
心理,醫學心理,等待心理,醫學,等待
心理學,解剖學心理學,裂縫心理學,解剖學,裂縫
快樂,滿足快樂,花花公子快樂,滿足,花花公子
快速,緩慢快速,證據快速,緩慢,證據
思考,考慮思考,辭職思考,考慮,辭職
性格,特點性格,眼瞎性格,特點,眼瞎
怪誕,荒謬怪誕,驚喜怪誕,荒謬,驚喜
悲慘,傷心悲慘,受苦悲慘,傷心,受苦
情緒,精神情緒,牢牢情緒,精神,牢牢
惡劣,良好惡劣,陰謀惡劣,良好,陰謀
意圖,目的意圖,匙羹意圖,目的,匙羹
意外,事件意外,業餘意外,事件,業餘
意想不到,突然意想不到,精神意想不到,突然,精神
意粉,闊條麵意粉,在場意粉,闊條麵,在場
愚蠢,幼稚愚蠢,動物園愚蠢,幼稚,動物園
愚蠢.1,瘋狂愚蠢,篇章愚蠢,瘋狂,篇章
愛好,恨惡愛好,保存愛好,恨惡,保存
愛滋病病毒,免疫缺陷愛滋病病毒,耐心愛滋病病毒,免疫缺陷,耐心
感染,病毒感染,避難感染,病毒,避難
感激,款待感激,圓形感激,款待,圓形
感覺,印象感覺,河流感覺,印象,河流
態度,觀點態度,綁匪態度,觀點,綁匪
慷慨,同情慷慨,鑽石慷慨,同情,鑽石
憐憫,饒恕憐憫,指出憐憫,饒恕,指出
憲法,法律憲法,利潤憲法,法律,利潤
懷孕,誕生懷孕,看見懷孕,誕生,看見
懷疑,疑問懷疑,絕不懷疑,疑問,絕不
戀人,情婦戀人,乾淨戀人,情婦,乾淨
成份,因素成份,百萬富翁成份,因素,百萬富翁
成功,管理成功,恨惡成功,管理,恨惡
成效,結果成效,禁止成效,結果,禁止
或許,可能性或許,糖果或許,可能性,糖果
戰場,擂台戰場,年老戰場,擂台,年老
戰士,冠軍戰士,月份戰士,冠軍,月份
戰士.1,軍人戰士,章節戰士,軍人,章節
戰略,計劃戰略,榮耀戰略,計劃,榮耀
戰鬥,戰爭戰鬥,碎片戰鬥,戰爭,碎片
手巾,布匹手巾,忍者手巾,布匹,忍者
手術,開刀手術,獨立屋手術,開刀,獨立屋
打動,吹捧打動,脊椎打動,吹捧,脊椎
打敗,勝利打敗,裸露打敗,勝利,裸露
打架,戰鬥打架,評論打架,戰鬥,評論
打破,粉碎打破,體育館打破,粉碎,體育館
批准,允許批准,聲線批准,允許,聲線
承諾,保證承諾,正本承諾,保證,正本
技術,方法技術,暗號技術,方法,暗號
抑鬱,壓力抑鬱,黑熊抑鬱,壓力,黑熊
投票,多數投票,距離投票,多數,距離
投資,金融投資,站立投資,金融,站立
投資者,銀行家投資者,非凡投資者,銀行家,非凡
抵抗,阻力抵抗,一半抵抗,阻力,一半
抽查,檢驗抽查,貧窮抽查,檢驗,貧窮
拇指,手指拇指,陛下拇指,手指,陛下
拉出,推開拉出,比賽拉出,推開,比賽
拐帶,綁架拐帶,獎盃拐帶,綁架,獎盃
招供,承認招供,情況招供,承認,情況
拯救,救援拯救,技術拯救,救援,技術
指控,抱怨指控,生病指控,抱怨,生病
指紋,基因指紋,貿易指紋,基因,貿易
按下,按鈕按下,無助按下,按鈕,無助
按摩,瑜伽按摩,短暫按摩,瑜伽,短暫
挑戰,障礙挑戰,抗議挑戰,障礙,抗議
挑選,選擇挑選,電報挑選,選擇,電報
捐款,慈善機構捐款,日常捐款,慈善機構,日常
捕捉,揸實捕捉,淺顯捕捉,揸實,淺顯
捕獵者,獵物捕獵者,韻律捕獵者,獵物,韻律
採集,收藏採集,公主採集,收藏,公主
探測,太空艙探測,野蠻探測,太空艙,野蠻
接受,拒絕接受,出去接受,拒絕,出去
描述,輪廓描述,公司描述,輪廓,公司
提供,使能夠提供,頭髮提供,使能夠,頭髮
搶劫,偷竊搶劫,乳牛搶劫,偷竊,乳牛
搶劫.1,盜竊搶劫,解藥搶劫,盜竊,解藥
撞擊,打中撞擊,解釋撞擊,打中,解釋
擁抱,親吻擁抱,監製擁抱,親吻,監製
操縱,控制操縱,法庭操縱,控制,法庭
擔心,憂慮擔心,絲綢擔心,憂慮,絲綢
攝影師,簽名攝影師,慾望攝影師,簽名,慾望
支出,浪費支出,熱血支出,浪費,熱血
收入,利潤收入,救援收入,利潤,救援
攻擊,侵略攻擊,病毒攻擊,侵略,病毒
攻擊者,受害人攻擊者,研討會攻擊者,受害人,研討會
放低,插入放低,力量放低,插入,力量
放棄,離開放棄,野獸放棄,離開,野獸
政府,行政政府,避免政府,行政,避免
政治,報道政治,承認政治,報道,承認
政治.1,關鍵政治,軍團政治,關鍵,軍團
政治家,政策政治家,最低政治家,政策,最低
故意,偶然故意,大橋故意,偶然,大橋
敏感,柔弱敏感,輝煌敏感,柔弱,輝煌
救主,英雄救主,懲罰救主,英雄,懲罰
教堂,教會教堂,南部教堂,教會,南部
教導,學習教導,擂台教導,學習,擂台
教授,院長教授,注意教授,院長,注意
教育,健康教育,福爾摩斯教育,健康,福爾摩斯
散步,小休散步,渠道散步,小休,渠道
數學,物理數學,店鋪數學,物理,店鋪
數量,總和數量,吹捧數量,總和,吹捧
文學,藝術文學,瘟疫文學,藝術,瘟疫
文明,文化文明,星期一文明,文化,星期一
新娘,新郎新娘,房間新娘,新郎,房間
新曆,農曆新曆,加載新曆,農曆,加載
旅館,酒店旅館,口徑旅館,酒店,口徑
旋轉,轉動旋轉,閃電旋轉,轉動,閃電
日程,月曆日程,可口日程,月曆,可口
早到,遲來早到,螢幕早到,遲來,螢幕
早晨,明天早晨,公事包早晨,明天,公事包
早餐,晚膳早餐,希望早餐,晚膳,希望
昆蟲,蜘蛛昆蟲,糟糕昆蟲,蜘蛛,糟糕
明亮,閃耀明亮,梳化明亮,閃耀,梳化
明顯,清楚明顯,沙展明顯,清楚,沙展
星期,月份星期,天真星期,月份,天真
星期日,週六星期日,貓頭鷹星期日,週六,貓頭鷹
昨日,今天昨日,吞嚥昨日,今天,吞嚥
時期,階段時期,馬騮時期,階段,馬騮
書本,聖經書本,行政書本,聖經,行政
曾經,絕不曾經,薯仔曾經,絕不,薯仔
最後,第一最後,雀巢最後,第一,雀巢
最終,結果最終,認出最終,結果,認出
最近,剛剛最近,警告最近,剛剛,警告
最高,最低最高,將軍最高,最低,將軍
會議,研討會會議,買入會議,研討會,買入
有些,沒有有些,提供有些,沒有,提供
有效,有用有效,特點有效,有用,特點
有罪,清白有罪,互聯網有罪,清白,互聯網
有趣,振奮有趣,對話有趣,振奮,對話
有趣.1,機智有趣,拍賣有趣,機智,拍賣
朋友,同事朋友,鹹片朋友,同事,鹹片
未知,匿名未知,英雄未知,匿名,英雄
本土,地區本土,樂趣本土,地區,樂趣
朱古力,糖果朱古力,法律朱古力,糖果,法律
村落,營地村落,症狀村落,營地,症狀
東方,西方東方,計劃東方,西方,計劃
果汁,牛奶果汁,內部果汁,牛奶,內部
某處,別處某處,拋錨某處,別處,拋錨
核實,檢查核實,保養核實,檢查,保養
核能,原子核能,忠心核能,原子,忠心
梳打,檸水梳打,皇后梳打,檸水,皇后
棉質,絲綢棉質,報仇棉質,絲綢,報仇
棒球,體育館棒球,偽造棒球,體育館,偽造
森林,叢林森林,銀行家森林,叢林,銀行家
業主,物業業主,甜品業主,物業,甜品
業主.1,租客業主,護送業主,租客,護送
極好,美妙極好,訂婚極好,美妙,訂婚
榮耀,輝煌榮耀,身體榮耀,輝煌,身體
榮譽,特權榮譽,忠誠榮譽,特權,忠誠
槍械,步槍槍械,幫辦槍械,步槍,幫辦
樂隊,樂團樂隊,艱難樂隊,樂團,艱難
樞機,主教樞機,紙盒樞機,主教,紙盒
樣版,模型樣版,零食樣版,模型,零食
樹木,叢林樹木,火星樹木,叢林,火星
橙色,青綠橙色,國家橙色,青綠,國家
機器,機械人機器,氣體機器,機械人,氣體
機場,客運大樓機場,農民機場,客運大樓,農民
機師,太空人機師,凱撒機師,太空人,凱撒
機械,技術機械,撕開機械,技術,撕開
機構,公司機構,律師機構,公司,律師
檔案,文件檔案,劑量檔案,文件,劑量
檢修,保養檢修,角落檢修,保養,角落
檢控官,律師檢控官,控制檢控官,律師,控制
權力,管轄權權力,主意權力,管轄權,主意
欣賞,欽佩欣賞,持有欣賞,欽佩,持有
欺詐,陰謀欺詐,高貴欺詐,陰謀,高貴
歌曲,專輯歌曲,流行歌曲,專輯,流行
正常,壯健正常,男爵正常,壯健,男爵
正確,錯誤正確,金字塔正確,錯誤,金字塔
正義,報仇正義,棉被正義,報仇,棉被
正餐,食物正餐,西方正餐,食物,西方
步驟,過程步驟,炎熱步驟,過程,炎熱
武器,手槍武器,加添武器,手槍,加添
武士,忍者武士,信用武士,忍者,信用
死亡,受苦死亡,現象死亡,受苦,現象
死亡.1,活着死亡,青蛙死亡,活着,青蛙
死屍,身體死屍,觀點死屍,身體,觀點
殘忍,野蠻殘忍,狐狸殘忍,野蠻,狐狸
殘酷,邪惡殘酷,行星殘酷,邪惡,行星
段落,章節段落,感激段落,章節,感激
殺害,毒死殺害,積極殺害,毒死,積極
殿下,陛下殿下,煤炭殿下,陛下,煤炭
毀滅,創造毀滅,死亡毀滅,創造,死亡
每週,日常每週,皇冠每週,日常,皇冠
比賽,馬拉松比賽,懲治比賽,馬拉松,懲治
毛巾,棉被毛巾,私人毛巾,棉被,私人
毫無價值,無用毫無價值,出口毫無價值,無用,出口
民主,自由民主,眼睛民主,自由,眼睛
民族,國家民族,足夠民族,國家,足夠
氣味,味道氣味,不公義氣味,味道,不公義
氣氛,環境氣氛,有價值氣氛,環境,有價值
氧氣,空氣氧氣,麻煩氧氣,空氣,麻煩
氫元素,碳元素氫元素,圖像氫元素,碳元素,圖像
水手,海盜水手,男性水手,海盜,男性
永遠,恆久永遠,狹窄永遠,恆久,狹窄
污糟,核突污糟,狀態污糟,核突,狀態
汪洋,大海汪洋,輪廓汪洋,大海,輪廓
決心,勇氣決心,敵人決心,勇氣,敵人
沙律,湯水沙律,聯盟沙律,湯水,聯盟
沙律醬,茄汁沙律醬,海軍沙律醬,茄汁,海軍
沙石,泥土沙石,僱傭兵沙石,泥土,僱傭兵
法官,法庭法官,選擇法官,法庭,選擇
法文,英語法文,營地法文,英語,營地
波士頓,華盛頓波士頓,沉重波士頓,華盛頓,沉重
注射,劑量注射,火箭注射,劑量,火箭
洋蔥,蒜頭洋蔥,管轄權洋蔥,蒜頭,管轄權
洗手盤,廁所洗手盤,飛碟洗手盤,廁所,飛碟
洞口,裂縫洞口,詩人洞口,裂縫,詩人
活力,力量活力,空氣活力,力量,空氣
活動,積極活動,沙灘活動,積極,沙灘
派對,歡迎會派對,茄汁派對,歡迎會,茄汁
流質,液體流質,獨自流質,液體,獨自
浣熊,松鼠浣熊,農曆浣熊,松鼠,農曆
浪漫,戲劇性浪漫,首都浪漫,戲劇性,首都
浴室,沖涼浴室,意義浴室,沖涼,意義
海岸,沙灘海岸,爵士樂海岸,沙灘,爵士樂
海洛英,可卡因海洛英,自豪海洛英,可卡因,自豪
海軍,航海海軍,記錄海軍,航海,記錄
消失,死亡消失,磁場消失,死亡,磁場
消息,渠道消息,少許消息,渠道,少許
消極,積極消極,物質消極,積極,物質
涼爽,溫暖涼爽,文物涼爽,溫暖,文物
混合物,組合混合物,十一月混合物,組合,十一月
清洗,乾淨清洗,警覺清洗,乾淨,警覺
清爽,新鮮清爽,骯髒清爽,新鮮,骯髒
減少,加添減少,紋身減少,加添,紋身
減少.1,增加減少,英語減少,增加,英語
測試,實驗測試,兩對測試,實驗,兩對
港口,海灣港口,瘋狂港口,海灣,瘋狂
游水,浸死游水,主播游水,浸死,主播
湖泊,河流湖泊,系列湖泊,河流,系列
準備,開始準備,數字準備,開始,數字
溝通,導航溝通,卑微溝通,導航,卑微
