target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
crisis,situatiecrisis,sensorcrisis,situatie,sensor
cynisch,naiefcynisch,toestemmingcynisch,naief,toestemming
daar,hierdaar,vrijelijkdaar,hier,vrijelijk
dame,heerdame,bruikbaardame,heer,bruikbaar
dank,dankbaardank,zonsondergangdank,dankbaar,zonsondergang
dankbaarheid,gastvrijheiddankbaarheid,playboydankbaarheid,gastvrijheid,playboy
dans,danserdans,advocaatdans,danser,advocaat
dat,watdat,dvddat,wat,dvd
december,novemberdecember,gokkendecember,november,gokken
decennium,eeuwdecennium,onweldecennium,eeuw,onwel
deel,fragmentdeel,af en toedeel,fragment,af en toe
deeltje,materiedeeltje,minnaresdeeltje,materie,minnares
definitie,conceptdefinitie,studentdefinitie,concept,student
dek,cabinedek,actiefdek,cabine,actief
democratie,vrijheiddemocratie,gozerdemocratie,vrijheid,gozer
demonstratie,protestdemonstratie,vergevendemonstratie,protest,vergeven
denken,beschouwendenken,brondenken,beschouwen,bron
depressie,spanningdepressie,platformdepressie,spanning,platform
detective,agentdetective,letterlijkdetective,agent,letterlijk
deur,raamdeur,bewijsmateriaaldeur,raam,bewijsmateriaal
dier,beestdier,feliciterendier,beest,feliciteren
dik,dundik,dramadik,dun,drama
ding,pingding,bankierding,ping,bankier
dinsdag,maandagdinsdag,lapdinsdag,maandag,lap
discussie,gesprekdiscussie,portaaldiscussie,gesprek,portaal
divisie,eenheiddivisie,vaginadivisie,eenheid,vagina
docent,studentdocent,druppeldocent,student,druppel
document,dossierdocument,dosisdocument,dossier,dosis
doden,vergiftigendoden,ongebruikelijkdoden,vergiftigen,ongebruikelijk
doei,hallodoei,nierdoei,hallo,nier
doen,makendoen,derdedoen,maken,derde
dollar,ponddollar,schrijverdollar,pond,schrijver
dom,naiefdom,glasdom,naief,glas
domheid,krankzinnigheiddomheid,tekstdomheid,krankzinnigheid,tekst
donatie,liefdadigheiddonatie,dagelijksdonatie,liefdadigheid,dagelijks
donder,bliksemdonder,operationeeldonder,bliksem,operationeel
donker,schaduwdonker,schaaldonker,schaduw,schaal
dood,levenddood,invoegendood,levend,invoegen
doof,blinddoof,vrijheiddoof,blind,vrijheid
dorp,kampdorp,symptoomdorp,kamp,symptoom
dorst,hongerdorst,persoonlijkdorst,honger,persoonlijk
draad,kabeldraad,cocaïnedraad,kabel,cocaïne
draaien,draaidraaien,legioendraaien,draai,legioen
drie,eendrie,typischdrie,een,typisch
driehoek,cirkeldriehoek,treindriehoek,cirkel,trein
dronken,nuchterdronken,hulpmiddeldronken,nuchter,hulpmiddel
droom,nachtmerriedroom,normaliterdroom,nachtmerrie,normaliter
drugs,alcoholdrugs,galerijdrugs,alcohol,galerij
druk,pulsdruk,tegenovergesteldedruk,puls,tegenovergestelde
drukken,knopdrukken,overduidelijkdrukken,knop,overduidelijk
duidelijk,overduidelijkduidelijk,afgeslotenduidelijk,overduidelijk,afgesloten
duim,vingerduim,majesteitduim,vinger,majesteit
duivel,engelduivel,vraagduivel,engel,vraag
dynamiet,buskruitdynamiet,kansdynamiet,buskruit,kans
echt,eigenlijkecht,seniorecht,eigenlijk,senior
echt.1,waarecht,voorkantecht,waar,voorkant
eend,ganseend,miljoeneend,gans,miljoen
eenvoudig,gewooneenvoudig,beveiligingeenvoudig,gewoon,beveiliging
eenvoudig.1,onmogelijkeenvoudig,bioscoopeenvoudig,onmogelijk,bioscoop
eenzaam,alleeneenzaam,internationaaleenzaam,alleen,internationaal
eer,voorrechteer,kilometereer,voorrecht,kilometer
eerlijk,redelijkeerlijk,apparatuureerlijk,redelijk,apparatuur
eerlijkheid,loyaliteiteerlijkheid,genieeerlijkheid,loyaliteit,genie
effect,invloedeffect,staaneffect,invloed,staan
effectief,bruikbaareffectief,reflectieeffectief,bruikbaar,reflectie
egoïstisch,eigenwijsegoïstisch,ijzeregoïstisch,eigenwijs,ijzer
ei,nestei,maffiaei,nest,maffia
eigenaar,eigenschapeigenaar,toetjeeigenaar,eigenschap,toetje
elegant,modieuselegant,monnikelegant,modieus,monnik
elektriciteit,stroomelektriciteit,trouwelektriciteit,stroom,trouw
elektrisch,magnetischelektrisch,basiselektrisch,magnetisch,basis
element,factorelement,miljonairelement,factor,miljonair
ellende,armoedeellende,dinerellende,armoede,diner
ellendig,miserabelellendig,hobbyellendig,miserabel,hobby
emotioneel,mentaalemotioneel,ritmeemotioneel,mentaal,ritme
energie,stroomenergie,kokenergie,stroom,kok
epidemie,pestepidemie,zienepidemie,pest,zien
erectie,orgasmeerectie,schoonerectie,orgasme,schoon
ergens,eldersergens,diefstalergens,elders,diefstal
erven,erfeniserven,diplomaerven,erfenis,diploma
eten,voereten,duisterniseten,voer,duisternis
evaluatie,observatieevaluatie,kiezenevaluatie,observatie,kiezen
evenement,fenomeenevenement,foutevenement,fenomeen,fout
excuseren,vergevenexcuseren,gezondexcuseren,vergeven,gezond
executie,ophangenexecutie,generatorexecutie,ophangen,generator
explosie,aardbevingexplosie,nepexplosie,aardbeving,nep
explosief,bomexplosief,jubileumexplosief,bom,jubileum
extern,internextern,telefoongesprekextern,intern,telefoongesprek
familie,clanfamilie,luchtfamilie,clan,lucht
fantasie,realiteitfantasie,bendefantasie,realiteit,bende
fantastisch,prachtigfantastisch,graffantastisch,prachtig,graf
fataal,dodelijkfataal,nufataal,dodelijk,nu
fax,mailfax,spelenfax,mail,spelen
federatie,koloniefederatie,regenenfederatie,kolonie,regenen
festival,carnavalfestival,rennenfestival,carnaval,rennen
film,pornofilm,dringendfilm,porno,dringend
financieel,bankierenfinancieel,lichaamfinancieel,bankieren,lichaam
financiering,begrotingfinanciering,beklimmenfinanciering,begroting,beklimmen
financiering.1,financieelfinanciering,,financieel,
finish,eindefinish,hurenfinish,einde,huren
fles,glasfles,verlovingfles,glas,verloving
fluit,hoornfluit,universumfluit,hoorn,universum
fornuis,ovenfornuis,resultaatfornuis,oven,resultaat
foto,afbeeldingfoto,blijvenfoto,afbeelding,blijven
fotograaf,handtekeningfotograaf,muisfotograaf,handtekening,muis
frans,engelsfrans,rotsfrans,engels,rots
fraude,complotfraude,kusfraude,complot,kus
frisdrank,limonadefrisdrank,koninginfrisdrank,limonade,koningin
fruit,appelfruit,finaalfruit,appel,finaal
functioneel,operationeelfunctioneel,naamfunctioneel,operationeel,naam
fysiek,seksueelfysiek,gasfysiek,seksueel,gas
gaan,binnenkomengaan,nobelgaan,binnenkomen,nobel
garage,werkplaatsgarage,vingergarage,werkplaats,vinger
gat,scheurgat,illegaalgat,scheur,illegaal
gebeuren,voordoengebeuren,seksueelgebeuren,voordoen,seksueel
gebouw,torengebouw,warmgebouw,toren,warm
gebruikelijk,normaalgebruikelijk,bindengebruikelijk,normaal,binden
gebruikelijk.1,normalitergebruikelijk,robotgebruikelijk,normaliter,robot
gebruiken,toepassengebruiken,broodjegebruiken,toepassen,broodje
gedicht,tekstgedicht,bruggedicht,tekst,brug
geel,roodgeel,voergeel,rood,voer
geest,zielgeest,artikelgeest,ziel,artikel
gek,paranoïdegek,bedekkengek,paranoïde,bedekken
geld,contantgeld,wolkgeld,contant,wolk
gelofte,zweergelofte,verzamelengelofte,zweer,verzamelen
geloof,filosofiegeloof,dodelijkgeloof,filosofie,dodelijk
geloven,vertrouwengeloven,verschrikkinggeloven,vertrouwen,verschrikking
geluid,lawaaigeluid,passagiergeluid,lawaai,passagier
gemeenschap,samenlevinggemeenschap,nutteloosgemeenschap,samenleving,nutteloos
genade,vergiffenisgenade,puntgenade,vergiffenis,punt
genereus,medelijdendgenereus,merkgenereus,medelijdend,merk
genezen,herstellengenezen,raketgenezen,herstellen,raket
gerechtigheid,wraakgerechtigheid,dekengerechtigheid,wraak,deken
geschenk,complimentgeschenk,uitgeschenk,compliment,uit
gesloten,afgeslotengesloten,heldgesloten,afgesloten,held
gesloten.1,opengesloten,knoflookgesloten,open,knoflook
getrouwd,alleenstaandgetrouwd,filosofiegetrouwd,alleenstaand,filosofie
getuigenis,getuigegetuigenis,melkgetuigenis,getuige,melk
geur,smaakgeur,onrechtgeur,smaak,onrecht
gevaar,risicogevaar,papiergevaar,risico,papier
gevaarlijk,riskantgevaarlijk,scheidinggevaarlijk,riskant,scheiding
gevangene,gegijzeldegevangene,roddelgevangene,gegijzelde,roddel
gevangenis,celgevangenis,voorbereidinggevangenis,cel,voorbereiding
gevangenisstraf,strafgevangenisstraf,tankgevangenisstraf,straf,tank
geven,aanbiedengeven,terminalgeven,aanbieden,terminal
gevoel,indrukgevoel,picknickgevoel,indruk,picknick
gevoelig,delicaatgevoelig,tabletgevoelig,delicaat,tablet
geweldig,excellentgeweldig,marsgeweldig,excellent,mars
geweldig.1,indrukwekkendgeweldig,weerstandgeweldig,indrukwekkend,weerstand
gezag,jurisdictiegezag,tumorgezag,jurisdictie,tumor
gisteren,vandaaggisteren,slikkengisteren,vandaag,slikken
gitaar,pianogitaar,eeuwgitaar,piano,eeuw
globaal,nationaalglobaal,pistoolglobaal,nationaal,pistool
glorie,glorieusglorie,uitbarstingglorie,glorieus,uitbarsting
goddelijk,godgoddelijk,zomergoddelijk,god,zomer
goedkeuring,toestemminggoedkeuring,inspecteurgoedkeuring,toestemming,inspecteur
goedkoop,duurgoedkoop,bibliotheekgoedkoop,duur,bibliotheek
gorilla,aapgorilla,aankomstgorilla,aap,aankomst
gram,kilogram,voorstellengram,kilo,voorstellen
grap,trucgrap,houdengrap,truc,houden
grappig,geestiggrappig,onderzoekgrappig,geestig,onderzoek
gravin,barongravin,regelgravin,baron,regel
grieks,romeinsgrieks,vloergrieks,romeins,vloer
griezelig,enggriezelig,detonatorgriezelig,eng,detonator
groep,bendegroep,natuurlijkgroep,bende,natuurlijk
grondwet,wetgrondwet,grote oceaangrondwet,wet,grote oceaan
grootmoeder,grootvadergrootmoeder,aantrekkelijkgrootmoeder,grootvader,aantrekkelijk
hagedis,kikkerhagedis,orkesthagedis,kikker,orkest
hallucinatie,illusiehallucinatie,laarshallucinatie,illusie,laars
halsketting,ringhalsketting,districthalsketting,ring,district
hamburger,broodjehamburger,beleidhamburger,broodje,beleid
hamer,stokhamer,vershamer,stok,vers
handdoek,dekenhanddoek,marinehanddoek,deken,marine
handelaar,reclamehandelaar,beleefdhandelaar,reclame,beleefd
handelen,gebaarhandelen,illusiehandelen,gebaar,illusie
handtekening,stempelhandtekening,normaalhandtekening,stempel,normaal
harmonie,balansharmonie,ambassadeharmonie,balans,ambassade
haven,baaihaven,krankzinnigheidhaven,baai,krankzinnigheid
heel,extreemheel,duwheel,extreem,duw
heelal,universumheelal,positiefheelal,universum,positief
heks,vloekheks,betonheks,vloek,beton
hel,paradijshel,gastvrijheidhel,paradijs,gastvrijheid
helder,schijnenhelder,bankhelder,schijnen,bank
helikopter,ambulancehelikopter,gewichthelikopter,ambulance,gewicht
hemels,hemelhemels,eigenschaphemels,hemel,eigenschap
herfst,lenteherfst,aandachtherfst,lente,aandacht
heroïne,cocaïneheroïne,trotsheroïne,cocaïne,trots
hiv,aidshiv,geduldhiv,aids,geduld
hoed,helmhoed,medischhoed,helm,medisch
hoeveelheid,somhoeveelheid,vleienhoeveelheid,som,vleien
homo,lesbiennehomo,koloniehomo,lesbienne,kolonie
honderd,duizendhonderd,stelenhonderd,duizend,stelen
hongerig,moehongerig,softwarehongerig,moe,software
honkbal,stadionhonkbal,engelhonkbal,stadion,engel
hoofdkwartier,basishoofdkwartier,garantiehoofdkwartier,basis,garantie
hoog,laaghoog,weigerenhoog,laag,weigeren
hoogheid,majesteithoogheid,steenkoolhoogheid,majesteit,steenkool
hoogte,gewichthoogte,opererenhoogte,gewicht,opereren
horen,luisterhoren,brilhoren,luister,bril
horloge,kijkhorloge,redenhorloge,kijk,reden
houding,meninghouding,dierentuinhouding,mening,dierentuin
huishoudhulp,oppashuishoudhulp,paranoïdehuishoudhulp,oppas,paranoïde
huur,hurenhuur,woedehuur,huren,woede
huwelijk,scheidinghuwelijk,eenheidhuwelijk,scheiding,eenheid
idioot,gekidioot,pondidioot,gek,pond
iets,nietsiets,nuchteriets,niets,nuchter
imponeren,vleienimponeren,ruggengraatimponeren,vleien,ruggengraat
individueel,persoonindividueel,zwaardindividueel,persoon,zwaard
infectie,virusinfectie,commandantinfectie,virus,commandant
informant,broninformant,populairinformant,bron,populair
informatie,gegevensinformatie,hoestinformatie,gegevens,hoest
informeren,rapportereninformeren,enginformeren,rapporteren,eng
ingang,uitgangingang,soepingang,uitgang,soep
inhoud,bevatteninhoud,romeoinhoud,bevatten,romeo
injectie,dosisinjectie,somsinjectie,dosis,soms
inkomen,winstinkomen,zoetinkomen,winst,zoet
insect,spininsect,moeinsect,spin,moe
inspectie,examinatieinspectie,arminspectie,examinatie,arm
inspiratie,inspirereninspiratie,babyinspiratie,inspireren,baby
instorten,valinstorten,aktentasinstorten,val,aktentas
instrument,hulpmiddelinstrument,bemanninginstrument,hulpmiddel,bemanning
intelligent,slimintelligent,popintelligent,slim,pop
interessant,spannendinteressant,bedrijfinteressant,spannend,bedrijf
intiem,persoonlijkintiem,kilointiem,persoonlijk,kilo
intuïtie,instinctintuïtie,reclameintuïtie,instinct,reclame
investeren,financiëreninvesteren,banaaninvesteren,financiëren,banaan
ironisch,ironieironisch,graanironisch,ironie,graan
ja,okeja,examinerenja,oke,examineren
jasje,shirtjasje,gouverneurjasje,shirt,gouverneur
jong,oudjong,woordjong,oud,woord
jongen,meisjejongen,ongemakkelijkjongen,meisje,ongemakkelijk
journalist,verslaggeverjournalist,duurjournalist,verslaggever,duur
juli,junijuli,erfenisjuli,juni,erfenis
juliet,romeojuliet,optimistischjuliet,romeo,optimistisch
junior,seniorjunior,stemjunior,senior,stem
jurk,rokjurk,vertrekkenjurk,rok,vertrekken
juweel,diamantjuweel,directjuweel,diamant,direct
kaars,lampkaars,bouwkaars,lamp,bouw
kaart,kompaskaart,toespraakkaart,kompas,toespraak
kaas,broodkaas,foutkaas,brood,fout
kalkoen,kipkalkoen,trotskalkoen,kip,trots
kalm,stilkalm,frequentiekalm,stil,frequentie
kampioenschap,competitiekampioenschap,zuskampioenschap,competitie,zus
kanker,tumorkanker,anoniemkanker,tumor,anoniem
kantoor,bureaukantoor,waarkantoor,bureau,waar
kapel,kerkkapel,monsterkapel,kerk,monster
kapitalisme,anarchiekapitalisme,laankapitalisme,anarchie,laan
kapitein,commandantkapitein,keelkapitein,commandant,keel
kardinaal,bisschopkardinaal,dooskardinaal,bisschop,doos
kartel,maffiakartel,pianokartel,maffia,piano
kast,kabinetkast,anarchiekast,kabinet,anarchie
kasteel,paleiskasteel,proberenkasteel,paleis,proberen
kat,hondkat,glorieuskat,hond,glorieus
katoen,zijdekatoen,wraakkatoen,zijde,wraak
kauwen,slikkenkauwen,toekomstkauwen,slikken,toekomst
keizer,keizerlijkkeizer,onderzeeërkeizer,keizerlijk,onderzeeër
kennis,ervaringkennis,jeepkennis,ervaring,jeep
kiezer,kandidaatkiezer,naiefkiezer,kandidaat,naief
kind,babykind,stroomkind,baby,stroom
kindertijd,jeugdkindertijd,wetkindertijd,jeugd,wet
klassiek,typischklassiek,clubklassiek,typisch,club
klein,geringklein,faseklein,gering,fase
kliniek,ziekenhuiskliniek,stempelkliniek,ziekenhuis,stempel
klooster,tempelklooster,antwoordklooster,tempel,antwoord
klooster.1,weeshuisklooster,uitlegklooster,weeshuis,uitleg
kneuzing,kraskneuzing,onderbrekenkneuzing,kras,onderbreken
knie,schouderknie,mingknie,schouder,ming
knuffel,kusknuffel,incidentknuffel,kus,incident
koel,warmkoel,artefactkoel,warm,artefact
koffer,aktentaskoffer,collegekoffer,aktentas,college
koffie,bekerkoffie,sterktekoffie,beker,sterkte
kogel,kaliberkogel,tellenkogel,kaliber,tellen
kolonel,generaalkolonel,conflictkolonel,generaal,conflict
komedie,dramakomedie,voorwerpkomedie,drama,voorwerp
komen,aankomenkomen,astronautkomen,aankomen,astronaut
konijn,voskonijn,radiokonijn,vos,radio
koning,koninginkoning,tabakkoning,koningin,tabak
koninkrijk,koninklijkkoninkrijk,navigatiekoninkrijk,koninklijk,navigatie
kont,aarskont,huurderkont,aars,huurder
koorts,hoestkoorts,raamkoorts,hoest,raam
koper,verkoperkoper,sheriffkoper,verkoper,sheriff
kopie,origineelkopie,nationaalkopie,origineel,nationaal
koud,heetkoud,orgasmekoud,heet,orgasme
kracht,sterktekracht,kandidaatkracht,sterkte,kandidaat
krant,artikelkrant,loyaliteitkrant,artikel,loyaliteit
kreeft,tonijnkreeft,tempelkreeft,tonijn,tempel
kunstmatig,natuurlijkkunstmatig,secretariskunstmatig,natuurlijk,secretaris
kust,strandkust,jazzkust,strand,jazz
kwaliteit,kwantiteitkwaliteit,financieelkwaliteit,kwantiteit,financieel
kwart,halfkwart,twijfelenkwart,half,twijfelen
laatst,eerstlaatst,nestlaatst,eerst,nest
lachen,glimlachlachen,keizerlijklachen,glimlach,keizerlijk
lading,ladenlading,vloeklading,laden,vloek
landheer,huurderlandheer,begeleidenlandheer,huurder,begeleiden
lang,kortlang,invloedlang,kort,invloed
laten,toestaanlaten,leeslaten,toestaan,lees
leeuw,draakleeuw,eisleeuw,draak,eis
legaal,illegaallegaal,brengenlegaal,illegaal,brengen
legende,mythelegende,herstellenlegende,mythe,herstellen
leger,civielleger,geestigleger,civiel,geestig
leger.1,legioenleger,geroosterd broodleger,legioen,geroosterd brood
leider,lidleider,verschrikkelijkleider,lid,verschrikkelijk
lelijk,walgelijklelijk,prooilelijk,walgelijk,prooi
lengte,maatlengte,advieslengte,maat,advies
lening,kredietlening,baailening,krediet,baai
leugenaar,leugenleugenaar,uitgangleugenaar,leugen,uitgang
lever,nierlever,vijandlever,nier,vijand
lezing,seminariumlezing,ezellezing,seminarium,ezel
liberaal,conservatiefliberaal,openingliberaal,conservatief,opening
licht,duisternislicht,beschouwenlicht,duisternis,beschouwen
liedje,albumliedje,ideaalliedje,album,ideaal
lief,leuklief,cirkellief,leuk,cirkel
liefde,haatliefde,omgevingliefde,haat,omgeving
lijk,lichaamlijk,meninglijk,lichaam,mening
likken,zuigenlikken,zaaklikken,zuigen,zaak
limousine,taxilimousine,nietslimousine,taxi,niets
ling,mingling,gebiedling,ming,gebied
links,rechtslinks,nobellinks,rechts,nobel
literatuur,kunstliteratuur,koeliteratuur,kunst,koe
litteken,tatoeërenlitteken,menslitteken,tatoeëren,mens
lokaal,regionaallokaal,plezierlokaal,regionaal,plezier
losgeld,ontvoerderlosgeld,mijllosgeld,ontvoerder,mijl
luchthaven,terminalluchthaven,prachtigluchthaven,terminal,prachtig
