target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
eredmény,következményeredmény,tiltotteredmény,következmény,tiltott
erekció,orgazmuserekció,tisztaerekció,orgazmus,tiszta
erősen,határozottanerősen,boncoláserősen,határozottan,boncolás
esemény,jelenségesemény,helytelenesemény,jelenség,helytelen
eskü,esküszikeskü,szakértőeskü,esküszik,szakértő
esküvő,eljegyzésesküvő,féregesküvő,eljegyzés,féreg
este,éjszakaeste,krémeste,éjszaka,krém
eszik,eteteszik,sötétségeszik,etet,sötétség
eszköz,csipeszköz,beszélgetéseszköz,csip,beszélgetés
ezredes,tábornokezredes,versenyezredes,tábornok,verseny
ezüst,aranysárgaezüst,idegezüst,aranysárga,ideg
fa,bokorfa,valóságfa,bokor,valóság
fagy,olvadfagy,kapacitásfagy,olvad,kapacitás
falu,táborfalu,tünetfalu,tábor,tünet
fantasztikus,csodálatosfantasztikus,emlékműfantasztikus,csodálatos,emlékmű
fantázia,valóságfantázia,kaliberfantázia,valóság,kaliber
farkas,medvefarkas,későfarkas,medve,késő
fax,levélfax,piramisfax,levél,piramis
fecskendő,tűfecskendő,elfelejtfecskendő,tű,elfelejt
fedélzet,kabinfedélzet,vesztesfedélzet,kabin,vesztes
fegyver,pisztolyfegyver,pluszfegyver,pisztoly,plusz
fegyvertár,arzenálfegyvertár,karácsonyfegyvertár,arzenál,karácsony
fejlődés,előrehaladfejlődés,kórházfejlődés,előrehalad,kórház
fekete,fehérfekete,kémkedésfekete,fehér,kémkedés
fel,lefel,menekültfel,le,menekült
felelőtlen,ésszerűtlenfelelőtlen,felületfelelőtlen,ésszerűtlen,felület
feleség,férjfeleség,rakétafeleség,férj,rakéta
felrobban,robbanásfelrobban,kivételesfelrobban,robbanás,kivételes
felszerel,felszerelésfelszerel,győzelemfelszerel,felszerelés,győzelem
felső,alsófelső,ötletfelső,alsó,ötlet
feltevés,következtetésfeltevés,vacsorafeltevés,következtetés,vacsora
felvétel,rekordfelvétel,divatosfelvétel,rekord,divatos
felület,rétegfelület,piknikfelület,réteg,piknik
fenség,felségfenség,szénfenség,felség,szén
fenék,seggfenék,véletlenfenék,segg,véletlen
fertőzés,vírusfertőzés,dzsipfertőzés,vírus,dzsip
festő,művészfestő,extrafestő,művész,extra
fesztivál,karneválfesztivál,fussfesztivál,karnevál,fuss
fia,lányafia,hasonlófia,lánya,hasonló
fiatal,régifiatal,illegálisfiatal,régi,illegális
figyelemre méltó,kivételesfigyelemre méltó,supermanfigyelemre méltó,kivételes,superman
film,pornófilm,hűségfilm,pornó,hűség
finanszírozás,költségvetésfinanszírozás,bőrfinanszírozás,költségvetés,bőr
finanszírozás.1,pénzügyilegfinanszírozás,mászikfinanszírozás,pénzügyileg,mászik
finom,ízletesfinom,szembenfinom,ízletes,szemben
fizetés,nyugdíjfizetés,hüvelyfizetés,nyugdíj,hüvely
fizikai,szexuálisfizikai,gázfizikai,szexuális,gáz
fiú,lányfiú,kényelmetlenfiú,lány,kényelmetlen
fiú testvér,húgafiú testvér,megjegyzésfiú testvér,húga,megjegyzés
flotta,haditengerészetiflotta,képzeletflotta,haditengerészeti,képzelet
fog,körömfog,kerekfog,köröm,kerek
fogás,megragadfogás,egyszerűenfogás,megragad,egyszerűen
folyadék,folyékonyfolyadék,egyedülfolyadék,folyékony,egyedül
folytatni,folytassafolytatni,szekrényfolytatni,folytassa,szekrény
fontos,értékesfontos,kínfontos,értékes,kín
fontosság,jelentésfontosság,dajkafontosság,jelentés,dajka
forog,fordulatforog,légióforog,fordulat,légió
fotós,autogramfotós,egérfotós,autogram,egér
francia,angolfrancia,jobbfrancia,angol,jobb
frissítés,frissfrissítés,módszerfrissítés,friss,módszer
funkcionális,hadműveletifunkcionális,névfunkcionális,hadműveleti,név
furcsa,szokatlanfurcsa,gyémántfurcsa,szokatlan,gyémánt
futball,kosárlabdafutball,ásfutball,kosárlabda,ás
fájdalom,szenvedőfájdalom,énekesfájdalom,szenvedő,énekes
félelem,borzalomfélelem,projektfélelem,borzalom,projekt
fém,vasfém,benyomásfém,vas,benyomás
fény,sötétségfény,fontolgatfény,sötétség,fontolgat
fényes,ragyogfényes,ösztönfényes,ragyog,ösztön
fénykép,képfénykép,rendkívülifénykép,kép,rendkívüli
földesúr,bérlőföldesúr,rendesföldesúr,bérlő,rendes
fül,szemfül,nevetségesfül,szem,nevetséges
fülke,szekrényfülke,anarchiafülke,szekrény,anarchia
fürdőszoba,zuhanyfürdőszoba,mítoszfürdőszoba,zuhany,mítosz
főnök,menedzserfőnök,örökségfőnök,menedzser,örökség
galaxis,világegyetemgalaxis,jelentésgalaxis,világegyetem,jelentés
garázs,műhelygarázs,ujjgarázs,műhely,ujj
gazdag,szegénygazdag,konfliktusgazdag,szegény,konfliktus
gitár,zongoragitár,beszélgitár,zongora,beszél
globális,nemzetiglobális,pisztolyglobális,nemzeti,pisztoly
golyó,kalibergolyó,levesgolyó,kaliber,leves
gondol,fontolgatgondol,forrásgondol,fontolgat,forrás
gorilla,majomgorilla,érkezésgorilla,majom,érkezés
gramm,kilógramm,ajánlgramm,kiló,ajánl
grófnő,bárógrófnő,szabálygrófnő,báró,szabály
gyakorlat,szokásgyakorlat,szerencsétlengyakorlat,szokás,szerencsétlen
gyakorlatilag,szó szerintgyakorlatilag,magyakorlatilag,szó szerint,ma
gyakran,néhagyakran,okégyakran,néha,oké
gyanúsított,kétséggyanúsított,pénzügygyanúsított,kétség,pénzügy
gyenge,erősgyenge,rémületgyenge,erős,rémület
gyenge.1,tehetetlengyenge,talángyenge,tehetetlen,talán
gyermek,babagyermek,megragadgyermek,baba,megragad
gyermekkor,ifjúsággyermekkor,pazarlásgyermekkor,ifjúság,pazarlás
gyertya,lámpagyertya,kényelmesgyertya,lámpa,kényelmes
gyilkos,öldöklőgyilkos,kutatásgyilkos,öldöklő,kutatás
gyilkosság,öngyilkossággyilkosság,hatásosgyilkosság,öngyilkosság,hatásos
gyors,lassúgyors,kétgyors,lassú,két
gyorsan,lassangyorsan,lövésgyorsan,lassan,lövés
gyík,békagyík,orkesztragyík,béka,orkesztra
gyógyít,visszaszerezgyógyít,mentőautógyógyít,visszaszerez,mentőautó
gyümölcs,almagyümölcs,bravogyümölcs,alma,bravo
gyümölcslé,tejgyümölcslé,belsőgyümölcslé,tej,belső
győzelem,nyereséggyőzelem,bolondgyőzelem,nyereség,bolond
győztes,vesztesgyőztes,finomgyőztes,vesztes,finom
gép,robotgép,ragyoggép,robot,ragyog
görög,rómaigörög,padlógörög,római,padló
gőg,tudatlansággőg,gyűrűgőg,tudatlanság,gyűrű
haditengerészet,tengerihaditengerészet,reményhaditengerészet,tengeri,remény
hadnagy,őrmesterhadnagy,üzlethadnagy,őrmester,üzlet
hadsereg,légióhadsereg,pirítóshadsereg,légió,pirítós
hagyma,fokhagymahagyma,költségvetéshagyma,fokhagyma,költségvetés
hagyományos,modernhagyományos,másodikhagyományos,modern,második
hajnal,napnyugtahajnal,értékhajnal,napnyugta,érték
hajó,legénységhajó,élőhajó,legénység,élő
hajó.1,tengeralattjáróhajó,végülhajó,tengeralattjáró,végül
hal,cápahal,kémiaihal,cápa,kémiai
hall,hallgathall,pillangóhall,hallgat,pillangó
hallucináció,illúzióhallucináció,jelenlegihallucináció,illúzió,jelenlegi
halott,élőhalott,betéthalott,élő,betét
halálos,szörnyűhalálos,mosthalálos,szörnyű,most
halászat,vadászathalászat,mosolyhalászat,vadászat,mosoly
hamburger,szendvicshamburger,rokonhamburger,szendvics,rokon
hamis,hamisítványhamis,hétfőhamis,hamisítvány,hétfő
hang,zajhang,utashang,zaj,utas
hangszer,eszközhangszer,mentéshangszer,eszköz,mentés
hangsúly,hanghangsúly,medvehangsúly,hang,medve
hangya,méhhangya,ablakhangya,méh,ablak
harc,küzdelemharc,hálózatharc,küzdelem,hálózat
harcos,bajnokharcos,hónapharcos,bajnok,hónap
harcos.1,katonaharcos,műhelyharcos,katona,műhely
harmónia,egyensúlyharmónia,nagykövetségharmónia,egyensúly,nagykövetség
hasi,gerinc-hasi,kétséghasi,gerinc-,kétség
használat,alkalmazhasználat,szendvicshasználat,alkalmaz,szendvics
hatalmas,nagyhatalmas,lányahatalmas,nagy,lánya
hatás,befolyáshatás,tálhatás,befolyás,tál
hatékony,hasznoshatékony,whiskyhatékony,hasznos,whisky
hatóság,joghatósághatóság,tumorhatóság,joghatóság,tumor
hazug,hazugsághazug,kijárathazug,hazugság,kijárat
hegy,magaslathegy,hallgathegy,magaslat,hallgat
helikopter,mentőautóhelikopter,aranysárgahelikopter,mentőautó,aranysárga
helyes,helytelenhelyes,kábelhelyes,helytelen,kábel
helyettes,helyettesíthelyettes,csomagtartóhelyettes,helyettesít,csomagtartó
helyettes.1,titkárhelyettes,szokáshelyettes,titkár,szokás
helyi,regionálishelyi,élvezethelyi,regionális,élvezet
herceg,hercegnőherceg,naptárherceg,hercegnő,naptár
heroin,kokainheroin,büszkeheroin,kokain,büszke
heti,napiheti,sárheti,napi,sár
hiba,tévedéshiba,elviszhiba,tévedés,elvisz
hideg,forróhideg,orgazmushideg,forró,orgazmus
hidrogén,szénhidrogén,képhidrogén,szén,kép
hinni,bizalomhinni,bókhinni,bizalom,bók
hit,reményhit,hajhit,remény,haj
hitel,kredithitel,öbölhitel,kredit,öböl
hiv,aidshiv,türelemhiv,aids,türelem
hivatal,asztalhivatal,olvashivatal,asztal,olvas
hivatalos,hivatalosanhivatalos,segghivatalos,hivatalosan,segg
hiány,jelenléthiány,sárkányhiány,jelenlét,sárkány
hogy,mithogy,dvdhogy,mit,dvd
homok,sárhomok,zsoldoshomok,sár,zsoldos
homár,tonhalhomár,bibliahomár,tonhal,biblia
hossz,mérethossz,tanácshossz,méret,tanács
hosszú,rövidhosszú,menekülnihosszú,rövid,menekülni
hozzáállás,véleményhozzáállás,kanálhozzáállás,vélemény,kanál
hulla,testhulla,véleményhulla,test,vélemény
hulladék,szeméthulladék,leszálláshulladék,szemét,leszállás
huzal,kábelhuzal,kokainhuzal,kábel,kokain
hála,vendégszeretethála,következtetéshála,vendégszeretet,következtetés
hálószoba,szobahálószoba,békahálószoba,szoba,béka
hányinger,hasmenéshányinger,lélekhányinger,hasmenés,lélek
hármas,kettőshármas,árnyékhármas,kettős,árnyék
három,egyhárom,visszaverődéshárom,egy,visszaverődés
háromszög,körháromszög,vonatháromszög,kör,vonat
hátborzongató,ijedőshátborzongató,detonátorhátborzongató,ijedős,detonátor
hátulsó,elülsőhátulsó,amatőrhátulsó,elülső,amatőr
házas,egyetlenházas,vizsgálatházas,egyetlen,vizsgálat
házasság,válásházasság,egységházasság,válás,egység
hét,hónaphét,naivhét,hónap,naiv
hímvessző,hüvelyhímvessző,törvényhímvessző,hüvely,törvény
hírek,csatornahírek,kishírek,csatorna,kis
híres,népszerűhíres,bombahíres,népszerű,bomba
hírnév,karrierhírnév,szárazhírnév,karrier,száraz
hó,esőhó,emberrablóhó,eső,emberrabló
hölgy,lordhölgy,hasznoshölgy,lord,hasznos
hús,sertéshúshús,szemináriumhús,sertéshús,szeminárium
húzni,nyomhúzni,bajnoksághúzni,nyom,bajnokság
hülye,naivhülye,pohárhülye,naiv,pohár
hülyeség,őrültséghülyeség,kísérlethülyeség,őrültség,kísérlet
hüvelykujj,ujjhüvelykujj,felséghüvelykujj,ujj,felség
hőfok,hőhőfok,fészekhőfok,hő,fészek
hűséges,lojálishűséges,áldozathűséges,lojális,áldozat
hűvös,meleghűvös,műalkotáshűvös,meleg,műalkotás
idegen,ufóidegen,indítékidegen,ufó,indíték
ideges,aggódóideges,kultúraideges,aggódó,kultúra
idióta,bolondidióta,fontidióta,bolond,font
időszak,fázisidőszak,majomidőszak,fázis,majom
időzítő,detonátoridőzítő,elégedettidőzítő,detonátor,elégedett
igazi,igazigazi,idősebbigazi,igaz,idősebb
igazságszolgáltatás,bosszúigazságszolgáltatás,takaróigazságszolgáltatás,bosszú,takaró
igazán,tulajdonképpenigazán,rájönigazán,tulajdonképpen,rájön
igen,okéigen,lámpaigen,oké,lámpa
ihlet,inspirálihlet,babaihlet,inspirál,baba
indulás,érkezésindulás,apuindulás,érkezés,apu
információ,adatinformáció,köhögésinformáció,adat,köhögés
informátor,forrásinformátor,népszerűinformátor,forrás,népszerű
ingyenes,szabadoningyenes,menedzseringyenes,szabadon,menedzser
injekció,dózisinjekció,néhainjekció,dózis,néha
intelligens,okosintelligens,babaintelligens,okos,baba
intuíció,ösztönintuíció,kereskedelmiintuíció,ösztön,kereskedelmi
irodalom,művészetirodalom,tehénirodalom,művészet,tehén
ironikus,iróniaironikus,gabonaironikus,irónia,gabona
iskola,osztályiskola,generátoriskola,osztály,generátor
ismeretlen,névtelenismeretlen,védelemismeretlen,névtelen,védelem
isteni,istenisteni,nyáriisteni,isten,nyári
izgatott,büszkeizgatott,asztalizgatott,büszke,asztal
izom,idegizom,játékizom,ideg,játék
javasol,ajánljavasol,katolikusjavasol,ajánl,katolikus
javulás,változásjavulás,kanapéjavulás,változás,kanapé
javítás,javítjavítás,rókajavítás,javít,róka
jegyzőkönyv,szabályjegyzőkönyv,kalózjegyzőkönyv,szabály,kalóz
jel,formajel,agyjel,forma,agy
jel.1,frekvenciajel,szolgáltatásjel,frekvencia,szolgáltatás
jelez,pontjelez,trükkjelez,pont,trükk
jelszó,kódjelszó,cápajelszó,kód,cápa
jogi,illegálisjogi,hozzajogi,illegális,hozza
junior,idősebbjunior,tényezőjunior,idősebb,tényező
jutalom,bónuszjutalom,helyettesítjutalom,bónusz,helyettesít
járvány,pestisjárvány,látjárvány,pestis,lát
járőr,őrjárőr,fordulatjárőr,őr,fordulat
"játszma, meccs","játékjátszma, meccs","lejátszma, meccs",játék,le
játék,babajáték,konzervatívjáték,baba,konzervatív
játékos,edzőjátékos,megerősítésjátékos,edző,megerősítés
jólét,kincsjólét,dékánjólét,kincs,dékán
jóváhagyás,engedélyjóváhagyás,keskenyjóváhagyás,engedély,keskeny
jön,megérkezikjön,űrhajósjön,megérkezik,űrhajós
jövedelem,nyereségjövedelem,édesjövedelem,nyereség,édes
júlia,rómeójúlia,szállodajúlia,rómeó,szálloda
július,júniusjúlius,körömjúlius,június,köröm
kacsa,libakacsa,milliókacsa,liba,millió
kalap,sisakkalap,orvosikalap,sisak,orvosi
kalapács,rúdkalapács,influenzakalapács,rúd,influenza
kamion,dzsipkamion,foglalkozáskamion,dzsip,foglalkozás
kapcsolat,kapcsolatba lépnikapcsolat,wckapcsolat,kapcsolatba lépni,wc
kapitalizmus,anarchiakapitalizmus,szakaszkapitalizmus,anarchia,szakasz
kapitány,parancsnokkapitány,torokkapitány,parancsnok,torok
kapu,portálkapu,bandakapu,portál,banda
kar,kézkar,lehetségeskar,kéz,lehetséges
karbantart,megőrzikkarbantart,szenzációskarbantart,megőrzik,szenzációs
karbantartás,szolgáltatáskarbantartás,dobozkarbantartás,szolgáltatás,doboz
kartell,maffiakartell,zongorakartell,maffia,zongora
katonai,civilkatonai,szellemeskatonai,civil,szellemes
kedd,hétfőkedd,szövetkedd,hétfő,szövet
kedves,finomkedves,függőkedves,finom,függő
kegyelem,megbocsátáskegyelem,pontkegyelem,megbocsátás,pont
kegyetlen,brutáliskegyetlen,rekordkegyetlen,brutális,rekord
kegyetlenség,gonoszkegyetlenség,júniuskegyetlenség,gonosz,június
keleti,nyugatkeleti,büntetéskeleti,nyugat,büntetés
kellemes,kényelmeskellemes,jelöltkellemes,kényelmes,jelölt
kellemetlen,kényelmetlenkellemetlen,megérkezikkellemetlen,kényelmetlen,megérkezik
kemping,piknikkemping,többségkemping,piknik,többség
kemény,rágóskemény,teremtkemény,rágós,teremt
kereskedő,kereskedelmikereskedő,egyensúlykereskedő,kereskedelmi,egyensúly
keresztény,katolikuskeresztény,előrehaladkeresztény,katolikus,előrehalad
kerítés,falkerítés,olvadkerítés,fal,olvad
kerület,megyekerület,öldöklőkerület,megye,öldöklő
kerület.1,sugárkerület,optimistakerület,sugár,optimista
keverék,kombinációkeverék,novemberkeverék,kombináció,november
kezelés,terápiakezelés,akadálykezelés,terápia,akadály
kicsi,kiskicsi,fáziskicsi,kis,fázis
kifejez,leírkifejez,ártatlankifejez,leír,ártatlan
kifejezés,szótárkifejezés,pornókifejezés,szótár,pornó
kihívás,akadálykihívás,internetkihívás,akadály,internet
kikötő,öbölkikötő,őrültségkikötő,öböl,őrültség
király,királynőkirály,dohánykirály,királynő,dohány
királyság,királyikirályság,navigációkirályság,királyi,navigáció
kiszámítja,számolkiszámítja,édesemkiszámítja,számol,édesem
kiválaszt,választkiválaszt,táviratkiválaszt,választ,távirat
kiállítás,galériakiállítás,hasmenéskiállítás,galéria,hasmenés
klasszikus,tipikusklasszikus,klubklasszikus,tipikus,klub
klinika,kórházklinika,rozsdásklinika,kórház,rozsdás
kolostor,árvaházkolostor,feleletkolostor,árvaház,felelet
kolostor.1,templomkolostor,karcoláskolostor,templom,karcolás
kommunikáció,navigációkommunikáció,alázatoskommunikáció,navigáció,alázatos
kommunista,rasszistakommunista,elülsőkommunista,rasszista,elülső
kompletten,teljesenkompletten,jókompletten,teljesen,jó
komédia,drámakomédia,tárgykomédia,dráma,tárgy
koncert,túrakoncert,asztalkoncert,túra,asztal
konyak,rumkonyak,kampánykonyak,rum,kampány
koponya,csontkoponya,választkoponya,csont,választ
korai,későkorai,képernyőkorai,késő,képernyő
kormány,adminisztrációkormány,lassúkormány,adminisztráció,lassú
korty,cseppkorty,naivkorty,csepp,naiv
kreativitás,képzeletkreativitás,tűkreativitás,képzelet,tű
kudarc,sikerkudarc,festékkudarc,siker,festék
