target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
drzwi,oknodrzwi,dowóddrzwi,okno,dowód
duch,duszaduch,artykułduch,dusza,artykuł
dynamit,proch strzelniczydynamit,szansadynamit,proch strzelniczy,szansa
dyrektor,producentdyrektor,czerwonydyrektor,producent,czerwony
dyskusja,rozmowadyskusja,nieszczęśliwydyskusja,rozmowa,nieszczęśliwy
dywan,podłogadywan,przesłuchaniedywan,podłoga,przesłuchanie
działanie,aktywnośćdziałanie,żołnierzdziałanie,aktywność,żołnierz
dzieciństwo,młodzieżdzieciństwo,osiołdzieciństwo,młodzież,osioł
dziecko,bobasdziecko,powierzchniadziecko,bobas,powierzchnia
dziedziczyć,spadekdziedziczyć,postępdziedziczyć,spadek,postęp
dzielnica,powiatdzielnica,zabójcadzielnica,powiat,zabójca
dziennikarz,reporterdziennikarz,drogidziennikarz,reporter,drogi
dziewczyny,chłopcy.dziewczyny,przekupstwodziewczyny,chłopcy.,przekupstwo
dziwny,niezwykłedziwny,diamentdziwny,niezwykłe,diament
dziękować,wdzięcznydziękować,zachód słońcadziękować,wdzięczny,zachód słońca
dzwonek,brzdękdzwonek,tutajdzwonek,brzdęk,tutaj
długi,krótkidługi,pierzchaniedługi,krótki,pierzchanie
długopis,papierdługopis,morskidługopis,papier,morski
długość,rozmiardługość,radadługość,rozmiar,rada
dźwięk,hałasdźwięk,rolnikdźwięk,hałas,rolnik
edukacja,zdrowieedukacja,numeredukacja,zdrowie,numer
efekt,wpływefekt,wdzięcznyefekt,wpływ,wdzięczny
efektywny,użytecznyefektywny,milionerefektywny,użyteczny,milioner
egzekucja,powieszenieegzekucja,generatoregzekucja,powieszenie,generator
eksplodować,wybuchaćeksplodować,sierżanteksplodować,wybuchać,sierżant
eksplozja,trzęsienie ziemieksplozja,rzymskieksplozja,trzęsienie ziemi,rzymski
elegancki,modnyelegancki,zmianaelegancki,modny,zmiana
elekcja,kampaniaelekcja,nerwelekcja,kampania,nerw
elektryczność,prądelektryczność,powódelektryczność,prąd,powód
elektryczny,magnetycznyelektryczny,bazaelektryczny,magnetyczny,baza
element,czynnikelement,tysiącelement,czynnik,tysiąc
emocjonalny,psychicznyemocjonalny,tłumemocjonalny,psychiczny,tłum
energia,mocenergia,najemnikenergia,moc,najemnik
epidemia,zarazaepidemia,zobaczyćepidemia,zaraza,zobaczyć
erekcja,orgazmerekcja,kluczerekcja,orgazm,klucz
ewaluacja,obserwacjaewaluacja,gotowyewaluacja,obserwacja,gotowy
faks,pocztafaks,bawić sięfaks,poczta,bawić się
faktycznie,dosłowniefaktycznie,dzisiajfaktycznie,dosłownie,dzisiaj
fantastyczny,wspaniałyfantastyczny,zaręczynyfantastyczny,wspaniały,zaręczyny
fantazja,rzeczywistośćfantazja,zbiornikfantazja,rzeczywistość,zbiornik
fałszywe,podróbkafałszywe,poniedziałekfałszywe,podróbka,poniedziałek
federacja,koloniafederacja,deszczfederacja,kolonia,deszcz
festiwal,karnawałfestiwal,biegaćfestiwal,karnawał,biegać
film,pornofilm,wiernośćfilm,porno,wierność
finansowanie,budżetfinansowanie,metafinansowanie,budżet,meta
finansowanie.1,finansowofinansowanie,pustyniafinansowanie,finansowo,pustynia
finansowy,bankowośćfinansowy,ciałofinansowy,bankowość,ciało
fizyczny,seksualnyfizyczny,gazfizyczny,seksualny,gaz
flota,morskiflota,zmęczonyflota,morski,zmęczony
fotograf,autograffotograf,myszfotograf,autograf,mysz
francuski,angielskifrancuski,pacjentfrancuski,angielski,pacjent
funkcjonalny,operacyjnyfunkcjonalny,imięfunkcjonalny,operacyjny,imię
furgonetka,przyczepafurgonetka,sezonfurgonetka,przyczepa,sezon
gabinet,biurkogabinet,czytaćgabinet,biurko,czytać
galaktyka,wszechświatgalaktyka,pozytywnygalaktyka,wszechświat,pozytywny
garaż,warsztatgaraż,żabagaraż,warsztat,żaba
gazeta,artykułgazeta,lojalnośćgazeta,artykuł,lojalność
gdzieś,gdzie indziejgdzieś,kradzieżgdzieś,gdzie indziej,kradzież
gej,lesbijkagej,majestatgej,lesbijka,majestat
gitara,fortepiangitara,mówićgitara,fortepian,mówić
godność,dumagodność,zielonygodność,duma,zielony
godny,zasługiwaćgodny,karnawałgodny,zasługiwać,karnawał
goryl,małpagoryl,przyjazdgoryl,małpa,przyjazd
gorączka,kaszelgorączka,kupićgorączka,kaszel,kupić
gospodarz,najemcagospodarz,golfgospodarz,najemca,golf
goły,nagigoły,jabłkogoły,nagi,jabłko
gra,bawić sięgra,w dółgra,bawić się,w dół
gracz,trenergracz,mózggracz,trener,mózg
gram,kilogramgram,proponowaćgram,kilogram,proponować
grecki,rzymskigrecki,podłogagrecki,rzymski,podłoga
gruby,chudygruby,winogruby,chudy,wino
grudzień,listopadgrudzień,hazardgrudzień,listopad,hazard
grupa,bandagrupa,naturalnygrupa,banda,naturalny
grzmot,błyskawicagrzmot,ohydnygrzmot,błyskawica,ohydny
gwiazda,sławagwiazda,piekarnikgwiazda,sława,piekarnik
gwizdek,klaksongwizdek,poetagwizdek,klakson,poeta
góra,wzgórzegóra,słuchaćgóra,wzgórze,słuchać
głodny,zmęczonygłodny,oprogramowaniegłodny,zmęczony,oprogramowanie
głosować,większośćgłosować,lampagłosować,większość,lampa
głuchy,ślepygłuchy,wolnośćgłuchy,ślepy,wolność
głupi,naiwnygłupi,kieliszekgłupi,naiwny,kieliszek
głupota,szaleństwogłupota,tekstgłupota,szaleństwo,tekst
halucynacja,iluzjahalucynacja,prądhalucynacja,iluzja,prąd
hamburger,kanapkahamburger,politykahamburger,kanapka,polityka
harmonia,równowagaharmonia,krytycznyharmonia,równowaga,krytyczny
harmonogram,kalendarzharmonogram,przerażenieharmonogram,kalendarz,przerażenie
hasło,kodhasło,rekinhasło,kod,rekin
heroina,kokainaheroina,dumnyheroina,kokaina,dumny
hiv,aidshiv,cierpliwośćhiv,aids,cierpliwość
hojny,współczującyhojny,markahojny,współczujący,marka
homar,tuńczykhomar,bibliahomar,tuńczyk,biblia
honor,przywilejhonor,kilometrhonor,przywilej,kilometr
hrabina,baronhrabina,mocnyhrabina,baron,mocny
idiota,głupiecidiota,wskazaćidiota,głupiec,wskazać
ilość,sumailość,prawyilość,suma,prawy
imperium,dynastiaimperium,komisjaimperium,dynastia,komisja
imponować,pochlebiaćimponować,grzebietowyimponować,pochlebiać,grzebietowy
impreza,przyjęcieimpreza,tytońimpreza,przyjęcie,tytoń
indyk,kurczakindyk,dumaindyk,kurczak,duma
infekcja,wirusinfekcja,dowódcainfekcja,wirus,dowódca
informator,źródłoinformator,nowoczesnyinformator,źródło,nowoczesny
infromacje,daneinfromacje,kaszelinfromacje,dane,kaszel
inspiracja,inspirowaćinspiracja,pokójinspiracja,inspirować,pokój
instrument,narzędzieinstrument,załogainstrument,narzędzie,załoga
inteligentny,mądryinteligentny,przygotowanieinteligentny,mądry,przygotowanie
intuicja,instynktintuicja,warsztatintuicja,instynkt,warsztat
intymny,osobistyintymny,kilogramintymny,osobisty,kilogram
inwestor,bankierinwestor,piramidainwestor,bankier,piramida
inwestować,finanseinwestować,usługainwestować,finanse,usługa
ironiczny,ironiaironiczny,ziarnoironiczny,ironia,ziarno
iść,wchodzićiść,ilośćiść,wchodzić,ilość
jajko,gniazdojajko,mafiajajko,gniazdo,mafia
jakość,ilośćjakość,finansowojakość,ilość,finansowo
jasny,połyskjasny,sofajasny,połysk,sofa
jaszczurka,żabajaszczurka,okrągjaszczurka,żaba,okrąg
jechać,prowadzićjechać,żetonjechać,prowadzić,żeton
jednostka,osobajednostka,mieczjednostka,osoba,miecz
jesień,wiosnajesień,uwagajesień,wiosna,uwaga
jeszcze,jużjeszcze,narodzinyjeszcze,już,narodziny
jezioro,rzekajezioro,reklamajezioro,rzeka,reklama
jeść,karmićjeść,relacjajeść,karmić,relacja
julia,romeojulia,niezwykłejulia,romeo,niezwykłe
junior,seniorjunior,czynnikjunior,senior,czynnik
jądrowy,atomowyjądrowy,lojalnyjądrowy,atomowy,lojalny
kaczka,gęśkaczka,milionkaczka,gęś,milion
kamień,głazkamień,kabinakamień,głaz,kabina
kapitalizm,anarchiakapitalizm,alejakapitalizm,anarchia,aleja
kapitan,dowódcakapitan,gardłokapitan,dowódca,gardło
kaplica,kościółkaplica,potwórkaplica,kościół,potwór
kapłan,mnichkapłan,ładnykapłan,mnich,ładny
kardynał,biskupkardynał,skrzynkakardynał,biskup,skrzynka
kartel,mafiakartel,fortepiankartel,mafia,fortepian
kawa,filiżankakawa,profilkawa,filiżanka,profil
kawałek,fragmentkawałek,sporadyczniekawałek,fragment,sporadycznie
kazanie,przemówieniekazanie,domkazanie,przemówienie,dom
kciuk,paleckciuk,sumakciuk,palec,suma
kelnerka,kelnerkelnerka,całkowitykelnerka,kelner,całkowity
kemping,piknikkemping,większośćkemping,piknik,większość
kierowca,pasażerkierowca,zachowaćkierowca,pasażer,zachować
klasyczny,typowyklasyczny,wrógklasyczny,typowy,wróg
klasztor,sierociniecklasztor,kłamaćklasztor,sierociniec,kłamać
klasztor.1,świątyniaklasztor,odpowiedźklasztor,świątynia,odpowiedź
klatka piersiowa,brzuchklatka piersiowa,zarządzaćklatka piersiowa,brzuch,zarządzać
klejnot,diamentklejnot,bezpośredniklejnot,diament,bezpośredni
klient,pacjentklient,wirusklient,pacjent,wirus
klinika,szpitalklinika,znaczekklinika,szpital,znaczek
kobieta,mężczyznakobieta,rozbićkobieta,mężczyzna,rozbić
kobieta.1,wdowakobieta,szczytkobieta,wdowa,szczyt
kochanek,kochankakochanek,ufaćkochanek,kochanka,ufać
kolano,ramiękolano,ładnykolano,ramię,ładny
komedia,dramatkomedia,obiektkomedia,dramat,obiekt
komisarz,inspektorkomisarz,jedzeniekomisarz,inspektor,jedzenie
komitet,komisjakomitet,cześćkomitet,komisja,cześć
kompletny,całkowitykompletny,duszakompletny,całkowity,dusza
komputer,oprogramowaniekomputer,zawszekomputer,oprogramowanie,zawsze
komunikacja,nawigacjakomunikacja,pokornykomunikacja,nawigacja,pokorny
komunistyczny,rasistowskikomunistyczny,hormonkomunistyczny,rasistowski,hormon
koncentrować się,skupiać siękoncentrować się,pomadkakoncentrować się,skupiać się,pomadka
koncert,wycieczkakoncert,wdowakoncert,wycieczka,wdowa
koniak,rumkoniak,kampaniakoniak,rum,kampania
koniec,metakoniec,wynajmowaćkoniec,meta,wynajmować
konserwacja,usługakonserwacja,zaułekkonserwacja,usługa,zaułek
konstytucja,prawokonstytucja,doświadczeniekonstytucja,prawo,doświadczenie
kontrola,badaniekontrola,biednykontrola,badanie,biedny
kopia,oryginałkopia,krajowykopia,oryginał,krajowy
korporacja,firmakorporacja,ciepłokorporacja,firma,ciepło
kosmita,ufokosmita,rozpoznaćkosmita,ufo,rozpoznać
kot,pieskot,streskot,pies,stres
kowboj,rodeokowboj,jedwabkowboj,rodeo,jedwab
koń,osiołkoń,populacjakoń,osioł,populacja
kreatura,potwórkreatura,anonimowykreatura,potwór,anonimowy
kreatywność,wyobraźniakreatywność,igłakreatywność,wyobraźnia,igła
kryminalista,złodziejkryminalista,gdzie indziejkryminalista,złodziej,gdzie indziej
kryzys,sytuacjakryzys,trzymaćkryzys,sytuacja,trzymać
krzesło,stółkrzesło,kaliberkrzesło,stół,kaliber
król,królowakról,kieszeńkról,królowa,kieszeń
królestwo,królewskikrólestwo,współczującykrólestwo,królewski,współczujący
królik,liskrólik,radiokrólik,lis,radio
książka,bibliaksiążka,dystansksiążka,biblia,dystans
książę,księżniczkaksiążę,kalendarzksiążę,księżniczka,kalendarz
kucharz,ugotowaćkucharz,aktówkakucharz,ugotować,aktówka
kuchenka,piekarnikkuchenka,rezultatkuchenka,piekarnik,rezultat
kupiec,reklamakupiec,równowagakupiec,reklama,równowaga
kupujący,sprzedawcakupujący,skórakupujący,sprzedawca,skóra
kurtka,koszulakurtka,gubernatorkurtka,koszula,gubernator
kuzyn,krewnykuzyn,ewolucjakuzyn,krewny,ewolucja
kwatera główna,bazakwatera główna,gwarancjakwatera główna,baza,gwarancja
kwiat,roślinakwiat,opisaćkwiat,roślina,opisać
kłamca,kłamaćkłamca,wyjściekłamca,kłamać,wyjście
las,dżunglalas,rozmowalas,dżungla,rozmowa
latać,lądowaćlatać,pulslatać,lądować,puls
leczenie,terapialeczenie,uśmiechać sięleczenie,terapia,uśmiechać się
leczyć,wyzdrowiećleczyć,połączenieleczyć,wyzdrowieć,połączenie
legalny,nielegalnylegalny,przynieśćlegalny,nielegalny,przynieść
legenda,mitlegenda,wyzdrowiećlegenda,mit,wyzdrowieć
lekarz,chirurglekarz,łódź podwodnalekarz,chirurg,łódź podwodna
lew,smoklew,żądanielew,smok,żądanie
lewy,prawylewy,niespodziankalewy,prawy,niespodzianka
liberalny,konserwatywnyliberalny,błądliberalny,konserwatywny,błąd
licznik,detonatorlicznik,usatysfakcjonowanylicznik,detonator,usatysfakcjonowany
lider,uczestniklider,okropnylider,uczestnik,okropny
limuzyna,taksówkalimuzyna,niclimuzyna,taksówka,nic
lina,łańcuchlina,brązowylina,łańcuch,brązowy
lipiec,czerwieclipiec,drogalipiec,czerwiec,droga
list,telegramlist,proceslist,telegram,proces
literatura,sztukaliteratura,palecliteratura,sztuka,palec
lizać,ssaćlizać,dramatlizać,ssać,dramat
lokalizacja,miejscelokalizacja,czynićlokalizacja,miejsce,czynić
lokalny,regionalnylokalny,przyjemnośćlokalny,regionalny,przyjemność
lot,lądowanielot,zdobyćlot,lądowanie,zdobyć
lotnisko,terminallotnisko,wspaniałylotnisko,terminal,wspaniały
ludzie,populacjaludzie,pułapkaludzie,populacja,pułapka
lustro,odbicielustro,pomysłlustro,odbicie,pomysł
majonez,keczupmajonez,kontynuowaćmajonez,keczup,kontynuować
maksymalny,minimalnymaksymalny,koszykówkamaksymalny,minimalny,koszykówka
malarz,artystamalarz,nawigacjamalarz,artysta,nawigacja
mamusia,tatuśmamusia,rytuałmamusia,tatuś,rytuał
manipulować,kontrolowaćmanipulować,kolacjamanipulować,kontrolować,kolacja
mapa,kompasmapa,sprawiedliwymapa,kompas,sprawiedliwy
marketing,reklamamarketing,kontaktmarketing,reklama,kontakt
martwy,żywymartwy,wstawićmartwy,żywy,wstawić
marynarka wojenna,morskimarynarka wojenna,skarbmarynarka wojenna,morski,skarb
marynarz,piratmarynarz,pokazmarynarz,pirat,pokaz
masaż,jogamasaż,węgielmasaż,joga,węgiel
maszyna,robotmaszyna,połyskmaszyna,robot,połysk
masło,miódmasło,szukaćmasło,miód,szukać
matematyka,fizykamatematyka,sklepikmatematyka,fizyka,sklepik
mały,niewielkimały,fazamały,niewielki,faza
małżeństwo,rozwódmałżeństwo,jednostkamałżeństwo,rozwód,jednostka
mdłości,biegunkamdłości,regionalnymdłości,biegunka,regionalny
mechaniczny,technicznymechaniczny,plażamechaniczny,techniczny,plaża
mecz,turniejmecz,bezradnymecz,turniej,bezradny
medal,trofeummedal,trasamedal,trofeum,trasa
medalion,artefaktmedalion,bankowośćmedalion,artefakt,bankowość
metal,żelazometal,wrażeniemetal,żelazo,wrażenie
metr,kilometrmetr,albummetr,kilometr,album
mgła,chmuramgła,mążmgła,chmura,mąż
miasto,stolicamiasto,skargamiasto,stolica,skarga
mieszanina,połączeniemieszanina,listopadmieszanina,połączenie,listopad
mikrofon,kameramikrofon,bagatelizowaćmikrofon,kamera,bagatelizować
mikroskop,teleskopmikroskop,anarchiamikroskop,teleskop,anarchia
miliard,milionmiliard,oczywiściemiliard,milion,oczywiście
minister,ambasadorminister,plecyminister,ambasador,plecy
ministerstwo,ambasadaministerstwo,cichyministerstwo,ambasada,cichy
minus,plusminus,tatuażminus,plus,tatuaż
minuta,sekundaminuta,budowaminuta,sekunda,budowa
misja,zadaniemisja,przyznaćmisja,zadanie,przyznać
mistrzostwo,konkurencjamistrzostwo,siostramistrzostwo,konkurencja,siostra
mięsień,nerwmięsień,stanowiskomięsień,nerw,stanowisko
mięso,wieprzowinamięso,seminariummięso,wieprzowina,seminarium
miłosierdzie,przebaczeniemiłosierdzie,roślinamiłosierdzie,przebaczenie,roślina
miłość,nienawiśćmiłość,środowiskomiłość,nienawiść,środowisko
mocz,krewmocz,ryzykownymocz,krew,ryzykowny
mokry,suchymokry,ryzykomokry,suchy,ryzyko
monitor,ekranmonitor,chłopcy.monitor,ekran,chłopcy.
morderca,zabójcamorderca,krzewmorderca,zabójca,krzew
morderstwo,samobójstwomorderstwo,imponującymorderstwo,samobójstwo,imponujący
morfina,aspirynamorfina,miejscemorfina,aspiryna,miejsce
motel,hotelmotel,głosmotel,hotel,głos
możliwość,szansamożliwość,palićmożliwość,szansa,palić
możliwość.1,wybórmożliwość,ugotowaćmożliwość,wybór,ugotować
mrówka,pszczołamrówka,oknomrówka,pszczoła,okno
mundur,odznakamundur,przeszkodamundur,odznaka,przeszkoda
mutacja,ewolucjamutacja,seniormutacja,ewolucja,senior
muzeum,bibliotekamuzeum,naprawićmuzeum,biblioteka,naprawić
muzyk,piosenkarzmuzyk,upaśćmuzyk,piosenkarz,upaść
muzyka,jazzmuzyka,podobnymuzyka,jazz,podobny
myśleć,rozważaćmyśleć,źródłomyśleć,rozważać,źródło
mówić,rozmawiaćmówić,planetamówić,rozmawiać,planeta
mózgowy,mózgmózgowy,hobbymózgowy,mózg,hobby
mąka,ziarnomąka,cichymąka,ziarno,cichy
młody,starymłody,wszechświatmłody,stary,wszechświat
młot,kijmłot,kopertamłot,kij,koperta
na zawsze,wiecznyna zawsze,wąskina zawsze,wieczny,wąski
naciskać,przycisknaciskać,uczestniknaciskać,przycisk,uczestnik
nadajnik,czujniknadajnik,smutnynadajnik,czujnik,smutny
nagranie,nagrywaćnagranie,modnynagranie,nagrywać,modny
nagroda,nobelnagroda,kościółnagroda,nobel,kościół
nagły wypadek,pilnynagły wypadek,modelnagły wypadek,pilny,model
napastnik,ofiaranapastnik,konferencjanapastnik,ofiara,konferencja
naprawa,naprawićnaprawa,lisnaprawa,naprawić,lis
naprawdę,faktycznienaprawdę,przódnaprawdę,faktycznie,przód
napój,lemoniadanapój,królowanapój,lemoniada,królowa
narkotyk,alkoholnarkotyk,galerianarkotyk,alkohol,galeria
naród,krajnaród,dośćnaród,kraj,dość
nastolatek,nastoletninastolatek,krewnastolatek,nastoletni,krew
naszyjnik,pierścieńnaszyjnik,powiatnaszyjnik,pierścień,powiat
nauczać,uczyć sięnauczać,arenanauczać,uczyć się,arena
nauczyciel,uczeńnauczyciel,kroplanauczyciel,uczeń,kropla
nauki ścisłe,technologianauki ścisłe,chwycićnauki ścisłe,technologia,chwycić
naukowiec,geniusznaukowiec,głódnaukowiec,geniusz,głód
nazwisko,przezwiskonazwisko,uczyć sięnazwisko,przezwisko,uczyć się
negatywny,pozytywnynegatywny,ofiaranegatywny,pozytywny,ofiara
nerwowy,zmartwionynerwowy,kulturanerwowy,zmartwiony,kultura
