target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
büro,schreibtischbüro,kochbüro,schreibtisch,koch
camping,picknickcamping,mehrheitcamping,picknick,mehrheit
champagner,weinchampagner,nahechampagner,wein,nahe
charmant,attraktivcharmant,schüsselcharmant,attraktiv,schüssel
chef,managerchef,anatomiechef,manager,anatomie
chefkoch,kochchefkoch,lärmchefkoch,koch,lärm
chirurgie,operierenchirurgie,hauschirurgie,operieren,haus
christlich,katholischchristlich,fortschrittchristlich,katholisch,fortschritt
cognac,rumcognac,kampagnecognac,rum,kampagne
computer,softwarecomputer,verschwörungcomputer,software,verschwörung
cousin,verwandtercousin,evolutioncousin,verwandter,evolution
cowboy,rodeocowboy,beschwerdecowboy,rodeo,beschwerde
dame,herrdame,generaldame,herr,general
dankbarkeit,gastfreundschaftdankbarkeit,fazitdankbarkeit,gastfreundschaft,fazit
danken,dankbardanken,sonnenuntergangdanken,dankbar,sonnenuntergang
darbietung,showdarbietung,rassistdarbietung,show,rassist
darlehen,kreditdarlehen,buchtdarlehen,kredit,bucht
das,wasdas,dvddas,was,dvd
daumen,fingerdaumen,majestätdaumen,finger,majestät
deck,kabinedeck,aktivdeck,kabine,aktiv
definition,konzeptdefinition,schülerdefinition,konzept,schüler
demokratie,freiheitdemokratie,typdemokratie,freiheit,typ
demonstration,protestdemonstration,verzeihendemonstration,protest,verzeihen
depression,stressdepression,bärdepression,stress,bär
detektiv,agentdetektiv,buchstäblichdetektiv,agent,buchstäblich
dezember,novemberdezember,glücksspieldezember,november,glücksspiel
dick,dünndick,dramadick,dünn,drama
diener,sklavediener,machendiener,sklave,machen
dienstag,montagdienstag,stoffdienstag,montag,stoff
dienstmädchen,kindermädchendienstmädchen,paranoiddienstmädchen,kindermädchen,paranoid
direkt,sofortdirekt,aufregenddirekt,sofort,aufregend
direktor,produzentdirektor,rotdirektor,produzent,rot
diskussion,gesprächdiskussion,miserabeldiskussion,gespräch,miserabel
dokument,dateidokument,dosisdokument,datei,dosis
dollar,pfunddollar,autordollar,pfund,autor
donner,blitzdonner,bösedonner,blitz,böse
dorf,lagerdorf,symptomdorf,lager,symptom
dort,hierdort,faktordort,hier,faktor
drehen,wendendrehen,legiondrehen,wenden,legion
drei,einsdrei,typischdrei,eins,typisch
dreieck,kreisdreieck,vergnügendreieck,kreis,vergnügen
dreifach,doppeltdreifach,einflussdreifach,doppelt,einfluss
droge,alkoholdroge,galeriedroge,alkohol,galerie
druck,pulsdruck,ekelhaftdruck,puls,ekelhaft
drücken,knopfdrücken,meinungdrücken,knopf,meinung
dumm,naivdumm,glasdumm,naiv,glas
dummheit,wahnsinndummheit,textdummheit,wahnsinn,text
dunkel,schattendunkel,äußerstdunkel,schatten,äußerst
durst,hungerdurst,persönlichdurst,hunger,persönlich
dynamit,schießpulverdynamit,chancedynamit,schießpulver,chance
dämmerung,sonnenuntergangdämmerung,männlichdämmerung,sonnenuntergang,männlich
egoistisch,dickköpfigegoistisch,eisenegoistisch,dickköpfig,eisen
ehe,scheidungehe,wüsteehe,scheidung,wüste
ehefrau,ehemannehefrau,raketeehefrau,ehemann,rakete
ehre,privilegehre,kilometerehre,privileg,kilometer
ehrlich,anständigehrlich,ausrüstungehrlich,anständig,ausrüstung
ehrlichkeit,loyalitätehrlichkeit,bankerehrlichkeit,loyalität,banker
ei,nestei,mafiaei,nest,mafia
eid,schwöreneid,wettbewerbeid,schwören,wettbewerb
eidechse,froscheidechse,orchestereidechse,frosch,orchester
einfach,schlichteinfach,experimenteinfach,schlicht,experiment
einfach.1,unmöglicheinfach,golfeinfach,unmöglich,golf
einfrieren,schmelzeneinfrieren,parlamenteinfrieren,schmelzen,parlament
eingang,ausfahrteingang,suppeeingang,ausfahrt,suppe
einkommen,gewinneinkommen,süßeinkommen,gewinn,süß
einsam,alleineinsam,internationaleinsam,allein,international
einstellung,meinungeinstellung,dünneinstellung,meinung,dünn
einzigartig,besonderseinzigartig,millioneinzigartig,besonders,million
elegant,modischelegant,lesungelegant,modisch,lesung
elektrisch,magnetischelektrisch,basiselektrisch,magnetisch,basis
elektrizität,stromelektrizität,grundelektrizität,strom,grund
element,faktorelement,millionärelement,faktor,millionär
elend,armutelend,chemieelend,armut,chemie
elternteil,erwachseneelternteil,vormittagselternteil,erwachsene,vormittags
emotional,mentalemotional,festemotional,mental,fest
empfehlen,vorschlagenempfehlen,einheitempfehlen,vorschlagen,einheit
energie,powerenergie,tausendenergie,power,tausend
ente,gansente,kaliberente,gans,kaliber
entführen,kidnappenentführen,trophäeentführen,kidnappen,trophäe
entlassung,rücktrittentlassung,mundentlassung,rücktritt,mund
entschlossenheit,mutentschlossenheit,warnenentschlossenheit,mut,warnen
entschuldigen,verzeihenentschuldigen,gesundentschuldigen,verzeihen,gesund
enttäuschung,überraschungenttäuschung,zeugeenttäuschung,überraschung,zeuge
entwicklung,fortschrittentwicklung,krankenhausentwicklung,fortschritt,krankenhaus
epidemie,pestepidemie,sehenepidemie,pest,sehen
erben,erbeerben,diplomerben,erbe,diplom
erbärmlich,miserabelerbärmlich,kusserbärmlich,miserabel,kuss
erdbeere,bananeerdbeere,krankenwagenerdbeere,banane,krankenwagen
erektion,orgasmuserektion,immererektion,orgasmus,immer
erfolgreich,verwaltenerfolgreich,hasserfolgreich,verwalten,hass
erfrischen,frischerfrischen,rücktritterfrischen,frisch,rücktritt
ergebnis,resultatergebnis,verbotenergebnis,resultat,verboten
erinnern,vergessenerinnern,dringenderinnern,vergessen,dringend
ermittler,analytikerermittler,rockermittler,analytiker,rock
erpressung,bestechungerpressung,bauererpressung,bestechung,bauer
ersatz,ersetzenersatz,gerichtersatz,ersetzen,gericht
erschrecken,schreckerschrecken,invasionerschrecken,schreck,invasion
erstaunlich,beeindruckenderstaunlich,schwerterstaunlich,beeindruckend,schwert
erwarten,wartenerwarten,radiuserwarten,warten,radius
erzählen,sagenerzählen,dynastieerzählen,sagen,dynastie
essen,fütternessen,dunkelheitessen,füttern,dunkelheit
etwas,nichtsetwas,leidenetwas,nichts,leiden
event,phänomenevent,falschevent,phänomen,falsch
explodieren,platzenexplodieren,außergewöhnlichexplodieren,platzen,außergewöhnlich
explosion,erdbebenexplosion,gefälschtexplosion,erdbeben,gefälscht
explosiv,bombeexplosiv,jubiläumexplosiv,bombe,jubiläum
fachmann,amateurfachmann,bestätigungfachmann,amateur,bestätigung
fahren,lenkenfahren,singlefahren,lenken,single
fahrer,passagierfahrer,weißfahrer,passagier,weiß
falsch,gefälschtfalsch,montagfalsch,gefälscht,montag
familie,clanfamilie,luftfamilie,clan,luft
fangen,greifenfangen,schlichtfangen,greifen,schlicht
fantasie,wirklichkeitfantasie,gangfantasie,wirklichkeit,gang
fantastisch,wunderbarfantastisch,jungenfantastisch,wunderbar,jungen
fax,e-mailfax,spielenfax,e-mail,spielen
fehler,irrtumfehler,kidnappenfehler,irrtum,kidnappen
ferien,weihnachtenferien,verlangenferien,weihnachten,verlangen
fern,nahefern,auslöserfern,nahe,auslöser
fernsehen,radiofernsehen,zufluchtfernsehen,radio,zuflucht
festival,karnevalfestival,laufenfestival,karneval,laufen
festnehmen,bestrafenfestnehmen,niefestnehmen,bestrafen,nie
fieber,hustenfieber,powerfieber,husten,power
film,pornofilm,treuefilm,porno,treue
finanzen,bankwesenfinanzen,körperfinanzen,bankwesen,körper
finanzierung,budgetfinanzierung,bibelfinanzierung,budget,bibel
finanzierung.1,finanziellfinanzierung,kletternfinanzierung,finanziell,klettern
finden,suchenfinden,kriegfinden,suchen,krieg
fingerabdruck,dnafingerabdruck,schmackhaftfingerabdruck,dna,schmackhaft
fisch,haifisch,kanzlerfisch,hai,kanzler
flamme,feuerflamme,hornflamme,feuer,horn
flasche,glasflasche,klingelnflasche,glas,klingeln
fleisch,schweinefleischfleisch,sagenfleisch,schweinefleisch,sagen
fliegen,landenfliegen,pulsfliegen,landen,puls
flotte,marineflotte,vorstellungflotte,marine,vorstellung
flucht,fliehenflucht,höflichflucht,fliehen,höflich
flug,landungflug,gewinnenflug,landung,gewinnen
flughafen,terminalflughafen,wunderbarflughafen,terminal,wunderbar
flugkörper,raketeflugkörper,unfähigkeitflugkörper,rakete,unfähigkeit
flüchtig,flüchtlingflüchtig,niedrigerflüchtig,flüchtling,niedriger
flüssigkeit,flüssigflüssigkeit,alleinflüssigkeit,flüssig,allein
folge,seriefolge,meerfolge,serie,meer
folter,quälereifolter,einsfolter,quälerei,eins
football,basketballfootball,grabenfootball,basketball,graben
fortsetzen,fortfahrenfortsetzen,schrankfortsetzen,fortfahren,schrank
foto,bildfoto,bleibefoto,bild,bleibe
fotograf,autogrammfotograf,mausfotograf,autogramm,maus
fracht,ladungfracht,fluchfracht,ladung,fluch
fragen,fragefragen,vertragfragen,frage,vertrag
französisch,englischfranzösisch,rechtsfranzösisch,englisch,rechts
frau,witwefrau,obenfrau,witwe,oben
freiwillig,freiwilligerfreiwillig,teuerfreiwillig,freiwilliger,teuer
freude,vergnügenfreude,verkäuferfreude,vergnügen,verkäufer
freund,kollegefreund,pornofreund,kollege,porno
freundlich,höflichfreundlich,planfreundlich,höflich,plan
freundschaft,beziehungfreundschaft,zimmerfreundschaft,beziehung,zimmer
friedhof,grabfriedhof,anwendenfriedhof,grab,anwenden
früh,spätfrüh,bildschirmfrüh,spät,bildschirm
frühstück,abendessenfrühstück,bösefrühstück,abendessen,böse
funktionell,betriebsbereitfunktionell,namefunktionell,betriebsbereit,name
furcht,horrorfurcht,projektfurcht,horror,projekt
furchtbar,schrecklichfurchtbar,bewachenfurchtbar,schrecklich,bewachen
fähigkeit,kapazitätfähigkeit,trockenfähigkeit,kapazität,trocken
föderation,kolonieföderation,regenföderation,kolonie,regen
für immer,ewigfür immer,schmalfür immer,ewig,schmal
gabel,löffelgabel,frühlinggabel,löffel,frühling
galaxie,universumgalaxie,positivgalaxie,universum,positiv
garage,werkstattgarage,fingergarage,werkstatt,finger
gasse,eckegasse,erhöhengasse,ecke,erhöhen
geben,angebotgeben,terminalgeben,angebot,terminal
geburtstag,jubiläumgeburtstag,sündegeburtstag,jubiläum,sünde
gebäude,turmgebäude,warmgebäude,turm,warm
gedicht,textgedicht,erkennengedicht,text,erkennen
gefahr,risikogefahr,papiergefahr,risiko,papier
gefährlich,riskantgefährlich,scheidunggefährlich,riskant,scheidung
gefängnis,zellegefängnis,vorbereitunggefängnis,zelle,vorbereitung
gefühl,eindruckgefühl,picknickgefühl,eindruck,picknick
gegensätzlich,gegenteilgegensätzlich,bravogegensätzlich,gegenteil,bravo
gegner,feindgegner,verlobunggegner,feind,verlobung
gehalt,rentegehalt,rachegehalt,rente,rache
gehen,betretengehen,physikgehen,betreten,physik
gehen.1,laufengehen,quantitätgehen,laufen,quantität
geisel,entführergeisel,meilegeisel,entführer,meile
geist,seelegeist,artikelgeist,seele,artikel
gelb,rotgelb,erfahrunggelb,rot,erfahrung
geld,kassegeld,wolkegeld,kasse,wolke
gemeinschaft,gesellschaftgemeinschaft,nutzlosgemeinschaft,gesellschaft,nutzlos
genehmigung,erlaubnisgenehmigung,lügegenehmigung,erlaubnis,lüge
gerechtigkeit,rachegerechtigkeit,deckegerechtigkeit,rache,decke
gerichtsverhandlung,anhörunggerichtsverhandlung,abfallgerichtsverhandlung,anhörung,abfall
geruch,geschmackgeruch,ungerechtigkeitgeruch,geschmack,ungerechtigkeit
gerät,chipgerät,anständiggerät,chip,anständig
geschenk,komplimentgeschenk,ausgeschenk,kompliment,aus
geschlossen,gesperrtgeschlossen,knoblauchgeschlossen,gesperrt,knoblauch
geschoss,kalibergeschoss,zählengeschoss,kaliber,zählen
geschwindigkeit,distanzgeschwindigkeit,inspirierengeschwindigkeit,distanz,inspirieren
geschäft,einkaufengeschäft,narrgeschäft,einkaufen,narr
gesichert,sichergesichert,eigentlichgesichert,sicher,eigentlich
gestehen,zugebengestehen,niedriggestehen,zugeben,niedrig
gestern,heutegestern,schluckengestern,heute,schlucken
gewalt,stärkegewalt,gesundheitgewalt,stärke,gesundheit
gewebe,hautgewebe,nobelgewebe,haut,nobel
gewinner,verlierergewinner,weichgewinner,verlierer,weich
gitarre,klaviergitarre,sarggitarre,klavier,sarg
glaube,hoffenglaube,felsenglaube,hoffen,felsen
glauben,vertrauenglauben,horrorglauben,vertrauen,horror
global,nationalglobal,pistoleglobal,national,pistole
glücklich,befriedigtglücklich,alkoholglücklich,befriedigt,alkohol
gorilla,affegorilla,ankunftgorilla,affe,ankunft
gramm,kilogramm,vorschlagengramm,kilo,vorschlagen
grausam,brutalgrausam,technologiegrausam,brutal,technologie
grausamkeit,bösegrausamkeit,junigrausamkeit,böse,juni
griechisch,römischgriechisch,kreisgriechisch,römisch,kreis
großartig,ausgezeichnetgroßartig,marsgroßartig,ausgezeichnet,mars
großmutter,großvatergroßmutter,attraktivgroßmutter,großvater,attraktiv
großzügig,mitfühlendgroßzügig,markegroßzügig,mitfühlend,marke
gruppe,ganggruppe,natürlichgruppe,gang,natürlich
gräfin,barongräfin,regelgräfin,baron,regel
grüßen,gratulierengrüßen,reparierengrüßen,gratulieren,reparieren
göttlich,gottgöttlich,sommergöttlich,gott,sommer
hafen,buchthafen,wahnsinnhafen,bucht,wahnsinn
haft,strafehaft,tankhaft,strafe,tank
halluzination,illusionhalluzination,herbsthalluzination,illusion,herbst
halskette,ringhalskette,landhalskette,ring,land
hamburger,sandwichhamburger,politikhamburger,sandwich,politik
hammer,stockhammer,netthammer,stock,nett
handlung,gestehandlung,straßehandlung,geste,straße
handtuch,deckehandtuch,sicherhandtuch,decke,sicher
harmonie,balanceharmonie,kritischharmonie,balance,kritisch
hase,fuchshase,radiohase,fuchs,radio
hauptquartier,basishauptquartier,garantiehauptquartier,basis,garantie
heilen,erholenheilen,kombinationheilen,erholen,kombination
helfen,hilfehelfen,pumpehelfen,hilfe,pumpe
hell,dunkelheithell,erwägenhell,dunkelheit,erwägen
hell.1,glänzenhell,müllhell,glänzen,müll
herausforderung,hindernisherausforderung,internetherausforderung,hindernis,internet
herbst,frühlingherbst,aufmerksamkeitherbst,frühling,aufmerksamkeit
herd,ofenherd,resultatherd,ofen,resultat
heroin,kokainheroin,stolzheroin,kokain,stolz
herum,rundherum,gesteherum,rund,geste
hexe,fluchhexe,betonhexe,fluch,beton
hilfe,unterstützunghilfe,geradehilfe,unterstützung,gerade
himmlisch,himmelhimmlisch,eigentumhimmlisch,himmel,eigentum
hingabe,begeisterunghingabe,kellnerhingabe,begeisterung,kellner
hingabe.1,treuehingabe,zughingabe,treue,zug
hinrichtung,hängendhinrichtung,generatorhinrichtung,hängend,generator
hintern,arschhintern,mieterhintern,arsch,mieter
hiv,aidshiv,trainierenhiv,aids,trainieren
hoch,niedrighoch,ablehnenhoch,niedrig,ablehnen
hoch.1,runterhoch,flüchtlinghoch,runter,flüchtling
hochzeit,verlobunghochzeit,wurmhochzeit,verlobung,wurm
hoheit,majestäthoheit,kohlehoheit,majestät,kohle
hubschrauber,krankenwagenhubschrauber,gewichthubschrauber,krankenwagen,gewicht
hummer,thunfischhummer,ermöglichenhummer,thunfisch,ermöglichen
hundert,tausendhundert,stehlenhundert,tausend,stehlen
hungrig,müdehungrig,softwarehungrig,müde,software
hut,helmhut,medizinischhut,helm,medizinisch
häftling,geiselhäftling,tratschhäftling,geisel,tratsch
händler,kommerziellhändler,balancehändler,kommerziell,balance
hässlich,ekelhafthässlich,beutehässlich,ekelhaft,beute
häufig,manchmalhäufig,okayhäufig,manchmal,okay
höhe,gewichthöhe,besorgthöhe,gewicht,besorgt
höher,niedrigerhöher,botschafterhöher,niedriger,botschafter
hölle,paradieshölle,ermöglichenhölle,paradies,ermöglichen
hören,zuhörenhören,brillehören,zuhören,brille
idiot,narridiot,pfundidiot,narr,pfund
imperium,dynastieimperium,zuschauerimperium,dynastie,zuschauer
impfstoff,gegenmittelimpfstoff,schwerfälligimpfstoff,gegenmittel,schwerfällig
individuum,personindividuum,schneckeindividuum,person,schnecke
infektion,virusinfektion,kommandantinfektion,virus,kommandant
informant,quelleinformant,beliebtinformant,quelle,beliebt
information,dateninformation,husteninformation,daten,husten
informieren,berichtinformieren,beängstigendinformieren,bericht,beängstigend
inhalt,enthalteninhalt,romeoinhalt,enthalten,romeo
injektion,dosisinjektion,manchmalinjektion,dosis,manchmal
innen,außeninnen,beleidigunginnen,außen,beleidigung
insekt,spinneinsekt,sofainsekt,spinne,sofa
inspektion,überprüfunginspektion,arminspektion,überprüfung,arm
inspiration,inspiriereninspiration,babyinspiration,inspirieren,baby
instrument,werkzeuginstrument,besatzunginstrument,werkzeug,besatzung
intelligent,schlauintelligent,puppeintelligent,schlau,puppe
interessant,aufregendinteressant,gesellschaftinteressant,aufregend,gesellschaft
intim,persönlichintim,kilointim,persönlich,kilo
intuition,instinktintuition,kommerziellintuition,instinkt,kommerziell
investieren,finanzeninvestieren,steheninvestieren,finanzen,stehen
investor,bankerinvestor,weininvestor,banker,wein
irgendwo,anderswoirgendwo,diebstahlirgendwo,anderswo,diebstahl
ironisch,ironieironisch,getreideironisch,ironie,getreide
jacke,hemdjacke,gouverneurjacke,hemd,gouverneur
jagen,folgenjagen,betrachtungjagen,folgen,betrachtung
jahrzehnt,jahrhundertjahrzehnt,übeljahrzehnt,jahrhundert,übel
jemals,niejemals,zuckerjemals,nie,zucker
journalist,reporterjournalist,milchjournalist,reporter,milch
juli,junijuli,erbejuli,juni,erbe
julia,romeojulia,hoteljulia,romeo,hotel
jung,altjung,illegaljung,alt,illegal
junge,mädchenjunge,kontaminationjunge,mädchen,kontamination
junior,seniorjunior,extrajunior,senior,extra
juwel,diamantjuwel,sofortjuwel,diamant,sofort
kaffee,becherkaffee,stärkekaffee,becher,stärke
kaiser,kaiserlichkaiser,erwachsenekaiser,kaiserlich,erwachsene
kalt,heißkalt,orgasmuskalt,heiß,orgasmus
kampf,schlachtkampf,netzwerkkampf,schlacht,netzwerk
kapelle,kirchekapelle,monsterkapelle,kirche,monster
kapitalismus,anarchiekapitalismus,ehemannkapitalismus,anarchie,ehemann
kapitän,kommandantkapitän,kehlekapitän,kommandant,kehle
kappe,brillekappe,berichtkappe,brille,bericht
kardinal,bischofkardinal,kastenkardinal,bischof,kasten
karte,kompasskarte,fairkarte,kompass,fair
kartell,mafiakartell,klavierkartell,mafia,klavier
kasten,schrankkasten,anarchiekasten,schrank,anarchie
katze,hundkatze,stresskatze,hund,stress
kauen,schluckenkauen,zukunftkauen,schlucken,zukunft
kellnerin,kellnerkellnerin,gesamtkellnerin,kellner,gesamt
kerze,lampekerze,schichtkerze,lampe,schicht
kind,babykind,bereichkind,baby,bereich
kindheit,jugendkindheit,gesetzkindheit,jugend,gesetz
klang,lärmklang,passagierklang,lärm,passagier
klar,okayklar,prüfenklar,okay,prüfen
klassisch,typischklassisch,clubklassisch,typisch,club
kleid,rockkleid,verlassenkleid,rock,verlassen
klein,wenigklein,phaseklein,wenig,phase
klient,patientklient,virusklient,patient,virus
klinik,krankenhausklinik,briefmarkeklinik,krankenhaus,briefmarke
kloster,tempelkloster,antwortenkloster,tempel,antworten
kloster.1,waisenhauskloster,großkloster,waisenhaus,groß
knie,schulterknie,mischungknie,schulter,mischung
koffer,aktentaschekoffer,hochschulekoffer,aktentasche,hochschule
kommen,ankommenkommen,astronautkommen,ankommen,astronaut
kommissar,inspektorkommissar,essenkommissar,inspektor,essen
kommunikation,navigationkommunikation,demütigkommunikation,navigation,demütig
kommunist,rassistkommunist,hormonkommunist,rassist,hormon
komplett,gesamtkomplett,seelekomplett,gesamt,seele
komödie,dramakomödie,objektkomödie,drama,objekt
konzentrieren,fokuskonzentrieren,lippenstiftkonzentrieren,fokus,lippenstift
