en_cue,en_target,type,cue_type,target_type,en_cosine
arrive,come,related,word,word,0.442508961677721
drama,comedy,related,word,word,0.589585819289972
inspector,commissioner,related,word,word,0.683832448142064
commission,committee,related,word,word,0.516490117361939
navigation,communication,related,word,word,0.497154272438991
racist,communist,related,word,word,0.466898592826088
society,community,related,word,word,0.624592031257396
patience,compassion,related,word,word,0.541047100996612
total,complete,related,word,word,0.649290948296224
absolutely,completely,related,word,word,0.623705129487914
software,computer,related,word,word,0.622082335124967
focus,concentrate,related,word,word,0.781467882574395
tour,concert,related,word,word,0.527372426964126
admit,confess,related,word,word,0.589056870455624
respect,confidence,related,word,word,0.488846441054146
confirmation,confirm,related,word,word,0.649244794321078
chaos,confusion,related,word,word,0.641639296910343
contact,connection,related,word,word,0.505588476929927
always,constantly,related,word,word,0.540387009142469
law,constitution,related,word,word,0.515537502522418
contain,content,related,word,word,0.308535966870999
proceed,continue,related,word,word,0.469921348370497
opposite,contrary,related,word,word,0.400968650747687
orphanage,convent,related,word,word,0.527568468034373
warm,cool,related,word,word,0.447555108406545
original,copy,related,word,word,0.383688683640166
company,corporation,related,word,word,0.629944236413494
body,corpse,related,word,word,0.650132942855138
wrong,correct,related,word,word,0.460743136425888
silk,cotton,related,word,word,0.609390378272041
baron,countess,related,word,word,0.611285185099272
relative,cousin,related,word,word,0.385069278440556
rodeo,cowboy,related,word,word,0.547704681530673
paranoid,crazy,related,word,word,0.502283686631299
imagination,creativity,related,word,word,0.56681379259354
monster,creature,related,word,word,0.631194692460449
scary,creepy,related,word,word,0.648903412568784
sin,crime,related,word,word,0.506291295154835
thief,criminal,related,word,word,0.568378536380849
situation,crisis,related,word,word,0.516747204694694
brutal,cruel,related,word,word,0.635598009868972
evil,cruelty,related,word,word,0.41581720711715
tear,cut,related,word,word,0.385310326001254
sweet,cute,related,word,word,0.555686323929156
naive,cynical,related,word,word,0.577525753082556
uncle,dad,related,word,word,0.600457230136518
dancer,dance,related,word,word,0.604207483634978
risk,danger,related,word,word,0.611316530108402
risky,dangerous,related,word,word,0.640974554569436
shadow,dark,related,word,word,0.372040097625353
sunset,dawn,related,word,word,0.527841111666275
alive,dead,related,word,word,0.512706553272443
blind,deaf,related,word,word,0.67076427708912
century,decade,related,word,word,0.635595383235817
november,december,related,word,word,0.754205786573914
cabin,deck,related,word,word,0.349222561608226
victory,defeat,related,word,word,0.637150864883063
protect,defend,related,word,word,0.680114388364595
concept,definition,related,word,word,0.497581499320024
tasty,delicious,related,word,word,0.772105463209086
freedom,democracy,related,word,word,0.602243587589031
protest,demonstration,related,word,word,0.515105983663395
arrival,departure,related,word,word,0.711474416064052
stress,depression,related,word,word,0.497286202534646
profile,description,related,word,word,0.515313049250677
fate,destiny,related,word,word,0.800204516442482
creation,destruction,related,word,word,0.509788204155339
agent,detective,related,word,word,0.440200970644247
courage,determination,related,word,word,0.614480312530377
progress,development,related,word,word,0.440521254471908
chip,device,related,word,word,0.439351530216624
angel,devil,related,word,word,0.453142421868024
fidelity,devotion,related,word,word,0.544673023392816
suffer,die,related,word,word,0.522568449511272
similar,different,related,word,word,0.589587750201069
pride,dignity,related,word,word,0.536893906902321
ping,ding,related,word,word,0.373954556870287
direct,directly,related,word,word,0.615047150304762
producer,director,related,word,word,0.612302389328178
death,disappearance,related,word,word,0.416135252577426
surprise,disappointment,related,word,word,0.43927419231999
conversation,discussion,related,word,word,0.729747571503401
flu,disease,related,word,word,0.551022869519575
dirty,disgusting,related,word,word,0.544560076123461
resignation,dismissal,related,word,word,0.542205808825487
conflict,dispute,related,word,word,0.570491933700606
county,district,related,word,word,0.539715860544117
interrupt,disturb,related,word,word,0.676772314446171
god,divine,related,word,word,0.517087164728288
unit,division,related,word,word,0.566883436373341
make,do,related,word,word,0.394937309586147
surgeon,doctor,related,word,word,0.703491750467806
file,document,related,word,word,0.519992112291378
pound,dollar,related,word,word,0.483617763561828
charity,donation,related,word,word,0.58068581459366
window,door,related,word,word,0.58095382472167
paint,draw,related,word,word,0.366594100711676
nightmare,dream,related,word,word,0.60219457503423
skirt,dress,related,word,word,0.642245861226671
passenger,driver,related,word,word,0.578298909704142
alcohol,drug,related,word,word,0.529816473782741
sober,drunk,related,word,word,0.561446752745189
goose,duck,related,word,word,0.59033602207266
ash,dust,related,word,word,0.272335846715924
rusty,dusty,related,word,word,0.264751398365896
responsibility,duty,related,word,word,0.470923935002801
gunpowder,dynamite,related,word,word,0.595546766006343
eye,ear,related,word,word,0.466056878911554
late,early,related,word,word,0.59864089890927
west,east,related,word,word,0.888417597562888
impossible,easy,related,word,word,0.4965500077763
feed,eat,related,word,word,0.519602366554489
health,education,related,word,word,0.418735933970524
influence,effect,related,word,word,0.457484152891602
useful,effective,related,word,word,0.482820942709918
nest,egg,related,word,word,0.441675147175734
campaign,election,related,word,word,0.582441414810983
magnetic,electric,related,word,word,0.509502121491684
current,electricity,related,word,word,0.284909840649505
fashionable,elegant,related,word,word,0.549284926558142
factor,element,related,word,word,0.443404589689383
urgent,emergency,related,word,word,0.44626072250717
mental,emotional,related,word,word,0.581502405411958
imperial,emperor,related,word,word,0.610028455410689
dynasty,empire,related,word,word,0.626830351355654
power,energy,related,word,word,0.526944962379814
tank,engine,related,word,word,0.408398363490142
exit,entrance,related,word,word,0.724876828670863
millionaire,entrepreneur,related,word,word,0.522694690960528
plague,epidemic,related,word,word,0.648529111200543
series,episode,related,word,word,0.478117201089655
equipment,equip,related,word,word,0.539157300837223
orgasm,erection,related,word,word,0.570871726830407
flee,escape,related,word,word,0.635242618596912
observation,evaluation,related,word,word,0.435930494455232
night,evening,related,word,word,0.617959070633623
phenomenon,event,related,word,word,0.41638498464296
finally,eventually,related,word,word,0.533682715036556
never,ever,related,word,word,0.572233095124233
underestimate,exaggerate,related,word,word,0.482861884368417
proud,excited,related,word,word,0.426741809383787
forgive,excuse,related,word,word,0.499685555384667
hanging,execution,related,word,word,0.265522049021673
practice,exercise,related,word,word,0.487058627053708
gallery,exhibition,related,word,word,0.594926685703981
wait,expect,related,word,word,0.301635718470879
burst,explode,related,word,word,0.551580673610959
earthquake,explosion,related,word,word,0.518166608019714
bomb,explosive,related,word,word,0.579697615978113
describe,express,related,word,word,0.387239928307328
internal,external,related,word,word,0.763738687021491
success,failure,related,word,word,0.560074697318739
hope,faith,related,word,word,0.331595059238943
loyal,faithful,related,word,word,0.684497022344239
fake,false,related,word,word,0.636502238753859
clan,family,related,word,word,0.586793810563425
popular,famous,related,word,word,0.521968765245466
wonderful,fantastic,related,word,word,0.781274396540222
reality,fantasy,related,word,word,0.581615171313218
near,far,related,word,word,0.317628757750435
slow,fast,related,word,word,0.560384852610661
deadly,fatal,related,word,word,0.55767848246397
mother,father,related,word,word,0.822364763290278
mail,fax,related,word,word,0.498775403441395
horror,fear,related,word,word,0.48124003136353
colony,federation,related,word,word,0.444625758404698
impression,feeling,related,word,word,0.372719334680811
male,female,related,word,word,0.902065942151173
wall,fence,related,word,word,0.541576492906163
carnival,festival,related,word,word,0.55840991341149
cough,fever,related,word,word,0.511473367683061
combat,fight,related,word,word,0.484072737145509
champion,fighter,related,word,word,0.479433575032097
nasty,filthy,related,word,word,0.569098102387029
banking,financial,related,word,word,0.60323121678195
financially,financing,related,word,word,0.577340033354313
search,find,related,word,word,0.486747382519353
dna,fingerprint,related,word,word,0.598090866090427
end,finish,related,word,word,0.329835249917398
shark,fish,related,word,word,0.659459815076321
hunting,fishing,related,word,word,0.591859398441244
fire,flame,related,word,word,0.592164001324015
naval,fleet,related,word,word,0.511790519873094
landing,flight,related,word,word,0.483001947404828
grain,flour,related,word,word,0.573024015593614
plant,flower,related,word,word,0.551056988444198
liquid,fluid,related,word,word,0.610991528652162
land,fly,related,word,word,0.293834222409455
cloud,fog,related,word,word,0.535590574661397
basketball,football,related,word,word,0.774359519435069
strength,force,related,word,word,0.488051927558723
jungle,forest,related,word,word,0.673271417622685
eternal,forever,related,word,word,0.48700459218081
spoon,fork,related,word,word,0.640320727820211
two,four,related,word,word,0.769696325941065
third,fourth,related,word,word,0.878503076047423
conspiracy,fraud,related,word,word,0.539999249968443
freely,free,related,word,word,0.490401543216359
melt,freeze,related,word,word,0.562428428488673
english,french,related,word,word,0.687750321425014
colleague,friend,related,word,word,0.68992548174718
polite,friendly,related,word,word,0.598262940453893
relationship,friendship,related,word,word,0.678282663706574
scare,frighten,related,word,word,0.811495790204383
apple,fruit,related,word,word,0.561813375713105
gas,fuel,related,word,word,0.57964048756334
refugee,fugitive,related,word,word,0.384098937359565
empty,full,related,word,word,0.445434104381791
operational,functional,related,word,word,0.539473277629745
budget,funding,related,word,word,0.567295669104522
coffin,funeral,related,word,word,0.535292646313126
witty,funny,related,word,word,0.521396038862323
universe,galaxy,related,word,word,0.737669020039338
play,game,related,word,word,0.581503435525468
workshop,garage,related,word,word,0.493277260209936
trash,garbage,related,word,word,0.863375853052045
portal,gate,related,word,word,0.53204442247834
collect,gather,related,word,word,0.527718327688725
lesbian,gay,related,word,word,0.701589139141864
naturally,generally,related,word,word,0.492721950987151
compassionate,generous,related,word,word,0.616271300723808
soft,gentle,related,word,word,0.58219795752301
compliment,gift,related,word,word,0.45601785582336
boys,girls,related,word,word,0.790156025889353
offer,give,related,word,word,0.426248836569201
national,global,related,word,word,0.518896099679657
glorious,glory,related,word,word,0.585754932437654
enter,go,related,word,word,0.349466318508558
monkey,gorilla,related,word,word,0.615054483616625
administration,government,related,word,word,0.640263573340592
diploma,graduate,related,word,word,0.598991278268271
kilo,gram,related,word,word,0.545429712707807
grandfather,grandmother,related,word,word,0.741870120237993
hospitality,gratitude,related,word,word,0.536103818313726
excellent,great,related,word,word,0.490681639248589
roman,greek,related,word,word,0.58526688317997
congratulate,greet,related,word,word,0.421725358983484
gang,group,related,word,word,0.51252609775904
innocent,guilty,related,word,word,0.547932429940545
piano,guitar,related,word,word,0.693877613489471
rifle,gun,related,word,word,0.752534222804569
illusion,hallucination,related,word,word,0.454161245108104
sandwich,hamburger,related,word,word,0.619612489436052
stick,hammer,related,word,word,0.384557098388324
cloth,handkerchief,related,word,word,0.530030161713602
occur,happen,related,word,word,0.613093728653854
satisfied,happy,related,word,word,0.534061298630841
bay,harbor,related,word,word,0.5574136576649
tough,hard,related,word,word,0.631515139036883
balance,harmony,related,word,word,0.481745973323992
helmet,hat,related,word,word,0.557678602873406
base,headquarters,related,word,word,0.463447315807511
recover,heal,related,word,word,0.509327964976828
listen,hear,related,word,word,0.528385515404746
sky,heavenly,related,word,word,0.467624424073442
heavy,heavily,related,word,word,0.487274301444657
weight,height,related,word,word,0.498043137051691
ambulance,helicopter,related,word,word,0.525793511490785
paradise,hell,related,word,word,0.315815985277787
cocaine,heroin,related,word,word,0.848855455042434
cover,hide,related,word,word,0.382016986507652
low,high,related,word,word,0.700833541066792
majesty,highness,related,word,word,0.732041025229354
road,highway,related,word,word,0.754323923391167
aids,hiv,related,word,word,0.737660541691828
crack,hole,related,word,word,0.288494744337148
christmas,holiday,related,word,word,0.647559555887979
decent,honest,related,word,word,0.436838973442388
loyalty,honesty,related,word,word,0.615488730882012
privilege,honor,related,word,word,0.564637670525613
terrible,horrible,related,word,word,0.86582445253214
donkey,horse,related,word,word,0.597167214455817
pump,hose,related,word,word,0.549741578353645
kiss,hug,related,word,word,0.720700875221388
big,huge,related,word,word,0.757912155178366
man,human,related,word,word,0.283994905857243
thousand,hundred,related,word,word,0.848232459555229
tired,hungry,related,word,word,0.5248058101263
carbon,hydrogen,related,word,word,0.682003219492163
fool,idiot,related,word,word,0.635704999553605
meaning,importance,related,word,word,0.424063639204636
valuable,important,related,word,word,0.55785668569409
flatter,impress,related,word,word,0.526145426468897
penalty,imprisonment,related,word,word,0.481576281860741
change,improvement,related,word,word,0.377234796367183
profit,income,related,word,word,0.498616637245402
point,indicate,related,word,word,0.253999250463751
person,individual,related,word,word,0.480443921156111
virus,infection,related,word,word,0.611696581810612
report,inform,related,word,word,0.464784204714765
source,informant,related,word,word,0.367106437441696
data,information,related,word,word,0.651174136118283
heritage,inherit,related,word,word,0.333666363983474
dose,injection,related,word,word,0.609825445127326
wound,injury,related,word,word,0.568742926015429
spider,insect,related,word,word,0.587797652927968
outside,inside,related,word,word,0.64580357263289
examination,inspection,related,word,word,0.640783796333817
inspire,inspiration,related,word,word,0.596069066113617
tool,instrument,related,word,word,0.536099171787783
smart,intelligent,related,word,word,0.647695763715248
purpose,intention,related,word,word,0.540449601162353
accidentally,intentionally,related,word,word,0.579188820690093
exciting,interesting,related,word,word,0.712312729674772
personal,intimate,related,word,word,0.473357621784249
instinct,intuition,related,word,word,0.669988721139346
finance,invest,related,word,word,0.543969125426354
examine,investigate,related,word,word,0.555951978450777
analyst,investigator,related,word,word,0.500673382583493
banker,investor,related,word,word,0.494191360555242
irony,ironic,related,word,word,0.569893142765612
unreasonable,irresponsible,related,word,word,0.553756225896746
shirt,jacket,related,word,word,0.794895239851449
diamond,jewel,related,word,word,0.625734609881873
trick,joke,related,word,word,0.407017624759229
reporter,journalist,related,word,word,0.783917828405736
pleasure,joy,related,word,word,0.52488163294334
court,judge,related,word,word,0.578507173515504
milk,juice,related,word,word,0.540469557362236
romeo,juliet,related,word,word,0.865092579742736
june,july,related,word,word,0.698879672410482
climb,jump,related,word,word,0.549272282850278
senior,junior,related,word,word,0.415202444117596
revenge,justice,related,word,word,0.460905254323272
hold,keep,related,word,word,0.375994247313599
poison,kill,related,word,word,0.431975386797419
queen,king,related,word,word,0.735801977078756
royal,kingdom,related,word,word,0.395710804314398
shoulder,knee,related,word,word,0.529989537481308
recognize,knew,related,word,word,0.291363441630541
sword,knife,related,word,word,0.633473764785943
now,know,related,word,word,0.410886542347288
experience,knowledge,related,word,word,0.466949389502297
lord,lady,related,word,word,0.248345702464489
river,lake,related,word,word,0.731845410015596
tenant,landlord,related,word,word,0.649400160389415
first,last,related,word,word,0.62265882915595
smile,laugh,related,word,word,0.603443360314964
member,leader,related,word,word,0.522239185572081
seminar,lecture,related,word,word,0.572882897311863
right,left,related,word,word,0.428861540948474
illegal,legal,related,word,word,0.587613277186458
myth,legend,related,word,word,0.607917254664976
size,length,related,word,word,0.470778866741133
allow,let,related,word,word,0.584988130510302
telegram,letter,related,word,word,0.682689582786565
lie,liar,related,word,word,0.469907008331454
conservative,liberal,related,word,word,0.726131162375141
suck,lick,related,word,word,0.455472789184946
sergeant,lieutenant,related,word,word,0.698880291720758
darkness,light,related,word,word,0.523320357283627
probability,likely,related,word,word,0.353821792535495
taxi,limousine,related,word,word,0.531889468773424
ming,ling,related,word,word,0.607037044165018
dragon,lion,related,word,word,0.48894142475899
art,literature,related,word,word,0.574772453593406
kidney,liver,related,word,word,0.733367277639787
frog,lizard,related,word,word,0.619539535410917
credit,loan,related,word,word,0.493151608402564
tuna,lobster,related,word,word,0.598562328131198
regional,local,related,word,word,0.53348207121582
place,location,related,word,word,0.424323296051035
key,lock,related,word,word,0.484884178813441
alone,lonely,related,word,word,0.494003870383371
short,long,related,word,word,0.501859123136227
hate,love,related,word,word,0.549401338303728
nice,lovely,related,word,word,0.680031427652625
mistress,lover,related,word,word,0.578542849964847
snack,lunch,related,word,word,0.572884836724432
robot,machine,related,word,word,0.549856730727732
playboy,magazine,related,word,word,0.376503293938055
nanny,maid,related,word,word,0.575249567518148
preserve,maintain,related,word,word,0.543143926061679
service,maintenance,related,word,word,0.4388851969604
control,manipulate,related,word,word,0.428028181098822
compass,map,related,word,word,0.54325463428895
advertising,marketing,related,word,word,0.690352202019615
divorce,marriage,related,word,word,0.576315715242254
single,married,related,word,word,0.223514173088647
yoga,massage,related,word,word,0.526489706820899
tournament,match,related,word,word,0.468204495194721
physics,mathematics,related,word,word,0.74127001895254
minimum,maximum,related,word,word,0.71479003847551
ketchup,mayonnaise,related,word,word,0.682745865466116
sheriff,mayor,related,word,word,0.602126489314383
food,meal,related,word,word,0.568017898310106
pork,meat,related,word,word,0.665145737374814
technical,mechanical,related,word,word,0.541665181338513
trophy,medal,related,word,word,0.582692567479462
artifact,medallion,related,word,word,0.419836189531468
see,meet,related,word,word,0.493680073322069
conference,meeting,related,word,word,0.587893558677771
commercial,merchant,related,word,word,0.324999924328032
forgiveness,mercy,related,word,word,0.541832792415341
warning,message,related,word,word,0.416315938715363
iron,metal,related,word,word,0.652841977639542
kilometer,meter,related,word,word,0.57674804862179
camera,microphone,related,word,word,0.591788657865381
telescope,microscope,related,word,word,0.560626021011652
civil,military,related,word,word,0.447833872796103
ambassador,minister,related,word,word,0.438043915685471
embassy,ministry,related,word,word,0.411604797126626
plus,minus,related,word,word,0.367517249985713
second,minute,related,word,word,0.611736010291129
reflection,mirror,related,word,word,0.618837432144747
poverty,misery,related,word,word,0.590905057805458
unfortunate,misfortune,related,word,word,0.518008478367046
rocket,missile,related,word,word,0.629978624651374
task,mission,related,word,word,0.601015080221981
error,mistake,related,word,word,0.620022416387619
combination,mixture,related,word,word,0.54789917168674
humble,modest,related,word,word,0.610462270696377
temple,monastery,related,word,word,0.542439886231061
cash,money,related,word,word,0.723606261349901
screen,monitor,related,word,word,0.369302859474229
tomorrow,morning,related,word,word,0.463246607135415
aspirin,morphine,related,word,word,0.575689860667067
hotel,motel,related,word,word,0.759718185562404
hill,mountain,related,word,word,0.700842150680571
porn,movie,related,word,word,0.488583791492114
daddy,mum,related,word,word,0.45363172281948
suicide,murder,related,word,word,0.499535054284948
killer,murderer,related,word,word,0.789414100521375
nerve,muscle,related,word,word,0.447954337505773
library,museum,related,word,word,0.567145100167768
jazz,music,related,word,word,0.650044765414308
singer,musician,related,word,word,0.728652786550178
evolution,mutation,related,word,word,0.58752503270942
secret,mystery,related,word,word,0.418259212730264
nude,naked,related,word,word,0.771078416091552
country,nation,related,word,word,0.710852229945143
diarrhea,nausea,related,word,word,0.618062154735655
marine,navy,related,word,word,0.561842136069914
throat,neck,related,word,word,0.539128823155493
ring,necklace,related,word,word,0.545005858412374
necessary,need,related,word,word,0.451162759693791
positive,negative,related,word,word,0.781418348610321
grandson,nephew,related,word,word,0.608601164465104
worried,nervous,related,word,word,0.623843765958617
channel,news,related,word,word,0.292536624789159
article,newspaper,related,word,word,0.541575402036333
midnight,noon,related,word,word,0.664210159347881
healthy,normal,related,word,word,0.472084823529714
south,north,related,word,word,0.881040230772815
mouth,nose,related,word,word,0.527552800030575
atomic,nuclear,related,word,word,0.606379520797243
swear,oath,related,word,word,0.465439220375104
clearly,obviously,related,word,word,0.685171828900004
sea,ocean,related,word,word,0.797049544155086
september,october,related,word,word,0.822710531116019
insult,offend,related,word,word,0.566615565978658
desk,office,related,word,word,0.53189867885524
officially,official,related,word,word,0.568214752840974
sometimes,often,related,word,word,0.626955526929388
coal,oil,related,word,word,0.498190920319758
garlic,onion,related,word,word,0.637979736999781
enemy,opponent,related,word,word,0.559187746333444
choice,option,related,word,word,0.615977653994421
green,orange,related,word,word,0.651574770151394
planet,orbit,related,word,word,0.533120056223481
command,order,related,word,word,0.389611774657789
arrange,organize,related,word,word,0.558031882113818
result,outcome,related,word,word,0.566229804130091
property,owner,related,word,word,0.390381185598906
air,oxygen,related,word,word,0.487171745327995
envelope,package,related,word,word,0.493887248726352
suffering,pain,related,word,word,0.614367374177006
artist,painter,related,word,word,0.734903955945797
section,paragraph,related,word,word,0.564749671137959
supernatural,paranormal,related,word,word,0.68170660865465
adult,parent,related,word,word,0.521622195155757
matter,particle,related,word,word,0.27089797844684
reception,party,related,word,word,0.484677449636811
enthusiasm,passion,related,word,word,0.599967820552048
ticket,passport,related,word,word,0.529453479111381
code,password,related,word,word,0.617827481438166
future,past,related,word,word,0.435460380562189
route,path,related,word,word,0.610249301087072
miserable,pathetic,related,word,word,0.653380100537127
guard,patrol,related,word,word,0.450633506975288
paper,pen,related,word,word,0.534766097224743
vagina,penis,related,word,word,0.754254986082001
population,people,related,word,word,0.406647620558455
ideal,perfect,related,word,word,0.653340204856339
show,performance,related,word,word,0.338888439693457
lipstick,perfume,related,word,word,0.546366710038059
radius,perimeter,related,word,word,0.520092471624684
phase,period,related,word,word,0.470156157876135
character,personality,related,word,word,0.590807713303345
view,perspective,related,word,word,0.57300432358261
picture,photo,related,word,word,0.789975058564838
autograph,photographer,related,word,word,0.332399758267919
dictionary,phrase,related,word,word,0.50591210125426
sexual,physical,related,word,word,0.532304672018196
fragment,piece,related,word,word,0.460471333756138
cow,pig,related,word,word,0.678772494718924
tablet,pill,related,word,word,0.482003001219405
astronaut,pilot,related,word,word,0.493185634974302
