"ko_cue","ko_target","type","cue_type","target_type","ko_cosine"
"결과","결과","related","word","word",1
"마지막으로","결국","related","word","word",0.117999610646417
"있음","결석","related","word","word",0.292353282559774
"바위","결석","related","word","word",0.318482788307181
"용기","결정","related","word","word",0.153425018838947
"이혼","결혼","related","word","word",0.382671930279288
"알리다","경보","related","word","word",NA
"쓰레기","경비","related","word","word",0.218554843765079
"마라톤","경주","related","word","word",0.475124036780007
"둥지","계란","related","word","word",0.388262074015858
"세다","계산하다","related","word","word",NA
"진행하다","계속하다","related","word","word",NA
"준비","계획","related","word","word",0.385531291467588
"인내심있는","고객","related","word","word",NA
"돼지 고기","고기","related","word","word",NA
"선택하다","고르다","related","word","word",NA
"원숭이","고릴라","related","word","word",0.333135893771926
"환대","고마움","related","word","word",NA
"존경하다","고마워하다","related","word","word",NA
"고통","고문","related","word","word",0.292725155099487
"불평","고발","related","word","word",NA
"증인","고백","related","word","word",0.249655486972431
"도로","고속도로","related","word","word",0.567804601011875
"개","고양이","related","word","word",0.323942314389819
"조용한","고요","related","word","word",0.0406029099517766
"특별한","고유 한","related","word","word",NA
"거미","곤충","related","word","word",0.486868140070749
"직접","곧장","related","word","word",0.194826699587441
"모서리","골목","related","word","word",0.565125985078241
"사막","골짜기","related","word","word",0.524196114172963
"침입","공격","related","word","word",0.386296894718445
"피해자","공격자","related","word","word",NA
"모욕","공격하다","related","word","word",NA
"연구","공부하다","related","word","word",NA
"인종 차별 주의자","공산주의자","related","word","word",NA
"현실","공상","related","word","word",0.484348257102308
"공무상","공식적인","related","word","word",NA
"단말기","공항","related","word","word",NA
"미래","과거","related","word","word",0.308637260042947
"사과","과일","related","word","word",0.330645426336305
"싼 어림","과장된 것","related","word","word",NA
"기술","과학","related","word","word",0.393962180039041
"천재","과학자","related","word","word",0.398170182659095
"인정 많은","관대 한","related","word","word",NA
"보다","관점","related","word","word",0.224659191602686
"학장","교수","related","word","word",0.35267153347139
"건강","교육","related","word","word",0.499220932113684
"신병","구두","related","word","word",0.220983944361044
"금이 가다","구멍","related","word","word",NA
"마련하다","구성","related","word","word",NA
"동기","구실","related","word","word",0.31173797501253
"군","구역","related","word","word",0.201241018125913
"사전","구절","related","word","word",0.357556493781279
"피라미드","구조","related","word","word",0.296045154242534
"영웅","구조자","related","word","word",NA
"국가","국가","related","word","word",1
"군단","군대","related","word","word",0.281655021572211
"예의 바른","군대","related","word","word",NA
"피곤한","굶주린","related","word","word",0.287867717789617
"결정적인","궁극적 인","related","word","word",NA
"전형적인","권위 있는","related","word","word",NA
"조언","권하다","related","word","word",NA
"관할권","권한","related","word","word",NA
"행성","궤도","related","word","word",0.384737798097222
"눈","귀","related","word","word",0.264523631866104
"달콤한","귀여운","related","word","word",0.215063423943039
"규칙","규약","related","word","word",NA
"킬로","그램","related","word","word",0.608398722461999
"설명","그럴듯한","related","word","word",0.211878503067997
"한 떼","그룹","related","word","word",NA
"그릇","그릇","related","word","word",1
"페인트","그리다","related","word","word",NA
"로마 인","그리스 어","related","word","word",NA
"영화","극장","related","word","word",0.272034660320206
"신경 이상","근육","related","word","word",NA
"국가의","글로벌","related","word","word",0.46869589775883
"화성","금성","related","word","word",NA
"철","금속","related","word","word",0.205178046668469
"금지되어있다","금지","related","word","word",NA
"단계","기간","related","word","word",0.410869477632771
"로봇","기계","related","word","word",0.282430895405159
"전문인","기계식","related","word","word",NA
"운영자","기능의","related","word","word",NA
"석탄","기름","related","word","word",0.462033255065011
"자선 단체","기부","related","word","word",NA
"기쁨","기쁨","related","word","word",1
"방법","기술","related","word","word",0.313595680819683
"잊다","기억하다","related","word","word",NA
"백만 장자","기업가","related","word","word",NA
"보고자","기자","related","word","word",0.324696390361716
"피아노","기타","related","word","word",0.376898045613902
"하나의","기혼","related","word","word",NA
"짧은","긴","related","word","word",0.449248096247639
"노선","길","related","word","word",NA
"크기","길이","related","word","word",0.242605271304839
"키스","껴안다","related","word","word",NA
"공장","꽃","related","word","word",0.274253116839774
"악몽","꿈","related","word","word",0.552342632973066
"주목","끌어들이다","related","word","word",0.221734766432657
"끔찍한","끔찍한","related","word","word",1
"부시","나무","related","word","word",0.136239465698249
"좋은","나쁜","related","word","word",0.381023798091645
"가리키다","나타내 다","related","word","word",NA
"오븐","난로","related","word","word",0.459780361012524
"머무르다","남아있다","related","word","word",NA
"채가다","납치범","related","word","word",NA
"극적인","낭만적 인","related","word","word",NA
"대사관","내각","related","word","word",NA
"밖의","내부에","related","word","word",0.266059652740265
"맛이 나다","냄새가 나다","related","word","word",NA
"순진한","냉소적이다","related","word","word",NA
"다람쥐","너구리","related","word","word",0.56896061437279
"좁은","넓은","related","word","word",0.358076599219023
"제삼","네번째","related","word","word",NA
"농장주","노동자","related","word","word",NA
"빨간색","노란색","related","word","word",0.56272438894957
"앨범","노래","related","word","word",0.344988549478936
"기록","녹음","related","word","word",0.418053311295033
"대화","논의","related","word","word",0.414819516113878
"갈등","논쟁","related","word","word",0.434634858783093
"공황","놀라다","related","word","word",NA
"감동적인","놀라운","related","word","word",0.401973171992339
"특별한","놀랄만한","related","word","word",0.35883694293301
"장난","농담","related","word","word",0.407925804749662
"낮은","높은","related","word","word",0.442891984117334
"낮추다","높은","related","word","word",NA
"위엄","높음","related","word","word",0.618243329864809
"끼워 넣다","놓다","related","word","word",NA
"뇌","뇌","related","word","word",1
"단추","누르다","related","word","word",NA
"비","눈","related","word","word",0.257615597500119
"곰","늑대","related","word","word",0.360952243941438
"용량","능력","related","word","word",0.361348629306059
"비슷한","다른","related","word","word",0.267518046419637
"화약","다이너마이트","related","word","word",0.540592091805795
"간단히","단순한","related","word","word",0.222398088832856
"열려있는","닫기","related","word","word",0.334575212900274
"갇혀있다","닫은","related","word","word",0.477760045207377
"파운드","달러","related","word","word",0.561022244282686
"담배","담배","related","word","word",1
"푸시","당기다","related","word","word",NA
"보통","대개","related","word","word",0.37870855328592
"환경","대기","related","word","word",0.311932461476177
"연대","대대","related","word","word",0.425058256161034
"일반","대령","related","word","word",0.161458471720732
"바꾸다","대리자","related","word","word",NA
"나귀","대상","related","word","word",NA
"태평양","대서양","related","word","word",0.644284782114145
"바다","대양","related","word","word",NA
"신용 거래","대출","related","word","word",NA
"장관","대통령","related","word","word",0.355372202854363
"피난","대피소","related","word","word",0.500418762265937
"대학","대학교","related","word","word",0.711661930302913
"단단한","대행사","related","word","word",NA
"춤추는 사람","댄스","related","word","word",NA
"답변","댓글","related","word","word",0.478172023003195
"항의","데모","related","word","word",0.381977787573611
"개구리","도마뱀","related","word","word",0.471732971152288
"난민","도망자","related","word","word",0.341041055817876
"수도","도시","related","word","word",0.128346675680855
"오르다","도약","related","word","word",NA
"장애","도전","related","word","word",0.354182186009436
"현금","돈","related","word","word",0.335477055707279
"진화","돌연변이","related","word","word",0.4596837992022
"돕다","돕다","related","word","word",1
"정맥","동맥","related","word","word",0.675355944547228
"짐승","동물","related","word","word",0.358313650274443
"호위","동반하다","related","word","word",NA
"기념물","동상","related","word","word",NA
"dvd","동영상","related","word","word",0.419622161834562
"거절하다","동의하기","related","word","word",NA
"인내심","동정심","related","word","word",0.586898452278401
"서쪽","동쪽","related","word","word",0.603968732324587
"닻","돛","related","word","word",0.785078751271998
"소","돼지","related","word","word",0.423704569046411
"뼈","두개골","related","word","word",0.460229443269655
"얇은","두꺼운","related","word","word",0.557574842891703
"공포","두려움","related","word","word",0.472128439359596
"반지름","둘레","related","word","word",NA
"앞","뒤쪽","related","word","word",0.480032293295013
"따르다","뒤쫓다 다","related","word","word",NA
"치마","드레스","related","word","word",0.466396856588782
"가끔","드물게","related","word","word",0.265907278342495
"듣다","듣다","related","word","word",1
"힘든","딱딱한","related","word","word",0.240607529404809
"바나나","딸기","related","word","word",0.5966282638859
"핑","땡땡","related","word","word",0.440729570212424
"갑자기","뜻밖에","related","word","word",0.259506723121444
"참치","랍스터","related","word","word",0.503644967361524
"시저","로마","related","word","word",0.307744784335776
"체인","로프","related","word","word",0.604235000622277
"훔치다","롭","related","word","word",0.27917325630576
"택시","리무진","related","word","word",0.30868812840892
"밍","링","related","word","word",0.378240461381575
"저주","마녀","related","word","word",0.375968577799041
"마법","마법사","related","word","word",0.60383841889888
"요가","마사지","related","word","word",0.324006001203719
"케첩","마요네즈","related","word","word",0.651612171471541
"캠프","마을","related","word","word",0.246081828816969
"...을 더한","마이너스","related","word","word",NA
"카메라","마이크로폰","related","word","word",NA
"첫 번째","마지막","related","word","word",NA
"끝","마치다","related","word","word",NA
"광고하는","마케팅","related","word","word",NA
"보다","만나다","related","word","word",0.143491864112098
"당나귀","말","related","word","word",0.279789487083234
"말하다","말하다","related","word","word",1
"말하다","말하다","related","word","word",1
"맛있는","맛있는","related","word","word",1
"막대","망치","related","word","word",0.377530249976148
"매력적인","매력적인","related","word","word",1
"극도로","매우","related","word","word",0.401114679292048
"마시다","맥주","related","word","word",0.464786489203863
"맨 위","맨 아래","related","word","word",NA
"욕을하다","맹세","related","word","word",NA
"밥을 먹이다","먹다","related","word","word",NA
"금연 건강 증진 협회","먼지","related","word","word",NA
"근처에","멀리","related","word","word",0.17178951772715
"예방하다","멈추다","related","word","word",NA
"눈부신","멋진 것","related","word","word",NA
"순진한","멍청한","related","word","word",0.295346691356323
"트로피","메달","related","word","word",0.4747818842648
"경고","메세지","related","word","word",0.454252669710807
"설사","메스꺼움","related","word","word",0.426196815249586
"실크","면","related","word","word",0.321595362829986
"특권","명예","related","word","word",0.345026737019685
"진흙","모래","related","word","word",0.512687538898172
"아스피린","모르핀","related","word","word",0.332737541299697
"수집","모으다","related","word","word",NA
"헬멧","모자","related","word","word",0.528199472744472
"호텔","모텔","related","word","word",0.46331947377896
"목","목","related","word","word",1
"반지","목걸이","related","word","word",0.480918473008709
"납치범","몸값","related","word","word",0.412445530566008
"디스트릭스","못생긴","related","word","word",NA
"무덤","묘지","related","word","word",0.402538930034636
"무거운","무겁게","related","word","word",0.484359034658089
"권총","무기","related","word","word",0.313207469640872
"떨어지다","무너지다","related","word","word",NA
"어찌할 수 없는","무력한","related","word","word",NA
"자유로이","무료","related","word","word",0.264511390280008
"어깨","무릎","related","word","word",0.418679757357394
"녹슨","무미 건조한","related","word","word",NA
"아무것도 아님","무엇","related","word","word",NA
"손가락","무지","related","word","word",0.0726786776106622
"묶다","묶다","related","word","word",NA
"문","문","related","word","word",1
"창문","문","related","word","word",0.415604310971117
"문화","문명","related","word","word",0.561605031783695
"파일","문서","related","word","word",0.461981889791852
"단어","문장","related","word","word",0.533540744627895
"문제","문제","related","word","word",1
"미술","문학","related","word","word",0.583020361000903
"파기","묻다","related","word","word",NA
"성적","물리적 인","related","word","word",NA
"의문","물어보기","related","word","word",0.316848605280062
"아프리카","미국","related","word","word",0.265956192505706
"덫","미끼","related","word","word",0.284507635188844
"로켓","미사일","related","word","word",0.371492190498482
"굴뚝","미친","related","word","word",0.207731545628565
"킬로미터","미터","related","word","word",NA
"자유","민주주의","related","word","word",0.354859957677172
"신탁","믿다","related","word","word",0.22828254084445
"희망","믿음","related","word","word",0.427061920968738
"곡물","밀가루","related","word","word",0.629079172342606
"시나몬","바닐라","related","word","word",0.733063478483257
"바보","바보","related","word","word",1
"도서관","박물관","related","word","word",0.393789246194187
"반대","반대되는","related","word","word",0.593956721807602
"발전기","반응기","related","word","word",NA
"뒤","반품","related","word","word",NA
"오르가슴","발기","related","word","word",NA
"기침","발열","related","word","word",0.559438275803406
"빛나는","밝은","related","word","word",0.409911739853716
"오염","방사능","related","word","word",0.49255696611859
"방해하다","방해하다","related","word","word",NA
"승무원","배","related","word","word",0.174497807276899
"스파이","배신자","related","word","word",0.279954283482875
"작가","배우","related","word","word",0.443520401582102
"슈퍼맨","배트맨","related","word","word",0.531235118905782
"천","백","related","word","word",0.485505843096149
"해독제","백신","related","word","word",0.412909106221554
"남작","백작 부인","related","word","word",NA
"오케스트라","밴드","related","word","word",0.441189107689052
"벌레","뱀","related","word","word",0.559145674676147
"짐","뱃짐","related","word","word",NA
"떠나다","버리다","related","word","word",0.33210894415692
"기차","버스","related","word","word",0.525087210233299
"꿀","버터","related","word","word",0.42311631081593
"도둑","범인","related","word","word",0.326131468795376
"죄","범죄","related","word","word",0.15871992124611
"회사","법인","related","word","word",0.350988788751574
"토스트","베이컨","related","word","word",0.625130232244909
"내각","벽장","related","word","word",NA
"용서하다","변명","related","word","word",NA
"유명 인사","별","related","word","word",NA
"유리","병","related","word","word",0.253491612413837
"병기고","병기고","related","word","word",NA
"가져오다","보내다","related","word","word",NA
"바라보다","보다","related","word","word",NA
"위스키","보드카","related","word","word",0.56901773549743
"보너스","보상","related","word","word",0.495722042244248
"다이아몬드","보석","related","word","word",0.417941598099543
"워싱턴","보스턴","related","word","word",0.48689327852066
"지원하다","보조","related","word","word",NA
"겸손한","보통의","related","word","word",0.467048890254379
"평범한","보통의","related","word","word",0.390780743001613
"잠수함","보트","related","word","word",0.382223222454865
"척추","복부","related","word","word",0.599453547294692
"원래의","복사","related","word","word",0.193996177742101
"베이스","본부","related","word","word",0.370520405614218
"말뿐인","볼","related","word","word",NA
"트레일러","봉고차","related","word","word",NA
"성인","부모의","related","word","word",0.38032279948985
"스매시","부서지다","related","word","word",NA
"남편","부인","related","word","word",0.173276827013271
"가난한","부자","related","word","word",0.460592583076489
"긍정적 인","부정적인","related","word","word",NA
"남쪽","북쪽","related","word","word",0.490035503786493
"초","분","related","word","word",0.259854459268041
"검시","분석","related","word","word",0.534837008082377
"단위","분할","related","word","word",0.499628218135841
"끔찍한","불결한","related","word","word",0.285639136247349
"부당","불공정","related","word","word",NA
"불","불꽃","related","word","word",0.292662588374981
"인정하다","불다","related","word","word",NA
"비참한","불쌍한","related","word","word",0.275350414512798
"걱정하는","불안한","related","word","word",0.369417872767984
"불편한","불쾌한","related","word","word",0.379120969995426
"불행한 사람","불행","related","word","word",NA
"빈곤","불행","related","word","word",NA
"암호","비밀번호","related","word","word",0.501726809271135
"긴급한","비상","related","word","word",0.378452437355402
"슬퍼","비참한","related","word","word",0.366020917267874
"단백질","비타민","related","word","word",0.511564157875859
"착륙","비행","related","word","word",0.458559913559924
"어둠","빛","related","word","word",0.502110339753932
"천천히","빠르게","related","word","word",0.357795265874797
"느린","빠른","related","word","word",0.502351876291607
"발사","사격","related","word","word",0.392897161837813
"사건","사고","related","word","word",0.277190930299238
"음모","사기","related","word","word",0.380566266982372
"파는 사람","사는 사람","related","word","word",NA
"인구","사람들","related","word","word",0.165029926269399
"싫어하다","사랑","related","word","word",NA
"멋진","사랑스러운","related","word","word",0.369230483539023
"직무","사명","related","word","word",NA
"닌자","사무라이","related","word","word",0.542319110880336
"책상","사무실","related","word","word",0.503189939775444
"스파이 활동","사보타주","related","word","word",NA
"산업","사업","related","word","word",0.353337872578411
"적용하다","사용","related","word","word",NA
"용","사자","related","word","word",0.402994804451088
"관리자","사장","related","word","word",0.421870335185345
"그림","사진","related","word","word",0.293178823832649
"자필","사진 작가","related","word","word",NA
"상대적인","사촌","related","word","word",0.0823658456070491
"언덕","산","related","word","word",0.295722591316521
"공기","산소","related","word","word",0.385202309904314
"자살","살인","related","word","word",0.393868671936072
"살인자","살인자","related","word","word",1
"하나","삼","related","word","word",0.224379681213075
"원","삼각형","related","word","word",0.243910883628571
"더블","삼루타","related","word","word",NA
"시리즈","삽화","related","word","word",NA
"노벨","상","related","word","word",0.413149031539056
"중사","상관 대리","related","word","word",NA
"적","상대","related","word","word",0.136157215645512
"유산","상속","related","word","word",0.588579875386764
"의회","상원","related","word","word",0.571015879337395
"광고","상인","related","word","word",0.301725350009434
"깃발","상징","related","word","word",0.487861804533385
"연방 정부","상태","related","word","word",NA
"상처","상해","related","word","word",0.178828122933166
"나비","새","related","word","word",0.262366719707347
"신선한","새로 고치다","related","word","word",NA
"일몰","새벽","related","word","word",0.423863399840609
"수프","샐러드","related","word","word",0.616152346568976
"연금","샐러리","related","word","word",NA
"고려하다","생각한다","related","word","word",NA
"괴물","생물","related","word","word",0.292072812639166
"화학","생물학","related","word","word",0.511723004827986
"화학적 인","생물학적","related","word","word",NA
"공장","생산","related","word","word",0.42935263013954
"만들다","생산하다","related","word","word",NA
"상어","생선","related","word","word",0.426735075628069
"기념일","생일","related","word","word",0.524474137556543
"라이브","생존하다","related","word","word",NA
"와인","샴페인","related","word","word",0.562985940950792
"우표","서명","related","word","word",0.39683974750785
"남부 지방 사투리","서부 사람","related","word","word",NA
"동물원","서커스","related","word","word",0.36388342326048
"운동","선거","related","word","word",0.239317101832869
"칭찬","선물","related","word","word",0.27528232160271
"학생","선생님","related","word","word",0.180537054516189
"경쟁","선수권 대회","related","word","word",NA
"보수적 인","선심 쓰는","related","word","word",NA
"해적","선원","related","word","word",0.452060317262495
"사령관","선장","related","word","word",0.433771722811079
"연설","설교","related","word","word",0.454425475885049
"프로필","설명","related","word","word",0.337642603525293
"궁전","성","related","word","word",0.367232112877716
"별명","성","related","word","word",0.179795785194414
"관리하다","성공한 것","related","word","word",NA
"토너먼트","성냥","related","word","word",NA
"보여 주다","성능","related","word","word",NA
"논평","성명","related","word","word",NA
"수도사","성직자","related","word","word",NA
"국제적인","세계","related","word","word",0.208839878185258
"마일","센티미터","related","word","word",NA
"소녀","소년","related","word","word",0.565627232309792
"이익","소득","related","word","word",0.54022905939451
"무서운","소름 끼치다","related","word","word",NA
"소음","소리","related","word","word",0.263304607361333
"욕구","소망","related","word","word",0.500760763728868
"크림","소스","related","word","word",0.581710781491721
"채널","소식","related","word","word",0.304916771488229
"죽음","소실","related","word","word",NA
"재산","소유자","related","word","word",0.536202366768767
"거리","속도","related","word","word",0.267633761854603
"옷감","손수건","related","word","word",NA
"달의","솔라","related","word","word",0.456832046831198
"품위있는","솔직한","related","word","word",0.552238334726163
"감지기","송신기","related","word","word",0.555763634796356
"담요","수건","related","word","word",0.635104133612469
"고아원","수도원","related","word","word",0.453099390237813
"절","수도원","related","word","word",0.145616697356006
"고치다","수리하다","related","word","word",NA
"탄소","수소","related","word","word",0.535485981184369
"작동하다","수술","related","word","word",NA
"머리카락","수염","related","word","word",0.355324048171932
"안 들리게 하다","수영","related","word","word",NA
"물리학","수학","related","word","word",0.322295642316276
"변호사","수행자","related","word","word",NA
"주님","숙녀","related","word","word",0.369963705758315
"경비원","순찰","related","word","word",0.4324417199085
"냉철한","술 취한","related","word","word",NA
"클럽","술집","related","word","word",0.358374757590492
"씌우다","숨다","related","word","word",NA
"밀림","숲","related","word","word",0.532063255166944
"불가능한","쉬운","related","word","word",0.258025868487889
"잡담","스캔들","related","word","word",0.305360668867728
"율","스타일","related","word","word",NA
"때리다","스트라이크","related","word","word",0.291911852111993
"라자냐","스파게티","related","word","word",0.605514776804941
"취미","스포츠","related","word","word",0.35280956452606
"허가","승인","related","word","word",0.607686148390888
"텍스트","시","related","word","word",0.279629295502297
"연기","시가","related","word","word",0.287816298451898
"뇌관","시간제 노동자","related","word","word",NA
"노력하다","시도","related","word","word",NA
"따뜻한","시원한","related","word","word",0.451825027280043
"주 장관","시장","related","word","word",NA
"신체","시체","related","word","word",0.199912946497617
"선술집","식당","related","word","word",NA
"음식","식사","related","word","word",0.325512560944743
"존경","신뢰","related","word","word",0.467758333522244
"기사","신문","related","word","word",0.440986226700096
"신랑","신부","related","word","word",0.493672548730133
"비밀","신비","related","word","word",NA
"하느님","신성한","related","word","word",0.377681781690294
"가톨릭","신자","related","word","word",0.63163101373253
"빈도","신호","related","word","word",NA
"놀라다","실망","related","word","word",NA
"오류","실수","related","word","word",0.294468823404955
"성공","실패","related","word","word",0.544892665817699
"교수형","실행","related","word","word",0.270946539498829
"해부","심리학","related","word","word",0.43640643913806
"의료","심리학","related","word","word",0.47775549994672
"십대","십대","related","word","word",1
"구월","십월","related","word","word",NA
"화장실","싱크대","related","word","word",0.349615011447614
"전투","싸움","related","word","word",0.282165405130168
"투기장","싸움터","related","word","word",NA
"독서","쓰기","related","word","word",0.393849754383512
"읽다","쓰다","related","word","word",NA
"쓰레기","쓰레기","related","word","word",1
"삼키다","씹다","related","word","word",NA
"깨끗한","씻다","related","word","word",NA
"호르몬","아드레날린","related","word","word",0.583873953752896
"딸","아들","related","word","word",0.424060465323871
"예쁜","아름다운","related","word","word",0.354015835862003
"매력","아름다움","related","word","word",0.500677850926411
"아마도","아마","related","word","word",0.5724110625417
"어머니","아버지","related","word","word",0.417736236567356
"삼촌","아빠","related","word","word",0.328299544160099
"반어","아이러니 한","related","word","word",NA
"이미","아직","related","word","word",0.227665669079136
"내일","아침","related","word","word",0.245948955736902
"저녁","아침밥","related","word","word",0.47615902891142
"집","아파트","related","word","word",0.410755783771492
"아픈","아픈","related","word","word",1
"도구","악기","related","word","word",0.373314457697354
"천사","악마","related","word","word",0.385022796267129
"목소리","악센트","related","word","word",0.33134967339557
"구름","안개","related","word","word",0.48493556161636
"안녕하세요","안녕","related","word","word",0.526790418341062
"보안","안전","related","word","word",0.381730130906044
"안전한","안전한","related","word","word",1
"서다","앉다","related","word","word",NA
"지금","알고있다","related","word","word",0.218328467353845
"익명의","알려지지 않은","related","word","word",NA
"보고서","알리다","related","word","word",NA
"인정하다","알았다","related","word","word",NA
"태블릿","알약","related","word","word",0.535138979409386
"브라보","알파의","related","word","word",0.474131013205145
"종양","암","related","word","word",0.335124253786481
"용병","암살자","related","word","word",0.57474398091767
"맥박","압력","related","word","word",0.579441789141187
"정부","애인","related","word","word",0.193550926960388
"경기장","야구","related","word","word",0.320536964756104
"보장하다","약속하다","related","word","word",NA
"뇌물","약탈","related","word","word",0.371887475628227
"강한","약한","related","word","word",0.356301463195221
"합집합","양","related","word","word",NA
"램프","양초","related","word","word",0.482404972958782
"바닥","양탄자","related","word","word",0.388303455689718
"마늘","양파","related","word","word",0.596589878886728
"그림자","어두운","related","word","word",0.369148227715428
"다른 곳에서는","어딘가에","related","word","word",NA
"낡은","어린","related","word","word",0.132874046016555
"청소년","어린 시절","related","word","word",NA
"아기","어린이","related","word","word",0.209188651619048
"비서","어시스턴트","related","word","word",NA
"수렵","어업","related","word","word",NA
"오늘","어제","related","word","word",0.291626000188608
"녹다","얼다","related","word","word",NA
"훌륭한","엄청난","related","word","word",0.210116241962055
"힘","에너지","related","word","word",0.317109934007169
"탱크","엔진","related","word","word",0.457228488246105
"티켓","여권","related","word","word",0.418244055887593
"과부","여성","related","word","word",0.252720736639683
"남성","여자","related","word","word",0.253316677436065
"소년들","여자애들","related","word","word",0.385130976708431
"플랫폼","역","related","word","word",0.455641219443071
"더러운","역겨운","related","word","word",0.370496543114672
"연락하다","연결","related","word","word",NA
"가스","연료","related","word","word",0.431117748839036
"관행","연습","related","word","word",NA
"식민지","연합","related","word","word",0.582720407994585
"세기","열개의","related","word","word",NA
"열광","열정","related","word","word",NA
"고무하다","영감","related","word","word",NA
"거룩한","영광","related","word","word",0.5804963750805
"영원한","영원히","related","word","word",0.49398088720267
"영혼","영혼","related","word","word",1
"포르노","영화","related","word","word",0.376458766043807
"연약한","예민한","related","word","word",0.5013441353138
"교회에","예배당","related","word","word",0.364404370979485
"기다리다","예상하다","related","word","word",NA
"도착하다","오다","related","word","word",NA
"거위","오리","related","word","word",0.398177551831804
"피","오줌","related","word","word",0.237168758192998
"열","온도","related","word","word",0.16631467592389
"부드러운","온화한","related","word","word",0.419846468103105
"이동하다","옮기다","related","word","word",NA
"잘못된","옳은","related","word","word",0.446139218109464
"선택","옵션","related","word","word",0.385056207085018
"이상적인","완벽한","related","word","word",0.419990157982116
"총","완벽한","related","word","word",0.120682672757155
"물론","완전히","related","word","word",0.180952828355632
"셜록","왓슨","related","word","word",0.422646476668785
"퀸","왕","related","word","word",0.359691799395697
"왕실의","왕국","related","word","word",0.455757875154925
"공주님","왕자","related","word","word",0.360240750567
"왕관","왕좌","related","word","word",0.532872144464472
"ufo.","외계인","related","word","word",NA
"홀로","외로운","related","word","word",0.224598746759318
"내부의","외부의","related","word","word",0.636962615499771
"오른쪽","왼쪽","related","word","word",0.639112073252481
"수요","요구","related","word","word",NA
"요리하다","요리사","related","word","word",NA
"요인","요소","related","word","word",NA
"고귀한","용감한","related","word","word",0.412431824506534
"광기","우둔","related","word","word",NA
"번개","우뢰","related","word","word",NA
"실패자","우승자","related","word","word",NA
"유행의","우아한","related","word","word",NA
"스트레스","우울증","related","word","word",0.410771703436526
"관계","우정","related","word","word",0.328505404837792
"운명","운명","related","word","word",1
"승객","운전사","related","word","word",0.31465627572946
"벽","울타리","related","word","word",0.459487487385344
"웃다","웃다","related","word","word",1
"모델","원기","related","word","word",NA
"이유","원인","related","word","word",0.258190329417628
"웨이터","웨이트리스","related","word","word",0.58497537605697
"상황","위기","related","word","word",0.323501136717693
"아래에","위로","related","word","word",0.360135930377567
"레이더","위성","related","word","word",0.507586906836162
"자부심","위엄","related","word","word",0.400896179524664
"조사관","위원","related","word","word",NA
"수수료","위원회","related","word","word",0.324883037898293
"장소","위치","related","word","word",0.333955456740247
"상태","위치","related","word","word",0.388663607352933
"위험","위험","related","word","word",1
"위험한","위험한","related","word","word",1
"후보자","유권자","related","word","word",0.42966381121776
"인기있는","유명한","related","word","word",0.346696311930649
"서비스","유지","related","word","word",0.329324091291541
