ko_cue,ko_target,type,cue_type,target_type,ko_cosine
거짓말하다,거짓말 쟁이,related,word,word,
염려,걱정하다,related,word,word,
탑,건물,related,word,word,0.386076905476503
엔지니어,건축가,related,word,word,0.557572917566894
달리다,걷다,related,word,word,
하얀색,검은 색,related,word,word,
확인하다,검증,related,word,word,
레즈비언,게이,related,word,word,0.426431005876361
눌다,게임,related,word,word,
여름,겨울,related,word,word,0.460492755220046
화,격노,related,word,word,
성과,결과,related,word,word,0.223131302433272
드디어,결국,related,word,word,0.237283870393241
참석,결석,related,word,word,0.239096914617495
바위,돌,related,word,word,0.400592902167069
용기,결심,related,word,word,0.370045390655548
이혼,결혼,related,word,word,0.382671930279288
알림,경보,related,word,word,0.625421322040327
낭비하다,쓰다,related,word,word,
마라톤,경주,related,word,word,0.475124036780007
둥지,계란,related,word,word,0.388262074015858
세다,계산하다,related,word,word,
진행하다,계속하다,related,word,word,
준비,계획,related,word,word,0.385531291467588
환자,고객,related,word,word,0.258885913752111
돼지 고기,고기,related,word,word,
선택하다,고르다,related,word,word,
원숭이,고릴라,related,word,word,0.333135893771926
환대,고마움,related,word,word,
존경하다,고마워하다,related,word,word,
고통,고문,related,word,word,0.292725155099487
불평,비난,related,word,word,0.451991413424259
증인,증언,related,word,word,0.534014645825094
도로,고속도로,related,word,word,0.567804601011875
개,고양이,related,word,word,0.323942314389819
조용한,침묵,related,word,word,0.161565035960371
특별한,유일무이한,related,word,word,0.233109750429839
거미,곤충,related,word,word,0.486868140070749
직접,곧장,related,word,word,0.194826699587441
구석,골목,related,word,word,0.397196692066981
사막,골짜기,related,word,word,0.524196114172963
침략,공격,related,word,word,0.441388311377616
피해자,공격자,related,word,word,
모욕,감정을 상하게 하다,related,word,word,
연구,공부하다,related,word,word,
인종 차별 주의자,공산주의자,related,word,word,
현실,공상,related,word,word,0.484348257102307
공무상,공식적인,related,word,word,
터미널,공항,related,word,word,0.283373713286312
미래,과거,related,word,word,0.308637260042947
사과,과일,related,word,word,0.330645426336305
과소평가하다,과장하다,related,word,word,
기술,과학,related,word,word,0.393962180039041
천재,과학자,related,word,word,0.398170182659095
자비한,관대 한,related,word,word,
경치,관점,related,word,word,0.162052014328948
학장,교수,related,word,word,0.352671533471391
건강,교육,related,word,word,0.499220932113684
부츠,신발,related,word,word,0.442024918477605
틈,구멍,related,word,word,0.430532956281139
마련하다,정리하다,related,word,word,
동기,구실,related,word,word,0.311737975012531
군,구역,related,word,word,0.201241018125913
사전,구절,related,word,word,0.357556493781279
피라미드,구조,related,word,word,0.296045154242534
영웅,구원자,related,word,word,0.426515453419494
나라,국가,related,word,word,0.315465564473562
부대,군대,related,word,word,0.34480119648275
시민이,군대,related,word,word,0.313805330067093
피곤한,굶주린,related,word,word,0.287867717789617
결정적인,최후의,related,word,word,0.321413453428419
전형적인,고전적인,related,word,word,0.676726675579088
조언,충고하다,related,word,word,
관할권,권한,related,word,word,
행성,궤도,related,word,word,0.384737798097222
눈,귀,related,word,word,0.264523631866104
달콤한,귀여운,related,word,word,0.215063423943038
규칙,조약,related,word,word,0.356127955949485
킬로,그램,related,word,word,0.608398722461999
설명,그럴듯한,related,word,word,0.211878503067998
패거리,그룹,related,word,word,0.354478821239117
그릇,접시,related,word,word,0.518196299811036
페인트,그리다,related,word,word,
로마 인,그리스 어,related,word,word,
영화,극장,related,word,word,0.272034660320206
신경 이상,근육,related,word,word,
국가의,세계적인,related,word,word,0.431785948911862
화성,금성,related,word,word,
철,금속,related,word,word,0.205178046668469
금지되어있다,금하다,related,word,word,
단계,기간,related,word,word,0.410869477632771
로봇,기계,related,word,word,0.282430895405159
전문인,기계식,related,word,word,
가동상의,기능의,related,word,word,
석탄,기름,related,word,word,0.462033255065012
자선,기부,related,word,word,0.450152301438856
즐거움,기쁨,related,word,word,0.648053947120237
방법,기술,related,word,word,0.313595680819683
까먹다,기억하다,related,word,word,
부호,사업가,related,word,word,0.572961041580273
보고자,기자,related,word,word,0.324696390361716
피아노,기타,related,word,word,0.376898045613901
미혼,기혼,related,word,word,
짧은,긴,related,word,word,0.449248096247638
노선,길,related,word,word,
크기,길이,related,word,word,0.242605271304839
입맞춤,껴안다,related,word,word,
식물,꽃,related,word,word,0.250673620524444
악몽,꿈,related,word,word,0.552342632973066
주목,끌어들이다,related,word,word,0.221734766432657
극심한,끔찍한,related,word,word,0.272243617204846
부시,나무,related,word,word,0.136239465698249
좋은,나쁜,related,word,word,0.381023798091645
가리키다,내비치다,related,word,word,
오븐,화덕,related,word,word,
머무르다,남아있다,related,word,word,
납치,유괴하다,related,word,word,
극적인,낭만적 인,related,word,word,
대사관,내각,related,word,word,
밖의,안에,related,word,word,0.264932526141936
맛이 나다,냄새가 나다,related,word,word,
순진한,냉소적이다,related,word,word,
다람쥐,너구리,related,word,word,0.56896061437279
좁은,넓은,related,word,word,0.358076599219023
셋째,네번째,related,word,word,0.383244941800084
농장주,노동자,related,word,word,
빨간색,노란색,related,word,word,0.56272438894957
앨범,노래,related,word,word,0.344988549478936
기록,녹음,related,word,word,0.418053311295033
대화,상의,related,word,word,0.39554305035724
갈등,논쟁,related,word,word,0.434634858783093
겁주다,놀라다,related,word,word,
인상깊은,놀라운,related,word,word,
특출한,놀랄만한,related,word,word,
장난,농담,related,word,word,0.407925804749662
낮은,높은,related,word,word,0.442891984117334
아래쪽의,위쪽의,related,word,word,
폐하,전하,related,word,word,0.500526015316471
끼워 넣다,놓다,related,word,word,
뇌,대뇌의,related,word,word,
버튼,누르다,related,word,word,
비,눈,related,word,word,0.257615597500119
곰,늑대,related,word,word,0.360952243941439
용량,능력,related,word,word,0.361348629306059
비슷한,다른,related,word,word,0.267518046419637
화약,다이너마이트,related,word,word,0.540592091805796
간단한,단순한,related,word,word,0.404496698046979
열다,닫다,related,word,word,
잠긴,닫힌,related,word,word,0.636227874888744
파운드,달러,related,word,word,0.561022244282686
타바고,담배,related,word,word,
밀다,끌다,related,word,word,
보통,대개,related,word,word,0.37870855328592
환경,공기,related,word,word,0.397467055767272
연대,대대,related,word,word,0.425058256161034
장군,대령,related,word,word,0.3619575572283
바꾸다,대리자,related,word,word,
나귀,엉덩이,related,word,word,
태평양,대서양,related,word,word,0.644284782114145
바다,대양,related,word,word,
신용도,대출,related,word,word,
총장,대통령,related,word,word,0.341858007275038
피선,보호소,related,word,word,
대학,대학교,related,word,word,0.711661930302913
기업,대행사,related,word,word,
춤추는 사람,춤,related,word,word,
답변,댓글,related,word,word,0.478172023003195
항의,시위,related,word,word,0.361970170570801
개구리,도마뱀,related,word,word,0.471732971152288
난민,도망자,related,word,word,0.341041055817876
수도,도시,related,word,word,0.128346675680855
오르다,뛰다,related,word,word,
장애물,도전,related,word,word,0.429576262049795
현금,돈,related,word,word,0.335477055707279
진화,돌연변이,related,word,word,0.4596837992022
도움,원조하다,related,word,word,
정맥,동맥,related,word,word,0.675355944547228
짐승,동물,related,word,word,0.358313650274443
호위,동반하다,related,word,word,
기념물,동상,related,word,word,
디브이디,동영상,related,word,word,
거절,동의,related,word,word,0.49873457910562
인내심,동정심,related,word,word,0.586898452278401
서쪽,동쪽,related,word,word,0.603968732324587
닻,항해,related,word,word,0.3898009114214
소,돼지,related,word,word,0.423704569046411
뼈,두개골,related,word,word,0.460229443269655
얇은,두꺼운,related,word,word,0.557574842891703
공포,두려움,related,word,word,0.472128439359596
반경,둘레,related,word,word,
앞,뒤쪽,related,word,word,0.480032293295013
따르다,뒤쫓다 다,related,word,word,
치마,드레스,related,word,word,0.466396856588782
가끔,드물게,related,word,word,0.265907278342495
듣다,들리다,related,word,word,
강인한,단단한,related,word,word,0.38720923809549
바나나,딸기,related,word,word,0.596628263885901
핑,땡땡,related,word,word,0.440729570212424
갑자기,뜻밖에,related,word,word,0.259506723121444
참치,랍스터,related,word,word,0.503644967361525
시저,로마,related,word,word,0.307744784335776
체인,밧줄,related,word,word,0.666457991794841
훔치다,털다,related,word,word,
택시,리무진,related,word,word,0.30868812840892
밍,링,related,word,word,0.378240461381575
저주,마녀,related,word,word,0.375968577799041
마법,마법사,related,word,word,0.60383841889888
요가,마사지,related,word,word,0.324006001203719
케첩,마요네즈,related,word,word,0.651612171471541
야영지,마을,related,word,word,0.325309459989334
더하기,빼기,related,word,word,0.554692988550495
카메라,마이크로폰,related,word,word,
첫 번째,마지막,related,word,word,
끝,마치다,related,word,word,
광고업,마케팅,related,word,word,
보다,만나다,related,word,word,0.143491864112098
당나귀,말,related,word,word,0.279789487083234
이야기하다,말하다,related,word,word,
얘기하다,알리다,related,word,word,
맛좋은,맛있는,related,word,word,
막대,망치,related,word,word,0.377530249976148
멋진,매력적인,related,word,word,0.412003452759757
극도로,매우,related,word,word,0.401114679292048
마시다,맥주,related,word,word,0.464786489203864
맨 위,맨 아래,related,word,word,
욕을하다,맹세,related,word,word,
밥을 먹이다,먹다,related,word,word,
재,먼지,related,word,word,0.286852866626089
근처에,멀리,related,word,word,0.17178951772715
예방하다,멈추다,related,word,word,
눈부신,극적인,related,word,word,0.286181056746466
순진한,멍청한,related,word,word,0.295346691356323
트로피,메달,related,word,word,0.4747818842648
경고,메세지,related,word,word,0.454252669710807
설사,메스꺼움,related,word,word,0.426196815249587
비단,면,related,word,word,0.336663028606961
특권,명예,related,word,word,0.345026737019685
진흙,모래,related,word,word,0.512687538898172
아스피린,모르핀,related,word,word,0.332737541299697
수집,모으다,related,word,word,
헬멧,모자,related,word,word,0.528199472744472
호텔,모텔,related,word,word,0.46331947377896
목구멍,목,related,word,word,
반지,목걸이,related,word,word,0.480918473008709
납치범,몸값,related,word,word,0.412445530566008
역겨운,못생긴,related,word,word,0.480444346314858
무덤,묘지,related,word,word,0.402538930034636
무거운,무겁게,related,word,word,0.484359034658089
권총,무기,related,word,word,0.313207469640872
떨어지다,무너지다,related,word,word,
의지할 곳이 없는,무력한,related,word,word,
자유롭게,무료,related,word,word,0.184310669273978
어깨,무릎,related,word,word,0.418679757357394
녹슨,먼지가 자뜩한,related,word,word,
아무것도 아님,무엇,related,word,word,
손가락,엄지손가락,related,word,word,
동여매다,묶다,related,word,word,
포털,출입구/게이트,related,word,word,
창문,문,related,word,word,0.415604310971117
문화,문명,related,word,word,0.561605031783695
파일,문서,related,word,word,0.461981889791852
단어,문장,related,word,word,0.533540744627895
폐/탈,문제,related,word,word,
미술,문학,related,word,word,0.583020361000903
파기,묻다,related,word,word,
성적,육체,related,word,word,0.458892711710514
의문,물어보기,related,word,word,0.316848605280062
아프리카,미국,related,word,word,0.265956192505706
덫,미끼,related,word,word,0.284507635188844
로켓,미사일,related,word,word,0.371492190498482
피해망상적인,미친,related,word,word,
킬로미터,미터,related,word,word,
자유,민주주의,related,word,word,0.354859957677172
신뢰,믿다,related,word,word,0.292376639317084
희망,믿음,related,word,word,0.427061920968738
곡물,밀가루,related,word,word,0.629079172342606
시나몬,바닐라,related,word,word,0.733063478483257
멍청이,바보,related,word,word,0.382391089372097
도서관,박물관,related,word,word,0.393789246194187
반대,상반하는,related,word,word,
발전기,반응기,related,word,word,
뒤,반품,related,word,word,
오르가슴,발기,related,word,word,
기침,발열,related,word,word,0.559438275803406
빛나는,밝은,related,word,word,0.409911739853716
오염,방사선,related,word,word,0.440129683285609
중단시키다,방해하다,related,word,word,
크루,배,related,word,word,0.235150442665885
정보원,배신자,related,word,word,0.33618505751006
작가,배우,related,word,word,0.443520401582102
슈퍼맨,배트맨,related,word,word,0.531235118905782
천,백,related,word,word,0.485505843096149
해독제,백신,related,word,word,0.412909106221554
남작,백작 부인,related,word,word,
오케스트라,밴드,related,word,word,0.441189107689052
지렁이,뱀,related,word,word,0.239532636653312
짐,화물,related,word,word,0.259631072965843
떠나다,버리다,related,word,word,0.33210894415692
기차,버스,related,word,word,0.525087210233299
꿀,버터,related,word,word,0.42311631081593
도둑,범인,related,word,word,0.326131468795376
죄,범죄,related,word,word,0.15871992124611
회사,법인,related,word,word,0.350988788751574
토스트,베이컨,related,word,word,0.625130232244909
내각,벽장,related,word,word,
용서하다,변명,related,word,word,
연예인,별,related,word,word,0.273659969389473
잔,병,related,word,word,0.28680947824607
병기고,무기고,related,word,word,
가져오다,보내다,related,word,word,
바라보다,보다,related,word,word,
위스키,보드카,related,word,word,0.56901773549743
보너스,보상,related,word,word,0.495722042244248
다이아몬드,보석,related,word,word,0.417941598099543
워싱턴,보스턴,related,word,word,0.48689327852066
지원하다,보조,related,word,word,
겸손한,얌전한,related,word,word,0.517515811203173
평범한,보통의,related,word,word,0.390780743001613
잠수함,배,related,word,word,0.25925031209831
척추,복부,related,word,word,0.599453547294692
원본,복사,related,word,word,0.541794401865743
기지,본부,related,word,word,0.449852284386625
입술,볼,related,word,word,0.202199906164396
트레일러,밴,related,word,word,0.496194432921436
성인,부모,related,word,word,0.347811592116913
박살내다,깨뜨리다,related,word,word,
남편,부인,related,word,word,0.173276827013271
가난한,부자,related,word,word,0.460592583076489
긍정적 인,부정적인,related,word,word,
남쪽,북쪽,related,word,word,0.490035503786493
초,분,related,word,word,0.259854459268041
부검,분석,related,word,word,0.491745385195958
단위,분할,related,word,word,0.499628218135841
끔찍한,불결한,related,word,word,0.285639136247349
부당,불공정,related,word,word,
불,불꽃,related,word,word,0.292662588374981
인정하다,자백하다,related,word,word,
비참한,불쌍한,related,word,word,0.275350414512798
걱정하는,불안한,related,word,word,0.369417872767984
불편한,불쾌한,related,word,word,0.379120969995426
운이 없는,불행,related,word,word,
가난,고통,related,word,word,
암호,비밀번호,related,word,word,0.501726809271135
긴급한,비상,related,word,word,0.378452437355402
슬퍼,비참한,related,word,word,0.366020917267874
단백질,비타민,related,word,word,0.511564157875859
착륙,비행,related,word,word,0.458559913559924
어둠,빛,related,word,word,0.502110339753932
천천히,빠르게,related,word,word,0.357795265874797
느린,빠른,related,word,word,0.502351876291607
발사,사격,related,word,word,0.392897161837813
사건,사고,related,word,word,0.277190930299238
음모,사기,related,word,word,0.380566266982372
파는 사람,사는 사람,related,word,word,
인구,사람들,related,word,word,0.165029926269399
혐오하다,사랑,related,word,word,
좋은,사랑스러운,related,word,word,0.338181339145301
직무,사명,related,word,word,
닌자,사무라이,related,word,word,0.542319110880336
책상,사무실,related,word,word,0.503189939775444
첩죄,사보타주,related,word,word,
산업,사업,related,word,word,0.353337872578411
적용하다,사용하다,related,word,word,
용,사자,related,word,word,0.402994804451088
관리자,사장,related,word,word,0.421870335185345
그림,사진,related,word,word,0.293178823832649
자필,사진 작가,related,word,word,
친척,사촌,related,word,word,0.414139964816222
언덕,산,related,word,word,0.295722591316521
공기,산소,related,word,word,0.385202309904314
자살,살인,related,word,word,0.393868671936072
모살자,살인자,related,word,word,
일,삼,related,word,word,0.299016554023571
원형,삼각형,related,word,word,0.52483145540916
이배/두배,삼배,related,word,word,
연속,에피소드,related,word,word,0.388162006001249
노벨,상,related,word,word,0.413149031539056
중사,상관 대리,related,word,word,
적,상대,related,word,word,0.136157215645512
유산,상속,related,word,word,0.588579875386764
의회,상원,related,word,word,0.571015879337395
광고,상인,related,word,word,0.301725350009434
깃발,상징,related,word,word,0.487861804533385
연방 정부,국가,related,word,word,
상처,상해,related,word,word,0.178828122933166
나비,새,related,word,word,0.262366719707347
신선한,새로 고치다,related,word,word,
일몰,새벽,related,word,word,0.423863399840609
수프,샐러드,related,word,word,0.616152346568976
연금,연봉,related,word,word,0.487665965438567
고려하다,생각한다,related,word,word,
괴물,생물,related,word,word,0.292072812639166
화학,생물학,related,word,word,0.511723004827987
화학적 인,생물학적,related,word,word,
공장,생산,related,word,word,0.42935263013954
만들다,생산하다,related,word,word,
상어,생선,related,word,word,0.426735075628069
기념일,생일,related,word,word,0.524474137556543
라이브,생존하다,related,word,word,
와인,샴페인,related,word,word,0.562985940950792
우표,서명,related,word,word,0.396839747507851
남부,서부,related,word,word,0.476585842146539
동물원,서커스,related,word,word,0.36388342326048
운동,선거,related,word,word,0.239317101832869
칭찬,선물,related,word,word,0.27528232160271
학생,선생님,related,word,word,0.180537054516189
경쟁,선수권 대회,related,word,word,
보수,진보,related,word,word,
해적,선원,related,word,word,0.452060317262495
사령관,선장,related,word,word,0.433771722811079
연설,설교,related,word,word,0.454425475885049
프로필,설명,related,word,word,0.337642603525293
궁전,성,related,word,word,0.367232112877716
별명,성,related,word,word,0.179795785194414
관리하다,성공한 것,related,word,word,
시합,경기,related,word,word,0.431140368086484
보여 주다,성능,related,word,word,
논평,성명,related,word,word,
수도사,성직자,related,word,word,
국제적인,세계,related,word,word,0.208839878185258
마일,센티미터,related,word,word,
소녀,소년,related,word,word,0.565627232309792
이익,소득,related,word,word,0.54022905939451
무서운,소름 끼치는,related,word,word,
소음,소리,related,word,word,0.263304607361333
욕구,소망,related,word,word,0.500760763728868
크림,소스,related,word,word,0.581710781491721
채널,뉴스,related,word,word,0.4885085731304
죽음,사라짐,related,word,word,0.282704198579546
재산,소유자,related,word,word,0.536202366768768
거리,속도,related,word,word,0.267633761854603
옷감,손수건,related,word,word,
달의,태양의,related,word,word,0.339007779590367
품위있는,솔직한,related,word,word,0.552238334726163
감지기,송신기,related,word,word,0.555763634796356
담요,수건,related,word,word,0.63510413361247
고아원,수도희,related,word,word,
절,수도원,related,word,word,0.145616697356006
고치다,수리하다,related,word,word,
탄소,수소,related,word,word,0.535485981184369
작동하다,수술,related,word,word,
머리카락,수염,related,word,word,0.355324048171932
물에 빠지다,수영,related,word,word,
물리학,수학,related,word,word,0.322295642316276
변호사,검사,related,word,word,0.24776476251585
주인,숙녀,related,word,word,0.319103527521283
경비원,순찰,related,word,word,0.432441719908501
술 취하지 않은,술 취한,related,word,word,
클럽,술집,related,word,word,0.358374757590492
씌우다,숨다,related,word,word,
밀림,숲,related,word,word,0.532063255166943
불가능한,쉬운,related,word,word,0.258025868487889
잡담,스캔들,related,word,word,0.305360668867728
리듬,스타일,related,word,word,0.374732124202261
때리다,치다,related,word,word,
라자냐,스파게티,related,word,word,0.605514776804941
취미,스포츠,related,word,word,0.35280956452606
허가,승인,related,word,word,0.607686148390888
본문,시,related,word,word,
연기,시가,related,word,word,0.287816298451898
뇌관,타이머,related,word,word,
노력하다,시도,related,word,word,
따뜻한,시원한,related,word,word,0.451825027280043
주 장관,시장,related,word,word,
신체,시체,related,word,word,0.199912946497617
선술집,식당,related,word,word,
음식,식사,related,word,word,0.325512560944743
존경,신뢰,related,word,word,0.467758333522244
기사,신문,related,word,word,0.440986226700096
신랑,신부,related,word,word,0.493672548730133
비밀,신비,related,word,word,
하느님,신성한,related,word,word,0.377681781690294
가톨릭,기독교,related,word,word,0.544913312522367
빈도,신호,related,word,word,
놀라다,실망,related,word,word,
오류,실수,related,word,word,0.294468823404955
성공,실패,related,word,word,0.5448926658177
교수형,실행,related,word,word,0.270946539498829
해부학,심리학,related,word,word,0.507570940815583
의료,심리학의,related,word,word,
십대,열대의 소년/소녀,related,word,word,
구월,십월,related,word,word,
화장실,싱크대,related,word,word,0.349615011447614
전투,싸움,related,word,word,0.282165405130168
투기장,싸움터,related,word,word,
독서,쓰기,related,word,word,0.393849754383512
읽다,쓰다,related,word,word,
쓰레기,찌꺼기,related,word,word,0.28417021023446
삼키다,씹다,related,word,word,
깨끗한,씻다,related,word,word,
호르몬,아드레날린,related,word,word,0.583873953752896
딸,아들,related,word,word,0.424060465323871
예쁜,아름다운,related,word,word,0.354015835862003
매력,아름다움,related,word,word,0.500677850926411
아마도,아마,related,word,word,0.5724110625417
어머니,아버지,related,word,word,0.417736236567356
삼촌,아빠,related,word,word,0.328299544160099
반어,아이러니 한,related,word,word,
이미,아직,related,word,word,0.227665669079135
내일,아침,related,word,word,0.245948955736902
저녁,아침밥,related,word,word,0.47615902891142
집,아파트,related,word,word,0.410755783771492
병든,아픈,related,word,word,0.329266930319856
도구,악기,related,word,word,0.373314457697354
천사,악마,related,word,word,0.385022796267129
목소리,악센트,related,word,word,0.33134967339557
구름,안개,related,word,word,0.48493556161636
안녕하세요,안녕히 가십시오,related,word,word,
보안,안전,related,word,word,0.381730130906044
안전한,뚫을 수 없는,related,word,word,
서다,앉다,related,word,word,
지금,알고있다,related,word,word,0.218328467353845
익명의,알려지지 않은,related,word,word,
보고서,알리다,related,word,word,
인정하다,알았다,related,word,word,
태블릿,알약,related,word,word,0.535138979409387
브라보,알파의,related,word,word,0.474131013205145
종양,암,related,word,word,0.335124253786481
용병,암살자,related,word,word,0.57474398091767
맥박,압력,related,word,word,0.579441789141187
첩,애인,related,word,word,0.435425116732485
경기장,야구,related,word,word,0.320536964756104
보장하다,약속하다,related,word,word,
뇌물,약탈,related,word,word,0.371887475628228
강한,약한,related,word,word,0.356301463195221
총,양,related,word,word,0.134014682419929
램프,양초,related,word,word,0.482404972958782
바닥,카펫,related,word,word,0.418590669578127
마늘,양파,related,word,word,0.596589878886728
그림자,어두운,related,word,word,0.369148227715428
다른 곳에,어딘가에,related,word,word,
나이 많은,어린,related,word,word,
청소년,어린 시절,related,word,word,
아기,어린이,related,word,word,0.209188651619048
비서,조수,related,word,word,0.476528457778903
수렵,어업,related,word,word,
오늘,어제,related,word,word,0.291626000188608
녹다,얼다,related,word,word,
훌륭한,엄청난,related,word,word,0.210116241962055
힘,에너지,related,word,word,0.317109934007169
탱크,엔진,related,word,word,0.457228488246105
티켓,여권,related,word,word,0.418244055887593
과부,여성,related,word,word,0.252720736639683
남성,여자,related,word,word,0.253316677436065
소년들,소녀들,related,word,word,0.697114204365278
플랫폼,역,related,word,word,0.455641219443071
더러운,역겨운,related,word,word,0.370496543114672
연락하다,연결,related,word,word,
가스,연료,related,word,word,0.431117748839036
연습,운동,related,word,word,0.429524328305594
식민지,연합,related,word,word,0.582720407994585
세기,열개의,related,word,word,
열광,열정,related,word,word,
고무하다,영감,related,word,word,
거룩한,영광,related,word,word,0.580496375080499
영원한,영원히,related,word,word,0.49398088720267
영혼,혼,related,word,word,0.280305122903871
포르노,영화,related,word,word,0.376458766043807
연약한,예민한,related,word,word,0.5013441353138
교회,예배당,related,word,word,0.251889994223949
기다리다,예상하다,related,word,word,
도착하다,오다,related,word,word,
거위,오리,related,word,word,0.398177551831804
피,오줌,related,word,word,0.237168758192998
열,온도,related,word,word,0.16631467592389
부드러운,온화한,related,word,word,0.419846468103105
이동하다,옮기다,related,word,word,
틀린,옳은,related,word,word,0.419769629581891
선택,옵션,related,word,word,0.385056207085018
이상적인,완벽한,related,word,word,0.419990157982117
총,온전한,related,word,word,0.0844389029014991
물론,완전히,related,word,word,0.180952828355632
셜록,왓슨,related,word,word,0.422646476668785
여왕,왕,related,word,word,0.426669125513672
왕실의,왕국,related,word,word,0.455757875154925
공주,왕자,related,word,word,0.415132407923679
왕관,왕좌,related,word,word,0.532872144464472
미확인 배행물체,외계인,related,word,word,
홀로,외로운,related,word,word,0.224598746759318
내부의,외부의,related,word,word,0.636962615499771
오른쪽,왼쪽,related,word,word,0.639112073252481
수요,요구,related,word,word,
요리하다,요리사,related,word,word,
요인,요소,related,word,word,
고귀한,용감한,related,word,word,0.412431824506534
광기,멍청함,related,word,word,
번개,천둥,related,word,word,0.665437234761631
실패자,우승자,related,word,word,
유행의,우아한,related,word,word,
스트레스,우울증,related,word,word,0.410771703436526
관계,우정,related,word,word,0.328505404837792
하늘의 뜻,운명,related,word,word,
승객,운전사,related,word,word,0.31465627572946
벽,울타리,related,word,word,0.459487487385344
미소 짓다,웃다,related,word,word,
모델,원기,related,word,word,
이유,원인,related,word,word,0.258190329417628
웨이터,웨이트리스,related,word,word,0.58497537605697
상황,위기,related,word,word,0.323501136717693
아래에,위,related,word,word,0.360989977561242
레이더,위성,related,word,word,0.507586906836163
자부심,위엄,related,word,word,0.400896179524664
조사관,위원,related,word,word,
수수료,위원회,related,word,word,0.324883037898293
장소,위치,related,word,word,0.333955456740247
상태,위치,related,word,word,0.388663607352933
리스크,위험,related,word,word,
위험천만한,위험한,related,word,word,
후보자,투표자,related,word,word,
인기있는,유명한,related,word,word,0.346696311930649
서비스,유지,related,word,word,0.329324091291541
보존하다,유지하다,related,word,word,
잡고있다,가지고 있다,related,word,word,
금,은,related,word,word,0.29155647448575
사적인,사생활,related,word,word,0.423132836593242
우주,은하,related,word,word,0.398985238378881
질,성기,related,word,word,0.273356656730357
재즈,음악,related,word,word,0.362988946333905
가수,음악가,related,word,word,0.507509724949811
알았어,응,related,word,word,0.18044154619801
목적,의도,related,word,word,0.466511174405076
실수로,의도적으로,related,word,word,0.235665556665658
책임,의무,related,word,word,0.386847207045323
외과 의사,의사,related,word,word,
항해,의사 소통,related,word,word,
의식,행사,related,word,word,0.175812757543299
의심,의심하다,related,word,word,
술,약,related,word,word,0.332500631112738
책상,의자,related,word,word,0.469912306277766
얻다,이기다,related,word,word,
고집스러운,이기적인,related,word,word,0.540013983424394
아이디어,이론,related,word,word,0.30175049798157
현상,이벤트,related,word,word,0.40605510761724
못,이빨,related,word,word,0.173073257754848
특이한,이상한,related,word,word,0.357038460840558
깨닫다,이해하다,related,word,word,
남성,인간,related,word,word,0.229135153978479
성격,인격,related,word,word,0.494305685534628
자연스러운,인공의,related,word,word,
부차적,주요,related,word,word,
당연히,일반적으로,related,word,word,0.162826089913811
발생하다,일어나 다,related,word,word,
토요일,일요일,related,word,word,0.730949592306019
달력,일정,related,word,word,0.417421356560849
늦은,일찍,related,word,word,0.284188189529929
직업,일하다,related,word,word,0.162713075662144
출생,임신,related,word,word,0.269474755990795
고용하다,임대,related,word,word,
출구,입구,related,word,word,0.585422623844468
문제,입자,related,word,word,0.146068742604314
예산,자금,related,word,word,0.383131009207019
재정적으로,자금 지원,related,word,word,
쉬다,자다,related,word,word,0.414231838147503
차량,자동차,related,word,word,0.357572501162619
눈물,자르다,related,word,word,
자원 봉사자,자발적으로,related,word,word,
