"cue","target","cosine","fake_cue","fake_target"
"sad","tad",0.49262482494312,"smd","rad"
"sad","trenutačno",0.48024128955675,"cad","trčnutačno"
"vidjeti","videti",0.760672556860697,"vždjeti","videwi"
"vidjeti","pogledati",0.608414917193663,"vfdjeti","pogledąti"
"vidjeti","ugledati",0.593015454568285,"midjeti","ugledbti"
"vidjeti","posjetiti",0.578468670618292,"vidjrti","posjettti"
"vidjeti","gledati",0.567210927300736,"vidketi","gnedati"
"posao","zadatak",0.60611103714434,"posat","zaaatak"
"posao","poslić",0.570974299919076,"posau","poslać"
"posao","biznis",0.519950035751807,"posao","biznib"
"posao","rad",0.511472647104919,"pdsao","rtd"
"posao","razgovor",0.45255447506026,"posdo","razgovgr"
"radi","raditi",0.545834047823133,"šadi","čaditi"
"radi","radio",0.529082961307326,"rabi","rauio"
"radi","radis",0.406693210258789,"radr","radss"
"radi","funkcioniše",0.399774733043301,"rafi","funkcionpše"
"radi","funkcionirati",0.39685303674095,"rfdi","funkcionirasi"
"zato","stoga",0.715535217845689,"zatč","utoga"
"zato","zašto",0.588431972265866,"sato","zašto"
"zato","budući",0.552636058855737,"xato","čudući"
"zato","uostalom",0.529940826911517,"zako","uostažom"
"zato","možda",0.521143116852958,"gato","moždą"
"stvarno","zaista",0.878804064673909,"ctvarno","zbista"
"stvarno","zbilja",0.824182118609597,"stzarno","zrilja"
"stvarno","doista",0.74805237833404,"stvarbo","doisty"
"stvarno","uistinu",0.67247782612452,"stvarlo","uiscinu"
"stvarno","zapravo",0.607674416265445,"stvarčo","zapravo"
"puno","mnogo",0.928707953094845,"puno","mnpgo"
"puno","dosta",0.637626308193685,"phno","dokta"
"puno","mnoštvo",0.497879620010129,"euno","mnnštvo"
"puno","toliko",0.472603487675371,"puto","tolizo"
"puno","znatno",0.4235076822193,"punf","znatgo"
"vrijeme","vrema",0.519700547420893,"vrćjeme","vreml"
"vrijeme","doba",0.502088624872822,"vrijfme","dobu"
"vrijeme","razdoblje",0.45139706609096,"vrzjeme","razdobeje"
"vrijeme","ljeto",0.445296462080702,"jrijeme","ljepo"
"vrijeme","prekasno",0.390191060788454,"vrijrme","prekksno"
"koliko","onoliko",0.617400424127592,"koljko","ovoliko"
"koliko","toliko",0.569531112467975,"kbliko","tolikc"
"koliko","kolika",0.552333839014175,"kolcko","koliya"
"koliko","koiiko",0.528492242564971,"kopiko","kwiiko"
"koliko","ovoliko",0.509587460434598,"količo","ovolikn"
"hej","hey",0.752599836934886,"mej","hes"
"hej","bok",0.632951742516505,"eej","bčk"
"hej","slušaj",0.606239031065059,"đej","slulaj"
"hej","ajde",0.586591261217421,"sej","ajdc"
"hej","ooh",0.551581940988872,"hzj","goh"
"uvijek","uvek",0.802006672794138,"švijek","uvee"
"uvijek","uvjek",0.796902780560079,"uvajek","uzjek"
"uvijek","oduvijek",0.641867035051393,"uvicek","ojuvijek"
"uvijek","stalno",0.593550448152663,"nvijek","staino"
"uvijek","obično",0.558055613452811,"lvijek","obikno"
"kod","tamo",0.383914328443636,"kld","tpmo"
"kod","ovdje",0.368274687973025,"kpd","ovdjž"
"kod","blizu",0.354577773769416,"kwd","blizp"
"kod","billa",0.315173043734403,"kćd","bilga"
"kod","lifta",0.313302067969798,"koe","liftu"
"nikad","nikada",0.964533045074992,"hikad","nikava"
"nikad","nijednom",0.548381081564213,"nikmd","nijadnom"
"nikad","nikako",0.533626664094038,"niđad","nikakž"
"nikad","nijedan",0.482857093630517,"nikcd","nvjedan"
"nikad","nijedno",0.471986293377595,"nnkad","niledno"
"učiniti","uraditi",0.754009242727998,"učinivi","uradiwi"
"učiniti","činiti",0.722463902253082,"učićiti","čzniti"
"učiniti","uciniti",0.720329612850579,"učinfti","hciniti"
"učiniti","napraviti",0.691297849458379,"učimiti","napragiti"
"učiniti","načiniti",0.591493342609535,"učinnti","naziniti"
"danas","jutros",0.639877407031818,"dančs","jutrćs"
"danas","sutra",0.636354283778657,"eanas","zutra"
"danas","jučer",0.61252164521638,"yanas","oučer"
"danas","večeras",0.586151182348802,"danaą","vtčeras"
"danas","sada",0.50641545173677,"denas","slda"
"opet","ponovno",0.866141491146089,"opeb","ponovnd"
"opet","ponovo",0.858769264534762,"opeš","powovo"
"opet","iznova",0.511640965481037,"opht","iznoha"
"opet","ponoviti",0.448726423777525,"opes","ponpviti"
"opet","ponovan",0.437657907613038,"opeđ","konovan"
"život","zivot",0.740115913361193,"živoy","wivot"
"život","ivot",0.698123302907903,"žjvot","ivbt"
"život","životi",0.556590424966754,"živvt","životn"
"život","života",0.53636384548138,"hivot","živowa"
"život","životni",0.502002661980176,"živgt","životni"
"jako","veoma",0.834779631321225,"jakt","veoka"
"jako","prilično",0.670123203992073,"jvko","prilično"
"jako","iznimno",0.656130424136354,"oako","iznifno"
"jako","izuzetno",0.654915305847549,"fako","izuzewno"
"jako","strašno",0.646238299902792,"iako","jtrašno"
"oko","otprilike",0.452213483379586,"okg","otprilikz"
"oko","približno",0.413340882793424,"okw","približto"
"oko","krug",0.35950018102238,"mko","krsg"
"oko","zbog",0.3229830555434,"oko","zbeg"
"oko","sitnica",0.315210729121723,"ono","sitrica"
"mnogo","puno",0.928707953094845,"mnoko","punr"
"mnogo","dosta",0.629833553959907,"mnšgo","dosta"
"mnogo","mnoštvo",0.498777898049968,"mnoćo","mnostvo"
"mnogo","toliko",0.485214796199296,"mnodo","zoliko"
"mnogo","znatno",0.463858910484182,"mnvgo","jnatno"
"pomoći","pomagati",0.591987516012409,"pomođi","pomagatć"
"pomoći","olakšati",0.535729199739634,"pomoćb","osakšati"
"pomoći","pomoć",0.529015202705935,"pfmoći","poyoć"
"pomoći","spriječiti",0.470832594272226,"pomsći","sbriječiti"
"pomoći","naškoditi",0.468494557042794,"homoći","naikoditi"
"kući","doma",0.713429103807903,"kudi","ćoma"
"kući","natrag",0.439273089107565,"bući","notrag"
"kući","vreći",0.43658863743949,"kuće","jreći"
"kući","nazad",0.429453954645382,"lući","naoad"
"kući","kolibi",0.419362942693929,"kućn","kolgbi"
"toliko","ovoliko",0.759197110597937,"tjliko","otoliko"
"toliko","tolik",0.59969380248898,"toleko","tolek"
"toliko","onoliko",0.573446706013442,"ttliko","oyoliko"
"toliko","koliko",0.569531112467975,"tolikl","kolikć"
"toliko","previše",0.524199624087386,"voliko","prevaše"
"imati","lmati",0.655800831287281,"ikati","čmati"
"imati","nemati",0.521656601015559,"itati","nexati"
"imati","svoditi",0.506716676063987,"imčti","svoniti"
"imati","dobiti",0.501586452713501,"ijati","oobiti"
"imati","željeti",0.46442615647454,"imatc","žebjeti"
"znati","saznati",0.690910184026863,"žnati","saznatj"
"znati","doznati",0.632396788721569,"znćti","doznaty"
"znati","zapitati",0.523739198090048,"znatw","zapilati"
"znati","vidjeti",0.500152859692949,"znatd","vidseti"
"znati","shvatiti",0.498583445102097,"hnati","shvatati"
"ići","otići",0.742659739987796,"ići","orići"
"ići","poći",0.711775152368285,"ićt","poći"
"ići","krenuti",0.555181427541572,"ili","krenutč"
"ići","odvesti",0.507330063180562,"ićs","odvestž"
"ići","odlaziti",0.506068493291076,"iei","odlazidi"
"tim","ekipa",0.410291968768343,"tif","ezipa"
"tim","momčad",0.387685042914422,"tif","mšmčad"
"tim","nepoznatim",0.355403989147877,"nim","nepoznatdm"
"tim","team",0.348717992461643,"iim","tebm"
"tim","odjel",0.325719586907297,"ćim","odjšl"
"čovjek","čovek",0.784908131038357,"čoveek","čooek"
"čovjek","covjek",0.752143912324689,"čovjeđ","sovjek"
"čovjek","muškarac",0.627102615033628,"čovyek","muškaraą"
"čovjek","momak",0.610058555900691,"čovjeb","mhmak"
"čovjek","tip",0.596104197119605,"čuvjek","gip"
"dobiti","dobit",0.618137362209867,"vobiti","dobis"
"dobiti","dobijati",0.588444352100059,"dobrti","žobijati"
"dobiti","dobivati",0.553774947473646,"dobitm","bobivati"
"dobiti","dobivanje",0.537699378237744,"dobiči","yobivanje"
"dobiti","zadobiti",0.532994501575741,"dobici","zadouiti"
"vratiti","vrati",0.72404351584017,"vratixi","vržti"
"vratiti","vraćati",0.68333424440027,"vratoti","vracati"
"vratiti","povratiti",0.671926026762918,"vrariti","povratitk"
"vratiti","natrag",0.605844757647117,"vratnti","natrdg"
"vratiti","vracati",0.598514953403503,"vraeiti","vracati"
"nikada","nikad",0.964533045074992,"nikdda","nikbd"
"nikada","nijednom",0.521637860461057,"nigada","niiednom"
"nikada","nikako",0.498488493640471,"nikaoa","nikčko"
"nikada","nijedan",0.471391712585826,"nižada","nijgdan"
"nikada","nijedno",0.457781347537704,"nćkada","nihedno"
"novac","gotovinu",0.578790379451444,"nevac","gytovinu"
"novac","kredit",0.504830436973148,"nojac","krfdit"
"novac","gotovina",0.500167999864793,"žovac","gotodina"
"novac","mito",0.494014626773445,"jovac","mićo"
"novac","kapital",0.488917154393228,"novac","kfpital"
"naći","pronaći",0.892819407533609,"čaći","jronaći"
"naći","nađe",0.6365067364901,"nabi","nađa"
"naći","potražiti",0.595157654293886,"nsći","pntražiti"
"naći","nađi",0.592533598719934,"nami","nnđi"
"naći","pronađe",0.558164593291487,"naća","pronađe"
"mjesto","mesto",0.821109609951419,"mjbsto","mksto"
"mjesto","stajalište",0.514263265768577,"mječto","stčjalište"
"mjesto","sjedalo",0.493645621952509,"mjexto","soedalo"
"mjesto","sjedište",0.492331553574451,"mjesmo","sjedišie"
"mjesto","područje",0.49186297319423,"mjesao","podružje"
"raditi","obavljati",0.57420062962365,"rauiti","obašljati"
"raditi","činiti",0.568493870097041,"radiai","činiei"
"raditi","uraditi",0.563488102375045,"radzti","uriditi"
"raditi","radio",0.557835956342345,"radbti","hadio"
"raditi","sivati",0.555338168303528,"radioi","sšvati"
"dobar","loš",0.753831772290503,"dosar","laš"
"dobar","odličan",0.707692992604008,"kobar","edličan"
"dobar","sjajan",0.704784995241771,"dwbar","sjaaan"
"dobar","izvrstan",0.660925006991693,"dobnr","iwvrstan"
"dobar","pristojan",0.615276121360908,"dobpr","pristojnn"
"zajedno","odvojeno",0.547345958388463,"zajednc","odvkjeno"
"zajedno","zajednički",0.508580726048435,"zajudno","wajednički"
"zajedno","ujedinjen",0.422849731314686,"zjjedno","užedinjen"
"zajedno","zajedničko",0.403977874149822,"zajedni","zajedaičko"
"zajedno","sjedinjen",0.402291212026038,"zajehno","sjedinsen"
"dovoljno","nedovoljno",0.690800889371041,"dovožjno","nedovoljnr"
"dovoljno","dovoljan",0.593740052538932,"dovgljno","dovoljen"
"dovoljno","dosta",0.551748813243768,"dovnljno","nosta"
"dovoljno","previše",0.532627080482998,"dovoljnz","breviše"
"dovoljno","toliko",0.519119895690938,"dovoljjo","tolimo"
"ubiti","upucati",0.703193704787805,"ubiti","upocati"
"ubiti","ustrijeliti",0.644733845564417,"uciti","gstrijeliti"
"ubiti","pobiti",0.627881701341845,"gbiti","pobfti"
"ubiti","zadaviti",0.585889468715548,"uziti","zadaćiti"
"ubiti","povrijediti",0.580853664911807,"uditi","povzijediti"
"sto","shto",0.660002358458966,"std","shto"
"sto","nesto",0.566787014404871,"sio","nestc"
"sto","znas",0.560966451379822,"sto","ćnas"
"sto","kazes",0.541381778339784,"sro","kizes"
"sto","nista",0.538448362359442,"sšo","nistd"
"razgovarati","porazgovarati",0.861548157410437,"rakgovarati","porazgovažati"
"razgovarati","popričati",0.830294044880545,"rabgovarati","popdičati"
"razgovarati","pričati",0.769259758317685,"kazgovarati","pcičati"
"razgovarati","pricati",0.673565479406046,"razgšvarati","pricatu"
"razgovarati","pregovarati",0.654948600784185,"razpovarati","pregovžrati"
"doći","dođe",0.655948970085603,"zoći","doke"
"doći","stići",0.604915552736436,"hoći","mtići"
"doći","dolaziti",0.597459655816484,"dsći","dolazitš"
"doći","navratiti",0.579820259645074,"dkći","đavratiti"
"doći","svratiti",0.539635939316408,"toći","svaatiti"
"previše","isuviše",0.682703603584693,"creviše","isjviše"
"previše","premalo",0.616535953269347,"prtviše","pgemalo"
"previše","pretjerano",0.568076076468383,"prlviše","pretjegano"
"previše","dovoljno",0.532627080482998,"praviše","dtvoljno"
"previše","toliko",0.524199624087386,"previje","tuliko"
"otići","ići",0.742659739987796,"oaići","iću"
"otići","poći",0.682619010394549,"otići","poži"
"otići","otrčati",0.565768053140147,"otivi","ozrčati"
"otići","odseliti",0.554470802217642,"otoći","oyseliti"
"otići","odvesti",0.545858092767639,"otići","oyvesti"
"napraviti","uraditi",0.708363085153517,"napravmti","urauiti"
"napraviti","načiniti",0.70526664164123,"napravizi","naginiti"
"napraviti","učiniti",0.691297849458379,"napravitf","cčiniti"
"napraviti","praviti",0.622086377305396,"napraviti","prmviti"
"napraviti","uciniti",0.59065314337048,"napraviui","ufiniti"
"sigurno","zasigurno",0.685082401009087,"sigurnč","zašigurno"
"sigurno","vjerojatno",0.552918266032588,"sicurno","vjcrojatno"
"sigurno","vjerovatno",0.532970482085546,"sigurbo","voerovatno"
"sigurno","svakako",0.521854880548897,"szgurno","sžakako"
"sigurno","definitivno",0.513899846401022,"sigurnr","definžtivno"
"žena","supruga",0.620353545975041,"žepa","supršga"
"žena","dama",0.615478240256136,"žjna","hama"
"žena","djevojka",0.56700987360594,"žsna","vjevojka"
"žena","muškarac",0.530626279864288,"žsna","mupkarac"
"žena","osoba",0.529977212149257,"žeća","osoaa"
"upravo","nedavno",0.520096645517179,"uprawo","nedavfo"
"upravo","maloprije",0.464440892483653,"upraxo","mvloprije"
"upravo","jutros",0.410012666227131,"ućravo","jutros"
"upravo","definitivno",0.389365130295708,"uzravo","definitivnz"
"upravo","taman",0.386393599913244,"uprano","tamhn"
"dan","tjedan",0.596566441350979,"dai","tjedai"
"dan","noć",0.573645883628245,"dah","noo"
"dan","jutro",0.507292681237691,"daj","jhtro"
"dan","vikend",0.504916419146435,"den","vipend"
"dan","noc",0.493257713457083,"žan","hoc"
"dva","oba",0.666959050691995,"rva","jba"
"dva","dvojica",0.495630497243157,"yva","dvojuca"
"dva","trojica",0.473549703692864,"dvu","trojiua"
"dva","četvorica",0.456110320386374,"dvm","čbtvorica"
"dva","pet",0.453527968041726,"dča","pit"
"dati","dat",0.626306951696991,"doti","zat"
"dati","pružiti",0.622583248650304,"dgti","oružiti"
"dati","davati",0.62168511025428,"yati","dsvati"
"dati","ponuditi",0.555225091765697,"dayi","psnuditi"
"dati","uzeti",0.530041042595278,"dami","rzeti"
"ime","prezime",0.666152189571291,"ame","prezire"
"ime","naziv",0.533444457268271,"iee","naaiv"
"ime","nadimak",0.444438913000067,"ome","nadimkk"
"ime","adresa",0.413406417732216,"ime","adrgsa"
"ime","lice",0.379967393796756,"ice","licr"
"dijete","beba",0.549853276539876,"čijete","baba"
"dijete","derište",0.548243019722196,"dijetp","yerište"
"dijete","dječak",0.511262036249901,"dijeae","dgečak"
"dijete","janje",0.499816333976491,"mijete","janče"
"dijete","bebe",0.493961102284345,"ddjete","bube"
"drugi","treći",0.605959719092078,"dkugi","trtći"
"drugi","sljedeći",0.460625020637948,"drugi","sljedefi"
"drugi","slijedeći",0.425619722564997,"druge","slijeceći"
"drugi","rezervni",0.42483269304285,"drugf","rezervši"
"drugi","šesti",0.423186651705237,"drkgi","šešti"
"stvar","tvar",0.472674689943386,"skvar","tcar"
"stvar","stvarčica",0.441373702230027,"stoar","mtvarčica"
"stvar","fora",0.433893784515559,"stvab","forn"
"stvar","situacija",0.429462449279408,"stvaf","sitlacija"
"stvar","glupost",0.405774113077001,"wtvar","gluposu"
"večeras","sinoć",0.588327880982339,"večeraą","ninoć"
"večeras","sutra",0.587727620830356,"vtčeras","sutrč"
"večeras","danas",0.586151182348802,"veveras","dvnas"
"večeras","navečer",0.535830637527526,"večekas","navecer"
"večeras","večerašnja",0.530997599738865,"vrčeras","vočerašnja"
"auto","automobil",0.824422941330401,"autl","automođil"
"auto","kamionet",0.786779149309096,"auao","kamiopet"
"auto","kombi",0.751046650362654,"auta","komri"
"auto","vozilo",0.687537320927018,"auno","sozilo"
"auto","kamion",0.675501968005174,"autš","samion"
"način","nacin",0.76819179472062,"načih","nacmn"
"način","nacina",0.566548568953871,"tačin","nacšna"
"način","izgovor",0.39021268480081,"nlčin","izeovor"
"način","drugačije",0.378475783002058,"nafin","dpugačije"
"način","razlog",0.377725269154395,"načon","rallog"
"dio","djelić",0.594331084239134,"dim","dzelić"
"dio","komadić",0.520711878962431,"diž","komldić"
"dio","ostatak",0.517199854757899,"dro","osmatak"
"dio","komad",0.48278295803378,"aio","komad"
"dio","polovica",0.438837817326001,"dwo","polodica"
"pravo","prava",0.529016901394003,"pršvo","prdva"
"pravo","ravno",0.52285775049011,"pjavo","vavno"
"pravo","prav",0.475554956615994,"ppavo","praa"
"pravo","pravedno",0.40596517784135,"prako","prkvedno"
"pravo","pravno",0.391051261414454,"prpvo","žravno"
"ostati","ostajati",0.70840114063797,"ostahi","ostaćati"
"ostati","zadržati",0.564173195734777,"oštati","zadržati"
"ostati","zadržiti",0.534144216749557,"lstati","zpdržiti"
"ostati","ostali",0.512636151688144,"ostwti","oštali"
"ostati","ležati",0.511775799031315,"o¹tati","ležvti"
"sutra","ponedjeljak",0.666697899964589,"sutia","ponedjžljak"
"sutra","petak",0.647990651177337,"sntra","petas"
"sutra","danas",0.636354283778657,"sutrn","dwnas"
"sutra","ujutro",0.622947123575095,"sotra","ujužro"
"sutra","sutradan",0.610688082115305,"sutre","sstradan"
"natrag","nazad",0.893662199336504,"natraą","nazaš"
"natrag","vratiti",0.605844757647117,"čatrag","vrathti"
"natrag","unatrag",0.555262189825914,"natrwg","unatrgg"
"natrag","vrati",0.531548312195836,"natrbg","vraci"
"natrag","unazad",0.489846399904216,"načrag","unpzad"
"problem","poteškoća",0.483326686005828,"pnoblem","poteškoćg"
"problem","riješen",0.482475504568198,"problwm","rijlšen"
"problem","nesporazum",0.471293072095951,"troblem","nespčrazum"
"problem","kvar",0.46884697513485,"problrm","kvaą"
"problem","misterij",0.433830249751036,"žroblem","misgerij"
"teško","tesko",0.713569532015987,"trško","tesco"
"teško","lako",0.688247806372914,"oeško","čako"
"teško","preteško",0.674920155033926,"teškc","preteškt"
"teško","nemoguće",0.587506715532949,"teške","nvmoguće"
"teško","nezgodno",0.559009715953938,"teškj","nezgodpo"
"tata","mama",0.753727425520463,"cata","mata"
"tata","djed",0.679827220497712,"tatm","jjed"
"tata","otac",0.645947537051926,"taea","ptac"
"tata","tatica",0.627707503660845,"tkta","tatiga"
"tata","ujak",0.565412534750418,"taea","ujnk"
"loše","dobro",0.599890106556408,"lmše","aobro"
"loše","grozno",0.584706397595837,"loje","gronno"
"loše","loš",0.547204910311887,"lbše","lor"
"loše","ružno",0.542286552418511,"lošg","rržno"
"loše","krivo",0.489628136051017,"šoše","grivo"
"radio","raditi",0.557835956342345,"redio","raditn"
"radio","radi",0.529082961307326,"radco","rmdi"
"radio","radis",0.425229482249586,"rahio","rasis"
"radio","događalo",0.403526261152541,"radzo","događale"
"radio","naporno",0.371509293344125,"rrdio","nfporno"
"isto","jednako",0.511508236645217,"msto","jčdnako"
"isto","isti",0.490129675232407,"isro","ićti"
"isto","drugačije",0.433838213922427,"isto","drugafije"
"isto","glupo",0.408437644641212,"isno","glopo"
"isto","različito",0.407678216784759,"isso","različitp"
"mali","malen",0.621682075238189,"mala","mađen"
"mali","slatki",0.501505195975332,"malb","slbtki"
"mali","klinac",0.490377938955884,"malš","olinac"
"mali","malac",0.469012647590426,"muli","malau"
"mali","dječak",0.454573938623962,"žali","dlečak"
"dolje","tamo",0.602486207057572,"golje","tafo"
"dolje","ovdje",0.504622699631663,"dwlje","ćvdje"
"dolje","prizemlje",0.465003071212097,"dzlje","pmizemlje"
"dolje","spustiti",0.458380254434802,"dčlje","spusriti"
"dolje","prijeko",0.450058646718998,"dolre","pribeko"
"uzeti","uzme",0.659921901312391,"uzeti","uzze"
"uzeti","uzimati",0.641736808454963,"rzeti","uzimatg"
"uzeti","oduzeti",0.570093476316276,"ureti","oduzeti"
"uzeti","zgrabiti",0.563710936971034,"ezeti","zwrabiti"
"uzeti","uzimanje",0.556818831451271,"učeti","uzizanje"
"zapravo","ustvari",0.744773367025429,"zapračo","ustvadi"
"zapravo","stvarno",0.607674416265445,"zafravo","sbvarno"
"zapravo","zaista",0.573186624094061,"zkpravo","zaiste"
"zapravo","uistinu",0.563155003029798,"zapravg","uhstinu"
"zapravo","doista",0.53774545211329,"zspravo","doistf"
"ovako","onako",0.637654614343848,"onako","ovako"
"ovako","ovoliko",0.530921378418707,"tvako","ovolgko"
"ovako","tak",0.373113265591102,"ovaho","đak"
"ovako","toliko",0.355501044578785,"ovmko","tolipo"
"ovako","ovdje",0.348764183248957,"ovgko","očdje"
"brzo","sporo",0.581075582309906,"zrzo","xporo"
"brzo","ubrzo",0.537148454937067,"arzo","ubrho"
"brzo","brz",0.507412599581116,"wrzo","bjz"
"brzo","tiho",0.486677229349814,"brzž","tlho"
"brzo","polako",0.479985373250203,"bmzo","poljko"
"mama","tata",0.753727425520463,"maia","taha"
"mama","majka",0.726266974732528,"mapa","mjjka"
"mama","baka",0.714031737888254,"zama","bakf"
"mama","mamica",0.643387208168691,"mamn","mamicp"
"mama","sestra",0.571154132257088,"šama","sestrh"
"put","prolaz",0.518175894821007,"pft","hrolaz"
"put","izlaz",0.496469740530479,"iut","izlaz"
"put","putovanje",0.472098855589421,"pct","putovčnje"
"put","autoput",0.414884727065237,"pup","autcput"
"put","cesta",0.411126580980469,"yut","yesta"
"uopće","uopce",0.759941993040506,"uopćš","uopcž"
"uopće","opće",0.528456330599573,"ucpće","općj"
"uopće","zapravo",0.45121201769238,"uoppe","zapraćo"
"uopće","nimalo",0.443342744665249,"uepće","nimćlo"
"uopće","niti",0.42906040402901,"eopće","ndti"
"lijepo","ljepo",0.831502938567605,"lijepr","ljemo"
"lijepo","lepo",0.804915242785266,"lijepč","lypo"
"lijepo","fino",0.715490341074828,"eijepo","fizo"
"lijepo","krasno",0.700010884513543,"lijepo","žrasno"
"lijepo","divno",0.683848523523777,"lijepv","divso"
"mrtav","mrtva",0.718024782192223,"mrnav","mrtba"
"mrtav","živ",0.614559553905905,"mrtac","wiv"
"mrtav","mrtv",0.53034710809113,"mltav","mrrv"
"mrtav","ubijen",0.528840002079127,"mržav","ubvjen"
"mrtav","mrtvac",0.499179862743732,"mrtag","mrtvzc"
"prvi","zadnji",0.640356983567157,"pdvi","zadnyi"
"prvi","posljednji",0.602237593020735,"prti","posljedndi"
"prvi","slijedeći",0.538329361591764,"pćvi","slijedoći"
"prvi","treći",0.535993749190569,"orvi","trećp"
"prvi","poslednji",0.527172498468563,"prvt","pjslednji"
"zove","zvati",0.521298816921311,"zovf","zvatk"
"zove","nazove",0.458895494088523,"jove","nabove"
"zove","nazvati",0.455792693901554,"zove","nmzvati"
"zove","nazivati",0.428497093523663,"wove","nazivrti"
"zove","naziv",0.420986818165602,"zoue","nabiv"
"ikada","ikad",0.963315107244359,"zkada","pkad"
"ikada","iko",0.490749740870004,"ikadi","eko"
"ikada","ijedan",0.478646222771727,"ikada","ijeyan"
"ikada","ikako",0.455753031518354,"ikadc","ikwko"
"ikada","nekad",0.45254214493688,"ikaaa","nećad"
"pronaći","naći",0.892819407533609,"pronnći","naćč"
"pronaći","pronađe",0.632538441722705,"prpnaći","pronade"
"pronaći","potražiti",0.615514705840107,"pdonaći","potrariti"
"pronaći","nađe",0.570685715667648,"prožaći","nake"
"pronaći","pronađi",0.569867730663993,"pvonaći","prdnađi"
"naravno","dakako",0.720164319856945,"naračno","dakvko"
"naravno","iskreno",0.530296556552644,"našavno","igkreno"
"naravno","uostalom",0.504885628672111,"nawavno","uottalom"
"naravno","međutim",0.503251334433023,"nargvno","miđutim"
"naravno","zato",0.499747414893449,"naravno","cato"
