"Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD"
"festive",98,90,93,86,1.92156862745098,1.99563519459755,1.07296137339056,1.95904139232109
"supervise",98,90,94,87,1.92156862745098,1.99563519459755,1.07296137339056,1.95904139232109
"likeness",98,89,98,89,1.92156862745098,1.99563519459755,1.06103958035289,1.95424250943932
"operates",98,89,97,89,1.92156862745098,1.99563519459755,1.06103958035289,1.95424250943932
"shameful",98,89,86,79,1.92156862745098,1.99563519459755,1.06103958035289,1.95424250943932
"desirable",99,97,97,95,1.94117647058824,2,1.15641392465427,1.99122607569249
"appalling",99,96,94,91,1.94117647058824,2,1.1444921316166,1.98677173426624
"outrun",99,96,99,96,1.94117647058824,2,1.1444921316166,1.98677173426624
"enjoyable",99,95,97,94,1.94117647058824,2,1.13257033857892,1.98227123303957
"refers",99,95,97,93,1.94117647058824,2,1.13257033857892,1.98227123303957
"aimed",99,93,98,92,1.94117647058824,2,1.10872675250358,1.9731278535997
"briefed",99,93,99,93,1.94117647058824,2,1.10872675250358,1.9731278535997
"increases",99,93,94,89,1.94117647058824,2,1.10872675250358,1.9731278535997
"exaggerate",99,90,94,89,1.94117647058824,2,1.07296137339056,1.95904139232109
"deprived",99,89,98,88,1.94117647058824,2,1.06103958035289,1.95424250943932
"puddle",99,89,96,88,1.94117647058824,2,1.06103958035289,1.95424250943932
"lodged",100,98,99,97,1.96078431372549,2.00432137378264,1.16833571769194,1.99563519459755
"predicament",100,95,100,95,1.96078431372549,2.00432137378264,1.13257033857892,1.98227123303957
"stumble",100,95,99,94,1.96078431372549,2.00432137378264,1.13257033857892,1.98227123303957
"bloodshed",100,94,98,92,1.96078431372549,2.00432137378264,1.12064854554125,1.97772360528885
"expanding",100,94,96,90,1.96078431372549,2.00432137378264,1.12064854554125,1.97772360528885
"gradually",100,94,89,84,1.96078431372549,2.00432137378264,1.12064854554125,1.97772360528885
"steamed",100,94,93,88,1.96078431372549,2.00432137378264,1.12064854554125,1.97772360528885
"quoting",100,93,95,88,1.96078431372549,2.00432137378264,1.10872675250358,1.9731278535997
"devote",100,92,96,90,1.96078431372549,2.00432137378264,1.0968049594659,1.96848294855394
"organizing",100,92,94,87,1.96078431372549,2.00432137378264,1.0968049594659,1.96848294855394
"incentive",100,91,94,87,1.96078431372549,2.00432137378264,1.08488316642823,1.96378782734556
"margin",100,90,98,88,1.96078431372549,2.00432137378264,1.07296137339056,1.95904139232109
"remarkably",101,97,90,88,1.98039215686275,2.00860017176192,1.15641392465427,1.99122607569249
"participation",101,94,99,92,1.98039215686275,2.00860017176192,1.12064854554125,1.97772360528885
"periods",101,94,100,94,1.98039215686275,2.00860017176192,1.12064854554125,1.97772360528885
"capabilities",101,93,101,93,1.98039215686275,2.00860017176192,1.10872675250358,1.9731278535997
"absorb",101,92,99,91,1.98039215686275,2.00860017176192,1.0968049594659,1.96848294855394
"floats",101,92,98,90,1.98039215686275,2.00860017176192,1.0968049594659,1.96848294855394
"steaming",101,92,98,89,1.98039215686275,2.00860017176192,1.0968049594659,1.96848294855394
"transformed",101,92,100,91,1.98039215686275,2.00860017176192,1.0968049594659,1.96848294855394
"tickled",101,91,97,87,1.98039215686275,2.00860017176192,1.08488316642823,1.96378782734556
"afternoons",101,90,99,88,1.98039215686275,2.00860017176192,1.07296137339056,1.95904139232109
"betraying",101,90,96,86,1.98039215686275,2.00860017176192,1.07296137339056,1.95904139232109
"carving",101,90,89,79,1.98039215686275,2.00860017176192,1.07296137339056,1.95904139232109
"manicure",101,90,98,88,1.98039215686275,2.00860017176192,1.07296137339056,1.95904139232109
"perceptive",101,90,95,87,1.98039215686275,2.00860017176192,1.07296137339056,1.95904139232109
"characteristics",102,95,102,95,2,2.01283722470517,1.13257033857892,1.98227123303957
"sincerity",102,95,94,89,2,2.01283722470517,1.13257033857892,1.98227123303957
"straightforward",102,95,94,91,2,2.01283722470517,1.13257033857892,1.98227123303957
"polished",102,93,93,87,2,2.01283722470517,1.10872675250358,1.9731278535997
"measurements",102,92,96,87,2,2.01283722470517,1.0968049594659,1.96848294855394
"maturity",102,91,97,87,2,2.01283722470517,1.08488316642823,1.96378782734556
"solitude",102,91,91,81,2,2.01283722470517,1.08488316642823,1.96378782734556
"postponed",102,90,97,88,2,2.01283722470517,1.07296137339056,1.95904139232109
"blushing",102,89,101,88,2,2.01283722470517,1.06103958035289,1.95424250943932
"delivers",103,101,96,95,2.01960784313725,2.01703333929878,1.20410109680496,2.00860017176192
"pretends",103,101,98,97,2.01960784313725,2.01703333929878,1.20410109680496,2.00860017176192
"publicly",103,99,98,94,2.01960784313725,2.01703333929878,1.18025751072961,2
"considers",103,98,102,97,2.01960784313725,2.01703333929878,1.16833571769194,1.99563519459755
"squeezing",103,98,98,94,2.01960784313725,2.01703333929878,1.16833571769194,1.99563519459755
"stacked",103,97,100,94,2.01960784313725,2.01703333929878,1.15641392465427,1.99122607569249
"homicidal",103,95,97,89,2.01960784313725,2.01703333929878,1.13257033857892,1.98227123303957
"frightens",103,94,103,94,2.01960784313725,2.01703333929878,1.12064854554125,1.97772360528885
"reviewing",103,94,96,90,2.01960784313725,2.01703333929878,1.12064854554125,1.97772360528885
"whispered",103,93,100,91,2.01960784313725,2.01703333929878,1.10872675250358,1.9731278535997
"instruction",103,92,103,92,2.01960784313725,2.01703333929878,1.0968049594659,1.96848294855394
"pavement",103,92,102,91,2.01960784313725,2.01703333929878,1.0968049594659,1.96848294855394
"render",103,92,100,90,2.01960784313725,2.01703333929878,1.0968049594659,1.96848294855394
"submitted",103,91,100,89,2.01960784313725,2.01703333929878,1.08488316642823,1.96378782734556
"refined",103,89,92,80,2.01960784313725,2.01703333929878,1.06103958035289,1.95424250943932
"voluntary",103,89,95,84,2.01960784313725,2.01703333929878,1.06103958035289,1.95424250943932
"wrinkles",103,89,95,84,2.01960784313725,2.01703333929878,1.06103958035289,1.95424250943932
"captions",104,104,6,6,2.03921568627451,2.02118929906994,1.23986647591798,2.02118929906994
"welcomed",104,100,103,100,2.03921568627451,2.02118929906994,1.19217930376729,2.00432137378264
"educate",104,99,92,88,2.03921568627451,2.02118929906994,1.18025751072961,2
"regarded",104,99,103,98,2.03921568627451,2.02118929906994,1.18025751072961,2
"promptly",104,98,102,96,2.03921568627451,2.02118929906994,1.16833571769194,1.99563519459755
"refrain",104,97,99,93,2.03921568627451,2.02118929906994,1.15641392465427,1.99122607569249
"vivid",104,97,100,94,2.03921568627451,2.02118929906994,1.15641392465427,1.99122607569249
"cooperative",104,96,100,94,2.03921568627451,2.02118929906994,1.1444921316166,1.98677173426624
"fairness",104,95,100,93,2.03921568627451,2.02118929906994,1.13257033857892,1.98227123303957
"rewards",104,95,103,94,2.03921568627451,2.02118929906994,1.13257033857892,1.98227123303957
"intends",104,94,104,94,2.03921568627451,2.02118929906994,1.12064854554125,1.97772360528885
"fraction",104,92,104,92,2.03921568627451,2.02118929906994,1.0968049594659,1.96848294855394
"charitable",104,91,103,91,2.03921568627451,2.02118929906994,1.08488316642823,1.96378782734556
"appoint",104,89,101,86,2.03921568627451,2.02118929906994,1.06103958035289,1.95424250943932
"enchanting",104,89,91,80,2.03921568627451,2.02118929906994,1.06103958035289,1.95424250943932
"pitched",104,89,102,89,2.03921568627451,2.02118929906994,1.06103958035289,1.95424250943932
"belonging",105,101,103,99,2.05882352941176,2.02530586526477,1.20410109680496,2.00860017176192
"oddly",105,100,67,63,2.05882352941176,2.02530586526477,1.19217930376729,2.00432137378264
"supports",105,100,103,98,2.05882352941176,2.02530586526477,1.19217930376729,2.00432137378264
"stinker",105,99,99,94,2.05882352941176,2.02530586526477,1.18025751072961,2
"accompanied",105,98,101,95,2.05882352941176,2.02530586526477,1.16833571769194,1.99563519459755
"consume",105,98,99,93,2.05882352941176,2.02530586526477,1.16833571769194,1.99563519459755
"disrespectful",105,98,97,91,2.05882352941176,2.02530586526477,1.16833571769194,1.99563519459755
"aching",105,97,103,96,2.05882352941176,2.02530586526477,1.15641392465427,1.99122607569249
"admits",105,97,103,97,2.05882352941176,2.02530586526477,1.15641392465427,1.99122607569249
"manpower",105,96,102,94,2.05882352941176,2.02530586526477,1.1444921316166,1.98677173426624
"primarily",105,96,92,84,2.05882352941176,2.02530586526477,1.1444921316166,1.98677173426624
"weave",105,96,100,91,2.05882352941176,2.02530586526477,1.1444921316166,1.98677173426624
"blames",105,95,102,94,2.05882352941176,2.02530586526477,1.13257033857892,1.98227123303957
"hobbies",105,95,95,89,2.05882352941176,2.02530586526477,1.13257033857892,1.98227123303957
"imprisoned",105,95,101,91,2.05882352941176,2.02530586526477,1.13257033857892,1.98227123303957
"radios",105,95,98,88,2.05882352941176,2.02530586526477,1.13257033857892,1.98227123303957
"circumstance",105,94,100,90,2.05882352941176,2.02530586526477,1.12064854554125,1.97772360528885
"initially",105,94,82,75,2.05882352941176,2.02530586526477,1.12064854554125,1.97772360528885
"removal",105,94,98,88,2.05882352941176,2.02530586526477,1.12064854554125,1.97772360528885
"unavailable",105,94,102,92,2.05882352941176,2.02530586526477,1.12064854554125,1.97772360528885
"verified",105,94,82,76,2.05882352941176,2.02530586526477,1.12064854554125,1.97772360528885
"apprehended",105,93,105,93,2.05882352941176,2.02530586526477,1.10872675250358,1.9731278535997
"authorize",105,93,100,90,2.05882352941176,2.02530586526477,1.10872675250358,1.9731278535997
"marital",105,93,97,87,2.05882352941176,2.02530586526477,1.10872675250358,1.9731278535997
"spoils",105,93,89,81,2.05882352941176,2.02530586526477,1.10872675250358,1.9731278535997
"confiscated",105,92,98,88,2.05882352941176,2.02530586526477,1.0968049594659,1.96848294855394
"episodes",105,92,100,88,2.05882352941176,2.02530586526477,1.0968049594659,1.96848294855394
"parental",105,92,95,86,2.05882352941176,2.02530586526477,1.0968049594659,1.96848294855394
"traditions",105,92,104,92,2.05882352941176,2.02530586526477,1.0968049594659,1.96848294855394
"lowlife",105,91,101,88,2.05882352941176,2.02530586526477,1.08488316642823,1.96378782734556
"taping",105,91,102,89,2.05882352941176,2.02530586526477,1.08488316642823,1.96378782734556
"limitations",105,90,104,90,2.05882352941176,2.02530586526477,1.07296137339056,1.95904139232109
"extras",105,89,100,86,2.05882352941176,2.02530586526477,1.06103958035289,1.95424250943932
"waved",105,89,103,88,2.05882352941176,2.02530586526477,1.06103958035289,1.95424250943932
"investigations",106,100,100,94,2.07843137254902,2.02938377768521,1.19217930376729,2.00432137378264
"owning",106,100,99,94,2.07843137254902,2.02938377768521,1.19217930376729,2.00432137378264
"agreeing",106,99,103,98,2.07843137254902,2.02938377768521,1.18025751072961,2
"emergencies",106,99,103,96,2.07843137254902,2.02938377768521,1.18025751072961,2
"formally",106,99,100,96,2.07843137254902,2.02938377768521,1.18025751072961,2
"accepts",106,97,106,97,2.07843137254902,2.02938377768521,1.15641392465427,1.99122607569249
"prevented",106,97,104,95,2.07843137254902,2.02938377768521,1.15641392465427,1.99122607569249
"uneasy",106,97,106,97,2.07843137254902,2.02938377768521,1.15641392465427,1.99122607569249
"guided",106,96,96,87,2.07843137254902,2.02938377768521,1.1444921316166,1.98677173426624
"boarded",106,95,105,94,2.07843137254902,2.02938377768521,1.13257033857892,1.98227123303957
"commotion",106,95,100,91,2.07843137254902,2.02938377768521,1.13257033857892,1.98227123303957
"faults",106,95,106,95,2.07843137254902,2.02938377768521,1.13257033857892,1.98227123303957
"loathe",106,95,103,93,2.07843137254902,2.02938377768521,1.13257033857892,1.98227123303957
"crave",106,94,103,93,2.07843137254902,2.02938377768521,1.12064854554125,1.97772360528885
"foolishness",106,94,103,91,2.07843137254902,2.02938377768521,1.12064854554125,1.97772360528885
"folding",106,93,95,84,2.07843137254902,2.02938377768521,1.10872675250358,1.9731278535997
"index",106,93,101,89,2.07843137254902,2.02938377768521,1.10872675250358,1.9731278535997
"mailed",106,93,103,91,2.07843137254902,2.02938377768521,1.10872675250358,1.9731278535997
"preaching",106,92,97,83,2.07843137254902,2.02938377768521,1.0968049594659,1.96848294855394
"guiding",106,91,94,82,2.07843137254902,2.02938377768521,1.08488316642823,1.96378782734556
"thicker",106,91,103,91,2.07843137254902,2.02938377768521,1.08488316642823,1.96378782734556
"conception",106,90,87,81,2.07843137254902,2.02938377768521,1.07296137339056,1.95904139232109
"discovering",107,102,97,94,2.09803921568627,2.03342375548695,1.21602288984263,2.01283722470517
"miraculous",107,102,96,93,2.09803921568627,2.03342375548695,1.21602288984263,2.01283722470517
"sorted",107,102,102,99,2.09803921568627,2.03342375548695,1.21602288984263,2.01283722470517
"exchanged",107,101,104,99,2.09803921568627,2.03342375548695,1.20410109680496,2.00860017176192
"surroundings",107,100,107,100,2.09803921568627,2.03342375548695,1.19217930376729,2.00432137378264
"admiration",107,99,104,98,2.09803921568627,2.03342375548695,1.18025751072961,2
"despicable",107,98,104,97,2.09803921568627,2.03342375548695,1.16833571769194,1.99563519459755
"influenced",107,98,104,96,2.09803921568627,2.03342375548695,1.16833571769194,1.99563519459755
"lacks",107,98,102,93,2.09803921568627,2.03342375548695,1.16833571769194,1.99563519459755
"clarity",107,97,106,96,2.09803921568627,2.03342375548695,1.15641392465427,1.99122607569249
"addressing",107,96,104,93,2.09803921568627,2.03342375548695,1.1444921316166,1.98677173426624
"dynamic",107,96,95,86,2.09803921568627,2.03342375548695,1.1444921316166,1.98677173426624
"outdoors",107,96,102,93,2.09803921568627,2.03342375548695,1.1444921316166,1.98677173426624
"bruised",107,95,101,91,2.09803921568627,2.03342375548695,1.13257033857892,1.98227123303957
"logged",107,95,105,93,2.09803921568627,2.03342375548695,1.13257033857892,1.98227123303957
"unanimous",107,95,105,94,2.09803921568627,2.03342375548695,1.13257033857892,1.98227123303957
"hosting",107,94,104,92,2.09803921568627,2.03342375548695,1.12064854554125,1.97772360528885
"phew",107,94,6,6,2.09803921568627,2.03342375548695,1.12064854554125,1.97772360528885
"prevail",107,94,106,93,2.09803921568627,2.03342375548695,1.12064854554125,1.97772360528885
"threatens",107,94,102,92,2.09803921568627,2.03342375548695,1.12064854554125,1.97772360528885
"crazed",107,91,103,88,2.09803921568627,2.03342375548695,1.08488316642823,1.96378782734556
"checkup",107,89,107,89,2.09803921568627,2.03342375548695,1.06103958035289,1.95424250943932
"trifle",107,89,105,88,2.09803921568627,2.03342375548695,1.06103958035289,1.95424250943932
"intentionally",108,105,106,103,2.11764705882353,2.03742649794062,1.25178826895565,2.02530586526477
"enlighten",108,104,79,79,2.11764705882353,2.03742649794062,1.23986647591798,2.02118929906994
"concentrating",108,103,106,101,2.11764705882353,2.03742649794062,1.22794468288031,2.01703333929878
"ordinarily",108,103,53,51,2.11764705882353,2.03742649794062,1.22794468288031,2.01703333929878
"marched",108,100,104,96,2.11764705882353,2.03742649794062,1.19217930376729,2.00432137378264
"seemingly",108,99,101,93,2.11764705882353,2.03742649794062,1.18025751072961,2
"tabs",108,99,103,97,2.11764705882353,2.03742649794062,1.18025751072961,2
"hygiene",108,98,93,85,2.11764705882353,2.03742649794062,1.16833571769194,1.99563519459755
"ingenious",108,98,89,82,2.11764705882353,2.03742649794062,1.16833571769194,1.99563519459755
"bodily",108,97,105,96,2.11764705882353,2.03742649794062,1.15641392465427,1.99122607569249
"openly",108,97,105,95,2.11764705882353,2.03742649794062,1.15641392465427,1.99122607569249
"chopping",108,96,98,90,2.11764705882353,2.03742649794062,1.1444921316166,1.98677173426624
"trails",108,96,107,95,2.11764705882353,2.03742649794062,1.1444921316166,1.98677173426624
"initiated",108,94,106,93,2.11764705882353,2.03742649794062,1.12064854554125,1.97772360528885
"freelance",108,93,94,83,2.11764705882353,2.03742649794062,1.10872675250358,1.9731278535997
"hitched",108,93,105,91,2.11764705882353,2.03742649794062,1.10872675250358,1.9731278535997
"mentality",108,92,108,92,2.11764705882353,2.03742649794062,1.0968049594659,1.96848294855394
"planting",108,92,97,84,2.11764705882353,2.03742649794062,1.0968049594659,1.96848294855394
"sighted",108,91,108,91,2.11764705882353,2.03742649794062,1.08488316642823,1.96378782734556
"founder",108,90,91,82,2.11764705882353,2.03742649794062,1.07296137339056,1.95904139232109
"moods",108,90,102,86,2.11764705882353,2.03742649794062,1.07296137339056,1.95904139232109
"delusions",108,89,100,86,2.11764705882353,2.03742649794062,1.06103958035289,1.95424250943932
"outnumbered",108,89,104,85,2.11764705882353,2.03742649794062,1.06103958035289,1.95424250943932
"snot",108,89,99,86,2.11764705882353,2.03742649794062,1.06103958035289,1.95424250943932
"accommodate",109,106,109,106,2.13725490196078,2.04139268515822,1.26371006199332,2.02938377768521
"pursued",109,104,106,101,2.13725490196078,2.04139268515822,1.23986647591798,2.02118929906994
"sliced",109,103,100,96,2.13725490196078,2.04139268515822,1.22794468288031,2.01703333929878
"catchy",109,102,73,68,2.13725490196078,2.04139268515822,1.21602288984263,2.01283722470517
"separately",109,102,99,94,2.13725490196078,2.04139268515822,1.21602288984263,2.01283722470517
"spilling",109,102,101,95,2.13725490196078,2.04139268515822,1.21602288984263,2.01283722470517
"naming",109,101,101,93,2.13725490196078,2.04139268515822,1.20410109680496,2.00860017176192
"partially",109,101,93,87,2.13725490196078,2.04139268515822,1.20410109680496,2.00860017176192
"exaggerating",109,100,105,97,2.13725490196078,2.04139268515822,1.19217930376729,2.00432137378264
"boredom",109,99,96,87,2.13725490196078,2.04139268515822,1.18025751072961,2
"courtyard",109,99,106,97,2.13725490196078,2.04139268515822,1.18025751072961,2
"excite",109,99,106,96,2.13725490196078,2.04139268515822,1.18025751072961,2
"truthful",109,99,104,96,2.13725490196078,2.04139268515822,1.18025751072961,2
"challenges",109,98,109,98,2.13725490196078,2.04139268515822,1.16833571769194,1.99563519459755
"cooperating",109,98,105,96,2.13725490196078,2.04139268515822,1.16833571769194,1.99563519459755
"intellect",109,98,109,98,2.13725490196078,2.04139268515822,1.16833571769194,1.99563519459755
"invites",109,98,106,96,2.13725490196078,2.04139268515822,1.16833571769194,1.99563519459755
"memorized",109,98,108,97,2.13725490196078,2.04139268515822,1.16833571769194,1.99563519459755
"watering",109,98,105,96,2.13725490196078,2.04139268515822,1.16833571769194,1.99563519459755
"craving",109,96,106,95,2.13725490196078,2.04139268515822,1.1444921316166,1.98677173426624
"hauling",109,96,98,86,2.13725490196078,2.04139268515822,1.1444921316166,1.98677173426624
"ingredients",109,96,109,96,2.13725490196078,2.04139268515822,1.1444921316166,1.98677173426624
"representatives",109,96,91,84,2.13725490196078,2.04139268515822,1.1444921316166,1.98677173426624
"depart",109,95,104,91,2.13725490196078,2.04139268515822,1.13257033857892,1.98227123303957
"implied",109,95,108,95,2.13725490196078,2.04139268515822,1.13257033857892,1.98227123303957
"blur",109,94,101,87,2.13725490196078,2.04139268515822,1.12064854554125,1.97772360528885
"ridden",109,94,107,92,2.13725490196078,2.04139268515822,1.12064854554125,1.97772360528885
"applaud",109,93,101,89,2.13725490196078,2.04139268515822,1.10872675250358,1.9731278535997
"impulses",109,93,109,93,2.13725490196078,2.04139268515822,1.10872675250358,1.9731278535997
"incomplete",109,93,105,91,2.13725490196078,2.04139268515822,1.10872675250358,1.9731278535997
"controversial",109,92,108,91,2.13725490196078,2.04139268515822,1.0968049594659,1.96848294855394
"viewing",109,92,104,88,2.13725490196078,2.04139268515822,1.0968049594659,1.96848294855394
"ambushed",109,91,100,85,2.13725490196078,2.04139268515822,1.08488316642823,1.96378782734556
"compensation",109,91,105,90,2.13725490196078,2.04139268515822,1.08488316642823,1.96378782734556
"seating",109,91,104,87,2.13725490196078,2.04139268515822,1.08488316642823,1.96378782734556
"prisons",109,90,100,84,2.13725490196078,2.04139268515822,1.07296137339056,1.95904139232109
"cheats",109,89,108,88,2.13725490196078,2.04139268515822,1.06103958035289,1.95424250943932
"mayhem",109,89,85,81,2.13725490196078,2.04139268515822,1.06103958035289,1.95424250943932
"museums",109,89,101,86,2.13725490196078,2.04139268515822,1.06103958035289,1.95424250943932
"stylish",110,104,108,102,2.15686274509804,2.04532297878666,1.23986647591798,2.02118929906994
"brightest",110,103,107,100,2.15686274509804,2.04532297878666,1.22794468288031,2.01703333929878
"crazier",110,102,104,99,2.15686274509804,2.04532297878666,1.21602288984263,2.01283722470517
"pickin",110,102,107,100,2.15686274509804,2.04532297878666,1.21602288984263,2.01283722470517
"analyzed",110,99,109,98,2.15686274509804,2.04532297878666,1.18025751072961,2
"experimenting",110,99,107,97,2.15686274509804,2.04532297878666,1.18025751072961,2
"factors",110,99,106,97,2.15686274509804,2.04532297878666,1.18025751072961,2
"criticize",110,98,109,97,2.15686274509804,2.04532297878666,1.16833571769194,1.99563519459755
"cushion",110,98,109,98,2.15686274509804,2.04532297878666,1.16833571769194,1.99563519459755
"formality",110,98,109,98,2.15686274509804,2.04532297878666,1.16833571769194,1.99563519459755
"troublemaker",110,97,106,93,2.15686274509804,2.04532297878666,1.15641392465427,1.99122607569249
"uncommon",110,96,106,93,2.15686274509804,2.04532297878666,1.1444921316166,1.98677173426624
"minimal",110,95,88,76,2.15686274509804,2.04532297878666,1.13257033857892,1.98227123303957
"oppose",110,95,110,95,2.15686274509804,2.04532297878666,1.13257033857892,1.98227123303957
"cloudy",110,94,100,85,2.15686274509804,2.04532297878666,1.12064854554125,1.97772360528885
"radiant",110,94,102,91,2.15686274509804,2.04532297878666,1.12064854554125,1.97772360528885
"sank",110,94,108,92,2.15686274509804,2.04532297878666,1.12064854554125,1.97772360528885
"disposition",110,93,107,92,2.15686274509804,2.04532297878666,1.10872675250358,1.9731278535997
"fearful",110,93,103,88,2.15686274509804,2.04532297878666,1.10872675250358,1.9731278535997
"targeted",110,93,109,92,2.15686274509804,2.04532297878666,1.10872675250358,1.9731278535997
"tickles",110,93,104,88,2.15686274509804,2.04532297878666,1.10872675250358,1.9731278535997
"anguish",110,92,106,89,2.15686274509804,2.04532297878666,1.0968049594659,1.96848294855394
"poles",110,91,89,72,2.15686274509804,2.04532297878666,1.08488316642823,1.96378782734556
"roster",110,91,110,91,2.15686274509804,2.04532297878666,1.08488316642823,1.96378782734556
"defective",110,90,105,88,2.15686274509804,2.04532297878666,1.07296137339056,1.95904139232109
"nausea",110,89,93,78,2.15686274509804,2.04532297878666,1.06103958035289,1.95424250943932
"weaknesses",110,89,108,88,2.15686274509804,2.04532297878666,1.06103958035289,1.95424250943932
"ongoing",111,108,106,103,2.17647058823529,2.04921802267018,1.28755364806867,2.03742649794062
"overlooked",111,107,109,105,2.17647058823529,2.04921802267018,1.275631855031,2.03342375548695
"loaned",111,105,108,103,2.17647058823529,2.04921802267018,1.25178826895565,2.02530586526477
"wiping",111,105,105,100,2.17647058823529,2.04921802267018,1.25178826895565,2.02530586526477
"vested",111,104,110,103,2.17647058823529,2.04921802267018,1.23986647591798,2.02118929906994
"exhausting",111,103,105,98,2.17647058823529,2.04921802267018,1.22794468288031,2.01703333929878
"guarantees",111,103,107,99,2.17647058823529,2.04921802267018,1.22794468288031,2.01703333929878
"persuasive",111,101,105,96,2.17647058823529,2.04921802267018,1.20410109680496,2.00860017176192
"quaint",111,101,105,97,2.17647058823529,2.04921802267018,1.20410109680496,2.00860017176192
"struggled",111,101,110,100,2.17647058823529,2.04921802267018,1.20410109680496,2.00860017176192
"treacherous",111,101,94,89,2.17647058823529,2.04921802267018,1.20410109680496,2.00860017176192
"rescuing",111,100,103,94,2.17647058823529,2.04921802267018,1.19217930376729,2.00432137378264
"geniuses",111,99,102,94,2.17647058823529,2.04921802267018,1.18025751072961,2
"import",111,99,107,96,2.17647058823529,2.04921802267018,1.18025751072961,2
"customary",111,98,110,98,2.17647058823529,2.04921802267018,1.16833571769194,1.99563519459755
"drained",111,98,108,96,2.17647058823529,2.04921802267018,1.16833571769194,1.99563519459755
"sleazy",111,98,102,93,2.17647058823529,2.04921802267018,1.16833571769194,1.99563519459755
"twisting",111,98,93,86,2.17647058823529,2.04921802267018,1.16833571769194,1.99563519459755
"constructive",111,97,103,92,2.17647058823529,2.04921802267018,1.15641392465427,1.99122607569249
"sinister",111,97,101,91,2.17647058823529,2.04921802267018,1.15641392465427,1.99122607569249
"sterile",111,97,100,90,2.17647058823529,2.04921802267018,1.15641392465427,1.99122607569249
"binding",111,95,108,94,2.17647058823529,2.04921802267018,1.13257033857892,1.98227123303957
"dads",111,95,97,85,2.17647058823529,2.04921802267018,1.13257033857892,1.98227123303957
"gourmet",111,95,88,75,2.17647058823529,2.04921802267018,1.13257033857892,1.98227123303957
"irritating",111,95,106,90,2.17647058823529,2.04921802267018,1.13257033857892,1.98227123303957
"bolts",111,94,106,90,2.17647058823529,2.04921802267018,1.12064854554125,1.97772360528885
"deliveries",111,94,101,87,2.17647058823529,2.04921802267018,1.12064854554125,1.97772360528885
"passive",111,94,104,88,2.17647058823529,2.04921802267018,1.12064854554125,1.97772360528885
"underage",111,94,104,89,2.17647058823529,2.04921802267018,1.12064854554125,1.97772360528885
"brushing",111,93,104,87,2.17647058823529,2.04921802267018,1.10872675250358,1.9731278535997
"bowls",111,92,106,88,2.17647058823529,2.04921802267018,1.0968049594659,1.96848294855394
"clips",111,92,108,91,2.17647058823529,2.04921802267018,1.0968049594659,1.96848294855394
"picky",111,92,106,91,2.17647058823529,2.04921802267018,1.0968049594659,1.96848294855394
"yikes",111,92,14,13,2.17647058823529,2.04921802267018,1.0968049594659,1.96848294855394
"ante",111,91,79,69,2.17647058823529,2.04921802267018,1.08488316642823,1.96378782734556
"smear",111,90,104,84,2.17647058823529,2.04921802267018,1.07296137339056,1.95904139232109
"noose",111,89,111,89,2.17647058823529,2.04921802267018,1.06103958035289,1.95424250943932
