"word_combo","sk_cue","sk_target","type","cue_type","target_type","sk_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"agracakoberec","agraca","koberec","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agracašpaka","agraca","špaka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahojauto","ahoj","auto","unrelated","word","word",0.115879100893612,-0.791792895205885,0.379584133777754,0.0704870040885033,29,30,30,2,1,30,30,2,1,FALSE,FALSE,FALSE
"ahojdovidenia","ahoj","dovidenia","related","word","word",0.454055266326796,-0.513030199787139,0.615046871224294,0.177548738332792,12,14,14,2,1,13,14,2,0.928571428571429,FALSE,FALSE,FALSE
"ahojplašaš","ahoj","plašaš","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahomsoceán","ahoms","oceán","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahomsopný","ahoms","opný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidátnepravdivý","aidát","nepravdivý","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidátukrýkovník","aidát","ukrýkovník","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidsarioha","aids","arioha","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidshiv","aids","hiv","related","word","word",0.535678058969901,0.967199966926895,0.550735839834227,0.275367919917114,4,5,7,0,0.714285714285714,4,7,0,0.571428571428571,FALSE,FALSE,FALSE
"aidsreštaurácia","aids","reštaurácia","unrelated","word","word",0.0502346676599711,0.23995040443173,1.1587602574217,0.321382271084906,13,14,14,0,1,7,14,0,0.5,FALSE,FALSE,FALSE
"akciámnynúdzový","akciámny","núdzový","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akciámnystrážlogický","akciámny","strážlogický","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akhláškabiologický","akhláška","biologický","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akhláškalošenie","akhláška","lošenie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktívnyčinnosť","aktívny","činnosť","related","word","word",0.214553747179162,-0.425012644515986,1.00785033305282,0.335950111017606,9,9,9,1,1,8,8,2,1,FALSE,FALSE,FALSE
"aktívnypobredosť","aktívny","pobredosť","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktívnysabotáž","aktívny","sabotáž","unrelated","word","word",0.0853206916980594,-0.103805134465856,0.464611677499457,0.154870559166486,9,9,10,1,0.9,9,10,1,0.9,FALSE,FALSE,FALSE
"aktovkaalvíš","aktovka","alvíš","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktovkakufor","aktovka","kufor","related","word","word",0.23327322003434,-0.949362944299111,0.286471336231916,0.165394303088608,3,3,3,1,1,3,3,1,1,FALSE,FALSE,FALSE
"aktovkaopustiť","aktovka","opustiť","unrelated","word","word",0.0413549288402648,-0.500778946570531,0.554102347257356,0.127119796635447,19,20,22,1,0.909090909090909,16,22,1,0.727272727272727,FALSE,FALSE,FALSE
"albummeter","album","meter","unrelated","word","word",0.0919280662569125,-0.648546801068914,0.536752577597444,0.107350515519489,25,28,28,2,1,28,28,2,1,FALSE,FALSE,FALSE
"albumpieseň","album","pieseň","related","word","word",0.342226395009706,-0.779877906111685,0.416655879889457,0.147310099045541,8,8,8,1,1,7,8,1,0.875,FALSE,FALSE,FALSE
"albumprudca","album","prudca","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldžaťoda","aldža","ťoda","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldžazlosť","aldža","zlosť","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alfňakomunita","alfňa","komunita","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alfňapsycholóstvom","alfňa","psycholóstvom","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoholdroga","alkohol","droga","related","word","word",0.400643566166061,-0.590580562727224,0.431885677777937,0.115426302607121,14,16,18,2,0.888888888888889,16,18,2,0.888888888888889,FALSE,FALSE,FALSE
"alkoholpesky","alkohol","pesky","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoholšťastný","alkohol","šťastný","unrelated","word","word",0.112924896831969,-0.497727514615259,0.520883166717964,0.173627722239321,9,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"alkovichtrabandký","alkovich","trabandký","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkovichzorganizovať","alkovich","zorganizovať","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alukdáma","aluk","dáma","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alukelevďačný","aluk","elevďačný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amairánskyprogvie","amairánsky","progvie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amairánskystratégia","amairánsky","stratégia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatérskyprofesionálny","amatérsky","profesionálny","related","word","word",0.483512754022494,-0.246727474773281,1.21224605928159,0.294012855685693,17,20,22,2,0.909090909090909,17,22,2,0.772727272727273,FALSE,FALSE,FALSE
"amatérskyteokin","amatérsky","teokin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatérskyvreckovka","amatérsky","vreckovka","unrelated","word","word",0.0926747431209373,0.0864728246963529,1.00411504182966,0.302752076372818,11,12,13,2,0.923076923076923,11,13,2,0.846153846153846,FALSE,FALSE,FALSE
"analychovinjekcia","analychov","injekcia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analychovvyklý","analychov","vyklý","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analytikaktivovať","analytik","aktivovať","unrelated","word","word",0.096600806422801,-0.306773943785633,0.519483786152925,0.101879152407263,26,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"analytikboď","analytik","boď","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analytikvyšetrovateľ","analytik","vyšetrovateľ","related","word","word",0.425470781011936,-0.122048884846991,1.09530178459701,0.31618639009048,12,14,14,3,1,12,14,3,0.857142857142857,FALSE,FALSE,FALSE
"ananoinštrácia","anano","inštrácia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ananokrálik","anano","králik","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchiakapitalizmus","anarchia","kapitalizmus","related","word","word",0.391808468996794,-0.182568018914233,0.59841433654318,0.172747339145068,12,13,14,3,0.928571428571429,12,15,2,0.8,FALSE,FALSE,FALSE
"anarchiaoceniť","anarchia","oceniť","unrelated","word","word",0.102975163112407,-0.302278949263024,0.874788687940798,0.182406050689733,23,23,23,1,1,21,23,1,0.91304347826087,FALSE,FALSE,FALSE
"anarchiaštinc","anarchia","štinc","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarzniebyt","anarznie","byt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarzniedôlik","anarznie","dôlik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatómiamladý","anatómia","mladý","unrelated","word","word",0.120884764979458,-0.90252514067012,0.264520168483062,0.0733646946815427,13,15,15,1,1,15,15,1,1,FALSE,FALSE,FALSE
"anatómianestretný","anatómia","nestretný","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatómiapsychológia","anatómia","psychológia","related","word","word",0.435119935553766,-0.372148900379144,0.359917038529322,0.0899792596323305,16,16,16,2,1,16,16,2,1,FALSE,FALSE,FALSE
"anglickýfrancúzsky","anglický","francúzsky","related","word","word",0.572331958982346,-0.421317325987354,1.04514147111829,0.176661152221769,35,36,36,0,1,36,36,0,1,FALSE,FALSE,FALSE
"anglickýnáling","anglický","náling","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anglickýznížiť","anglický","znížiť","unrelated","word","word",0.0780905868989435,-0.514416409094373,0.32747459419404,0.16373729709702,4,5,5,1,1,5,5,1,1,FALSE,FALSE,FALSE
"anjeldiabol","anjel","diabol","related","word","word",0.391859383594186,-0.696804895465833,0.367830520206084,0.0802672000837792,21,21,22,2,0.954545454545455,20,22,2,0.909090909090909,FALSE,FALSE,FALSE
"anjelkáva","anjel","káva","unrelated","word","word",0.0786873525157098,-0.689805826163703,0.483683510077148,0.0967367020154296,25,29,29,1,1,27,29,1,0.931034482758621,FALSE,FALSE,FALSE
"anjelpolijorský","anjel","polijorský","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankiomamziť","ankio","mamziť","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankioromantický","ankio","romantický","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anojakosle","anoja","kosle","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anojanarušiť","anoja","narušiť","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anonymnýbojisko","anonymný","bojisko","unrelated","word","word",0.0454293649982885,-0.239727866767769,0.150987364303489,0.0616403333585437,6,7,8,2,0.875,8,8,2,1,FALSE,FALSE,FALSE
"anonymnýneznámy","anonymný","neznámy","related","word","word",0.354104948847499,-0.125706406125802,1.32793773719486,0.383342605018256,12,13,14,3,0.928571428571429,13,14,3,0.928571428571429,FALSE,FALSE,FALSE
"anonymnýrozpeľ","anonymný","rozpeľ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anoužasnýpežou","anoužasný","pežou","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anoužasnýposledný","anoužasný","posledný","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anšľachtickýlkar","anšľachtický","lkar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anšľachtickýzahrabať","anšľachtický","zahrabať","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apusťklaprudký","apusť","klaprudký","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apusťmaslo","apusť","maslo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arénabojisko","aréna","bojisko","related","word","word",0.214991800358177,-0.170407072178385,0.894401968441906,0.16063933567535,31,32,33,1,0.96969696969697,30,32,2,0.9375,FALSE,FALSE,FALSE
"arénapoxer","aréna","poxer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arénaráno","aréna","ráno","unrelated","word","word",0.0660543755652529,-0.931895703157761,0.287644792175301,0.101697791560075,8,8,8,1,1,8,8,1,1,FALSE,FALSE,FALSE
"arižidiot","ariž","idiot","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arižrastánky","ariž","rastánky","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arodlivýpieri","arodlivý","pieri","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arodlivýuspieť","arodlivý","uspieť","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artefaktchladný","artefakt","chladný","unrelated","word","word",0.0771381724845243,-0.506907791400142,0.448170737322163,0.108697369899425,17,18,18,1,1,10,18,1,0.555555555555556,FALSE,FALSE,FALSE
"artefaktkonpens","artefakt","konpens","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artefaktmedailón","artefakt","medailón","related","word","word",0.331097302545431,0.0259237298946078,0.702232425141226,0.12224297450467,33,36,39,2,0.923076923076923,21,40,1,0.525,FALSE,FALSE,FALSE
"artezlecdepresia","artezlec","depresia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artezlecutheranec","artezlec","utheranec","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arzehľadvýkupsom","arzehľad","výkupsom","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arzehľadzdediť","arzehľad","zdediť","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arzenálčarodejnica","arzenál","čarodejnica","unrelated","word","word",0.118766794161774,-0.412078927127924,0.50670154292531,0.146272136103363,12,12,12,2,1,9,12,2,0.75,FALSE,FALSE,FALSE
"arzenáltačný","arzenál","tačný","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arzenálzbrojnica","arzenál","zbrojnica","related","word","word",0.278771978490918,0.0867268069276864,0.827584423571481,0.229530621074022,13,15,16,0,0.9375,8,16,0,0.5,FALSE,FALSE,FALSE
"aspibergchrisnutie","aspiberg","chrisnutie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aspibergmorka","aspiberg","morka","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aspirínmorfín","aspirín","morfín","related","word","word",0.613546328104427,0.0178324366350628,0.671335677136111,0.179422006811515,14,14,14,1,1,10,14,1,0.714285714285714,FALSE,FALSE,FALSE
"aspirínorbita","aspirín","orbita","unrelated","word","word",0.0935056735373258,1.86092441815443,1.90711775952362,0.77857756503879,6,9,18,0,0.5,13,17,1,0.764705882352941,FALSE,FALSE,FALSE
"aspirínreposka","aspirín","reposka","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astalibi","ast","alibi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astdobus","ast","dobus","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astrodiktinštikmácie","astrodikt","inštikmácie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astrodiktstále","astrodikt","stále","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautorijný","astronaut","orijný","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautpilot","astronaut","pilot","related","word","word",0.302492182848885,-0.464518780800079,0.71482478185736,0.155987555785317,21,22,22,0,1,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"astronautprísť","astronaut","prísť","unrelated","word","word",0.112778687812848,-0.521896895800143,0.444332815141422,0.123235749874127,13,14,15,2,0.933333333333333,14,15,2,0.933333333333333,FALSE,FALSE,FALSE
"atómovýglocierny","atómový","glocierny","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atómovýjadrový","atómový","jadrový","related","word","word",0.562535736907774,-0.581021198307527,0.267001764559355,0.119406819133422,5,5,5,1,1,5,5,1,1,FALSE,FALSE,FALSE
"atómovýúdolie","atómový","údolie","unrelated","word","word",0.134333718277902,-0.512020282424668,0.490729818790797,0.112581141510058,19,20,21,4,0.952380952380952,17,20,5,0.85,FALSE,FALSE,FALSE
"atrakprázdnyfinancovanie","atrakprázdny","financovanie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atrakprázdnyprudca","atrakprázdny","prudca","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atraktívnybabička","atraktívny","babička","unrelated","word","word",0.0616565779142344,-0.474107415199754,0.688595522364811,0.190982035687787,13,16,16,1,1,15,16,1,0.9375,FALSE,FALSE,FALSE
"atraktívnydiačný","atraktívny","diačný","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atraktívnyočarujúci","atraktívny","očarujúci","related","word","word",0.442716494944136,-0.350572852660721,0.463632368191623,0.0772720613652706,36,37,37,2,1,36,37,2,0.972972972972973,FALSE,FALSE,FALSE
"aukciabezmocný","aukcia","bezmocný","unrelated","word","word",-0.00465414548535649,-0.00782318734704855,1.1748169383589,0.479617006693012,6,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"aukciakonda","aukcia","konda","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aukciazľava","aukcia","zľava","related","word","word",0.25263542604011,-0.561238092481249,0.616781927277409,0.134592850906165,21,21,22,1,0.954545454545455,17,22,1,0.772727272727273,FALSE,FALSE,FALSE
"autodáchdedina","autodách","dedina","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autodáchkradsvit","autodách","kradsvit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autogramfotograf","autogram","fotograf","related","word","word",0.419975238038319,-0.753786411295626,0.486375275421948,0.14040444809602,12,12,13,0,0.923076923076923,10,13,0,0.769230769230769,FALSE,FALSE,FALSE
"autogrampokert","autogram","pokert","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autogramspálňa","autogram","spálňa","unrelated","word","word",0.128785550918797,-0.864610319664852,0.461284645870956,0.206292765028875,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"autordolár","autor","dolár","unrelated","word","word",0.0916078389019292,-0.630033761351435,0.367458849995091,0.070717488653592,27,28,28,2,1,28,28,2,1,FALSE,FALSE,FALSE
"autorherec","autor","herec","related","word","word",0.365597871391268,-0.717193339553499,0.334647058959532,0.111549019653177,9,11,11,0,1,10,11,0,0.909090909090909,FALSE,FALSE,FALSE
"autortechrica","autor","techrica","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auvašhviezdganizovať","auvaš","hviezdganizovať","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auvašvoľba","auvaš","voľba","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avedmutégia","aved","mutégia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avedštátny","aved","štátny","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bábätkodieťa","bábätko","dieťa","related","word","word",0.619374243863755,-0.8910395701876,0.214652374351247,0.0595338570864241,13,15,16,1,0.9375,13,16,1,0.8125,FALSE,FALSE,FALSE
"bábätkoinšpirácia","bábätko","inšpirácia","unrelated","word","word",0.0484649833306584,-0.454701177287266,0.620297554179666,0.165781494685297,14,14,14,1,1,14,14,1,1,FALSE,FALSE,FALSE
"bábätkomieržový","bábätko","mieržový","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bábikahračka","bábika","hračka","related","word","word",0.421129926380118,-0.785389089884737,0.34078528870708,0.0945168332582444,13,15,16,0,0.9375,15,16,0,0.9375,FALSE,FALSE,FALSE
"bábikainteligentný","bábika","inteligentný","unrelated","word","word",0.147539017145747,0.122820439134466,1.17003844516896,0.30210262750412,15,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"bábikapísamant","bábika","písamant","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bahnonebezpečný","bahno","nebezpečný","unrelated","word","word",0.125692951099682,-0.209869587359384,0.675847322124738,0.225282440708246,9,10,11,0,0.909090909090909,10,11,0,0.909090909090909,FALSE,FALSE,FALSE
"bahnonesklada","bahno","nesklada","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bahnopiesok","bahno","piesok","related","word","word",0.33584124939473,-0.68536552624643,0.326568286978759,0.133320944878791,6,6,7,0,0.857142857142857,7,7,0,1,FALSE,FALSE,FALSE
"baistoloď","baisto","loď","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baistosanný","baisto","sanný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bajúnmúka","bajún","múka","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bajúnzábak","bajún","zábak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bákvapkaoddanosť","bákvapka","oddanosť","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bákvapkatelepnot","bákvapka","telepnot","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
