"word_combo","es_cue","es_target","type","cue_type","target_type","es_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"admiblarqueso","admiblar","queso","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admilestraciónfamilia","admilestración","familia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admilestracióngaijo","admilestración","gaijo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administracióncristiano","administración","cristiano","unrelated","word","word",0.13123817747199,-0.541175086330761,0.371244705452562,0.0900400666783664,17,17,17,1,1,17,17,1,1,FALSE,FALSE,FALSE
"administraciónemocional","administración","emocional","unrelated","word","word",0.12111002173008,-0.17311652005375,0.988987026322273,0.274295648782585,13,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"administracióngerencia","administración","gerencia","related","word","word",0.552113728118123,0.120720489193192,1.40264475620351,0.237090236715607,35,37,40,1,0.925,40,40,1,1,FALSE,FALSE,FALSE
"administracióngobierno","administración","gobierno","related","word","word",0.584700540376012,-0.672740131488021,0.514136212532313,0.0923415897347682,31,33,33,2,1,33,33,2,1,FALSE,FALSE,FALSE
"administraciónpeximo","administración","peximo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administraciónpruede","administración","pruede","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admirarapreciar","admirar","apreciar","related","word","word",0.603337154671395,-0.0850838933135267,0.646101385582165,0.152287557026391,18,18,18,0,1,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"admirarflolea","admirar","flolea","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admirarteléfono","admirar","teléfono","unrelated","word","word",0.0914348443921865,-0.685750233775138,0.245574912533199,0.0740436220724516,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"admitirartillería","admitir","artillería","unrelated","word","word",0.0553085118484576,-0.230333429030496,0.76869492359168,0.163886308368667,22,22,23,0,0.956521739130435,22,23,0,0.956521739130435,FALSE,FALSE,FALSE
"admitirconfesar","admitir","confesar","related","word","word",0.544058676498178,-0.379979822402527,0.613042242591874,0.14064153597787,19,21,22,1,0.954545454545455,21,22,1,0.954545454545455,FALSE,FALSE,FALSE
"admitirmalle","admitir","malle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADNescándalo","ADN","escándalo","unrelated","word","word",NA,0.10529037684411,0.899205709371442,0.121248873116878,55,60,62,0,0.967741935483871,57,62,0,0.919354838709677,FALSE,TRUE,TRUE
"ADNhuella","ADN","huella","related","word","word",NA,-0.45887213367962,0.541664560147237,0.163318009840116,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"ADNmadiche","ADN","madiche","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adolescenciaadolescente","adolescencia","adolescente","related","word","word",0.669334466305984,-0.0302707508233118,1.29992656794353,0.20815484140698,39,41,41,2,1,40,41,2,0.975609756097561,FALSE,FALSE,FALSE
"adolescenciaemocionado","adolescencia","emocionado","unrelated","word","word",0.135345940550583,-0.510536036627613,0.764542952527472,0.129231345850259,35,35,35,0,1,35,35,0,1,FALSE,FALSE,FALSE
"adolescenciatúvil","adolescencia","túvil","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adrelloevancicio","adrello","evancicio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adrellopartido","adrello","partido","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adsantenciaalcalde","adsantencia","alcalde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adsantenciaarrontar","adsantencia","arrontar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adultopíldora","adulto","píldora","unrelated","word","word",0.128534346899062,-0.118098723478789,0.600266448783216,0.0986831962933438,37,37,42,2,0.880952380952381,40,42,2,0.952380952380952,FALSE,FALSE,FALSE
"adultoprogenitor","adulto","progenitor","related","word","word",0.333666594908278,0.145649886854062,0.785292204748621,0.132738609609687,35,37,37,0,1,37,37,0,1,FALSE,FALSE,FALSE
"adultovijumina","adulto","vijumina","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advertenciaamarife","advertencia","amarife","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advertenciaaudiencia","advertencia","audiencia","unrelated","word","word",0.13860834572949,-0.0254624729131775,1.09473025415553,0.193522796570861,32,32,33,0,0.96969696969697,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"advertenciamensaje","advertencia","mensaje","related","word","word",0.383814096194334,-0.599553498490013,0.493948044447688,0.0698548023565589,50,53,54,0,0.981481481481482,53,54,0,0.981481481481482,TRUE,TRUE,TRUE
"adyunistraciónayer","adyunistración","ayer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adyunistraciónregrena","adyunistración","regrena","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áfiaintentar","áfia","intentar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áfiapanservar","áfia","panservar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aficionadoestracialista","aficionado","estracialista","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aficionadoprofesional","aficionado","profesional","related","word","word",0.457438919157724,-0.535789240368688,0.453967579775124,0.0676734911972158,45,49,50,1,0.98,49,50,1,0.98,TRUE,TRUE,FALSE
"aficionadotrasera","aficionado","trasera","unrelated","word","word",0.0512611402809536,0.006882096090418,1.02283982983202,0.208786305973635,24,24,24,0,1,24,24,0,1,FALSE,FALSE,FALSE
"aficionakacasnica","aficionaka","casnica","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aficionakacontento","aficionaka","contento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afildeceraredio","afildecer","aredio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afildecerpez","afildecer","pez","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ÁfricaAmérica","África","América","related","word","word",NA,-0.774326141460123,0.237690714127454,0.0659235428837069,13,16,17,0,0.941176470588235,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"Áfricafingitud","África","fingitud","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Áfricaoxígeno","África","oxígeno","unrelated","word","word",NA,-0.570675122031907,0.510851524765501,0.0628814758524511,66,67,68,0,0.985294117647059,65,68,0,0.955882352941177,TRUE,TRUE,TRUE
"agariaradopatro","agariarado","patro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agariaradopedir","agariarado","pedir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentedetective","agente","detective","related","word","word",0.486087822692069,-0.379575959312849,0.665338932888254,0.100303618127536,44,48,49,0,0.979591836734694,48,49,0,0.979591836734694,FALSE,FALSE,FALSE
"agentefostento","agente","fostento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agenteoccidental","agente","occidental","unrelated","word","word",0.119347881453868,-0.607563534926381,0.219489436106967,0.0661785550012266,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"agienturacama","agientura","cama","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agienturagodar","agientura","godar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agoralenciaduerte","agoralencia","duerte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agoralenciafinalizar","agoralencia","finalizar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agradableamoroso","agradable","amoroso","related","word","word",0.369015267108564,-0.406930675607559,0.828376658602568,0.221392974549387,14,14,14,0,1,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"agradableexagerar","agradable","exagerar","unrelated","word","word",0.142640999626611,-0.0741398156616476,1.06528617042109,0.166369748722568,41,41,41,0,1,40,41,0,0.975609756097561,FALSE,FALSE,FALSE
"agradabletriacus","agradable","triacus","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agradecidodinagrata","agradecido","dinagrata","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agradecidogracias","agradecido","gracias","related","word","word",0.443641188233353,-0.68884102486944,0.396288149591966,0.149782841620329,7,7,7,1,1,7,7,1,1,FALSE,FALSE,FALSE
"agradecidopárrafo","agradecido","párrafo","unrelated","word","word",0.0989226282769387,-0.372081236319057,0.59706538458418,0.124496738820332,23,24,25,1,0.96,25,25,1,1,FALSE,FALSE,FALSE
"agricultorchantaje","agricultor","chantaje","unrelated","word","word",0.09594527135565,0.0219009360051147,0.676493075402658,0.101985168381101,44,46,50,0,0.92,40,50,0,0.8,FALSE,TRUE,FALSE
"agricultormamepular","agricultor","mamepular","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultortrabajador","agricultor","trabajador","related","word","word",0.505185416441477,-0.680453921162601,0.227734337542409,0.0474858919533316,23,24,24,2,1,21,25,1,0.84,FALSE,FALSE,FALSE
"agrisortorelectricidad","agrisortor","electricidad","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agrisortorprácticaseste","agrisortor","prácticaseste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agujacreatividad","aguja","creatividad","unrelated","word","word",0.135130016146513,-0.202593468607976,0.37955753190308,0.126519177301027,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"agujajeringa","aguja","jeringa","related","word","word",0.636116505113196,-0.0280609449323493,0.607756817992138,0.124057840981524,24,24,25,0,0.96,23,25,0,0.92,FALSE,FALSE,FALSE
"agujatriunje","aguja","triunje","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahiromatemática","ahiro","matemática","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahirosisdima","ahiro","sisdima","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahogarflieso","ahogar","flieso","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahogarhechicero","ahogar","hechicero","unrelated","word","word",0.138487438003448,0.294055153450726,1.14347168479666,0.199052870541115,33,34,38,0,0.894736842105263,35,38,0,0.921052631578947,FALSE,FALSE,FALSE
"ahogarnadar","ahogar","nadar","related","word","word",0.398091952489016,-0.432140015173821,0.710391106270321,0.0924850444957958,59,64,66,0,0.96969696969697,60,65,1,0.923076923076923,FALSE,TRUE,TRUE
"ahonaspasear","ahonas","pasear","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahonasploga","ahonas","ploga","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahoraepaficar","ahora","epaficar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahorafatal","ahora","fatal","unrelated","word","word",0.132670235646958,-0.496512202019572,0.976065452814487,0.120145351880353,66,69,70,0,0.985714285714286,68,69,1,0.985507246376812,FALSE,TRUE,TRUE
"ahorasaber","ahora","saber","related","word","word",0.286871855398711,-0.161096357837441,1.43290074734437,0.312684578003065,21,21,22,0,0.954545454545455,22,22,0,1,FALSE,FALSE,FALSE
"airefamilia","aire","familia","unrelated","word","word",0.0507024568262014,-0.418780371849016,1.04760352858869,0.152808679790754,47,49,50,0,0.98,43,50,0,0.86,FALSE,TRUE,FALSE
"airejaugo","aire","jaugo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aireoxígeno","aire","oxígeno","related","word","word",0.497396304509889,-0.657692051413983,0.451179438377426,0.0638064080817231,50,51,51,1,1,47,51,1,0.92156862745098,TRUE,TRUE,TRUE
"ajocebolla","ajo","cebolla","related","word","word",0.641261167968667,-0.671170132602026,0.412737277534267,0.0489829030630534,71,72,72,0,1,56,72,0,0.777777777777778,TRUE,TRUE,TRUE
"ajofircher","ajo","fircher","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajorefugio","ajo","refugio","unrelated","word","word",0.0556464449635787,-0.183739454030633,0.819197025896013,0.123498598376006,44,45,45,0,1,40,45,0,0.888888888888889,FALSE,FALSE,FALSE
"alberguecorotil","albergue","corotil","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alberguerefugio","albergue","refugio","related","word","word",0.691976934005748,-0.324371829094644,0.845442373370154,0.211360593342538,16,16,17,0,0.941176470588235,13,17,0,0.764705882352941,FALSE,FALSE,FALSE
"alberguetelevisión","albergue","televisión","unrelated","word","word",0.103670097731527,-0.741287814406992,0.475477314178567,0.0665801413451377,51,52,52,0,1,48,52,0,0.923076923076923,TRUE,TRUE,TRUE
"alcofinader","alcofin","ader","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcofinchantaje","alcofin","chantaje","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcoholcolianidad","alcohol","colianidad","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcoholcontento","alcohol","contento","unrelated","word","word",0.0775229430752305,-0.711053838428179,0.400389090260687,0.115582374521299,12,12,12,1,1,12,12,1,1,FALSE,FALSE,FALSE
"alcoholdroga","alcohol","droga","related","word","word",0.556813019778194,-0.343090528216878,1.59323157137749,0.248820968061718,41,42,42,0,1,40,41,1,0.975609756097561,FALSE,FALSE,FALSE
"alducilplucias","alducil","plucias","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alducilpréstamo","alducil","préstamo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertaalarma","alerta","alarma","related","word","word",0.519231533190145,-0.38812745251732,1.560475177504,0.357997558033876,19,19,19,1,1,19,19,1,1,FALSE,FALSE,FALSE
"alertaan","alerta","an","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
