"word_combo","cs_cue","cs_target","type","cue_type","target_type","cs_cosine","M_Z","SD_Z","SE_Z","sampleN","done_both","done","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_totalN"
"aidsúchvatní","aids","úchvatní","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akcentnírychle","akcentní","rychle","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akcentníukába","akcentní","ukába","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktefekně","akt","efekně","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktintuice","akt","intuice","unrelated","word","word",0.0850608103057864,0.662523722619573,1.08207845997656,0.128419086902683,71,FALSE,TRUE,76,87,3,0.873563218390805,75,88,2,0.852272727272727,TRUE
"aktivníaktivita","aktivní","aktivita","related","word","word",0.428449205333352,-0.493073726145759,0.557258288101385,0.0670860144022005,69,TRUE,TRUE,74,75,7,0.986666666666667,74,76,6,0.973684210526316,TRUE
"aktivnífax","aktivní","fax","unrelated","word","word",0.133965083482972,0.00829603600494306,1.15823348042974,0.137457025048005,71,FALSE,TRUE,77,84,4,0.916666666666667,81,83,5,0.975903614457831,TRUE
"aktivnítýzím","aktivní","týzím","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktnahý","akt","nahý","related","word","word",0.218021688211142,-0.475828271896543,0.701089078191906,0.0723118170767125,94,TRUE,TRUE,100,103,6,0.970873786407767,91,104,5,0.875,TRUE
"aktovkakufr","aktovka","kufr","related","word","word",0.43049205925736,-0.600756735767136,0.609873739984891,0.0632409608248915,93,TRUE,TRUE,95,95,3,1,92,96,2,0.958333333333333,TRUE
"aktovkalet","aktovka","let","unrelated","word","word",0.135761375479733,-0.523264827422962,0.532508706497537,0.0631971565699811,71,TRUE,TRUE,78,80,2,0.975,75,80,2,0.9375,TRUE
"aktovkanáhrvštěvník","aktovka","náhrvštěvník","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akzpackaněraj","akzpacka","něraj","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akzpackasvítání","akzpacka","svítání","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albummetr","album","metr","unrelated","word","word",0.119018860312572,-0.629967206842966,0.607080722523415,0.0710534242047963,73,TRUE,TRUE,79,79,3,1,75,79,3,0.949367088607595,TRUE
"albumneura","album","neura","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumpíseň","album","píseň","related","word","word",0.431163055513206,-0.618066881972266,0.730838179659186,0.0906493196416874,65,FALSE,TRUE,67,68,2,0.985294117647059,66,68,2,0.970588235294118,TRUE
"alerkakrása","alerka","krása","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alerkaonarm","alerka","onarm","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aljahexplostřední","aljah","explostřední","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aljahstřela","aljah","střela","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkobýchdokument","alkobých","dokument","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkobýchhloupoté","alkobých","hloupoté","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoholcigaplachta","alkohol","cigaplachta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkohollék","alkohol","lék","related","word","word",0.376765957962417,-0.778024071076189,0.437591011894895,0.0512161540348942,73,TRUE,TRUE,76,81,5,0.938271604938272,77,81,5,0.950617283950617,TRUE
"alkoholšťastný","alkohol","šťastný","unrelated","word","word",0.0647084632875282,-0.505142333710717,0.565186972664008,0.070648371583001,64,TRUE,TRUE,67,68,1,0.985294117647059,67,69,0,0.971014492753623,TRUE
"amatérpředrosta","amatér","předrosta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatérprofesionální","amatér","profesionální","related","word","word",0.399244790213959,0.0443984364274226,0.968439781798089,0.0988409713340666,96,FALSE,TRUE,100,101,5,0.99009900990099,98,101,5,0.97029702970297,TRUE
"amatérzadní","amatér","zadní","unrelated","word","word",0.0446026716419352,-0.384371260011024,1.0065072874878,0.128870052719661,61,FALSE,TRUE,66,69,3,0.956521739130435,68,69,3,0.985507246376812,TRUE
"ambasádaformo","ambasáda","formo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambasádaharmonie","ambasáda","harmonie","unrelated","word","word",0.125923056911184,-0.187078073042802,0.658447098612234,0.0810492350991956,66,TRUE,TRUE,67,70,3,0.957142857142857,66,71,2,0.929577464788732,TRUE
"ambasádaministerstvo","ambasáda","ministerstvo","related","word","word",0.409834711191103,-0.240591773810903,0.605605297936536,0.0708807388185466,73,TRUE,TRUE,79,81,2,0.975308641975309,71,81,2,0.876543209876543,TRUE
"analytikaktivovat","analytik","aktivovat","unrelated","word","word",0.123148779674364,-0.27077299555295,0.61913106585147,0.0696576871276923,79,TRUE,TRUE,84,85,3,0.988235294117647,80,85,3,0.941176470588235,TRUE
"analytikfekce","analytik","fekce","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analytikvyšetřovatel","analytik","vyšetřovatel","related","word","word",0.553925924551864,-0.275764407237936,0.815150896328631,0.0981326360481516,69,FALSE,TRUE,75,79,2,0.949367088607595,73,78,3,0.935897435897436,TRUE
"anarchiekapitalismus","anarchie","kapitalismus","related","word","word",0.424172407868477,0.103405844116507,0.839527385956851,0.0932808206618723,81,FALSE,TRUE,86,88,6,0.977272727272727,80,90,4,0.888888888888889,TRUE
"anarchieminument","anarchie","minument","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchieskříň","anarchie","skříň","unrelated","word","word",0.107234578557784,-0.694507900562613,0.426927963267661,0.0529538966126157,65,TRUE,TRUE,69,71,3,0.971830985915493,69,71,3,0.971830985915493,TRUE
"anatokrátchronice","anatokrát","chronice","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatokrátkyslík","anatokrát","kyslík","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiepsychologie","anatomie","psychologie","related","word","word",0.593646479304363,-0.322927634409833,0.485011241828396,0.0529190649662657,84,TRUE,TRUE,87,91,1,0.956043956043956,85,91,1,0.934065934065934,TRUE
"anatomiestátce","anatomie","státce","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomievyšetřovat","anatomie","vyšetřovat","unrelated","word","word",0.123302301067206,-0.278593985993699,0.711882154203331,0.0822010706721167,75,TRUE,TRUE,78,79,7,0.987341772151899,73,78,8,0.935897435897436,TRUE
"andělbaseball","anděl","baseball","unrelated","word","word",0.0107257213310796,0.42900104894063,1.10977863138791,0.140942027128362,62,FALSE,TRUE,66,82,3,0.804878048780488,80,83,2,0.963855421686747,TRUE
"andělďábel","anděl","ďábel","related","word","word",0.606649921770674,-0.367833820763453,0.593632037388052,0.0699602065277796,72,TRUE,TRUE,78,86,3,0.906976744186046,78,83,6,0.939759036144578,TRUE
"andělotír","anděl","otír","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angličtinadůstaura","angličtina","důstaura","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angličtinafrancouzština","angličtina","francouzština","related","word","word",0.777796821678491,-0.354129699883723,0.753564945342609,0.0894317055390461,71,TRUE,TRUE,78,80,5,0.975,78,80,5,0.975,TRUE
"angličtinasnížit","angličtina","snížit","unrelated","word","word",0.136361947382668,-0.20996838019067,0.945089071630188,0.109864372979598,74,FALSE,TRUE,82,85,6,0.964705882352941,83,85,6,0.976470588235294,TRUE
"anonymníneznámý","anonymní","neznámý","related","word","word",0.288934971794715,-0.272617024409027,0.826158004866224,0.0987447683246734,70,FALSE,TRUE,76,77,4,0.987012987012987,74,77,4,0.961038961038961,TRUE
"anonymníoddatech","anonymní","oddatech","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anonymnísvědectví","anonymní","svědectví","unrelated","word","word",0.119123810912808,-0.639726402959865,0.405052017442834,0.0502405194783454,65,TRUE,TRUE,70,73,5,0.958904109589041,69,73,5,0.945205479452055,TRUE
"anopulsnífalýchní","anopulsní","falýchní","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anopulsníjaderný","anopulsní","jaderný","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anšitchránice","anšit","chránice","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anšitpozoruhodný","anšit","pozoruhodný","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antarknafít","antarkna","fít","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antarknakočka","antarkna","kočka","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aparytyautovzkvéta","aparyty","autovzkvéta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aparytytvář","aparyty","tvář","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplikovathřbitov","aplikovat","hřbitov","unrelated","word","word",0.0300255531908076,-0.551134899431427,0.51851268163119,0.0633464062065803,67,TRUE,TRUE,73,77,1,0.948051948051948,70,76,2,0.921052631578947,TRUE
"aplikovatpoužití","aplikovat","použití","related","word","word",0.327411796566847,-0.412444113788203,0.640215894111965,0.0754501666916631,72,TRUE,TRUE,78,78,4,1,75,76,6,0.986842105263158,TRUE
"aplikovatvinaj","aplikovat","vinaj","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arénabojiště","aréna","bojiště","related","word","word",0.299765268606892,-0.517898055160004,0.566914702761691,0.0703171146917664,65,TRUE,TRUE,67,68,2,0.985294117647059,66,68,2,0.970588235294118,TRUE
"arénaboto","aréna","boto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arénaučit","aréna","učit","unrelated","word","word",0.100828644101439,-0.647402310028563,0.345180934272734,0.0428144255677736,65,TRUE,TRUE,67,68,2,0.985294117647059,65,68,2,0.955882352941177,TRUE
"arteblémfipoutní","arteblém","fipoutní","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arteblémspecialista","arteblém","specialista","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artefaktchladný","artefakt","chladný","unrelated","word","word",0.103451105673443,-0.562190697261748,0.591489764122201,0.0712069998453516,69,TRUE,TRUE,73,74,2,0.986486486486487,55,72,4,0.763888888888889,TRUE
"artefaktmedailon","artefakt","medailon","related","word","word",0.465454716356939,-0.273700646011094,0.56957905112365,0.0701103346334037,66,TRUE,TRUE,74,75,5,0.986666666666667,60,75,5,0.8,TRUE
"artefaktquinnout","artefakt","quinnout","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arzenálabsolvovat","arzenál","absolvovat","unrelated","word","word",0.0564205135657135,0.241608653879022,1.07961163560243,0.132891005904939,66,FALSE,TRUE,71,75,2,0.946666666666667,53,76,1,0.697368421052632,TRUE
"arzenáldězíš","arzenál","dězíš","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arzenálzbrojnice","arzenál","zbrojnice","related","word","word",0.348907569273504,-0.249429901711158,1.05635547028774,0.127170254452409,69,FALSE,TRUE,73,75,3,0.973333333333333,58,75,3,0.773333333333333,TRUE
"arzevostlanán","arzevost","lanán","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arzevostprvek","arzevost","prvek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aržpeníze","arž","peníze","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aržpereo","arž","pereo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asischiedivadlo","asischie","divadlo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asischiestruknice","asischie","struknice","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aspichodmluvit","aspichod","mluvit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aspichodvýzantní","aspichod","výzantní","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aspirinčesuvý","aspirin","česuvý","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aspirinmorfium","aspirin","morfium","related","word","word",0.559791472988203,-0.00190171285999577,0.599075587225321,0.0649788707023846,85,TRUE,TRUE,94,101,1,0.930693069306931,94,101,1,0.930693069306931,TRUE
"aspirinobíhat","aspirin","obíhat","unrelated","word","word",0.125552846119808,-0.00104614843258627,0.817701206664957,0.0957046872917268,73,FALSE,TRUE,80,86,1,0.930232558139535,76,86,1,0.883720930232558,TRUE
"astrokojmíkreslit","astrokojmí","kreslit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astrokojmíúžasník","astrokojmí","úžasník","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautmikroplach","astronaut","mikroplach","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautpilot","astronaut","pilot","related","word","word",0.54724769168522,-0.534378449544064,1.34956069158763,0.163658272929336,68,FALSE,TRUE,78,80,3,0.975,71,79,4,0.89873417721519,TRUE
"astronautpřijít","astronaut","přijít","unrelated","word","word",0.133530494153614,-0.440027416254225,0.459712692275203,0.0549461761881461,70,TRUE,TRUE,76,78,3,0.974358974358974,70,78,3,0.897435897435897,TRUE
"atenlocktradiční","atenlock","tradiční","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atenlockvyprázdřovat","atenlock","vyprázdřovat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atomovýdodaskromný","atomový","dodaskromný","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atomovýjaderný","atomový","jaderný","related","word","word",0.675496948517238,-0.679082097209,0.346659791909952,0.0408542482707074,72,TRUE,TRUE,76,77,4,0.987012987012987,71,77,4,0.922077922077922,TRUE
"atomovýúdolí","atomový","údolí","unrelated","word","word",0.0992231729678199,-0.47427043164783,0.481903792941407,0.0602379741176759,64,TRUE,TRUE,74,77,3,0.961038961038961,72,77,3,0.935064935064935,TRUE
"aukcefiaj","aukce","fiaj","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aukceprodej","aukce","prodej","related","word","word",0.401625954462217,-0.689043741313652,0.532546879062478,0.0619073172114034,74,TRUE,TRUE,79,79,4,1,74,79,4,0.936708860759494,TRUE
"aukceprvek","aukce","prvek","unrelated","word","word",0.0832977650439929,-0.388363331772329,0.687732604605788,0.0840199101704037,67,TRUE,TRUE,74,76,4,0.973684210526316,72,77,3,0.935064935064935,TRUE
"autogramfotograf","autogram","fotograf","related","word","word",0.362214903377987,-0.529541133063819,0.442337586412357,0.0521299844876447,72,TRUE,TRUE,82,85,4,0.964705882352941,76,83,6,0.91566265060241,TRUE
"autogramlista","autogram","lista","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autogramtornádo","autogram","tornádo","unrelated","word","word",-0.0269364225651489,-0.399786409163433,0.578303671403698,0.0691205092944816,70,TRUE,TRUE,73,74,1,0.986486486486487,71,74,1,0.959459459459459,TRUE
"autokostelekblízký","autokost","elekblízký","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autokostfotbal","autokost","fotbal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autorglorenční","autor","glorenční","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autorherec","autor","herec","related","word","word",0.475744873633679,-0.54373560677172,1.05481138694626,0.125183080688185,71,FALSE,TRUE,76,78,2,0.974358974358974,74,77,3,0.961038961038961,TRUE
"autorhorní","autor","horní","unrelated","word","word",0.0767527648083893,-0.458538506337327,0.605730303491813,0.0624763104524243,94,TRUE,TRUE,101,104,2,0.971153846153846,102,104,2,0.980769230769231,TRUE
"auvitintelistrukční","auvit","intelistrukční","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auvitobsah","auvit","obsah","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"báječnéfantastický","báječné","fantastický","related","word","word",0.503597021449076,-0.186932174853504,0.838180047441454,0.0931311163823838,81,FALSE,TRUE,84,84,6,1,80,83,7,0.963855421686747,TRUE
"báječnékomen","báječné","komen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"báječnéletiště","báječné","letiště","unrelated","word","word",0.143414908846913,-0.610942350933687,0.653546731876136,0.0865643793224055,57,TRUE,TRUE,62,65,3,0.953846153846154,62,65,3,0.953846153846154,TRUE
"balskývakcína","balský","vakcína","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balskýžema","balský","žema","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banánjahoda","banán","jahoda","related","word","word",0.459301376917433,-0.715629390757668,0.561466006128886,0.0691116878286157,66,TRUE,TRUE,73,73,3,1,69,72,4,0.958333333333333,TRUE
"banánvěřící","banán","věřící","unrelated","word","word",0.0399811433959078,-0.20285429902808,0.516092132443286,0.0526734326979553,96,TRUE,TRUE,101,102,4,0.990196078431373,96,102,4,0.941176470588235,TRUE
"banánzlosák","banán","zlosák","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bankéřinvestor","bankéř","investor","related","word","word",0.556900735170336,-0.289347318805929,0.833675031322076,0.105033181291533,63,FALSE,TRUE,67,69,4,0.971014492753623,67,69,4,0.971014492753623,TRUE
"bankéřjízda","bankéř","jízda","unrelated","word","word",0.0710336357681318,-0.624359465952941,0.587832256875889,0.0645229726740515,83,TRUE,TRUE,90,91,5,0.989010989010989,88,92,4,0.956521739130435,TRUE
"bankéřtroutival","bankéř","troutival","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bankovnídloužovat","bankovní","dloužovat","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bankovnífinanční","bankovní","finanční","related","word","word",0.614706317355656,-0.391421701038245,0.811794992208586,0.0919176826111373,78,FALSE,TRUE,82,83,7,0.987951807228916,82,83,7,0.987951807228916,TRUE
"bankovnímedailon","bankovní","medailon","unrelated","word","word",0.0703970824155126,-0.159072437188669,0.895907162165954,0.10209809665475,77,FALSE,TRUE,83,93,4,0.89247311827957,91,94,3,0.968085106382979,TRUE
"baronagentura","baron","agentura","unrelated","word","word",0.104898505823817,-0.371054503266382,0.477896036607997,0.0548184349761282,76,TRUE,TRUE,80,82,4,0.975609756097561,78,82,4,0.951219512195122,TRUE
"baronhraběnka","baron","hraběnka","related","word","word",0.329922364974642,-0.431415445695719,0.397778111411939,0.0475435778926553,70,TRUE,TRUE,73,73,2,1,68,73,2,0.931506849315068,TRUE
"baronvýnud","baron","výnud","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basketbalfotbal","basketbal","fotbal","related","word","word",0.787487752873423,-0.652640889339628,0.436197458576544,0.052896711627561,68,TRUE,TRUE,73,77,4,0.948051948051948,71,77,4,0.922077922077922,TRUE
"basketbalnikno","basketbal","nikno","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basketbalválečný","basketbal","válečný","unrelated","word","word",0.113999907774519,-0.169752497162927,1.29964414929092,0.154239383855742,71,FALSE,TRUE,79,80,3,0.9875,76,80,3,0.95,TRUE
"básníkarfielda","básník","arfielda","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"básníkdíra","básník","díra","unrelated","word","word",0.148191820150619,-0.555906961236443,0.691923400533988,0.0827006643786163,70,TRUE,TRUE,74,74,5,1,72,73,6,0.986301369863014,TRUE
