"word_combo","en_cue","en_target","type","cue_type","target_type","en_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"accistbusiness","accist","business","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acknowlallymayonlythe","acknowlally","mayonlythe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acknowlallymovie","acknowlally","movie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aclessimportance","acless","importance","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aclessthrae","acless","thrae","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"activeactivity","active","activity","related","word","word",0.544325656866643,-0.516133455190093,0.636594380550203,0.038249249318893,277,307,310,6,0.990322580645161,296,308,8,0.961038961038961,TRUE,TRUE,TRUE
"activedeck","active","deck","unrelated","word","word",0.112463536234518,-0.214391746008439,0.717728898470675,0.0476373401323957,227,257,281,4,0.914590747330961,269,283,2,0.950530035335689,TRUE,TRUE,TRUE
"activeworlus","active","worlus","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"actuallyraptle","actually","raptle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"actuallyreally","actually","really","related","word","word",0.640400781819076,-0.545588230317359,0.829813068351741,0.0512660225710654,262,293,300,7,0.976666666666667,285,299,8,0.953177257525084,TRUE,TRUE,TRUE
"actuallysecure","actually","secure","unrelated","word","word",0.121203262879327,-0.320797734489028,0.853534181448421,0.05544300296377,237,271,280,5,0.967857142857143,268,279,6,0.960573476702509,TRUE,TRUE,TRUE
"acurtsycapter","acurtsy","capter","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acurtsycowboy","acurtsy","cowboy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adackcrazy","adack","crazy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adackroga","adack","roga","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adelistryabsence","adelistry","absence","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adelistrytighttually","adelistry","tighttually","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adinsentreprebaden","adins","entreprebaden","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adinsfinancial","adins","financial","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adlakeevent","adlake","event","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adlakehet","adlake","het","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administrationgovernment","administration","government","related","word","word",0.640263573340592,-0.284737954595547,0.995274545099289,0.0625723745419697,253,295,301,4,0.980066445182724,278,302,3,0.920529801324503,TRUE,TRUE,TRUE
"administrationkeep","administration","keep","unrelated","word","word",0.136879298318824,-0.413612778008103,0.725437806401105,0.0451637850974181,258,289,297,13,0.973063973063973,273,295,15,0.925423728813559,TRUE,TRUE,TRUE
"administrationstreplite","administration","streplite","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administraverseddeio","administraversed","deio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administraversedentrance","administraversed","entrance","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admireappreciate","admire","appreciate","related","word","word",0.601250058261769,-0.339284930881707,0.582694965842806,0.0363475133205257,257,300,311,4,0.964630225080386,289,312,3,0.926282051282051,TRUE,TRUE,TRUE
"admirerity","admire","rity","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admiretelephone","admire","telephone","unrelated","word","word",0.145942047550322,-0.334033263703408,0.65669001264915,0.0790561873856724,69,74,74,1,1,72,74,1,0.972972972972973,TRUE,TRUE,TRUE
"admitconfess","admit","confess","related","word","word",0.589056870455624,-0.317625010276709,0.805828606592673,0.0508634506337396,251,289,302,6,0.956953642384106,276,302,6,0.913907284768212,TRUE,TRUE,TRUE
"admitmission","admit","mission","unrelated","word","word",0.0972261817015708,-0.405316755708962,0.765523751221542,0.0481280658870155,253,298,308,4,0.967532467532468,283,306,6,0.92483660130719,TRUE,TRUE,TRUE
"admitzaah","admit","zaah","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adsasaccept","adsas","accept","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adsasginpid","adsas","ginpid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adultemperor","adult","emperor","unrelated","word","word",0.0871284638443478,0.187293382044263,1.16309064013955,0.0785943820008876,219,252,296,4,0.851351351351351,287,299,1,0.959866220735786,TRUE,TRUE,TRUE
"adultfifooting","adult","fifooting","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adultparent","adult","parent","related","word","word",0.521622195155757,-0.582861397127847,0.488568705844493,0.0449763949699873,118,123,128,2,0.9609375,122,128,2,0.953125,TRUE,TRUE,TRUE
"adverdreamingoppojack","adverdreaming","oppojack","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adverdreamingsurgery","adverdreaming","surgery","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advertisingfift","advertising","fift","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advertisingmarketing","advertising","marketing","related","word","word",0.690352202019615,-0.428964735653235,0.744863392829486,0.0505646218820156,217,248,259,3,0.957528957528958,244,259,3,0.942084942084942,TRUE,TRUE,TRUE
"advertisingtraitor","advertising","traitor","unrelated","word","word",0.0472300207854931,-0.243558768797997,0.869593121657791,0.056015417158845,241,284,301,2,0.943521594684385,281,299,4,0.939799331103679,TRUE,TRUE,TRUE
"adviceadvise","advice","advise","related","word","word",0.540822556393448,-0.122275378140178,1.27254391554945,0.0798465067104748,254,285,301,3,0.946843853820598,279,300,4,0.93,TRUE,TRUE,TRUE
"advicedefurl","advice","defurl","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advicelength","advice","length","unrelated","word","word",0.108729254015293,-0.716644733171451,0.486079497604118,0.0602907414745826,65,69,69,0,1,67,69,0,0.971014492753623,TRUE,TRUE,TRUE
"africaaccep","africa","accep","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"africaamerica","africa","america","related","word","word",0.528233127936665,-0.485341405545761,0.690105515347146,0.0432160837122218,255,283,285,2,0.992982456140351,261,284,3,0.919014084507042,TRUE,TRUE,TRUE
"africaoxygen","africa","oxygen","unrelated","word","word",0.143754332927661,-0.30371866904431,0.59059757470049,0.0396383138454951,222,255,268,3,0.951492537313433,242,268,3,0.902985074626866,TRUE,TRUE,TRUE
"agentdetective","agent","detective","related","word","word",0.440200970644247,-0.14596700968145,0.684357393023378,0.0817963535151044,70,76,77,0,0.987012987012987,77,77,0,1,TRUE,TRUE,TRUE
"agentgrem","agent","grem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentwestern","agent","western","unrelated","word","word",0.124979382935721,-0.257787313120974,0.649245034759314,0.041227100934338,248,272,289,3,0.941176470588235,271,286,6,0.947552447552448,TRUE,TRUE,TRUE
"ahtheelth","aht","heelth","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahtjuly","aht","july","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidshiv","aids","hiv","related","word","word",0.737660541691828,0.399272345748529,1.37374045657419,0.103549583040639,176,202,293,8,0.689419795221843,266,298,3,0.89261744966443,FALSE,TRUE,TRUE
"aidsrestaurant","aids","restaurant","unrelated","word","word",0.0131125487836172,-0.282506339182524,0.760257174694425,0.0493840102786296,237,275,286,3,0.961538461538462,250,286,3,0.874125874125874,TRUE,TRUE,TRUE
"aidssobed","aids","sobed","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ainyfantasy","ainy","fantasy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ainyposiity","ainy","posiity","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airfamily","air","family","unrelated","word","word",0.0434243020410014,-0.556027536300487,0.672415472817642,0.043046989579087,244,288,296,2,0.972972972972973,276,297,1,0.929292929292929,TRUE,TRUE,TRUE
"airinfecness","air","infecness","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airoxygen","air","oxygen","related","word","word",0.487171745327995,-0.371615036251613,0.607148597965109,0.0370185033614131,269,289,301,2,0.960132890365448,283,302,1,0.937086092715232,TRUE,TRUE,TRUE
"akassgipy","akass","gipy","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akassmixture","akass","mixture","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alberintiling","alber","intiling","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alberliver","alber","liver","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumdeflubber","album","deflubber","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albummeter","album","meter","unrelated","word","word",0.109659418126473,-0.153692324564484,0.902059969373267,0.0571657278019207,249,286,305,7,0.937704918032787,282,305,7,0.924590163934426,TRUE,TRUE,TRUE
"albumsong","album","song","related","word","word",0.581556507440908,-0.519926692955813,0.722822040981626,0.0462739394370077,244,282,289,3,0.975778546712803,274,288,4,0.951388888888889,TRUE,TRUE,TRUE
"alcoholcobut","alcohol","cobut","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcoholdrug","alcohol","drug","related","word","word",0.529816473782741,-0.621504501790493,0.428487959759959,0.0272090126537837,248,284,295,5,0.96271186440678,282,294,6,0.959183673469388,TRUE,TRUE,TRUE
"alcoholhappy","alcohol","happy","unrelated","word","word",0.0906542171375985,-0.600341250688125,0.582283186432121,0.0369750193134775,248,280,286,4,0.979020979020979,276,285,5,0.968421052631579,TRUE,TRUE,TRUE
"alcolawadevice","alcolawa","device","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcolawahelicoigne","alcolawa","helicoigne","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldadministrative","ald","administrative","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldexgad","aldex","gad","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldexnavy","aldex","navy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldgibil","ald","gibil","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertalarm","alert","alarm","related","word","word",0.507431735213287,-0.457234719535445,0.804122629370814,0.0501597914787488,257,291,300,6,0.97,288,302,4,0.95364238410596,TRUE,TRUE,TRUE
"alertnators","alert","nators","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertwash","alert","wash","unrelated","word","word",0.0903531589445633,-0.468662848358422,0.72231330227721,0.0479416177000141,227,255,265,1,0.962264150943396,253,265,1,0.954716981132075,TRUE,TRUE,TRUE
"alexanabilityability","alexanability","ability","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alexanabilitykost","alexanability","kost","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alivecentimeter","alive","centimeter","unrelated","word","word",0.106939437735402,0.175814492581026,1.00388656200805,0.0669257708005369,225,262,280,2,0.935714285714286,271,281,1,0.9644128113879,TRUE,TRUE,TRUE
"alivedead","alive","dead","related","word","word",0.512706553272443,-0.55045331654,0.70665385288513,0.0445150085176114,252,291,305,2,0.954098360655738,291,304,3,0.957236842105263,TRUE,TRUE,TRUE
"alivesentrate","alive","sentrate","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"allowhell","allow","hell","unrelated","word","word",0.097663575164263,-0.515383567492358,0.743434837658931,0.0467393477896115,253,289,296,2,0.976351351351351,281,296,2,0.949324324324324,TRUE,TRUE,TRUE
"allowlet","allow","let","related","word","word",0.584988130510302,-0.495218796407113,0.787834051472118,0.0494331049081695,254,286,299,6,0.956521739130435,284,301,4,0.943521594684385,TRUE,TRUE,TRUE
"allowsignacles","allow","signacles","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alonefluid","alone","fluid","unrelated","word","word",0.0837349352849557,-0.333902645909164,0.741266572528507,0.0474547295725509,244,270,275,6,0.981818181818182,264,275,6,0.96,TRUE,TRUE,TRUE
"aloneginpid","alone","ginpid","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alonelonely","alone","lonely","related","word","word",0.494003870383371,-0.583975841663452,0.55395433357627,0.0336503293157005,271,303,310,3,0.97741935483871,293,310,3,0.945161290322581,TRUE,TRUE,TRUE
"alreadyimgrave","already","imgrave","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alreadystill","already","still","related","word","word",0.42879900174996,-0.549320543721132,0.733513972453066,0.0454033750574216,261,298,308,4,0.967532467532468,298,305,7,0.977049180327869,TRUE,TRUE,TRUE
"alreadytomato","already","tomato","unrelated","word","word",0.136839460264611,-0.400994324567636,0.836702102707961,0.0538967203782842,241,272,282,4,0.964539007092199,272,282,4,0.964539007092199,TRUE,TRUE,TRUE
"alrellsjourit","alrells","jourit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alrellsremove","alrells","remove","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altorsdad","altors","dad","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altorstuxeing","altors","tuxeing","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alwayscomputer","always","computer","unrelated","word","word",0.105844862225079,-0.573257758413748,0.740891162204666,0.0465794282839624,253,288,299,5,0.963210702341137,291,301,3,0.966777408637874,TRUE,TRUE,TRUE
"alwaysconstantly","always","constantly","related","word","word",0.540387009142469,-0.186035606750098,0.916408360266331,0.0561886016712199,266,305,314,6,0.971337579617834,299,311,9,0.961414790996785,TRUE,TRUE,TRUE
"alwaysenerness","always","enerness","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amaddance","amad","dance","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadrectness","amad","rectness","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurmedalhood","amateur","medalhood","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurprofessional","amateur","professional","related","word","word",0.533485431994627,-0.228020742598127,0.787814921506081,0.0493348840726448,255,285,297,4,0.95959595959596,234,295,6,0.793220338983051,TRUE,TRUE,TRUE
"amateurrear","amateur","rear","unrelated","word","word",0.0919454398876246,-0.0118994132788926,1.02729341899207,0.0637100332849611,260,292,317,2,0.921135646687697,249,316,3,0.787974683544304,TRUE,TRUE,TRUE
"amawichbuild","amawich","build","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amawichimme","amawich","imme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadorinsect","ambassador","insect","unrelated","word","word",0.119331336209196,-0.125631017198335,0.826692696352856,0.0539274853619213,235,271,288,2,0.940972222222222,267,289,1,0.923875432525952,TRUE,TRUE,TRUE
"ambassadorminister","ambassador","minister","related","word","word",0.438043915685471,-0.160054547612875,0.837250906034035,0.0520242399566661,259,290,304,6,0.953947368421053,274,304,6,0.901315789473684,TRUE,TRUE,TRUE
"ambassadorsplse","ambassador","splse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambasstilldefinipressed","ambasstill","definipressed","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambasstillparagraph","ambasstill","paragraph","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambucombeinforerin","ambucombe","inforerin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambucombeyellow","ambucombe","yellow","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancefinansors","ambulance","finansors","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancehelicopter","ambulance","helicopter","related","word","word",0.525793511490785,-0.287624033451284,0.68152234685479,0.0405840651598918,282,313,319,3,0.981191222570533,305,318,4,0.959119496855346,TRUE,TRUE,TRUE
"ambulancestrawberry","ambulance","strawberry","unrelated","word","word",0.138361945292609,-0.353080545578711,0.73322078600778,0.0474281099246044,239,284,296,3,0.959459459459459,270,296,3,0.912162162162162,TRUE,TRUE,TRUE
"ammironic","amm","ironic","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ammvilhard","amm","vilhard","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analystactivate","analyst","activate","unrelated","word","word",0.128384040421958,-0.309106419439712,0.673879108742209,0.0438657936499382,236,268,277,6,0.967509025270758,241,272,11,0.886029411764706,TRUE,TRUE,TRUE
"analystinvestigator","analyst","investigator","related","word","word",0.500673382583493,-0.109194852435808,0.868134273797129,0.0552380610634155,247,285,306,3,0.931372549019608,256,306,3,0.836601307189543,TRUE,TRUE,TRUE
"analystpeenedy","analyst","peenedy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anameiexhibition","anamei","exhibition","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anameipoworing","anamei","poworing","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchycapitalism","anarchy","capitalism","related","word","word",0.543061830462749,-0.11022184787534,1.04565385137898,0.0679225165683486,237,275,277,2,0.992779783393502,227,278,1,0.816546762589928,TRUE,TRUE,TRUE
"anarchycloset","anarchy","closet","unrelated","word","word",0.126556530331264,-0.0688361044867958,1.16920764185537,0.0795545034974567,216,242,258,0,0.937984496124031,203,258,0,0.786821705426357,TRUE,TRUE,TRUE
"anarchyoads","anarchy","oads","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarthyamazing","anarthy","amazing","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarthyconnecness","anarthy","connecness","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anasilscretion","anasils","cretion","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anasilsuniform","anasils","uniform","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomyinvestigate","anatomy","investigate","unrelated","word","word",0.141824108270471,-0.176658569346597,0.805623240124394,0.0510542984052933,249,285,296,0,0.962837837837838,272,296,0,0.918918918918919,TRUE,TRUE,TRUE
"anatomypsychology","anatomy","psychology","related","word","word",0.498376074994787,-0.162306629893769,0.98643549647184,0.0585341777102064,284,316,330,4,0.957575757575758,306,330,4,0.927272727272727,TRUE,TRUE,TRUE
"anatomyselage","anatomy","selage","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anchoramerica","anchor","america","unrelated","word","word",0.136705984979648,-0.31641501738024,0.854046535093855,0.052364952841687,266,305,310,6,0.983870967741935,281,310,6,0.906451612903226,TRUE,TRUE,TRUE
"anchornewa","anchor","newa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anchorsail","anchor","sail","related","word","word",0.467522021221718,-0.357888035115726,0.802527156020268,0.0504544500146866,253,278,290,4,0.958620689655172,259,289,5,0.896193771626298,TRUE,TRUE,TRUE
"andeipp","ande","ipp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andesyndrome","ande","syndrome","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angelalyin","angel","alyin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angelbaseball","angel","baseball","unrelated","word","word",0.144534386929658,-0.40199342825284,0.764086199159666,0.0487163567357279,246,287,301,3,0.953488372093023,273,299,5,0.91304347826087,TRUE,TRUE,TRUE
"angeldevil","angel","devil","related","word","word",0.453142421868024,-0.427355686619073,0.876026978489466,0.0556277687618777,248,281,289,4,0.972318339100346,279,289,4,0.965397923875433,TRUE,TRUE,TRUE
"angererell","anger","erell","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angerrage","anger","rage","related","word","word",0.775119676813252,-0.359075323315085,0.987569438773387,0.0612464566133353,260,290,305,5,0.950819672131147,290,303,7,0.957095709570957,TRUE,TRUE,TRUE
"angerrent","anger","rent","unrelated","word","word",0.14845501656674,-0.38295692236638,0.689930959295034,0.0455919210931982,229,265,284,3,0.933098591549296,271,285,2,0.950877192982456,TRUE,TRUE,TRUE
"ankermisery","anker","misery","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankermusitary","anker","musitary","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anniversarybirthday","anniversary","birthday","related","word","word",0.692294958839716,-0.443110921436779,0.674883977783698,0.0422628740552322,255,296,303,3,0.976897689768977,295,303,3,0.973597359735974,TRUE,TRUE,TRUE
"anniversaryexplosive","anniversary","explosive","unrelated","word","word",0.0890128383434515,-0.250695626758375,0.852475038366486,0.0514999004689684,274,300,310,2,0.967741935483871,294,309,3,0.951456310679612,TRUE,TRUE,TRUE
