"word_combo","de_cue","de_target","type","cue_type","target_type","de_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"absolutvollständig","absolut","vollständig","related","word","word",0.277507285163315,-0.439222563833081,0.709372463901629,0.0764936000166686,86,92,94,4,0.978723404255319,90,94,4,0.957446808510638,TRUE,TRUE,TRUE
"absteiboot","abstei","boot","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absteitorichte","abstei","torichte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abweheitsach","abweh","eitsach","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abwehsonntag","abweh","sonntag","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abzeichenbechelon","abzeichen","bechelon","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abzeichenmotel","abzeichen","motel","unrelated","word","word",0.0957534719925515,0.44532586296337,1.15113942103315,0.137587476935146,70,73,81,3,0.901234567901235,79,82,2,0.963414634146341,FALSE,TRUE,TRUE
"abzeichenuniform","abzeichen","uniform","related","word","word",0.439182858098547,-0.36730541155911,0.599353654573602,0.0701490393074878,73,77,77,3,1,73,77,3,0.948051948051948,TRUE,TRUE,TRUE
"abzeitunghäufig","abzeitung","häufig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abzeitungperua","abzeitung","perua","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"affegorilla","affe","gorilla","related","word","word",0.42420252754594,-0.399265198508493,0.668634258613342,0.073838301564595,82,84,85,2,0.988235294117647,78,85,2,0.917647058823529,TRUE,TRUE,TRUE
"affemiseam","affe","miseam","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"affeperiode","affe","periode","unrelated","word","word",0.14416775063734,-0.297680167166151,0.536997032069476,0.0562925846083105,91,92,93,1,0.989247311827957,90,93,1,0.967741935483871,TRUE,TRUE,TRUE
"afrikaamerika","afrika","amerika","related","word","word",0.536275584494561,-0.512498886081181,0.668567959569301,0.0777194466397045,74,75,75,0,1,75,75,0,1,TRUE,TRUE,TRUE
"afrikamysmer","afrika","mysmer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrikasauerstoff","afrika","sauerstoff","unrelated","word","word",0.1144899584519,-0.202913320824582,0.866967242101085,0.0975414354587134,79,80,81,0,0.987654320987654,78,81,0,0.962962962962963,FALSE,TRUE,TRUE
"agentdetektiv","agent","detektiv","related","word","word",0.313857273652972,-0.240010421724726,0.796013797115946,0.0834449193338083,91,94,96,1,0.979166666666667,80,96,1,0.833333333333333,TRUE,TRUE,TRUE
"agentmeschüle","agent","meschüle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentwirksam","agent","wirksam","unrelated","word","word",0.0977402497926444,-0.584881159751222,0.461524641695539,0.053292275224113,75,79,81,0,0.975308641975309,73,81,0,0.901234567901235,TRUE,TRUE,TRUE
"agiltfreundschaft","agilt","freundschaft","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agiltpsycholochert","agilt","psycholochert","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ähnlichbedeukeit","ähnlich","bedeukeit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ähnlichsohn","ähnlich","sohn","unrelated","word","word",0.0731232754177907,-0.444277983396611,0.790971217924052,0.0843178151390388,88,89,89,3,1,86,87,5,0.988505747126437,TRUE,TRUE,TRUE
"ähnlichunterschiedlich","ähnlich","unterschiedlich","related","word","word",0.426768237554697,0.059690834694057,0.837842378487162,0.0942646322918989,79,80,81,1,0.987654320987654,81,81,1,1,FALSE,TRUE,TRUE
"ahtangemessen","aht","angemessen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahttigstegie","aht","tigstegie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidsehche","aids","ehche","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidshiv","aids","hiv","related","word","word",0.610352009881257,0.322351385057028,1.43836087522492,0.164991307880214,76,78,87,0,0.896551724137931,64,87,0,0.735632183908046,FALSE,TRUE,TRUE
"aidsrestaurant","aids","restaurant","unrelated","word","word",0.0682785071316304,-0.230184592269506,1.32691062496197,0.154250226975914,74,82,83,1,0.987951807228916,68,83,1,0.819277108433735,FALSE,TRUE,TRUE
"aizauntersprünglich","aiza","untersprünglich","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aizawoche","aiza","woche","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akadebürnis","akade","bürnis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akadegasse","akade","gasse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aklondauge","aklon","dauge","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aklongrausam","aklon","grausam","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktentamentslesatzer","aktentaments","lesatzer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktentamentsling","aktentaments","ling","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktentaschebelohnen","aktentasche","belohnen","unrelated","word","word",-0.0238097290630033,-0.159996516368218,0.833025965898703,0.090354352078617,85,89,89,1,1,76,88,2,0.863636363636364,FALSE,TRUE,TRUE
"aktentaschehork","aktentasche","hork","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktentaschekoffer","aktentasche","koffer","related","word","word",0.572059466440892,-0.48216129349948,1.07804469016745,0.127048785139925,72,73,74,1,0.986486486486487,61,74,1,0.824324324324324,FALSE,TRUE,TRUE
"aktivaktivität","aktiv","aktivität","related","word","word",0.422360408093878,-0.389920492215895,0.656042733863415,0.0691529760470689,90,91,92,2,0.989130434782609,92,93,1,0.989247311827957,TRUE,TRUE,TRUE
"aktivcharmiss","aktiv","charmiss","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktivdeck","aktiv","deck","unrelated","word","word",0.0470535848343122,-0.111840780930338,1.13250907483291,0.129061387013729,77,79,85,1,0.929411764705882,83,85,1,0.976470588235294,FALSE,TRUE,TRUE
"albumbräufen","album","bräufen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumlied","album","lied","related","word","word",0.396063123724642,-0.626536883264246,0.616001051618844,0.0701998349422266,77,78,79,1,0.987341772151899,79,80,0,0.9875,TRUE,TRUE,TRUE
"albummeter","album","meter","unrelated","word","word",0.0364624588070749,-0.490803250456887,0.665610634848977,0.0748870471996273,79,83,84,0,0.988095238095238,83,84,0,0.988095238095238,TRUE,TRUE,TRUE
"alecksand","aleck","sand","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleckskufoss","aleck","skufoss","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alfengör","alfen","gör","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alfenperiode","alfen","periode","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoaderkapitän","alkoader","kapitän","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoaderversichtsrat","alkoader","versichtsrat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoholdroge","alkohol","droge","related","word","word",0.430315151535774,-0.465351494997889,0.532984165911162,0.056496208594279,89,91,95,0,0.957894736842105,92,95,0,0.968421052631579,TRUE,TRUE,TRUE
"alkoholglücklich","alkohol","glücklich","unrelated","word","word",0.100510555987227,-0.649499741106783,0.443065475153329,0.0477769788964826,86,91,92,2,0.989130434782609,91,92,2,0.989130434782609,TRUE,TRUE,TRUE
"alkoholschositz","alkohol","schositz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleeflagkirster","allee","flagkirster","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleeletztlich","allee","letztlich","unrelated","word","word",0.0590896099403352,0.415085395674576,1.45433997243185,0.176364627114541,68,72,74,1,0.972972972972973,63,75,0,0.84,FALSE,TRUE,TRUE
"alleestraße","allee","straße","related","word","word",0.38689807050276,-0.638969995210846,0.511175826636243,0.0506139488772946,102,105,105,0,1,85,105,0,0.80952380952381,TRUE,TRUE,TRUE
"alleineinsam","allein","einsam","related","word","word",0.446088001172775,-0.756631159395837,0.376546584150294,0.0429114657936751,77,80,80,1,1,79,80,1,0.9875,TRUE,TRUE,TRUE
"alleinflüssigkeit","allein","flüssigkeit","unrelated","word","word",0.134765227672585,-0.309660970241501,0.968125045824765,0.114895304722292,71,75,76,0,0.986842105263158,73,76,0,0.960526315789474,FALSE,TRUE,TRUE
"alleinverheimhen","allein","verheimhen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alptraumjunitelt","alptraum","junitelt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alptraumparfüm","alptraum","parfüm","unrelated","word","word",0.0653864860657403,-0.295625447043708,0.928712057425237,0.106530579104325,76,78,79,1,0.987341772151899,69,77,3,0.896103896103896,FALSE,TRUE,TRUE
"alptraumtraum","alptraum","traum","related","word","word",0.649940143959901,-0.570032303872951,0.661925901998416,0.0709659056666316,87,90,90,2,1,76,86,6,0.883720930232558,TRUE,TRUE,TRUE
"altenserheim","altens","erheim","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altensklient","altens","klient","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altflucdi","alt","flucdi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altilnachttrizität","altil","nachttrizität","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altilvorlesung","altil","vorlesung","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altjung","alt","jung","related","word","word",0.572020080828906,-0.797010357980286,0.438304861769991,0.0490039732893174,80,85,85,2,1,80,85,2,0.941176470588235,TRUE,TRUE,TRUE
"altschlachtfeld","alt","schlachtfeld","unrelated","word","word",0.0928455802344576,0.300538231517339,0.89268776910799,0.101076985962275,78,80,82,1,0.975609756097561,78,82,1,0.951219512195122,FALSE,TRUE,TRUE
"alurgfilm","alurg","film","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alurgverbessegelst","alurg","verbessegelst","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alzarerben","alzar","erben","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alzarprachtschütze","alzar","prachtschütze","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurfachmann","amateur","fachmann","related","word","word",0.418597125585942,-0.240123986553185,0.511333406877042,0.0548206954994191,87,92,98,0,0.938775510204082,92,97,1,0.948453608247423,TRUE,TRUE,TRUE
"amateurrückseite","amateur","rückseite","unrelated","word","word",-0.0266568884370471,-0.329136189429223,0.585533553606779,0.0610460929205371,92,96,97,0,0.989690721649485,90,97,0,0.927835051546392,TRUE,TRUE,TRUE
"amateurspielfer","amateur","spielfer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amazelndorf","amazeln","dorf","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amazelneow","amazeln","eow","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analytikeraktivieren","analytiker","aktivieren","unrelated","word","word",0.126481034469305,-0.293972578808967,0.634088085394896,0.0717963376717358,78,79,79,2,1,71,79,2,0.89873417721519,TRUE,TRUE,TRUE
"analytikerermittler","analytiker","ermittler","related","word","word",0.422454990806974,-0.24056533995613,0.771626900465398,0.0852119361787976,82,86,87,2,0.988505747126437,75,87,2,0.862068965517241,TRUE,TRUE,TRUE
"analytikerit","analytiker","it","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarbornromantisch","anarborn","romantisch","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarbornzamp","anarborn","zamp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchiekapitalismus","anarchie","kapitalismus","related","word","word",0.357093700429398,-0.0015662640346864,0.93619493025182,0.0950561932248721,97,98,100,3,0.98,83,99,4,0.838383838383838,FALSE,TRUE,TRUE
"anarchiekasten","anarchie","kasten","unrelated","word","word",0.0702263372167285,-0.0483275236440199,1.17751402123129,0.130834891247921,81,83,91,0,0.912087912087912,77,91,0,0.846153846153846,FALSE,TRUE,TRUE
"anarchiekleinkolade","anarchie","kleinkolade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiechef","anatomie","chef","unrelated","word","word",0.0741440752988349,-0.592086111029315,0.67834594097331,0.073147924006448,86,89,90,0,0.988888888888889,87,89,1,0.97752808988764,TRUE,TRUE,TRUE
"anatomieperblut","anatomie","perblut","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiepsychologie","anatomie","psychologie","related","word","word",0.506357248441867,-0.0734352940133101,0.825855439496324,0.0895765992909825,85,86,86,1,1,84,86,1,0.976744186046512,TRUE,TRUE,TRUE
"anchetwoentwicklung","anchetwo","entwicklung","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anchetwovatmann","anchetwo","vatmann","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andersdigpaver","andersdig","paver","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andersdigspende","andersdig","spende","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anderswoirgendwo","anderswo","irgendwo","related","word","word",0.358717845192761,-0.219309791997308,0.94336565511673,0.104818406124081,81,83,83,2,1,74,84,1,0.880952380952381,FALSE,TRUE,TRUE
"anderswolöckert","anderswo","löckert","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anderswomaler","anderswo","maler","unrelated","word","word",0.11409126826043,-0.411884076725395,0.502481814097967,0.0600580639880136,70,73,76,0,0.960526315789474,60,75,1,0.8,TRUE,TRUE,TRUE
"andogeninjor","andogen","injor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andogenmarketing","andogen","marketing","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anencehell","anence","hell","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anencehork","anence","hork","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anforderunganfrage","anforderung","anfrage","related","word","word",0.518247468637355,-0.388196042146833,0.70306213294724,0.0767103676782818,84,88,89,1,0.98876404494382,84,89,1,0.943820224719101,TRUE,TRUE,TRUE
"anforderungligu","anforderung","ligu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anforderunglöwe","anforderung","löwe","unrelated","word","word",-0.0069572412387074,-0.579519688961975,0.504855373691967,0.0571636145195902,78,82,82,1,1,82,83,0,0.987951807228916,TRUE,TRUE,TRUE
"anfordescheiarvoll","anfordeschei","arvoll","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfordescheitaub","anfordeschei","taub","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfrawotz","anfra","wotz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfrazeitschrift","anfra","zeitschrift","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angebotgeben","angebot","geben","related","word","word",0.122566843326615,-0.446606204265344,0.844348601395429,0.0880294269399392,92,93,94,0,0.98936170212766,92,93,1,0.989247311827957,TRUE,TRUE,TRUE
"angebotmurchen","angebot","murchen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angebotunfall","angebot","unfall","unrelated","word","word",0.0432732730799807,-0.762946428160118,0.43249736333825,0.0486597550674272,79,81,81,0,1,79,81,0,0.975308641975309,TRUE,TRUE,TRUE
"angesinkeitabdomichern","angesinkeit","abdomichern","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angesinkeitkürzlich","angesinkeit","kürzlich","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angestalmörder","angestal","mörder","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angestalweisehen","angestal","weisehen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angreimenstonen","angreimen","stonen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angreimentruthahn","angreimen","truthahn","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angrifdenreilertum","angrifden","reilertum","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angrifdenwissen","angrifden","wissen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anhängerbeängsken","anhänger","beängsken","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anhängerlastwagen","anhänger","lastwagen","related","word","word",0.295036083716551,-0.130836272278283,0.726103486634923,0.0855721165404583,72,73,79,1,0.924050632911392,79,79,1,1,TRUE,TRUE,TRUE
"anhängerversuch","anhänger","versuch","unrelated","word","word",0.131410313327103,-0.437713081751333,0.653901011052696,0.0781561196082868,70,73,73,1,1,71,73,1,0.972602739726027,TRUE,TRUE,TRUE
"anhörunggerichtsverhandlung","anhörung","gerichtsverhandlung","related","word","word",0.695547294360095,1.06860890778391,1.11327078522511,0.120047076097193,86,89,90,4,0.988888888888889,89,91,3,0.978021978021978,FALSE,TRUE,TRUE
"anhörungleitie","anhörung","leitie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anhörungteppich","anhörung","teppich","unrelated","word","word",0.048939778440566,-0.476283608011581,0.582663992929993,0.0628302742034298,86,87,88,2,0.988636363636364,83,87,3,0.954022988505747,TRUE,TRUE,TRUE
"ankeramerika","anker","amerika","unrelated","word","word",0.0785476180551586,-0.50151067780885,0.599648369795834,0.0646617466620057,86,89,90,3,0.988888888888889,79,89,4,0.887640449438202,TRUE,TRUE,TRUE
"ankerreiselick","anker","reiselick","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankersegel","anker","segel","related","word","word",0.492563385917775,-0.430263002266127,0.554181581592252,0.0635689871192675,76,79,79,1,1,67,78,2,0.858974358974359,TRUE,TRUE,TRUE
"ankommenbahnsin","ankommen","bahnsin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankommenkommen","ankommen","kommen","related","word","word",0.436802762226122,-0.765302399175815,0.49910703407357,0.0580200141914835,74,77,78,4,0.987179487179487,76,78,4,0.974358974358974,TRUE,TRUE,TRUE
"ankommenunangenehm","ankommen","unangenehm","unrelated","word","word",0.0997090141699639,0.0515924215127711,0.943861992622208,0.107563056777569,77,84,84,1,1,83,84,1,0.988095238095238,FALSE,TRUE,TRUE
"ankunftabfahrt","ankunft","abfahrt","related","word","word",0.476275493851752,-0.552929192709782,0.446454360983964,0.0455660574104599,96,99,99,0,1,92,98,1,0.938775510204082,TRUE,TRUE,TRUE
"ankunftgorilla","ankunft","gorilla","unrelated","word","word",0.0653606392142674,-0.0791964469331981,0.95464362961043,0.0959452947854791,99,99,102,3,0.970588235294118,99,102,3,0.970588235294118,FALSE,TRUE,TRUE
"ankunftvidzimmer","ankunft","vidzimmer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anliegenmutation","anliegen","mutation","unrelated","word","word",0.125882466762876,0.405318359983444,0.964355240006138,0.108498441272552,79,80,82,1,0.975609756097561,79,80,3,0.9875,FALSE,TRUE,TRUE
"anliegenprogrition","anliegen","progrition","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
