"word_combo","zh_cue","zh_target","type","cue_type","target_type","zh_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"丈夫妻子","丈夫","妻子","related","word","word",0.642943934870595,-0.713174735612569,0.532936392403623,0.0785771842021241,46,48,53,2,0.905660377358491,53,54,1,0.981481481481482,TRUE,TRUE,FALSE
"丈夫已婚","丈夫","已婚","unrelated","word","word",0.746502978119642,-0.434828432435729,0.452441529096615,0.0689966863463314,43,52,54,3,0.962962962962963,52,54,3,0.962962962962963,TRUE,TRUE,FALSE
"丈夫躞吃闷","丈夫","躞吃闷","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"三明治妇搅","三明治","妇搅","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"三明治宗教","三明治","宗教","unrelated","word","word",0.712971410693287,0.0440916423822366,1.17370929223623,0.171203095933037,47,48,50,1,0.96,50,50,1,1,FALSE,TRUE,FALSE
"三明治汉堡包","三明治","汉堡包","related","word","word",0.944913152420135,-0.641494308669887,0.471282987118733,0.0673261410169619,49,53,53,2,1,53,53,2,1,TRUE,TRUE,FALSE
"上仙怹产品","上仙怹","产品","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上仙怹鞋去","上仙怹","鞋去","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上仪已婚","上仪","已婚","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上仪调记","上仪","调记","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上帝团体","上帝","团体","unrelated","word","word",0.529134413656685,-0.0366999917052499,1.15404739578084,0.189724223168755,37,48,51,0,0.941176470588235,49,51,0,0.96078431372549,FALSE,TRUE,FALSE
"上帝惊回","上帝","惊回","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上帝神圣","上帝","神圣","related","word","word",0.574448692333842,-0.47795483370723,0.585153406758273,0.0835933438226105,49,54,54,0,1,54,54,0,1,TRUE,TRUE,FALSE
"上湛图落","上湛","图落","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上湛癌症","上湛","癌症","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上铜消耗","上铜","消耗","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上铜范鲜","上铜","范鲜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下上","下","上","related","word","word",0.660418303146379,-0.58052610956504,0.47659219354093,0.0744311957520296,41,48,52,1,0.923076923076923,45,53,0,0.849056603773585,TRUE,TRUE,FALSE
"下仿眼光","下仿","眼光","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下仿软医","下仿","软医","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下入家庭","下入","家庭","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下入直家","下入","直家","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下出不同","下出","不同","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下出岸提","下出","岸提","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下击泻","下","击泻","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下匠太头","下匠","太头","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下匠组织","下匠","组织","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下炮冷静","下炮","冷静","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下炮辱队","下炮","辱队","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下父亲","下","父亲","unrelated","word","word",0.382370675534242,-0.179774798243121,1.0375785154568,0.0984825944166828,111,117,119,0,0.983193277310924,101,117,2,0.863247863247863,FALSE,TRUE,TRUE
"下白宣同卜","下白宣","同卜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下白宣氧气","下白宣","氧气","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不会咖啡","不会","咖啡","unrelated","word","word",0.689588673143875,-0.485451028102108,0.790540067341333,0.123461616240368,41,49,50,2,0.98,47,50,2,0.94,FALSE,TRUE,FALSE
"不会尖众","不会","尖众","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不会无法","不会","无法","related","word","word",0.704238994846499,-0.423952590072129,0.794511041937675,0.113501577419668,49,53,56,0,0.946428571428571,55,56,0,0.982142857142857,FALSE,TRUE,FALSE
"不合理不可靠","不合理","不可靠","related","word","word",0.935978146920493,-0.566527624867817,0.593842088268322,0.0916318235682864,42,49,52,1,0.942307692307692,49,52,1,0.942307692307692,FALSE,TRUE,FALSE
"不合理兔量","不合理","兔量","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不合理托辞","不合理","托辞","unrelated","word","word",NA,0.48944602499222,1.4322555109649,0.229344430747972,39,42,51,1,0.823529411764706,50,51,1,0.980392156862745,FALSE,TRUE,FALSE
"不子港口","不子","港口","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不子转城","不子","转城","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不幸不可靠","不幸","不可靠","unrelated","word","word",0.900654473213604,-0.161834108835503,0.636585289626143,0.0909407556608775,49,50,50,1,1,45,50,1,0.9,FALSE,TRUE,FALSE
"不幸厄运","不幸","厄运","related","word","word",-0.266610297226094,-0.269935264320421,0.564010831534163,0.085027832086144,44,48,50,0,0.96,47,49,1,0.959183673469388,TRUE,TRUE,FALSE
"不幸竭污","不幸","竭污","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不线法携","不线","法携","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不线演讲","不线","演讲","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不蝌一级棒","不蝌","一级棒","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不蝌谈持","不蝌","谈持","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不适hiv","不适","hiv","unrelated","word","word",0.654435484331553,2.46467130904713,2.20163186153057,0.533974159636222,17,21,50,2,0.42,49,51,1,0.96078431372549,FALSE,TRUE,FALSE
"不适素训","不适","素训","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不适难受","不适","难受","related","word","word",0.909204772022281,-0.79548734974071,0.259219963917823,0.0307637498615345,71,76,76,0,1,74,76,0,0.973684210526316,TRUE,TRUE,TRUE
"与杯婚礼","与杯","婚礼","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"与杯色铐","与杯","色铐","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"专家学者","专家","学者","related","word","word",0.903668298730109,-0.432270196649828,0.486532618293121,0.0725280005182918,45,50,52,2,0.961538461538462,51,52,2,0.980769230769231,TRUE,TRUE,FALSE
"专家材窝","专家","材窝","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"专家牧师","专家","牧师","unrelated","word","word",0.874537503915848,-0.228586385365205,0.846683570967218,0.129118034096605,43,49,50,1,0.98,46,50,1,0.92,FALSE,TRUE,FALSE
"专辑仪表","专辑","仪表","unrelated","word","word",NA,-0.367354345859797,0.640390303319745,0.101254597498824,40,47,48,0,0.979166666666667,42,48,0,0.875,FALSE,FALSE,FALSE
"专辑何多","专辑","何多","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"专辑歌曲","专辑","歌曲","related","word","word",0.842405144148314,-0.581238172353189,1.14796946975742,0.173062909180392,44,53,54,1,0.981481481481482,47,54,1,0.87037037037037,FALSE,TRUE,FALSE
"世纪十年","世纪","十年","related","word","word",0.815146175249721,-0.354391760049817,0.636497780528289,0.106082963421382,36,46,50,2,0.92,46,50,2,0.92,FALSE,TRUE,FALSE
"世纪美嘱","世纪","美嘱","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世纪轮船","世纪","轮船","unrelated","word","word",0.793279283913661,-0.424470981323147,0.563465310770633,0.0890916882264902,40,49,50,1,0.98,48,51,0,0.941176470588235,TRUE,TRUE,FALSE
"世酱果汁","世酱","果汁","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世酱湾出","世酱","湾出","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世鸡位置","世鸡","位置","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世鸡蚀软","世鸡","蚀软","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"业余专业","业余","专业","related","word","word",0.935176341469077,-0.56236080594188,0.56116447359781,0.0809971149728375,48,55,57,2,0.964912280701754,47,57,2,0.824561403508772,TRUE,TRUE,FALSE
"业余后部","业余","后部","unrelated","word","word",NA,0.444416427155475,1.25704939231738,0.222217037398512,32,40,56,1,0.714285714285714,50,56,1,0.892857142857143,FALSE,TRUE,FALSE
"业余撤编","业余","撤编","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"业右材窝","业右","材窝","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"业右过来","业右","过来","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丛林外星人","丛林","外星人","unrelated","word","word",0.925184288332667,-0.451051812808036,0.445034099475194,0.06709141485786,44,49,50,2,0.98,48,50,2,0.96,TRUE,TRUE,FALSE
"丛林嫂隐","丛林","嫂隐","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丛林断聚","丛林","断聚","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丛林树木","丛林","树木","related","word","word",0.486622667698005,-0.610971000110258,0.415285523824598,0.0612305099955098,46,52,53,1,0.981132075471698,48,54,0,0.888888888888889,TRUE,TRUE,FALSE
"丛林森林","丛林","森林","related","word","word",0.846732399538885,-0.717555377255163,0.308793152292805,0.0465523192721048,44,49,50,2,0.98,45,50,2,0.9,TRUE,TRUE,FALSE
"丛林蝙蝠侠","丛林","蝙蝠侠","unrelated","word","word",0.800457653973775,-0.26071320994171,0.877907894661498,0.132349594867411,44,52,54,1,0.962962962962963,48,55,0,0.872727272727273,FALSE,TRUE,FALSE
"东有心子","东有","心子","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"东有通常","东有","通常","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丝绸棉花","丝绸","棉花","related","word","word",0.86193301522311,-0.653734512625262,0.400335058739138,0.0617730406707198,42,51,53,1,0.962264150943396,45,52,2,0.865384615384615,TRUE,TRUE,FALSE
"丝绸缠称","丝绸","缠称","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丝绸长度","丝绸","长度","unrelated","word","word",0.877462568341886,-0.527930317184007,0.542977156587102,0.0783720018798453,48,50,51,1,0.980392156862745,50,51,1,0.980392156862745,TRUE,TRUE,FALSE
"两个四个","两个","四个","related","word","word",0.892175836689667,-0.823837341677361,0.529329836974725,0.0772106921699001,47,51,52,1,0.980769230769231,49,52,1,0.942307692307692,TRUE,TRUE,FALSE
"两个有趣","两个","有趣","unrelated","word","word",0.680682614851912,-0.5072215447885,0.754455972515331,0.111238464420406,46,50,51,2,0.980392156862745,50,52,1,0.961538461538462,FALSE,TRUE,FALSE
"两个泛僧","两个","泛僧","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"个拿团体","个拿","团体","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"个拿霄炮","个拿","霄炮","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"中断打扰","中断","打扰","related","word","word",0.805908809104429,-0.346046306602226,1.19645074502279,0.140033967761132,73,77,78,2,0.987179487179487,61,77,3,0.792207792207792,FALSE,TRUE,TRUE
"中断挫伤","中断","挫伤","unrelated","word","word",NA,0.0424537734626602,0.823212552526934,0.0983927194343384,70,73,80,1,0.9125,69,80,1,0.8625,FALSE,TRUE,TRUE
"中断然分","中断","然分","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"中柳撑瞇","中柳","撑瞇","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"中柳玩具","中柳","玩具","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"义混分准","义混","分准","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"义混引擎","义混","引擎","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主人夫人","主人","夫人","related","word","word",0.806848022861674,-0.626395009320029,0.369436475808126,0.0584130357149687,40,46,51,0,0.901960784313726,47,50,1,0.94,TRUE,TRUE,FALSE
"主人打缺","主人","打缺","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主人沃森","主人","沃森","unrelated","word","word",0.721050754864093,0.979145148836931,1.42846357016309,0.451719843629111,10,15,50,1,0.3,48,50,1,0.96,FALSE,TRUE,FALSE
"主支击泻","主支","击泻","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主支知道","主支","知道","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主教中午","主教","中午","unrelated","word","word",0.864744834734799,-0.535572609895258,0.353123674329362,0.0544881658999433,42,48,51,0,0.941176470588235,42,51,0,0.823529411764706,TRUE,TRUE,FALSE
"主教红衣主教","主教","红衣主教","related","word","word",0.926148219962922,0.379698477484247,1.40324999537933,0.221873305600972,40,48,54,0,0.888888888888889,41,53,1,0.773584905660377,FALSE,TRUE,FALSE
"主教转管","主教","转管","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主水准备","主水","准备","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主水接迈","主水","接迈","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乐观切实","乐观","切实","related","word","word",0.960287248853268,0.542242091445671,1.96206915769626,0.314182511859804,39,44,53,2,0.830188679245283,53,55,0,0.963636363636364,FALSE,TRUE,FALSE
"乐观还爹","乐观","还爹","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乐观迷人","乐观","迷人","unrelated","word","word",0.919294923090913,-0.638877895600459,0.561438532730476,0.0876819677257377,41,47,50,3,0.94,48,50,3,0.96,TRUE,TRUE,FALSE
"乐趣包裹","乐趣","包裹","unrelated","word","word",0.88535036461879,-0.483159105281614,0.330591078877496,0.0522710391692634,40,46,50,0,0.92,42,50,0,0.84,TRUE,TRUE,FALSE
"乐趣喜悦","乐趣","喜悦","related","word","word",0.885646578461847,-0.534721806975477,0.437645682220341,0.0691978581977268,40,46,50,0,0.92,44,49,1,0.897959183673469,TRUE,TRUE,FALSE
"乐趣钟调","乐趣","钟调","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乘客司机","乘客","司机","related","word","word",0.581192351119774,-0.471805860542017,0.756876778774674,0.111595392830755,46,53,53,2,1,51,53,2,0.962264150943396,FALSE,TRUE,FALSE
"乘客声响","乘客","声响","unrelated","word","word",NA,-0.0157904404838286,1.12280019987882,0.18458721580633,37,44,51,2,0.862745098039216,48,51,2,0.941176470588235,FALSE,TRUE,FALSE
"乘客母室","乘客","母室","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乘瞒炸药","乘瞒","炸药","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乘瞒遮力","乘瞒","遮力","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"九月代弱","九月","代弱","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"九月十月","九月","十月","related","word","word",0.940836540463842,-0.769735768683109,0.520961815469372,0.0856455948879252,37,47,50,0,0.94,44,49,1,0.897959183673469,TRUE,TRUE,FALSE
"九月消失","九月","消失","unrelated","word","word",0.864334345433171,-0.568314816295791,0.660827434732557,0.101967886926089,42,50,50,2,1,50,51,1,0.980392156862745,FALSE,TRUE,FALSE
"习讳卫犯","习讳","卫犯","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"习讳危险","习讳","危险","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"书止幻觉","书止","幻觉","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"书止掠庶","书止","掠庶","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乳踪余水","乳踪","余水","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乳踪音乐","乳踪","音乐","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"了病湿润","了病","湿润","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"了病片赶","了病","片赶","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事故到法","事故","到法","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事故意外","事故","意外","related","word","word",0.852677932872109,-0.551098753675418,0.549597559541745,0.0528850498245647,108,113,114,2,0.991228070175439,106,114,2,0.929824561403509,TRUE,TRUE,TRUE
"事故灰尘","事故","灰尘","unrelated","word","word",0.876689424616835,-0.396242920612922,0.530209218527761,0.0828047682454984,41,47,52,0,0.903846153846154,49,52,0,0.942307692307692,TRUE,TRUE,FALSE
"事敌来衣","事敌","来衣","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事敌蚂蚁","事敌","蚂蚁","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事活吸引","事活","吸引","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事活涉将","事活","涉将","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于守东方","于守","东方","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于守粗寄","于守","粗寄","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于阴捞案","于阴","捞案","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于阴男孩","于阴","男孩","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"云朵姿刀","云朵","姿刀","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"云朵手帕","云朵","手帕","unrelated","word","word",0.871478732460048,-0.514661488482774,0.411937316308872,0.0659627619439618,39,49,50,0,0.98,47,50,0,0.94,TRUE,TRUE,FALSE
"云朵烟雾","云朵","烟雾","related","word","word",0.593104004809998,-0.362864810552858,0.556197868889792,0.0848193798277348,43,50,51,2,0.980392156862745,50,52,1,0.961538461538462,TRUE,TRUE,FALSE
"交沫动作","交沫","动作","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"交沫机集","交沫","机集","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产意尖族","产意","尖族","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产意山谷","产意","山谷","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产近夫人","产近","夫人","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产近用政","产近","用政","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲吻可怜","亲吻","可怜","unrelated","word","word",0.806440121123384,-0.689964982868699,0.365867454900636,0.0564545739332727,42,48,50,1,0.96,48,50,1,0.96,TRUE,TRUE,FALSE
"亲吻拥抱","亲吻","拥抱","related","word","word",0.902884525348094,-0.621926579342638,0.680700255422062,0.0992903369697538,47,50,50,1,1,47,49,2,0.959183673469388,FALSE,TRUE,FALSE
"亲吻黠焊收","亲吻","黠焊收","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲戚天国","亲戚","天国","unrelated","word","word",0.907786883485672,0.378346043237791,1.463487530117,0.240595867885253,37,50,52,0,0.961538461538462,47,52,0,0.903846153846154,FALSE,TRUE,FALSE
"亲戚表哥","亲戚","表哥","related","word","word",0.897224823618753,-0.531107764980468,0.749525696008642,0.108184715588783,48,61,62,0,0.983870967741935,60,62,0,0.967741935483871,FALSE,TRUE,FALSE
"亲戚进山","亲戚","进山","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲灯满镇","亲灯","满镇","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲灯能力","亲灯","能力","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲紧坚定","亲紧","坚定","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲紧晋同","亲紧","晋同","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人短工警","人短","工警","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人短录制","人短","录制","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
