"word_combo","fr_cue","fr_target","type","cue_type","target_type","fr_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"administrationgouvernement","administration","gouvernement","related","word","word",0.570435843905131,-0.676860995606074,0.28347370113745,0.0708684252843624,16,17,17,1,1,16,17,1,0.941176470588235,FALSE,FALSE,FALSE
"administrationordinaire","administration","ordinaire","unrelated","word","word",0.122076943825587,-0.269464093849486,1.00441080590425,0.158811292657137,40,41,41,0,1,40,41,0,0.975609756097561,FALSE,FALSE,FALSE
"adminutecollier","adminute","collier","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adminutesolinique","adminute","solinique","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admirerapprécier","admirer","apprécier","related","word","word",0.538379415747653,-0.59421110880468,0.469280722677583,0.0699562397624869,45,45,46,1,0.978260869565217,45,46,1,0.978260869565217,FALSE,FALSE,FALSE
"admirercamère","admirer","camère","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admirertéléphone","admirer","téléphone","unrelated","word","word",0.0951162351365087,-0.580332946631893,0.475496234840503,0.0751825560465151,40,42,42,1,1,37,42,1,0.880952380952381,FALSE,FALSE,FALSE
"admonistragraphejoue","admonistragraphe","joue","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admonistragraphemégareth","admonistragraphe","mégareth","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adnempreinte","adn","empreinte","related","word","word",0.596149130660484,0.361976737441934,1.45820426932029,0.246481508495866,35,38,40,0,0.95,19,40,0,0.475,FALSE,FALSE,FALSE
"adnmonium","adn","monium","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adnscandale","adn","scandale","unrelated","word","word",0.0351344930621716,1.00915256088481,1.96006853421818,0.322233282074564,37,38,38,0,1,22,38,0,0.578947368421053,FALSE,FALSE,FALSE
"adolescenceadolescent","adolescence","adolescent","related","word","word",0.693674130575531,-0.077909176995851,1.05296593754655,0.150423705363794,49,49,50,1,0.98,50,51,0,0.980392156862745,FALSE,TRUE,FALSE
"adolescenceélecmiques","adolescence","élecmiques","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adolescenceenthousiaste","adolescence","enthousiaste","unrelated","word","word",0.129639156176926,-0.0227951168482677,0.80487265790888,0.118671999137677,46,47,48,0,0.979166666666667,46,48,0,0.958333333333333,FALSE,FALSE,FALSE
"adotimefou","adotime","fou","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adotimeservestre","adotime","servestre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aduhydrovers","adu","hydrovers","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adulteagenrô","adulte","agenrô","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adulteparent","adulte","parent","related","word","word",0.431707052211934,-0.743820546280824,0.393151557939722,0.059269827428624,44,45,45,0,1,44,45,0,0.977777777777778,FALSE,FALSE,FALSE
"adultevérifier","adulte","vérifier","unrelated","word","word",0.0813600585789866,-0.5386098953454,0.493538409213194,0.0712361333536643,48,50,50,1,1,49,50,1,0.98,TRUE,TRUE,FALSE
"aduphrase","adu","phrase","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afferrisrieurdétecrant","afferrisrieur","détecrant","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afferrisrieurvitamine","afferrisrieur","vitamine","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afisquebaèvre","afisque","baèvre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afisqueprogramme","afisque","programme","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afriqueamérique","afrique","amérique","related","word","word",0.683319187682728,-0.576177118041673,0.342803403859705,0.0989588187487604,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"afriqueexépire","afrique","exépire","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afriqueoxygène","afrique","oxygène","unrelated","word","word",0.102075412453538,-0.332871577603744,0.549226764521105,0.0761640485130012,52,53,53,3,1,53,53,3,1,TRUE,TRUE,TRUE
"agentdétective","agent","détective","related","word","word",0.440121322154326,-0.446355872009635,0.505961952696019,0.0810187533808304,39,39,39,0,1,37,39,0,0.948717948717949,FALSE,FALSE,FALSE
"agentjaunion","agent","jaunion","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentoccidental","agent","occidental","unrelated","word","word",0.116194677734664,-0.187318447342455,0.604050939455089,0.0900465974996126,45,49,50,1,0.98,46,50,1,0.92,FALSE,TRUE,FALSE
"agteillusure","agte","illusure","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agteprince","agte","prince","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiderassister","aider","assister","related","word","word",0.415021396879072,-0.473474101043093,0.48170221930572,0.0879463905046811,30,30,30,0,1,27,30,0,0.9,FALSE,FALSE,FALSE
"aiderpadouilles","aider","padouilles","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidertitre","aider","titre","unrelated","word","word",0.113281125417865,-0.525480559209078,0.630047426861609,0.0939219250340924,45,49,50,1,0.98,49,50,1,0.98,FALSE,TRUE,FALSE
"aiguillecréativité","aiguille","créativité","unrelated","word","word",0.127155859643261,-0.524805108546945,0.582282838243838,0.0887973003613966,43,43,43,1,1,43,43,1,1,FALSE,FALSE,FALSE
"aiguillesanique","aiguille","sanique","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiguilleseringue","aiguille","seringue","related","word","word",0.654715045101364,-0.0887580559832931,0.597929207627959,0.137174367970612,19,21,23,0,0.91304347826087,23,23,0,1,FALSE,FALSE,FALSE
"ailbidek","ail","bidek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ailfermé","ail","fermé","unrelated","word","word",0.105329350486587,-0.516406070827466,0.377288412471911,0.0889277316406653,18,20,20,0,1,19,20,0,0.95,FALSE,FALSE,FALSE
"ailleursendroit","ailleurs","endroit","related","word","word",0.381724740519739,-0.576046985330104,0.539549693828381,0.0770785276897687,49,50,50,0,1,47,50,0,0.94,TRUE,TRUE,FALSE
"ailleursréputation","ailleurs","réputation","unrelated","word","word",0.134355682022311,-0.506811140096758,0.596705246415482,0.0889515662343854,45,45,47,0,0.957446808510638,46,47,0,0.978723404255319,FALSE,FALSE,FALSE
"ailleursrétection","ailleurs","rétection","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ailleuvecomplètement","ailleuve","complètement","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ailleuvejussian","ailleuve","jussian","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ailoignon","ail","oignon","related","word","word",0.621424595142479,-0.593827645158172,0.502729549445546,0.07578933120615,44,44,44,0,1,39,44,0,0.886363636363636,FALSE,FALSE,FALSE
"aindrehélicodreau","aindre","hélicodreau","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aindrevente","aindre","vente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiosstupidité","aios","stupidité","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiostinée","aios","tinée","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiquablecréativité","aiquable","créativité","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiquablesassine","aiquable","sassine","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airfamille","air","famille","unrelated","word","word",0.105251617108993,-0.795157115827021,0.408517110557039,0.0662702262307957,38,41,41,1,1,39,41,1,0.951219512195122,FALSE,FALSE,FALSE
"airfrart","air","frart","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airoxygène","air","oxygène","related","word","word",0.312210591352462,-0.437337416469742,0.408091367001248,0.0637331639788487,41,41,44,3,0.931818181818182,43,44,3,0.977272727272727,FALSE,FALSE,FALSE
"aitalcomtesse","aital","comtesse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aitalsamousort","aital","samousort","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumchanson","album","chanson","related","word","word",0.487919424795007,-0.689535573740364,0.469710640567587,0.073356477736547,41,41,42,3,0.976190476190476,40,42,3,0.952380952380952,FALSE,FALSE,FALSE
"albummètre","album","mètre","unrelated","word","word",0.120809895272222,-0.238074013816661,0.623137130124531,0.0928917988175055,45,47,48,0,0.979166666666667,45,48,0,0.9375,FALSE,FALSE,FALSE
"albumtom droyante","album","tom droyante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alchetbar","alchet","bar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alchetfira","alchet","fira","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcoolcontent","alcool","content","unrelated","word","word",0.0884913779154807,-0.00470211964089164,1.25334338050617,0.267213706563477,22,22,22,0,1,22,22,0,1,FALSE,FALSE,FALSE
"alcooldrogue","alcool","drogue","related","word","word",0.556787067108677,-0.631905215444372,0.621006020115429,0.0887151457307755,49,49,50,2,0.98,50,50,2,1,TRUE,TRUE,FALSE
"alcoolpéveu","alcool","péveu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertealarme","alerte","alarme","related","word","word",0.536876783007217,-0.574234328697181,0.661280070397546,0.0996917215840212,44,46,47,1,0.978723404255319,45,47,1,0.957446808510638,FALSE,FALSE,FALSE
"alertefibade","alerte","fibade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertelaver","alerte","laver","unrelated","word","word",0.0536607666416407,-0.417809970262723,1.00309410110987,0.144784162324577,48,48,50,0,0.96,48,50,0,0.96,FALSE,TRUE,FALSE
"alertemessage","alerte","message","related","word","word",0.263358792774749,-0.736320282136046,0.422440394805978,0.0609740189144508,48,49,50,0,0.98,46,50,0,0.92,TRUE,TRUE,FALSE
"alertemusée","alerte","musée","unrelated","word","word",0.0968515533419596,-0.339062703657791,1.33270556225783,0.239360985022081,31,31,32,0,0.96875,30,32,0,0.9375,FALSE,FALSE,FALSE
"alerterassemtins","alerte","rassemtins","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentationarchitecte","alimentation","architecte","unrelated","word","word",0.137994663842642,-0.0988276425683758,1.14827278296052,0.16403896899436,49,50,51,3,0.980392156862745,50,51,3,0.980392156862745,FALSE,TRUE,FALSE
"alimentationfinandale","alimentation","finandale","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentationmanger","alimentation","manger","related","word","word",0.286806255535721,-0.6787371708711,0.68316797483307,0.105415107103561,42,43,45,0,0.955555555555556,43,45,0,0.955555555555556,FALSE,FALSE,FALSE
"alimentscommissaire","aliments","commissaire","unrelated","word","word",0.0135644079803329,-0.217925451833658,0.677895199149551,0.104601500151995,42,44,45,1,0.977777777777778,45,45,1,1,FALSE,FALSE,FALSE
"alimentscotra","aliments","cotra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentsrepas","aliments","repas","related","word","word",0.403040154995977,-0.754873462895019,0.404185290128574,0.053072128661155,58,58,58,0,1,55,58,0,0.948275862068966,TRUE,TRUE,TRUE
"alpecoiseau","alpec","oiseau","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alpecquateille","alpec","quateille","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amagetbeauté","amaget","beauté","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amagetdacèpment","amaget","dacèpment","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateuracrusacrées","amateur","acrusacrées","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurarrière","amateur","arrière","unrelated","word","word",0.0792577418927274,-0.645894926023245,0.508766394464126,0.0899380418913534,32,32,35,1,0.914285714285714,34,35,1,0.971428571428571,FALSE,FALSE,FALSE
"amateurprofessionnel","amateur","professionnel","related","word","word",0.559772898633295,-0.435735087882091,0.772059277774655,0.148582877284515,27,27,28,1,0.964285714285714,26,28,1,0.928571428571429,FALSE,FALSE,FALSE
"ambasgrèschif","ambasgrès","chif","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambasgrèshallucination","ambasgrès","hallucination","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadechat","ambassade","chat","unrelated","word","word",0.119789232946152,-0.541201095476984,0.645341619228798,0.107556936538133,36,37,38,1,0.973684210526316,36,38,1,0.947368421052632,FALSE,FALSE,FALSE
"ambassadeministère","ambassade","ministère","related","word","word",0.473172585578407,-0.330150111770695,0.634914132408552,0.0916419613145938,48,50,50,0,1,44,50,0,0.88,FALSE,TRUE,FALSE
"ambassadenateur","ambassade","nateur","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadeurjaune","ambassadeur","jaune","unrelated","word","word",0.0723514289157499,-0.361456438277262,0.854090958340549,0.120786701678544,50,50,51,1,0.980392156862745,49,51,1,0.96078431372549,FALSE,TRUE,TRUE
"ambassadeurministre","ambassadeur","ministre","related","word","word",0.524025774129445,-0.244482806531664,1.28902245773946,0.243602346968277,28,28,28,0,1,26,28,0,0.928571428571429,FALSE,FALSE,FALSE
"ambassadeursoûrme","ambassadeur","soûrme","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassapablecaôle","ambassapable","caôle","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassapablemal","ambassapable","mal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancedétecrant","ambulance","détecrant","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancefaux","ambulance","faux","unrelated","word","word",0.028483658470617,-0.394534355970023,0.811443792714611,0.159137220509059,26,28,29,1,0.96551724137931,29,29,1,1,FALSE,FALSE,FALSE
"ambulancehélicoptère","ambulance","hélicoptère","related","word","word",0.465264942950806,-0.493488551644547,0.338404111135186,0.0690764499284415,24,25,25,1,1,24,25,1,0.96,FALSE,FALSE,FALSE
"ambuveuseexagérer","ambuveuse","exagérer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambuveusevatrale","ambuveuse","vatrale","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"âmecréforme","âme","créforme","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"âmeesprit","âme","esprit","related","word","word",0.511812685732389,-0.667459259951067,0.54405932849083,0.078528199939827,48,49,49,0,1,48,48,1,1,FALSE,FALSE,FALSE
"âmeplausible","âme","plausible","unrelated","word","word",0.0992734707327062,0.237509075908457,0.932043968279702,0.145560812771826,41,43,50,3,0.86,48,50,3,0.96,FALSE,TRUE,FALSE
"âmglegeler","âmgle","geler","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"âmgleintenment","âmgle","intenment","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amirerdevoirrer","amirer","devoirrer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amirerguérir","amirer","guérir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amorlockrébralter","amorlock","rébralter","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amorlocksaluer","amorlock","saluer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amranblessir","amran","blessir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amranmalheur","amran","malheur","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amusantdrôle","amusant","drôle","related","word","word",0.666149565730995,-0.591365257960519,0.476316863577066,0.0816876681829842,34,35,35,0,1,35,35,0,1,FALSE,FALSE,FALSE
"amusantfantaslaire","amusant","fantaslaire","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amusantmilitaire","amusant","militaire","unrelated","word","word",0.0845762629256881,-0.577965180631504,0.363207800145123,0.0597109945252649,37,37,37,0,1,37,37,0,1,FALSE,FALSE,FALSE
"amusest","amus","est","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amusmoroc","amus","moroc","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anachotepossibilité","anachote","possibilité","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anachotesirette","anachote","sirette","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analystebrouillabi","analyste","brouillabi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analysteenquêteur","analyste","enquêteur","related","word","word",0.483230090571795,-0.490256535974736,0.487396582608164,0.0770641662412105,40,40,40,0,1,37,40,0,0.925,FALSE,FALSE,FALSE
"analysteintentionnellement","analyste","intentionnellement","unrelated","word","word",0.08073574050295,1.03774701084634,1.45589824712407,0.257368880814759,32,32,32,2,1,28,31,3,0.903225806451613,FALSE,FALSE,FALSE
