"word_combo","ro_cue","ro_target","type","cue_type","target_type","ro_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"absonecisimviş","absoneci","simviş","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidenrinţăefhot","accidenrinţă","efhot","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidenrinţăimportanţă","accidenrinţă","importanţă","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidentalcomle","accidental","comle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidentalintentionat","accidental","intentionat","related","word","word",0.434401362487372,-0.139074980147549,0.954706631148749,0.145591396337241,43,45,46,0,0.978260869565217,46,46,0,1,FALSE,FALSE,FALSE
"accidentalîntoarcere","accidental","întoarcere","unrelated","word","word",0.134921248834249,-0.116241800609067,0.852952562416547,0.164150797172391,27,29,30,1,0.966666666666667,29,29,2,1,FALSE,FALSE,FALSE
"accreativitate","ac","creativitate","unrelated","word","word",0.0866567385883886,-0.300286343152979,0.493128795462963,0.105135412448283,22,22,22,0,1,18,22,0,0.818181818181818,FALSE,FALSE,FALSE
"acdercrud","acder","crud","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acderumfu","acder","umfu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acdugratuit","acdu","gratuit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acduguvic","acdu","guvic","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acerăatlanpariție","aceră","atlanpariție","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acerăîncăierare","aceră","încăierare","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"achitodeproprerinți","achitode","proprerinți","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"achitodetrage","achitode","trage","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoperireascundere","acoperire","ascundere","related","word","word",0.388322935171263,-0.490033470434834,0.682152089021265,0.128914627419533,28,28,28,2,1,26,28,2,0.928571428571429,FALSE,FALSE,FALSE
"acoperirenebun","acoperire","nebun","unrelated","word","word",0.0875167495072542,-0.526131897697128,0.698239329675444,0.125407485693331,31,32,32,2,1,31,31,3,1,FALSE,FALSE,FALSE
"acoperireporau","acoperire","porau","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acorgelider","acorge","lider","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acorgepasibilitutybracci","acorge","pasibilitutybracci","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acseringă","ac","seringă","related","word","word",0.577578484070715,-0.134947614474675,0.52446362889858,0.102855779920136,26,27,29,1,0.931034482758621,23,29,1,0.793103448275862,FALSE,FALSE,FALSE
"activactivitate","activ","activitate","related","word","word",0.471967126219208,-0.520439732128225,0.524121043492163,0.0799277098137878,43,44,44,3,1,42,44,3,0.954545454545455,FALSE,FALSE,FALSE
"activpunte","activ","punte","unrelated","word","word",0.0559935270690445,-0.0476976371174215,0.782342932385371,0.156468586477074,25,25,26,0,0.961538461538462,25,26,0,0.961538461538462,FALSE,FALSE,FALSE
"activsăpdu","activ","săpdu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"actuetă","ac","tuetă","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acumfatal","acum","fatal","unrelated","word","word",0.115178149127828,-0.334592956986068,0.911403777395169,0.138987773048499,43,47,49,0,0.959183673469388,49,49,0,1,FALSE,FALSE,FALSE
"acumlomtră","acum","lomtră","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acumștii","acum","știi","related","word","word",0.184528232391999,-0.72187026075127,0.315651435783651,0.0644320795205697,24,27,27,2,1,28,28,1,1,FALSE,FALSE,FALSE
"adaluoctombrie","adalu","octombrie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adalupoatractică","adalu","poatractică","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adătoslecha","adătos","lecha","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adătostest","adătos","test","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adblestearmolari","adbleste","armolari","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adblestescriitor","adbleste","scriitor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adesinîn cauf dinpadierd","adesin","în cauf dinpadierd","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adesinrareori","adesin","rareori","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adeude faptstrație","adeu","de faptstrație","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adeuînăuntru","adeu","înăuntru","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adevăratadresă","adevărat","adresă","unrelated","word","word",0.147086307253205,-0.354198464052775,1.52594622082359,0.257931988203192,35,39,40,0,0.975,40,40,0,1,FALSE,FALSE,FALSE
"adevăratcarfoela","adevărat","carfoela","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adevăratreal","adevărat","real","related","word","word",0.479395786572133,-0.767833294623132,0.56197025248732,0.14049256312183,16,17,17,0,1,17,17,0,1,FALSE,FALSE,FALSE
"adineaoriasistenţă","adineaori","asistenţă","unrelated","word","word",0.0905114001208702,0.0901772432297461,1.72033937512686,0.308982073058212,31,33,35,0,0.942857142857143,29,35,0,0.828571428571429,FALSE,FALSE,FALSE
"adineaoripreun","adineaori","preun","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adineaorirecent","adineaori","recent","related","word","word",0.249175228872986,-0.0864776825480477,1.02064598185838,0.208338488631247,24,24,24,0,1,21,24,0,0.875,FALSE,FALSE,FALSE
"administrațieguvern","administrație","guvern","related","word","word",0.350876803107633,-0.297763747068886,0.588110573177869,0.0954041329629412,38,39,41,0,0.951219512195122,39,41,0,0.951219512195122,FALSE,FALSE,FALSE
"administrațiepăstrare","administrație","păstrare","unrelated","word","word",0.14519072243821,-0.33399330345566,0.81586256304671,0.130642565979356,39,42,42,0,1,41,42,0,0.976190476190476,FALSE,FALSE,FALSE
"administrațieslorțilădeftupe","administrație","slorțilădeftupe","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admiraakason","admira","akason","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admiraaprecia","admira","aprecia","related","word","word",0.494470469117391,-0.664416488006921,0.322978322542999,0.0456760324092821,50,51,51,1,1,50,51,1,0.980392156862745,TRUE,TRUE,TRUE
"admiratelefon","admira","telefon","unrelated","word","word",0.114282881608815,-0.663447282743613,0.44567138813114,0.0874033501819486,26,26,26,0,1,24,26,0,0.923076923076923,FALSE,FALSE,FALSE
"admitemărturisi","admite","mărturisi","related","word","word",0.391001676251514,0.0345443339605113,0.700450848784902,0.14009016975698,25,25,25,0,1,25,25,0,1,FALSE,FALSE,FALSE
"admitemisiune","admite","misiune","unrelated","word","word",0.096139892572372,-0.529237031535513,0.595504812367869,0.124171337019054,23,25,25,0,1,22,25,0,0.88,FALSE,FALSE,FALSE
"admiterecom","admite","recom","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admolostrațienmiros","admolostrațien","miros","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admolostrațienseascată","admolostrațien","seascată","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adnamprentă","adn","amprentă","related","word","word",0.531031572427713,0.220098070222938,1.0413265573818,0.158800811250097,43,45,48,1,0.9375,17,48,1,0.354166666666667,FALSE,FALSE,FALSE
"adndocucţie","adn","docucţie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adnscandal","adn","scandal","unrelated","word","word",0.0572290584301857,0.0465836781505243,1.429892996747,0.337029011456985,18,19,19,0,1,5,19,0,0.263157894736842,FALSE,FALSE,FALSE
"adolescențăadolescent","adolescență","adolescent","related","word","word",0.670231798646294,-0.332952508649748,0.82425227479634,0.220290686611211,14,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"adolescențăbucată","adolescență","bucată","unrelated","word","word",0.139595356745604,-0.455268921772943,0.569302549921588,0.111649415814935,26,29,30,0,0.966666666666667,29,29,1,1,FALSE,FALSE,FALSE
"adolescențăvacbuc","adolescență","vacbuc","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adraioumasaj","adraiou","masaj","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adraiouzit","adraiou","zit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adredarecachin","adredare","cachin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adredareproduce","adredare","produce","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adreduvăbucurie","adreduvă","bucurie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adreduvăcomutern","adreduvă","comutern","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aducededrii","aduce","dedrii","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aducelegal","aduce","legal","unrelated","word","word",0.141573868198398,-0.75989588554282,0.355930782583447,0.0639270557065263,31,31,31,0,1,31,31,0,1,FALSE,FALSE,FALSE
"aducetrimite","aduce","trimite","related","word","word",0.410484354522237,-0.243330540006496,0.663401646034374,0.191507559459393,12,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"adultinspirație","adult","inspirație","unrelated","word","word",0.0593049902244238,-0.203873092600891,0.884183457684153,0.173402642474132,26,26,26,0,1,26,26,0,1,FALSE,FALSE,FALSE
"adultpărinte","adult","părinte","related","word","word",0.389806557122407,-0.893046368180677,0.351018332893232,0.0577070584532622,37,37,37,1,1,37,37,1,1,FALSE,FALSE,FALSE
"adultultiință","adult","ultiință","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aeatîmbonotuțivăsevansuzu","aeat","îmbonotuțivăsevansuzu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aeatproducție","aeat","producție","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aerfamilie","aer","familie","unrelated","word","word",0.0788458331158278,-0.81207133770724,0.289299662690989,0.0631303620384118,21,21,22,0,0.954545454545455,22,22,0,1,FALSE,FALSE,FALSE
"aerfragstitut","aer","fragstitut","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aeroxigen","aer","oxigen","related","word","word",0.408506603497746,-0.652132940151599,0.324962220887449,0.057445747504739,32,32,32,2,1,31,32,2,0.96875,FALSE,FALSE,FALSE
"afarăcadou","afară","cadou","unrelated","word","word",0.112605772357247,-0.662453428252464,0.544658255110668,0.0821103214168981,44,46,47,3,0.978723404255319,46,47,3,0.978723404255319,FALSE,FALSE,FALSE
"afarădespre","afară","despre","related","word","word",0.170257390233128,-0.182803743354229,1.10861476696097,0.16345632986293,46,47,47,1,1,47,47,1,1,FALSE,FALSE,FALSE
"afarăechipa","afară","echipa","unrelated","word","word",0.130550058333466,-0.678320999035926,0.488840712617244,0.0705580792551036,48,48,50,1,0.96,49,50,1,0.98,TRUE,TRUE,FALSE
"afarăgufinu","afară","gufinu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afarăînăuntru","afară","înăuntru","related","word","word",0.532628496207868,-0.193369007394747,0.70453568173909,0.143812743820388,24,24,26,0,0.923076923076923,24,26,0,0.923076923076923,FALSE,FALSE,FALSE
"afarăpolititenţă","afară","polititenţă","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirmaticconge","afirmatic","conge","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirmaticfotografie","afirmatic","fotografie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirvențăanopect","afirvență","anopect","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirvențăînalt","afirvență","înalt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afribătăatecă","afribătă","atecă","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afribătăsediu","afribătă","sediu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"africaamerica","africa","america","related","word","word",0.680488739817676,-0.575883438349594,0.767442384697859,0.140115168561525,30,31,32,0,0.96875,32,32,0,1,FALSE,FALSE,FALSE
"africaoxigen","africa","oxigen","unrelated","word","word",0.0976361406273804,-0.434410172528494,0.658339822545218,0.129111061605126,26,26,26,0,1,22,26,0,0.846153846153846,FALSE,FALSE,FALSE
"africavivil","africa","vivil","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrișitcunoștrabu","afrișit","cunoștrabu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrișitperioadă","afrișit","perioadă","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentdetectiv","agent","detectiv","related","word","word",0.517948621014307,-0.604715826235214,0.226702086798772,0.0444599370907363,26,26,26,0,1,25,26,0,0.961538461538462,FALSE,FALSE,FALSE
"agentfuninţă","agent","funinţă","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentmânca","agent","mânca","unrelated","word","word",0.0702710642602836,-0.630550581009136,0.492917322398636,0.0858058920631135,33,33,33,0,1,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"agricultormuncitor","agricultor","muncitor","related","word","word",0.483018075955632,-0.542853203647009,0.854003068273733,0.201290453576825,18,19,19,0,1,19,19,0,1,FALSE,FALSE,FALSE
"agricultorrâor","agricultor","râor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultorşantaj","agricultor","şantaj","unrelated","word","word",0.0979587679743113,-0.427836954442547,0.304045936652109,0.0620631169303537,24,24,24,1,1,25,25,0,1,FALSE,FALSE,FALSE
"aiarmăatlantire","aiar","măatlantire","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiarsarcină","aiar","sarcină","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiciacolo","aici","acolo","related","word","word",0.736373885838478,-0.858970266220531,0.472510098004422,0.0729098910129987,42,43,43,1,1,41,43,1,0.953488372093023,FALSE,FALSE,FALSE
"aiciâul","aici","âul","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiciding","aici","ding","unrelated","word","word",0.114281826708219,1.49686618861192,2.30352487357031,0.638882849689573,13,15,42,1,0.357142857142857,43,43,0,1,FALSE,FALSE,FALSE
"aiureabsolniți","aiure","absolniți","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiurepărinte","aiure","părinte","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajutareasistare","ajutare","asistare","related","word","word",0.421621096853135,0.00072206619614658,0.510334967840299,0.0947668244366792,29,29,31,0,0.935483870967742,31,31,0,1,FALSE,FALSE,FALSE
"ajutareîmpărătențu","ajutare","împărătențu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajutaretitlu","ajutare","titlu","unrelated","word","word",0.0869482299479622,-0.373784712955806,0.574395201915993,0.128438671743388,20,20,21,0,0.952380952380952,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"akadăcoent","akadă","coent","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akadăsentiment","akadă","sentiment","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al dosonggurd","al dosong","gurd","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al dosongprosop","al dosong","prosop","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al treganțicaob","al treganți","caob","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al treganțifurnică","al treganți","furnică","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al treileaal patrulea","al treilea","al patrulea","related","word","word",NA,-0.345228891768344,0.819978564634958,0.211717555005217,15,18,20,0,0.9,18,20,0,0.9,FALSE,FALSE,FALSE
"al treileaproduce","al treilea","produce","unrelated","word","word",NA,-0.615107142590498,0.496409176498767,0.0794890849646512,39,40,42,1,0.952380952380952,39,42,1,0.928571428571429,FALSE,FALSE,FALSE
"al treileaschimturisi","al treilea","schimturisi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albactiment","alb","actiment","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albinăelimina","albină","elimina","unrelated","word","word",0.0576059599347261,0.111599843604376,0.820941855802226,0.19910764611548,17,18,19,0,0.947368421052632,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"albinăfurnică","albină","furnică","related","word","word",0.58870057864073,-0.499494169096664,0.711015356690312,0.107189598105567,44,47,47,0,1,47,47,0,1,FALSE,FALSE,FALSE
"albinărager","albină","rager","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albnegru","alb","negru","related","word","word",0.810406435791798,-0.686027752021406,0.89859645323115,0.187370312919259,23,24,24,0,1,24,24,0,1,FALSE,FALSE,FALSE
"albșofer","alb","șofer","unrelated","word","word",0.129030285286585,-0.77413893883086,0.404480376664518,0.0647686959656755,39,41,42,0,0.976190476190476,41,42,0,0.976190476190476,FALSE,FALSE,FALSE
"albumcântec","album","cântec","related","word","word",0.573364179491105,-0.437281391017249,1.38398559724345,0.216142237121159,41,45,45,0,1,43,45,0,0.955555555555556,FALSE,FALSE,FALSE
"albumprobanezi","album","probanezi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumservitor","album","servitor","unrelated","word","word",0.146763137748612,-0.53188050604341,0.55237533624667,0.0920625560411117,36,36,37,0,0.972972972972973,34,37,0,0.918918918918919,FALSE,FALSE,FALSE
"alconariînsoți","alconari","însoți","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alconaritrazir","alconari","trazir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcoolcăsnitenţă","alcool","căsnitenţă","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcooldrog","alcool","drog","related","word","word",0.547544355051121,-0.790172157869212,0.454705661922179,0.110282321921855,17,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"alcoolfericit","alcool","fericit","unrelated","word","word",0.11647780499653,-0.575310684252275,0.563443838807795,0.0952393915337952,35,35,35,0,1,35,35,0,1,FALSE,FALSE,FALSE
"aldimnumusbi","aldimnu","musbi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldimnuneasteptat","aldimnu","neasteptat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldmacom","ald","macom","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
