"word_combo","sr_cue","sr_target","type","cue_type","target_type","sr_cosine","M_Z","SD_Z","sr_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"албумпесма","албум","песма","related","word","word",0.490233932972108,-0.766401504216378,0.98350345390382,0.155505550048925,40,43,43,2,1,43,43,2,1,FALSE,FALSE,FALSE
"алекностграђевина","алекност","грађевина","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"алекностзаогромница","алекност","заогромница","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"алкоблуинформација","алкоблу","информација","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"алкоблуобрадија","алкоблу","обрадија","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"алкохолвероискрено","алкохол","вероискрено","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"алкохолдрога","алкохол","дрога","related","word","word",0.570088614714401,-0.986467854348477,0.216373560733354,0.047216581926082,21,23,24,0,0.958333333333333,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"алкохолкофер","алкохол","кофер","unrelated","word","word",0.438027948788782,-0.541415950953164,0.742816640931998,0.114619096103396,42,44,46,0,0.956521739130435,45,46,0,0.978260869565217,FALSE,FALSE,FALSE
"амандалавуриц","амандала","вуриц","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"амандалаличност","амандала","личност","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аманкаалбердан","аманка","албердан","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аманкаболест","аманка","болест","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аматерскилобања","аматерски","лобања","unrelated","word","word",0.444238625784712,-0.534404359690804,0.408990492739216,0.085280412948432,23,23,23,0,1,22,23,0,0.956521739130435,FALSE,FALSE,FALSE
"аматерскипрофесионалан","аматерски","професионалан","related","word","word",0.600027443699614,0.265515782625351,0.997665799180276,0.195658360694783,26,28,28,0,1,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"аматерскиснаску","аматерски","снаску","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"амбасадаминистарство","амбасада","министарство","related","word","word",0.46251619585281,-0.346757273771965,0.632551338750548,0.119540966701066,28,29,30,1,0.966666666666667,29,30,1,0.966666666666667,FALSE,FALSE,FALSE
"амбасадаперспектива","амбасада","перспектива","unrelated","word","word",0.498234042590598,0.12513710634058,0.880310825664301,0.163469616472652,29,30,31,1,0.967741935483871,30,31,1,0.967741935483871,FALSE,FALSE,FALSE
"амбасадаујаво","амбасада","ујаво","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"амбасадорминистар","амбасадор","министар","related","word","word",0.498109799976103,-0.695663448071187,0.490210533625337,0.0730762717648466,45,48,48,1,1,48,48,1,1,FALSE,FALSE,FALSE
"амбасадорнезгода","амбасадор","незгода","unrelated","word","word",0.419110461192741,-0.0854301048692509,1.07394374561623,0.150382203835285,51,52,54,1,0.962962962962963,50,53,2,0.943396226415094,FALSE,TRUE,TRUE
"амбасадорствартиснути","амбасадор","ствартиснути","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"амбасањстваонрач","амбасањства","онрач","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"амбасањстваужасан","амбасањства","ужасан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аналитичардолина","аналитичар","долина","unrelated","word","word",0.394481976422129,-0.370283162931591,0.558075159595523,0.0917469910777796,37,37,38,1,0.973684210526316,36,38,1,0.947368421052632,FALSE,FALSE,FALSE
"аналитичарзвола","аналитичар","звола","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аналитичаристражитељ","аналитичар","истражитељ","related","word","word",0.580518256552868,0.330339695283774,1.55653171186108,0.449332001422591,12,15,17,0,0.88235294117647,17,17,0,1,FALSE,FALSE,FALSE
"анархијакапитализам","анархија","капитализам","related","word","word",NA,-0.0778921518216865,0.89563433303433,0.138199377928261,42,46,46,0,1,44,46,0,0.956521739130435,FALSE,FALSE,FALSE
"анархијаормар","анархија","ормар","unrelated","word","word",NA,-0.329815102877308,0.710132106353252,0.151400673781632,22,23,23,0,1,20,23,0,0.869565217391304,FALSE,FALSE,FALSE
"анархијапатрац","анархија","патрац","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"анатомијанеопрозан","анатомија","неопрозан","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"анатомијапсихологија","анатомија","психологија","related","word","word",0.692926915797963,-0.325047276099259,0.593076844333907,0.108280521991887,30,31,32,1,0.96875,31,32,1,0.96875,FALSE,FALSE,FALSE
"анатомијарука","анатомија","рука","unrelated","word","word",0.449283612098013,-0.636579465903063,0.948318688265147,0.173138512422177,30,30,31,0,0.967741935483871,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"андјош увек","анд","још увек","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"андскука","анд","скука","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"анђеођаво","анђео","ђаво","related","word","word",0.52011213869341,-0.564066658906372,1.00601946342696,0.193608536006519,27,27,27,0,1,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"анђеокамислиo","анђео","камислиo","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"анђеонавести","анђео","навести","unrelated","word","word",0.427860924517457,-0.333418812011588,0.674561964784549,0.123157601515834,30,31,32,1,0.96875,32,32,1,1,FALSE,FALSE,FALSE
"анонимниаеродром","анонимни","аеродром","unrelated","word","word",0.443944180503761,-0.564845790301522,0.335470344905873,0.0567048378664883,35,37,37,2,1,36,38,1,0.947368421052632,FALSE,FALSE,FALSE
"анонимнинепознат","анонимни","непознат","related","word","word",0.470284699310667,-0.572931785901464,0.767977575551303,0.131707067628223,34,38,38,0,1,36,38,0,0.947368421052632,FALSE,FALSE,FALSE
"анонимниробњакдан","анонимни","робњакдан","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"антумвeрoвaтлефон","антум","вeрoвaтлефон","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"антумцивилизација","антум","цивилизација","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"апливаутобус","аплив","аутобус","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"апливигрибургер","аплив","игрибургер","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"апсолутномилост","апсолутно","милост","unrelated","word","word",0.398536639136735,-0.0344508048508904,1.13687142864203,0.260816193118385,19,20,21,0,0.952380952380952,19,20,1,0.95,FALSE,FALSE,FALSE
"апсолутнопотпуно","апсолутно","потпуно","related","word","word",0.544039717626967,-0.746438780041298,0.361177133917477,0.0722354267834954,25,25,25,2,1,26,26,1,1,FALSE,FALSE,FALSE
"апсолутнопрвaц","апсолутно","првaц","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"апсоскизвепан","апсоски","звепан","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"апсоскиосетљив","апсоски","осетљив","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ардпобедник","ард","победник","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ардпријаспортски","ард","пријаспортски","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аренабојно поље","арена","бојно поље","related","word","word",NA,0.220200275103574,1.00241200111356,0.16943855354641,35,36,36,0,1,31,35,1,0.885714285714286,FALSE,FALSE,FALSE
"аренадонација","арена","донација","unrelated","word","word",0.454298570836357,-0.411492556804228,0.783780974198284,0.128852798427404,37,39,40,0,0.975,38,40,0,0.95,FALSE,FALSE,FALSE
"аренамазао","арена","мазао","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"арсеналљуди","арсенал","људи","unrelated","word","word",0.47241060878796,-0.556970871469651,0.781473743384272,0.140356827706527,31,34,35,0,0.971428571428571,32,35,0,0.914285714285714,FALSE,FALSE,FALSE
"арсеналокута","арсенал","окута","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"арсеналоружарница","арсенал","оружарница","related","word","word",NA,1.03319670347041,1.27202836991731,0.19627823872506,42,43,53,3,0.811320754716981,50,55,1,0.909090909090909,FALSE,TRUE,FALSE
"арсестрадобровољно","арсестра","добровољно","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"арсестракостојно","арсестра","костојно","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"асинаповативашион","асинаповати","вашион","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"асинаповатигуштер","асинаповати","гуштер","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аснадалеко","асна","далеко","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аснаметав","асна","метав","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аспиларконцентрисати се","аспилар","концентрисати се","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аспиларуређа","аспилар","уређа","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аспиринморфијум","аспирин","морфијум","related","word","word",0.697626260423308,-0.292147986154655,0.464190408178944,0.0833710584589111,31,34,37,0,0.918918918918919,34,37,0,0.918918918918919,FALSE,FALSE,FALSE
"аспириносебрио","аспирин","осебрио","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аспиринчесто","аспирин","често","unrelated","word","word",0.363919554091273,-0.791031262223844,0.421552094452721,0.067502358617382,39,40,40,1,1,39,40,1,0.975,FALSE,FALSE,FALSE
"астрокадеснимке","астрока","деснимке","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"астрокаприватност","астрока","приватност","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"астронастијамодрица","астронастија","модрица","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"астронастијафирок","астронастија","фирок","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"астронаутказати","астронаут","казати","unrelated","word","word",0.371781936743009,-0.369865345269312,0.463357224724553,0.0966166602125525,23,23,24,1,0.958333333333333,24,24,1,1,FALSE,FALSE,FALSE
"астронаутпилот","астронаут","пилот","related","word","word",0.533335235550379,-0.712674989530582,0.615733843634314,0.0907850023762169,46,50,50,0,1,49,49,1,1,FALSE,TRUE,FALSE
"астронаутхаигрити","астронаут","хаигрити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"атомскинуклеарни","атомски","нуклеарни","related","word","word",0.615454183150441,-0.260884930383994,0.88072808412399,0.144790805121371,37,38,41,1,0.926829268292683,37,42,0,0.880952380952381,FALSE,FALSE,FALSE
"атомскиосвотара","атомски","освотара","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"атомскиписати","атомски","писати","unrelated","word","word",0.324142095295953,-0.880228579224942,0.322586299861619,0.057025740037507,32,33,35,2,0.942857142857143,33,35,2,0.942857142857143,FALSE,FALSE,FALSE
"атрактиванжеђ","атрактиван","жеђ","unrelated","word","word",0.398808161165473,-0.277028255214402,0.771820745374701,0.151366501602359,26,27,36,0,0.75,31,36,0,0.861111111111111,FALSE,FALSE,FALSE
"атрактиванпоуред","атрактиван","поуред","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"атрактиваншармантан","атрактиван","шармантан","related","word","word",0.673425649667976,-0.206964477687285,0.507344008554168,0.0994983461431573,26,28,28,0,1,26,28,0,0.928571428571429,FALSE,FALSE,FALSE
"аукцијаасагента","аукција","асагента","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аукцијаорганизовати","аукција","организовати","unrelated","word","word",0.433534182847836,0.375921171279469,1.00851842557204,0.168086404262007,36,41,43,1,0.953488372093023,39,43,1,0.906976744186046,FALSE,FALSE,FALSE
"аукцијапродаја","аукција","продаја","related","word","word",0.519658294426518,-0.756784843232422,0.417518160789914,0.0660154176290267,40,44,44,0,1,40,44,0,0.909090909090909,FALSE,FALSE,FALSE
"аустебеда","аусте","беда","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аустекендани ток","аусте","кендани ток","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аутограмкисеоник","аутограм","кисеоник","unrelated","word","word",0.330070812172356,-0.672969965927192,0.435438640604373,0.0907952330034301,23,23,24,1,0.958333333333333,24,24,1,1,FALSE,FALSE,FALSE
"аутограмреосновница","аутограм","реосновница","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аутограмфотограф","аутограм","фотограф","related","word","word",0.669992860959095,-0.559288262521357,0.472041570985763,0.087655919157828,29,31,32,1,0.96875,31,32,1,0.96875,FALSE,FALSE,FALSE
"аутолостспаваћа соба","аутолост","спаваћа соба","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"аутолостхирур локум","аутолост","хирур локум","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ауторглумац","аутор","глумац","related","word","word",0.487600610960297,-0.958635934922003,0.257184924967724,0.0428641541612874,36,39,39,1,1,39,39,1,1,FALSE,FALSE,FALSE
"аутормагла","аутор","магла","unrelated","word","word",0.353198168296446,-0.632742415427495,0.805362819629617,0.171703930071209,22,22,22,0,1,22,22,0,1,FALSE,FALSE,FALSE
"ауторшеф кемиље","аутор","шеф кемиље","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"африкаамерика","африка","америка","related","word","word",0.730529110717365,-0.807701853641383,0.357265751902285,0.0621919846443997,33,34,35,0,0.971428571428571,34,35,0,0.971428571428571,FALSE,FALSE,FALSE
"африкаблиструк","африка","блиструк","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"африкаодвратан","африка","одвратан","unrelated","word","word",0.443715790751878,0.075982440023016,0.682103296969258,0.139233752453732,24,25,25,3,1,25,25,3,1,FALSE,FALSE,FALSE
"ацкискреност","ацк","искреност","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ацкнешашен","ацк","нешашен","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бавашоткуастрона","баваш","откуастрона","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бавашпсихолошки","баваш","психолошки","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бављунезгодћа","бављу","незгодћа","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бављупривући","бављу","привући","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бавнааутомобил","бавна","аутомобил","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бавнаосвотара","бавна","освотара","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
