"word_combo","pt_cue","pt_target","type","cue_type","target_type","pt_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"aceiceflor","aceice","flor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aceicezó","aceice","zó","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acezerconfusão","acezer","confusão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acezerladicional","acezer","ladicional","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"achavadodioro","achavado","dioro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"achavadoempoeirado","achavado","empoeirado","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acheronarbeleques","acheronar","beleques","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acheronarpatético","acheronar","patético","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acicocarnor","acico","carnor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acicoprémio","acico","prémio","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acidentalmentechona","acidentalmente","chona","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acidentalmenteintencionalmente","acidentalmente","intencionalmente","related","word","word",0.546110296824863,0.193567944702079,0.795991352379535,0.182612940260772,19,19,19,1,1,17,19,1,0.894736842105263,FALSE,FALSE,FALSE
"acidentalmenteretorno","acidentalmente","retorno","unrelated","word","word",0.140030712072069,-0.344441828169854,0.455419516192927,0.121715985488877,14,16,16,0,1,16,16,0,1,FALSE,FALSE,FALSE
"acionarativar","acionar","ativar","related","word","word",0.659268688860261,-0.463872189433192,0.518276740155772,0.149613607721828,12,13,13,1,1,10,13,1,0.769230769230769,FALSE,FALSE,FALSE
"acionargolpe","acionar","golpe","unrelated","word","word",0.14378981957354,-0.549643725425298,0.493571011164834,0.102916670188593,23,23,23,0,1,14,23,0,0.608695652173913,FALSE,FALSE,FALSE
"acionarvagensro","acionar","vagensro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acorminardesafiração","acorminar","desafiração","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acorminarpequeno-almoço","acorminar","pequeno-almoço","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoscesadivisão","acoscesa","divisão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoscesasuperfitlande","acoscesa","superfitlande","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoscídioacomparisa","acoscídio","acomparisa","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoscídiorico","acoscídio","rico","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acrescientebanus","acresciente","banus","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acrescienteinferior","acresciente","inferior","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acrestidadeamérica","acrestidade","américa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acrestidadebaquátituição","acrestidade","baquátituição","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"açúcarcavações","açúcar","cavações","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"açúcarchocolate","açúcar","chocolate","related","word","word",0.573932417318047,-0.483309869407351,0.708680358338405,0.204578397828039,12,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"açúcarsempre","açúcar","sempre","unrelated","word","word",0.107724430742608,-0.649274698061473,0.360511485790912,0.114003741775071,10,11,11,1,1,11,11,1,1,FALSE,FALSE,FALSE
"adapcenteourad","adapcente","ourad","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adapcentepromessa","adapcente","promessa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admilheiamedrontar","admilhei","amedrontar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admilheiceredial","admilhei","ceredial","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admilsgadofraco","admilsgado","fraco","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admilsgadoliteralingara","admilsgado","literalingara","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adminaisadmicistão","adminais","admicistão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adminaiscontar","adminais","contar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administraçãogoverno","administração","governo","related","word","word",0.51264703959631,-0.412955822327599,0.381598902825875,0.110158114634492,12,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"administraçãoimperanhões","administração","imperanhões","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administraçãopatético","administração","patético","unrelated","word","word",0.0999412916818211,-0.308225586364401,0.44866963976366,0.124438568608602,13,17,18,0,0.944444444444444,18,18,0,1,FALSE,FALSE,FALSE
"admirarapreciar","admirar","apreciar","related","word","word",0.566956266674354,-0.476977975076388,0.365644330029082,0.0861831950886586,18,18,19,0,0.947368421052632,17,19,0,0.894736842105263,FALSE,FALSE,FALSE
"admirarcalharra","admirar","calharra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admirartelefone","admirar","telefone","unrelated","word","word",0.143456519960313,-0.643780861937163,0.386189448642702,0.111483291066029,12,12,13,0,0.923076923076923,13,13,0,1,FALSE,FALSE,FALSE
"admitirconfessar","admitir","confessar","related","word","word",0.591489964727884,-0.305273508125741,0.684265442361333,0.206313793574464,11,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"admitirjança","admitir","jança","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admitirrua","admitir","rua","unrelated","word","word",0.118057544606841,-0.734253506673099,0.504695241350482,0.139977274705526,13,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"adolescênciaadolescente","adolescência","adolescente","related","word","word",0.570391103097853,-0.329128002408005,0.59318658166493,0.139815418134713,18,19,20,0,0.95,18,20,0,0.9,FALSE,FALSE,FALSE
"adolescênciaaquibita","adolescência","aquibita","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adolescênciamolhado","adolescência","molhado","unrelated","word","word",0.0853006081391296,-0.249840410149705,0.733647557366524,0.196075557307794,14,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"adonimoanálise","adonimo","análise","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adonimoescobris","adonimo","escobris","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adoplulaopedir","adoplula","opedir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adoplulapreço","adoplula","preço","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adultoimperador","adulto","imperador","unrelated","word","word",0.117244915457349,0.369463974417472,0.612715762628399,0.306357881314199,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"adultoparente","adulto","parente","related","word","word",0.273890199806638,-0.396781480823282,0.767252868256933,0.153450573651387,25,26,26,0,1,26,26,0,1,FALSE,FALSE,FALSE
"adultopaxes","adulto","paxes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advogadodança","advogado","dança","unrelated","word","word",0.0519614382555871,-0.541706706483906,0.308904385956851,0.0931381767558186,11,12,13,0,0.923076923076923,13,13,0,1,FALSE,FALSE,FALSE
"advogadomuv","advogado","muv","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advogadopromotor","advogado","promotor","related","word","word",0.551313066204663,-0.625042980852593,0.301929466151685,0.123262188397092,6,6,7,0,0.857142857142857,7,7,0,1,FALSE,FALSE,FALSE
"afirdigoarlitisoria","afirdigo","arlitisoria","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirdigoatirar","afirdigo","atirar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirmudaatindes","afirmuda","atindes","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirmudaesparguete","afirmuda","esparguete","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afogarescrebuchido","afogar","escrebuchido","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afogarfeiticeiro","afogar","feiticeiro","unrelated","word","word",0.0702554816261793,-0.28303061770097,0.416103630137451,0.111208372954803,14,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"afogarnadar","afogar","nadar","related","word","word",0.449690471581737,-0.673230941941355,0.388298584767178,0.158522233420738,6,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"áfricaamérica","áfrica","américa","related","word","word",0.636967003134447,-0.690490260277905,0.179811794568836,0.0498708188654719,13,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"áfricagravilhiam","áfrica","gravilhiam","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áfricaoxigénio","áfrica","oxigénio","unrelated","word","word",0.106913944801047,-0.196449002005499,0.583985160600434,0.145996290150108,16,17,17,1,1,16,17,1,0.941176470588235,FALSE,FALSE,FALSE
"agarrarapanhar","agarrar","apanhar","related","word","word",0.437170653399219,-0.550901115471786,0.370016735746551,0.111564243511218,11,12,13,0,0.923076923076923,13,13,0,1,FALSE,FALSE,FALSE
"agarraraponcação","agarrar","aponcação","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agarrarciência","agarrar","ciência","unrelated","word","word",0.137182894163458,-0.634166228429249,0.479728094609252,0.0890832707614977,29,31,31,0,1,30,31,0,0.967741935483871,FALSE,FALSE,FALSE
"agartarfaca","agartar","faca","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agartarúle","agartar","úle","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentedetetive","agente","detetive","related","word","word",0.545138327477423,-0.124417989710738,1.47335688872583,0.368339222181458,16,17,18,0,0.944444444444444,18,18,0,1,FALSE,FALSE,FALSE
"agentepermanemouse","agente","permanemouse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentepesadamente","agente","pesadamente","unrelated","word","word",0.082169442736142,0.699225687069264,1.42338730789937,0.33549560589017,18,20,22,1,0.909090909090909,21,23,0,0.91304347826087,FALSE,FALSE,FALSE
"agenvadocaçõesdo","agenvado","caçõesdo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agenvadomedalhão","agenvado","medalhão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aglomelhoalfa","aglomelho","alfa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aglomelhocercacheis","aglomelho","cercacheis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agoraconhecer","agora","conhecer","related","word","word",0.174033273828622,-0.488701198540419,0.948104725380322,0.206893412895269,21,22,22,0,1,22,22,0,1,FALSE,FALSE,FALSE
"agoradistraisão","agora","distraisão","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agorafatal","agora","fatal","unrelated","word","word",0.0907768872946779,-0.464619253384008,0.511565944722402,0.147676367946862,12,13,13,1,1,13,13,1,1,FALSE,FALSE,FALSE
"agradáveladorável","agradável","adorável","related","word","word",0.590351633607927,-0.608722850419076,0.613297500737164,0.137137490207903,20,21,21,0,1,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"agradáveljuiz","agradável","juiz","unrelated","word","word",0.0755681280481901,-0.261916532584635,0.543981968440483,0.157034067956708,12,13,13,0,1,12,12,1,1,FALSE,FALSE,FALSE
"agradávelnaqui","agradável","naqui","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agralevensadebuau","agralevens","adebuau","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agralevensminuto","agralevens","minuto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agratomaesprende","agratoma","esprende","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agratomamandar","agratoma","mandar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agraturafé","agratura","fé","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agraturarubnio","agratura","rubnio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricadoministro","agricado","ministro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricadosaboxing","agricado","saboxing","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultorchantagem","agricultor","chantagem","unrelated","word","word",0.0495714382540214,-0.073617287456675,0.527298977970464,0.175766325990155,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"agricultormacedimento","agricultor","macedimento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultortrabalhador","agricultor","trabalhador","related","word","word",0.561294391286374,-0.402777922643259,0.552076011961168,0.159370617059458,12,12,12,0,1,10,12,0,0.833333333333333,FALSE,FALSE,FALSE
"aguardeesperar","aguarde","esperar","related","word","word",0.460709753753785,-0.562315701998124,0.649585134245793,0.245520102939839,7,8,8,0,1,6,8,0,0.75,FALSE,FALSE,FALSE
"aguardemillsico","aguarde","millsico","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguardepsicológico","aguarde","psicológico","unrelated","word","word",0.14238212522499,-0.214625869140194,0.270266896547489,0.0780193327373688,12,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"aguemáticocínico","aguemático","cínico","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguemáticopabaste","aguemático","pabaste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenalismomunhe","aguenalismo","munhe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenalismopedra","aguenalismo","pedra","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenalmenteguartecer","aguenalmente","guartecer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenalmentelouco","aguenalmente","louco","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguencedoraperforme","aguencedor","aperforme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguencedorquantidade","aguencedor","quantidade","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguentáculocemitélhões","aguentáculo","cemitélhões","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguentáculojulho","aguentáculo","julho","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agulhacontraiatrado","agulha","contraiatrado","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agulhacriatividade","agulha","criatividade","unrelated","word","word",0.136997466396227,-0.311434519614475,0.385331929256376,0.121852655163702,10,12,12,1,1,12,12,1,1,FALSE,FALSE,FALSE
"agulhaseringa","agulha","seringa","related","word","word",0.607703692016658,-0.196089507749777,0.536843119936854,0.107368623987371,25,26,27,1,0.962962962962963,27,27,1,1,FALSE,FALSE,FALSE
"aírassistência","aír","assistência","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aírpreito","aír","preito","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aivastaincluíantigador","aivasta","incluíantigador","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aivastapadre","aivasta","padre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajudarassistir","ajudar","assistir","related","word","word",0.232151624831195,-0.513593846918911,0.646906565659442,0.20456981808011,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"ajudarintrepto","ajudar","intrepto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajudartítulo","ajudar","título","unrelated","word","word",0.106318610536098,-0.259029334992423,0.654925176586981,0.231551016767226,8,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"albábiologia","albá","biologia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albávelouvido","albá","velouvido","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álbumcanção","álbum","canção","related","word","word",0.474982285919153,-0.474204476347266,0.285237159842501,0.100846564985512,8,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"álbumdonse","álbum","donse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álbummetro","álbum","metro","unrelated","word","word",0.092831199718046,-0.755228966087172,0.321390083342278,0.0891375711474023,13,13,14,0,0.928571428571429,14,14,0,1,FALSE,FALSE,FALSE
"álcooldroga","álcool","droga","related","word","word",0.512704005820454,-0.913587560780253,0.243210284170305,0.0702087615177056,12,15,15,1,1,14,15,1,0.933333333333333,FALSE,FALSE,FALSE
"álcoolfeliz","álcool","feliz","unrelated","word","word",0.0686258263996467,-0.619476309235845,0.318102314471138,0.0918282284448773,12,13,14,0,0.928571428571429,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"álcoollebi","álcool","lebi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcunhaapelido","alcunha","apelido","related","word","word",0.616278833344477,-0.264342102845554,0.781361720813237,0.195340430203309,16,20,20,0,1,16,20,0,0.8,FALSE,FALSE,FALSE
"alcunhasiu","alcunha","siu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcunhavender","alcunha","vender","unrelated","word","word",0.0982224482727906,-0.760310696010146,0.360029204464954,0.0734906536199411,24,27,27,0,1,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"aleijetodesenvolvimento","aleijeto","desenvolvimento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleijetolhada","aleijeto","lhada","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertaalarme","alerta","alarme","related","word","word",0.453476479489858,-0.557896344343324,0.29241740882471,0.110523391825155,7,7,8,1,0.875,8,8,1,1,FALSE,FALSE,FALSE
