"word_combo","ro_cue","ro_target","type","cue_type","target_type","ro_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"absonecisimviş","absoneci","simviş","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidenrinţăefhot","accidenrinţă","efhot","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidenrinţăimportanţă","accidenrinţă","importanţă","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidentalcomle","accidental","comle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidentalintentionat","accidental","intentionat","related","word","word",0.434401362487372,-0.131824578911171,0.90766153411977,0.131009657764279,48,50,51,0,0.980392156862745,51,51,0,1,FALSE,TRUE,FALSE
"accidentalîntoarcere","accidental","întoarcere","unrelated","word","word",0.134921248834249,-0.185026894316648,0.826182680201206,0.148386789806828,31,33,34,1,0.970588235294118,33,33,2,1,FALSE,FALSE,FALSE
"accreativitate","ac","creativitate","unrelated","word","word",0.0866567385883886,-0.300286343152979,0.493128795462963,0.105135412448283,22,22,22,0,1,18,22,0,0.818181818181818,FALSE,FALSE,FALSE
"acdercrud","acder","crud","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acderumfu","acder","umfu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acdugratuit","acdu","gratuit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acduguvic","acdu","guvic","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acerăatlanpariție","aceră","atlanpariție","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acerăîncăierare","aceră","încăierare","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"achitodeproprerinți","achitode","proprerinți","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"achitodetrage","achitode","trage","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoperireascundere","acoperire","ascundere","related","word","word",0.388322935171263,-0.513371288424003,0.653995250167687,0.115611119064341,32,33,33,3,1,31,33,3,0.93939393939394,FALSE,FALSE,FALSE
"acoperirenebun","acoperire","nebun","unrelated","word","word",0.0875167495072542,-0.558154773702654,0.675700303418408,0.115881646016621,34,35,35,2,1,34,34,3,1,FALSE,FALSE,FALSE
"acoperireporau","acoperire","porau","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acorgelider","acorge","lider","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acorgepasibilitutybracci","acorge","pasibilitutybracci","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acseringă","ac","seringă","related","word","word",0.577578484070715,-0.179851444645886,0.52024463897388,0.0934386955107142,31,33,35,1,0.942857142857143,28,35,1,0.8,FALSE,FALSE,FALSE
"activactivitate","activ","activitate","related","word","word",0.471967126219208,-0.506967312039685,0.523443093421408,0.0780302892828694,45,46,46,3,1,44,46,3,0.956521739130435,FALSE,FALSE,FALSE
"activpunte","activ","punte","unrelated","word","word",0.0559935270690445,-0.0475283788567798,0.766536881145673,0.150330250571167,26,26,27,0,0.962962962962963,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"activsăpdu","activ","săpdu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"actuetă","ac","tuetă","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acumfatal","acum","fatal","unrelated","word","word",0.115178149127828,-0.33938943611255,0.901305451953818,0.135876909346932,44,48,50,0,0.96,50,50,0,1,FALSE,TRUE,FALSE
"acumlomtră","acum","lomtră","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acumștii","acum","știi","related","word","word",0.184528232391999,-0.727831819087333,0.300612490197965,0.0578529007125196,27,31,31,2,1,32,32,1,1,FALSE,FALSE,FALSE
"adaluoctombrie","adalu","octombrie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adalupoatractică","adalu","poatractică","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adătoslecha","adătos","lecha","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adătostest","adătos","test","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adblestearmolari","adbleste","armolari","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adblestescriitor","adbleste","scriitor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adesinîn cauf dinpadierd","adesin","în cauf dinpadierd","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adesinrareori","adesin","rareori","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adeude faptstrație","adeu","de faptstrație","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adeuînăuntru","adeu","înăuntru","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adevăratadresă","adevărat","adresă","unrelated","word","word",0.147086307253205,-0.40828878058611,1.43718847730883,0.227239450762256,40,45,46,0,0.978260869565217,46,46,0,1,FALSE,FALSE,FALSE
"adevăratcarfoela","adevărat","carfoela","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adevăratreal","adevărat","real","related","word","word",0.479395786572133,-0.821655449665614,0.509218157845013,0.111120512074797,21,22,22,0,1,22,22,0,1,FALSE,FALSE,FALSE
"adineaoriasistenţă","adineaori","asistenţă","unrelated","word","word",0.0905114001208702,0.11140396920197,1.65463125411946,0.283766919014062,34,36,39,0,0.923076923076923,32,39,0,0.82051282051282,FALSE,FALSE,FALSE
"adineaoripreun","adineaori","preun","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adineaorirecent","adineaori","recent","related","word","word",0.249175228872986,-0.1755056743616,0.955442771378755,0.177421268539998,29,29,29,0,1,26,29,0,0.896551724137931,FALSE,FALSE,FALSE
"administrațieguvern","administrație","guvern","related","word","word",0.350876803107633,-0.324641433900716,0.572953043632442,0.083573790838139,47,49,51,0,0.96078431372549,48,51,0,0.941176470588235,TRUE,TRUE,FALSE
"administrațiepăstrare","administrație","păstrare","unrelated","word","word",0.14519072243821,-0.320466895391692,0.79920827084436,0.121878118701758,43,46,46,0,1,45,46,0,0.978260869565217,FALSE,FALSE,FALSE
"administrațieslorțilădeftupe","administrație","slorțilădeftupe","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admiraakason","admira","akason","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admiraaprecia","admira","aprecia","related","word","word",0.494470469117391,-0.664416488006921,0.322978322542999,0.0456760324092821,50,51,51,1,1,50,51,1,0.980392156862745,TRUE,TRUE,TRUE
"admiratelefon","admira","telefon","unrelated","word","word",0.114282881608815,-0.672158313724585,0.401433135453029,0.0698805392426095,33,33,34,0,0.970588235294118,31,34,0,0.911764705882353,FALSE,FALSE,FALSE
"admitemărturisi","admite","mărturisi","related","word","word",0.391001676251514,0.00860314464318093,0.669624806672042,0.116566716715256,33,34,34,0,1,34,34,0,1,FALSE,FALSE,FALSE
"admitemisiune","admite","misiune","unrelated","word","word",0.096139892572372,-0.48607936334972,0.596909828940395,0.114875350140223,27,29,29,0,1,26,29,0,0.896551724137931,FALSE,FALSE,FALSE
"admiterecom","admite","recom","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admolostrațienmiros","admolostrațien","miros","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admolostrațienseascată","admolostrațien","seascată","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adnamprentă","adn","amprentă","related","word","word",0.531031572427713,0.365056582990002,1.38946529624117,0.207129256984809,45,47,50,1,0.94,18,50,1,0.36,FALSE,TRUE,FALSE
"adndocucţie","adn","docucţie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adnscandal","adn","scandal","unrelated","word","word",0.0572290584301857,0.0576951078447201,1.35006064069487,0.264768675055259,26,28,28,0,1,7,28,0,0.25,FALSE,FALSE,FALSE
"adolescențăadolescent","adolescență","adolescent","related","word","word",0.670231798646294,-0.439671514695469,0.758117681819131,0.165434841077172,21,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"adolescențăbucată","adolescență","bucată","unrelated","word","word",0.139595356745604,-0.498008632038364,0.589674038678975,0.102649074431165,33,36,37,0,0.972972972972973,35,36,1,0.972222222222222,FALSE,FALSE,FALSE
"adolescențăvacbuc","adolescență","vacbuc","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adraioumasaj","adraiou","masaj","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adraiouzit","adraiou","zit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adredarecachin","adredare","cachin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adredareproduce","adredare","produce","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adreduvăbucurie","adreduvă","bucurie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adreduvăcomutern","adreduvă","comutern","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aducededrii","aduce","dedrii","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aducelegal","aduce","legal","unrelated","word","word",0.141573868198398,-0.670051290623249,0.708393654657149,0.112006871436367,40,40,40,0,1,40,40,0,1,FALSE,FALSE,FALSE
"aducetrimite","aduce","trimite","related","word","word",0.410484354522237,-0.269889409775332,0.622156341981954,0.160640076748896,15,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"adultinspirație","adult","inspirație","unrelated","word","word",0.0593049902244238,-0.253304964180828,0.833615704853252,0.152196708612898,30,30,30,0,1,30,30,0,1,FALSE,FALSE,FALSE
"adultpărinte","adult","părinte","related","word","word",0.389806557122407,-0.88378580546943,0.338013564966794,0.0521566254070055,42,42,42,1,1,42,42,1,1,FALSE,FALSE,FALSE
"adultultiință","adult","ultiință","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aeatîmbonotuțivăsevansuzu","aeat","îmbonotuțivăsevansuzu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aeatproducție","aeat","producție","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aerfamilie","aer","familie","unrelated","word","word",0.0788458331158278,-0.831707617765942,0.276350887666487,0.0522254088112479,28,28,29,0,0.96551724137931,29,29,0,1,FALSE,FALSE,FALSE
"aerfragstitut","aer","fragstitut","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aeroxigen","aer","oxigen","related","word","word",0.408506603497746,-0.624914687677641,0.323570461281457,0.0511609820600364,40,40,40,2,1,39,40,2,0.975,FALSE,FALSE,FALSE
"afarăcadou","afară","cadou","unrelated","word","word",0.112605772357247,-0.675758180326223,0.531470239947932,0.077522902031389,47,49,50,3,0.98,49,50,3,0.98,TRUE,TRUE,FALSE
"afarădespre","afară","despre","related","word","word",0.170257390233128,-0.17861032594836,1.07878381140384,0.154111973057691,49,50,50,1,1,50,50,1,1,FALSE,TRUE,FALSE
"afarăechipa","afară","echipa","unrelated","word","word",0.130550058333466,-0.678320999035926,0.488840712617244,0.0705580792551036,48,48,50,1,0.96,49,50,1,0.98,TRUE,TRUE,FALSE
"afarăgufinu","afară","gufinu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afarăînăuntru","afară","înăuntru","related","word","word",0.532628496207868,-0.215617362768357,0.698615169087515,0.139723033817503,25,25,27,1,0.925925925925926,25,27,1,0.925925925925926,FALSE,FALSE,FALSE
"afarăpolititenţă","afară","polititenţă","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirmaticconge","afirmatic","conge","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirmaticfotografie","afirmatic","fotografie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirvențăanopect","afirvență","anopect","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirvențăînalt","afirvență","înalt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afribătăatecă","afribătă","atecă","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afribătăsediu","afribătă","sediu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"africaamerica","africa","america","related","word","word",0.680488739817676,-0.597674595276732,0.724663387750233,0.124278745703742,34,35,36,0,0.972222222222222,36,36,0,1,FALSE,FALSE,FALSE
"africaoxigen","africa","oxigen","unrelated","word","word",0.0976361406273804,-0.469361689571119,0.609502021714348,0.107745753175281,32,32,32,0,1,27,32,0,0.84375,FALSE,FALSE,FALSE
"africavivil","africa","vivil","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrișitcunoștrabu","afrișit","cunoștrabu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrișitperioadă","afrișit","perioadă","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentdetectiv","agent","detectiv","related","word","word",0.517948621014307,-0.583968127576111,0.254254126146473,0.0480495133996866,28,29,29,0,1,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"agentfuninţă","agent","funinţă","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentmânca","agent","mânca","unrelated","word","word",0.0702710642602836,-0.597938305649569,0.517383372013166,0.081805493952991,40,40,40,0,1,39,40,0,0.975,FALSE,FALSE,FALSE
"agricultormuncitor","agricultor","muncitor","related","word","word",0.483018075955632,-0.536274127467825,0.830437110529055,0.190515339145372,19,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"agricultorrâor","agricultor","râor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultorşantaj","agricultor","şantaj","unrelated","word","word",0.0979587679743113,-0.472293321474678,0.322292474320275,0.0609075526056513,28,28,28,1,1,29,29,0,1,FALSE,FALSE,FALSE
"aiarmăatlantire","aiar","măatlantire","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiarsarcină","aiar","sarcină","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiciacolo","aici","acolo","related","word","word",0.736373885838478,-0.877401189523499,0.445123136436787,0.0642479906610773,48,50,50,1,1,48,50,1,0.96,TRUE,TRUE,FALSE
"aiciâul","aici","âul","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiciding","aici","ding","unrelated","word","word",0.114281826708219,1.23366632675007,2.24449542931022,0.579526227890476,15,17,51,1,0.333333333333333,51,52,0,0.980769230769231,FALSE,TRUE,FALSE
"aiureabsolniți","aiure","absolniți","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiurepărinte","aiure","părinte","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajutareasistare","ajutare","asistare","related","word","word",0.421621096853135,0.0119360044787204,0.538532185418534,0.0937464204943577,33,33,35,0,0.942857142857143,35,35,0,1,FALSE,FALSE,FALSE
"ajutareîmpărătențu","ajutare","împărătențu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajutaretitlu","ajutare","titlu","unrelated","word","word",0.0869482299479622,-0.374620708033257,0.539356726202662,0.110095730711211,24,24,25,0,0.96,24,25,0,0.96,FALSE,FALSE,FALSE
"akadăcoent","akadă","coent","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akadăsentiment","akadă","sentiment","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al dosonggurd","al dosong","gurd","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al dosongprosop","al dosong","prosop","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al treganțicaob","al treganți","caob","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al treganțifurnică","al treganți","furnică","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al treileaal patrulea","al treilea","al patrulea","related","word","word",NA,-0.402607959290078,0.745283043359197,0.170979656333536,19,22,24,0,0.916666666666667,22,24,0,0.916666666666667,FALSE,FALSE,FALSE
"al treileaproduce","al treilea","produce","unrelated","word","word",NA,-0.648227258282395,0.471906022452745,0.0695787470717096,46,47,49,1,0.959183673469388,46,49,1,0.938775510204082,FALSE,FALSE,FALSE
"al treileaschimturisi","al treilea","schimturisi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albactiment","alb","actiment","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albinăelimina","albină","elimina","unrelated","word","word",0.0576059599347261,0.0325766715998134,0.741436196077521,0.158074728135706,22,24,25,0,0.96,24,25,0,0.96,FALSE,FALSE,FALSE
"albinăfurnică","albină","furnică","related","word","word",0.58870057864073,-0.538285617361699,0.70378329435952,0.102657344248112,47,50,50,0,1,50,50,0,1,FALSE,TRUE,FALSE
"albinărager","albină","rager","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albnegru","alb","negru","related","word","word",0.810406435791798,-0.711419603450075,0.833508718413496,0.157518341751877,28,29,29,0,1,29,29,0,1,FALSE,FALSE,FALSE
"albșofer","alb","șofer","unrelated","word","word",0.129030285286585,-0.790646167924671,0.396372221481778,0.0611615616065545,42,44,45,1,0.977777777777778,44,45,1,0.977777777777778,FALSE,FALSE,FALSE
"albumcântec","album","cântec","related","word","word",0.573364179491105,-0.433453240042868,1.35562058387887,0.206730200954979,43,47,47,0,1,45,47,0,0.957446808510638,FALSE,FALSE,FALSE
"albumprobanezi","album","probanezi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumservitor","album","servitor","unrelated","word","word",0.146763137748612,-0.541909182542323,0.548054968871402,0.0900996818701276,37,37,38,0,0.973684210526316,35,38,0,0.921052631578947,FALSE,FALSE,FALSE
"alconariînsoți","alconari","însoți","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alconaritrazir","alconari","trazir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcoolcăsnitenţă","alcool","căsnitenţă","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcooldrog","alcool","drog","related","word","word",0.547544355051121,-0.81603085522278,0.415657367663752,0.0866705524669133,23,24,24,0,1,24,24,0,1,FALSE,FALSE,FALSE
"alcoolfericit","alcool","fericit","unrelated","word","word",0.11647780499653,-0.59039730740575,0.535373942701847,0.0857284410401972,39,40,40,0,1,40,40,0,1,FALSE,FALSE,FALSE
"aldimnumusbi","aldimnu","musbi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldimnuneasteptat","aldimnu","neasteptat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldmacom","ald","macom","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
