"word_combo","hu_cue","hu_target","type","cue_type","target_type","hu_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"aisásaőba","aisá","saőba","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajakarc","ajak","arc","related","word","word",0.348925791839579,-0.712299370510438,0.494752445146249,0.10548157572387,22,22,23,0,0.956521739130435,19,23,0,0.826086956521739,FALSE,FALSE,FALSE
"ajakbilidalom","ajak","bilidalom","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajakíró","ajak","író","unrelated","word","word",0.138374112488752,-1.05158653078731,0.384789969405402,0.14543693800555,7,8,8,1,1,8,8,1,1,FALSE,FALSE,FALSE
"ajakrúzskiszt","ajakrúzs","kiszt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajakrúzsparfüm","ajakrúzs","parfüm","related","word","word",0.446548284574408,-0.117677818660077,0.809918762912714,0.190899683155267,18,20,23,2,0.869565217391304,17,23,2,0.739130434782609,FALSE,FALSE,FALSE
"ajakrúzspróba","ajakrúzs","próba","unrelated","word","word",0.11186016413094,-0.479175920941189,1.03779423779795,0.244610447674418,18,19,19,0,1,16,19,0,0.842105263157895,FALSE,FALSE,FALSE
"ajánlatadni","ajánlat","adni","related","word","word",0.183291885758215,-0.298255141634737,0.374598128899188,0.0967208209831343,15,15,16,1,0.9375,15,16,1,0.9375,FALSE,FALSE,FALSE
"ajánlatbaleset","ajánlat","baleset","unrelated","word","word",0.0807389927348944,-0.634359495405964,0.484581740787326,0.114217011649967,18,19,19,0,1,19,19,0,1,FALSE,FALSE,FALSE
"ajánlathállas","ajánlat","hállas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajánlgramm","ajánl","gramm","unrelated","word","word",0.115153325024511,0.272982827019332,1.03171308367378,0.225138252448162,21,21,23,0,0.91304347826087,14,23,0,0.608695652173913,FALSE,FALSE,FALSE
"ajánljavasol","ajánl","javasol","related","word","word",0.523358561667918,0.0363243689767479,0.640616526129617,0.136579902280077,22,25,26,0,0.961538461538462,18,25,1,0.72,FALSE,FALSE,FALSE
"ajánlstes","ajánl","stes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajoselektromos","ajos","elektromos","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajosmásomot","ajos","másomot","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajstrúzspsrög","ajstrúzs","psrög","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajstrúzsszövetség","ajstrúzs","szövetség","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akadálykezelés","akadály","kezelés","unrelated","word","word",0.129117693521355,-0.223297233260978,0.760162979510701,0.240384640819372,10,10,12,1,0.833333333333333,11,12,1,0.916666666666667,FALSE,FALSE,FALSE
"akadálykihívás","akadály","kihívás","related","word","word",0.399868304578504,-0.379604037040992,0.517782285500762,0.107965069870324,23,24,25,0,0.96,23,25,0,0.92,FALSE,FALSE,FALSE
"akadályszköz","akadály","szköz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akintáskahegy","akintáska","hegy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akintáskatafűt","akintáska","tafűt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akirvháid","akirv","háid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akirvruha","akirv","ruha","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ákófia","ákó","fia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ákórendítő","ákó","rendítő","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akrmályelhagyest","akrmály","elhagyest","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akrmálymegmentő","akrmály","megmentő","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktatáskabőrönd","aktatáska","bőrönd","related","word","word",0.589016528934399,-0.0853171987832448,0.475005424488095,0.126950539663827,14,15,15,1,1,6,15,1,0.4,FALSE,FALSE,FALSE
"aktatáskahírnré","aktatáska","hírnré","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktatáskaképesség","aktatáska","képesség","unrelated","word","word",0.14909068460657,-0.243513046928494,1.0661378949651,0.21322757899302,25,26,27,1,0.962962962962963,22,27,1,0.814814814814815,FALSE,FALSE,FALSE
"aktívabszípd","aktív","abszípd","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktívírás","aktív","írás","unrelated","word","word",0.124251511788099,-0.703593579966475,0.369738219410382,0.0924345548525954,16,17,20,0,0.85,15,20,0,0.75,FALSE,FALSE,FALSE
"aktívtevékenység","aktív","tevékenység","related","word","word",0.375640867199103,-0.588488938843794,0.603458723556149,0.246360992257303,6,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"alábecsülmikrofon","alábecsül","mikrofon","unrelated","word","word",0.116349276211675,-0.332690279942818,0.60813204602436,0.147493685887142,17,19,20,0,0.95,19,20,0,0.95,FALSE,FALSE,FALSE
"alábecsülszakral","alábecsül","szakral","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alábecsültúloz","alábecsül","túloz","related","word","word",0.422436952350942,-0.10738936576637,1.20977458873097,0.493888407696043,6,7,9,0,0.777777777777778,7,9,0,0.777777777777778,FALSE,FALSE,FALSE
"alacsodaeredmény","alacsoda","eredmény","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alacsodakelegz","alacsoda","kelegz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alacsonybevallani","alacsony","bevallani","unrelated","word","word",0.0621865509860541,0.213146160085206,0.666746945439873,0.152962239794044,19,22,23,0,0.956521739130435,23,23,0,1,FALSE,FALSE,FALSE
"alacsonymagas","alacsony","magas","related","word","word",0.734708977160453,-0.702192750408874,0.41890709484212,0.0893112927067877,22,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"alacsonynodtál","alacsony","nodtál","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alaktisafanoliziurias","alaktisa","fanoliziurias","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alaktisaszobor","alaktisa","szobor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alasatoslata","alasatos","lata","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alasatosmegvéd","alasatos","megvéd","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alázatosinthenes","alázatos","inthenes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alázatoskommunikáció","alázatos","kommunikáció","unrelated","word","word",0.144355890044291,-0.233992668425347,0.66780085510214,0.157402171041633,18,20,20,0,1,19,20,0,0.95,FALSE,FALSE,FALSE
"alázatosszerény","alázatos","szerény","related","word","word",0.523269959263483,-0.422505428104294,0.735864204576111,0.160578734222786,21,23,23,1,1,23,23,1,1,FALSE,FALSE,FALSE
"albumdal","album","dal","related","word","word",0.496116716338685,-0.313611677992088,0.961264022678894,0.220529091206247,19,21,23,0,0.91304347826087,19,23,0,0.826086956521739,FALSE,FALSE,FALSE
"albumhivatanás","album","hivatanás","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumméter","album","méter","unrelated","word","word",0.112997153488003,-0.700780192123485,0.392050087860737,0.0899424586205892,19,21,21,0,1,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
"áldoartszökevény","áldoart","szökevény","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áldoartteknősiúka","áldoart","teknősiúka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldómbaztosituni","aldóm","baztosituni","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldómhallucináció","aldóm","hallucináció","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áldozathűséges","áldozat","hűséges","unrelated","word","word",0.0467054414299165,-0.523431259512425,0.597575883211567,0.121979666371778,24,25,26,1,0.961538461538462,25,26,1,0.961538461538462,FALSE,FALSE,FALSE
"áldozatmúntum","áldozat","múntum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áldozattámadó","áldozat","támadó","related","word","word",0.388260528167507,-0.551687102537226,0.650599082517754,0.10997131654247,35,38,38,1,1,37,38,1,0.973684210526316,FALSE,FALSE,FALSE
"alkalmazgrort","alkalmaz","grort","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkalmazhasználat","alkalmaz","használat","related","word","word",0.354374319536522,-0.59520882560475,0.43912379476263,0.091563640763449,23,25,25,0,1,25,25,0,1,FALSE,FALSE,FALSE
"alkalmaztemető","alkalmaz","temető","unrelated","word","word",0.0545154113774184,-0.129201630665389,0.529062370565126,0.152727151031938,12,14,15,0,0.933333333333333,15,15,0,1,FALSE,FALSE,FALSE
"alkautazhallucinfóió","alkautaz","hallucinfóió","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkautazvisszatérés","alkautaz","visszatérés","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoholboldog","alkohol","boldog","unrelated","word","word",0.0614315695379367,-0.620744395982825,0.734549829877784,0.183637457469446,16,18,20,1,0.9,17,20,1,0.85,FALSE,FALSE,FALSE
"alkoholdrog","alkohol","drog","related","word","word",0.626478053724691,-0.564125490888212,0.519473447528181,0.106037073447375,24,28,29,2,0.96551724137931,27,29,2,0.931034482758621,FALSE,FALSE,FALSE
"alkoholkanö","alkohol","kanö","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkojálerettgetpepni","alkojál","erettgetpepni","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkojálminisztérium","alkojál","minisztérium","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állaetertképaszerítés","állaetert","képaszerítés","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állaetertprogram","állaetert","program","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állanetfantázia","állanet","fantázia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állanettöti","állanet","töti","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állapotmocskos","állapot","mocskos","unrelated","word","word",-0.00912709283164043,-0.174120920813999,0.622418495884605,0.172627830900701,13,14,16,0,0.875,16,16,0,1,FALSE,FALSE,FALSE
"állapotpozíció","állapot","pozíció","related","word","word",0.354437529706899,-0.403838471970735,0.420677418163081,0.0965100186106564,19,24,26,0,0.923076923076923,24,26,0,0.923076923076923,FALSE,FALSE,FALSE
"állapottutsa","állapot","tutsa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állatkertcirkusz","állatkert","cirkusz","related","word","word",0.421983651688992,-0.535280486191394,0.484564884847958,0.197822785857997,6,8,8,1,1,7,7,2,1,FALSE,FALSE,FALSE
"állatkertsors","állatkert","sors","unrelated","word","word",0.0681522939306745,-0.613550203249231,0.405181896726683,0.104617515880478,15,16,17,0,0.941176470588235,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"állatkertzabor","állatkert","zabor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állbefektetés","áll","befektetés","unrelated","word","word",0.0741068727425173,-0.149304405041832,0.476255756675971,0.12296870760943,15,16,16,0,1,13,16,0,0.8125,FALSE,FALSE,FALSE
"állül","áll","ül","related","word","word",0.315418746040599,-0.592045803585266,0.479145070978692,0.159715023659564,9,9,11,1,0.818181818181818,10,11,1,0.909090909090909,FALSE,FALSE,FALSE
"állvárambanul","áll","várambanul","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almagyümölcs","alma","gyümölcs","related","word","word",0.587760915650916,-0.462806418234567,0.697552469621505,0.119629261602751,34,34,36,1,0.944444444444444,34,36,1,0.944444444444444,FALSE,FALSE,FALSE
"almapucér","alma","pucér","unrelated","word","word",0.030834558107158,-0.21261415930596,0.360622323976457,0.104102697911798,12,13,15,1,0.866666666666667,12,15,1,0.8,FALSE,FALSE,FALSE
"almaszavazrt","alma","szavazrt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alsóecsülarsárnap","alsóecsül","arsárnap","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alsóecsülmegöl","alsóecsül","megöl","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alsófelső","alsó","felső","related","word","word",0.75268408814835,-0.429303333352083,0.831173869357355,0.190684363212652,19,20,23,0,0.869565217391304,19,23,0,0.826086956521739,FALSE,FALSE,FALSE
"alsóporos","alsó","poros","unrelated","word","word",0.121378678709564,0.340597124665655,1.0139005580589,0.383218390110493,7,9,11,0,0.818181818181818,9,11,0,0.818181818181818,FALSE,FALSE,FALSE
"alsószállícsány","alsó","szállícsány","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alssboston","alss","boston","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alssfunkcityális","alss","funkcityális","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altoszfenség","altosz","fenség","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altoszüzleül","altosz","üzleül","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altűmakod","altű","makod","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altűsűrítmény","altű","sűrítmény","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ályboldón","ály","boldón","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ályleírás","ály","leírás","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatkuhul","amatku","hul","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatkumatematika","amatku","matematika","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatőreráten","amatőr","eráten","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatőrhátulsó","amatőr","hátulsó","unrelated","word","word",0.116153205965606,0.107159264176924,0.800740545875665,0.141552267489925,32,33,36,0,0.916666666666667,30,36,0,0.833333333333333,FALSE,FALSE,FALSE
"amatőrszakmai","amatőr","szakmai","related","word","word",0.22273018985631,-0.116179887564406,0.79964120742609,0.143619800572818,31,33,33,0,1,33,33,0,1,FALSE,FALSE,FALSE
"ampbennzdés","amp","bennzdés","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampnap","amp","nap","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampszabotázs","amp","szabotázs","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampundobstó","amp","undobstó","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amszándékosan","am","szándékosan","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amvészmagasság","amvész","magasság","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amvészzábba","amvész","zábba","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amzők","am","zők","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchiafülke","anarchia","fülke","unrelated","word","word",0.113216313199268,-0.310763013458772,1.01453252234611,0.338177507448702,9,10,10,2,1,5,11,1,0.454545454545455,FALSE,FALSE,FALSE
"anarchiakapitalizmus","anarchia","kapitalizmus","related","word","word",0.410122260211778,-0.300886611403633,0.43053059162007,0.11116252075849,15,17,18,0,0.944444444444444,11,18,0,0.611111111111111,FALSE,FALSE,FALSE
"anarchiaócavn","anarchia","ócavn","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anáslapu","anásl","apu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anáslköáll","anásl","köáll","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatómiakodomány","anatómia","kodomány","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatómiapszichológia","anatómia","pszichológia","related","word","word",0.57769184234138,0.0824893211954297,0.98339786817097,0.238509016616244,17,17,17,1,1,17,17,1,1,FALSE,FALSE,FALSE
"anatómiavár","anatómia","vár","unrelated","word","word",0.0918500912764962,-0.775374384741214,0.403470301935303,0.0925624354134648,19,21,22,1,0.954545454545455,18,22,1,0.818181818181818,FALSE,FALSE,FALSE
"anatphiainjekció","anatphia","injekció","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatphiaközigaviatási","anatphia","közigaviatási","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angolcsökkent","angol","csökkent","unrelated","word","word",0.0256384610017679,-0.413173390405096,0.687882506381496,0.114647084396916,36,37,39,0,0.948717948717949,35,39,0,0.897435897435897,FALSE,FALSE,FALSE
"angolfrancia","angol","francia","related","word","word",0.680517794814591,-0.655426691880763,0.427624068399935,0.089165782059115,23,25,25,0,1,25,25,0,1,FALSE,FALSE,FALSE
"angoltánydő","angol","tánydő","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angyalbaseball","angyal","baseball","unrelated","word","word",0.142188302687425,1.23110571043768,1.75440059782132,0.402487100652131,19,19,21,0,0.904761904761905,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
