"word_combo","pt_cue","pt_target","type","cue_type","target_type","pt_br_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"acampamentocerveja","acampamento","cerveja","unrelated","word","word",0.0838297025417324,-0.503409206302997,0.403730852593429,0.0791781344466672,26,26,28,0,0.928571428571429,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"acampamentoinvestituíam","acampamento","investituíam","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acampamentovila","acampamento","vila","related","word","word",0.39028471987528,-0.00730623085779433,1.13618704803925,0.260659185440151,19,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"aceiceconfessar","aceice","confessar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aceiceperigoblins","aceice","perigoblins","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acezerdesequei","acezer","desequei","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acezerimundo","acezer","imundo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"achavadoalarme","achavado","alarme","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"achavadoceatractial","achavado","ceatractial","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acicoaprentituto","acico","aprentituto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acicosugerir","acico","sugerir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acidentalmenteintencionalmente","acidentalmente","intencionalmente","related","word","word",0.546110296824863,0.429693947743054,0.865801554330571,0.176731002218206,24,26,26,0,1,24,25,1,0.96,FALSE,FALSE,FALSE
"acidentalmentemapato","acidentalmente","mapato","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acidentalmenteretorna","acidentalmente","retorna","unrelated","word","word",0.0959205812527174,-0.0611198357319861,0.832218611778728,0.117693484763679,50,53,53,0,1,48,53,0,0.905660377358491,FALSE,TRUE,TRUE
"acionarativar","acionar","ativar","related","word","word",0.659268688860261,-0.469210986950363,0.486280472310445,0.0918983712257477,28,30,30,0,1,22,30,0,0.733333333333333,FALSE,FALSE,FALSE
"acionarlutador","acionar","lutador","unrelated","word","word",0.0603990267129888,-0.56201882458092,0.327433288312849,0.0505240532757761,42,47,50,0,0.94,47,50,0,0.94,TRUE,TRUE,FALSE
"acionarmarputação","acionar","marputação","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acorminarconcripto","acorminar","concripto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acorminarestratégia","acorminar","estratégia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoscesamanutenção","acoscesa","manutenção","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoscesamatramento","acoscesa","matramento","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoscídiofesac","acoscídio","fesac","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acoscídioperigo","acoscídio","perigo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acrescientemetal","acresciente","metal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acrescientemupõem","acresciente","mupõem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acrestidadecayria","acrestidade","cayria","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acrestidadesemana","acrestidade","semana","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"açúcarchocolate","açúcar","chocolate","related","word","word",0.573932417318047,-0.515692752651607,0.468217709612326,0.107416509461905,19,23,23,0,1,23,23,0,1,FALSE,FALSE,FALSE
"açúcarnhava","açúcar","nhava","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"açúcarsempre","açúcar","sempre","unrelated","word","word",0.107724430742608,-0.658833547589755,0.40579617477222,0.0618833364992033,43,47,48,0,0.979166666666667,48,48,0,1,FALSE,FALSE,FALSE
"adapcentecomunidade","adapcente","comunidade","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adapcentedonse","adapcente","donse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admilheinação","admilhei","nação","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admilheipreslos","admilhei","preslos","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admillsgadogaib","admillsgado","gaib","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admillsgadoreino","admillsgado","reino","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adminaismetriusnico","adminais","metriusnico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adminaisperfume","adminais","perfume","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administraçãoconstida","administração","constida","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administraçãogoverno","administração","governo","related","word","word",0.51264703959631,-0.612595724872103,0.382041487241679,0.074924499940282,26,30,30,0,1,28,30,0,0.933333333333333,FALSE,FALSE,FALSE
"administraçãomorango","administração","morango","unrelated","word","word",0.0302068557458208,-0.375202200056942,0.736270689438485,0.104124399458169,50,51,51,0,1,47,51,0,0.92156862745098,FALSE,TRUE,TRUE
"admirarapreciar","admirar","apreciar","related","word","word",0.566956266674354,-0.33234758829608,0.92577042961775,0.132252918516821,49,51,52,2,0.980769230769231,45,52,2,0.865384615384615,FALSE,TRUE,FALSE
"admirarquavrax","admirar","quavrax","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admirartelefone","admirar","telefone","unrelated","word","word",0.143456519960313,-0.619506311381878,0.473654905892275,0.0748914163766149,40,42,42,1,1,40,42,1,0.952380952380952,FALSE,FALSE,FALSE
"admitirconfessar","admitir","confessar","related","word","word",0.591489964727884,-0.3119130580617,1.10454755411727,0.159427706925587,48,51,52,0,0.980769230769231,51,52,0,0.980769230769231,FALSE,TRUE,FALSE
"admitirpaxes","admitir","paxes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admitirrodovia","admitir","rodovia","unrelated","word","word",0.0179239532086429,-0.420873200668133,0.784564494533174,0.125630864050618,39,42,42,1,1,40,42,1,0.952380952380952,FALSE,FALSE,FALSE
"adolescênciaadolescente","adolescência","adolescente","related","word","word",0.570391103097853,-0.056848618734405,0.834663907002006,0.128791436942857,42,45,45,1,1,44,45,1,0.977777777777778,FALSE,FALSE,FALSE
"adolescênciaanimado","adolescência","animado","unrelated","word","word",0.123602701690614,-0.128079114674769,0.954399608236166,0.168715608736394,32,35,36,1,0.972222222222222,35,35,2,1,FALSE,FALSE,FALSE
"adolescênciadriagae","adolescência","driagae","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adonimochantagem","adonimo","chantagem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adonimoinjeremy","adonimo","injeremy","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adoplulaexpressar","adoplula","expressar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adoplulainvestimesha","adoplula","investimesha","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adultoexatrasar","adulto","exatrasar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adultoimperador","adulto","imperador","unrelated","word","word",0.117244915457349,-0.379113411691084,0.849449325681106,0.112512311755171,57,61,61,0,1,60,61,0,0.983606557377049,FALSE,TRUE,TRUE
"adultopai","adulto","pai","related","word","word",0.294956837056631,-0.684104966711299,0.557109856727714,0.0812628245149812,47,49,49,0,1,47,49,0,0.959183673469388,FALSE,FALSE,FALSE
"advogadoaguarcedora","advogado","aguarcedora","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advogadodança","advogado","dança","unrelated","word","word",0.0519614382555871,-0.559427982269611,0.711610408059959,0.123875471788755,33,34,35,0,0.971428571428571,32,35,0,0.914285714285714,FALSE,FALSE,FALSE
"advogadopromotor","advogado","promotor","related","word","word",0.551313066204663,-0.30118605978467,0.59275163119117,0.100193312619697,35,37,37,1,1,37,37,1,1,FALSE,FALSE,FALSE
"afirdigoishaança","afirdigo","ishaança","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirdigoreduzir","afirdigo","reduzir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirmudaaguenângulo","afirmuda","aguenângulo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afirmudacedo","afirmuda","cedo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afogarbruxo","afogar","bruxo","unrelated","word","word",0.120993123541419,-0.628110147445017,0.664140305131863,0.0958603959868903,48,49,50,0,0.98,48,50,0,0.96,FALSE,TRUE,FALSE
"afogarconcluírio","afogar","concluírio","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afogarnadar","afogar","nadar","related","word","word",0.449690471581737,-0.595056153627185,0.746758043786005,0.122766266160549,37,38,38,0,1,37,38,0,0.973684210526316,FALSE,FALSE,FALSE
"áfricaamérica","áfrica","américa","related","word","word",0.636967003134447,-0.638029108813557,0.406517116275328,0.0612847611610246,44,49,49,0,1,49,49,0,1,FALSE,FALSE,FALSE
"áfricajuste","áfrica","juste","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áfricaoxigênio","áfrica","oxigênio","unrelated","word","word",0.144729312168508,-0.252259199655203,0.777388594355527,0.141931089691918,30,31,32,0,0.96875,29,32,0,0.90625,FALSE,FALSE,FALSE
"agarrarapanhar","agarrar","apanhar","related","word","word",0.437170653399219,-0.520756552361146,0.470189813308024,0.0831186013587351,32,32,32,1,1,31,32,1,0.96875,FALSE,FALSE,FALSE
"agarrarciência","agarrar","ciência","unrelated","word","word",0.137182894163458,-0.438129697204166,0.835645282942535,0.112678386965583,55,58,59,0,0.983050847457627,55,59,0,0.932203389830508,FALSE,TRUE,TRUE
"agarrarmiblackfone","agarrar","miblackfone","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agartarcecharla","agartar","cecharla","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agartarsonda","agartar","sonda","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentedetetive","agente","detetive","related","word","word",0.545138327477423,-0.582740331757305,0.276712564316813,0.0489163326669844,32,35,37,0,0.945945945945946,37,37,0,1,FALSE,FALSE,FALSE
"agenteocidental","agente","ocidental","unrelated","word","word",0.115810855505807,-0.194713556490598,0.954595436004639,0.140747418421061,46,47,47,0,1,44,47,0,0.936170212765957,FALSE,FALSE,FALSE
"agenteshannado","agente","shannado","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agenvadocicatriz","agenvado","cicatriz","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agenvadopeofendo","agenvado","peofendo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aglomelhoconfidencial","aglomelho","confidencial","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aglomelhomiséções","aglomelho","miséções","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agoracercaxeis","agora","cercaxeis","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agoraconhecer","agora","conhecer","related","word","word",0.174033273828622,-0.746690955526824,0.249413592094618,0.0479996681784597,27,30,30,0,1,30,30,0,1,FALSE,FALSE,FALSE
"agorafatal","agora","fatal","unrelated","word","word",0.0907768872946779,-0.404049065607164,0.493541525098872,0.10522340670232,22,24,25,0,0.96,25,25,0,1,FALSE,FALSE,FALSE
"agratomapedido","agratoma","pedido","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agratomapokopf","agratoma","pokopf","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agraturacomunicatalyst","agratura","comunicatalyst","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agraturagrandes","agratura","grandes","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricadoalfa","agricado","alfa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricadoverifiqueisa","agricado","verifiqueisa","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultorchantagem","agricultor","chantagem","unrelated","word","word",0.0495714382540214,-0.0896854232309255,0.657689061936012,0.140219779144007,22,24,29,0,0.827586206896552,29,29,0,1,FALSE,FALSE,FALSE
"agricultorsobia","agricultor","sobia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultortrabalhador","agricultor","trabalhador","related","word","word",0.561294391286374,-0.481844974671615,0.500432148099947,0.0858234053589673,34,36,36,0,1,34,36,0,0.944444444444444,FALSE,FALSE,FALSE
"aguardeesperar","aguarde","esperar","related","word","word",0.460709753753785,-0.570088917645794,0.726537469124049,0.171246523734576,18,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"aguardemanchasra","aguarde","manchasra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguardepsicológico","aguarde","psicológico","unrelated","word","word",0.14238212522499,-0.257165194946238,0.69974906177982,0.149187001240624,22,24,24,0,1,24,24,0,1,FALSE,FALSE,FALSE
"aguarduradoexplodir","aguardurado","explodir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguarduradoperímenahem","aguardurado","perímenahem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguencassadodoença","aguencassado","doença","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguencassadorapidaatraíste","aguencassado","rapidaatraíste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenmalmentelarin","aguenmalmente","larin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenmalmentemassagem","aguenmalmente","massagem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenmáticocolapso","aguenmático","colapso","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenmáticocomigahl","aguenmático","comigahl","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguennalismoaguenatura","aguennalismo","aguenatura","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguennalismomiséria","aguennalismo","miséria","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguentáculoimensado","aguentáculo","imensado","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguentáculointencionalmente","aguentáculo","intencionalmente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agulhaalzer","agulha","alzer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agulhacriatividade","agulha","criatividade","unrelated","word","word",0.136997466396227,-0.112001680311226,1.07727377860165,0.179545629766942,36,38,38,1,1,37,38,1,0.973684210526316,FALSE,FALSE,FALSE
"agulhaseringa","agulha","seringa","related","word","word",0.607703692016658,-0.331256045692616,0.458882788420437,0.100136433954717,21,22,22,0,1,22,22,0,1,FALSE,FALSE,FALSE
"aidshiv","aids","hiv","related","word","word",0.532132073628418,0.23012322264647,1.12865407260241,0.168249815294731,45,49,52,0,0.942307692307692,41,52,0,0.788461538461538,FALSE,TRUE,FALSE
"aidsmassanhos","aids","massanhos","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidsrestaurante","aids","restaurante","unrelated","word","word",0.00610546681202989,-0.0647943320735832,0.848237398701151,0.130885872182718,42,43,43,0,1,31,42,1,0.738095238095238,FALSE,FALSE,FALSE
"aírespecialista","aír","especialista","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aírpasçais","aír","pasçais","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajudaajudar","ajuda","ajudar","related","word","word",0.58323045468785,-0.415805454880976,0.65000863559157,0.0832250776305834,61,65,65,1,1,64,65,1,0.984615384615385,TRUE,TRUE,TRUE
"ajudaapreente","ajuda","apreente","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajudatítulo","ajuda","título","unrelated","word","word",0.0642822074039212,-0.466972587778768,0.577454731571127,0.0771656343539525,56,59,59,2,1,58,59,2,0.983050847457627,TRUE,TRUE,TRUE
"albárazoável","albá","razoável","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albásparota","albá","sparota","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álbummetro","álbum","metro","unrelated","word","word",0.092831199718046,-0.433007840709066,0.85709595848038,0.123711145587497,48,54,54,0,1,54,54,0,1,FALSE,TRUE,FALSE
"álbummúsica","álbum","música","related","word","word",0.44455272871108,-0.679376080349104,0.44776241963501,0.0660189670436357,46,50,50,1,1,47,50,1,0.94,TRUE,TRUE,FALSE
"álbumquille","álbum","quille","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álcooldroga","álcool","droga","related","word","word",0.512704005820454,-0.609453604426781,0.681215157804945,0.107709573764733,40,42,43,0,0.976744186046512,43,43,0,1,FALSE,FALSE,FALSE
"álcoolfeliz","álcool","feliz","unrelated","word","word",0.0686258263996467,-0.629401940967043,0.709289582871666,0.105734648202234,45,48,48,0,1,47,48,0,0.979166666666667,FALSE,FALSE,FALSE
"álcoollebi","álcool","lebi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleijetociênções","aleijeto","ciênções","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleijetofamília","aleijeto","família","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertaalarme","alerta","alarme","related","word","word",0.453476479489858,-0.703256037129088,0.483716142346918,0.0705572509908276,47,50,50,1,1,48,50,1,0.96,TRUE,TRUE,FALSE
"alertaarnho","alerta","arnho","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertalavagem","alerta","lavagem","unrelated","word","word",0.0862985399424641,-0.36942008490597,0.619228929556367,0.126399575948577,24,30,30,0,1,30,30,0,1,FALSE,FALSE,FALSE
"alheaçãocivilização","alheação","civilização","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alheaçãotêvão","alheação","têvão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alhocâncer","alho","câncer","unrelated","word","word",0.131507518019362,-0.649296734674206,0.449721466641982,0.0649117024565254,48,52,52,1,1,53,53,0,1,TRUE,TRUE,FALSE
