"word_combo","fr_cue","fr_target","type","cue_type","target_type","fr_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"administrationgouvernement","administration","gouvernement","related","word","word",0.570435843905131,-0.719680858934265,0.273202766317061,0.0863943004620645,10,11,11,1,1,10,11,1,0.909090909090909,FALSE,FALSE,FALSE
"administrationordinaire","administration","ordinaire","unrelated","word","word",0.122076943825587,-0.414841129662588,0.734956776378738,0.122492796063123,36,37,37,0,1,36,37,0,0.972972972972973,FALSE,FALSE,FALSE
"adminutecollier","adminute","collier","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adminutesolinique","adminute","solinique","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admirerapprécier","admirer","apprécier","related","word","word",0.538379415747653,-0.602458643236701,0.474997376100348,0.0732936863554873,42,42,43,1,0.976744186046512,42,43,1,0.976744186046512,FALSE,FALSE,FALSE
"admirercamère","admirer","camère","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admirertéléphone","admirer","téléphone","unrelated","word","word",0.0951162351365087,-0.618548450919448,0.429591502038969,0.0726142171486898,35,37,37,1,1,32,37,1,0.864864864864865,FALSE,FALSE,FALSE
"admonistragraphejoue","admonistragraphe","joue","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admonistragraphemégareth","admonistragraphe","mégareth","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adnempreinte","adn","empreinte","related","word","word",0.596149130660484,0.242431196200435,1.30759326808713,0.234850683842966,31,34,36,0,0.944444444444444,18,36,0,0.5,FALSE,FALSE,FALSE
"adnmonium","adn","monium","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adnscandale","adn","scandale","unrelated","word","word",0.0351344930621716,0.927980897515437,1.92376816436367,0.320628027393945,36,37,37,0,1,21,37,0,0.567567567567568,FALSE,FALSE,FALSE
"adolescenceadolescent","adolescence","adolescent","related","word","word",0.693674130575531,-0.077909176995851,1.05296593754655,0.150423705363794,49,49,50,1,0.98,50,51,0,0.980392156862745,FALSE,TRUE,FALSE
"adolescenceélecmiques","adolescence","élecmiques","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adolescenceenthousiaste","adolescence","enthousiaste","unrelated","word","word",0.129639156176926,-0.0356144334848905,0.827079121792969,0.126128383625374,43,44,45,0,0.977777777777778,43,45,0,0.955555555555556,FALSE,FALSE,FALSE
"adotimefou","adotime","fou","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adotimeservestre","adotime","servestre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aduhydrovers","adu","hydrovers","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adulteagenrô","adulte","agenrô","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adulteparent","adulte","parent","related","word","word",0.431707052211934,-0.731343036377571,0.411133450495399,0.0658340403953434,39,40,40,0,1,39,40,0,0.975,FALSE,FALSE,FALSE
"adultevérifier","adulte","vérifier","unrelated","word","word",0.0813600585789866,-0.5386098953454,0.493538409213194,0.0712361333536643,48,50,50,1,1,49,50,1,0.98,TRUE,TRUE,FALSE
"aduphrase","adu","phrase","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afferrisrieurdétecrant","afferrisrieur","détecrant","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afferrisrieurvitamine","afferrisrieur","vitamine","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afisquebaèvre","afisque","baèvre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afisqueprogramme","afisque","programme","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afriqueamérique","afrique","amérique","related","word","word",0.683319187682728,-0.52319392085017,0.348489580429256,0.110202081499289,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"afriqueexépire","afrique","exépire","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afriqueoxygène","afrique","oxygène","unrelated","word","word",0.102075412453538,-0.332871577603744,0.549226764521105,0.0761640485130012,52,53,53,3,1,53,53,3,1,TRUE,TRUE,TRUE
"agentdétective","agent","détective","related","word","word",0.440121322154326,-0.486758287903924,0.399172283047036,0.0656235190933001,37,37,37,0,1,35,37,0,0.945945945945946,FALSE,FALSE,FALSE
"agentjaunion","agent","jaunion","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentoccidental","agent","occidental","unrelated","word","word",0.116194677734664,-0.173867021375517,0.604178256927928,0.0910832993054946,44,48,49,1,0.979591836734694,45,49,1,0.918367346938776,FALSE,FALSE,FALSE
"agteillusure","agte","illusure","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agteprince","agte","prince","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiderassister","aider","assister","related","word","word",0.415021396879072,-0.53523625299707,0.432880659184503,0.0818067551122788,28,28,28,0,1,25,28,0,0.892857142857143,FALSE,FALSE,FALSE
"aiderpadouilles","aider","padouilles","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidertitre","aider","titre","unrelated","word","word",0.113281125417865,-0.525480559209078,0.630047426861609,0.0939219250340924,45,49,50,1,0.98,49,50,1,0.98,FALSE,TRUE,FALSE
"aiguillecréativité","aiguille","créativité","unrelated","word","word",0.127155859643261,-0.522357985664986,0.610600676724945,0.0977743590761023,39,39,39,1,1,39,39,1,1,FALSE,FALSE,FALSE
"aiguillesanique","aiguille","sanique","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiguilleseringue","aiguille","seringue","related","word","word",0.654715045101364,-0.0887580559832931,0.597929207627959,0.137174367970612,19,21,22,0,0.954545454545455,22,22,0,1,FALSE,FALSE,FALSE
"ailbidek","ail","bidek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ailfermé","ail","fermé","unrelated","word","word",0.105329350486587,-0.560763068377752,0.399389760867393,0.103121992832345,15,17,17,0,1,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"ailleursendroit","ailleurs","endroit","related","word","word",0.381724740519739,-0.576046985330104,0.539549693828381,0.0770785276897687,49,50,50,0,1,47,50,0,0.94,TRUE,TRUE,FALSE
"ailleursréputation","ailleurs","réputation","unrelated","word","word",0.134355682022311,-0.506811140096758,0.596705246415482,0.0889515662343854,45,45,47,0,0.957446808510638,46,47,0,0.978723404255319,FALSE,FALSE,FALSE
"ailleursrétection","ailleurs","rétection","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ailleuvecomplètement","ailleuve","complètement","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ailleuvejussian","ailleuve","jussian","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ailoignon","ail","oignon","related","word","word",0.621424595142479,-0.594716164281151,0.478473446334648,0.0776186424377403,38,38,38,0,1,33,38,0,0.868421052631579,FALSE,FALSE,FALSE
"aindrehélicodreau","aindre","hélicodreau","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aindrevente","aindre","vente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiosstupidité","aios","stupidité","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiostinée","aios","tinée","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiquablecréativité","aiquable","créativité","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aiquablesassine","aiquable","sassine","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airfamille","air","famille","unrelated","word","word",0.105251617108993,-0.758203239184134,0.426338224426712,0.0765726055637185,31,34,34,1,1,32,34,1,0.941176470588235,FALSE,FALSE,FALSE
"airfrart","air","frart","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airoxygène","air","oxygène","related","word","word",0.312210591352462,-0.433972480322701,0.41271375715917,0.06525577471543,40,40,43,3,0.930232558139535,42,43,3,0.976744186046512,FALSE,FALSE,FALSE
"aitalcomtesse","aital","comtesse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aitalsamousort","aital","samousort","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumchanson","album","chanson","related","word","word",0.487919424795007,-0.710088021446714,0.456642775141604,0.0722015623253794,40,40,41,2,0.975609756097561,39,41,2,0.951219512195122,FALSE,FALSE,FALSE
"albummètre","album","mètre","unrelated","word","word",0.120809895272222,-0.224701542903382,0.6352514471227,0.0980214263592994,42,44,45,0,0.977777777777778,42,45,0,0.933333333333333,FALSE,FALSE,FALSE
"albumtom droyante","album","tom droyante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alchetbar","alchet","bar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alchetfira","alchet","fira","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcoolcontent","alcool","content","unrelated","word","word",0.0884913779154807,0.0212889417386404,1.27820508767443,0.278927217521226,21,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"alcooldrogue","alcool","drogue","related","word","word",0.556787067108677,-0.625975427931464,0.626174215770502,0.0903804630086755,48,48,49,2,0.979591836734694,49,49,2,1,FALSE,FALSE,FALSE
"alcoolpéveu","alcool","péveu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertealarme","alerte","alarme","related","word","word",0.536876783007217,-0.561480549663586,0.682625650594436,0.10660821581499,41,43,44,1,0.977272727272727,42,44,1,0.954545454545455,FALSE,FALSE,FALSE
"alertefibade","alerte","fibade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertelaver","alerte","laver","unrelated","word","word",0.0536607666416407,-0.411606560318015,1.01300756896221,0.147762340433975,47,47,49,0,0.959183673469388,47,49,0,0.959183673469388,FALSE,FALSE,FALSE
"alertemessage","alerte","message","related","word","word",0.263358792774749,-0.736320282136046,0.422440394805978,0.0609740189144508,48,49,50,0,0.98,46,50,0,0.92,TRUE,TRUE,FALSE
"alertemusée","alerte","musée","unrelated","word","word",0.0968515533419596,-0.345381012378849,1.38464574468645,0.261673449597442,28,28,29,0,0.96551724137931,27,29,0,0.931034482758621,FALSE,FALSE,FALSE
"alerterassemtins","alerte","rassemtins","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentationarchitecte","alimentation","architecte","unrelated","word","word",0.137994663842642,-0.120013228230398,1.19404974569559,0.177998426659446,45,46,47,3,0.978723404255319,46,47,3,0.978723404255319,FALSE,FALSE,FALSE
"alimentationfinandale","alimentation","finandale","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentationmanger","alimentation","manger","related","word","word",0.286806255535721,-0.682637771640373,0.714597881302979,0.115923083842001,38,39,40,0,0.975,39,40,0,0.975,FALSE,FALSE,FALSE
"alimentscommissaire","aliments","commissaire","unrelated","word","word",0.0135644079803329,-0.183777116183137,0.703231514077057,0.115610548755481,37,39,40,1,0.975,40,40,1,1,FALSE,FALSE,FALSE
"alimentscotra","aliments","cotra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentsrepas","aliments","repas","related","word","word",0.403040154995977,-0.754873462895019,0.404185290128574,0.053072128661155,58,58,58,0,1,55,58,0,0.948275862068966,TRUE,TRUE,TRUE
"alpecoiseau","alpec","oiseau","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alpecquateille","alpec","quateille","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amagetbeauté","amaget","beauté","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amagetdacèpment","amaget","dacèpment","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateuracrusacrées","amateur","acrusacrées","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurarrière","amateur","arrière","unrelated","word","word",0.0792577418927274,-0.646912196693453,0.535855610246652,0.101267191667957,28,28,30,1,0.933333333333333,29,30,1,0.966666666666667,FALSE,FALSE,FALSE
"amateurprofessionnel","amateur","professionnel","related","word","word",0.559772898633295,-0.431136882339947,0.816223558137116,0.166610936122905,24,24,25,1,0.96,23,25,1,0.92,FALSE,FALSE,FALSE
"ambasgrèschif","ambasgrès","chif","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambasgrèshallucination","ambasgrès","hallucination","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadechat","ambassade","chat","unrelated","word","word",0.119789232946152,-0.589827954723487,0.639957906740122,0.118837199911185,29,30,31,1,0.967741935483871,30,31,1,0.967741935483871,FALSE,FALSE,FALSE
"ambassadeministère","ambassade","ministère","related","word","word",0.473172585578407,-0.360242511356522,0.642004031102939,0.0979046968909672,43,45,45,0,1,40,45,0,0.888888888888889,FALSE,FALSE,FALSE
"ambassadenateur","ambassade","nateur","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadeurjaune","ambassadeur","jaune","unrelated","word","word",0.0723514289157499,-0.370175815427197,0.870956776099128,0.12571178228334,48,48,49,1,0.979591836734694,47,49,1,0.959183673469388,FALSE,FALSE,FALSE
"ambassadeurministre","ambassadeur","ministre","related","word","word",0.524025774129445,-0.244482806531664,1.28902245773946,0.243602346968277,28,28,28,0,1,26,28,0,0.928571428571429,FALSE,FALSE,FALSE
"ambassadeursoûrme","ambassadeur","soûrme","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassapablecaôle","ambassapable","caôle","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassapablemal","ambassapable","mal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancedétecrant","ambulance","détecrant","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancefaux","ambulance","faux","unrelated","word","word",0.028483658470617,-0.261538245447669,0.823594679627994,0.179723093398009,21,23,23,0,1,23,23,0,1,FALSE,FALSE,FALSE
"ambulancehélicoptère","ambulance","hélicoptère","related","word","word",0.465264942950806,-0.502078630718407,0.35544037915369,0.0794788849735949,20,21,21,1,1,21,21,1,1,FALSE,FALSE,FALSE
"ambuveuseexagérer","ambuveuse","exagérer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambuveusevatrale","ambuveuse","vatrale","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"âmecréforme","âme","créforme","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"âmeesprit","âme","esprit","related","word","word",0.511812685732389,-0.636775609564759,0.566911871036634,0.08747640083423,42,43,43,0,1,42,42,1,1,FALSE,FALSE,FALSE
"âmeplausible","âme","plausible","unrelated","word","word",0.0992734707327062,0.214450057658893,0.931998408482515,0.147361887322837,40,42,49,3,0.857142857142857,47,49,3,0.959183673469388,FALSE,FALSE,FALSE
"âmglegeler","âmgle","geler","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"âmgleintenment","âmgle","intenment","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amirerdevoirrer","amirer","devoirrer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amirerguérir","amirer","guérir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amorlockrébralter","amorlock","rébralter","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amorlocksaluer","amorlock","saluer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amranblessir","amran","blessir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amranmalheur","amran","malheur","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amusantdrôle","amusant","drôle","related","word","word",0.666149565730995,-0.588704855658599,0.477145689146349,0.0856978956099037,31,32,32,0,1,32,32,0,1,FALSE,FALSE,FALSE
"amusantfantaslaire","amusant","fantaslaire","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amusantmilitaire","amusant","militaire","unrelated","word","word",0.0845762629256881,-0.562484118501904,0.375297750704061,0.0643630332529125,34,34,34,0,1,34,34,0,1,FALSE,FALSE,FALSE
"amusest","amus","est","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amusmoroc","amus","moroc","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anachotepossibilité","anachote","possibilité","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anachotesirette","anachote","sirette","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analystebrouillabi","analyste","brouillabi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analysteenquêteur","analyste","enquêteur","related","word","word",0.483230090571795,-0.494382972770992,0.498764648199047,0.0809103100406342,38,38,38,0,1,35,38,0,0.921052631578947,FALSE,FALSE,FALSE
"analysteintentionnellement","analyste","intentionnellement","unrelated","word","word",0.08073574050295,1.00553786549768,1.4968047475786,0.273277908143208,30,30,30,2,1,26,29,3,0.896551724137931,FALSE,FALSE,FALSE
