"word_combo","zh_cue","zh_target","type","cue_type","target_type","zh_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"上湛癌症","上湛","癌症","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上铜消耗","上铜","消耗","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上铜范鲜","上铜","范鲜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下上","下","上","related","word","word",0.660418303146379,-0.77333160651686,0.175122719379208,0.0875613596896042,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"下仿眼光","下仿","眼光","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下仿软医","下仿","软医","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下入家庭","下入","家庭","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下入直家","下入","直家","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下出不同","下出","不同","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下出岸提","下出","岸提","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下击泻","下","击泻","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下匠太头","下匠","太头","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下匠组织","下匠","组织","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下炮冷静","下炮","冷静","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下炮辱队","下炮","辱队","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下父亲","下","父亲","unrelated","word","word",0.382370675534242,-0.179774798243121,1.0375785154568,0.0984825944166829,111,117,119,0,0.983193277310924,101,117,2,0.863247863247863,FALSE,TRUE,TRUE
"下白宣同卜","下白宣","同卜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下白宣氧气","下白宣","氧气","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不会咖啡","不会","咖啡","unrelated","word","word",0.689588673143875,-0.699890213309738,0.268579829254377,0.089526609751459,9,10,10,1,1,9,10,1,0.9,FALSE,FALSE,FALSE
"不会尖众","不会","尖众","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不会无法","不会","无法","related","word","word",0.704238994846499,-0.286714026619251,1.05907163340992,0.211814326681984,25,28,31,0,0.903225806451613,31,31,0,1,FALSE,FALSE,FALSE
"不合理不可靠","不合理","不可靠","related","word","word",0.935978146920493,-0.468913173685019,0.93700798741781,0.282518538166448,11,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"不合理兔量","不合理","兔量","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不合理托辞","不合理","托辞","unrelated","word","word",NA,0.918664754107434,2.15578476792847,0.649993563998375,11,12,12,1,1,12,12,1,1,FALSE,FALSE,FALSE
"不子港口","不子","港口","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不子转城","不子","转城","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不幸不可靠","不幸","不可靠","unrelated","word","word",0.900654473213604,-0.173753387496948,0.500556354333098,0.0746185356572185,45,46,46,1,1,41,46,1,0.891304347826087,FALSE,FALSE,FALSE
"不幸厄运","不幸","厄运","related","word","word",-0.266610297226094,-0.427629589489746,0.435329403680659,0.131256753837992,11,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"不幸竭污","不幸","竭污","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不线法携","不线","法携","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不线演讲","不线","演讲","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不蝌一级棒","不蝌","一级棒","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不蝌谈持","不蝌","谈持","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不适hiv","不适","hiv","unrelated","word","word",0.654435484331553,2.48038560488452,1.46049135973927,0.440354713619194,11,14,25,2,0.56,24,26,1,0.923076923076923,FALSE,FALSE,FALSE
"不适素训","不适","素训","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不适难受","不适","难受","related","word","word",0.909204772022281,-0.80159187961772,0.255899686301721,0.0305858626187514,70,75,75,0,1,73,75,0,0.973333333333333,TRUE,TRUE,TRUE
"与杯婚礼","与杯","婚礼","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"与杯色铐","与杯","色铐","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"专家学者","专家","学者","related","word","word",0.903668298730109,-0.46867174367599,0.392537717987789,0.118354575147985,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"专家材窝","专家","材窝","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"专家牧师","专家","牧师","unrelated","word","word",0.874537503915848,-0.444973513461634,0.323777917252938,0.132181781208462,6,10,11,1,0.909090909090909,10,11,1,0.909090909090909,FALSE,FALSE,FALSE
"专辑仪表","专辑","仪表","unrelated","word","word",NA,-0.520400873543423,0.239225742009142,0.0976635002101814,6,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"专辑何多","专辑","何多","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"专辑歌曲","专辑","歌曲","related","word","word",0.842405144148314,-0.763259822495188,0.265627889678689,0.0800898221743752,11,12,12,1,1,9,12,1,0.75,FALSE,FALSE,FALSE
"世纪十年","世纪","十年","related","word","word",0.815146175249721,-0.39350489740384,0.631679480284929,0.238752401876636,7,9,9,1,1,9,9,1,1,FALSE,FALSE,FALSE
"世纪美嘱","世纪","美嘱","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世纪轮船","世纪","轮船","unrelated","word","word",0.793279283913661,-0.66110189991212,0.136193986666672,0.0609078024626759,5,5,6,0,0.833333333333333,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"世酱果汁","世酱","果汁","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世酱湾出","世酱","湾出","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世鸡位置","世鸡","位置","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世鸡蚀软","世鸡","蚀软","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"业余专业","业余","专业","related","word","word",0.935176341469077,-0.350598359444001,0.81355300100193,0.363831962707854,5,6,6,2,1,5,6,2,0.833333333333333,FALSE,FALSE,FALSE
"业余后部","业余","后部","unrelated","word","word",NA,0.510654462172884,0.269456219418642,0.190534319983812,2,5,8,1,0.625,6,8,1,0.75,FALSE,FALSE,FALSE
"业余撤编","业余","撤编","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"业右材窝","业右","材窝","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"业右过来","业右","过来","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丛林外星人","丛林","外星人","unrelated","word","word",0.925184288332667,-0.221651070290885,0.537470186097541,0.190024406637584,8,9,9,1,1,9,9,1,1,FALSE,FALSE,FALSE
"丛林嫂隐","丛林","嫂隐","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丛林断聚","丛林","断聚","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丛林树木","丛林","树木","related","word","word",0.486622667698005,-0.606267204239086,0.313709973451705,0.0992038040818344,10,11,12,0,0.916666666666667,10,12,0,0.833333333333333,FALSE,FALSE,FALSE
"丛林森林","丛林","森林","related","word","word",0.846732399538885,-0.57542085387805,0.35353132704249,0.0980519482411175,13,15,15,1,1,12,15,1,0.8,FALSE,FALSE,FALSE
"丛林蝙蝠侠","丛林","蝙蝠侠","unrelated","word","word",0.800457653973775,-0.335357257601321,0.688605245073053,0.16701130351709,17,20,20,0,1,15,20,0,0.75,FALSE,FALSE,FALSE
"东有心子","东有","心子","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"东有通常","东有","通常","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丝绸棉花","丝绸","棉花","related","word","word",0.86193301522311,-0.52134751703856,0.399740634513919,0.141329656690303,8,9,10,0,0.9,9,10,0,0.9,FALSE,FALSE,FALSE
"丝绸缠称","丝绸","缠称","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丝绸长度","丝绸","长度","unrelated","word","word",0.877462568341886,-0.515592139912789,0.549837486201452,0.0810691145328334,46,46,47,1,0.978723404255319,46,47,1,0.978723404255319,FALSE,FALSE,FALSE
"两个四个","两个","四个","related","word","word",0.892175836689667,-0.815219713618474,0.597130782558524,0.103947126926779,33,34,34,1,1,33,34,1,0.970588235294118,FALSE,FALSE,FALSE
"两个有趣","两个","有趣","unrelated","word","word",0.680682614851912,-0.714920374509659,0.572419397782471,0.19080646592749,9,9,10,0,0.9,10,10,0,1,FALSE,FALSE,FALSE
"两个泛僧","两个","泛僧","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"个拿团体","个拿","团体","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"个拿霄炮","个拿","霄炮","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"中断打扰","中断","打扰","related","word","word",0.805908809104429,-0.346046306602226,1.19645074502279,0.140033967761132,73,77,78,2,0.987179487179487,61,77,3,0.792207792207792,FALSE,TRUE,TRUE
"中断挫伤","中断","挫伤","unrelated","word","word",NA,0.0559198417877686,0.821440597246124,0.0988898270587583,69,72,79,1,0.911392405063291,68,79,1,0.860759493670886,FALSE,TRUE,TRUE
"中断然分","中断","然分","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"中柳撑瞇","中柳","撑瞇","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"中柳玩具","中柳","玩具","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"义混分准","义混","分准","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"义混引擎","义混","引擎","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主人夫人","主人","夫人","related","word","word",0.806848022861674,-0.63459024696022,0.2792353126498,0.0883019591122595,10,13,15,0,0.866666666666667,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"主人打缺","主人","打缺","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主人沃森","主人","沃森","unrelated","word","word",0.721050754864093,-0.262678363494353,NA,NA,1,2,9,1,0.222222222222222,9,9,1,1,FALSE,FALSE,FALSE
"主支击泻","主支","击泻","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主支知道","主支","知道","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主教中午","主教","中午","unrelated","word","word",0.864744834734799,-0.597518287822869,0.283346604011989,0.0854322155571978,11,12,12,0,1,10,12,0,0.833333333333333,FALSE,FALSE,FALSE
"主教红衣主教","主教","红衣主教","related","word","word",0.926148219962922,0.984845993629826,2.05106407411158,0.548169931689019,14,14,17,0,0.823529411764706,9,17,0,0.529411764705882,FALSE,FALSE,FALSE
"主教转管","主教","转管","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主水准备","主水","准备","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主水接迈","主水","接迈","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乐观切实","乐观","切实","related","word","word",0.960287248853268,0.666854542189614,2.37976451323315,0.519307191336222,21,21,24,1,0.875,25,25,0,1,FALSE,FALSE,FALSE
"乐观还爹","乐观","还爹","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乐观迷人","乐观","迷人","unrelated","word","word",0.919294923090913,-0.675181211384968,0.398475800774066,0.162677064457231,6,7,7,2,1,7,7,2,1,FALSE,FALSE,FALSE
"乐趣包裹","乐趣","包裹","unrelated","word","word",0.88535036461879,-0.5102850206707,0.561524523518042,0.251121401123904,5,7,8,0,0.875,7,8,0,0.875,FALSE,FALSE,FALSE
"乐趣喜悦","乐趣","喜悦","related","word","word",0.885646578461847,-0.777179145353572,0.374186725658396,0.141429288570524,7,11,12,0,0.916666666666667,10,12,0,0.833333333333333,FALSE,FALSE,FALSE
"乐趣钟调","乐趣","钟调","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乘客司机","乘客","司机","related","word","word",0.581192351119774,0.0497124334032762,1.16294715210056,0.387649050700187,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"乘客声响","乘客","声响","unrelated","word","word",NA,0.613935521841406,1.63845375954206,0.819226879771032,4,4,4,2,1,5,5,1,1,FALSE,FALSE,FALSE
"乘客母室","乘客","母室","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乘瞒炸药","乘瞒","炸药","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乘瞒遮力","乘瞒","遮力","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"九月代弱","九月","代弱","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"九月十月","九月","十月","related","word","word",0.940836540463842,-0.826582370226425,0.0821666499097396,0.036746042936321,5,6,6,0,1,5,5,1,1,FALSE,FALSE,FALSE
"九月消失","九月","消失","unrelated","word","word",0.864334345433171,-0.739374478643536,0.216765225730361,0.0969403559782346,5,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"习讳卫犯","习讳","卫犯","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"习讳危险","习讳","危险","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"书止幻觉","书止","幻觉","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"书止掠庶","书止","掠庶","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乳踪余水","乳踪","余水","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乳踪音乐","乳踪","音乐","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"了病湿润","了病","湿润","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"了病片赶","了病","片赶","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事故到法","事故","到法","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事故意外","事故","意外","related","word","word",0.852677932872109,-0.555201026304968,0.550520151254581,0.0532207918172742,107,112,113,1,0.991150442477876,104,112,2,0.928571428571429,TRUE,TRUE,TRUE
"事故灰尘","事故","灰尘","unrelated","word","word",0.876689424616835,-0.140055458222057,0.413010603198769,0.206505301599385,4,6,8,0,0.75,7,8,0,0.875,FALSE,FALSE,FALSE
"事敌来衣","事敌","来衣","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事敌蚂蚁","事敌","蚂蚁","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事活吸引","事活","吸引","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事活涉将","事活","涉将","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于守东方","于守","东方","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于守粗寄","于守","粗寄","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于阴捞案","于阴","捞案","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于阴男孩","于阴","男孩","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"云朵姿刀","云朵","姿刀","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"云朵手帕","云朵","手帕","unrelated","word","word",0.871478732460048,-0.570944427459944,0.318278108559988,0.142338297298038,5,6,6,0,1,4,6,0,0.666666666666667,FALSE,FALSE,FALSE
"云朵烟雾","云朵","烟雾","related","word","word",0.593104004809998,-0.466041942483954,0.52699824973239,0.140846206709152,14,17,17,1,1,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"交沫动作","交沫","动作","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"交沫机集","交沫","机集","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产意尖族","产意","尖族","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产意山谷","产意","山谷","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产近夫人","产近","夫人","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产近用政","产近","用政","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲吻可怜","亲吻","可怜","unrelated","word","word",0.806440121123384,-1.01269359856846,0.63673272926375,0.450238030665816,2,3,4,1,0.75,3,4,1,0.75,FALSE,FALSE,FALSE
"亲吻拥抱","亲吻","拥抱","related","word","word",0.902884525348094,-0.581582232841885,0.828712104135198,0.172798418815756,23,23,23,1,1,21,23,1,0.91304347826087,FALSE,FALSE,FALSE
"亲吻黠焊收","亲吻","黠焊收","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲戚天国","亲戚","天国","unrelated","word","word",0.907786883485672,0.062910426216505,0.434963727631828,0.144987909210609,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"亲戚表哥","亲戚","表哥","related","word","word",0.897224823618753,-0.431671853956841,0.958611269977678,0.303139500383605,10,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"亲戚进山","亲戚","进山","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲灯满镇","亲灯","满镇","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲灯能力","亲灯","能力","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲紧坚定","亲紧","坚定","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲紧晋同","亲紧","晋同","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人短工警","人短","工警","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人短录制","人短","录制","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人群提升","人群","提升","unrelated","word","word",0.880242847254877,-0.601505713476382,0.383457688612735,0.171487491646604,5,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"人群王损","人群","王损","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人群观众","人群","观众","related","word","word",0.956512030233089,-0.518083425106652,1.00471830084576,0.355221561855133,8,10,11,1,0.909090909090909,10,11,1,0.909090909090909,FALSE,FALSE,FALSE
