"word_combo","hu_cue","hu_target","type","cue_type","target_type","hu_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"afrikaidégítő","afrika","idégítő","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrikaoxigén","afrika","oxigén","unrelated","word","word",0.0815281150869343,-0.299821642415864,0.64892025445726,0.127263732317045,26,28,32,0,0.875,28,32,0,0.875,FALSE,FALSE,FALSE
"aggódóeziet","aggódó","eziet","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aggódóideges","aggódó","ideges","related","word","word",0.430876103625961,-0.689335887873362,0.521344415911743,0.173781471970581,9,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"aggódómagasság","aggódó","magasság","unrelated","word","word",0.122600632549651,-0.527643664963128,0.583969924879552,0.150780386249633,15,17,17,0,1,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"aggóósóceán","aggóós","óceán","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aggóóstemenys","aggóós","temenys","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agjapa","agj","apa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agjtengrtész","agj","tengrtész","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agyagyi-","agy","agyi-","related","word","word",NA,0.608750735592058,1.05657308777485,0.256256614240043,17,17,24,1,0.708333333333333,22,24,1,0.916666666666667,FALSE,FALSE,FALSE
"agycsera","agy","csera","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agyjel","agy","jel","unrelated","word","word",0.103229054242773,-0.536208080999731,0.558340238745405,0.168345916115997,11,13,14,1,0.928571428571429,13,14,1,0.928571428571429,FALSE,FALSE,FALSE
"ahnőharcos","ahnő","harcos","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahnőtánydő","ahnő","tánydő","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidsétterem","aids","étterem","unrelated","word","word",0.033864173723893,0.511556207704367,2.46156231956717,0.65788020257235,14,15,15,1,1,5,15,1,0.333333333333333,FALSE,FALSE,FALSE
"aidshiv","aids","hiv","related","word","word",0.612777138904875,1.03096014539218,2.22123055808373,0.523549063399928,18,18,22,1,0.818181818181818,7,22,1,0.318181818181818,FALSE,FALSE,FALSE
"aidsnsba","aids","nsba","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aisáfény","aisá","fény","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aisásaőba","aisá","saőba","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajakarc","ajak","arc","related","word","word",0.348925791839579,-0.712299370510438,0.494752445146249,0.10548157572387,22,24,25,0,0.96,21,25,0,0.84,FALSE,FALSE,FALSE
"ajakbilidalom","ajak","bilidalom","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajakíró","ajak","író","unrelated","word","word",0.138374112488752,-0.963932777107091,0.415696625381817,0.138565541793939,9,11,11,1,1,11,11,1,1,FALSE,FALSE,FALSE
"ajakrúzskiszt","ajakrúzs","kiszt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajakrúzsparfüm","ajakrúzs","parfüm","related","word","word",0.446548284574408,-0.101713720447681,0.775882015162073,0.173492492842192,20,22,25,2,0.88,19,25,2,0.76,FALSE,FALSE,FALSE
"ajakrúzspróba","ajakrúzs","próba","unrelated","word","word",0.11186016413094,-0.476855447877871,0.993366665885026,0.222123539150124,20,21,21,0,1,18,21,0,0.857142857142857,FALSE,FALSE,FALSE
"ajánlatadni","ajánlat","adni","related","word","word",0.183291885758215,-0.326324724784601,0.359347660291605,0.0871546093941683,17,17,19,1,0.894736842105263,18,19,1,0.947368421052632,FALSE,FALSE,FALSE
"ajánlatbaleset","ajánlat","baleset","unrelated","word","word",0.0807389927348944,-0.634359495405964,0.484581740787326,0.114217011649967,18,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"ajánlathállas","ajánlat","hállas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajánlgramm","ajánl","gramm","unrelated","word","word",0.115153325024511,0.274765346492068,1.02745150427309,0.214238448385563,23,23,25,0,0.92,15,25,0,0.6,FALSE,FALSE,FALSE
"ajánljavasol","ajánl","javasol","related","word","word",0.523358561667918,0.0297055506296674,0.614457593051941,0.125425630962998,24,27,28,0,0.964285714285714,18,27,1,0.666666666666667,FALSE,FALSE,FALSE
"ajánlstes","ajánl","stes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajoselektromos","ajos","elektromos","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajosmásomot","ajos","másomot","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajstrúzspsrög","ajstrúzs","psrög","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajstrúzsszövetség","ajstrúzs","szövetség","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akadálykezelés","akadály","kezelés","unrelated","word","word",0.129117693521355,-0.286505950746429,0.751007151433619,0.226437176016267,11,12,14,1,0.857142857142857,13,14,1,0.928571428571429,FALSE,FALSE,FALSE
"akadálykihívás","akadály","kihívás","related","word","word",0.399868304578504,-0.384462133047302,0.506960023265785,0.103482781415889,24,25,26,0,0.961538461538462,24,26,0,0.923076923076923,FALSE,FALSE,FALSE
"akadályszköz","akadály","szköz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akintáskahegy","akintáska","hegy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akintáskatafűt","akintáska","tafűt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akirvháid","akirv","háid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akirvruha","akirv","ruha","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ákófia","ákó","fia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ákórendítő","ákó","rendítő","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akrmályelhagyest","akrmály","elhagyest","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akrmálymegmentő","akrmály","megmentő","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktatáskabőrönd","aktatáska","bőrönd","related","word","word",0.589016528934399,-0.13290484087519,0.447360511349314,0.108500861236679,17,18,18,1,1,9,18,1,0.5,FALSE,FALSE,FALSE
"aktatáskahírnré","aktatáska","hírnré","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktatáskaképesség","aktatáska","képesség","unrelated","word","word",0.14909068460657,-0.0446562621134398,1.29696261792895,0.245102896199092,28,30,31,1,0.967741935483871,25,31,1,0.806451612903226,FALSE,FALSE,FALSE
"aktívabszípd","aktív","abszípd","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktívírás","aktív","írás","unrelated","word","word",0.124251511788099,-0.693311531729035,0.340370955294857,0.0780864524971938,19,20,23,0,0.869565217391304,18,23,0,0.782608695652174,FALSE,FALSE,FALSE
"aktívtevékenység","aktív","tevékenység","related","word","word",0.375640867199103,-0.456792079902618,0.651825997575133,0.246367069667199,7,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"alábecsülmikrofon","alábecsül","mikrofon","unrelated","word","word",0.116349276211675,-0.346359114549323,0.592818070520965,0.1397285592251,18,20,21,0,0.952380952380952,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"alábecsülszakral","alábecsül","szakral","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alábecsültúloz","alábecsül","túloz","related","word","word",0.422436952350942,0.192454330378716,1.21273189332458,0.428765472765505,8,9,12,0,0.75,10,12,0,0.833333333333333,FALSE,FALSE,FALSE
"alacsodaeredmény","alacsoda","eredmény","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alacsodakelegz","alacsoda","kelegz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alacsonybevallani","alacsony","bevallani","unrelated","word","word",0.0621865509860541,0.200417159334229,0.637826854947508,0.139185230622504,21,24,25,0,0.96,25,25,0,1,FALSE,FALSE,FALSE
"alacsonymagas","alacsony","magas","related","word","word",0.734708977160453,-0.717408631133067,0.415730293227477,0.0866857584981032,23,27,27,0,1,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"alacsonynodtál","alacsony","nodtál","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alaktisafanoliziurias","alaktisa","fanoliziurias","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alaktisaszobor","alaktisa","szobor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alasatoslata","alasatos","lata","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alasatosmegvéd","alasatos","megvéd","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alázatosinthenes","alázatos","inthenes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alázatoskommunikáció","alázatos","kommunikáció","unrelated","word","word",0.144355890044291,-0.262783374130496,0.647356005475264,0.144753203388542,20,22,22,0,1,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"alázatosszerény","alázatos","szerény","related","word","word",0.523269959263483,-0.463853193699841,0.689969276364426,0.137993855272885,25,28,28,1,1,28,28,1,1,FALSE,FALSE,FALSE
"albumdal","album","dal","related","word","word",0.496116716338685,-0.327292275706758,0.937623920506067,0.209659082358143,20,23,25,0,0.92,21,25,0,0.84,FALSE,FALSE,FALSE
"albumhivatanás","album","hivatanás","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumméter","album","méter","unrelated","word","word",0.112997153488003,-0.71661735741423,0.382794809774672,0.083532675782317,21,23,23,0,1,21,23,0,0.91304347826087,FALSE,FALSE,FALSE
"áldoartszökevény","áldoart","szökevény","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áldoartteknősiúka","áldoart","teknősiúka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldómbaztosituni","aldóm","baztosituni","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldómhallucináció","aldóm","hallucináció","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áldozathűséges","áldozat","hűséges","unrelated","word","word",0.0467054414299165,-0.523431259512425,0.597575883211567,0.121979666371778,24,25,26,1,0.961538461538462,25,26,1,0.961538461538462,FALSE,FALSE,FALSE
"áldozatmúntum","áldozat","múntum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áldozattámadó","áldozat","támadó","related","word","word",0.388260528167507,-0.519141641862863,0.66995880415244,0.110140548938969,37,41,41,1,1,40,41,1,0.975609756097561,FALSE,FALSE,FALSE
"alkalmazgrort","alkalmaz","grort","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkalmazhasználat","alkalmaz","használat","related","word","word",0.354374319536522,-0.47277339089413,0.542693541754794,0.106430959973403,26,28,28,0,1,28,28,0,1,FALSE,FALSE,FALSE
"alkalmaztemető","alkalmaz","temető","unrelated","word","word",0.0545154113774184,-0.287389026241257,0.633135445537995,0.169212565473261,14,16,18,0,0.888888888888889,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"alkautazhallucinfóió","alkautaz","hallucinfóió","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkautazvisszatérés","alkautaz","visszatérés","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoholboldog","alkohol","boldog","unrelated","word","word",0.0614315695379367,-0.63468523620247,0.713543717112094,0.17305977142053,17,19,21,1,0.904761904761905,18,21,1,0.857142857142857,FALSE,FALSE,FALSE
"alkoholdrog","alkohol","drog","related","word","word",0.626478053724691,-0.481514903413664,0.601200446843972,0.107978787834044,31,35,36,2,0.972222222222222,34,36,2,0.944444444444444,FALSE,FALSE,FALSE
"alkoholkanö","alkohol","kanö","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkojálerettgetpepni","alkojál","erettgetpepni","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkojálminisztérium","alkojál","minisztérium","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állaetertképaszerítés","állaetert","képaszerítés","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állaetertprogram","állaetert","program","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állanetfantázia","állanet","fantázia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állanettöti","állanet","töti","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állapotmocskos","állapot","mocskos","unrelated","word","word",-0.00912709283164043,-0.258457294170273,0.612047877865444,0.153011969466361,16,18,20,0,0.9,20,20,0,1,FALSE,FALSE,FALSE
"állapotpozíció","állapot","pozíció","related","word","word",0.354437529706899,-0.383645043507922,0.415182802617404,0.0906003152494363,21,26,28,0,0.928571428571429,26,28,0,0.928571428571429,FALSE,FALSE,FALSE
"állapottutsa","állapot","tutsa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állatkertcirkusz","állatkert","cirkusz","related","word","word",0.421983651688992,-0.521109148817859,0.394285130382839,0.118881439808749,11,13,14,1,0.928571428571429,13,13,2,1,FALSE,FALSE,FALSE
"állatkertsors","állatkert","sors","unrelated","word","word",0.0681522939306745,-0.609190066799696,0.401330241183729,0.0973368808914779,17,18,19,0,0.947368421052632,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"állatkertzabor","állatkert","zabor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"állbefektetés","áll","befektetés","unrelated","word","word",0.0741068727425173,-0.225867091149567,0.484537134849206,0.103303664250746,22,24,24,0,1,21,24,0,0.875,FALSE,FALSE,FALSE
"állül","áll","ül","related","word","word",0.315418746040599,-0.657912996042438,0.453953644855217,0.136872173836273,11,11,13,1,0.846153846153846,12,13,1,0.923076923076923,FALSE,FALSE,FALSE
"állvárambanul","áll","várambanul","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almagyümölcs","alma","gyümölcs","related","word","word",0.587760915650916,-0.462806418234567,0.697552469621505,0.119629261602751,34,35,37,1,0.945945945945946,35,37,1,0.945945945945946,FALSE,FALSE,FALSE
"almapucér","alma","pucér","unrelated","word","word",0.030834558107158,-0.313685585942556,0.448099591917816,0.115698817129336,15,17,19,1,0.894736842105263,16,19,1,0.842105263157895,FALSE,FALSE,FALSE
"almaszavazrt","alma","szavazrt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alsóecsülarsárnap","alsóecsül","arsárnap","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alsóecsülmegöl","alsóecsül","megöl","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alsófelső","alsó","felső","related","word","word",0.75268408814835,-0.457580642164415,0.818829407509295,0.183095821716666,20,21,24,0,0.875,19,24,0,0.791666666666667,FALSE,FALSE,FALSE
"alsóporos","alsó","poros","unrelated","word","word",0.121378678709564,0.246517781987296,0.926753124537202,0.308917708179067,9,12,14,0,0.857142857142857,12,14,0,0.857142857142857,FALSE,FALSE,FALSE
"alsószállícsány","alsó","szállícsány","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alssboston","alss","boston","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alssfunkcityális","alss","funkcityális","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altoszfenség","altosz","fenség","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altoszüzleül","altosz","üzleül","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altűmakod","altű","makod","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altűsűrítmény","altű","sűrítmény","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ályboldón","ály","boldón","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ályleírás","ály","leírás","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatkuhul","amatku","hul","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatkumatematika","amatku","matematika","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatőreráten","amatőr","eráten","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatőrhátulsó","amatőr","hátulsó","unrelated","word","word",0.116153205965606,0.0942345212975594,0.781996083270399,0.134111221867857,34,35,38,0,0.921052631578947,32,38,0,0.842105263157895,FALSE,FALSE,FALSE
"amatőrszakmai","amatőr","szakmai","related","word","word",0.22273018985631,-0.116179887564406,0.79964120742609,0.143619800572818,31,34,34,0,1,34,34,0,1,FALSE,FALSE,FALSE
"ampbennzdés","amp","bennzdés","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampnap","amp","nap","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampszabotázs","amp","szabotázs","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampundobstó","amp","undobstó","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amszándékosan","am","szándékosan","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amvészmagasság","amvész","magasság","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amvészzábba","amvész","zábba","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amzők","am","zők","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchiafülke","anarchia","fülke","unrelated","word","word",0.113216313199268,-0.310763013458772,1.01453252234611,0.338177507448702,9,10,10,2,1,5,11,1,0.454545454545455,FALSE,FALSE,FALSE
"anarchiakapitalizmus","anarchia","kapitalizmus","related","word","word",0.410122260211778,-0.250175334780696,0.462758707672794,0.115689676918198,16,18,19,0,0.947368421052632,12,19,0,0.631578947368421,FALSE,FALSE,FALSE
"anarchiaócavn","anarchia","ócavn","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anáslapu","anásl","apu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anáslköáll","anásl","köáll","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatómiakodomány","anatómia","kodomány","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatómiapszichológia","anatómia","pszichológia","related","word","word",0.57769184234138,0.141074187959158,0.97586716446557,0.223879281696053,19,19,19,1,1,18,19,1,0.947368421052632,FALSE,FALSE,FALSE
"anatómiavár","anatómia","vár","unrelated","word","word",0.0918500912764962,-0.722265980118235,0.417907099405584,0.0911948055469296,21,23,24,1,0.958333333333333,20,24,1,0.833333333333333,FALSE,FALSE,FALSE
"anatphiainjekció","anatphia","injekció","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatphiaközigaviatási","anatphia","közigaviatási","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angolcsökkent","angol","csökkent","unrelated","word","word",0.0256384610017679,-0.409703468915128,0.660850336373039,0.105820744304886,39,40,42,0,0.952380952380952,38,42,0,0.904761904761905,FALSE,FALSE,FALSE
"angolfrancia","angol","francia","related","word","word",0.680517794814591,-0.604392497395345,0.487257163464336,0.0994609520002932,24,27,28,0,0.964285714285714,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"angoltánydő","angol","tánydő","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
