"word_combo","de_cue","de_target","type","cue_type","target_type","de_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"abschnittabsatz","abschnitt","absatz","related","word","word",0.523772248896627,-0.454326373944092,0.834395225154923,0.093876797241225,79,80,82,2,0.975609756097561,78,82,2,0.951219512195122,FALSE,TRUE,TRUE
"abschnittbrüment","abschnitt","brüment","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abschnittkrieger","abschnitt","krieger","unrelated","word","word",0.0823531366156081,-0.355468056547109,0.640150994429719,0.0729519763464213,77,78,82,1,0.951219512195122,80,82,1,0.975609756097561,TRUE,TRUE,TRUE
"absobillmilliarde","absobill","milliarde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absobilltagge","absobill","tagge","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absolutlesatzer","absolut","lesatzer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absolutrauben","absolut","rauben","unrelated","word","word",0.0845586004953618,-0.49437908337262,0.75655040417665,0.0856624647822032,78,81,81,2,1,80,81,2,0.987654320987654,TRUE,TRUE,TRUE
"absolutvollständig","absolut","vollständig","related","word","word",0.277507285163315,-0.426335844912603,0.731597336451259,0.0833732541983212,77,83,85,4,0.976470588235294,81,85,4,0.952941176470588,TRUE,TRUE,TRUE
"absteiboot","abstei","boot","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absteitorichte","abstei","torichte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abweheitsach","abweh","eitsach","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abwehsonntag","abweh","sonntag","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abzeichenbechelon","abzeichen","bechelon","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abzeichenmotel","abzeichen","motel","unrelated","word","word",0.0957534719925515,0.430235269502091,1.12816516143729,0.141020645179661,64,66,72,3,0.916666666666667,71,73,2,0.972602739726027,FALSE,TRUE,TRUE
"abzeichenuniform","abzeichen","uniform","related","word","word",0.439182858098547,-0.404427097558297,0.593215231589832,0.0719379134873565,68,72,72,3,1,68,72,3,0.944444444444444,TRUE,TRUE,TRUE
"abzeitunghäufig","abzeitung","häufig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abzeitungperua","abzeitung","perua","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"affegorilla","affe","gorilla","related","word","word",0.42420252754594,-0.361474846667794,0.710166988958436,0.0854940587991133,69,71,72,2,0.986111111111111,67,72,2,0.930555555555556,TRUE,TRUE,TRUE
"affemiseam","affe","miseam","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"affeperiode","affe","periode","unrelated","word","word",0.14416775063734,-0.290703162971636,0.543907145602599,0.05934513489884,84,85,86,1,0.988372093023256,84,86,1,0.976744186046512,TRUE,TRUE,TRUE
"afrikaamerika","afrika","amerika","related","word","word",0.536275584494561,-0.492776470974027,0.693184705141396,0.0840609928635473,68,69,69,0,1,69,69,0,1,TRUE,TRUE,TRUE
"afrikamysmer","afrika","mysmer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrikasauerstoff","afrika","sauerstoff","unrelated","word","word",0.1144899584519,-0.153631936185639,0.892076847480297,0.105132264698806,72,73,74,0,0.986486486486487,71,74,0,0.959459459459459,FALSE,TRUE,TRUE
"agentdetektiv","agent","detektiv","related","word","word",0.313857273652972,-0.247920144288766,0.655633551866001,0.0767361030506705,73,76,78,1,0.974358974358974,65,78,1,0.833333333333333,TRUE,TRUE,TRUE
"agentmeschüle","agent","meschüle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentwirksam","agent","wirksam","unrelated","word","word",0.0977402497926444,-0.576138938867452,0.467799030658569,0.0584748788323211,64,68,70,0,0.971428571428571,64,70,0,0.914285714285714,TRUE,TRUE,TRUE
"agiltfreundschaft","agilt","freundschaft","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agiltpsycholochert","agilt","psycholochert","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ähnlichbedeukeit","ähnlich","bedeukeit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ähnlichsohn","ähnlich","sohn","unrelated","word","word",0.0731232754177907,-0.48787176844325,0.641721745077973,0.0736105325438804,76,77,77,3,1,75,76,4,0.986842105263158,TRUE,TRUE,TRUE
"ähnlichunterschiedlich","ähnlich","unterschiedlich","related","word","word",0.426768237554697,0.0574303732328389,0.851255125797185,0.0982944752056107,75,76,77,1,0.987012987012987,77,77,1,1,FALSE,TRUE,TRUE
"ahtangemessen","aht","angemessen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahttigstegie","aht","tigstegie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidsehche","aids","ehche","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidshiv","aids","hiv","related","word","word",0.610352009881257,0.309919324325932,1.47683536462286,0.175268112290644,71,73,81,0,0.901234567901235,62,81,0,0.765432098765432,FALSE,TRUE,TRUE
"aidsrestaurant","aids","restaurant","unrelated","word","word",0.0682785071316304,-0.201276078974298,1.41653959399411,0.177067449249263,64,71,72,1,0.986111111111111,59,72,1,0.819444444444444,FALSE,TRUE,TRUE
"aizauntersprünglich","aiza","untersprünglich","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aizawoche","aiza","woche","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akadebürnis","akade","bürnis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akadegasse","akade","gasse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aklondauge","aklon","dauge","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aklongrausam","aklon","grausam","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktentamentslesatzer","aktentaments","lesatzer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktentamentsling","aktentaments","ling","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktentaschebelohnen","aktentasche","belohnen","unrelated","word","word",-0.0238097290630033,-0.176187875575867,0.815717952599716,0.0917754399038088,79,83,83,1,1,71,82,2,0.865853658536585,FALSE,TRUE,TRUE
"aktentaschehork","aktentasche","hork","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktentaschekoffer","aktentasche","koffer","related","word","word",0.572059466440892,-0.480145377944237,1.0910508484273,0.130405518827888,70,71,71,1,1,59,71,1,0.830985915492958,FALSE,TRUE,TRUE
"aktivaktivität","aktiv","aktivität","related","word","word",0.422360408093878,-0.361971815398008,0.633021664182821,0.0694831545264696,83,84,85,2,0.988235294117647,85,86,1,0.988372093023256,TRUE,TRUE,TRUE
"aktivcharmiss","aktiv","charmiss","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktivdeck","aktiv","deck","unrelated","word","word",0.0470535848343122,-0.0864553916381273,1.11172045839899,0.135818270682141,67,69,73,1,0.945205479452055,71,73,1,0.972602739726027,FALSE,TRUE,TRUE
"albumbräufen","album","bräufen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumlied","album","lied","related","word","word",0.396063123724642,-0.648941891430014,0.579640158043268,0.0697804749088089,69,70,71,1,0.985915492957746,71,72,0,0.986111111111111,TRUE,TRUE,TRUE
"albummeter","album","meter","unrelated","word","word",0.0364624588070749,-0.495005749411618,0.6800048008736,0.0812761192488864,70,74,75,0,0.986666666666667,74,75,0,0.986666666666667,TRUE,TRUE,TRUE
"alecksand","aleck","sand","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleckskufoss","aleck","skufoss","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alfengör","alfen","gör","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alfenperiode","alfen","periode","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoaderkapitän","alkoader","kapitän","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoaderversichtsrat","alkoader","versichtsrat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoholdroge","alkohol","droge","related","word","word",0.430315151535774,-0.477402814124065,0.550451686475922,0.0644254968611866,73,75,79,0,0.949367088607595,77,79,0,0.974683544303797,TRUE,TRUE,TRUE
"alkoholglücklich","alkohol","glücklich","unrelated","word","word",0.100510555987227,-0.670272969189494,0.433194028593477,0.0525324922434631,68,72,73,2,0.986301369863014,72,73,2,0.986301369863014,TRUE,TRUE,TRUE
"alkoholschositz","alkohol","schositz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleeflagkirster","allee","flagkirster","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleeletztlich","allee","letztlich","unrelated","word","word",0.0590896099403352,0.485721397019432,1.46799822316088,0.18349977789511,64,68,70,1,0.971428571428571,59,71,0,0.830985915492958,FALSE,TRUE,TRUE
"alleestraße","allee","straße","related","word","word",0.38689807050276,-0.66286261689646,0.449941214810776,0.0493874644825672,83,86,86,0,1,71,86,0,0.825581395348837,TRUE,TRUE,TRUE
"alleineinsam","allein","einsam","related","word","word",0.446088001172775,-0.732919576926163,0.388137760967821,0.0467262954689116,69,71,71,1,1,70,71,1,0.985915492957746,TRUE,TRUE,TRUE
"alleinflüssigkeit","allein","flüssigkeit","unrelated","word","word",0.134765227672585,-0.253299401011221,1.01308357163373,0.127636532755616,63,67,68,0,0.985294117647059,65,68,0,0.955882352941177,FALSE,TRUE,TRUE
"alleinverheimhen","allein","verheimhen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alptraumjunitelt","alptraum","junitelt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alptraumparfüm","alptraum","parfüm","unrelated","word","word",0.0653864860657403,-0.316071650678693,0.926386448027429,0.110724358598205,70,72,73,1,0.986301369863014,65,71,3,0.915492957746479,FALSE,TRUE,TRUE
"alptraumtraum","alptraum","traum","related","word","word",0.649940143959901,-0.561607728833949,0.687570011195316,0.0815995478010744,71,74,74,2,1,61,70,6,0.871428571428571,TRUE,TRUE,TRUE
"altenserheim","altens","erheim","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altensklient","altens","klient","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altflucdi","alt","flucdi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altilnachttrizität","altil","nachttrizität","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altilvorlesung","altil","vorlesung","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altjung","alt","jung","related","word","word",0.572020080828906,-0.791724410171092,0.457456439095503,0.0542900911341217,71,76,76,2,1,71,76,2,0.93421052631579,TRUE,TRUE,TRUE
"altschlachtfeld","alt","schlachtfeld","unrelated","word","word",0.0928455802344576,0.303558384451429,0.908460691706261,0.109365815365946,69,71,73,1,0.972602739726027,70,73,1,0.958904109589041,FALSE,TRUE,TRUE
"alurgfilm","alurg","film","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alurgverbessegelst","alurg","verbessegelst","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alzarerben","alzar","erben","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alzarprachtschütze","alzar","prachtschütze","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurfachmann","amateur","fachmann","related","word","word",0.418597125585942,-0.303536265375931,0.434155398476543,0.0491584186944885,78,82,88,0,0.931818181818182,83,87,1,0.954022988505747,TRUE,TRUE,TRUE
"amateurrückseite","amateur","rückseite","unrelated","word","word",-0.0266568884370471,-0.310688451752056,0.620241679355026,0.0763464730793354,66,69,70,0,0.985714285714286,65,70,0,0.928571428571429,TRUE,TRUE,TRUE
"amateurspielfer","amateur","spielfer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amazelndorf","amazeln","dorf","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amazelneow","amazeln","eow","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analytikeraktivieren","analytiker","aktivieren","unrelated","word","word",0.126481034469305,-0.25217147497272,0.652544579339923,0.0779939950093153,70,71,71,2,1,64,71,2,0.901408450704225,TRUE,TRUE,TRUE
"analytikerermittler","analytiker","ermittler","related","word","word",0.422454990806974,-0.246205450496682,0.751223129544177,0.0856098208926677,77,80,81,2,0.987654320987654,69,81,2,0.851851851851852,TRUE,TRUE,TRUE
"analytikerit","analytiker","it","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarbornromantisch","anarborn","romantisch","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarbornzamp","anarborn","zamp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchiekapitalismus","anarchie","kapitalismus","related","word","word",0.357093700429398,0.0891314082551355,1.00066918568188,0.111878216108702,80,81,83,3,0.975903614457831,69,82,4,0.841463414634146,FALSE,TRUE,TRUE
"anarchiekasten","anarchie","kasten","unrelated","word","word",0.0702263372167285,-0.0380750305506806,1.1499835137861,0.139455985148795,68,70,75,0,0.933333333333333,65,75,0,0.866666666666667,FALSE,TRUE,TRUE
"anarchiekleinkolade","anarchie","kleinkolade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiechef","anatomie","chef","unrelated","word","word",0.0741440752988349,-0.63442015947969,0.66953491887526,0.0758099012200321,78,81,81,0,1,78,80,1,0.975,TRUE,TRUE,TRUE
"anatomieperblut","anatomie","perblut","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiepsychologie","anatomie","psychologie","related","word","word",0.506357248441867,-0.0576117637760891,0.851792851881869,0.0964465484034369,78,79,79,1,1,77,79,1,0.974683544303797,FALSE,TRUE,TRUE
"anchetwoentwicklung","anchetwo","entwicklung","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anchetwovatmann","anchetwo","vatmann","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andersdigpaver","andersdig","paver","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andersdigspende","andersdig","spende","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anderswoirgendwo","anderswo","irgendwo","related","word","word",0.358717845192761,-0.313250788985641,0.615779660683093,0.0725703289642944,72,74,74,2,1,66,75,1,0.88,TRUE,TRUE,TRUE
"anderswolöckert","anderswo","löckert","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anderswomaler","anderswo","maler","unrelated","word","word",0.11409126826043,-0.420347690925242,0.503380541499913,0.0639293926999137,62,65,68,0,0.955882352941177,54,67,1,0.805970149253731,TRUE,TRUE,TRUE
"andogeninjor","andogen","injor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andogenmarketing","andogen","marketing","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anencehell","anence","hell","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anencehork","anence","hork","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anforderunganfrage","anforderung","anfrage","related","word","word",0.518247468637355,-0.362768838435432,0.75386318325809,0.0927941432216642,66,69,70,1,0.985714285714286,65,70,1,0.928571428571429,FALSE,TRUE,TRUE
"anforderungligu","anforderung","ligu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anforderunglöwe","anforderung","löwe","unrelated","word","word",-0.0069572412387074,-0.549547349590148,0.51703044598435,0.0626991511898142,68,72,72,1,1,73,73,0,1,TRUE,TRUE,TRUE
"anfordescheiarvoll","anfordeschei","arvoll","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfordescheitaub","anfordeschei","taub","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfrawotz","anfra","wotz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfrazeitschrift","anfra","zeitschrift","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angebotgeben","angebot","geben","related","word","word",0.122566843326615,-0.480386111534581,0.679018693159165,0.0759165977948482,80,81,82,0,0.98780487804878,82,82,0,1,TRUE,TRUE,TRUE
"angebotmurchen","angebot","murchen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angebotunfall","angebot","unfall","unrelated","word","word",0.0432732730799807,-0.774185727619206,0.376922032297161,0.0460483552513935,67,68,68,0,1,67,68,0,0.985294117647059,TRUE,TRUE,TRUE
"angesinkeitabdomichern","angesinkeit","abdomichern","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angesinkeitkürzlich","angesinkeit","kürzlich","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angestalmörder","angestal","mörder","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angestalweisehen","angestal","weisehen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angreimenstonen","angreimen","stonen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angreimentruthahn","angreimen","truthahn","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angrifdenreilertum","angrifden","reilertum","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angrifdenwissen","angrifden","wissen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anhängerbeängsken","anhänger","beängsken","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anhängerlastwagen","anhänger","lastwagen","related","word","word",0.295036083716551,-0.154868755588436,0.737605859321222,0.0952245069738701,60,61,66,1,0.924242424242424,66,66,1,1,FALSE,TRUE,TRUE
"anhängerversuch","anhänger","versuch","unrelated","word","word",0.131410313327103,-0.485436831954562,0.553024548486204,0.0702341878919709,62,65,65,1,1,63,65,1,0.969230769230769,TRUE,TRUE,TRUE
"anhörunggerichtsverhandlung","anhörung","gerichtsverhandlung","related","word","word",0.695547294360095,1.06469570282178,1.11928265297921,0.12140324916963,85,88,88,4,1,87,89,3,0.97752808988764,FALSE,TRUE,TRUE
"anhörungleitie","anhörung","leitie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anhörungteppich","anhörung","teppich","unrelated","word","word",0.048939778440566,-0.475878035913906,0.600540276068345,0.0693444180094542,75,76,77,2,0.987012987012987,73,76,3,0.960526315789474,TRUE,TRUE,TRUE
"ankeramerika","anker","amerika","unrelated","word","word",0.0785476180551586,-0.491213306098502,0.615160449873135,0.0701040394827126,77,80,81,3,0.987654320987654,70,80,4,0.875,TRUE,TRUE,TRUE
"ankerreiselick","anker","reiselick","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankersegel","anker","segel","related","word","word",0.492563385917775,-0.40229586257209,0.570527079246197,0.0686833891435856,69,72,72,1,1,60,71,2,0.845070422535211,TRUE,TRUE,TRUE
"ankommenbahnsin","ankommen","bahnsin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankommenkommen","ankommen","kommen","related","word","word",0.436802762226122,-0.753556656664904,0.520794078129484,0.0641053195701653,66,69,70,4,0.985714285714286,68,70,4,0.971428571428571,TRUE,TRUE,TRUE
"ankommenunangenehm","ankommen","unangenehm","unrelated","word","word",0.0997090141699639,0.0556898705238228,0.96222262661341,0.111856108289685,74,81,81,1,1,80,81,1,0.987654320987654,FALSE,TRUE,TRUE
"ankunftabfahrt","ankunft","abfahrt","related","word","word",0.476275493851752,-0.531507059106551,0.460118155570131,0.050203006583895,84,86,86,0,1,81,86,0,0.941860465116279,TRUE,TRUE,TRUE
"ankunftgorilla","ankunft","gorilla","unrelated","word","word",0.0653606392142674,-0.0942083495642362,0.993930591915393,0.105953357102059,88,88,91,3,0.967032967032967,88,91,3,0.967032967032967,FALSE,TRUE,TRUE
"ankunftvidzimmer","ankunft","vidzimmer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anliegenmutation","anliegen","mutation","unrelated","word","word",0.125882466762876,0.419822475250169,0.983080139213902,0.115060827279327,73,74,76,1,0.973684210526316,73,74,3,0.986486486486487,FALSE,TRUE,TRUE
"anliegenprogrition","anliegen","progrition","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
