"target_word","avgRT_related","avgRT_unrelated","avgZ_RT_related","avgZ_RT_unrelated","samplesize_related","samplesize_unrelated","seRT_related","seRT_unrelated","seZ_RT_related","seZ_RT_unrelated","avgRT_prime","avgZ_prime"
"architect",499,NA,-0.514695054354401,NA,1,NA,NA,NA,NA,NA,NA,NA
"arm",672.140999997035,NA,0.189452596827755,NA,1,NA,NA,NA,NA,NA,NA,NA
"armor",677.718333332333,NA,-0.341099006056346,NA,3,NA,181.638898386553,NA,0.261408672505465,NA,NA,NA
"armory",586.648150909798,NA,-0.216934824833807,NA,53,NA,20.148021608193,NA,0.0785101226917142,NA,NA,NA
"army",525.935000016412,NA,-0.484268776272909,NA,2,NA,50.3319999925445,NA,0.233265315013404,NA,NA,NA
"arrest",562.066166667908,NA,-0.459473409994555,NA,6,NA,32.9784558697391,NA,0.188531614195618,NA,NA,NA
"arrogance",583.12283328715,NA,-0.293510987978696,NA,6,NA,62.590606956001,NA,0.242947842209515,NA,NA,NA
"artery",622.412999953085,NA,-0.317152927961192,NA,2,NA,160.742000048456,NA,0.465716286900823,NA,NA,NA
"artificial",508.583599999989,NA,-0.720478111308671,NA,5,NA,74.5532401774683,NA,0.211581170686482,NA,NA,NA
"artillery",642.503666666171,NA,-0.0290053492952246,NA,3,NA,92.195361654938,NA,0.258079254456051,NA,NA,NA
"ask",503.773630749782,NA,-0.544888494908504,NA,65,NA,16.7454303982493,NA,0.0653408655476142,NA,NA,NA
"assassin",804,NA,-0.39449487926885,NA,1,NA,NA,NA,NA,NA,NA,NA
"assist",470.943333285647,NA,-0.755016399505684,NA,6,NA,24.8016780924071,NA,0.0831763030346204,NA,NA,NA
"assistance",568.123000001535,NA,-0.580990198484194,NA,1,NA,NA,NA,NA,NA,NA,NA
"assumption",546.971749995842,NA,-0.411987330123982,NA,8,NA,37.8156781593799,NA,0.157661402646207,NA,NA,NA
"atlantic",563.797000011895,NA,-0.288687533168438,NA,1,NA,NA,NA,NA,NA,NA,NA
"atmosphere",567.992750001504,NA,-0.382819291022853,NA,4,NA,37.0764348410773,NA,0.148094600047323,NA,NA,NA
"attack",507.149852914047,NA,-0.556096589480521,NA,68,NA,15.8193187188466,NA,0.0642125570130606,NA,NA,NA
"attacker",523.847500000804,NA,-0.504191917659472,NA,4,NA,35.6650047071332,NA,0.148362584150975,NA,NA,NA
"audience",478.321499949336,NA,-0.649969169562258,NA,2,NA,46.699499955299,NA,0.0875871515978034,NA,NA,NA
"autumn",454.104000005973,NA,-0.831541705082648,NA,4,NA,24.8997486462741,NA,0.0913740671882669,NA,NA,NA
"bad",395.974999999084,NA,-1.01584068789709,NA,6,NA,34.4395309842682,NA,0.0863006903092793,NA,NA,NA
"bag",1149,NA,1.78382335017175,NA,1,NA,NA,NA,NA,NA,NA,NA
"bait",563,NA,-0.210956185807099,NA,2,NA,51,NA,0.164936277807113,NA,NA,NA
"band",466.010999994061,NA,-0.830085851222881,NA,4,NA,4.56352588783454,NA,0.0307600079411003,NA,NA,NA
"baseball",518.397666533555,NA,-0.587833629590144,NA,3,NA,41.4115970372022,NA,0.0831278101571484,NA,NA,NA
"bathroom",646.668142850797,NA,-0.156233072483468,NA,7,NA,78.1759527816186,NA,0.249142556695148,NA,NA,NA
"batman",512.000000000058,NA,-0.633303804144224,NA,2,NA,34.000000000058,NA,0.245724814956438,NA,NA,NA
"battalion",644.929000000004,NA,-0.00410050592378522,NA,1,NA,NA,NA,NA,NA,NA,NA
"battle",420.359399970755,NA,-0.934210108040954,NA,10,NA,22.9362900656341,NA,0.0850778061603552,NA,NA,NA
"battlefield",631.953333313099,NA,-0.141121846973726,NA,9,NA,63.5425470473863,NA,0.197827480016389,NA,NA,NA
"beard",449.813666683544,NA,-0.878552328059632,NA,3,NA,57.229319267476,NA,0.375046604030263,NA,NA,NA
"beautiful",527.88271428233,NA,-0.510395280336433,NA,7,NA,34.2796503385874,NA,0.19055583432509,NA,NA,NA
"beauty",411,NA,-1.03227444207892,NA,1,NA,NA,NA,NA,NA,NA,NA
"bed",475.401499994041,NA,-0.803290591140208,NA,2,NA,18.598500005959,NA,0.0877317544228099,NA,NA,NA
"bedroom",620.697857144172,NA,-0.204175296887181,NA,7,NA,114.628817023605,NA,0.419434472277279,NA,NA,NA
"beer",469.209999994375,NA,-0.874177179091448,NA,3,NA,35.4691559612552,NA,0.161073784008166,NA,NA,NA
"believe",474.889999989595,NA,-0.448325494260569,NA,2,NA,84.569999986619,NA,0.269542283705698,NA,NA,NA
"billion",528.944999913557,NA,-0.467314272360855,NA,5,NA,36.9111488155108,NA,0.182216175175863,NA,NA,NA
"biological",360.786000000197,NA,-1.03238419713361,NA,1,NA,NA,NA,NA,NA,NA,NA
"biology",571.348124999065,NA,-0.450384354120349,NA,8,NA,38.0555628383566,NA,0.121328798880671,NA,NA,NA
"bird",558.914999997025,NA,-0.49882924830522,NA,2,NA,130.914999997025,NA,0.468575732434596,NA,NA,NA
"birthday",435.407999978129,NA,-0.771715501394131,NA,3,NA,38.5594103939417,NA,0.160765474355577,NA,NA,NA
"black",534.652666669455,NA,-0.812450290175058,NA,3,NA,16.0384421525908,NA,0.0832969085253957,NA,NA,NA
"blackmail",671.411250003118,NA,0.115314151733367,NA,4,NA,163.802768023836,NA,0.569165772333808,NA,NA,NA
"blue",594.021999976118,NA,-0.131208781357155,NA,2,NA,92.5120000238385,NA,0.513002352246655,NA,NA,NA
"boat",541.424250004464,NA,-0.402014593780866,NA,4,NA,49.0127057119801,NA,0.306700308690164,NA,NA,NA
"boston",495.907499976165,NA,-0.890834699315956,NA,2,NA,26.092500023835,NA,0.193892181726001,NA,NA,NA
"bottle",507.013061552258,NA,-0.570308059324445,NA,65,NA,21.8672685668477,NA,0.0694260145642374,NA,NA,NA
"bottom",510.533000009413,NA,-0.540193412929059,NA,66,NA,12.6768703277301,NA,0.0559580293502462,NA,NA,NA
"boy",356,NA,-1.24214622876427,NA,1,NA,NA,NA,NA,NA,NA,NA
"breakfast",507.729969694147,NA,-0.536871252381959,NA,66,NA,12.8573334684456,NA,0.0503013283383413,NA,NA,NA
"bride",364.5,NA,-1.18098754687772,NA,1,NA,NA,NA,NA,NA,NA,NA
"bright",708.73000001788,NA,0.203507662926791,NA,1,NA,NA,NA,NA,NA,NA,NA
"bro",475.032999996018,NA,-0.714871496042055,NA,3,NA,9.70120643278942,NA,0.0444316843009745,NA,NA,NA
"brother",470.624200003641,NA,-0.740364339160515,NA,5,NA,33.0444415404798,NA,0.146893322120826,NA,NA,NA
"bruise",607.239999998982,NA,-0.177520626339322,NA,3,NA,65.5146127422304,NA,0.191160321886351,NA,NA,NA
"build",653.519999997388,NA,0.0711846747717039,NA,5,NA,115.72510152119,NA,0.390560167394797,NA,NA,NA
"building",532.861999988071,NA,-0.593765077191439,NA,3,NA,120.895623464462,NA,0.345335148351179,NA,NA,NA
"bullet",563.708199998259,NA,-0.31694290752549,NA,5,NA,39.6998524362592,NA,0.0834696182784384,NA,NA,NA
"bury",693.719387092484,NA,0.16194267759368,NA,62,NA,31.0551829895612,NA,0.102284157823953,NA,NA,NA
"bus",497.580999998027,NA,-0.737975164914163,NA,3,NA,46.2884479571163,NA,0.139707544531611,NA,NA,NA
"butt",619.478125002619,NA,-0.137058838185952,NA,8,NA,69.791399727879,NA,0.257862362791474,NA,NA,NA
"butter",476.073806983286,NA,-0.7055275000683,NA,57,NA,23.7357741622627,NA,0.0786784562983614,NA,NA,NA
"buyer",513.992714286965,NA,-0.579897100572513,NA,7,NA,54.7651785566568,NA,0.170240980926205,NA,NA,NA
"bye",486.828750016459,NA,-0.775192191514191,NA,4,NA,50.4335338887325,NA,0.28758073641355,NA,NA,NA
"cake",587.448142858451,NA,-0.357203855213694,NA,7,NA,64.3024931264217,NA,0.269732658282452,NA,NA,NA
"calculate",529.647999999928,NA,-0.677728445235015,NA,1,NA,NA,NA,NA,NA,NA,NA
"calm",528.483905406482,NA,-0.469167704025703,NA,74,NA,13.8612912719664,NA,0.0586500315646992,NA,NA,NA
"camping",523.438000000198,NA,0.231170620018129,NA,1,NA,NA,NA,NA,NA,NA,NA
"cap",597.809111086639,NA,-0.307909796704239,NA,9,NA,46.1824862401973,NA,0.13395361101941,NA,NA,NA
"captain",589.384999999951,NA,-0.0649782014742746,NA,1,NA,NA,NA,NA,NA,NA,NA
"cardinal",1434.19999999995,NA,1.56710077199691,NA,1,NA,NA,NA,NA,NA,NA,NA
"cargo",617.500000000058,NA,-0.0019978225795702,NA,2,NA,10.500000000058,NA,0.0417288113112458,NA,NA,NA
"carpet",617.967333335934,NA,-0.0183127033235516,NA,3,NA,35.5150710983678,NA,0.411475293602547,NA,NA,NA
"cartel",784.438000000044,NA,0.848255965036587,NA,3,NA,149.539889549553,NA,0.915234633709139,NA,NA,NA
"cat",391.56000004767,NA,-1.14926620002429,NA,1,NA,NA,NA,NA,NA,NA,NA
"catch",492.133666674606,NA,-0.606389930311846,NA,3,NA,45.6982902977218,NA,0.277014841502982,NA,NA,NA
"cause",908.93500000448,NA,1.17566169094056,NA,1,NA,NA,NA,NA,NA,NA,NA
"centimeter",536.49299992848,NA,-0.522454170639023,NA,1,NA,NA,NA,NA,NA,NA,NA
"cerebral",713.706000023871,NA,0.712777952659292,NA,1,NA,NA,NA,NA,NA,NA,NA
"ceremony",638.443000003967,NA,0.0830797673155373,NA,3,NA,22.6477500534518,NA,0.114740873972203,NA,NA,NA
"chair",533.833333331509,NA,-0.204094050643861,NA,3,NA,117.236994580664,NA,0.659411482060691,NA,NA,NA
"champagne",435.739999999991,NA,-0.997970054275486,NA,1,NA,NA,NA,NA,NA,NA,NA
"championship",608.455597027121,NA,-0.136808076728408,NA,67,NA,23.5652233685732,NA,0.0936781670676981,NA,NA,NA
"chapel",480.929000000178,NA,-0.099058653045394,NA,1,NA,NA,NA,NA,NA,NA,NA
"chase",615.324333333488,NA,0.143885853742201,NA,3,NA,106.797302831678,NA,0.663748533355805,NA,NA,NA
"cheese",494.99260001136,NA,-0.61865429052676,NA,5,NA,23.3560050510294,NA,0.123520452971116,NA,NA,NA
"chest",528.481999999785,NA,0.270354709344983,NA,1,NA,NA,NA,NA,NA,NA,NA
"chew",547.925999999803,NA,0.42140455727013,NA,1,NA,NA,NA,NA,NA,NA,NA
"child",452.200500000007,NA,-0.91825825109561,NA,2,NA,71.3195000000125,NA,0.145797398120398,NA,NA,NA
"childhood",518.474750000023,NA,-0.458296571168758,NA,4,NA,20.1621316886119,NA,0.0513611682576464,NA,NA,NA
"chocolate",451.746000000159,NA,-1.03278251273889,NA,2,NA,18.746000000043,NA,0.0844567853345514,NA,NA,NA
"cigar",1402.07999999995,NA,1.48458362064397,NA,2,NA,345.359999999985,NA,0.887239208943205,NA,NA,NA
"cigarette",505.621249944117,NA,-0.494763105564392,NA,4,NA,33.4526730850197,NA,0.166273363725758,NA,NA,NA
"circus",645.603000000003,NA,-0.142701083515732,NA,1,NA,NA,NA,NA,NA,NA,NA
"city",423,NA,-0.986484234074848,NA,1,NA,NA,NA,NA,NA,NA,NA
"client",478.080000000017,NA,-0.889197445673796,NA,2,NA,74.2999999999885,NA,0.190878715614063,NA,NA,NA
"clinic",491.410000000003,NA,-0.854952314056927,NA,2,NA,9.08999999999651,NA,0.0233524565939628,NA,NA,NA
"close",567.528399990582,NA,-0.332842700758524,NA,65,NA,29.1877995774581,NA,0.100564005494327,NA,NA,NA
"closed",446.159999999974,NA,-0.971200791601252,NA,1,NA,NA,NA,NA,NA,NA,NA
"closure",494,NA,-0.6346405947304,NA,3,NA,26.6333124739176,NA,0.159614429220062,NA,NA,NA
"coffee",554.01000000001,NA,-0.63664108369577,NA,2,NA,16.9899999999905,NA,0.328151867960079,NA,NA,NA
"cold",404.769000000068,NA,-1.11885525118754,NA,3,NA,46.1962703797227,NA,0.0176514753034627,NA,NA,NA
"come",590.870138443641,NA,-0.225458532242993,NA,65,NA,19.5278914275912,NA,0.0714096587704266,NA,NA,NA
"comedy",446.756749996974,NA,-0.841610223781324,NA,4,NA,42.6399847108235,NA,0.212053381817915,NA,NA,NA
"commissioner",454.710000011954,NA,-0.508946134099588,NA,1,NA,NA,NA,NA,NA,NA,NA
"communication",527.93999999106,NA,-0.532422863057087,NA,4,NA,42.5398347538147,NA,0.117090794598938,NA,NA,NA
"community",626.620800000359,NA,-0.378342421843884,NA,5,NA,42.0276427289391,NA,0.1404946389223,NA,NA,NA
"complete",424.612000000023,NA,-1.01376448043138,NA,1,NA,NA,NA,NA,NA,NA,NA
"completely",482,NA,-0.908169088669488,NA,2,NA,56,NA,0.137395692981087,NA,NA,NA
"computer",490.197999999975,NA,-0.52112239014768,NA,1,NA,NA,NA,NA,NA,NA,NA
"concentrate",519.285999985101,NA,-0.454399163333122,NA,3,NA,20.0788510214552,NA,0.109751643980223,NA,NA,NA
"confess",600.068714289539,NA,-0.255781603891939,NA,7,NA,53.9742575828089,NA,0.225231952849728,NA,NA,NA
"confirm",464.080000001457,NA,-0.827107158702731,NA,4,NA,47.2306284300368,NA,0.134545823662863,NA,NA,NA
"confusion",521.908799941605,NA,-0.68140572824862,NA,5,NA,43.3709192960215,NA,0.0454314820263291,NA,NA,NA
"constitution",785.285999998528,NA,0.263642901474464,NA,3,NA,66.8403118581528,NA,0.160007731678742,NA,NA,NA
"content",585.622000000207,NA,-0.261858871953948,NA,1,NA,NA,NA,NA,NA,NA,NA
"continue",445.338333334405,NA,-0.953298661254764,NA,3,NA,26.9468556124871,NA,0.065641019065608,NA,NA,NA
"contrary",538.644500000693,NA,-0.68986858340901,NA,2,NA,104.38050000224,NA,0.345274065154434,NA,NA,NA
"copy",512.96099999774,NA,-0.796648084694349,NA,2,NA,94.4190000022645,NA,0.239625846677349,NA,NA,NA
"corpse",686.940333332338,NA,-0.0764702823824504,NA,3,NA,75.0311847970747,NA,0.153942253410539,NA,NA,NA
"correct",518.802666655159,NA,-0.548308135079031,NA,6,NA,34.3997236713087,NA,0.132247027414215,NA,NA,NA
"cotton",891.239999999991,NA,0.172221802551151,NA,1,NA,NA,NA,NA,NA,NA,NA
"countess",656.348500009685,NA,0.0603745791179676,NA,2,NA,146.866499991797,NA,0.642856714581918,NA,NA,NA
"cousin",531.820000000007,NA,-0.75113792781243,NA,1,NA,NA,NA,NA,NA,NA,NA
"crazy",402.294333325389,NA,-1.03609497016903,NA,3,NA,23.1609319136063,NA,0.0751879298190419,NA,NA,NA
"creativity",445.645999999484,NA,-0.373153066974774,NA,1,NA,NA,NA,NA,NA,NA,NA
"creepy",529.629999995581,NA,-0.711587993650766,NA,1,NA,NA,NA,NA,NA,NA,NA
"crime",445.85900000896,NA,-0.776935330506818,NA,2,NA,6.85900000896049,NA,0.0608984820975251,NA,NA,NA
"criminal",518.759750006051,NA,-0.421840372094341,NA,4,NA,54.8394533323528,NA,0.242410917824121,NA,NA,NA
"crisis",580.862333349263,NA,-0.624179764075086,NA,3,NA,85.373615847466,NA,0.214508184605505,NA,NA,NA
"cruel",520.065999999628,NA,-0.571292397667705,NA,4,NA,59.289691502704,NA,0.118124380354608,NA,NA,NA
"cut",550.161000023829,NA,-0.397309128120181,NA,2,NA,44.201000023866,NA,0.420263841223727,NA,NA,NA
"cute",431.612749989937,NA,-0.897225208870948,NA,4,NA,66.5629815025755,NA,0.197182628524365,NA,NA,NA
"cynical",593.922750000027,NA,-0.255814393636396,NA,4,NA,49.581932805998,NA,0.281173059789512,NA,NA,NA
"dad",461.501499999547,NA,-0.395560495228496,NA,2,NA,75.5014999995475,NA,0.732110213525586,NA,NA,NA
"danger",701.023000000161,NA,0.595535000664592,NA,1,NA,NA,NA,NA,NA,NA,NA
"dangerous",473.023666665045,NA,-0.791668751555351,NA,6,NA,29.5107197737111,NA,0.0440898647134336,NA,NA,NA
"dawn",376.465999999433,NA,-0.910574815558382,NA,1,NA,NA,NA,NA,NA,NA,NA
"dead",488.236599992251,NA,-0.777256586229138,NA,5,NA,53.2366730877745,NA,0.224354416963165,NA,NA,NA
"deaf",538.738000002069,NA,-0.667077880230372,NA,3,NA,31.9319761541257,NA,0.0599391747803606,NA,NA,NA
"decade",739.840000000026,NA,-0.216728904635483,NA,1,NA,NA,NA,NA,NA,NA,NA
"december",526.521999870854,NA,-0.567217640147894,NA,3,NA,52.876446115482,NA,0.227831253084399,NA,NA,NA
"deck",510.409101447525,NA,-0.52948834821937,NA,69,NA,16.3780289633495,NA,0.0674761511826743,NA,NA,NA
"defeat",731.392285713697,NA,0.184501558346655,NA,7,NA,63.2772561297151,NA,0.272138724763656,NA,NA,NA
"defend",486.314249999625,NA,-0.725050718295174,NA,4,NA,28.7495374002951,NA,0.154698151882635,NA,NA,NA
"definition",537.517999979143,NA,-0.394219319400682,NA,2,NA,55.9709999731855,NA,0.339985453993534,NA,NA,NA
"delicious",432.774999809219,NA,-0.79628594680418,NA,1,NA,NA,NA,NA,NA,NA,NA
"democracy",549.922999994053,NA,-0.673875151952175,NA,3,NA,113.339974018826,NA,0.187443987879019,NA,NA,NA
"departure",496.421999999438,NA,0.0212980273593765,NA,1,NA,NA,NA,NA,NA,NA,NA
"description",660.000000000233,NA,-0.746953773790717,NA,1,NA,NA,NA,NA,NA,NA,NA
"destiny",512.496666632651,NA,-0.537610260791476,NA,6,NA,56.2774392106351,NA,0.310179682449338,NA,NA,NA
"detective",603.022846150488,NA,-0.186491472905749,NA,65,NA,16.973675113614,NA,0.060433854258617,NA,NA,NA
"determination",652.997999994084,NA,-0.165108305897449,NA,2,NA,85.002000005916,NA,0.380617031929596,NA,NA,NA
"development",771.396999994045,NA,0.41632597442724,NA,1,NA,NA,NA,NA,NA,NA,NA
"device",538.753750000003,NA,-0.515342854469659,NA,4,NA,61.5697894457683,NA,0.216387295261802,NA,NA,NA
"different",777.559999999998,NA,-0.11982520136552,NA,1,NA,NA,NA,NA,NA,NA,NA
"dignity",474.797999999835,NA,-0.146687053460948,NA,1,NA,NA,NA,NA,NA,NA,NA
"director",482.819000000192,NA,-0.084376272229699,NA,1,NA,NA,NA,NA,NA,NA,NA
"disappearance",683.777999904589,NA,0.116407283566124,NA,1,NA,NA,NA,NA,NA,NA,NA
"disappointment",537.317666635868,NA,-0.368974570473541,NA,3,NA,54.486024685283,NA,0.242238712663904,NA,NA,NA
"discussion",471.690666567321,NA,-0.736784920485727,NA,3,NA,25.4932401913662,NA,0.0410714906080525,NA,NA,NA
"disease",498.697000000102,NA,-0.907684838604897,NA,1,NA,NA,NA,NA,NA,NA,NA
"dismissal",582.703000000329,NA,-0.283546142550129,NA,1,NA,NA,NA,NA,NA,NA,NA
"district",1162,NA,0.481757094613321,NA,1,NA,NA,NA,NA,NA,NA,NA
"disturb",476.483999999997,NA,-0.821406945291156,NA,1,NA,NA,NA,NA,NA,NA,NA
"divine",487.546999999482,NA,-0.517317604925987,NA,2,NA,10.442999999577,NA,0.550796570440536,NA,NA,NA
"division",500.959999999963,NA,-0.830418104984157,NA,1,NA,NA,NA,NA,NA,NA,NA
"doctor",649.412600002392,NA,0.0986378574128603,NA,5,NA,120.733314702045,NA,0.502198962420129,NA,NA,NA
"document",518.832499976153,NA,-0.938279998686052,NA,2,NA,111.167500023846,NA,0.117897288535924,NA,NA,NA
"dollar",501.927369227575,NA,-0.577545244981848,NA,65,NA,14.8572053059576,NA,0.046566546569759,NA,NA,NA
"donation",569.427857144137,NA,-0.456048763655109,NA,7,NA,30.0237110284015,NA,0.158840992819376,NA,NA,NA
"door",393.290999904624,NA,-1.02086312999785,NA,1,NA,NA,NA,NA,NA,NA,NA
"draw",493.655999999086,NA,-0.000189520440136886,NA,1,NA,NA,NA,NA,NA,NA,NA
"dress",476.946600002411,NA,-0.734063895655793,NA,5,NA,15.2181958721519,NA,0.0703859540396902,NA,NA,NA
"driver",583.250000005937,NA,-0.279725122531601,NA,1,NA,NA,NA,NA,NA,NA,NA
"drug",532,NA,-0.570556511371158,NA,1,NA,NA,NA,NA,NA,NA,NA
"duck",476.572157904143,NA,-0.701739702648093,NA,57,NA,15.7281996898116,NA,0.0592068304816502,NA,NA,NA
"dust",537.721650776623,NA,-0.436556555772408,NA,63,NA,20.4317894664131,NA,0.068523522673219,NA,NA,NA
"dusty",509.903999998467,NA,-0.697475174314617,NA,1,NA,NA,NA,NA,NA,NA,NA
"duty",460.440749988076,NA,-0.756130391609494,NA,4,NA,60.6064140770125,NA,0.276699433690051,NA,NA,NA
"dynamite",497.877500000002,NA,-0.51211465774848,NA,2,NA,40.8775000000025,NA,0.149913140935072,NA,NA,NA
"ear",577.028045433694,NA,-0.273259928057982,NA,66,NA,18.1827215094159,NA,0.0723575375113898,NA,NA,NA
"early",473.335545437394,NA,-0.69546678771668,NA,66,NA,15.767696502066,NA,0.0537017657117818,NA,NA,NA
"easy",579.556333319439,NA,-0.542617807024629,NA,3,NA,133.433672196142,NA,0.456597418421703,NA,NA,NA
"eat",462.650999999954,NA,-0.790410128700955,NA,1,NA,NA,NA,NA,NA,NA,NA
"effect",663,NA,-0.739610880155403,NA,1,NA,NA,NA,NA,NA,NA,NA
"effective",548.345000003013,NA,-0.372792268571389,NA,4,NA,31.6869956265803,NA,0.133556151884796,NA,NA,NA
"egg",599.000000000029,NA,-0.89625927772086,NA,1,NA,NA,NA,NA,NA,NA,NA
"election",524.944499998499,NA,-0.752300676348722,NA,2,NA,82.59550000148,NA,0.195689482672144,NA,NA,NA
"electricity",714.212000005471,NA,0.13851281169839,NA,3,NA,76.2919835729317,NA,0.311450841985971,NA,NA,NA
"elegant",550.173999976134,NA,-0.232457451437098,NA,1,NA,NA,NA,NA,NA,NA,NA
"emergency",519.249799997313,NA,-0.590404018857983,NA,5,NA,80.6100745793443,NA,0.273153368498481,NA,NA,NA
"emotional",492.011333331272,NA,-0.68528098237813,NA,3,NA,16.5074056234304,NA,0.110462272853494,NA,NA,NA
"emperor",516.584499952296,NA,-0.476915333703504,NA,2,NA,33.700500047678,NA,0.232122864461035,NA,NA,NA
"energy",556.94680596279,NA,-0.339229231781246,NA,67,NA,21.2744925834307,NA,0.0769331167427122,NA,NA,NA
"engine",530.697312499993,NA,-0.494343366144018,NA,64,NA,18.74975216476,NA,0.0621142795971775,NA,NA,NA
"entrepreneur",832.003399992525,NA,0.498446189097211,NA,5,NA,93.5467796584869,NA,0.22886243260734,NA,NA,NA
"epidemic",551.556999976165,NA,-0.596774752037578,NA,1,NA,NA,NA,NA,NA,NA,NA
"equip",447.087999999465,NA,-0.361950954204511,NA,1,NA,NA,NA,NA,NA,NA,NA
"erection",617.478000000119,NA,-0.0251786074322222,NA,1,NA,NA,NA,NA,NA,NA,NA
"escape",525.350000002625,NA,-0.463769710202919,NA,4,NA,40.5212255739536,NA,0.123824630735912,NA,NA,NA
"evaluation",610.186999999976,NA,-0.159351895069483,NA,1,NA,NA,NA,NA,NA,NA,NA
"event",423.996000000043,NA,-1.01604880032732,NA,1,NA,NA,NA,NA,NA,NA,NA
"eventually",498.619999999995,NA,-0.836429628463711,NA,1,NA,NA,NA,NA,NA,NA,NA
"ever",443.818999999738,NA,-0.74013210798265,NA,5,NA,33.3416599378034,NA,0.284566109689305,NA,NA,NA
"exaggerate",635.300000001987,NA,-0.250868618521293,NA,3,NA,69.2298021297223,NA,0.346615646499099,NA,NA,NA
"excited",560.030636354877,NA,-0.356686861961075,NA,66,NA,20.634703348712,NA,0.0682689225510091,NA,NA,NA
"excuse",502.087000000116,NA,-0.882498183132328,NA,1,NA,NA,NA,NA,NA,NA,NA
"execution",412.560000000056,NA,-1.05752010310351,NA,1,NA,NA,NA,NA,NA,NA,NA
"exhibition",496.781666664678,NA,-0.737059360371169,NA,3,NA,37.7037030547001,NA,0.0247749164411087,NA,NA,NA
"explode",679.42693749928,NA,-0.109731384924697,NA,16,NA,90.0940341578874,NA,0.238620751239091,NA,NA,NA
"explosion",510.776333339338,NA,-0.573034956330275,NA,3,NA,29.8400881883992,NA,0.154584945072275,NA,NA,NA
