"target_word","avgRT_unrelated","avgRT_related","avgZ_RT_unrelated","avgZ_RT_related","samplesize_unrelated","samplesize_related","seRT_unrelated","seRT_related","seZ_RT_unrelated","seZ_RT_related","avgRT_prime","avgZ_prime"
"army",NA,753.845428605914,NA,-0.321020462546569,NA,7,NA,128.144077269904,NA,0.145915568805059,NA,NA
"arrest",NA,602.808000001474,NA,-0.421980835973073,NA,2,NA,50.171999998507,NA,0.0744863077894663,NA,NA
"arrogance",964.944800116215,1638.24999999976,0.31572031073441,1.10462617945518,5,2,141.354829611037,547.832999999865,0.416375056836811,1.06185121764968,-673.30519988355,-0.788905868720765
"artery",NA,827.71143749162,NA,0.0992314682458285,NA,16,NA,107.752242044327,NA,0.191163405304601,NA,NA
"artillery",NA,800.896516138263,NA,0.38131272023689,NA,31,NA,49.3726047989289,NA,0.139584080022584,NA,NA
"ask",466.380000000354,NA,-0.756007988247854,NA,1,NA,NA,NA,NA,NA,NA,NA
"assassin",762.503916713778,NA,0.149737297351518,NA,12,NA,64.7424603571525,NA,0.189706409075791,NA,NA,NA
"assist",1541.6810000015,NA,2.16132320171782,NA,1,NA,NA,NA,NA,NA,NA,NA
"assistance",791.615500011191,718.691250002215,-0.597517949677475,-0.19396071346987,4,4,227.671041491822,96.0164293454308,0.162959370157465,0.193740664863243,72.924250008976,-0.403557236207605
"assistant",NA,658.986931812045,NA,-0.285398110769595,NA,44,NA,54.100069260572,NA,0.0893143701416345,NA,NA
"assumption",613.221000047692,NA,-0.460291628505649,NA,1,NA,NA,NA,NA,NA,NA,NA
"atlantic",NA,700.346562500199,NA,-0.142723086385076,NA,16,NA,68.0208590306871,NA,0.14406703803467,NA,NA
"atmosphere",709.102000008715,583.802000001539,-0.074569344924553,-0.37210586963555,16,1,43.4212149238438,NA,0.11035262220962,NA,125.300000007176,0.297536524710997
"attack",NA,577.87188236703,NA,-0.619952555761937,NA,17,NA,35.738513263273,NA,0.0824870853423101,NA,NA
"attacker",681.001666738186,NA,-0.0115409810243528,NA,3,NA,28.3763189191717,NA,0.275036520167706,NA,NA,NA
"attempt",896.152000012663,726.254812495299,-0.162338209788592,-0.173732021924742,4,16,206.437434156578,61.0107115027712,0.746949209313993,0.114552969459894,169.897187517364,0.0113938121361502
"attitude",560.674999999988,1198.0399999998,-0.617212000243707,0.251377973301758,1,1,NA,NA,NA,NA,-637.364999999812,-0.868589973545465
"audience",739.059673939308,NA,0.0291089178365431,NA,46,NA,50.6999672667941,NA,0.11353794349319,NA,NA,NA
"autumn",775.190902460776,477.991999999969,0.0895182265282997,-0.794318101432217,41,1,69.85136357529,NA,0.129582195699168,NA,297.198902460807,0.883836327960517
"bacon",553.710999997042,629.742666607063,-0.492177585623676,-0.520256321040537,1,3,NA,80.9402002315864,NA,0.304982909255746,-76.031666610021,0.0280787354168607
"bag",NA,770.214999999967,NA,-0.577864692238489,NA,1,NA,NA,NA,NA,NA,NA
"band",NA,481.468500053626,NA,-0.621311878447886,NA,4,NA,33.3288279462455,NA,0.163200831164702,NA,NA
"bar",581.401999999827,780.697999998521,-0.364146207409143,-0.729059965929749,2,4,76.2099999987405,205.167305532629,0.286563396342681,0.33038895521672,-199.295999998693,0.364913758520606
"baseball",769.845249955338,610.114199991458,-0.0471968158790642,-0.478008724043967,4,30,134.252453490595,53.7313482001091,0.326067110991774,0.129696819675997,159.73104996388,0.430811908164903
"battalion",NA,771.89979999151,NA,0.403845731175295,NA,10,NA,64.9780696470073,NA,0.242762141524238,NA,NA
"battlefield",920.63050000038,NA,0.442240115969409,NA,2,NA,181.65950000036,NA,0.526999130752499,NA,NA,NA
"beard",456.95325003576,184.055000001448,-0.751605135254923,-1.52196610435022,4,1,59.7645590468147,NA,0.0597983033538474,NA,272.898250034312,0.770360969095296
"beautiful",582.362888924254,462.487750035769,-0.596949295496512,-0.725477478232998,18,4,34.5370080080349,25.6042196673789,0.0797477573920497,0.133395530444864,119.875138888485,0.128528182736486
"beauty",468.167727270566,NA,-0.73962850003018,NA,11,NA,13.7079059123865,NA,0.0821483777841515,NA,NA,NA
"bedroom",571.003999999957,519.328666661449,-0.42317355835232,-0.551060788740476,1,12,NA,28.7073089496975,NA,0.0985876262474423,51.6753333385082,0.127887230388156
"beer",502.738600053056,652.025888886587,-0.729702716530073,-0.660632909867615,5,9,126.9326301921,93.046026001797,0.264445295414216,0.0708896365018582,-149.287288833531,-0.0690698066624575
"billion",692.320400017284,524.51364285741,-0.0980123730168856,-0.666804961560559,5,42,95.8526727311253,24.3957318128232,0.351461058497255,0.0654224157532233,167.806757159873,0.568792588543673
"biological",NA,657.851000000024,NA,-0.32701114708306,NA,1,NA,NA,NA,NA,NA,NA
"biology",579.91740006198,NA,-0.374756841713052,NA,5,NA,74.8548089205352,NA,0.145695277449918,NA,NA,NA
"bird",NA,789.135749989596,NA,-0.662674938537395,NA,4,NA,207.534267553667,NA,0.25616991532579,NA,NA
"birthday",615.693904761764,825.77238460009,-0.371262596724167,0.40727360293428,42,13,33.8470203390331,61.5242312168353,0.0619924015366459,0.227172266054326,-210.078479838326,-0.778536199658447
"black",733.790399994457,NA,-0.256017808128987,NA,20,NA,82.0707202952163,NA,0.155940508941831,NA,NA,NA
"blackmail",685.023999999976,760.974000000017,-0.16281876895291,-0.396128865643549,1,2,NA,132.654000000009,NA,0.0574725531921398,-75.9500000000405,0.233310096690638
"blue",550.703294162659,NA,-0.654034836590482,NA,17,NA,26.5843998724533,NA,0.082856246856636,NA,NA,NA
"boat",619.242000004975,884.661833335083,-0.565701797501118,-0.0577070866488283,3,6,34.8642941959892,198.24013318966,0.0689192447634116,0.487319432549255,-265.419833330108,-0.507994710852289
"book",NA,484.84899997618,NA,-0.843654433546788,NA,1,NA,NA,NA,NA,NA,NA
"boss",492.478617046606,NA,-0.768850779591857,NA,47,NA,18.6848265821719,NA,0.0493334114913337,NA,NA,NA
"boston",NA,576.358064553633,NA,-0.467687974822346,NA,31,NA,21.0215114281328,NA,0.0772391804506231,NA,NA
"bottle",557.134399993048,589.472000000766,-0.486992608143125,-0.42205486178738,40,1,18.8711358169929,NA,0.0656056069157972,NA,-32.3376000077177,-0.0649377463557451
"bottom",573.984705902266,550.932068194069,-0.530417732400719,-0.600314082677606,17,44,52.3579041927206,28.0191678052665,0.193842351058725,0.0438178494244521,23.0526377081966,0.0698963502768867
"boy",615.880000000005,734.533750010464,-0.507128171459918,-0.892182634548141,1,4,NA,206.744499057892,NA,0.149091333866113,-118.653750010459,0.385054463088222
"brave",NA,580.713249993705,NA,-0.395303792522198,NA,12,NA,59.1468170871917,NA,0.171252623778633,NA,NA
"break",574.728133355989,459.895500023849,-0.680533931623455,-0.735739149240863,15,4,106.97048972885,89.0248811558168,0.219045015776809,0.145673622606916,114.83263333214,0.0552052176174077
"bride",NA,463.012000001501,NA,-0.765145496205577,NA,1,NA,NA,NA,NA,NA,NA
"bright",NA,642.651750032809,NA,-0.168769644240272,NA,12,NA,79.0635712501745,NA,0.228784978086903,NA,NA
"bro",602.414925014808,NA,-0.328170006392598,NA,40,NA,27.3799763077816,NA,0.0920294954955669,NA,NA,NA
"brother",504.159600031931,510.032000023813,-0.802120458339296,-0.768449361317379,15,1,23.5070566928996,NA,0.0494875232804234,NA,-5.87239999188228,-0.0336710970219168
"bruise",1318.34199999995,679.016937494604,0.484556378373893,-0.0604277205039198,1,16,NA,48.9376036558686,NA,0.153137951111626,639.325062505346,0.544984098877813
"building",517.122999996995,NA,-0.638174194042229,NA,1,NA,NA,NA,NA,NA,NA,NA
"bury",753.838250029816,NA,0.179802282168116,NA,4,NA,190.674109693011,NA,0.329220947845819,NA,NA,NA
"bus",503.583800038113,617.738090921278,-0.657932381550432,-0.272227689622324,5,11,36.7373065538665,54.3640382144553,0.116229582190887,0.126828269675731,-114.154290883165,-0.385704691928108
"business",NA,637.758048790744,NA,-0.343456917613927,NA,41,NA,66.5356903133124,NA,0.127638390035816,NA,NA
"butt",536.71255263107,556.479999976116,-0.548673516455239,-0.629739708586673,38,1,22.9845606478401,NA,0.0693881901568165,NA,-19.7674473450459,0.0810661921314348
"butter",606.542692329761,549.541000063085,-0.43494799621278,-0.708726258908785,13,3,42.3997835244556,11.2405550260586,0.074785307125017,0.062623322803426,57.0016922666763,0.273778262696005
"buyer",NA,917.268333396913,NA,0.365094738144177,NA,3,NA,382.048303754794,NA,0.768961346109368,NA,NA
"bye",527.359999999986,567.44158827912,-0.888011462641354,-0.615438339801664,1,17,NA,44.9983747420223,NA,0.114637946841176,-40.0815882791339,-0.272573122839691
"cake",568.061999999918,621.022833396603,-0.969692875647742,-0.408848369049383,1,6,NA,97.5852909816477,NA,0.285955295420764,-52.9608333966846,-0.560844506598359
"calculate",665,611.739461568032,-0.068390609794058,-0.271269884939428,1,13,NA,35.034631178561,NA,0.0962463003290104,53.260538431968,0.20287927514537
"calm",505.637999992294,666.841047643209,-0.594828602659148,-0.0841641470569284,11,42,31.3084257669478,27.6561952328408,0.0938120373547683,0.112833377445443,-161.203047650915,-0.510664455602219
"camping",756.308416710075,721.447750029793,0.0539549706298022,0.121429273632113,12,4,80.7535620245007,171.313756523154,0.244645356400343,0.510967670054666,34.8606666802814,-0.0674743030023106
"cancer",592.048999999999,NA,-0.523518479548659,NA,1,NA,NA,NA,NA,NA,NA,NA
"cap",666.982604669846,645.27625004173,-0.164541637677782,0.0414011606641901,43,4,38.5097089249676,120.13347434331,0.115833450970444,0.448069746411158,21.7063546281154,-0.205942798341973
"capitalism",NA,562.776250011957,NA,-0.358430062928418,NA,4,NA,52.6477041044288,NA,0.0424334999015515,NA,NA
"cardinal",NA,705.048333360327,NA,-0.0727811152609594,NA,36,NA,48.4751147619851,NA,0.120340129786205,NA,NA
"carpet",NA,792.562750004464,NA,-0.612563324601598,NA,4,NA,229.248404053315,NA,0.150087222562013,NA,NA
"cartel",NA,610.659500000009,NA,-0.0761192565460674,NA,2,NA,17.659500000009,NA,0.247890333493781,NA,NA
"castle",NA,511.381487185422,NA,-0.679504198822493,NA,39,NA,19.6092758126883,NA,0.0400902073627942,NA,NA
"cat",NA,454.623307708601,NA,-0.816005315808796,NA,13,NA,17.3776613966667,NA,0.0596436630178841,NA,NA
"catch",NA,589.914000012609,NA,-0.590321660974555,NA,15,NA,64.8214194025561,NA,0.0694511280955359,NA,NA
"cause",731.129750052526,NA,-0.377903897264399,NA,4,NA,265.676856341212,NA,0.428632812724551,NA,NA,NA
"cemetery",824.713909084295,NA,0.472758489663918,NA,11,NA,61.5572881125745,NA,0.198719545939072,NA,NA,NA
"centimeter",NA,1024.56960000715,NA,0.00604659994837071,NA,5,NA,252.724533922898,NA,0.366504990226377,NA,NA
"cerebral",NA,723.84699999704,NA,0.186713826037708,NA,1,NA,NA,NA,NA,NA,NA
"ceremony",919.091000000005,NA,0.137411961559648,NA,3,NA,129.457963495234,NA,0.248210456160897,NA,NA,NA
"chair",361.56300000078,521.303162811152,-1.04038036708602,-0.634050223964907,1,43,NA,16.8589715392692,NA,0.0463057425815736,-159.740162810372,-0.406330143121117
"champagne",594.917166665826,NA,-0.406657847627574,NA,42,NA,35.6443871257494,NA,0.0895400980145411,NA,NA,NA
"championship",1053.26309092676,NA,0.744022394191109,NA,11,NA,139.948114837963,NA,0.333352167735496,NA,NA,NA
"chapel",NA,475.977999999988,NA,-0.724084916309606,NA,4,NA,63.0968083609037,NA,0.165139546526416,NA,NA
"charming",832.604999999981,493.889538470029,-0.456935691121004,-0.677851132222405,1,13,NA,25.8140546509357,NA,0.0974241112271314,338.715461529952,0.220915441101401
"chase",548.894526335236,NA,-0.556998428045284,NA,38,NA,26.9203288565245,NA,0.0643370123113378,NA,NA,NA
"cheek",808.668533338442,674.007500000007,0.0895657924019834,-0.00219541632109051,15,4,81.0349949171115,95.2542469197502,0.137892641165595,0.184694426448144,134.661033338435,0.091761208723074
"cheese",NA,731.217599993723,NA,-0.729077046811788,NA,5,NA,164.737872877542,NA,0.233339235790107,NA,NA
"chef",556.573636371767,NA,-0.395889893122971,NA,11,NA,21.4226547160883,NA,0.0778217802968218,NA,NA,NA
"chest",605.358294123654,766.204000000726,-0.473011147905307,-0.740041431462983,17,4,38.5140550162125,215.821538052754,0.0780096401505727,0.0775987052252482,-160.845705877072,0.267030283557677
"chew",346.573000001139,NA,-1.0810487887991,NA,1,NA,NA,NA,NA,NA,NA,NA
"child",506.218055566085,NA,-0.692802992165182,NA,54,NA,16.9955480477948,NA,0.0468595220308118,NA,NA,NA
"childhood",NA,575.508000000994,NA,-0.415409530640067,NA,9,NA,37.8625964100684,NA,0.167139491620486,NA,NA
"chocolate",780.976600028645,918.477999996976,0.0172279271063744,0.963347309504024,5,1,202.973517043467,NA,0.294005837534206,NA,-137.501399968331,-0.946119382397649
"christian",773.36933342967,NA,-0.237616218873631,NA,6,NA,132.761916421421,NA,0.24901696776593,NA,NA,NA
"cigar",NA,578.218500047689,NA,-0.251340651047043,NA,4,NA,38.7280903274012,NA,0.128683925792734,NA,NA
"cigarette",610.06953336522,646.962820519113,-0.522827819587035,-0.346317872764386,15,39,48.1631656208738,31.2359053378969,0.111246530443279,0.071159169528484,-36.8932871538934,-0.176509946822649
"circus",NA,550.964162172039,NA,-0.548137175628672,NA,37,NA,23.1208162401883,NA,0.0559441282793991,NA,NA
"city",NA,462.795818190479,NA,-0.719915383365816,NA,11,NA,17.3665467716325,NA,0.0817750010222188,NA,NA
"civilization",946.795714289781,NA,0.273180127739849,NA,7,NA,112.523490842381,NA,0.203194111832583,NA,NA,NA
"classic",NA,266.224000000046,NA,-1.29903858308506,NA,1,NA,NA,NA,NA,NA,NA
"client",NA,513.437000023841,NA,-0.758280863900118,NA,1,NA,NA,NA,NA,NA,NA
"clinic",NA,705.578999993242,NA,-0.208619391918803,NA,16,NA,83.0879802842995,NA,0.209787992889289,NA,NA
"close",533.918000000762,524.236600031483,-0.572774908478671,-0.753844474721531,1,15,NA,50.235909357528,NA,0.123683018408437,9.68139996927948,0.18106956624286
"closed",523.281090913163,NA,-0.548803791134696,NA,11,NA,22.2563894816942,NA,0.076191844852008,NA,NA,NA
"closet",NA,566.932416678348,NA,-0.373413166341997,NA,12,NA,29.1315466632877,NA,0.0871804045631817,NA,NA
"closure",608.001333346988,NA,-0.247603554302674,NA,12,NA,53.6234376758056,NA,0.144811216888761,NA,NA,NA
"coast",766.563214344313,NA,0.0984792306823261,NA,14,NA,60.0110499944625,NA,0.152735959092721,NA,NA,NA
"coffee",568.866000001435,NA,-0.477959698199154,NA,1,NA,NA,NA,NA,NA,NA,NA
"cognac",876.440800002683,NA,0.852994851388039,NA,5,NA,43.3792119159402,NA,0.267445165419087,NA,NA,NA
"cold",463.551250041739,430.244500065572,-0.728513471096796,-0.813895434177358,4,4,51.0539238169166,34.7455282562889,0.0641688776182272,0.143354207110012,33.3067499761672,0.085381963080562
"collapse",848.636000077914,NA,0.185154734826621,NA,5,NA,94.7238352710952,NA,0.347842840615592,NA,NA,NA
"colonel",NA,465.618000001065,NA,-0.758075322291696,NA,1,NA,NA,NA,NA,NA,NA
"come",693.143333349299,NA,-0.419120793107923,NA,3,NA,242.880785048456,NA,0.348513886776524,NA,NA,NA
"committee",NA,1426.35400000151,NA,1.71856816090995,NA,1,NA,NA,NA,NA,NA,NA
"communication",NA,1639.66400000011,NA,1.10736690084677,NA,1,NA,NA,NA,NA,NA,NA
"communist",559.894250029814,881.700000000012,-0.404260457548507,0.636640428425196,4,1,72.9048877630005,NA,0.217895350680764,NA,-321.805749970198,-1.0409008859737
"community",579.477599999983,571.47800000303,-0.537295838824806,-0.421282162461893,5,1,112.001004976073,NA,0.123368906483836,NA,7.99959999695295,-0.116013676362913
"compassion",NA,1294.5419999999,NA,0.438425424269044,NA,1,NA,NA,NA,NA,NA,NA
"completely",654.905815797232,NA,-0.128814950443851,NA,38,NA,41.8389666698064,NA,0.130874565308212,NA,NA,NA
"computer",NA,400.118999999948,NA,-1.10505369472418,NA,1,NA,NA,NA,NA,NA,NA
"concert",NA,518.224000023867,NA,-0.503376440578636,NA,2,NA,56.224000023838,NA,0.490098162003528,NA,NA
"confess",688.262538484119,542.745999998529,-0.0588381277552321,-0.535931078875297,13,1,65.064796238406,NA,0.171304710153219,NA,145.51653848559,0.477092951120064
"confirm",806.867249997754,669.767000015903,-0.586792421283801,0.0587729818715036,4,3,218.078787310199,18.8187242590086,0.157415561660689,0.247807845096943,137.100249981852,-0.645565403155305
"confusion",584.396500047675,NA,-0.18727604188345,NA,2,NA,16.3965000476745,NA,0.264494046733204,NA,NA,NA
"connection",NA,762.98350001342,NA,-0.751798009743929,NA,4,NA,209.098963478536,NA,0.0463875882633683,NA,NA
"constantly",732.15700000152,NA,-0.0349452051963345,NA,1,NA,NA,NA,NA,NA,NA,NA
"content",1035.81299999997,NA,-0.0630626271832745,NA,1,NA,NA,NA,NA,NA,NA,NA
"continue",479.663999998476,550.758348854787,-0.78764634213798,-0.550030241940387,1,43,NA,24.7164500634661,NA,0.0563097900033531,-71.0943488563106,-0.237616100197593
"contrary",694.816666708017,792.470000010425,-0.172586200111486,-0.157689364653635,12,6,70.4560864478723,171.672842698861,0.144854543992536,0.199657385281032,-97.6533333024073,-0.0148968354578504
"convent",924.62788891967,679.550937546501,0.63975388088665,-0.211690743509445,9,16,169.684371690817,36.0189883668149,0.314941405989526,0.117666370813463,245.076951373169,0.851444624396095
"cool",626.949000000022,475.440660006458,-0.855553653195164,-0.792751807105229,1,50,NA,17.153972591334,NA,0.0424681067316128,151.508339993565,-0.0628018460899353
"corporation",931.32733335593,827.745600022554,0.220468558597092,0.429423617778731,6,15,255.625569165642,74.895804363586,0.402027877103948,0.216262371755878,103.581733333376,-0.208955059181639
"corpse",636.179000047676,598.4360000015,-0.391731169268234,-0.313712014612354,1,1,NA,NA,NA,NA,37.743000046176,-0.0780191546558802
"correct",NA,530.523999997065,NA,-0.584700362473826,NA,1,NA,NA,NA,NA,NA,NA
"countess",619.059999999998,NA,-0.423876927421334,NA,1,NA,NA,NA,NA,NA,NA,NA
"cousin",658.916000023833,635.965764719647,-0.323830691872664,-0.36450027361956,1,17,NA,45.7888755503042,NA,0.1338443144374,22.9502353041861,0.0406695817468959
"cowboy",NA,586.446076945079,NA,-0.323376603552343,NA,13,NA,28.6571687126592,NA,0.113713789032058,NA,NA
"crazy",895.949999999721,481.42233336519,-0.334155637013713,-0.722575913235551,1,6,NA,59.7175335604763,NA,0.154112208714407,414.527666634531,0.388420276221837
"creature",512.448999999993,NA,-0.536616823160032,NA,2,NA,66.448999999993,NA,0.538624498511436,NA,NA,NA
"creepy",579.488999997033,528.063727302689,-0.389315976030167,-0.580472865582517,1,11,NA,17.1907545531505,NA,0.0418857452823573,51.4252726943445,0.19115688955235
"crime",606.288133353092,NA,-0.388211628311614,NA,15,NA,34.9249756400801,NA,0.096532957063703,NA,NA,NA
"criminal",674.005500001134,696.360681830718,-0.209652878156113,-0.111763839889293,2,44,167.880499999621,55.2366792390619,0.472406488585515,0.101878983569277,-22.3551818295836,-0.0978890382668198
"crisis",NA,721.694800032326,NA,-0.147313942001533,NA,15,NA,54.9160942590165,NA,0.125500145691203,NA,NA
"cruel",803.83800000213,NA,-0.186679566787469,NA,7,NA,121.331142172294,NA,0.171546881226707,NA,NA,NA
"cruelty",NA,886.784999999995,NA,0.744881087041839,NA,3,NA,307.106467330689,NA,1.1630085846667,NA,NA
"cut",NA,593.675414651431,NA,-0.364740956530434,NA,41,NA,35.6758799319996,NA,0.121699967907982,NA,NA
"dad",565.183999998495,399.068000001134,-0.446397026735624,-0.938627921695776,1,1,NA,NA,NA,NA,166.115999997361,0.492230894960152
"dance",479.324000001419,NA,-0.720890439834914,NA,1,NA,NA,NA,NA,NA,NA,NA
"danger",530.494999999995,NA,-0.707339827571268,NA,1,NA,NA,NA,NA,NA,NA,NA
"dangerous",NA,795.478749999995,NA,-0.687980002411088,NA,4,NA,165.802271588467,NA,0.244434285998999,NA,NA
"dawn",906.962666799285,655.895000000135,0.0894874236866315,-0.297854430071289,3,2,66.0005988986135,11.895000000135,0.0332390868029721,0.0882791848136436,251.06766679915,0.38734185375792
"dead",447.17250004768,498.568000000669,-0.797554739593259,-0.99791708469286,4,2,43.2946093956858,87.3429999991785,0.121665184025633,0.062820486348162,-51.3954999529885,0.2003623450996
"deaf",582.22022223664,914.75480001013,-0.255204969364953,-0.00230573735871729,9,5,50.4731884847895,156.102126027897,0.225230471310728,0.470673604893135,-332.534577773489,-0.252899232006235
"decade",2476.62300000014,NA,2.72962392675268,NA,1,NA,NA,NA,NA,NA,NA,NA
"deck",677.482023289517,666.27100004768,-0.0931855214733223,-0.301866140111775,43,1,27.0705651000799,NA,0.0825844435274947,NA,11.211023241837,0.208680618638453
"defeat",NA,864.394600082514,NA,0.180938767929875,NA,5,NA,104.107163667542,NA,0.266163877745981,NA,NA
"defend",330.435000001453,492.558000047691,-1.12483177676498,-0.820632716273313,1,1,NA,NA,NA,NA,-162.123000046238,-0.304199060491667
"definition",690.035999963642,NA,-0.238864372223885,NA,5,NA,61.097944721487,NA,0.121339791524764,NA,NA,NA
"delicious",1080.28500000155,NA,0.909538871819659,NA,1,NA,NA,NA,NA,NA,NA,NA
"democracy",733.512000000337,NA,-0.0312690403281274,NA,1,NA,NA,NA,NA,NA,NA,NA
"demonstration",NA,1039.53599999985,NA,-0.0558464279342639,NA,1,NA,NA,NA,NA,NA,NA
"departure",NA,638.900750023866,NA,-0.112149023994326,NA,4,NA,77.44957178004,NA,0.0836210131934307,NA,NA
"depression",707.298800045578,NA,-0.162871713434188,NA,5,NA,94.029682529944,NA,0.298175005995485,NA,NA,NA
"description",671.833200042915,NA,-0.095481377755867,NA,5,NA,87.7357583386137,NA,0.250241228444855,NA,NA,NA
"destiny",710.136857163099,NA,-0.11787212596803,NA,28,NA,50.5796153069077,NA,0.131121438514789,NA,NA,NA
"destruction",900.829555587183,863.126499991049,0.0458271885952712,-0.385185470780029,9,4,114.499648716377,161.846017889731,0.129238398164296,0.316987794531879,37.7030555961339,0.4310126593753
"determination",638.881714293696,528.311999997008,-0.0922069827593725,-0.593526876572157,14,1,35.7924490848854,NA,0.142565447763056,NA,110.569714296688,0.501319893812785
"development",890.025999976147,NA,0.366343004925864,NA,1,NA,NA,NA,NA,NA,NA,NA
"device",680.590933354741,569.525416675344,-0.0802729960266278,-0.399103783541551,45,12,33.5787447106506,31.3445907015462,0.0892646948094343,0.0959891308530622,111.065516679398,0.318830787514923
"devil",885.42900000012,568.607000001124,-0.354548232312776,-0.478662374732616,1,1,NA,NA,NA,NA,316.821999998996,0.12411414241984
"devotion",982.076000000001,702.098909085489,0.6430942401867,-0.0427279804308601,1,11,NA,71.9630992685038,NA,0.192776703166245,279.977090914512,0.68582222061756
"different",855.216500011915,NA,0.711170971095143,NA,2,NA,325.216500011915,NA,1.35713701754854,NA,NA,NA
"dignity",776.034166687401,NA,-0.00537495433533903,NA,18,NA,64.961823610779,NA,0.175976683204801,NA,NA,NA
"directly",NA,470.712000003085,NA,-0.823367388324935,NA,1,NA,NA,NA,NA,NA,NA
