native_language_translated,freq.n_lang
Basque,0.00381723098064664
Bisaya,0.00381723098064664
British Sign Language,0.00381723098064664
Cape Verdean Creole,0.00381723098064664
Chaoshan,0.00381723098064664
Chechen,0.00381723098064664
Chuukese,0.00381723098064664
Chuvash,0.00381723098064664
Finnish,0.00381723098064664
Galician,0.00381723098064664
Ganda,0.00381723098064664
Georgian,0.00381723098064664
German-Swiss,0.00381723098064664
Gorani,0.00381723098064664
Hakka Chinese,0.00381723098064664
Kiswahil,0.00381723098064664
Komi,0.00381723098064664
Konkani,0.00381723098064664
Lezgian,0.00381723098064664
Maithili,0.00381723098064664
Moksha,0.00381723098064664
Moroccan,0.00381723098064664
"Multiple: Amharic, English",0.00381723098064664
"Multiple: Arabic, English",0.00381723098064664
"Multiple: Creole, French",0.00381723098064664
"Multiple: Danish, English",0.00381723098064664
"Multiple: Danish, Faroese",0.00381723098064664
"Multiple: Danish, Italian",0.00381723098064664
"Multiple: Danish, Swedish",0.00381723098064664
"Multiple: Dutch, Turkish",0.00381723098064664
"Multiple: English, Bosnian",0.00381723098064664
"Multiple: English, Chinese",0.00381723098064664
"Multiple: English, German",0.00381723098064664
"Multiple: English, Gujarati",0.00381723098064664
"Multiple: English, Gujurati",0.00381723098064664
"Multiple: English, Hindi",0.00381723098064664
"Multiple: English, Irish",0.00381723098064664
"Multiple: English, Korean",0.00381723098064664
"Multiple: English, Mandarin",0.00381723098064664
"Multiple: English, Marathi",0.00381723098064664
"Multiple: English, Portuguese",0.00381723098064664
"Multiple: Fijian, Hindi",0.00381723098064664
"Multiple: Finnish, Dutch",0.00381723098064664
"Multiple: French, English",0.00381723098064664
"Multiple: French, German",0.00381723098064664
"Multiple: German, Azerbaijanese",0.00381723098064664
"Multiple: German, Bosnian",0.00381723098064664
"Multiple: German, Danish",0.00381723098064664
"Multiple: German, Farsi",0.00381723098064664
"Multiple: German, Greek",0.00381723098064664
"Multiple: German, Kinyarwanda",0.00381723098064664
"Multiple: German, Kotokoli",0.00381723098064664
"Multiple: German, Mandarin",0.00381723098064664
"Multiple: German, Norwegian",0.00381723098064664
"Multiple: German, Serbian",0.00381723098064664
"Multiple: German, Slovenian",0.00381723098064664
"Multiple: German, Tamil",0.00381723098064664
"Multiple: German,Turkish",0.00381723098064664
"Multiple: Greek, Albanian",0.00381723098064664
"Multiple: Greek, Arabic",0.00381723098064664
"Multiple: Greek, Dutch",0.00381723098064664
"Multiple: Greek, English",0.00381723098064664
"Multiple: Hebrew, English",0.00381723098064664
"Multiple: Hindi, English",0.00381723098064664
"Multiple: Hungarian, Romanian",0.00381723098064664
"Multiple: Hungarian, Russian",0.00381723098064664
"Multiple: Indonesian, English",0.00381723098064664
"Multiple: Italian, French",0.00381723098064664
"Multiple: Italian, German",0.00381723098064664
"Multiple: Italian, Korean",0.00381723098064664
"Multiple: Italian, Romanian",0.00381723098064664
"Multiple: Italian, Slovenian",0.00381723098064664
"Multiple: Korean, English",0.00381723098064664
"Multiple: Kotokoli, German",0.00381723098064664
"Multiple: Latvian, Russian",0.00381723098064664
"Multiple: Mandarin, Romanian",0.00381723098064664
"Multiple: Portuguese, Spanish",0.00381723098064664
"Multiple: Portuguese-Brazilian, Japanese",0.00381723098064664
"Multiple: Romanian, German",0.00381723098064664
"Multiple: Romanian, Italian",0.00381723098064664
"Multiple: Russian, Swedish",0.00381723098064664
"Multiple: Russian, Turkish",0.00381723098064664
"Multiple: Serbian, Montenegrin",0.00381723098064664
"Multiple: Shona, English",0.00381723098064664
"Multiple: Slovenian, Italian",0.00381723098064664
"Multiple: Spanish, Galician",0.00381723098064664
"Multiple: Tamil, German",0.00381723098064664
"Multiple: Vietnamese, German",0.00381723098064664
Papiamento,0.00381723098064664
Pashto,0.00381723098064664
Persian,0.00381723098064664
Pular,0.00381723098064664
Scottish,0.00381723098064664
Sindhi,0.00381723098064664
Somali,0.00381723098064664
Swiss German,0.00381723098064664
Tigrinya,0.00381723098064664
Tlicho,0.00381723098064664
Turkis,0.00381723098064664
Turkmen,0.00381723098064664
Tuvan,0.00381723098064664
Twi,0.00381723098064664
Waray,0.00381723098064664
Welsh,0.00381723098064664
Xhosa,0.00381723098064664
Zomi,0.00381723098064664
