native_language_translated,freq.n_lang
Catalan,0.00794817788022096
Ibo,0.00794817788022096
Ilocano,0.00794817788022096
Kabyle,0.00794817788022096
Khmer,0.00794817788022096
Latvian,0.00794817788022096
Mari,0.00794817788022096
Mongolian,0.00794817788022096
"Multiple: Albanian, German",0.00794817788022096
"Multiple: Arabic, German",0.00794817788022096
"Multiple: Catalan, Spanish",0.00794817788022096
"Multiple: Chinese, Spanish",0.00794817788022096
"Multiple: Danish, Bosnian",0.00794817788022096
"Multiple: English, Romanian",0.00794817788022096
"Multiple: English, Spanish",0.00794817788022096
"Multiple: English, Urdu",0.00794817788022096
"Multiple: German, Albanian",0.00794817788022096
"Multiple: Greek, German",0.00794817788022096
"Multiple: Portuguese, English",0.00794817788022096
"Multiple: Punjabi, German",0.00794817788022096
"Multiple: Russian, Czech",0.00794817788022096
"Multiple: Spanish, Basque",0.00794817788022096
"Multiple: Spanish, Portuguese",0.00794817788022096
"Multiple: Turkish, English",0.00794817788022096
"Multiple: Urdu, English",0.00794817788022096
Serbo-Croatian,0.00794817788022096
Sinhala,0.00794817788022096
Tajik,0.00794817788022096
Tamil,0.00794817788022096
Uzbek,0.00794817788022096
Valencian Spanish,0.00794817788022096
Aramaic,0.00397408894011048
Assyrian,0.00397408894011048
Bashkir,0.00397408894011048
Basque,0.00397408894011048
Bisaya,0.00397408894011048
British Sign Language,0.00397408894011048
Cape Verdean Creole,0.00397408894011048
Chaoshan,0.00397408894011048
Chechen,0.00397408894011048
Chuukese,0.00397408894011048
Chuvash,0.00397408894011048
Finnish,0.00397408894011048
Galician,0.00397408894011048
Ganda,0.00397408894011048
Georgian,0.00397408894011048
German-Swiss,0.00397408894011048
Gorani,0.00397408894011048
Hakka Chinese,0.00397408894011048
Kabardian,0.00397408894011048
Komi,0.00397408894011048
Konkani,0.00397408894011048
Lezgian,0.00397408894011048
Maithili,0.00397408894011048
Moksha,0.00397408894011048
Moroccan,0.00397408894011048
"Multiple: Amharic, English",0.00397408894011048
"Multiple: Arabic, English",0.00397408894011048
"Multiple: Creole, French",0.00397408894011048
"Multiple: Danish, English",0.00397408894011048
"Multiple: Danish, Faroese",0.00397408894011048
"Multiple: Danish, Italian",0.00397408894011048
"Multiple: Danish, Swedish",0.00397408894011048
"Multiple: Dutch, Turkish",0.00397408894011048
"Multiple: English, Bosnian",0.00397408894011048
"Multiple: English, Chinese",0.00397408894011048
"Multiple: English, German",0.00397408894011048
"Multiple: English, Gujarati",0.00397408894011048
"Multiple: English, Gujurati",0.00397408894011048
"Multiple: English, Hindi",0.00397408894011048
"Multiple: English, Irish",0.00397408894011048
"Multiple: English, Korean",0.00397408894011048
"Multiple: English, Mandarin",0.00397408894011048
"Multiple: English, Marathi",0.00397408894011048
"Multiple: English, Portuguese",0.00397408894011048
"Multiple: Fijian, Hindi",0.00397408894011048
"Multiple: Finnish, Dutch",0.00397408894011048
"Multiple: French, English",0.00397408894011048
"Multiple: French, German",0.00397408894011048
"Multiple: German, Azerbaijanese",0.00397408894011048
"Multiple: German, Bosnian",0.00397408894011048
"Multiple: German, Danish",0.00397408894011048
"Multiple: German, Farsi",0.00397408894011048
"Multiple: German, Greek",0.00397408894011048
"Multiple: German, Kinyarwanda",0.00397408894011048
"Multiple: German, Kotokoli",0.00397408894011048
"Multiple: German, Mandarin",0.00397408894011048
"Multiple: German, Norwegian",0.00397408894011048
"Multiple: German, Serbian",0.00397408894011048
"Multiple: German, Slovenian",0.00397408894011048
"Multiple: German, Tamil",0.00397408894011048
"Multiple: German,Turkish",0.00397408894011048
"Multiple: Greek, Albanian",0.00397408894011048
"Multiple: Greek, Arabic",0.00397408894011048
"Multiple: Greek, Dutch",0.00397408894011048
"Multiple: Greek, English",0.00397408894011048
"Multiple: Hebrew, English",0.00397408894011048
"Multiple: Hindi, English",0.00397408894011048
"Multiple: Hungarian, Romanian",0.00397408894011048
"Multiple: Hungarian, Russian",0.00397408894011048
"Multiple: Indonesian, English",0.00397408894011048
"Multiple: Italian, French",0.00397408894011048
"Multiple: Italian, German",0.00397408894011048
"Multiple: Italian, Romanian",0.00397408894011048
"Multiple: Italian, Slovenian",0.00397408894011048
"Multiple: Korean, English",0.00397408894011048
"Multiple: Kotokoli, German",0.00397408894011048
"Multiple: Latvian, Russian",0.00397408894011048
"Multiple: Mandarin, Romanian",0.00397408894011048
"Multiple: Portuguese, Spanish",0.00397408894011048
"Multiple: Portuguese-Brazilian, Japanese",0.00397408894011048
"Multiple: Romanian, German",0.00397408894011048
"Multiple: Romanian, Italian",0.00397408894011048
"Multiple: Russian, Swedish",0.00397408894011048
"Multiple: Russian, Turkish",0.00397408894011048
"Multiple: Serbian, Montenegrin",0.00397408894011048
"Multiple: Shona, English",0.00397408894011048
"Multiple: Slovenian, Italian",0.00397408894011048
"Multiple: Spanish, Galician",0.00397408894011048
"Multiple: Tamil, German",0.00397408894011048
"Multiple: Vietnamese, German",0.00397408894011048
"Mutliple: German, Serbian",0.00397408894011048
Papiamento,0.00397408894011048
Pashto,0.00397408894011048
Persian,0.00397408894011048
Pular,0.00397408894011048
Scottish,0.00397408894011048
Sindhi,0.00397408894011048
Somali,0.00397408894011048
Swiss German,0.00397408894011048
Tigrinya,0.00397408894011048
Tlicho,0.00397408894011048
Turkis,0.00397408894011048
Turkmen,0.00397408894011048
Tuvan,0.00397408894011048
Waray,0.00397408894011048
Welsh,0.00397408894011048
Xhosa,0.00397408894011048
Zomi,0.00397408894011048
