native_language_translated,freq.n_lang
"Multiple: Danish, German",0.009119372587166
"Multiple: German, Polish",0.009119372587166
"Multiple: German, Romanian",0.009119372587166
"Multiple: German, Spanish",0.009119372587166
"Multiple: Punjabi, German",0.009119372587166
"Mutliple: German, Serbian",0.009119372587166
Sinhalese,0.009119372587166
Tamil,0.009119372587166
Yoruba,0.009119372587166
Aramaic,0.00607958172477734
Berber,0.00607958172477734
Catalan,0.00607958172477734
Chechen,0.00607958172477734
Chuvash,0.00607958172477734
Georgian,0.00607958172477734
Ibo,0.00607958172477734
Ilocano,0.00607958172477734
Kabardian,0.00607958172477734
Kabyle,0.00607958172477734
Khmer,0.00607958172477734
"Multiple: Albanian, German",0.00607958172477734
"Multiple: Catalan, Spanish",0.00607958172477734
"Multiple: Chinese, Spanish",0.00607958172477734
"Multiple: Creole, French",0.00607958172477734
"Multiple: Danish, Bosnian",0.00607958172477734
"Multiple: English, Korean",0.00607958172477734
"Multiple: English, Romanian",0.00607958172477734
"Multiple: English, Spanish",0.00607958172477734
"Multiple: English, Urdu",0.00607958172477734
"Multiple: German, Albanian",0.00607958172477734
"Multiple: German, Greek",0.00607958172477734
"Multiple: Greek, German",0.00607958172477734
"Multiple: Portuguese, English",0.00607958172477734
"Multiple: Russian, Czech",0.00607958172477734
"Multiple: Spanish, Basque",0.00607958172477734
"Multiple: Spanish, Portuguese",0.00607958172477734
"Multiple: Turkish, English",0.00607958172477734
"Multiple: Urdu, English",0.00607958172477734
Persian,0.00607958172477734
Samoan,0.00607958172477734
Serbo-Croatian,0.00607958172477734
Sinhala,0.00607958172477734
Twi,0.00607958172477734
Valencian Spanish,0.00607958172477734
Afrikaans,0.00303979086238867
Assyrian,0.00303979086238867
Bashkir,0.00303979086238867
Basque,0.00303979086238867
Bisaya,0.00303979086238867
British Sign Language,0.00303979086238867
Cape Verdean Creole,0.00303979086238867
Chaoshan,0.00303979086238867
Chuukese,0.00303979086238867
Finnish,0.00303979086238867
Galician,0.00303979086238867
Ganda,0.00303979086238867
German-Swiss,0.00303979086238867
Gorani,0.00303979086238867
Guarani,0.00303979086238867
Hakka Chinese,0.00303979086238867
Icelandic,0.00303979086238867
Kiswahil,0.00303979086238867
Komi,0.00303979086238867
Konkani,0.00303979086238867
Lezgian,0.00303979086238867
Maithili,0.00303979086238867
Mauritian Creole,0.00303979086238867
Moksha,0.00303979086238867
Moroccan,0.00303979086238867
"Multiple: Amharic, English",0.00303979086238867
"Multiple: Arabic, English",0.00303979086238867
"Multiple: Danish, English",0.00303979086238867
"Multiple: Danish, Italian",0.00303979086238867
"Multiple: Danish, Swedish",0.00303979086238867
"Multiple: Dutch, Turkish",0.00303979086238867
"Multiple: English, Bosnian",0.00303979086238867
"Multiple: English, Chinese",0.00303979086238867
"Multiple: English, German",0.00303979086238867
"Multiple: English, Gujarati",0.00303979086238867
"Multiple: English, Gujurati",0.00303979086238867
"Multiple: English, Hindi",0.00303979086238867
"Multiple: English, Irish",0.00303979086238867
"Multiple: English, Mandarin",0.00303979086238867
"Multiple: English, Marathi",0.00303979086238867
"Multiple: English, Portuguese",0.00303979086238867
"Multiple: English, Zulu",0.00303979086238867
"Multiple: Fijian, Hindi",0.00303979086238867
"Multiple: Finnish, Dutch",0.00303979086238867
"Multiple: French, English",0.00303979086238867
"Multiple: French, German",0.00303979086238867
"Multiple: German, Azerbaijanese",0.00303979086238867
"Multiple: German, Bosnian",0.00303979086238867
"Multiple: German, Danish",0.00303979086238867
"Multiple: German, Farsi",0.00303979086238867
"Multiple: German, Kinyarwanda",0.00303979086238867
"Multiple: German, Kotokoli",0.00303979086238867
"Multiple: German, Mandarin",0.00303979086238867
"Multiple: German, Norwegian",0.00303979086238867
"Multiple: German, Portuguese",0.00303979086238867
"Multiple: German, Serbian",0.00303979086238867
"Multiple: German, Slovenian",0.00303979086238867
"Multiple: German, Tamil",0.00303979086238867
"Multiple: German,Turkish",0.00303979086238867
"Multiple: Greek, Albanian",0.00303979086238867
"Multiple: Greek, Arabic",0.00303979086238867
"Multiple: Greek, Dutch",0.00303979086238867
"Multiple: Greek, English",0.00303979086238867
"Multiple: Hebrew, English",0.00303979086238867
"Multiple: Hindi, English",0.00303979086238867
"Multiple: Hungarian, Romanian",0.00303979086238867
"Multiple: Hungarian, Russian",0.00303979086238867
"Multiple: Hungarian, Ukrainian",0.00303979086238867
"Multiple: Indonesian, English",0.00303979086238867
"Multiple: Italian, French",0.00303979086238867
"Multiple: Italian, German",0.00303979086238867
"Multiple: Italian, Korean",0.00303979086238867
"Multiple: Italian, Romanian",0.00303979086238867
"Multiple: Italian, Slovenian",0.00303979086238867
"Multiple: Korean, English",0.00303979086238867
"Multiple: Kotokoli, German",0.00303979086238867
"Multiple: Latvian, Russian",0.00303979086238867
"Multiple: Mandarin, Romanian",0.00303979086238867
"Multiple: Portuguese, Cape Verdean Creole",0.00303979086238867
"Multiple: Portuguese, Spanish",0.00303979086238867
"Multiple: Portuguese-Brazilian, Japanese",0.00303979086238867
"Multiple: Romanian, German",0.00303979086238867
"Multiple: Romanian, Italian",0.00303979086238867
"Multiple: Romanian, Russian",0.00303979086238867
"Multiple: Russian, Swedish",0.00303979086238867
"Multiple: Russian, Turkish",0.00303979086238867
"Multiple: Serbian, Montenegrin",0.00303979086238867
"Multiple: Shona, English",0.00303979086238867
"Multiple: Slovenian, Italian",0.00303979086238867
"Multiple: Spanish, Galician",0.00303979086238867
"Multiple: Tamil, German",0.00303979086238867
"Multiple: Vietnamese, German",0.00303979086238867
Papiamento,0.00303979086238867
Pashto,0.00303979086238867
Pular,0.00303979086238867
Scottish,0.00303979086238867
Sindhi,0.00303979086238867
Slovenian,0.00303979086238867
Somali,0.00303979086238867
Swiss German,0.00303979086238867
Tigrinya,0.00303979086238867
Tlicho,0.00303979086238867
Turkis,0.00303979086238867
Turkmen,0.00303979086238867
Tuvan,0.00303979086238867
Udmurt,0.00303979086238867
Waray,0.00303979086238867
Welsh,0.00303979086238867
Wolof,0.00303979086238867
Xhosa,0.00303979086238867
Zhuang,0.00303979086238867
Zomi,0.00303979086238867
