ru_cue,ru_target,type,cue_type,target_type,ru_cosine
вдохновлять,вдохновение,related,word,word,0.532475385097854
интернет,веб,related,word,word,0.481711643880909
проклятие,ведьма,related,word,word,0.445545280444702
марс,венера,related,word,word,0.412076140403416
клапан,вентиляция,related,word,word,0.42848663906664
надежда,вера,related,word,word,0.530328406407757
цепь,веревка,related,word,word,0.375667049894559
назад,вернуть,related,word,word,0.50932040851481
преданный,верный,related,word,word,0.613633434398116
скорая помощь,вертолет,related,word,word,
ниже,выше,related,word,word,0.682253647922831
остроумный,забавный,related,word,word,0.567806992398821
ночь,вечер,related,word,word,0.513011297953789
лопаться,взрываться,related,word,word,0.463368077619465
землетрясение,взрыв,related,word,word,0.434113857724094
бомба,взрывной,related,word,word,0.392682989119228
видеодиск,видео,related,word,word,
ложка,вилка,related,word,word,0.577907712410781
невиновный,виновный,related,word,word,0.856366781206564
протеин,витамин,related,word,word,0.506743467330865
спид,вич,related,word,word,0.632028702581277
финансы,инвестировать,related,word,word,0.366614345966621
вкусный,лакомый,related,word,word,0.319105638952629
имущество,владелец,related,word,word,0.289061827679299
сухой,влажный,related,word,word,0.457048821457683
юрисдикция,власть,related,word,word,0.315630490478973
внутренний,внешний,related,word,word,0.646749109786769
снаружи,внутри,related,word,word,0.672308315249249
пассажир,водитель,related,word,word,0.522523263373322
виски,водка,related,word,word,0.490712489918302
углерод,водород,related,word,word,0.667962762351123
морской,военно-морской,related,word,word,
гражданский,военный,related,word,word,0.589823058739893
гордый,возбужденный,related,word,word,0.313907797296194
фаворитка,любовница,related,word,word,0.41729844469487
шанс,возможность,related,word,word,0.698134424041835
солдат,воин,related,word,word,0.494864921244936
медведь,волк,related,word,word,0.557749302376856
беспокойство,волнение,related,word,word,0.560497065004069
магия,волшебник,related,word,word,0.446363215406455
портал,ворота,related,word,word,0.334503049041375
суббота,воскресенье,related,word,word,0.553408476812764
запад,восток,related,word,word,0.820909280356542
обольщать,впечатлять,related,word,word,0.503727367533405
поворачивать,вращать,related,word,word,0.462424788009802
видеться,встречаться,related,word,word,0.722302220144776
конференция,встреча,related,word,word,0.575021608699285
понедельник,вторник,related,word,word,0.66431974022038
выход,вход,related,word,word,0.496042927491261
сегодня,вчера,related,word,word,0.59588643076508
кампания,выборы,related,word,word,0.388889995559072
подбирать,выбирать,related,word,word,0.619808435911027
жить,выживать,related,word,word,0.475375449049908
похищение,выкуп,related,word,word,0.434990412632177
прибытие,отправление,related,word,word,0.455366473018786
диплом,выпускной,related,word,word,0.333335104564896
описывать,выражать,related,word,word,0.454694349144359
кашель,озноб,related,word,word,0.483160432820174
низкий,высокий,related,word,word,0.668050123656582
невежество,высокомерие,related,word,word,0.598658129586125
вес,рост,related,word,word,0.511998798265555
величество,высочество,related,word,word,0.654360563552556
галерея,выставка,related,word,word,0.587316527431203
бухта,гавань,related,word,word,0.505788558568915
статья,газета,related,word,word,0.516125674031185
вселенная,галактика,related,word,word,0.532319414309264
иллюзия,галлюцинация,related,word,word,0.46062635807204
привязывать,завязывать,related,word,word,0.60458664933307
сэндвич,гамбургер,related,word,word,0.604877734578646
мастерская,гараж,related,word,word,0.373686352402612
равновесие,гармония,related,word,word,0.41417465274366
в другом месте,где-то,related,word,word,
лесбиянка,гей,related,word,word,0.536460346675382
кокаин,героин,related,word,word,0.715309319552985
фортепиано,гитара,related,word,word,0.4031568610584
база,штаб,related,word,word,0.33994002399205
национальный,глобальный,related,word,word,0.535052016314264
капля,глоток,related,word,word,0.388706784298011
безумие,глупость,related,word,word,0.449668667159439
слепой,глухой,related,word,word,0.493774694007307
следить,гнаться,related,word,word,0.466746115255929
усталый,голодный,related,word,word,0.5145266824529
большинство,голосование,related,word,word,0.277661278169323
обнаженный,голый,related,word,word,0.485725427228682
холм,гора,related,word,word,0.313589050636081
обезьяна,горилла,related,word,word,0.558635012321806
столица,город,related,word,word,0.415658636390314
килограмм,грамм,related,word,word,0.70337705670013
барон,графиня,related,word,word,0.406540961430272
римский,греческий,related,word,word,0.592731397483223
молния,гром,related,word,word,0.42307995994037
живот,грудная клетка,related,word,word,
погрузка,грузовик,related,word,word,0.303337207868016
джип,фура,related,word,word,0.355929108210038
банда,группировка,related,word,word,0.565051562968499
оркестр,группа,related,word,word,0.31542957857703
противный,вонючий,related,word,word,0.528337517957802
окей,угу,related,word,word,0.370350128659402
пульс,давление,related,word,word,0.500782761213815
близко,далеко,related,word,word,0.43976346183683
оферта,давать,related,word,word,
окно,дверь,related,word,word,0.49156643305159
бак,двигатель,related,word,word,0.187186162779166
родственник,кузен,related,word,word,0.469637414179472
мальчики,девочки,related,word,word,0.757392366146108
жест,поступок,related,word,word,0.525717432927977
ноябрь,декабрь,related,word,word,0.695646756936443
совершать,делать,related,word,word,0.490090723919929
свобода,демократия,related,word,word,0.537186456068091
протест,демонстрация,related,word,word,0.420789658963121
годовщина,день рождения,related,word,word,
наличные,деньги,related,word,word,0.579141532324585
стресс,депрессия,related,word,word,0.500028685544307
лагерь,деревня,related,word,word,0.296239326751741
куст,дерево,related,word,word,0.456058681758751
держать,хранить,related,word,word,0.556714013199071
век,десятилетие,related,word,word,0.307636668574566
агент,детектив,related,word,word,0.428630042561036
молодежь,детство,related,word,word,0.259049437948931
дорогой,дешевый,related,word,word,0.25035583267489
активный,активность,related,word,word,0.436947177288907
ромео,джульетта,related,word,word,0.718632709319532
порох,динамит,related,word,word,0.412960645052976
свист,звон,related,word,word,0.510462167372256
продюсер,режиссер,related,word,word,0.666906115802922
размер,длина,related,word,word,0.485721265036146
короткий,длинный,related,word,word,0.68254824141078
привет,пока,related,word,word,0.128712707796987
доброволец,добровольно,related,word,word,0.597397151083371
иногда,часто,related,word,word,0.553606920309392
свидетельство,доказательство,related,word,word,0.698153255399987
хирург,доктор,related,word,word,0.527617911376637
файл,документ,related,word,word,0.54874508391643
обязанность,долг,related,word,word,0.393058298023972
пустыня,долина,related,word,word,0.476578507636147
фунт,доллар,related,word,word,0.520353341674949
добавочный,дополнительный,related,word,word,0.574247715710832
маршрут,путь,related,word,word,0.504357582639807
довольно,достаточный,related,word,word,0.318737821954902
гордость,достоинство,related,word,word,0.466476060932406
заслуживать,достойный,related,word,word,0.401853778040102
выгода,доход,related,word,word,0.384342939934111
бриллиант,драгоценность,related,word,word,0.470699739180399
коллега,друг,related,word,word,0.386454192971309
отношение,дружба,related,word,word,0.288663321285016
вежливый,дружелюбный,related,word,word,0.637681607916051
расценивать,думать,related,word,word,0.299855672230188
душа,дух,related,word,word,0.446398489727776
помада,духи,related,word,word,0.246294847106049
щель,дыра,related,word,word,0.361606674016956
ангел,дьявол,related,word,word,0.507794391378561
еда,питание,related,word,word,0.346646269815488
белка,енот,related,word,word,0.366794550189479
кормить,есть,related,word,word,0.143340193484343
уже,еще,related,word,word,0.410492471910351
голод,жажда,related,word,word,0.446764318325085
несчастный,жалкий,related,word,word,0.538297959826132
глотать,жевать,related,word,word,0.5479055049338
желание,стремление,related,word,word,0.57875076747943
красный,желтый,related,word,word,0.690463090552045
муж,жена,related,word,word,0.525099235335434
холостой,женатый,related,word,word,0.430745365405328
мужской,женский,related,word,word,0.606729215754549
вдова,женщина,related,word,word,0.394969830870526
суровый,трудный,related,word,word,0.452696955355131
грубый,жестокий,related,word,word,0.611087811682532
зло,жестокость,related,word,word,0.36977946074406
зверь,животное,related,word,word,0.509593141989163
жидкость,флюид,related,word,word,0.290498077886614
плейбой,журнал,related,word,word,0.322009700802648
репортер,журналист,related,word,word,0.698155703352905
ужин,завтрак,related,word,word,0.652865472807439
название,заглавие,related,word,word,0.28448747510097
билет,паспорт,related,word,word,0.473173747849936
передний,задний,related,word,word,0.677970279474714
кредит,заем,related,word,word,0.594878804027601
команда,приказ,related,word,word,0.206043736318736
заложник,узник,related,word,word,0.426030115269746
открытие,закрытие,related,word,word,0.750245145103356
заблокированный,закрытый,related,word,word,0.56910933110461
заменять,замена,related,word,word,0.552351825635048
исккючительный,выдающийся,related,word,word,0.478321799584691
ккюч,задвижка,related,word,word,0.311470374346293
дворец,замок,related,word,word,0.532570071837037
таять,замерзать,related,word,word,0.490428305444623
южный,западный,related,word,word,0.584791556733859
вкус,запах,related,word,word,0.560643274771782
читать,писать,related,word,word,0.700165299333593
записывать,запись,related,word,word,0.428746112626582
забывать,помнить,related,word,word,0.662813458016525
запретный,запрещать,related,word,word,0.429603094621811
требование,запрос,related,word,word,0.389867911191703
пенсия,зарплата,related,word,word,0.611066844933343
сенсационный,захватывающий,related,word,word,0.512224823407532
оберегать,защищать,related,word,word,0.677913706870072
знаменитость,звезда,related,word,word,0.476192187272474
шум,звук,related,word,word,0.606292203343529
отражение,зеркало,related,word,word,0.478888810201229
лето,зима,related,word,word,0.483486388954996
червь,змея,related,word,word,0.329256984002947
распознавать,знал,related,word,word,0.153985325814892
опыт,знание,related,word,word,0.345563870469849
бал,балл,related,word,word,0.475916375460923
регион,область,related,word,word,0.344277939052858
капсула,пробник,related,word,word,0.202914112704836
откровение,видение,related,word,word,0.529418859804083
ноготь,зуб,related,word,word,0.470995064208126
играть,игра,related,word,word,0.532258527412779
тренер,игрок,related,word,word,0.458460047320162
кукла,игрушка,related,word,word,0.539768982017772
идеально,совершенно,related,word,word,0.319121830003027
дурак,идиот,related,word,word,0.707253004851373
входить,идти,related,word,word,0.448208014956267
кандидат,избиратель,related,word,word,0.596196683773651
популярный,известный,related,word,word,0.522143498492628
прощать,извинять,related,word,word,0.549321230996117
стена,изгородь,related,word,word,0.359903685323885
исследовать,учиться,related,word,word,0.320304886087396
имперский,император,related,word,word,0.455712119628202
династия,империя,related,word,word,0.346855685692968
банкир,инвестор,related,word,word,0.502495947514662
персона,личность,related,word,word,0.346313146429552
нло,пришелец,related,word,word,0.35725595766531
инструмент,прибор,related,word,word,0.447580606702316
волнующий,интересный,related,word,word,0.595163695919252
личный,интимный,related,word,word,0.46424011645141
инстинкт,интуиция,related,word,word,0.480089120872284
вирус,инфекция,related,word,word,0.535759577879432
данные,информация,related,word,word,0.466241786535211
источник,информатор,related,word,word,0.393642615047218
доза,инъекция,related,word,word,0.544113433448326
ирония,ироничный,related,word,word,0.48830030023836
естественный,искусственный,related,word,word,0.624489675982149
повешение,казнь,related,word,word,0.499182975157848
применять,использовать,related,word,word,0.634632237259669
препятствие,вызов,related,word,word,0.144252338176709
чемпион,боец,related,word,word,0.477108332904478
результат,исход,related,word,word,0.370632592965678
смерть,исчезновение,related,word,word,0.419068832323089
июнь,июль,related,word,word,0.550929462878718
обыкновенно,обычно,related,word,word,0.36842257637872
ужасный,чудовищный,related,word,word,0.639823781837953
скала,камень,related,word,word,0.420036689688788
церковь,часовня,related,word,word,0.484265775451488
анархия,капитализм,related,word,word,0.400734746177792
командир,капитан,related,word,word,0.64502294992728
епископ,кардинал,related,word,word,0.525400202312889
компас,карта,related,word,word,0.383446069897313
мафия,картель,related,word,word,0.434425004778347
количество,качество,related,word,word,0.569370615034862
дом,квартира,related,word,word,0.487134362458144
пикник,кемпинг,related,word,word,0.455146038085915
воздух,кислород,related,word,word,0.547446138838248
могила,кладбище,related,word,word,0.450753383473143
типичный,классический,related,word,word,0.579676267899944
пациент,клиент,related,word,word,0.524398087160857
больница,клиника,related,word,word,0.676198550210112
банан,клубника,related,word,word,0.40139425586043
клятва,присяга,related,word,word,0.516698747710253
библия,книга,related,word,word,0.495557267769025
родео,ковбой,related,word,word,0.344070245718654
пол,ковер,related,word,word,0.253758431475474
никогда,когда-либо,related,word,word,
плечо,колено,related,word,word,0.486461439013686
итог,сумма,related,word,word,0.265028705493246
лига,сборная,related,word,word,0.364400752996942
драма,комедия,related,word,word,0.507619386276116
инспектор,комиссар,related,word,word,0.587452206100179
комиссия,комитет,related,word,word,0.525167490676484
навигация,коммуникация,related,word,word,0.522190869402686
расист,коммунист,related,word,word,0.531105022311989
программное обеспечение,компьютер,related,word,word,
закон,конституция,related,word,word,0.449054524775254
приватный,приватность,related,word,word,0.568824612222952
фокусироваться,концентрироваться,related,word,word,0.774111656947096
тур,концерт,related,word,word,0.457927029284784
ром,коньяк,related,word,word,0.491682873312254
экипаж,корабль,related,word,word,0.53867266474058
королева,король,related,word,word,0.677503480228522
компания,корпорация,related,word,word,0.605138011921761
собака,кошка,related,word,word,0.660610796211993
кружка,кофе,related,word,word,0.33674839364427
очарование,красота,related,word,word,0.432314087746771
падение,обвал,related,word,word,0.423110040630328
воображение,креативность,related,word,word,0.325160479092598
ситуация,кризис,related,word,word,0.362289567836519
диван,кровать,related,word,word,0.606252213517
лиса,кролик,related,word,word,0.397163744361916
мышь,крыса,related,word,word,0.552028774465875
рубашка,пиджак,related,word,word,0.553545181356394
фрагмент,кусок,related,word,word,0.484523671370216
дракон,лев,related,word,word,0.407796991348751
миф,легенда,related,word,word,0.455427519256389
невозможный,легкий,related,word,word,0.426832560588819
лорд,леди,related,word,word,0.413198741251033
сержант,лейтенант,related,word,word,0.651525729359065
семинар,лекция,related,word,word,0.476506816678955
джунгли,лес,related,word,word,0.44831301472413
приземляться,летать,related,word,word,0.509546528332193
терапия,лечение,related,word,word,0.44881569355785
восстанавливаться,лечить,related,word,word,0.380114485434469
ложь,лжец,related,word,word,0.364178793704976
консервативный,либеральный,related,word,word,0.684035575586295
участник,лидер,related,word,word,0.445450015071822
сосать,лизать,related,word,word,0.577405959563604
такси,лимузин,related,word,word,0.526463020328362
год,кот,related,word,word,0.077176677047815
искусство,литература,related,word,word,0.396525737823478
характер,натура,related,word,word,0.314526292090725
штраф,заточение,related,word,word,0.158155135465634
хватать,ловить,related,word,word,0.357410640420124
охота,рыбалка,related,word,word,0.460266507437637
субмарина,судно,related,word,word,0.479099138831403
поддельный,ложный,related,word,word,0.563533461186417
осел,лошадь,related,word,word,0.339261610288221
чеснок,лук,related,word,word,0.506895572141931
ненавидеть,любить,related,word,word,0.649096699299028
население,люди,related,word,word,0.223515291304883
кетчуп,майонез,related,word,word,0.534917845410573
минимум,максимум,related,word,word,0.550894068593708
девочка,мальчик,related,word,word,0.646568194556939
папочка,мамочка,related,word,word,0.735257852013403
контролировать,манипулировать,related,word,word,0.545114503818121
реклама,маркетинг,related,word,word,0.387308262601144
мед,масло,related,word,word,0.283868992214871
уголь,нефть,related,word,word,0.478537521794858
йога,массаж,related,word,word,0.488064500815959
физика,математика,related,word,word,0.67675866303845
робот,машина,related,word,word,0.282760747883382
транспортное средство,автомобиль,related,word,word,
трофей,медаль,related,word,word,0.367428912714449
артефакт,медальон,related,word,word,0.446035027347584
посольство,министерство,related,word,word,0.552408242667505
феномен,событие,related,word,word,0.343078370689687
живой,мертвый,related,word,word,0.471714580267625
региональный,местный,related,word,word,0.468766763559185
место,местоположение,related,word,word,0.389660799969191
железо,металл,related,word,word,0.485839177008554
километр,метр,related,word,word,0.569122400820812
технический,механический,related,word,word,0.674970802549138
кошмар,сон,related,word,word,0.505731206421291
коробка,мешок,related,word,word,0.356833558311572
телескоп,микроскоп,related,word,word,0.572757234376052
камера,микрофон,related,word,word,0.419327379605488
миллион,миллиард,related,word,word,0.688882380080409
прощение,милосердие,related,word,word,0.529907367222469
милый,прелестный,related,word,word,0.529686426195845
будущее,прошлое,related,word,word,0.558807199799204
посол,министр,related,word,word,0.524883173800402
плюс,минус,related,word,word,0.577006106487498
секунда,минута,related,word,word,0.758715282505324
международный,мир,related,word,word,0.188582080272603
задача,миссия,related,word,word,0.535125456517113
старший,младший,related,word,word,0.625715099926922
старый,молодой,related,word,word,0.384285513071037
палка,молоток,related,word,word,0.392315279002254
детский дом,монастырь,related,word,word,
храм,обитель,related,word,word,0.393448320853558
экран,монитор,related,word,word,0.559973330204566
аспирин,морфий,related,word,word,0.564410491574564
пират,моряк,related,word,word,0.470757678907839
отель,мотель,related,word,word,0.722134772121408
кровь,моча,related,word,word,0.519769531633267
заговор,мошенничество,related,word,word,0.34365146192714
библиотека,музей,related,word,word,0.401878916901809
джаз,музыка,related,word,word,0.525467810081066
певец,музыкант,related,word,word,0.58754943437542
зерно,мука,related,word,word,0.349000442864917
пчела,муравей,related,word,word,0.372948801420359
отбросы,мусор,related,word,word,0.384661951646624
эволюция,мутация,related,word,word,0.545961528968523
нерв,мышцы,related,word,word,0.458617870116419
шериф,мэр,related,word,word,0.558103288599466
свинина,мясо,related,word,word,0.476430334117395
может быть,наверное,related,word,word,
вечность,навсегда,related,word,word,0.24590113676034
бонус,награда,related,word,word,0.343781212845891
кнопка,нажимать,related,word,word,0.542784105558872
поиск,найти,related,word,word,0.344840483044313
цель,намерение,related,word,word,0.326142029577535
случайно,намеренно,related,word,word,0.461078820987181
ударить,сразить,related,word,word,0.378387487761177
противоположный,обратный,related,word,word,0.374562768428831
прямой,напрямую,related,word,word,0.328972010161984
страшить,пугать,related,word,word,0.40374777221962
паук,насекомое,related,word,word,0.407004538910464
наследство,наследовать,related,word,word,0.644809269334044
истинный,настоящий,related,word,word,0.573535616303792
технология,наука,related,word,word,0.541986913336098
страна,нация,related,word,word,0.574364349901338
вторичный,первичный,related,word,word,0.707456843394832
небо,неземной,related,word,word,0.271823696550669
маленький,небольшой,related,word,word,0.543287828573461
жених,невеста,related,word,word,0.674590726125059
бедность,невзгоды,related,word,word,0.306389073760831
ежедневно,еженедельно,related,word,word,0.44882570361862
месяц,неделя,related,word,word,0.453559802594598
мягкий,нежный,related,word,word,0.589177277885578
анонимный,неизвестный,related,word,word,0.423635069068631
внезапно,неожиданно,related,word,word,0.737440631450063
неудобный,неприятный,related,word,word,0.561596683923728
обеспокоенный,нервный,related,word,word,0.459148958885398
неспособность,неспособный,related,word,word,0.589649156263541
несправедливость,нечестный,related,word,word,0.321339747310351
несчастливый,несчастье,related,word,word,0.515892466971269
верх,низ,related,word,word,0.59258425961887
канал,новости,related,word,word,0.390186175875478
меч,нож,related,word,word,0.559716182292283
рот,нос,related,word,word,0.511395677883864
сукно,платочек,related,word,word,0.284922658812391
необходимо,нужно,related,word,word,0.791745498466337
о,по,related,word,word,0.270122288808337
жалоба,обвинение,related,word,word,0.340889638318474
перекус,обед,related,word,word,0.559119438568373
гарантировать,обещать,related,word,word,0.568230002320474
оскорблять,обижать,related,word,word,0.574807497223693
целовать,обнимать,related,word,word,0.648307725478655
здоровье,образование,related,word,word,0.307202281972203
сервис,обслуживание,related,word,word,0.491278701579666
беседа,обсуждение,related,word,word,0.315790007820909
ботинок,обувь,related,word,word,0.449682878625724
ординарный,обычный,related,word,word,0.411320994295057
здоровый,нормальный,related,word,word,0.575797456855271
воровать,грабить,related,word,word,0.555955674626578
кража,ограбление,related,word,word,0.514657689032047
большой,огромный,related,word,word,0.688507785910269
юбка,платье,related,word,word,0.438101546464269
в одиночестве,одинокий,related,word,word,
разрешение,одобрение,related,word,word,0.544845487444956
кольцо,ожерелье,related,word,word,0.635247522699405
ждать,ожидать,related,word,word,0.579509597918966
река,озеро,related,word,word,0.406135711437188
помогать,содействовать,related,word,word,0.49480421919263
море,океан,related,word,word,0.657673292266605
вокруг,около,related,word,word,0.386740327317601
финальный,окончательный,related,word,word,0.521100254967424
округ,район,related,word,word,0.48483494193746
сентябрь,октябрь,related,word,word,0.795648594384232
тунец,омар,related,word,word,0.243592038494642
риск,опасность,related,word,word,0.514454066962579
рискованный,опасный,related,word,word,0.604916420137537
оперировать,хирургия,related,word,word,0.478677579493293
профиль,описание,related,word,word,0.423082120786915
понятие,определение,related,word,word,0.502759446663765
планета,орбита,related,word,word,0.578265012351531
устраивать,организовывать,related,word,word,0.662041421732226
пистолет,оружие,related,word,word,0.639267600989837
арсенал,оружейный склад,related,word,word,
свежий,освежать,related,word,word,0.390505263864481
весна,осень,related,word,word,0.594278483656182
оставаться,пребывать,related,word,word,0.429226699146028
правый,левый,related,word,word,0.679609290802938
предотвращать,останавливать,related,word,word,0.494937352138735
откликаться,отвечать,related,word,word,0.432576982586976
грязный,отвратительный,related,word,word,0.639237223937183
мать,отец,related,word,word,0.621054916933768
успех,неудача,related,word,word,0.415532069952874
превосходный,отличный,related,word,word,0.694657690541885
мнение,позиция,related,word,word,0.324141737506822
днк,отпечаток пальца,related,word,word,
приносить,отправлять,related,word,word,0.387913528403548
положительный,отрицательный,related,word,word,0.779224814175707
присутствие,отсутствие,related,word,word,0.584048009034143
рабочий стол,офис,related,word,word,
официально,официальный,related,word,word,0.660754888058315
официант,официантка,related,word,word,0.721462443848942
наблюдение,оценка,related,word,word,0.196561292380395
привлекательный,очаровательный,related,word,word,0.722824683051557
понятно,очевидно,related,word,word,0.492724703184229
крайне,очень,related,word,word,0.631748640095209
ошибка,заблуждение,related,word,word,0.245079318940769
кабина,палуба,related,word,word,0.483783856200457
дядя,папа,related,word,word,0.594552844749018
сверхъестественный,паранормальный,related,word,word,0.553261431939108
код,пароль,related,word,word,0.645258178102149
прием,мероприятие,related,word,word,0.295681698256701
сторожить,патруль,related,word,word,0.247382869733479
влагалище,пенис,related,word,word,0.451852515544959
датчик,преобразователь,related,word,word,0.368872429212599
переезжать,переносить,related,word,word,0.395464756605978
громить,ломать,related,word,word,0.396453734460692
радиус,периметр,related,word,word,0.474832334518984
фаза,период,related,word,word,0.319798807209046
точка зрения,перспектива,related,word,word,
альбом,песня,related,word,word,0.425614865387203
грязь,песок,related,word,word,0.434283119163909
почка,печень,related,word,word,0.594876715369167
духовка,печь,related,word,word,0.493495221122338
напиток,пиво,related,word,word,0.457048609952451
астронавт,летчик,related,word,word,0.432716563385721
поэт,писатель,related,word,word,0.555698277465969
винтовка,пушка,related,word,word,0.629557357640056
телеграмма,письмо,related,word,word,0.47484622624304
чтение,написание,related,word,word,0.510108172623101
тонуть,плавать,related,word,word,0.512137706774744
пожар,пламя,related,word,word,0.408967264651472
подготовка,планирование,related,word,word,0.464050027506663
цемент,пластик,related,word,word,0.448968853561968
миска,тарелка,related,word,word,0.494942884594104
внук,племянник,related,word,word,0.537596798469293
хороший,плохой,related,word,word,0.666179416064115
якорь,парус,related,word,word,0.511853158268719
сбегать,побег,related,word,word,0.341790623797499
проигравший,победитель,related,word,word,0.613919124945477
одерживать,побеждать,related,word,word,0.513535353314097
пляж,побережье,related,word,word,0.449901432759521
слой,поверхность,related,word,word,0.417483889913063
комплимент,подарок,related,word,word,0.44691687625607
готовый,подготавливать,related,word,word,0.265348636213056
сохранять,поддерживать,related,word,word,0.689243999122582
сомневаться,подозревать,related,word,word,0.499510436646471
бланк,подписываться,related,word,word,0.400844578508905
печать,подпись,related,word,word,0.508691889456596
подростковый,подросток,related,word,word,0.532594614104557
подтверждение,подтверждать,related,word,word,0.677875014249748
водить,ездить,related,word,word,0.621543190808595
благотворительность,пожертвование,related,word,word,0.564384170406623
разрешать,позволять,related,word,word,0.597857736565591
состояние,положение,related,word,word,0.510004545586293
азартная игра,покер,related,word,word,
оставлять,покидать,related,word,word,0.434456523578705
продавец,покупатель,related,word,word,0.598683137570213
доверять,верить,related,word,word,0.648977435400457
полночь,полдень,related,word,word,0.615204098962434
арена,поле битвы,related,word,word,
посадка,полет,related,word,word,0.488825848745891
политический курс,политик,related,word,word,
журналистка,политика,related,word,word,0.333902586190997
критический,политический,related,word,word,0.653445410726141
генерал,полковник,related,word,word,0.612410559327553
абсолютно,полностью,related,word,word,0.540515908087956
целый,целостный,related,word,word,0.322653781686116
пустой,полный,related,word,word,0.429172470803098
одеяло,полотенце,related,word,word,0.526265128520251
вставлять,помещать,related,word,word,0.546063229794367
картофель,помидор,related,word,word,0.485491968016941
осознавать,понимать,related,word,word,0.593145527372632
победа,поражение,related,word,word,0.492781078287282
сообщать,информировать,related,word,word,0.558890076373909
всегда,постоянно,related,word,word,0.594967062516378
выкрадывать,похищать,related,word,word,
гроб,похороны,related,word,word,0.431843535484919
объяснение,правдоподобный,related,word,word,0.343348633172431
ошибочный,правильный,related,word,word,0.523815376460997
администрация,правительство,related,word,word,0.448834059525232
рождество,каникулы,related,word,word,0.410273326885344
буквально,практически,related,word,word,0.501316963256365
лояльность,преданность,related,word,word,0.740457213977365
