"id_target","id_cue","type","target_type","cue_type","id_cosine"
"kejam","brutal","related","word","word",0.550134373503585
"dinamit","bubuk mesiu","related","word","word",NA
"pelayan","budak","related","word","word",0.375754938834731
"peradaban","budaya","related","word","word",0.418639652615839
"gunung","bukit","related","word","word",0.478320651710437
"bukti","bukti","related","word","word",1
"pekan","bulan","related","word","word",0.504774964652321
"matahari","bulan","related","word","word",0.3320951058444
"sekitar","bulat","related","word","word",0.20194304630735
"tepung","bulir","related","word","word",0.199985821562957
"kawan","bung","related","word","word",0.657903991718227
"pembunuhan","bunuh diri","related","word","word",NA
"tuli","buta","related","word","word",0.50825642471708
"ular","cacing","related","word","word",0.30028515931254
"roma","caesar","related","word","word",0.487328367191694
"cairan","cairan","related","word","word",1
"pemilih","calon","related","word","word",0.354686482358148
"makan siang","camilan","related","word","word",NA
"kopi","cangkir","related","word","word",0.363618301009961
"cantik","cantik","related","word","word",1
"temukan","cari","related","word","word",0.527763807244427
"seri","cat","related","word","word",0.11392246638121
"rekaman","catatan","related","word","word",0.421834890947925
"grogi","cemas","related","word","word",0.38330222803028
"marah","cemburu","related","word","word",0.504037735214244
"lucu","cerdas","related","word","word",0.362456219267122
"perangkat","chip","related","word","word",0.331163476917699
"kalung","cincin","related","word","word",0.452648221575169
"memeluk","ciuman","related","word","word",0.368874556144196
"biru","cokelat","related","word","word",0.301049663736686
"keponakan laki-laki","cucu","related","word","word",NA
"memadai","cukup","related","word","word",0.35409736187319
"mobil van","cuplikan","related","word","word",NA
"daerah","daerah","related","word","word",1
"daerah","daerah","related","word","word",1
"air seni","darah","related","word","word",NA
"informasi","data","related","word","word",0.518572139609318
"profesor","dekan","related","word","word",0.209711029030148
"dengan kuat","dengan tegas","related","word","word",NA
"belakang","depan","related","word","word",0.562117244399634
"tekanan","detak","related","word","word",0.245043231493843
"timer","detonator","related","word","word",0.363151897083669
"induk","dewasa","related","word","word",0.13428935379286
"jauh","di dekat","related","word","word",NA
"kebalikan","di depan","related","word","word",NA
"di dalam","di luar","related","word","word",NA
"di sana","di sini","related","word","word",NA
"suatu tempat","di tempat lain","related","word","word",NA
"tenang","diam","related","word","word",0.471517922552991
"kesunyian","diam","related","word","word",0.215679994918108
"mual","diare","related","word","word",0.447533335395362
"buruk rupa","digustasi","related","word","word",NA
"kerajaan","dinasti","related","word","word",0.48240269943214
"pagar","dinding","related","word","word",0.436319743180868
"membutuhkan","diperlukan","related","word","word",0.493347433935431
"lulus","diploma","related","word","word",0.257565541112499
"sidik jari","dna","related","word","word",NA
"tiga kali lipat","dobel","related","word","word",NA
"menarik","dorongan","related","word","word",0.231472228845931
"kejahatan","dosa","related","word","word",0.465670826281932
"injeksi","dosis","related","word","word",0.431836129798334
"komedi","drama","related","word","word",0.431881947579508
"romantis","dramatis","related","word","word",0.314566555135264
"empat","dua","related","word","word",0.685770497043094
"menteri","duta besar","related","word","word",NA
"video","dvd","related","word","word",0.417290607619549
"mutasi","evolusi","related","word","word",0.362249274057104
"elemen","faktor","related","word","word",0.303340224333517
"titik","fase","related","word","word",0.294612838516009
"anggun","fashionable","related","word","word",0.23218517311605
"negara","federal","related","word","word",0.310744553439587
"peristiwa","fenomena","related","word","word",0.415096003718678
"agama","filsafat","related","word","word",0.408017396832746
"matematika","fisika","related","word","word",0.625637845454402
"penyakit","flu","related","word","word",0.493560584034156
"konsentrat","fokus","related","word","word",0.479367614220686
"sinyal","frekuensi","related","word","word",0.514115163255092
"anak laki-laki","gadis","related","word","word",NA
"paranormal","gaib","related","word","word",0.413445966491433
"pameran","galeri","related","word","word",0.420113791562295
"foto","gambar","related","word","word",0.672578354537885
"kelompok","gang","related","word","word",0.274028269788321
"eksekusi","gantung","related","word","word",0.315590112441696
"bahan bakar","gas","related","word","word",NA
"sindroma","gejala","related","word","word",NA
"ledakan","gempa bumi","related","word","word",NA
"reaktor","generator","related","word","word",0.444754307277114
"kapel","gereja","related","word","word",0.537205465006994
"hati","ginjal","related","word","word",0.432415697695466
"tenis","golf","related","word","word",0.421021512440485
"skandal","gosip","related","word","word",0.352907126250582
"senator","gubernur","related","word","word",0.403423370457852
"gudang senjata","gudang senjata","related","word","word",NA
"cokelat","gula","related","word","word",0.336860693525181
"lembah","gurun","related","word","word",0.474392561545878
"menghormati","hak istimewa","related","word","word",NA
"selamat tinggal","halo","related","word","word",NA
"peka","halus","related","word","word",0.243933262654322
"dingin","hangat","related","word","word",0.594282464584303
"baru-baru ini","hanya","related","word","word",NA
"keyakinan","harapan","related","word","word",0.421637380483809
"kemarin","hari ini","related","word","word",NA
"hari libur","hari natal","related","word","word",NA
"kekayaan","harta karun","related","word","word",NA
"hasil","hasil","related","word","word",1
"fantastis","hebat","related","word","word",0.476519268785058
"topi","helm","related","word","word",0.335805952768729
"kue","hidangan penutup","related","word","word",NA
"bertahan hidup","hidup","related","word","word",NA
"mati","hidup","related","word","word",0.460699319631456
"jeruk","hijau","related","word","word",0.296421682121185
"ikan","hiu","related","word","word",0.525759207523117
"olahraga","hobi","related","word","word",0.288427560781068
"adrenalin","hormon","related","word","word",0.467717297202873
"motel","hotel","related","word","word",0.617302708348278
"persahabatan","hubungan","related","word","word",0.478388081496636
"salju","hujan","related","word","word",0.408873613838034
"konstitusi","hukum","related","word","word",0.442456399061848
"hutan","hutan","related","word","word",1
"ayah","ibu","related","word","word",0.749905291181733
"teori","ide","related","word","word",0.39966382097455
"sempurna","ideal","related","word","word",0.461471328928301
"psikologi","ilmu urai","related","word","word",NA
"halusinasi","ilusi","related","word","word",0.41224247036998
"kreativitas","imajinasi","related","word","word",0.404092614878361
"kaisar","imperial","related","word","word",0.2883655143031
"bisnis","industri","related","word","word",0.360826542954365
"arsitek","insinyur","related","word","word",0.424499451034403
"komisaris","inspektur","related","word","word",0.427411945798972
"luar","intern","related","word","word",0.213134911633768
"dunia","internasional","related","word","word",0.317607503612588
"web","internet","related","word","word",0.495946848934504
"menyerang","invasi","related","word","word",0.406305651967106
"gaya","irama","related","word","word",0.290411546461928
"ironis","ironi","related","word","word",0.70951938487653
"kastil","istana","related","word","word",0.531099016930031
"tidur","istirahat","related","word","word",0.42041780186071
"persetujuan","izin","related","word","word",0.480575203586631
"jalan raya","jalan","related","word","word",NA
"wanita","janda","related","word","word",0.411665727989279
"berlayar","jangkar","related","word","word",0.232488369948377
"kecepatan","jarak","related","word","word",0.427981661398669
"ibu jari","jari","related","word","word",NA
"sistem","jaringan","related","word","word",0.436850448811589
"syringe","jarum","related","word","word",NA
"runtuh","jatuh","related","word","word",0.370163486635008
"musik","jazz","related","word","word",0.448993611249415
"jelas sekali","jelas","related","word","word",NA
"pintu","jendela","related","word","word",0.565312803267094
"ilmuwan","jenius","related","word","word",0.399157739314917
"truk","jip","related","word","word",0.476179287852412
"roh","jiwa","related","word","word",0.382861954026168
"pejuang","juara","related","word","word",0.277207309388935
"jumlah","jumlah","related","word","word",1
"juli","juni","related","word","word",0.518887860016295
"politik","jurnalistik","related","word","word",0.330696178119784
"miliar","juta","related","word","word",0.621106998094791
"pengusaha","jutawan","related","word","word",0.480869489127203
"kabel","kabel","related","word","word",1
"kartu","kabin","related","word","word",0.18695212908298
"closet","kabinet","related","word","word",0.188089233613167
"melarikan diri","kabur","related","word","word",NA
"botol","kaca","related","word","word",0.306616905346109
"topi","kacamata","related","word","word",0.436162231430128
"jarang","kadang-kadang","related","word","word",NA
"sering","kadang-kadang","related","word","word",NA
"saputangan","kain","related","word","word",0.324464901883391
"nenek","kakek","related","word","word",0.541999261600077
"jadwal","kalender","related","word","word",0.313299045255886
"peluru","kaliber","related","word","word",0.550002762168564
"kamar tidur","kamar","related","word","word",NA
"mikropon","kamera","related","word","word",0.515576353429937
"desa","kamp","related","word","word",0.335443567548228
"pemilihan","kampanye","related","word","word",0.457384842308797
"universitas","kampus","related","word","word",0.564964303280145
"frasa","kamus","related","word","word",0.348466590684824
"presiden","kanselir","related","word","word",0.426707958391972
"kapal","kapal selam","related","word","word",NA
"kemampuan","kapasitas","related","word","word",0.445380414200782
"menguji","kapsul","related","word","word",0.159355612685037
"kepribadian","karakter","related","word","word",0.463791940220553
"hidrogen","karbon","related","word","word",0.527010434580483
"reputasi","karier","related","word","word",0.36350414101641
"festival","karnaval","related","word","word",0.412009801517916
"kalimat","kata","related","word","word",0.551253548391004
"kadal","katak","related","word","word",0.345753525027454
"kristen","katolik","related","word","word",0.516032000777247
"ventilasi","katup","related","word","word",0.403118849306659
"artileri","kavaleri","related","word","word",0.467752729413878
"vanila","kayu manis","related","word","word",NA
"kebesaran","keagungan","related","word","word",0.458618204659468
"keamanan","keamanan","related","word","word",1
"harga diri","kebanggaan","related","word","word",NA
"demokrasi","kebebasan","related","word","word",0.431405056108256
"tekad","keberanian","related","word","word",0.523580274256324
"suara","kebisingan","related","word","word",0.447864332270259
"sirkus","kebun binatang","related","word","word",NA
"kecil","kecil","related","word","word",1
"keberangkatan","kedatangan","related","word","word",0.4489379269245
"menit","kedua","related","word","word",0.062596161945136
"kementerian","kedutaan","related","word","word",0.389871970574048
"perak","keemasan","related","word","word",0.309955434033129
"lampu","kegelapan","related","word","word",0.196652985429475
"kebodohan","kegilaan","related","word","word",0.407178180353758
"ketiadaan","kehadiran","related","word","word",0.332557041960633
"kecelakaan","kejadian","related","word","word",0.483777070462611
"kekejaman","kejahatan","related","word","word",0.456098439222598
"kekecewaan","kejutan","related","word","word",0.288145400630417
"kebingungan","kekacauan","related","word","word",0.477658191893705
"khawatir","kekhawatiran","related","word","word",0.518027500203735
"energi","kekuatan","related","word","word",0.460337282612126
"memaksa","kekuatan","related","word","word",0.22422749849428
"kehamilan","kelahiran","related","word","word",0.336874344378009
"haus","kelaparan","related","word","word",0.360529195533467
"sekolah","kelas","related","word","word",0.486112760400714
"kuda","keledai","related","word","word",0.402463265608314
"tentang","keluar","related","word","word",0.157697762595204
"pintu masuk","keluar","related","word","word",NA
"tuduhan","keluhan","related","word","word",0.408856683010223
"perkembangan","kemajuan","related","word","word",0.555950008738926
"hilangnya","kematian","related","word","word",0.331562585764394
"kembali","kembali","related","word","word",1
"jaket","kemeja","related","word","word",0.55952086619663
"mengalahkan","kemenangan","related","word","word",0.329193884359191
"penderitaan","kemiskinan","related","word","word",0.435627142639953
"mungkin","kemungkinan","related","word","word",0.478823497786453
"mobil","kendaraan","related","word","word",0.672934493125377
"takut","kengerian","related","word","word",0.203962006916344
"tomat","kentang","related","word","word",0.533869272009947
"kerajaan","kerajaan","related","word","word",1
"rasa syukur","keramahan","related","word","word",NA
"keras","keras","related","word","word",1
"egois","keras kepala","related","word","word",NA
"bis","kereta","related","word","word",0.516384885046129
"basah","kering","related","word","word",0.503326275467744
"pena","kertas","related","word","word",0.502877621237137
"hadirin","kerumunan","related","word","word",0.201215596422638
"kasih sayang","kesabaran","related","word","word",NA
"kesalahan","kesalahan","related","word","word",1
"merasa","kesan","related","word","word",0.242337711472831
"pendidikan","kesehatan","related","word","word",0.367279289532699
"harmoni","keseimbangan","related","word","word",0.382347829164147
"sukacita","kesenangan","related","word","word",0.508405323733313
"kesetiaan","kesetiaan","related","word","word",1
"anggapan","kesimpulan","related","word","word",0.382945431923409
"kegagalan","kesuksesan","related","word","word",0.43109707679418
"menakuti","ketakutan","related","word","word",0.430695878672142
"tidak bertanggung jawab","keterlaluan","related","word","word",NA
"tidak adil","ketidakadilan","related","word","word",NA
"tidak dapat","ketidakmampuan","related","word","word",NA
"arogance","ketidaktahuan","related","word","word",NA
"keempat","ketiga","related","word","word",0.630408781047357
"menginvestasikan","keuangan","related","word","word",0.334981298749665
"klasik","khas","related","word","word",0.319339508415346
"gram","kilo","related","word","word",0.458322067236042
"meter","kilometer","related","word","word",0.584541428706865
"biologi","kimia","related","word","word",0.526714011711514
"peluit","klakson","related","word","word",0.406979054162476
"keluarga","klan","related","word","word",0.416982647443653
"batang","klub","related","word","word",0.113331940766507
"kata sandi","kode","related","word","word",NA
"heroin","kokain","related","word","word",0.577405327933732
"teman","kolega","related","word","word",0.465882728819628
"federasi","koloni","related","word","word",0.276970765255768
"kapten","komandan","related","word","word",0.427074455507651
"campuran","kombinasi","related","word","word",0.316501834208422
"penyataan","komentar","related","word","word",0.194266465542769
"pedagang","komersial","related","word","word",0.279741632868056
"komite","komisi","related","word","word",0.514590300167073
"peta","kompas","related","word","word",0.398535275748703
"kejuaraan","kompetisi","related","word","word",0.54515147573143
"pertemuan","konferensi","related","word","word",0.537178744751612
"konfirmasi","konfirmasi","related","word","word",1
"perselisihan","konflik","related","word","word",0.487293428170352
"baja","konkret","related","word","word",0.166355376776366
"definisi","konsep","related","word","word",0.242762402255627
"liberal","konservatif","related","word","word",0.42130465499989
"tipuan","konspirasi","related","word","word",0.288375397435596
"membangun","konstruksi","related","word","word",0.377892899085174
"koneksi","kontak","related","word","word",0.41980929722501
"radiasi","kontaminasi","related","word","word",0.438946780761065
"persetujuan","kontrak","related","word","word",0.357493537425127
"memanipulasi","kontrol","related","word","word",0.224691446844069
"absurd","konyol","related","word","word",0.434083198628558
"penyerang","korban","related","word","word",0.365272789117709
"penuh","kosong","related","word","word",0.36187680045047
"tas","kotak","related","word","word",0.440124721721642
"menjijikkan","kotor","related","word","word",0.49753938652848
"meminjamkan","kredit","related","word","word",0.243409764706988
"saus","krim","related","word","word",0.407080562312778
"politik","kritis","related","word","word",0.172198044260592
"kualitas","kuantitas","related","word","word",0.467890993376724
"lemah","kuat","related","word","word",0.489442485718931
"kuburan","kuburan","related","word","word",1
"biara","kuil","related","word","word",0.463119332978389
"jaringan","kulit","related","word","word",0.245918201546144
"kunci","kunci","related","word","word",1
"burung","kupu-kupu","related","word","word",NA
"penghasilan","laba","related","word","word",0.373275918063949
"serangga","laba-laba","related","word","word",NA
"telah menikah","lajang","related","word","word",NA
"cepat","lambat","related","word","word",0.611189934313111
"lilin","lampu","related","word","word",0.429441223098126
"surgawi","langit","related","word","word",0.440320416085466
"secara langsung","langsung","related","word","word",NA
"karpet","lantai","related","word","word",0.377874778065456
"permukaan","lapisan","related","word","word",0.31038340716991
"memberitahukan","laporan","related","word","word",0.225554692774531
"berjalan","lari","related","word","word",0.353468962905273
"spageti","lasagna","related","word","word",0.476382625050348
"angkatan laut","laut","related","word","word",NA
"laut","laut","related","word","word",1
"layak","layak","related","word","word",1
"monitor","layar","related","word","word",0.345724240991647
"semut","lebah","related","word","word",0.454189649328076
"atas","lebih rendah","related","word","word",NA
"lapar","lelah","related","word","word",0.438179641844617
"penjualan","lelang","related","word","word",0.457001462347826
"lemah lembut","lembut","related","word","word",NA
"seragam","lencana","related","word","word",0.3833944254576
"gay","lesbian","related","word","word",0.47018011440236
"lezat","lezat","related","word","word",1
"hukum","liar","related","word","word",0.171856249719573
"tim","liga","related","word","word",0.355986220167066
"jam tangan","lihat","related","word","word",NA
"membelanjakan","limbah","related","word","word",0.281923081896237
"soda","limun","related","word","word",0.403523212981831
"segi tiga","lingkaran","related","word","word",NA
"suasana","lingkungan","related","word","word",0.344605639954191
"parfum","lipstik","related","word","word",0.395119567421602
"setia","loyal","related","word","word",0.546614080174452
"kejujuran","loyalitas","related","word","word",0.443922491170515
"luar biasa","luar biasa","related","word","word",NA
"cedera","luka","related","word","word",0.577704570561419
"pasir","lumpur","related","word","word",0.410260813331025
"tenaga surya","lunar","related","word","word",NA
"ingat","lupa","related","word","word",0.519028983635648
"kartel","mafia","related","word","word",0.455998486789731
"listrik","magnetis","related","word","word",0.341834102669873
"murah","mahal","related","word","word",0.566006192864833
"takhta","mahkota","related","word","word",0.452587704051176
"sarapan","makan malam","related","word","word",NA
"makanan","makanan","related","word","word",1
"setan","malaikat","related","word","word",0.46490552370957
"malam","malam","related","word","word",1
"pidana","maling","related","word","word",0.256927919363121
"kamar mandi","mandi","related","word","word",NA
"piring","mangkuk","related","word","word",0.408397264351341
"predator","mangsa","related","word","word",0.557453974969236
"imut","manis","related","word","word",0.464870274146324
"balapan","maraton","related","word","word",0.319217842638725
"venus","mars","related","word","word",0.436495490061779
"masa lalu","masa depan","related","word","word",NA
"masalah","masalah","related","word","word",1
"masyarakat","masyarakat","related","word","word",1
"telinga","mata","related","word","word",0.501184984818317
"pembunuh","mata duitan","related","word","word",NA
"fajar","matahari terbenam","related","word","word",NA
"pilih","mayoritas","related","word","word",0.191156949586919
"psikologis","medis","related","word","word",0.395416133427911
"kantor","meja","related","word","word",0.328750250496911
"kursi","meja","related","word","word",0.472950718717172
"melanjutkan","melanjutkan","related","word","word",1
"pemeliharaan","melayani","related","word","word",0.21252492740578
"membekukan","meleleh","related","word","word",0.3958730967452
"menjaga","melestarikan","related","word","word",0.396613964287185
"meledak","meletus","related","word","word",0.463865322656284
"perspektif","melihat","related","word","word",0.260770913533017
"bertemu","melihat","related","word","word",0.456678739176473
"membela","melindungi","related","word","word",0.500431464215795
"mengizinkan","memaafkan","related","word","word",0.272229761538449
"koki","memasak","related","word","word",0.388624694010278
"pergilah","memasuki","related","word","word",0.176733547361894
"taruh","memasukkan","related","word","word",0.428799161367265
"fatal","mematikan","related","word","word",0.360875966896179
"menulis","membaca","related","word","word",0.552672579069588
"mengirim","membawa","related","word","word",0.434933395361159
"menjual","membeli","related","word","word",0.639052504069946
"cinta","membenci","related","word","word",0.191447452431945
"tanda","membentuk","related","word","word",0.151938195790035
"makan","memberi makan","related","word","word",NA
"mencuci","membersihkan","related","word","word",0.583996154504319
"menghasilkan","membuat","related","word","word",0.344751003011131
"melakukan","membuat","related","word","word",0.368309633518155
"menutup","membuka","related","word","word",0.514063651452802
"penangkapan ikan","memburu","related","word","word",NA
"menyimpan","memegang","related","word","word",0.357842619985533
"meyakini","memercayai","related","word","word",0.480030616786254
"memeriksa","memeriksa","related","word","word",1
"memesan","memerintah","related","word","word",0.240864369217538
"pilih","memilih","related","word","word",0.744483503469382
"menyewa","mempekerjakan","related","word","word",0.525340313064536
"mengajar","mempelajari","related","word","word",0.417000125935138
"memperbaiki","memperbaiki","related","word","word",1
"menang","memperoleh","related","word","word",0.267638451033811
"bahaya","mempertaruhkan","related","word","word",0.272515945702024
"memikirkan","mempertimbangkan","related","word","word",0.479890591587524
"muatan","memuat","related","word","word",0.528725094344657
"membuat terkesan","memuji","related","word","word",NA
"memukul","memukul","related","word","word",1
"menyediakan","memungkinkan","related","word","word",0.284716327953043
"luar biasa","menakjubkan","related","word","word",NA
"menakutkan","menakutkan","related","word","word",1
"bangunan","menara","related","word","word",0.401965331275025
"menawan","menarik","related","word","word",0.341075907085852
"memberi","menawarkan","related","word","word",0.372121966870999
"berhenti","mencegah","related","word","word",0.160223452007786
"percobaan","mencoba","related","word","word",0.293127234546743
"menculik","menculik","related","word","word",1
"rampok","mencuri","related","word","word",0.307849756833118
"melompat","mendaki","related","word","word",0.363916399528106
"mendengar","mendengarkan","related","word","word",0.706780482623705
"menyedihkan","menderita","related","word","word",0.311468572791439
"rasa sakit","menderita","related","word","word",NA
"mati","menderita","related","word","word",0.428851355009747
"keadaan darurat","mendesak","related","word","word",NA
"pendampingan","mendukung","related","word","word",NA
"depresi","menekankan","related","word","word",0.204712509454228
"menyelidiki","meneliti","related","word","word",0.512552408647976
"berenang","menenggelamkan","related","word","word",0.349664533059794
"menghargai","mengagumi","related","word","word",0.556609964844474
"dokumen","mengajukan","related","word","word",0.328957791520377
"mengakui","mengakui","related","word","word",1
"memberi tahu","mengatakan","related","word","word",NA
"mengatur","mengatur","related","word","word",1
"berhasil","mengelola","related","word","word",0.123733523049055
"tahu","mengenali","related","word","word",0.310551963522815
"mengerikan","mengerikan","related","word","word",1
"mengubur","menggali","related","word","word",0.560548237150802
"cepat","menggambarkan","related","word","word",0.0533495378444644
"mengganggu","mengganggu","related","word","word",1
"pengganti","mengganti","related","word","word",0.698306046216124
"memar","menggores","related","word","word",0.363967329018103
"merusak","menghancurkan","related","word","word",0.585884202493279
"menghapus","menghapuskan","related","word","word",0.774219158923876
"menghitung","menghitung","related","word","word",1
"kepercayaan diri","menghormati","related","word","word",NA
"menangkap","menghukum","related","word","word",0.297987782301583
"mengikat","mengikat","related","word","word",1
"mengejar","mengikuti","related","word","word",0.396815671555034
"inspirasi","mengilhami","related","word","word",0.458749269527002
"mengharapkan","menginginkan","related","word","word",0.456289505542318
"pengkhianat","mengintai","related","word","word",0.165440931548393
"menjilat","mengisap","related","word","word",0.364579764516247
"membiarkan","mengizinkan","related","word","word",0.567805354604575
"peningkatan","mengubah","related","word","word",0.174464017390722
"menyapa","mengucapkan selamat","related","word","word",NA
"mengumpulkan","mengumpulkan","related","word","word",1
"menyarankan","mengusulkan","related","word","word",0.516013776088433
"meninggalkan","meninggalkan","related","word","word",1
"mengurangi","meningkatkan","related","word","word",0.513920918009702
"candaan","menipu","related","word","word",0.164721713418338
"janji","menjamin","related","word","word",0.331413048825821
"menyesap","menjatuhkan","related","word","word",0.208329020036946
"membalas","menjawab","related","word","word",0.39992504056452
"terowongan","menjembatani","related","word","word",0.299697172968491
"kotor","menjijikan","related","word","word",0.421732944899404
"menerima","menolak","related","word","word",0.318941633085602
"emosional","mental","related","word","word",0.468399781320058
"pertunjukan","menunjukkan","related","word","word",0.174692958989317
"bersembunyi","menutupi","related","word","word",0.270753103336189
"memahami","menyadari","related","word","word",0.438126350583994
"menyimpan","menyelamatkan","related","word","word",0.236562255544038
"mengendarai","menyetir","related","word","word",0.523119850673125
"menyiksa","menyiksa","related","word","word",1
"menyinggung","menyinggung","related","word","word",1
"pemerasan","menyuap","related","word","word",0.284019109663796
"penyihir","menyumpahi","related","word","word",0.158405904458582
"kuning","merah","related","word","word",0.600448982373533
"menangkap","merebut","related","word","word",0.309725730721666
"produk","merek","related","word","word",0.431173988587374
"berlebihan","meremehkan","related","word","word",0.391279480161993
"memotong","merobek","related","word","word",0.472197788512984
"cerutu","merokok","related","word","word",0.4320156700429
"teknik","metode","related","word","word",0.397327018094758
"sentimeter","mil","related","word","word",0.413413840338381
"mimpi","mimpi buruk","related","word","word",NA
