"ar_cue","ar_target","type","cue_type","target_type","ar_cosine"
"هواء","الأكسجين","related","word","word",0.487170953419954
"بلد","الأمة","related","word","word",0.320647690424789
"الخدمات المصرفية","الأمور المالية","related","word","word",NA
"فم","الأنف","related","word","word",0.407941577775115
"ذو قيمة","الأهمية","related","word","word",NA
"اتصل","الإتصال","related","word","word",0.514659142193214
"نشر","الإجمالية","related","word","word",0.166959173891414
"قناة","الإخبارية","related","word","word",0.501434317832617
"إهانة","الإساءة","related","word","word",0.519300217771335
"تكرر","الإشارة","related","word","word",0.148600116565728
"ربح","الإيرادات","related","word","word",0.385505378097584
"التنقل","الاتصالات","related","word","word",0.263814833026006
"أول","الاخير","related","word","word",0.248399290541833
"المستشعر","الارسال","related","word","word",0.402067824644103
"رجل","الانسان","related","word","word",0.228457496277958
"جلد","الانسجة","related","word","word",0.274513374144415
"غريزه","البديهة","related","word","word",0.289059350615906
"لون أخضر","البرتقالي","related","word","word",NA
"الحار","البرد","related","word","word",0.277156380961953
"مقزز","البشع","related","word","word",0.238239713273303
"حمل","البضائع","related","word","word",0.179497755250314
"العمود الفقري","البطني","related","word","word",NA
"دم","البول","related","word","word",0.467445991012018
"ملعب","البيسبول","related","word","word",0.390461362309523
"سمع","التجربة","related","word","word",0.172348324406002
"يختبر","التحقيق","related","word","word",0.08882424944003
"تشريح الجثة","التحليلات","related","word","word",NA
"الصحة","التعليم","related","word","word",0.402039882817246
"عصري","التقليديين","related","word","word",0.315635989010588
"مذياع","التلفاز","related","word","word",0.407951891849104
"تبرع","التمويل","related","word","word",0.25929653537326
"ختم","التوقيع","related","word","word",0.360069293803529
"احترام","الثقة","related","word","word",0.409892130273402
"جنة","الجحيم","related","word","word",0.326454073466727
"العمل","الجراحة","related","word","word",0.235730633889854
"مدني","الجيش","related","word","word",0.222005672371288
"البرمجيات","الحاسوب","related","word","word",0.527898319676415
"يكره","الحب","related","word","word",0.126478934978665
"العنكبوت","الحشرات","related","word","word",0.415405974752126
"حضاره","الحضارة","related","word","word",0.495076502009477
"الحفاظ على","الحفاظ","related","word","word",NA
"الخريف","الخريف","related","word","word",1
"العدو","الخصم","related","word","word",0.473319956274265
"يحمي","الدفاع","related","word","word",0.311497847968553
"ماذا او ما","الذي - التي","related","word","word",NA
"فوضى سياسية","الرأسمالية","related","word","word",NA
"سنجاب","الراكون","related","word","word",0.354286582838539
"سوبرمان","الرجل الوطواط","related","word","word",NA
"إجابه","الرد","related","word","word",0.442051943383894
"بشكل رسمي","الرسمية","related","word","word",NA
"الفيزياء","الرياضيات","related","word","word",0.629121115809062
"النينجا","الساموراي","related","word","word",0.406676818511746
"يغرق","السباحة","related","word","word",0.356984082725136
"قميص","السترة","related","word","word",0.48701582578326
"ضربة جزاء","السجن","related","word","word",NA
"خلية - زنزانة","السجن","related","word","word",NA
"القيمة","السعر","related","word","word",0.422835618721725
"الاختصاص القضائي","السلطة","related","word","word",NA
"سماء","السماوية","related","word","word",0.292109868783805
"جلالة","السمو","related","word","word",0.468826773846776
"مركبة","السيارات","related","word","word",0.379029768517057
"حرف","الشخصية","related","word","word",0.108090291340965
"الوريد","الشريان","related","word","word",0.650262800662865
"وظيفة","الشغل","related","word","word",0.295337734778245
"القمر","الشمس","related","word","word",0.528413600632076
"عنصري","الشيوعي","related","word","word",0.309240394865972
"قاس","الصعب","related","word","word",0.33936404194722
"صامتة","الصمت","related","word","word",0.406091908985244
"نبض","الضغط","related","word","word",0.324520912305629
"طريق","الطريق السريع","related","word","word",NA
"بحجم","الطول","related","word","word",0.26619207648332
"دولي","العالمية","related","word","word",0.255928736642389
"قاموس","العبارة","related","word","word",0.3580986914972
"الماراثون","العنصر","related","word","word",0.129393267585045
"الجنوبي","الغربي","related","word","word",0.630393224030508
"بيئة","الغلاف الجوي","related","word","word",NA
"الخاسر","الفائز","related","word","word",0.605650026463898
"أولاد","الفتيات","related","word","word",0.251986578006235
"الكراك","الفجوة","related","word","word",0.289789197689064
"موز","الفراولة","related","word","word",0.414742973841299
"إنجليزي","الفرنسية","related","word","word",0.404687150457398
"شرير","القسوة","related","word","word",0.181174128000334
"الحرير","القطن","related","word","word",0.50600701028709
"تسلق","القفز","related","word","word",0.535192010596022
"البحرية","القوات البحرية","related","word","word",NA
"الكلى","الكبد","related","word","word",0.564693981947832
"عادي","الكلاسيكية","related","word","word",0.119388241699882
"ثانيا","اللحظة","related","word","word",0.0631104442179819
"معاناة","الم","related","word","word",0.216662032568309
"فن","المؤلفات","related","word","word",0.163294816590327
"مستأجر","المالك","related","word","word",0.450152281074374
"الهواة","المحترفين","related","word","word",0.598553881047898
"يمكن","المحتمل","related","word","word",0.395724467211381
"احتمالا","المحتمل أن","related","word","word",NA
"يحتوي","المحتوى","related","word","word",0.38727817621445
"وكيل","المحقق","related","word","word",0.287110498737806
"المحيط الهادئ","المحيط الأطلسي","related","word","word",NA
"الكحول","المخدرات","related","word","word",0.60763853215396
"محامي","المدعي العام","related","word","word",NA
"مصرفي","المستثمر","related","word","word",0.425559925990745
"خبرة","المعرفه","related","word","word",0.29785599959593
"ضحية","المفترس","related","word","word",0.219277353277018
"مؤلف","الممثل","related","word","word",0.332016199364346
"ماركة","المنتوج","related","word","word",0.252083070189314
"بطل","المنقذ","related","word","word",0.380014963942707
"مفجر","الموقت","related","word","word",0.311711744730236
"مرشح","الناخب","related","word","word",0.357898228014553
"مؤامرة","النصب والاحتيال","related","word","word",NA
"شبكة الاتصال","النظام","related","word","word",NA
"نحلة","النمل","related","word","word",0.273966198061212
"نموذج","النموذج المبدئي","related","word","word",NA
"الكوكايين","الهيروين","related","word","word",0.754398050728056
"صحراء","الوادي","related","word","word",0.388824428674069
"السفارة","الوزارة","related","word","word",0.44551425113044
"غاز","الوقود","related","word","word",0.415343374074076
"رومان","اليونانية","related","word","word",0.162544584617052
"أرملة","امرأة","related","word","word",0.347166999851639
"الحملة الانتخابية","انتخاب","related","word","word",NA
"النشوة النشوة","انتصاب","related","word","word",NA
"الرصيد","انسجام","related","word","word",0.0754002173767856
"هزة أرضية","انفجار","related","word","word",NA
"يقع","انهيار","related","word","word",0.213143600259222
"فقر","بؤس","related","word","word",0.305410408812718
"نافذة او شباك","باب","related","word","word",NA
"اخو الام","بابا","related","word","word",NA
"دافئ","بارد","related","word","word",0.64757695422779
"دائما","باستمرار","related","word","word",0.479716269569516
"يشترى","باع","related","word","word",0.460403365162037
"نجاح","بالفشل","related","word","word",0.357040563627463
"إطلاقا","بالكامل","related","word","word",0.209807616354916
"القرصان","بحار","related","word","word",0.330801583381791
"نهر","بحيرة","related","word","word",0.499595126276558
"التقويم","برنامج","related","word","word",0.234208825885821
"المشروع","برنامج","related","word","word",0.33154894241173
"وقفة احتجاجية","برهنة","related","word","word",NA
"القاعدة","بروتوكول","related","word","word",0.367658747132354
"ببطء","بسرعة","related","word","word",0.451050679387973
"بطيء","بسرعة","related","word","word",0.297487541032442
"ببساطة","بسيط","related","word","word",0.320963800812201
"ثقيل","بشدة","related","word","word",0.159868729387867
"فجأة","بشكل غير متوقع","related","word","word",NA
"ثوم","بصلة","related","word","word",0.244563253216742
"الحمض النووي","بصمة","related","word","word",NA
"بجعة","بطة","related","word","word",0.46187204748492
"منافسة","بطولة","related","word","word",0.422694113321584
"الحمار","بعقب","related","word","word",0.536405781646101
"قرب","بعيد","related","word","word",0.344072648737064
"قطعا","بقوة","related","word","word",0.107680625795338
"يبني","بلاستيك","related","word","word",0.144349499137596
"برج","بناء","related","word","word",0.196948303186767
"بندقية","بندقية","related","word","word",1
"منفذ","بوابة","related","word","word",0.297408589839222
"واشنطن","بوسطن","related","word","word",0.547132967523351
"بوضوح","بوضوح","related","word","word",1
"تعليق","بيان","related","word","word",0.311080106960438
"يشرب","بيرة","related","word","word",0.378701099778768
"عش","بيضة","related","word","word",0.28156313540377
"المواد الكيميائية","بيولوجي","related","word","word",NA
"يصل","تأتي","related","word","word",0.31844774299409
"تأثير","تأثير","related","word","word",1
"توظيف","تأجير","related","word","word",0.422481725166831
"يطعم","تأكل","related","word","word",0.421136553027623
"التأكيد","تؤكد","related","word","word",0.435051576598023
"تجاري","تاجر","related","word","word",0.30805924668181
"بحث","تجد","related","word","word",0.272673938447323
"يقف","تجلس","related","word","word",0.369200321040495
"إنصهار","تجميد","related","word","word",0.263084472400083
"معدات","تجهيز","related","word","word",0.286068676861298
"عقبة","تحد","related","word","word",0.327342279704141
"حديث","تحدث","related","word","word",0.295728800780807
"طازج","تحديث","related","word","word",0.219327009218843
"يختار","تحديد","related","word","word",0.285746111065038
"يتغيرون","تحسين","related","word","word",0.190669035090792
"التحقق من","تحقق","related","word","word",NA
"تهنئة","تحية","related","word","word",0.454022326616634
"تجسس","تخريب","related","word","word",0.335012967211241
"تجهيز","تخطيط","related","word","word",0.350448963751519
"مزاد علني","تخفيض السعر","related","word","word",NA
"غادر","تخلى","related","word","word",0.370932264847877
"النزهة","تخييم","related","word","word",0.252626439734649
"اليوغا","تدليك","related","word","word",0.37231777704221
"خلق","تدمير","related","word","word",0.334483356298661
"ننسى","تذكر","related","word","word",0.446405079556301
"رماد","تراب","related","word","word",0.450592653851719
"أمر","ترتيب","related","word","word",0.205988244164694
"التركيز","تركيز","related","word","word",0.709499017890738
"يمكن","تزود","related","word","word",0.194666017828973
"سجل","تسجيل","related","word","word",0.572346240616948
"كبير","تسربت","related","word","word",0.139784689605194
"إعلان","تسويق","related","word","word",0.338750140912173
"غالبية","تصويت","related","word","word",0.288670189574089
"المسابقة","تطابق","related","word","word",0.138273165345702
"تقدم","تطوير","related","word","word",0.258511867291112
"البقاء","تظل","related","word","word",0.472003814880644
"الصبر","تعاطف","related","word","word",0.261868827651354
"عذاب","تعذيب","related","word","word",0.422328211976727
"مفهوم","تعريف","related","word","word",0.311645024216666
"اثار","تفعيل","related","word","word",0.0905127702648869
"تدرك","تفهم","related","word","word",0.672635167928263
"فحص","تقتيش","related","word","word",0.275602227165029
"شجاعة","تقرير","related","word","word",0.0617311948861393
"طريقة","تقنية","related","word","word",0.283766380548259
"الملاحظة","تقييم","related","word","word",0.272496657947103
"نصب","تمثال","related","word","word",0.273965458429912
"ماليا","تمويل","related","word","word",0.364760189518521
"قيلولة","تنزه تجول","related","word","word",NA
"جولف","تنس","related","word","word",0.302313507181501
"يرتب","تنظم","related","word","word",0.359847170218675
"صمام","تنفس","related","word","word",0.296274325657875
"المجتمع","تواصل اجتماعي","related","word","word",NA
"انتظر","توقع","related","word","word",0.238632866729365
"كنز","ثروة","related","word","word",0.340569074016235
"مسكين","ثري","related","word","word",0.27323556503573
"الفيروس المتنقل","ثعبان","related","word","word",NA
"واحد","ثلاثة","related","word","word",0.472684942413899
"مزدوج","ثلاثي","related","word","word",0.544070556929922
"مطر","ثلج","related","word","word",0.473770974401862
"نوبل","جائزة","related","word","word",0.383179881137532
"علاوة","جائزة","related","word","word",0.305958773538464
"قراءة","جاري الكتابة","related","word","word",NA
"كون","جالاكسي","related","word","word",0.155422694301876
"كلية","جامعة","related","word","word",0.631152506175832
"مثليه","جاي","related","word","word",0.157243983602782
"تل","جبل","related","word","word",0.422212265384848
"رغيف الخبز","جبنه","related","word","word",NA
"الجسم","جثة","related","word","word",0.344605336222701
"الى ابعد حد","جدا","related","word","word",NA
"جد","جدة","related","word","word",0.279882858948511
"مريح","جذاب","related","word","word",0.390080363536154
"حلو","جذاب","related","word","word",0.306484229240876
"اهتمام","جذب","related","word","word",0.337859797011793
"شرط","جريدة","related","word","word",0.0998759749488355
"سين","جريمة","related","word","word",0.0653176588214389
"عامل","جزء","related","word","word",0.183471304697172
"الجنس","جسدي - بدني","related","word","word",NA
"شيء","جسيم","related","word","word",0.245902284646725
"سحر","جمال","related","word","word",0.337874939425993
"عظم","جمجمة","related","word","word",0.456076071892501
"كلمة","جملة","related","word","word",0.594357448742481
"يحشد","جمهور","related","word","word",0.17424891133637
"جميلة","جميل","related","word","word",0.506781532026053
"رائع","جميل","related","word","word",0.747484149520181
"رقاقة","جهاز","related","word","word",0.342448540318107
"تذكرة","جواز سفر","related","word","word",NA
"كمية","جودة","related","word","word",0.361163795507623
"متعبه","جوعان","related","word","word",0.455156911675801
"روميو","جولي","related","word","word",0.197699987262908
"الماس","جوهرة","related","word","word",0.397775646283212
"الفيلق","جيش","related","word","word",0.440241796624007
"حادثة","حادثة","related","word","word",1
"أوركسترا","حافظة مسافة","related","word","word",NA
"الفيدرالية","حالة","related","word","word",0.0970425165727569
"عاجل","حالة طوارئ","related","word","word",NA
"سلسلة","حبل","related","word","word",0.221714936610966
"لوح","حبوب منع الحمل","related","word","word",NA
"ظاهرة","حدث","related","word","word",0.170164338140708
"حذاء طويل","حذاء","related","word","word",NA
"عدد","حساب","related","word","word",0.206427703205743
"دقيق او حساس","حساس","related","word","word",NA
"صخر","حصاة","related","word","word",0.320770852835637
"حمار","حصان","related","word","word",0.505233800266907
"نتيجة","حصيلة","related","word","word",0.337919870310332
"قبلة","حضن","related","word","word",0.459323241053569
"إنقاذ","حفظ","related","word","word",0.393911987119574
"استقبال","حفل","related","word","word",0.36091627802382
"جولة","حفلة موسيقية","related","word","word",NA
"فعلا","حقا","related","word","word",0.843698017140799
"إبرة","حقنة","related","word","word",0.533592796747223
"جرعة","حقنة","related","word","word",0.56808540484822
"حقيبة","حقيبة سفر","related","word","word",NA
"صحيح","حقيقة","related","word","word",0.333319286996767
"متفائل","حقيقي","related","word","word",0.258953061909642
"الادارة","حكومة","related","word","word",0.376780992318436
"أقسم","حلف","related","word","word",0.324238373636537
"مسلسل","حلقة","related","word","word",0.545206424700032
"كابوس","حلم","related","word","word",0.592465144359804
"سعال","حمة","related","word","word",0.404762728884916
"ولادة","حمل","related","word","word",0.254113760571082
"شخصي","حميم","related","word","word",0.446501157244571
"خارج","حول","related","word","word",0.244884274621839
"مستدير","حول","related","word","word",0.220083894172816
"وحش","حيوان","related","word","word",0.478205773748871
"الجاسوس","خائن","related","word","word",0.379730648792614
"شريحة","خادم","related","word","word",0.217046027553823
"مربية","خادمة","related","word","word",0.50349860492006
"داخلي","خارجي","related","word","word",0.439746616677209
"مزورة","خاطئة","related","word","word",0.301748432339838
"ثانوي","خبرات","related","word","word",0.169713730386026
"شفة","خد","related","word","word",0.192948466773465
"مضخة","خرطوم","related","word","word",0.469356238106759
"بوصلة","خريطة","related","word","word",0.471770454814993
"خزانة","خزانة","related","word","word",1
"خطأ","خطأ","related","word","word",1
"خطاب","خطبة","related","word","word",0.508579601976163
"مخاطرة","خطر","related","word","word",0.480810262468868
"محفوف بالمخاطر","خطير","related","word","word",NA
"زيادة","خفض","related","word","word",0.408167533082788
"الظلام","خفيفة","related","word","word",0.147405055315391
"نزاع","خلاف","related","word","word",0.429427199768097
"مزيج","خليط","related","word","word",0.627141106760152
"خارق للعادة","خوارق","related","word","word",NA
"واقع","خيالي","related","word","word",0.259908739111176
"مفاجئة","خيبة الامل","related","word","word",NA
"ظل","داكن","related","word","word",0.162075902838642
"ابحاث","دراسة","related","word","word",0.457299085422728
"الحرارة","درجة الحرارة","related","word","word",NA
"درع","درع","related","word","word",1
"قانون","دستور","related","word","word",0.594978051851181
"حفر","دفن","related","word","word",0.485119954172732
"عميد","دكتور جامعى","related","word","word",NA
"دليل","دليل","related","word","word",1
"مخ","دماغي","related","word","word",0.507550495345592
"فنان","دهان","related","word","word",0.244075526233795
"دش","دوره المياه","related","word","word",NA
"حارس","دورية","related","word","word",0.325662767103862
"جنيه","دولار","related","word","word",0.622722057462302
"دار الأيتام","دير","related","word","word",NA
"معبد","ديرصومعة","related","word","word",NA
"شهر نوفمبر","ديسمبر","related","word","word",NA
"دجاج","ديك رومى","related","word","word",NA
"الحريه","ديمقراطية","related","word","word",0.260767236240698
"فلسفة","دين","related","word","word",0.237807653459998
"البارود","ديناميت","related","word","word",0.356530290779895
"بينج","دينغ","related","word","word",0.358571068385884
"يتحمل","ذئب","related","word","word",0.0991826399650172
"يسلم","ذراع","related","word","word",0.167757423858825
"أخير","ذروة","related","word","word",0.112554301903126
"الدافع","ذريعة","related","word","word",0.312733199789515
"ذكي","ذكي","related","word","word",1
"استحق","ذو قيمة","related","word","word",NA
"وحي","رؤية","related","word","word",0.0918343691076867
"إدارة","رئيس","related","word","word",0.346589576055511
"المستشار","رئيس","related","word","word",0.40330719151474
"المذاق","رائحة","related","word","word",0.399121966444637
"ممتاز","رائعة","related","word","word",0.374272948967067
"بديع","رائعة حقا","related","word","word",NA
"الثالث","رابعا","related","word","word",0.388060233483308
"راتب تقاعد","راتب","related","word","word",NA
"نظرة","راقب","related","word","word",0.215274418649702
"ربط","ربطة عنق","related","word","word",NA
"نصف","ربع","related","word","word",0.568534803647896
"هبوط","رحلة طيران","related","word","word",NA
"مغفرة","رحمة","related","word","word",0.480924744432041
"غالي الثمن","رخيص","related","word","word",NA
"برقية","رسالة","related","word","word",0.576773450227062
"تحذير","رسالة","related","word","word",0.298293336494577
"يسقط","رشفة","related","word","word",0.188284618057405
"عيار","رصاصة","related","word","word",0.530646040027588
"روديو","رعاة البقر","related","word","word",NA
"برق","رعد","related","word","word",0.428060698749262
"رغبة","رغبة","related","word","word",1
"حلق","رقبة","related","word","word",0.324302090141472
"راقصة","رقص","related","word","word",0.506858775217577
"كتف","ركبة","related","word","word",0.403001801971953
"علم","رمز","related","word","word",0.18070238526389
"طين","رمل","related","word","word",0.479174747544985
"كريه","رهيب","related","word","word",0.384842188581663
"سرقة","روب","related","word","word",0.144154029090314
"روح","روح","related","word","word",1
"قيصر","روما","related","word","word",0.489310713701716
"دراماتيكي","رومانسي","related","word","word",0.428555907452775
"مليونير","ريادي","related","word","word",0.234953735801935
"هواية","رياضة","related","word","word",0.462286860218128
"مذيع الأخبار","ريشة","related","word","word",NA
"عسل","زبدة","related","word","word",0.305170302668974
"صبور","زبون","related","word","word",0.258392478861613
"زجاج","زجاجة","related","word","word",0.471491545804019
"عضو","زعيم","related","word","word",0.455068842116574
"الارتباط","زفاف","related","word","word",0.187633863377012
"ركن","زقاق","related","word","word",0.312982190440069
"مصنع","زهرة","related","word","word",0.144582031326854
"طلاق","زواج","related","word","word",0.533026898423447
"الزوج","زوجة","related","word","word",0.455076781735617
"شارة","زى موحد","related","word","word",NA
"راكب","سائق","related","word","word",0.444199761429301
"الساحة","ساحة المعركة","related","word","word",NA
"سحر","ساحر","related","word","word",0.523093012191773
"ملفت للانتباه","ساحر","related","word","word",NA
"لعنة","ساحرة","related","word","word",0.421253246724622
"شاطئ بحر","ساحل","related","word","word",NA
"سخرية","ساخر","related","word","word",0.391016531575787
"ساذج","ساخرة","related","word","word",0.228233329403648
"أرضية","سجاد","related","word","word",0.412664329581151
"ضفدع","سحلية","related","word","word",0.438220377600215
"سخيف","سخيف","related","word","word",1
"ورم","سرطان","related","word","word",0.55996415669228
"تونة","سرطان البحر","related","word","word",NA
"مسافه: بعد","سرعة","related","word","word",NA
"سرقة","سرقة","related","word","word",1
"كنبة","سرير","related","word","word",0.453272383170748
"البحرية","سريع","related","word","word",0.105216364124351
"لاجئ","سريع التبخر","related","word","word",NA
"طبقة","سطح - المظهر الخارجي","related","word","word",NA
"راضي","سعيدة","related","word","word",0.442195820786355
"طاقم","سفينة","related","word","word",0.405445673777264
"رصين","سكران","related","word","word",0.29889309590868
"سيف","سكين","related","word","word",0.565757616932123
"مسدس","سلاح","related","word","word",0.766243798684133
"سلاح الفرسان","سلاح المدفعية","related","word","word",NA
"الأمان","سلامة","related","word","word",0.483951849670403
"حلزون","سلحفاة","related","word","word",0.404871335777976
"حساء","سلطة","related","word","word",0.316608246014798
"حياة مهنية","سمعة","related","word","word",NA
"سمك القرش","سمك","related","word","word",NA
"نحيف","سميك","related","word","word",0.445114716252233
"مسمار","سن","related","word","word",0.2424512814904
"ميل","سنتيمتر","related","word","word",0.39760226223383
"غير ممكن","سهل","related","word","word",NA
"حائط","سور","related","word","word",0.521029415895266
"جيد","سيئة","related","word","word",0.360150899238253
"عرض مختصر لفيلم","سيارة نقل","related","word","word",NA
"الصحافة","سياسة","related","word","word",0.176496766125052
"حرج","سياسي","related","word","word",0.175306427538377
"سياسات","سياسي","related","word","word",0.47630952428639
"دخان","سيجار","related","word","word",0.386063970274326
"التبغ","سيجارة","related","word","word",0.379904886108633
"رب","سيدة","related","word","word",0.188000171506098
"يركض","سير","related","word","word",0.181200306313642
"حديقة حيوان","سيرك","related","word","word",NA
"محافظ حاكم","سيناتور","related","word","word",NA
"جيب","شاحنة","related","word","word",0.253075496556158
"السبيل","شارع","related","word","word",0.180922347793255
"عصا","شاكوش","related","word","word",0.224982305968927
"خمر","شامبانيا","related","word","word",0.541775670203277
"الصيف","شتاء","related","word","word",0.484030505495399
"النبيل","شجاع","related","word","word",0.279243367838884
"دفع","شجرة","related","word","word",0.0553932028916549
"بقرة","شخص شره","related","word","word",NA
"شرف","شرف","related","word","word",1
"غرب","شرق","related","word","word",0.647830483548046
"النادي","شريط","related","word","word",0.194506369645465
"انطباع","شعور","related","word","word",0.398595491418782
"حماس","شغف","related","word","word",0.418401491673278
"استعادة","شفاء - يشفى","related","word","word",NA
"بيت","شقة","related","word","word",0.431558780296221
"أخت","شقيق","related","word","word",0.563246558631671
"شاكر","شكر","related","word","word",0.454966495179359
"جنوب","شمال","related","word","word",0.676167321523759
"القمري","شمسي","related","word","word",0.390232897434128
"مصباح","شمعة","related","word","word",0.412651530508823
"الشاهد","شهادة","related","word","word",0.360201855507359
"ملعقة","شوكة","related","word","word",0.470475498166255
"السكر","شوكولاتة","related","word","word",0.358715382551515
"لا شيئ","شيئا ما","related","word","word",NA
"ملاك","شيطان","related","word","word",0.433868329641558
"خاصية","صاحب","related","word","word",0.181699014331347
"مقبول","صادق","related","word","word",0.270049877393638
"صاروخ","صاروخ","related","word","word",1
"بوق","صافرة","related","word","word",0.429877626545541
"غدا","صباح","related","word","word",0.349729977827852
"فتاة","صبي","related","word","word",0.457394699355737
"زر","صحافة","related","word","word",0.181294236899883
"مراسل","صحافي","related","word","word",0.559215637319119
"علاقة","صداقة","related","word","word",0.512167178777283
"معدة","صدر","related","word","word",0.308995433663478
"كلية","صديق","related","word","word",0.0999401745777932
"قليل","صغير","related","word","word",0.314363811993097
"عمر او قديم","صغيرة","related","word","word",NA
"مغلف","صفقة","related","word","word",0.154834436257267
"الخرسانة","صلب","related","word","word",0.356458859631119
"كريم","صلصة","related","word","word",0.322493362968779
"صورة","صورة فوتوغرافية","related","word","word",NA
