"word_combo","sr_cue","sr_target","type","cue_type","target_type","sr_cosine","M_Z","SD_Z","sr_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"активанактивност","активан","активност","related","word","word",0.629353917373316,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"активанјезац","активан","језац","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"активанмотор","активан","мотор","unrelated","word","word",0.438570842819103,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"актистимборба","актистим","борба","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"актистимфрамнути","актистим","фрамнути","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"актостишпедог","актостиш","педог","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"актостишсвештеник","актостиш","свештеник","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алатинструмент","алат","инструмент","related","word","word",0.49838362206986,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алатмишљаоја","алат","мишљаоја","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алатнос","алат","нос","unrelated","word","word",0.447403688586249,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"албершавањевентилација","албершавање","вентилација","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"албершавањеодсупруг","албершавање","одсупруг","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"албумжена","албум","жена","unrelated","word","word",0.342356594354958,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"албумогромдржати","албум","огромдржати","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"албумпесма","албум","песма","related","word","word",0.490233932972108,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алекностграђевина","алекност","грађевина","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алекностзаогромница","алекност","заогромница","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алкоблуинформација","алкоблу","информација","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алкоблуобрадија","алкоблу","обрадија","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алкохолвероискрено","алкохол","вероискрено","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алкохолдрога","алкохол","дрога","related","word","word",0.570088614714401,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"алкохолкофер","алкохол","кофер","unrelated","word","word",0.438027948788782,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амандалавуриц","амандала","вуриц","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амандалаличност","амандала","личност","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аманкаалбердан","аманка","албердан","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аманкаболест","аманка","болест","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аматерскилобања","аматерски","лобања","unrelated","word","word",0.444238625784712,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аматерскипрофесионалан","аматерски","професионалан","related","word","word",0.600027443699614,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аматерскиснаску","аматерски","снаску","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амбасадаминистарство","амбасада","министарство","related","word","word",0.46251619585281,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амбасадаперспектива","амбасада","перспектива","unrelated","word","word",0.498234042590598,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амбасадаујаво","амбасада","ујаво","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амбасадорминистар","амбасадор","министар","related","word","word",0.498109799976103,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амбасадорнезгода","амбасадор","незгода","unrelated","word","word",0.419110461192741,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амбасадорствартиснути","амбасадор","ствартиснути","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амбасањстваонрач","амбасањства","онрач","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"амбасањстваужасан","амбасањства","ужасан","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аналитичардолина","аналитичар","долина","unrelated","word","word",0.394481976422129,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аналитичарзвола","аналитичар","звола","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аналитичаристражитељ","аналитичар","истражитељ","related","word","word",0.580518256552868,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анархијакапитализам","анархија","капитализам","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анархијаормар","анархија","ормар","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анархијапатрац","анархија","патрац","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анатомијанеопрозан","анатомија","неопрозан","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анатомијапсихологија","анатомија","психологија","related","word","word",0.692926915797963,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анатомијарука","анатомија","рука","unrelated","word","word",0.449283612098013,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"андјош увек","анд","још увек","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"андскука","анд","скука","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анђеођаво","анђео","ђаво","related","word","word",0.52011213869341,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анђеокамислиo","анђео","камислиo","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анђеонавести","анђео","навести","unrelated","word","word",0.427860924517457,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анонимниаеродром","анонимни","аеродром","unrelated","word","word",0.443944180503761,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анонимнинепознат","анонимни","непознат","related","word","word",0.470284699310667,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"анонимниробњакдан","анонимни","робњакдан","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"антумвeрoвaтлефон","антум","вeрoвaтлефон","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"антумцивилизација","антум","цивилизација","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"апливаутобус","аплив","аутобус","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"апливигрибургер","аплив","игрибургер","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"апсолутномилост","апсолутно","милост","unrelated","word","word",0.398536639136735,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"апсолутнопотпуно","апсолутно","потпуно","related","word","word",0.544039717626967,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"апсолутнопрвaц","апсолутно","првaц","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"апсоскизвепан","апсоски","звепан","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"апсоскиосетљив","апсоски","осетљив","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ардпобедник","ард","победник","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ардпријаспортски","ард","пријаспортски","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аренабојно поље","арена","бојно поље","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аренадонација","арена","донација","unrelated","word","word",0.454298570836357,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аренамазао","арена","мазао","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"арсеналљуди","арсенал","људи","unrelated","word","word",0.47241060878796,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"арсеналокута","арсенал","окута","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"арсеналоружарница","арсенал","оружарница","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"арсестрадобровољно","арсестра","добровољно","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"арсестракостојно","арсестра","костојно","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"асинаповативашион","асинаповати","вашион","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"асинаповатигуштер","асинаповати","гуштер","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аснадалеко","асна","далеко","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аснаметав","асна","метав","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аспиларконцентрисати се","аспилар","концентрисати се","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аспиларуређа","аспилар","уређа","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аспиринморфијум","аспирин","морфијум","related","word","word",0.697626260423308,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аспириносебрио","аспирин","осебрио","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аспиринчесто","аспирин","често","unrelated","word","word",0.363919554091273,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"астрокадеснимке","астрока","деснимке","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"астрокаприватност","астрока","приватност","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"астронастијамодрица","астронастија","модрица","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"астронастијафирок","астронастија","фирок","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"астронаутказати","астронаут","казати","unrelated","word","word",0.371781936743009,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"астронаутпилот","астронаут","пилот","related","word","word",0.533335235550379,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"астронаутхаигрити","астронаут","хаигрити","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"атомскинуклеарни","атомски","нуклеарни","related","word","word",0.615454183150441,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"атомскиосвотара","атомски","освотара","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"атомскиписати","атомски","писати","unrelated","word","word",0.324142095295953,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"атрактиванжеђ","атрактиван","жеђ","unrelated","word","word",0.398808161165473,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"атрактиванпоуред","атрактиван","поуред","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"атрактиваншармантан","атрактиван","шармантан","related","word","word",0.673425649667976,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аукцијаасагента","аукција","асагента","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аукцијаорганизовати","аукција","организовати","unrelated","word","word",0.433534182847836,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аукцијапродаја","аукција","продаја","related","word","word",0.519658294426518,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аустебеда","аусте","беда","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аустекендани ток","аусте","кендани ток","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аутограмкисеоник","аутограм","кисеоник","unrelated","word","word",0.330070812172356,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аутограмреосновница","аутограм","реосновница","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аутограмфотограф","аутограм","фотограф","related","word","word",0.669992860959095,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аутолостспаваћа соба","аутолост","спаваћа соба","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аутолостхирур локум","аутолост","хирур локум","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ауторглумац","аутор","глумац","related","word","word",0.487600610960297,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"аутормагла","аутор","магла","unrelated","word","word",0.353198168296446,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ауторшеф кемиље","аутор","шеф кемиље","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"африкаамерика","африка","америка","related","word","word",0.730529110717365,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"африкаблиструк","африка","блиструк","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"африкаодвратан","африка","одвратан","unrelated","word","word",0.443715790751878,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ацкискреност","ацк","искреност","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ацкнешашен","ацк","нешашен","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бавашоткуастрона","баваш","откуастрона","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бавашпсихолошки","баваш","психолошки","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бављунезгодћа","бављу","незгодћа","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бављупривући","бављу","привући","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бавнааутомобил","бавна","аутомобил","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бавнаосвотара","бавна","освотара","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"багемвраноћа","багем","враноћа","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"багемполитика","багем","политика","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"базаелектричан","база","електричан","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"базаозбиљтастичан","база","озбиљтастичан","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"базацентрала","база","централа","related","word","word",0.575853054291981,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бајменипослати","бајмени","послати","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бајмениспер","бајмени","спер","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бананадемократија","банана","демократија","unrelated","word","word",0.478537919469754,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бананајагода","банана","јагода","related","word","word",0.582265685013543,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бананасмезио","банана","смезио","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бандагрупа","банда","група","related","word","word",0.521257428041637,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бандадух","банда","дух","unrelated","word","word",0.311897475685502,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"бандаизглeдaредан","банда","изглeдaредан","nonword","word","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"банестрачуштен","банест","рачуштен","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"банестсвећа","банест","свећа","nonword","nonword","word",0.584710982607377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"банкарда","банкар","да","unrelated","word","word",0.49861041171254,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"банкаринвеститор","банкар","инвеститор","related","word","word",0.592042078296647,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
