"word_combo","ko_cue","ko_target","type","cue_type","target_type","ko_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"갑자기뜻밖에","갑자기","뜻밖에","related","word","word",0.259506723121444,NA,NA,NA,NA,NA
"갑자기알약","갑자기","알약","unrelated","word","word",0.151208287548028,NA,NA,NA,NA,NA
"갑자기적일","갑자기","적일","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"값가격","값","가격","related","word","word",0.536217846664986,NA,NA,NA,NA,NA
"값끊비","값","끊비","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"값끔찍한","값","끔찍한","unrelated","word","word",0.087877406394254,NA,NA,NA,NA,NA
"강동정심","강","동정심","unrelated","word","word",0.0262635704223836,NA,NA,NA,NA,NA
"강인한단단한","강인한","단단한","related","word","word",0.38720923809549,NA,NA,NA,NA,NA
"강인한배","강인한","배","unrelated","word","word",0.0740352809300892,NA,NA,NA,NA,NA
"강인한저안","강인한","저안","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"강철 장자석은","강철 장자","석은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"강철 장자행정","강철 장자","행정","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"강한매뇌의","강한","매뇌의","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"강한미","강","한미","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"강한서부","강한","서부","unrelated","word","word",0.147160634682797,NA,NA,NA,NA,NA
"강한약한","강한","약한","related","word","word",0.356301463195221,NA,NA,NA,NA,NA
"강호수","강","호수","related","word","word",0.466111752023595,NA,NA,NA,NA,NA
"갖조하다곱하","갖조하다","곱하","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"갖조하다상관 대리","갖조하다","상관 대리","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"같았 그대로음엔","같았 그대로","음엔","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"같았 그대로장난감","같았 그대로","장난감","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"개고양이","개","고양이","related","word","word",0.323942314389819,NA,NA,NA,NA,NA
"개구리길","개구리","길","unrelated","word","word",0.174817033076368,NA,NA,NA,NA,NA
"개구리날두","개구리","날두","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"개구리도마뱀","개구리","도마뱀","related","word","word",0.471732971152288,-0.43597883853214,NA,NA,1,FALSE
"개념스박같은","개념","스박같은","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"개념자주","개념","자주","unrelated","word","word",0.128852803320108,-0.049881794525062,NA,NA,1,FALSE
"개념정의","개념","정의","related","word","word",0.429206583219305,NA,NA,NA,NA,NA
"개보최근에","개보","최근에","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"개보피드","개보","피드","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"개새주팔다","개새주","팔다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"개새주하냐 조달","개새주","하냐 조달","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"개인적인목 마름","개인적인","목 마름","unrelated","word","word",0,NA,NA,NA,NA,NA
"개인적인무통","개인적인","무통","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"개인적인친밀한","개인적인","친밀한","related","word","word",0.394256128868913,NA,NA,NA,NA,NA
"개조사","개","조사","unrelated","word","word",0.143521643325004,NA,NA,NA,NA,NA
"개중팔","개","중팔","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"갤러리길이","갤러리","길이","unrelated","word","word",0.0903766390139748,NA,NA,NA,NA,NA
"갤러리리엘","갤러리","리엘","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"갤러리전시회","갤러리","전시회","related","word","word",0.418835694558377,NA,NA,NA,NA,NA
"걀몽다하앤서","걀몽다하","앤서","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"걀몽다하원기","걀몽다하","원기","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"걔한아둔순한","걔한","아둔순한","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"걔한혼합물","걔한","혼합물","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"거뛸미어롭토 머니댜니 네다다","거뛸","미어롭토 머니댜니 네다다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"거뛸전투","거뛸","전투","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"거룩한리토","거룩한","리토","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"거룩한버스","거룩한","버스","unrelated","word","word",0.0653061955172584,-0.511110154340757,NA,NA,1,FALSE
"거룩한영광","거룩한","영광","related","word","word",0.580496375080499,NA,NA,NA,NA,NA
"거리누르다","거리","누르다","unrelated","word","word",0,NA,NA,NA,NA,NA
"거리속도","거리","속도","related","word","word",0.267633761854603,NA,NA,NA,NA,NA
"거리응괴","거리","응괴","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"거미곤충","거미","곤충","related","word","word",0.486868140070749,NA,NA,NA,NA,NA
"거미시해","거미","시해","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"거미요구","거미","요구","unrelated","word","word",0.0939550897043781,0.215197357445767,NA,NA,1,FALSE
"거였이성기","거였이","성기","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"거였이하겠물","거였이","하겠물","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"거위오리","거위","오리","related","word","word",0.398177551831804,NA,NA,NA,NA,NA
"거위의도적으로","거위","의도적으로","unrelated","word","word",0.16177526853622,NA,NA,NA,NA,NA
"거위클레사","거위","클레사","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"거절높은","거절","높은","unrelated","word","word",0.0837000420486607,NA,NA,NA,NA,NA
"거절동의","거절","동의","related","word","word",0.49873457910562,NA,NA,NA,NA,NA
"거절신부한","거절","신부한","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"거존한상징","거존한","상징","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"거존한스이","거존한","스이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"거주자엉덩이","거주자","엉덩이","unrelated","word","word",0,NA,NA,NA,NA,NA
"거주자집주인","거주자","집주인","related","word","word",NA,NA,NA,NA,NA,NA
"거주자파학 없는","거주자","파학 없는","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"거짓말하다거짓말 쟁이","거짓말하다","거짓말 쟁이","related","word","word",NA,-0.733122835119365,NA,NA,1,FALSE
"거짓말하다수도희","거짓말하다","수도희","unrelated","word","word",0,NA,NA,NA,NA,NA
"거짓말하다장한","거짓말하다","장한","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"걱자겸통다","걱자","겸통다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"걱자에대한","걱자","에대한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"걱정하는마의","걱정하는","마의","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"걱정하는불안한","걱정하는","불안한","related","word","word",0.369417872767984,NA,NA,NA,NA,NA
"걱정하는키","걱정하는","키","unrelated","word","word",0.10219602952015,NA,NA,NA,NA,NA
"건강교육","건강","교육","related","word","word",0.499220932113684,NA,NA,NA,NA,NA
"건강나베","건강","나베","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"건강역","건강","역","unrelated","word","word",0.0873560058319537,NA,NA,NA,NA,NA
"건강한겸통다","건강한","겸통다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"건강한시","건강한","시","unrelated","word","word",0.0667571586071348,NA,NA,NA,NA,NA
"건강한정상","건강한","정상","related","word","word",0.179140207144008,NA,NA,NA,NA,NA
"건만긴","건만","긴","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"건만능에","건만","능에","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"건사다락가","건사다","락가","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"건사다박물관","건사다","박물관","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"건설선물","건설","선물","unrelated","word","word",0.145203528848708,NA,NA,NA,NA,NA
"건설수독","건설","수독","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"건설짓다","건설","짓다","related","word","word",NA,NA,NA,NA,NA,NA
"건지있는미친","건지있는","미친","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"건지있는엣은","건지있는","엣은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"걸거믿한었","걸거","믿한었","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"걸거평판","걸거","평판","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"걸고고추정","걸고고","추정","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"걸고고통하운","걸고고","통하운","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"걸에리트하다","걸에","리트하다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"걸에친구","걸에","친구","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"검메이당터","검","메이당터","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"검불안한","검","불안한","unrelated","word","word",0.142758500216106,NA,NA,NA,NA,NA
"검사수염","검사","수염","unrelated","word","word",0.0930510296692484,NA,NA,NA,NA,NA
"검사점검","검사","점검","related","word","word",0.41229886234789,-0.389895677024518,NA,NA,1,FALSE
"검사트한자","검사","트한자","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"검색받을기","검색","받을기","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"검색벌거벗은","검색","벌거벗은","unrelated","word","word",0.0314152038500041,NA,NA,NA,NA,NA
"검색찾기","검색","찾기","related","word","word",0.237766207756631,NA,NA,NA,NA,NA
"검칼","검","칼","related","word","word",0.309812938220855,NA,NA,NA,NA,NA
"겁주다놀라다","겁주다","놀라다","related","word","word",NA,NA,NA,NA,NA,NA
"겁주다렁을","겁주다","렁을","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"겁주다약한","겁주다","약한","unrelated","word","word",0,NA,NA,NA,NA,NA
"겁줘이네딜","겁줘이","네딜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"겁줘이추기경","겁줘이","추기경","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"것까거리","것까","거리","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"것까효유착","것까","효유착","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"것던교를","것던","교를","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"것던수건","것던","수건","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"것조에이즈 바이러스","것조","에이즈 바이러스","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"것조이넷","것조","이넷","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"게가게가","게가","게가","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"게가뛰다","게가","뛰다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"게든안개","게든","안개","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"게든파학 없는","게든","파학 없는","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"게를메르","게를","메르","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"게를알리다","게를","알리다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"겠고말","겠고","말","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"겠고조아","겠고","조아","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"겠구모래","겠구","모래","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"겠구원동","겠구","원동","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"겠는사는 사람","겠는","사는 사람","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"겠는하이놀다","겠는","하이놀다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"겨역저장","겨역","저장","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"겨역히기","겨역","히기","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"겨힝다갇넘겨 사람","겨힝다갇","넘겨 사람","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"겨힝다갇타다","겨힝다갇","타다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"결론고마움","결론","고마움","unrelated","word","word",0,NA,NA,NA,NA,NA
"결론엄이","결론","엄이","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"결론추정","결론","추정","related","word","word",0.434942120707331,NA,NA,NA,NA,NA
"결정적인일요일","결정적인","일요일","unrelated","word","word",0.137710012793887,NA,NA,NA,NA,NA
"결정적인최후의","결정적인","최후의","related","word","word",0.321413453428419,NA,NA,NA,NA,NA
"결정적인타스일","결정적인","타스일","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"결합롭군","결합","롭군","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"결합치유하다","결합","치유하다","unrelated","word","word",0,NA,NA,NA,NA,NA
"결합혼합물","결합","혼합물","related","word","word",0.368255255092591,NA,NA,NA,NA,NA
"겸손한얌전한","겸손한","얌전한","related","word","word",0.517515811203173,NA,NA,NA,NA,NA
"겸손한의사 소통","겸손한","의사 소통","unrelated","word","word",0,NA,NA,NA,NA,NA
"겸손한티엘","겸손한","티엘","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"겼전단단한","겼전","단단한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"겼전없을히","겼전","없을히","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"경고메세지","경고","메세지","related","word","word",0.454252669710807,NA,NA,NA,NA,NA
"경고사람들","경고","사람들","unrelated","word","word",0.123767654752082,NA,NA,NA,NA,NA
"경고스이","경고","스이","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"경관관집주인","경관관","집주인","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"경관관청각 장선장","경관관","청각 장선장","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"경기장깨뜨리다","경기장","깨뜨리다","unrelated","word","word",0,NA,NA,NA,NA,NA
"경기장야구","경기장","야구","related","word","word",0.320536964756104,NA,NA,NA,NA,NA
"경기장좌를","경기장","좌를","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"경매면도으적로","경매","면도으적로","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"경매못생긴","경매","못생긴","unrelated","word","word",0.131337985154953,NA,NA,NA,NA,NA
"경매판매","경매","판매","related","word","word",0.531946509626634,NA,NA,NA,NA,NA
"경비원개선","경비원","개선","unrelated","word","word",0.196170768590841,NA,NA,NA,NA,NA
"경비원순찰","경비원","순찰","related","word","word",0.432441719908501,-0.342104010817266,NA,NA,1,FALSE
"경비원책무한","경비원","책무한","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"경아의이차다","경아의","이차다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"경아의작은","경아의","작은","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"경쟁기어한","경쟁","기어한","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"경쟁선수권 대회","경쟁","선수권 대회","related","word","word",NA,NA,NA,NA,NA,NA
"경쟁전하","경쟁","전하","unrelated","word","word",0.0562530181366301,NA,NA,NA,NA,NA
"경치관점","경치","관점","related","word","word",0.162052014328948,NA,NA,NA,NA,NA
"경치남아있다","경치","남아있다","unrelated","word","word",0.129443075755862,NA,NA,NA,NA,NA
"경치온을","경치","온을","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"경험묶다","경험","묶다","unrelated","word","word",0,NA,NA,NA,NA,NA
"경험의야","경험","의야","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"경험지식","경험","지식","related","word","word",0.393490152107914,NA,NA,NA,NA,NA
"경황대서양","경황","대서양","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"경황인죽하다","경황","인죽하다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"계동능이","계동","능이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"계동자금","계동","자금","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"계약닫힌","계약","닫힌","unrelated","word","word",0.148342728833949,-0.605185141592204,NA,NA,1,FALSE
"계약수탐","계약","수탐","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"계약합의","계약","합의","related","word","word",0.395792888092761,NA,NA,NA,NA,NA
"계획전략","계획","전략","related","word","word",0.425828688460596,NA,NA,NA,NA,NA
"계획친숙한","계획","친숙한","unrelated","word","word",0.0356883203915411,NA,NA,NA,NA,NA
"계획항호다","계획","항호다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고귀한남깁","고귀한","남깁","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고귀한왼쪽","고귀한","왼쪽","unrelated","word","word",0.0947122367535123,NA,NA,NA,NA,NA
"고귀한용감한","고귀한","용감한","related","word","word",0.412431824506534,NA,NA,NA,NA,NA
"고려하다빛","고려하다","빛","unrelated","word","word",0,NA,NA,NA,NA,NA
"고려하다생각한다","고려하다","생각한다","related","word","word",NA,NA,NA,NA,NA,NA
"고려하다소지다","고려하다","소지다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고르국가","고르","국가","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"고르시코","고르","시코","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"고맙다감사하다","고맙다","감사하다","related","word","word",NA,NA,NA,NA,NA,NA
"고맙다문단","고맙다","문단","unrelated","word","word",0,NA,NA,NA,NA,NA
"고맙다여자국이","고맙다","여자국이","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고무하다글린","고무하다","글린","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고무하다속도","고무하다","속도","unrelated","word","word",0,NA,NA,NA,NA,NA
"고무하다영감","고무하다","영감","related","word","word",NA,NA,NA,NA,NA,NA
"고사시스운","고사","시스운","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"고사오리","고사","오리","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"고서때보앳","고서때","보앳","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"고서때씹다","고서때","씹다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"고아원셨어","고아원","셨어","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고아원수도희","고아원","수도희","related","word","word",NA,NA,NA,NA,NA,NA
"고아원위치","고아원","위치","unrelated","word","word",0.0683959765151484,NA,NA,NA,NA,NA
"고용에도강의","고용에도","강의","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"고용에도만이다","고용에도","만이다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"고용하다마치다","고용하다","마치다","unrelated","word","word",0,NA,NA,NA,NA,NA
"고용하다임대","고용하다","임대","related","word","word",NA,NA,NA,NA,NA,NA
"고용하다틴은","고용하다","틴은","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고집스러운렁디","고집스러운","렁디","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고집스러운시스템","고집스러운","시스템","unrelated","word","word",0.0836051873460069,NA,NA,NA,NA,NA
"고집스러운이기적인","고집스러운","이기적인","related","word","word",0.540013983424394,NA,NA,NA,NA,NA
"고치다드라","고치다","드라","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고치다박물관","고치다","박물관","unrelated","word","word",0,NA,NA,NA,NA,NA
"고치다수리하다","고치다","수리하다","related","word","word",NA,NA,NA,NA,NA,NA
"고통고문","고통","고문","related","word","word",0.292725155099487,NA,NA,NA,NA,NA
"고통룩의","고통","룩의","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고통을 겪다거창","고통을 겪다","거창","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고통을 겪다매력적인","고통을 겪다","매력적인","unrelated","word","word",0,NA,NA,NA,NA,NA
"고통을 겪다죽다","고통을 겪다","죽다","related","word","word",NA,NA,NA,NA,NA,NA
"고통통증","고통","통증","related","word","word",0.36966377804332,NA,NA,NA,NA,NA
"고통펭에","고통","펭에","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"고통화물","고통","화물","unrelated","word","word",0.116509606624698,NA,NA,NA,NA,NA
"고통휴일","고통","휴일","unrelated","word","word",0.18760980716347,NA,NA,NA,NA,NA
