"word_combo","ur_cue","ur_target","type","cue_type","target_type","ur_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"آدھیئياتپوزیشن","آدھیئيات","پوزیشن","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آدھیئياتصطف","آدھیئيات","صطف","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آدواانھوم","آدوا","انھوم","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آدوامرمت کرنا","آدوا","مرمت کرنا","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آڈاجیقاچینی","آڈاجی","قاچینی","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آڈاجیگیلا","آڈاجی","گیلا","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آڈاضامہ ضورکرسیاسمہان","آڈاضامہ ضورکر","سیاسمہان","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آڈاضامہ ضورکرمظاہرہ","آڈاضامہ ضورکر","مظاہرہ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آڈاکٹر","آ","ڈاکٹر","unrelated","word","word",0.0547164933099972,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرام دہخوشگوار","آرام دہ","خوشگوار","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرام دہشڑگاضی","آرام دہ","شڑگاضی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرام دہگھوڑا","آرام دہ","گھوڑا","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرامبیٹ مین","آرام","بیٹ مین","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرامنیند","آرام","نیند","related","word","word",0.384652504247299,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرامویف","آرام","ویف","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرانڈاعتروٹ","آرانڈ","اعتروٹ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرانڈاکتوبر","آرانڈ","اکتوبر","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آراوٹراصھک","آراوٹرا","صھک","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آراوٹراکافی","آراوٹرا","کافی","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرٹادب","آرٹ","ادب","related","word","word",0.301123082837223,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرٹرکھنا","آرٹ","رکھنا","unrelated","word","word",0.0962881777005295,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرٹسٹپینٹر","آرٹسٹ","پینٹر","related","word","word",0.384433212898357,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرٹسٹضرب لگانا","آرٹسٹ","ضرب لگانا","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرٹسٹموسییگر","آرٹسٹ","موسییگر","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرٹلہند","آرٹ","لہند","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرٹیکلاخبار","آرٹیکل","اخبار","related","word","word",0.206868518869702,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرٹیکلڈانار","آرٹیکل","ڈانار","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرٹیکلروح","آرٹیکل","روح","unrelated","word","word",0.0607307555627304,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرخیصلٹین ایج","آرخیصل","ٹین ایج","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرخیصلضیصیت","آرخیصل","ضیصیت","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرزوچھٹی","آرزو","چھٹی","unrelated","word","word",0.0425847416958568,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرزوخواہش","آرزو","خواہش","related","word","word",0.353509407927144,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرزوڈصد گی گوطری","آرزو","ڈصد گی گوطری","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرففٹٹاف","آرففٹ","ٹاف","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرففٹقاتل","آرففٹ","قاتل","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرکسٹرابینڈ","آرکسٹرا","بینڈ","related","word","word",0.429078636885799,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرکسٹراخولاوار","آرکسٹرا","خولاوار","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آرکسٹراکرنا","آرکسٹرا","کرنا","unrelated","word","word",0.0661255665860777,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آریشنخیچما","آریشن","خیچما","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آریشنروم","آریشن","روم","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آزادیبہرا","آزادی","بہرا","unrelated","word","word",0.148151532625339,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آزادیجمہوریت","آزادی","جمہوریت","related","word","word",0.370372603026418,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آزادیشلیش","آزادی","شلیش","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آزاقزتعریف","آزاقز","تعریف","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آزاقزصیٹ","آزاقز","صیٹ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آزطیڈینج","آزطی","ڈینج","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آزطیناک","آزطی","ناک","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آڑققاارادہ","آڑققا","ارادہ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آڑققاذڈگ","آڑققا","ذڈگ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آسمانآسمانی","آسمان","آسمانی","related","word","word",0.686951353554599,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آسمانایمرجنسی","آسمان","ایمرجنسی","unrelated","word","word",0.129330214343439,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آسمانسیگوظ","آسمان","سیگوظ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آسمانی بجلیصرس","آسمانی بجلی","صرس","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آسمانی بجلیگرج چمک","آسمانی بجلی","گرج چمک","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آسمانی بجلیمہیا کرنا","آسمانی بجلی","مہیا کرنا","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آشصبیتو","آشص","بیتو","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آشصسٹور","آشص","سٹور","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آصڑارحفاظت","آصڑار","حفاظت","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آصڑارخوردخان","آصڑار","خوردخان","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آضفاڑ","آ","ضفاڑ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آطانبےاطگک","آطانبے","اطگک","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آطانبےحملہ آور","آطانبے","حملہ آور","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آظلڈوھہر","آظل","ڈوھہر","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آظلشادی شدہ","آظل","شادی شدہ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آفحدوپہر کا کھانا","آفح","دوپہر کا کھانا","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آفحہکبہ واز","آفح","ہکبہ واز","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگاگومیٹہطار","آگاگومی","ٹہطار","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگاگومیکیڑا","آگاگومی","کیڑا","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگبند","آگ","بند","unrelated","word","word",0.145591291515407,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگدوپدوا کی گولی","آگدوپ","دوا کی گولی","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگدوپگیاٹ","آگدوپ","گیاٹ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگشادی ججلیچچرہ","آگشادی ججلی","چچرہ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگشادی ججلیدینا","آگشادی ججلی","دینا","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگشعلہ","آگ","شعلہ","related","word","word",0.393901877521146,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگضالجاجی","آگ","ضالجاجی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگے بڑھناجاری رکھنا","آگے بڑھنا","جاری رکھنا","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگے بڑھنامگچاڑگاڑغالا","آگے بڑھنا","مگچاڑگاڑغالا","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آگے بڑھنامیئونیز","آگے بڑھنا","میئونیز","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آلوٹماٹر","آلو","ٹماٹر","related","word","word",0.496534731920096,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آلوداءشوخ","آلوداء","شوخ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آلوداءوزربی","آلوداء","وزربی","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آلودگیتابکاری","آلودگی","تابکاری","related","word","word",0.297819663004488,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آلودگیسرمایہ کار","آلودگی","سرمایہ کار","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آلودگیشاخپ","آلودگی","شاخپ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آلوقابلودکر","آلو","قابلودکر","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آلومجرم","آلو","مجرم","unrelated","word","word",0.144473474531052,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آمدروانگی","آمد","روانگی","related","word","word",0.289788514071979,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آمدعگدمداگی","آمد","عگدمداگی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آمدگوریلا","آمد","گوریلا","unrelated","word","word",0.0957374406922208,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آموگھاکرمگف","آموگھا","کرمگف","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آموگھاکرنل","آموگھا","کرنل","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آنکھایندھن","آنکھ","ایندھن","unrelated","word","word",0.116035559473426,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آنکھساض ہی گیں","آنکھ","ساض ہی گیں","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آنکھکان","آنکھ","کان","related","word","word",0.306216324646944,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آنمامی غنر کا ممومہڑائنامائیٹ","آنمامی غنر کا ممومہ","ڑائنامائیٹ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آنمامی غنر کا ممومہسگوںٹ","آنمامی غنر کا ممومہ","سگوںٹ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آہستہ آہستہآطتراگیپ گسنڈ","آہستہ آہستہ","آطتراگیپ گسنڈ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آہستہ آہستہجلدی جلدی","آہستہ آہستہ","جلدی جلدی","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آہستہ آہستہریاست","آہستہ آہستہ","ریاست","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آوازتلفظ","آواز","تلفظ","related","word","word",0.337685267000844,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آوازچچاقی","آواز","چچاقی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آوازننگا","آواز","ننگا","unrelated","word","word",0.129178326462049,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آواقیساخت","آواقی","ساخت","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آواقیہوہادا","آواقی","ہوہادا","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آیااہمیت","آیا","اہمیت","unrelated","word","word",0.136415013839234,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آیافٹزپال","آیا","فٹزپال","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"آیانوکرانی","آیا","نوکرانی","related","word","word",0.273889404023798,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ئرڈگموپہ","ئرڈ","گموپہ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ئرڈوہ","ئرڈ","وہ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ئۃخیپ","ئۃ","خیپ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ئۃظلم","ئۃ","ظلم","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اؤنسصاد","اؤن","سصاد","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اؤنکارٹیل","اؤن","کارٹیل","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اؤنیکیانجام","اؤنیکی","انجام","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اؤنیکیگذچ خمگ","اؤنیکی","گذچ خمگ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ائدچسگ مغقوب","ائد","چسگ مغقوب","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ائدرکھنا","ائد","رکھنا","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ائیاچاچس","ائیا","چاچس","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ائیامد‏عی","ائیا","مد‏عی","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ابدیمکم","ابدی","مکم","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ابدیمیٹر","ابدی","میٹر","unrelated","word","word",0.0977602428306073,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ابدیہمیشہ کے لئے","ابدی","ہمیشہ کے لئے","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ابنسڈیپریشن","ابنس","ڈیپریشن","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ابنسیمپ","ابنس","یمپ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ابھی ابھیحال ہی میں","ابھی ابھی","حال ہی میں","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ابھی ابھیمدد","ابھی ابھی","مدد","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ابھی ابھینجتان","ابھی ابھی","نجتان","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
