"target_word","avgRT_unrelated","avgRT_related","avgZ_RT_unrelated","avgZ_RT_related","samplesize_unrelated","samplesize_related","seRT_unrelated","seRT_related","seZ_RT_unrelated","seZ_RT_related","avgRT_prime","avgZ_prime"
"amount",472.012333240147,461.126249924055,-0.451201459920594,-0.780761757363962,3,4,24.4979062126764,23.318899806814,0.263131637862425,0.0964585892849542,10.886083316092,0.329560297443369
"analysis",NA,577,NA,-0.398843231355873,NA,1,NA,NA,NA,NA,NA,NA
"angry",498.371999997006,548.232000000998,-0.614028185857983,-0.550289879066317,2,3,5.36799999704851,100.3577174508,0.112036781449106,0.369128499436153,-49.8600000039922,-0.0637383067916669
"animal",523.417818165048,438.629800002417,-0.501054890801324,-0.804313553449668,66,5,20.6619453158691,41.5007212239378,0.083623773106208,0.169774895485375,84.7880181626316,0.303258662648344
"ant",NA,436.203666666173,NA,-0.677953948945646,NA,3,NA,26.1621472274828,NA,0.206436384892323,NA,NA
"apartment",667.525833335133,473.798999999999,-0.064385637493416,-0.367118793299704,6,1,72.9090001581314,NA,0.240598410610427,NA,193.726833335134,0.302733155806288
"appreciate",NA,597.653999999253,NA,-0.282520128079038,NA,2,NA,21.85400000072,NA,0.272423795161692,NA,NA
"approval",580.699569198189,469.057666666534,-0.247931168770971,-0.765614549420385,65,6,14.6817505425068,23.813031872553,0.0567621654038443,0.0707970971913141,111.641902531655,0.517683380649414
"architect",973.960000000006,499,0.384731726583461,-0.514695054354401,1,1,NA,NA,NA,NA,474.960000000006,0.899426780937862
"arm",539.099999999977,672.140999997035,-0.732435410320305,0.189452596827755,1,1,NA,NA,NA,NA,-133.040999997058,-0.921888007148061
"armor",473.780999994022,677.718333332333,-0.594383563600951,-0.341099006056346,1,3,NA,181.638898386553,NA,0.261408672505465,-203.937333338311,-0.253284557544605
"armory",725.603804854089,586.648150909798,0.373810890905073,-0.216934824833807,41,53,33.3505203675296,20.148021608193,0.134453586562872,0.0785101226917142,138.955653944291,0.59074571573888
"army",NA,525.935000016412,NA,-0.484268776272909,NA,2,NA,50.3319999925445,NA,0.233265315013404,NA,NA
"around",453.57100000896,NA,-0.741437894130947,NA,2,NA,4.57100000896051,NA,0.0719961669264597,NA,NA,NA
"arrest",490.4389999983,562.066166667908,-0.825473947786412,-0.459473409994555,7,6,57.8318754240672,32.9784558697391,0.153628878757138,0.188531614195618,-71.6271666696078,-0.366000537791857
"arrogance",NA,583.12283328715,NA,-0.293510987978696,NA,6,NA,62.590606956001,NA,0.242947842209515,NA,NA
"artery",762.079000005964,622.412999953085,0.384681871074936,-0.317152927961192,1,2,NA,160.742000048456,NA,0.465716286900823,139.666000052879,0.701834799036128
"artificial",612.086102951509,508.583599999989,-0.181249978089632,-0.720478111308671,68,5,23.5772982253492,74.5532401774683,0.074034230693802,0.211581170686482,103.502502951519,0.539228133219039
"artillery",NA,642.503666666171,NA,-0.0290053492952246,NA,3,NA,92.195361654938,NA,0.258079254456051,NA,NA
"ask",461.522999999986,503.773630749782,-0.63601196231312,-0.544888494908504,1,65,NA,16.7454303982493,NA,0.0653408655476142,-42.2506307497957,-0.091123467404616
"assassin",560.458333332325,804,-0.331653495994825,-0.39449487926885,3,1,18.864356181085,NA,0.1813226368135,NA,-243.541666667675,0.0628413832740251
"assist",NA,470.943333285647,NA,-0.755016399505684,NA,6,NA,24.8016780924071,NA,0.0831763030346204,NA,NA
"assistance",NA,568.123000001535,NA,-0.580990198484194,NA,1,NA,NA,NA,NA,NA,NA
"assistant",599.25900000002,NA,-0.168257913707284,NA,1,NA,NA,NA,NA,NA,NA,NA
"assumption",558.413999999873,546.971749995842,-0.154763253298914,-0.411987330123982,3,8,57.9572457103887,37.8156781593799,0.124386228387282,0.157661402646207,11.4422500040311,0.257224076825068
"atlantic",725.6460000139,563.797000011895,0.0424081868733097,-0.288687533168438,3,1,58.10959440833,NA,0.372186331217695,NA,161.849000002005,0.331095720041747
"atmosphere",693.677666665676,567.992750001504,-0.0827118563233207,-0.382819291022853,3,4,49.3478333065572,37.0764348410773,0.204694236537228,0.148094600047323,125.684916664172,0.300107434699533
"attack",487.337000004482,507.149852914047,-0.818306607579934,-0.556096589480521,2,68,9.3370000044815,15.8193187188466,0.174961224796721,0.0642125570130606,-19.8128529095659,-0.262210018099413
"attacker",641.493750002948,523.847500000804,-0.0927584846054976,-0.504191917659472,4,4,44.0116798311854,35.6650047071332,0.229467977057873,0.148362584150975,117.646250002144,0.411433433053974
"attitude",538.000000000058,NA,-0.479177610832877,NA,2,NA,28.999999999942,NA,0.209974022648538,NA,NA,NA
"attract",692.219499994768,NA,-0.171839035790014,NA,2,NA,86.374500000733,NA,0.304927982642995,NA,NA,NA
"audience",500.158828141145,478.321499949336,-0.597561481247284,-0.649969169562258,64,2,15.3556727232845,46.699499955299,0.0490508859254047,0.0875871515978034,21.8373281918089,0.0524076883149733
"authority",623.063499988086,NA,-0.297852546155886,NA,2,NA,2.93650001191401,NA,0.0859859974833238,NA,NA,NA
"autumn",NA,454.104000005973,NA,-0.831541705082648,NA,4,NA,24.8997486462741,NA,0.0913740671882669,NA,NA
"bacon",514.913250001482,NA,-0.592258016906243,NA,4,NA,28.9504630195268,NA,0.157099994104958,NA,NA,NA
"bad",505.118000000133,395.974999999084,-0.452507840911581,-1.01584068789709,1,6,NA,34.4395309842682,NA,0.0863006903092793,109.143000001049,0.563332846985508
"bag",558.040000000095,1149,-0.466784633382965,1.78382335017175,1,1,NA,NA,NA,NA,-590.959999999905,-2.25060798355471
"bait",683.149999995483,563,-0.0550250368156754,-0.210956185807099,1,2,NA,51,NA,0.164936277807113,120.149999995483,0.155931148991424
"band",511.34600000002,466.010999994061,-0.60104214187539,-0.830085851222881,1,4,NA,4.56352588783454,NA,0.0307600079411003,45.3350000059588,0.229043709347491
"bar",527.056750000964,NA,-0.520278232416132,NA,8,NA,37.3282643082039,NA,0.138713783959314,NA,NA,NA
"baseball",457.284750001825,518.397666533555,-0.604535922986778,-0.587833629590144,4,3,42.4336332156401,41.4115970372022,0.243145013963088,0.0831278101571484,-61.1129165317304,-0.0167022933966339
"bathroom",NA,646.668142850797,NA,-0.156233072483468,NA,7,NA,78.1759527816186,NA,0.249142556695148,NA,NA
"batman",572.250000000058,512.000000000058,-0.625628158057861,-0.633303804144224,2,2,67.75,34.000000000058,0.170278239972512,0.245724814956438,60.25,0.00767564608636329
"battalion",NA,644.929000000004,NA,-0.00410050592378522,NA,1,NA,NA,NA,NA,NA,NA
"battle",NA,420.359399970755,NA,-0.934210108040954,NA,10,NA,22.9362900656341,NA,0.0850778061603552,NA,NA
"battlefield",718.450666663685,631.953333313099,0.312436143060125,-0.141121846973726,3,9,166.617952628151,63.5425470473863,0.514260375508146,0.197827480016389,86.4973333505862,0.453557990033851
"beard",NA,449.813666683544,NA,-0.878552328059632,NA,3,NA,57.229319267476,NA,0.375046604030263,NA,NA
"beautiful",545.673999999999,527.88271428233,-0.564828871255862,-0.510395280336433,1,7,NA,34.2796503385874,NA,0.19055583432509,17.7912857176686,-0.054433590919429
"beauty",577.24949999009,411,-0.581306086010881,-1.03227444207892,6,1,85.7230850900086,NA,0.150339540643118,NA,166.24949999009,0.450968356068043
"bed",504.550000000291,475.401499994041,-0.515312464548139,-0.803290591140208,5,2,22.0683073003052,18.598500005959,0.131909847903536,0.0877317544228099,29.14850000625,0.287978126592069
"bedroom",NA,620.697857144172,NA,-0.204175296887181,NA,7,NA,114.628817023605,NA,0.419434472277279,NA,NA
"beer",431.267999999807,469.209999994375,-0.484847919547133,-0.874177179091448,1,3,NA,35.4691559612552,NA,0.161073784008166,-37.9419999945677,0.389329259544315
"believe",494.884999999078,474.889999989595,0.00935791131766093,-0.448325494260569,1,2,NA,84.569999986619,NA,0.269542283705698,19.995000009483,0.45768340557823
"billion",547.435750001517,528.944999913557,-0.335224223977809,-0.467314272360855,4,5,34.9065687891745,36.9111488155108,0.183523597432874,0.182216175175863,18.4907500879605,0.132090048383046
"biological",NA,360.786000000197,NA,-1.03238419713361,NA,1,NA,NA,NA,NA,NA,NA
"biology",581.175999967226,571.348124999065,-0.414188213676129,-0.450384354120349,6,8,44.0976697425951,38.0555628383566,0.169579488408199,0.121328798880671,9.82787496816059,0.0361961404442208
"bird",NA,558.914999997025,NA,-0.49882924830522,NA,2,NA,130.914999997025,NA,0.468575732434596,NA,NA
"birthday",657.428499997011,435.407999978129,-0.231682298102002,-0.771715501394131,2,3,113.996500000008,38.5594103939417,0.660772225326375,0.160765474355577,222.020500018882,0.540033203292128
"black",566.850299994473,534.652666669455,-0.333600744507011,-0.812450290175058,50,3,25.7851874338413,16.0384421525908,0.0936008796110861,0.0832969085253957,32.1976333250179,0.478849545668046
"blackmail",601.807241920292,671.411250003118,-0.144159493482584,0.115314151733367,62,4,21.5153876916552,163.802768023836,0.080247327068867,0.569165772333808,-69.6040080828263,-0.25947364521595
"blue",496.738249998496,594.021999976118,-0.741980625255216,-0.131208781357155,4,2,26.7328860591771,92.5120000238385,0.0662879227035227,0.513002352246655,-97.2837499776218,-0.610771843898061
"boat",437.673999999398,541.424250004464,-0.896043724344231,-0.402014593780866,3,4,31.9330803560373,49.0127057119801,0.0887752072579365,0.306700308690164,-103.750250005066,-0.494029130563365
"book",613.05600000007,NA,-0.0992409353978843,NA,2,NA,100.563999999925,NA,0.319355130308443,NA,NA,NA
"boss",672.586999997031,NA,-0.0941959313905788,NA,1,NA,NA,NA,NA,NA,NA,NA
"boston",NA,495.907499976165,NA,-0.890834699315956,NA,2,NA,26.092500023835,NA,0.193892181726001,NA,NA
"bottle",NA,507.013061552258,NA,-0.570308059324445,NA,65,NA,21.8672685668477,NA,0.0694260145642374,NA,NA
"bottom",398.532000011881,510.533000009413,-0.849930583952771,-0.540193412929059,1,66,NA,12.6768703277301,NA,0.0559580293502462,-112.000999997532,-0.309737171023713
"boy",NA,356,NA,-1.24214622876427,NA,1,NA,NA,NA,NA,NA,NA
"break",586.831999993999,NA,-0.487232317225719,NA,1,NA,NA,NA,NA,NA,NA,NA
"breakfast",410.851999999955,507.729969694147,-0.886021185297225,-0.536871252381959,1,66,NA,12.8573334684456,NA,0.0503013283383413,-96.8779696941918,-0.349149932915266
"bride",530.198000003002,364.5,-0.516798310529028,-1.18098754687772,1,1,NA,NA,NA,NA,165.698000003002,0.664189236348695
"bright",NA,708.73000001788,NA,0.203507662926791,NA,1,NA,NA,NA,NA,NA,NA
"bro",NA,475.032999996018,NA,-0.714871496042055,NA,3,NA,9.70120643278942,NA,0.0444316843009745,NA,NA
"brother",NA,470.624200003641,NA,-0.740364339160515,NA,5,NA,33.0444415404798,NA,0.146893322120826,NA,NA
"bruise",573.26180000711,607.239999998982,-0.256203792692806,-0.177520626339322,60,3,17.1372705566677,65.5146127422304,0.0663913312142554,0.191160321886351,-33.9781999918719,-0.0786831663534835
"build",445.078333350286,653.519999997388,-1.10560802563905,0.0711846747717039,3,5,56.0489503953571,115.72510152119,0.0571755355616225,0.390560167394797,-208.441666647102,-1.17679270041076
"building",545.017999999924,532.861999988071,-0.269014508842077,-0.593765077191439,1,3,NA,120.895623464462,NA,0.345335148351179,12.1560000118533,0.324750568349362
"bullet",646.260999999998,563.708199998259,0.132701070694371,-0.31694290752549,2,5,106.260999999998,39.6998524362592,0.378127194935128,0.0834696182784384,82.5528000017395,0.449643978219862
"bury",441.597999999998,693.719387092484,-0.703677637361498,0.16194267759368,1,62,NA,31.0551829895612,NA,0.102284157823953,-252.121387092486,-0.865620314955178
"bus",NA,497.580999998027,NA,-0.737975164914163,NA,3,NA,46.2884479571163,NA,0.139707544531611,NA,NA
"business",744.15199998807,NA,0.163074511672812,NA,2,NA,120.84800001193,NA,0.537047249069139,NA,NA,NA
"butt",NA,619.478125002619,NA,-0.137058838185952,NA,8,NA,69.791399727879,NA,0.257862362791474,NA,NA
"butter",NA,476.073806983286,NA,-0.7055275000683,NA,57,NA,23.7357741622627,NA,0.0786784562983614,NA,NA
"buyer",408.587000000989,513.992714286965,-1.04675172137101,-0.579897100572513,3,7,32.9497308370627,54.7651785566568,0.099349903189641,0.170240980926205,-105.405714285975,-0.4668546207985
"bye",613.817000001494,486.828750016459,-0.143130533523398,-0.775192191514191,1,4,NA,50.4335338887325,NA,0.28758073641355,126.988249985035,0.632061657990793
"cake",409.719999999972,587.448142858451,-1.06481614014739,-0.357203855213694,1,7,NA,64.3024931264217,NA,0.269732658282452,-177.728142858479,-0.707612284933694
"calculate",NA,529.647999999928,NA,-0.677728445235015,NA,1,NA,NA,NA,NA,NA,NA
"calm",633.953507937512,528.483905406482,-0.120051805329419,-0.469167704025703,63,74,32.461565551255,13.8612912719664,0.0937779072905587,0.0586500315646992,105.46960253103,0.349115898696284
"camping",527.469000000274,523.438000000198,-0.693917743838492,0.231170620018129,1,1,NA,NA,NA,NA,4.03100000007601,-0.925088363856621
"cancer",500.805999992547,NA,-0.658327573665144,NA,4,NA,30.9236075649696,NA,0.156787471463708,NA,NA,NA
"candle",632.412666665313,NA,-0.272483458865264,NA,3,NA,109.575881312315,NA,0.306338097643874,NA,NA,NA
"cap",416.862000002511,597.809111086639,-0.746381999620539,-0.307909796704239,2,9,38.565999998056,46.1824862401973,0.449219963944161,0.13395361101941,-180.947111084128,-0.4384722029163
"capitalism",567.758999999816,NA,0.575476334368393,NA,1,NA,NA,NA,NA,NA,NA,NA
"captain",516.666666666667,589.384999999951,-0.528531943967149,-0.0649782014742746,3,1,20.5128685896873,NA,0.174057317972146,NA,-72.7183333332844,-0.463553742492874
"cardinal",701.712333332826,1434.19999999995,-0.0151284809780028,1.56710077199691,3,1,161.219240431094,NA,0.491349201468047,NA,-732.487666667124,-1.58222925297491
"cargo",406.613999999943,617.500000000058,-0.905511028437997,-0.0019978225795702,1,2,NA,10.500000000058,NA,0.0417288113112458,-210.886000000115,-0.903513205858427
"carpet",NA,617.967333335934,NA,-0.0183127033235516,NA,3,NA,35.5150710983678,NA,0.411475293602547,NA,NA
"cartel",716.826000000001,784.438000000044,0.730811942565593,0.848255965036587,1,3,NA,149.539889549553,NA,0.915234633709139,-67.6120000000433,-0.117444022470994
"castle",557.492999994036,NA,-0.521000337428819,NA,1,NA,NA,NA,NA,NA,NA,NA
"cat",424.627666670635,391.56000004767,-0.723862941944649,-1.14926620002429,3,1,43.4031105407068,NA,0.146946233800009,NA,33.067666622965,0.425403258079642
"catch",419.507999904687,492.133666674606,-0.844527206851228,-0.606389930311846,1,3,NA,45.6982902977218,NA,0.277014841502982,-72.6256667699193,-0.238137276539382
"cause",434.619000000064,908.93500000448,-0.879496652228499,1.17566169094056,2,1,37.201000000001,NA,0.0257829032667636,NA,-474.316000004416,-2.05515834316906
"centimeter",713.625250000507,536.49299992848,0.281893096178855,-0.522454170639023,4,1,86.1442598926258,NA,0.404658443802899,NA,177.132250072027,0.804347266817878
"cerebral",775.407500003057,713.706000023871,1.59145981168986,0.712777952659292,2,1,127.478500002879,NA,0.393186403252215,NA,61.7014999791861,0.878681859030566
"ceremony",NA,638.443000003967,NA,0.0830797673155373,NA,3,NA,22.6477500534518,NA,0.114740873972203,NA,NA
"chair",NA,533.833333331509,NA,-0.204094050643861,NA,3,NA,117.236994580664,NA,0.659411482060691,NA,NA
"challenge",450.852000001468,NA,-0.910410260298369,NA,2,NA,21.8520000014685,NA,0.136688820198628,NA,NA,NA
"champagne",592.471999999951,435.739999999991,-0.210965482579333,-0.997970054275486,1,1,NA,NA,NA,NA,156.73199999996,0.787004571696152
"championship",563.352999997049,608.455597027121,-0.261133330484594,-0.136808076728408,2,67,39.387999996994,23.5652233685732,0.104700354298723,0.0936781670676981,-45.1025970300717,-0.124325253756186
"chapel",611.40300000296,480.929000000178,-0.554119528619983,-0.099058653045394,2,1,121.59699999704,NA,0.0141571666981244,NA,130.474000002782,-0.455060875574589
"charming",559.338862077163,NA,-0.361273314516171,NA,58,NA,25.6512407759166,NA,0.0885847446049741,NA,NA,NA
"chase",NA,615.324333333488,NA,0.143885853742201,NA,3,NA,106.797302831678,NA,0.663748533355805,NA,NA
"cheap",506.368999999948,NA,-0.850684242504343,NA,1,NA,NA,NA,NA,NA,NA,NA
"cheek",473.893399995239,NA,-0.709089084678192,NA,5,NA,41.5834010023444,NA,0.187603223216854,NA,NA,NA
"cheese",583.976599998539,494.99260001136,-0.377733590230516,-0.61865429052676,5,5,103.168491833276,23.3560050510294,0.34051794681427,0.123520452971116,88.9839999871792,0.240920700296244
"chef",558.487333323438,NA,-0.545968341238323,NA,3,NA,26.1106966857405,NA,0.204061487369984,NA,NA,NA
"chest",585.189619042074,528.481999999785,-0.184494990442977,0.270354709344983,63,1,25.5643385859908,NA,0.0965509252788657,NA,56.7076190422887,-0.45484969978796
"chew",645.611173893304,547.925999999803,0.0160920357222328,0.42140455727013,69,1,25.1466007093465,NA,0.0921909301798728,NA,97.6851738935014,-0.405312521547897
"child",743.774999976173,452.200500000007,0.237136194343843,-0.91825825109561,2,2,240.465999952299,71.3195000000125,0.798779034172269,0.145797398120398,291.574499976166,1.15539444543945
"childhood",778.98300000059,518.474750000023,0.207900557005189,-0.458296571168758,1,4,NA,20.1621316886119,NA,0.0513611682576464,260.508250000567,0.666197128173946
"chocolate",527.947499999951,451.746000000159,-0.783621575436939,-1.03278251273889,2,2,45.947499999951,18.746000000043,0.399010554083473,0.0844567853345514,76.201499999792,0.249160937301954
"cigar",614.437694896487,1402.07999999995,-0.121207817437318,1.48458362064397,59,2,16.6823770758846,345.359999999985,0.0644436919273025,0.887239208943205,-787.642305103468,-1.60579143808128
"cigarette",NA,505.621249944117,NA,-0.494763105564392,NA,4,NA,33.4526730850197,NA,0.166273363725758,NA,NA
"circus",532.46212499516,645.603000000003,-0.516533448621548,-0.142701083515732,8,1,44.9884780262629,NA,0.108646379413001,NA,-113.140875004843,-0.373832365105816
"city",NA,423,NA,-0.986484234074848,NA,1,NA,NA,NA,NA,NA,NA
"civilization",452.54799999902,NA,-0.319535187407384,NA,1,NA,NA,NA,NA,NA,NA,NA
"classic",547,NA,-0.513318751366063,NA,1,NA,NA,NA,NA,NA,NA,NA
"client",423.385999952327,478.080000000017,-1.01133953012726,-0.889197445673796,1,2,NA,74.2999999999885,NA,0.190878715614063,-54.6940000476895,-0.122142084453465
"clinic",490.072000000044,491.410000000003,-0.521701842774954,-0.854952314056927,1,2,NA,9.08999999999651,NA,0.0233524565939628,-1.33799999995949,0.333250471281974
"close",NA,567.528399990582,NA,-0.332842700758524,NA,65,NA,29.1877995774581,NA,0.100564005494327,NA,NA
"closed",523.03899999999,446.159999999974,-0.733949723503828,-0.971200791601252,1,1,NA,NA,NA,NA,76.879000000016,0.237251068097424
"closet",536.168749982138,NA,-0.58860105500499,NA,4,NA,13.8127061878667,NA,0.0863466350132873,NA,NA,NA
"closure",559.118749950052,494,-0.240496834559193,-0.6346405947304,4,3,33.697764632751,26.6333124739176,0.192818959735682,0.159614429220062,65.118749950052,0.394143760171207
"coffee",518.175000000163,554.01000000001,-0.762969300170024,-0.63664108369577,1,2,NA,16.9899999999905,NA,0.328151867960079,-35.8349999998466,-0.126328216474253
"cognac",672.005000002013,NA,-0.0944102009720558,NA,3,NA,66.1076554353153,NA,0.264926051911985,NA,NA,NA
"cold",NA,404.769000000068,NA,-1.11885525118754,NA,3,NA,46.1962703797227,NA,0.0176514753034627,NA,NA
"come",436.5,590.870138443641,-0.822369048656264,-0.225458532242993,2,65,78.5,19.5278914275912,0.186943075945999,0.0714096587704266,-154.370138443641,-0.596910516413271
"comedy",434.811999999802,446.756749996974,-0.457316513404083,-0.841610223781324,1,4,NA,42.6399847108235,NA,0.212053381817915,-11.9447499971717,0.384293710377241
"commissioner",771.819000000017,454.710000011954,-0.00255846411659574,-0.508946134099588,2,1,142.180999999982,NA,0.122696981836504,NA,317.108999988063,0.506387669982992
"committee",566.5,NA,-0.197419808188901,NA,3,NA,69.0346018771043,NA,0.402532690004977,NA,NA,NA
"communication",NA,527.93999999106,NA,-0.532422863057087,NA,4,NA,42.5398347538147,NA,0.117090794598938,NA,NA
"communist",714.320666660373,NA,0.165240940585915,NA,9,NA,62.8892540759032,NA,0.164968523837985,NA,NA,NA
"community",NA,626.620800000359,NA,-0.378342421843884,NA,5,NA,42.0276427289391,NA,0.1404946389223,NA,NA
"complete",651.340000001481,424.612000000023,0.0245482954129712,-1.01376448043138,1,1,NA,NA,NA,NA,226.728000001458,1.03831277584435
"completely",567.808999999834,482,0.575864757141432,-0.908169088669488,1,2,NA,56,NA,0.137395692981087,85.808999999834,1.48403384581092
"computer",NA,490.197999999975,NA,-0.52112239014768,NA,1,NA,NA,NA,NA,NA,NA
"concentrate",NA,519.285999985101,NA,-0.454399163333122,NA,3,NA,20.0788510214552,NA,0.109751643980223,NA,NA
"concert",624.254999994067,NA,-0.2734260437628,NA,1,NA,NA,NA,NA,NA,NA,NA
"confess",516.05300000796,600.068714289539,-0.751483336524691,-0.255781603891939,3,7,57.6472200673344,53.9742575828089,0.21312245353914,0.225231952849728,-84.0157142815798,-0.495701732632752
"confidence",536.596000002464,NA,-0.599061761616724,NA,3,NA,13.7461474359167,NA,0.0878168678413078,NA,NA,NA
"confirm",550.200500000298,464.080000001457,0.0443110210469209,-0.827107158702731,2,4,59.4204999996875,47.2306284300368,0.0668426193723757,0.134545823662863,86.1204999988405,0.871418179749652
"confusion",507.471999998554,521.908799941605,-0.685724508488325,-0.68140572824862,2,5,7.4719999984375,43.3709192960215,0.00693922422659282,0.0454314820263291,-14.4367999430513,-0.00431878023970433
"connection",486.358000000007,NA,-0.657019747616729,NA,1,NA,NA,NA,NA,NA,NA,NA
"constantly",564.765166640359,NA,-0.377964637286834,NA,6,NA,41.8974069331496,NA,0.103040385533506,NA,NA,NA
"constitution",621.462000000058,785.285999998528,0.00442128501638145,0.263642901474464,1,3,NA,66.8403118581528,NA,0.160007731678742,-163.82399999847,-0.259221616458082
"content",685.205200002377,585.622000000207,0.170002812199328,-0.261858871953948,5,1,118.793554190228,NA,0.478161189216567,NA,99.5832000021704,0.431861684153276
"continue",716.145000002987,445.338333334405,0.45069603502999,-0.953298661254764,2,3,131.145000002987,26.9468556124871,0.486444113849122,0.065641019065608,270.806666668582,1.40399469628475
"contrary",NA,538.644500000693,NA,-0.68986858340901,NA,2,NA,104.38050000224,NA,0.345274065154434,NA,NA
"convent",958.210999999603,NA,1.05207474607719,NA,4,NA,166.286015158716,NA,0.369820962908095,NA,NA,NA
"copy",444.656799938623,512.96099999774,-0.840568103693654,-0.796648084694349,5,2,23.9637279979259,94.4190000022645,0.0944697397238889,0.239625846677349,-68.3042000591177,-0.0439200189993051
"corporation",621.806046148736,NA,-0.0975672326097406,NA,65,NA,24.8918651361218,NA,0.0846648184480952,NA,NA,NA
"corpse",NA,686.940333332338,NA,-0.0764702823824504,NA,3,NA,75.0311847970747,NA,0.153942253410539,NA,NA
"correct",NA,518.802666655159,NA,-0.548308135079031,NA,6,NA,34.3997236713087,NA,0.132247027414215,NA,NA
"cotton",NA,891.239999999991,NA,0.172221802551151,NA,1,NA,NA,NA,NA,NA,NA
"countess",667.525000004447,656.348500009685,0.0968741181572452,0.0603745791179676,1,2,NA,146.866499991797,NA,0.642856714581918,11.1764999947624,0.0364995390392776
"cousin",NA,531.820000000007,NA,-0.75113792781243,NA,1,NA,NA,NA,NA,NA,NA
