ja_cue,ja_target,type,cue_type,target_type,ja_cosine
結論,仮説,related,word,word,0.943540627310903
出来事,事件,related,word,word,0.795752481776639
人口,人々,related,word,word,0.668500350159654
自然の,人工的な,related,word,word,0
マラソン,レース,related,word,word,0.874356272506383
男,人間,related,word,word,0.793731649691958
産業,ビジネス,related,word,word,0.893360914539678
業務,仕事,related,word,word,0.922591108192425
交換する,代わりの,related,word,word,0
考え,仮説,related,word,word,0.958452019253259
お前,仲間の,related,word,word,0
準備,企画,related,word,word,0.908288190968101
見る,会う,related,word,word,0
現代の,伝統の,related,word,word,0
神話,伝説,related,word,word,0.93665853289401
男爵,伯爵,related,word,word,0.916335410107662
場所,位置,related,word,word,0.78284004322155
スターテス,身分,related,word,word,0
番号,住所,related,word,word,0.847031484802775
液体,流動体,related,word,word,0
詩人,作家,related,word,word,0.855055703615054
適用する,使用する,related,word,word,0
価値,価格,related,word,word,0.918243840964368
おさえておく,保つ,related,word,word,0
救援,救う,related,word,word,0
信頼,信じる,related,word,word,0.889119921916936
望み,信仰,related,word,word,0.86040187477493
周波数,信号,related,word,word,0.924983153227159
修理する,修復する,related,word,word,0
孤児院,女子修道院,related,word,word,0
寺,男子修道院,related,word,word,0
著者,俳優,related,word,word,0.803451761193624
人,個人,related,word,word,0.555182337047177
特別な,ユニークな,related,word,word,0
無知,傲慢,related,word,word,0.898792639893269
入れ墨,傷跡,related,word,word,0.634109627582225
柔らかい,優しい,related,word,word,0.901592667541461
思いやりある,気前のよい,related,word,word,0
姉妹,兄弟,related,word,word,0.964105437150378
学生,先生,related,word,word,0.959443118704428
出口,入口,related,word,word,0.858753608235447
人種差別主義者,共産主義者,related,word,word,0
最小,最大,related,word,word,0.920164455421655
ひどい,恐ろしい,related,word,word,0.965557152276222
最後に,最終的に,related,word,word,0.944968981524404
騙す,冗談を言う,related,word,word,0
画像,写真,related,word,word,0.857526633892096
サイン,写真家,related,word,word,0.856895307347991
夏,冬,related,word,word,0.814158968570208
治療,処理,related,word,word,0.803308903099806
到着,出発,related,word,word,0.361826968896053
秒,分,related,word,word,0.87431888765684
単位,分割,related,word,word,0.753660026726873
検死,分析,related,word,word,0
引き裂く,切る,related,word,word,0
刑罰,投獄,related,word,word,0
独房,刑務所,related,word,word,0
除去する,取り除く,related,word,word,0
想像力,創造性,related,word,word,0
強さ,力,related,word,word,0.660782169728714
影響,効果,related,word,word,0.913740376732491
使える,効果的,related,word,word,0
オーガズム,勃起,related,word,word,0.908857600876642
高潔な,勇敢,related,word,word,0
調査,研究,related,word,word,0.838303824280236
獣,動物,related,word,word,0.877453264315996
静脈,動脈,related,word,word,0.885028135611394
得る,勝つ,related,word,word,0.860877586553491
敗者,勝者,related,word,word,0.843157467323322
味,匂い,related,word,word,0.0233803064089762
南,北,related,word,word,0.791125468896268
郡,地区,related,word,word,0.884782272042404
外科医,医者,related,word,word,0.97057800805683
百万,十億,related,word,word,0
満足,十分,related,word,word,0.754675833310439
百年,十年,related,word,word,0
卒業証書,卒業生,related,word,word,0
単に,単純,related,word,word,0.690869205934628
お世辞を言う,感動させる,related,word,word,0
難局,危機,related,word,word,0
危険,危機,related,word,word,0.958559569101219
危ない,危険な,related,word,word,0.872821065608392
巣,卵,related,word,word,0.813272674287094
薄い,厚い,related,word,word,0
理由,原因,related,word,word,0.84766173280444
関係,友情,related,word,word,0.779586915791075
同僚,友達,related,word,word,0.881103779192928
発生器,反応炉,related,word,word,0
ごみ,受け入れる,related,word,word,0.721786351102853
機会,可能性,related,word,word,0
契約,合意,related,word,word,0.874070597248429
レズビアン,ゲイ,related,word,word,0.927495889523321
護衛,同行する,related,word,word,0
特権,恩恵,related,word,word,0.891774331565225
下痢,吐き気,related,word,word,0.948536130322764
ゾンビ,吸血鬼,related,word,word,0.90190508190695
苦情,告発,related,word,word,0.933545096214952
認める,打ち明ける,related,word,word,0
範囲,外周,related,word,word,0
惨めな,痛ましい,related,word,word,0
量,質,related,word,word,0.917924680461757
商業の,商人,related,word,word,0
問題,課題,related,word,word,0.862181481871205
満足,歓喜,related,word,word,0
戦闘,喧嘩,related,word,word,0.914595836034527
飲む,噛む,related,word,word,0.982603625738449
人質,囚人,related,word,word,0.759333967413843
二,四,related,word,word,0.928748591026873
変化する,回転させる,related,word,word,0
地方,国家,related,word,word,0.959121248450972
方位磁石,地図,related,word,word,0
楽園,地獄,related,word,word,0.917365080261315
宮,城,related,word,word,0.764623654953777
掘る,埋める,related,word,word,0
砕く,割る,related,word,word,0
驚くべき,壮観な,related,word,word,0
意見,声明,related,word,word,0.731660249057888
買う,売る,related,word,word,0
普通でない,変わった,related,word,word,0
内部の,外部の,related,word,word,0
夜,晩,related,word,word,0.866413405685678
夕暮れ,夜明け,related,word,word,0.937954425540287
悪夢,夢,related,word,word,0.695717543747482
大将,大佐,related,word,word,0.942750367586197
単科大学,総合大学,related,word,word,0
首相,大統領,related,word,word,0.944520372977489
大使,大臣,related,word,word,0.954383623218682
太平洋の,大西洋の,related,word,word,0
連隊,大隊,related,word,word,0.751239458821525
空,天の,related,word,word,0
皇室,天皇,related,word,word,0.869136764843563
月の,太陽の,related,word,word,0
月,太陽,related,word,word,0.505894628218783
成功,失敗,related,word,word,0.892697167206517
驚き,失望,related,word,word,0.574297589628753
男の子,女の子,related,word,word,0.986203659613287
男性,女性,related,word,word,0.95011393482792
未亡人,女性,related,word,word,0.859554435670124
誕生,妊娠,related,word,word,0.878371060741765
夫,妻,related,word,word,0.84161253802899
あだ名,姓,related,word,word,0.826594710574939
委任状,委員会,related,word,word,0
赤ちゃん,子,related,word,word,0.796399368465705
青年時代,子供時代,related,word,word,0
学級,学校,related,word,word,0.910627484988676
保護する,防御する,related,word,word,0
高い,安い,related,word,word,0
安全,安心,related,word,word,0.797280648207237
安心感,安全,related,word,word,0
全体の,完全な,related,word,word,0
理想的な,完璧な,related,word,word,0
絶対に,完全に,related,word,word,0.98373707923738
哲学,宗教,related,word,word,0.964248758475227
ダイヤモンド,宝石,related,word,word,0.773995511221102
締結,遂行,related,word,word,0
住人,大家,related,word,word,0.788223805422446
一族,家族,related,word,word,0.769744606310452
賃金,家賃,related,word,word,0
疑惑,容疑者,related,word,word,0.939034810349144
孤立した,孤独な,related,word,word,0
義援,寄付,related,word,word,0
宝物,財産,related,word,word,0.918320177227671
温かい,冷たい,related,word,word,0
法廷,審判,related,word,word,0.781753469912836
熟達者,専門家,related,word,word,0
誇り,威厳,related,word,word,0
かわいらしい,小さい,related,word,word,0.807180345511128
穀物,小麦粉,related,word,word,0.801330857370712
血液,尿,related,word,word,0.706068068598555
丘,山,related,word,word,0.847316483341306
落下,崩壊する,related,word,word,0
風,嵐,related,word,word,0.613517700022013
連邦,州の,related,word,word,0
右,左,related,word,word,0.91044105158968
大きい,巨大な,related,word,word,0.698722823090703
首都,都市,related,word,word,0.94501276442461
長官,市長,related,word,word,0.94043905949986
錨,帆,related,word,word,0.731585837724496
王朝,帝国,related,word,word,0.966970838272878
いつも,しょっちゅう,related,word,word,0
ヘルメット,帽子,related,word,word,0.802107961876225
狭い,広い,related,word,word,0.905929802820601
錯覚,幻覚,related,word,word,0.932953847957509
立つ,座る,related,word,word,0.956492959218084
建設,建てる,related,word,word,0
タワー,ビル,related,word,word,0.886849836555824
技術者,設計者,related,word,word,0.591139190478225
儀式,式典,related,word,word,0.806396871782367
注意,引きつける,related,word,word,0.713786201245336
押す,引く,related,word,word,0
強い,弱い,related,word,word,0.910984020023932
堅く,強く,related,word,word,0
窃盗,強盗,related,word,word,0.970288898919122
前方,後ろ,related,word,word,0.960810867366926
解剖学,心理学,related,word,word,0.824992797002393
医学の,心理学の,related,word,word,0
懸念,心配,related,word,word,0
必須,必要,related,word,word,0.939376933534555
忠実な,誠実な,related,word,word,0
怒り,激怒,related,word,word,0.755808229657372
突然に,不意に,related,word,word,0
嫉妬深い,腹を立てて,related,word,word,0
忍耐,同情,related,word,word,0.810102633975147
もしかすると,恐らく,related,word,word,0.934594922912513
恐怖,懸念,related,word,word,0
怖がらせる,怯えさせる,related,word,word,0
賄賂,恐喝,related,word,word,0.927597867792724
娘,息子,related,word,word,0.878184296977492
良い,悪い,related,word,word,0.987057101790789
天使,悪魔,related,word,word,0.963201989735103
悲しそうな,悲劇的な,related,word,word,0
貧困,困窮,related,word,word,0
データ,情報,related,word,word,0.900058029630779
情報源,情報提供者,related,word,word,0
熱意,情熱,related,word,word,0
概念,定義,related,word,word,0.783507244831
バカ者,愚か者,related,word,word,0.801292339728434
狂気,愚か者,related,word,word,0.804087814095432
嫌悪,愛情,related,word,word,0.933475129996552
女主人,恋人,related,word,word,0
精神の,感情の,related,word,word,0
ウイルス,感染,related,word,word,0.916906287925365
ありがたく思って,感謝する,related,word,word,0
おもてなし,感謝の気持ち,related,word,word,0
称賛する,感謝する,related,word,word,0
許し,慈悲,related,word,word,0
意見,態度,related,word,word,0.798443940391944
法律,憲法,related,word,word,0.951109749673617
成し遂げる,成功する,related,word,word,0
戦争,交戦,related,word,word,0
競技場,戦場,related,word,word,0.887493448097776
英雄,闘士,related,word,word,0
兵士,武士,related,word,word,0.66103247679701
後退する,元の場所に戻る,related,word,word,0
利益,所得,related,word,word,0.839241029892219
電報,手紙,related,word,word,0.661591502206538
手術する,外科手術,related,word,word,0
過程,手順,related,word,word,0.95639028758036
浪費する,消費する,related,word,word,0
許可,承認,related,word,word,0.822230582366374
方法,技術,related,word,word,0.837012584373344
大多数,投票,related,word,word,0
融資,投資する,related,word,word,0
銀行員,投資家,related,word,word,0.758568514833641
抵抗,抵抗する,related,word,word,0
ボタン,押す,related,word,word,0
誘拐する,拉致する,related,word,word,0
苦痛,拷問,related,word,word,0.871433299256225
遺伝子,指紋,related,word,word,0.855753445679133
祝う,出迎える,related,word,word,0
獲物,捕食者,related,word,word,0
分析者,捜査官,related,word,word,0
捜索する,探し出す,related,word,word,0
代理人,探偵,related,word,word,0.740738717686012
謙虚な,控えめ,related,word,word,0
塗る,描く,related,word,word,0
可能にする,提供する,related,word,word,0
申し込む,提案する,related,word,word,0
バルブ,換気,related,word,word,0
制御する,操作する,related,word,word,0
支援,援助,related,word,word,0.847346869419705
助ける,支援する,related,word,word,0
変化,改善,related,word,word,0.699543605136197
侵入,攻撃,related,word,word,0.727071051871415
汚染,放射線,related,word,word,0.895915478517214
そのままにする,見捨てる,related,word,word,0
運営,政府,related,word,word,0.966091919031522
ジャーナリズム,政治,related,word,word,0.733542873555398
政策,政治家,related,word,word,0.922697230848185
危機的,政治的な,related,word,word,0
偶然,わざと,related,word,word,0.816034694072844
勇者,救世主,related,word,word,0.944049201927067
勝利,敗北,related,word,word,0.737891902649361
いう,教える,related,word,word,0.696183041926191
学ぶ,教える,related,word,word,0.855555404751567
学部長,教授,related,word,word,0
健康,教育,related,word,word,0.876536143883546
昼寝,散歩,related,word,word,0
物理,数学,related,word,word,0.899548907983472
整える,整頓する,related,word,word,0
語,文,related,word,word,0.494433640788364
美術,文学,related,word,word,0.912250382647408
文化,文明,related,word,word,0.823297644664383
記事,新聞,related,word,word,0.769132125903954
土曜日,日曜日,related,word,word,0.990182486118
遅い,早い,related,word,word,0.932138285091358
ゆっくりと,すぐに,related,word,word,0.986287100459181
明瞭に,明らかに,related,word,word,0
輝く,明るさ,related,word,word,0
ポルノ,映画,related,word,word,0.479651143532517
今日,昨日,related,word,word,0.949834253748776
夜中,正午,related,word,word,0
影,闇,related,word,word,0.715188367234636
傭兵,暗殺者,related,word,word,0.747539606039469
新鮮な,更新する,related,word,word,0
読む,書く,related,word,word,0.95168870498976
読んでいる,書いている,related,word,word,0
人気の,有名な,related,word,word,0
候補者,有権者,related,word,word,0
無実の,有罪の,related,word,word,0
明日,朝,related,word,word,0.864038531829723
夕食,朝食,related,word,word,0.790172968178523
茂み,木,related,word,word,0
聖書,本,related,word,word,0.898879652664944
実際に,本当,related,word,word,0.893395731066475
真実の,本物の,related,word,word,0
基地,本部,related,word,word,0.934255483426588
ちゃんとした,正直な,related,word,word,0
キャンプ,村,related,word,word,0.630802984673918
到着する,来る,related,word,word,0
西,東,related,word,word,0.812971312894987
司教,枢機卿,related,word,word,0.95296828143578
輝かしい,栄光,related,word,word,0
会社,法人,related,word,word,0.787780401675977
原子の,原子力の,related,word,word,0
密林,森,related,word,word,0
テーブル,椅子,related,word,word,0.863525768701373
弁護士,検察官,related,word,word,0.948051953960361
試験,検査,related,word,word,0.882869068305401
快適な,心地よい,related,word,word,0
道具,器具,related,word,word,0
ピラミッド,構造,related,word,word,0.86907336360797
権威,権力,related,word,word,0.958226747728997
ロボット,機械,related,word,word,0.840852472760818
技術的な,機械的な,related,word,word,0
操作可能な,機能的な,related,word,word,0
アルバム,歌,related,word,word,0.755499911378235
誤った,正しい,related,word,word,0.889271771773743
健康な,正常な,related,word,word,0
正式に,正式な,related,word,word,0
誠実,正直,related,word,word,0.890802534980491
個性,性格,related,word,word,0
復讐,正義,related,word,word,0.820774083078173
武器庫,武装,related,word,word,0
ピストル,武器,related,word,word,0.891274693619304
忍者,武士,related,word,word,0.810064826157617
走る,歩く,related,word,word,0.775818607297469
爪,歯,related,word,word,0.881962721485792
生きている,死んでいる,related,word,word,0.932860277710048
苦しむ,死ぬ,related,word,word,0
