"ja_cue","ja_target","type","cue_type","target_type","ja_cosine"
"食物","お食事","related","word","word",0.860172730277779
"床","カーペット","related","word","word",NA
"ロデオ","カウボーイ","related","word","word",0.774483599674098
"カタツムリ","カメ","related","word","word",0.929537860428317
"マフィア","カルテル","related","word","word",0.958588930613291
"ワークショップ","ガレージ","related","word","word",0.84650411827293
"甘い","かわいい","related","word","word",0.938436781646827
"ピアノ","ギター","related","word","word",0.652431888900588
"掴む","キャッチ","related","word","word",NA
"眼鏡","キャップ","related","word","word",0.789579622967489
"司令官","キャプテン","related","word","word",0.882634040824819
"ランプ","キャンドル","related","word","word",0.88184259440251
"ピクニック","キャンプ","related","word","word",0.845312512888954
"ローマ","ギリシャ語","related","word","word",0.825625483575742
"カトリック","キリスト教徒","related","word","word",0.847911432919167
"女王","キング","related","word","word",0.782478180138577
"半分","クォーター","related","word","word",0.769794711764064
"忍耐強い","クライアント","related","word","word",NA
"典型的","クラシック","related","word","word",NA
"キロ","グラム","related","word","word",0.819140067708297
"ギャング","グループ","related","word","word",0.843105696923506
"妄想","クレイジー","related","word","word",0.844364172853462
"戸棚","クローゼット","related","word","word",NA
"全国","グローバル","related","word","word",0.861916097687834
"デザート","ケーキ","related","word","word",0.872773988060555
"ポータル","ゲート","related","word","word",0.718576396587561
"遊ぶ","ゲーム","related","word","word",0.723090675077048
"傷","けが","related","word","word",0.914331864710001
"カップ","コーヒー","related","word","word",0.686276676723115
"シルク","コットン","related","word","word",0.929447922544137
"ラム","コニャック","related","word","word",0.820763501329435
"オリジナル","コピー","related","word","word",0.714914448435273
"ごみ","ごみ","related","word","word",1
"インスペクタ","コミッショナー","related","word","word",0.922069775688738
"ナビゲーション","コミュニケーション","related","word","word",0.886135205154285
"社会","コミュニティ","related","word","word",0.740975487759402
"ドラマ","コメディー","related","word","word",NA
"猿","ゴリラ","related","word","word",0.845851519478121
"一度もない","これまで","related","word","word",0.962211183577428
"旅行","コンサート","related","word","word",0.775452602427358
"含む","コンテンツ","related","word","word",0.817000807825972
"ソフトウェア","コンピューター","related","word","word",0.904780443788466
"動物園","サーカス","related","word","word",0.8806355574946
"奴隷","サーバント","related","word","word",NA
"形","サイン","related","word","word",0.658103921110215
"切手","サイン","related","word","word",0.696566769461405
"許可する","させて","related","word","word",0.624771867875777
"スパイ","サボタージュ","related","word","word",0.940077551321423
"こんにちは","さよなら","related","word","word",0.487541956349337
"スープ","サラダ","related","word","word",0.887274726709398
"ライトニング","サンダー","related","word","word",0.882915124355274
"シネマ","シアター","related","word","word",0.89688195403456
"料理","シェフ","related","word","word",0.83260568224395
"避難","シェルター","related","word","word",0.907515504014469
"タバコ","シガレット","related","word","word",NA
"通信網","システム","related","word","word",NA
"落とす","シップ","related","word","word",0.61205815740977
"ナイーブ","シニカル","related","word","word",NA
"レポーター","ジャーナリスト","related","word","word",0.919352380870251
"シャツ","ジャケット","related","word","word",0.913270310213898
"ワイン","シャンパン","related","word","word",0.958609352865812
"登る","ジャンプ","related","word","word",0.730198485214519
"ミルク","ジュース","related","word","word",0.893016485636445
"ショット","シュート","related","word","word",0.900052650487262
"シニア","ジュニア","related","word","word",0.931621364152141
"ロミオ","ジュリエット","related","word","word",0.858340300019149
"針","シリンジ","related","word","word",NA
"トイレ","シンク","related","word","word",0.796330746132182
"国旗","シンボル","related","word","word",0.747565916096469
"ブリーフケース","スーツケース","related","word","word",0.979578398546123
"ゴシップ","スキャンダル","related","word","word",0.863911990932113
"カレンダー","スケジュール","related","word","word",0.808418430558971
"優秀な","すごい","related","word","word",0.96405226559126
"有名人","スター","related","word","word",0.747335269838861
"リズム","スタイル","related","word","word",0.778910886465513
"オーブン","ストーブ","related","word","word",NA
"防ぐ","ストップ","related","word","word",NA
"打つ","ストライク","related","word","word",0.808393916759794
"予定","ストラテジー","related","word","word",NA
"ラザニア","スパゲッティ","related","word","word",0.968312519574867
"印象的","すばらしい","related","word","word",NA
"趣味","スポーツ","related","word","word",0.768292308525399
"作る","する","related","word","word",0.831710723229303
"競売","セール","related","word","word",0.535310183360323
"繊細","センシティブ","related","word","word",NA
"マイル","センチメートル","related","word","word",0.856002320476425
"クリーム","ソース","related","word","word",0.859650262346942
"レモネード","ソーダ","related","word","word",0.898746773201929
"範囲","ゾーン","related","word","word",0.751290261392464
"ここ","そこの","related","word","word",0.927404037094943
"円形","その周り","related","word","word",NA
"何","それ","related","word","word",0.86987728234474
"練る","タイ","related","word","word",NA
"アウト","だいたい","related","word","word",0.862612446817307
"名前","タイトル","related","word","word",0.727980324017765
"火薬","ダイナマイト","related","word","word",0.889517711530046
"雷管","タイマー","related","word","word",NA
"毛布","タオル","related","word","word",0.948292002505251
"潜在的","タレント","related","word","word",NA
"踊り子","ダンス","related","word","word",0.78473093765568
"パン","チーズ","related","word","word",0.812204889715306
"同盟","チーム","related","word","word",0.671684762830224
"教会","チャペル","related","word","word",0.913908455191533
"障害","チャレンジ","related","word","word",0.842189433599771
"競争","チャンピオンシップ","related","word","word",0.653751887364762
"シュガー","チョコレート","related","word","word",0.950012219486153
"十代","ティーンエイジャー","related","word","word",0.801013855394041
"実験","テスト","related","word","word",0.737723772395927
"キャビン","デッキ","related","word","word",0.893168660003808
"ゴルフ","テニス","related","word","word",0.952316857774375
"チップ","デバイス","related","word","word",0.878081190722607
"抗議する","デモンストレーション","related","word","word",NA
"無線","テレビ","related","word","word",0.587822820492242
"窓","ドア","related","word","word",0.869489013589499
"シャワー","トイレ","related","word","word",0.877049602567892
"カエル","トカゲ","related","word","word",0.938276366492476
"他の場所で","どこかに","related","word","word",0.961870385631008
"非常に","とても","related","word","word",0.967295957986477
"じゃがいも","トマト","related","word","word",0.979436074809464
"聴覚","トライアル","related","word","word",0.883448310021366
"ジープ","トラック","related","word","word",0.727894835313553
"ダブル","トリプル","related","word","word",0.883125388958181
"ポンド","ドル","related","word","word",0.889377949569746
"スカート","ドレス","related","word","word",0.886156712554244
"橋","トンネル","related","word","word",0.808940250999247
"剣","ナイフ","related","word","word",0.817863610859249
"なし","なにか","related","word","word",0.855273805970401
"値する","にふさわしい","related","word","word",NA
"チャネル","ニュース","related","word","word",0.841672263527419
"ポジティブ","ネガティブ","related","word","word",0.936228063326956
"ねずみ","ねずみ","related","word","word",1
"指輪","ネックレス","related","word","word",0.940810852015495
"クラブ","バー","related","word","word",0.893133145431286
"受信","パーティ","related","word","word",0.817260768163123
"宇宙飛行士","パイロット","related","word","word",0.902690386565729
"ïう","バカ","related","word","word",NA
"ばかげている","ばかげている","related","word","word",1
"接吻","ハグ","related","word","word",0.96964155702336
"訓練","バス","related","word","word",0.913303977889065
"チケット","パスポート","related","word","word",0.924635996012211
"コード","パスワード","related","word","word",0.953545994852309
"蜂蜜","バター","related","word","word",0.822941385738078
"箱","バッグ","related","word","word",0.834366793355394
"封筒","パッケージ","related","word","word",0.804330414350465
"スーパーマン","バットマン","related","word","word",0.938797771133602
"満足","ハッピー","related","word","word",0.602670163511902
"シナモン","バニラ","related","word","word",0.888336206075319
"見せる","パフォーマンス","related","word","word",NA
"トレーラー","バン","related","word","word",0.937796496557132
"布","ハンカチ","related","word","word",0.819093250747741
"オーケストラ","バンド","related","word","word",0.899150026092145
"サンドイッチ","ハンバーガー","related","word","word",0.924738023261086
"棒","ハンマー","related","word","word",0.627610915623346
"断片","ピース","related","word","word",0.741341951185602
"飲む","ビール","related","word","word",0.746086925292602
"髪","ひげ","related","word","word",0.902831006547692
"タンパク質","ビタミン","related","word","word",0.942802531308714
"dvd","ビデオ","related","word","word",0.729795354026574
"重い","ひどく","related","word","word",0.922280580976116
"タブレット","ピル","related","word","word",0.793495017312891
"郵便物","ファックス","related","word","word",NA
"現実","ファンタジー","related","word","word",0.694336452903014
"印象","フィーリング","related","word","word",0.759663974748132
"コロニー","フェデレーション","related","word","word",NA
"壁","フェンス","related","word","word",0.776110141213897
"スプーン","フォーク","related","word","word",0.91547629252049
"バスケットボール","フットボール","related","word","word",0.982002761198365
"着陸","フライト","related","word","word",0.754575890347872
"プライベート","プライバシー","related","word","word",0.899288349311891
"セメント","プラスチック","related","word","word",0.892651553163482
"白","ブラック","related","word","word",0.62529608058236
"英語","フランス語","related","word","word",0.543143998852937
"りんご","フルーツ","related","word","word",0.854736190988785
"コーチ","プレーヤー","related","word","word",0.790542093887789
"脈","プレッシャー","related","word","word",0.817802413325081
"丁寧","フレンドリー","related","word","word",0.823044626054665
"事業","プログラム","related","word","word",0.876119377621128
"ルール","プロトコル","related","word","word",0.834694161451632
"モデル","プロトタイプ","related","word","word",0.891432951166775
"アマチュア","プロフェッショナル","related","word","word",0.915647285483752
"トースト","ベーコン","related","word","word",0.926574342750798
"ソファー","ベッド","related","word","word",0.951157016277136
"部屋","ベッドルーム","related","word","word",NA
"いも虫","ヘビ","related","word","word",NA
"救急車","ヘリコプター","related","word","word",0.808912598630401
"コカイン","ヘロイン","related","word","word",0.980881591496146
"紙","ペン","related","word","word",0.757280944615014
"ギャンブル","ポーカー","related","word","word",0.882866698328186
"ポンプ","ホース","related","word","word",0.801395664244764
"潜水艦","ボート","related","word","word",0.884554300045479
"ホーン","ホイッスル","related","word","word",0.797869301023848
"灰","ほこり","related","word","word",NA
"さびた","ほこりの多い","related","word","word",NA
"マネジャー","ボス","related","word","word",NA
"ワシントン","ボストン","related","word","word",0.94629472161661
"ガラス","ボトル","related","word","word",NA
"クリスマス","ホリデー","related","word","word",0.866474200420324
"広告","マーケティング","related","word","word",0.775950398847575
"カメラ","マイクロフォン","related","word","word",0.925852660541116
"プラス","マイナス","related","word","word",0.92875098117332
"すでに","まだ","related","word","word",0.918885610604105
"ヨガ","マッサージ","related","word","word",0.903666819250691
"トーナメント","マッチ","related","word","word",0.825177581961805
"ケチャップ","マヨネーズ","related","word","word",0.886467802695634
"会議","ミーティング","related","word","word",0.729274922623902
"ロケット","ミサイル","related","word","word",0.932760594832945
"タスク","ミッション","related","word","word",0.783274052403129
"キロメートル","メーター","related","word","word",0.694992395037745
"乳母","メイド","related","word","word",0.789405517986041
"アーティファクト","メダリオン","related","word","word",NA
"トロフィー","メダル","related","word","word",0.923847222839989
"警告","メッセージ","related","word","word",0.74014766450059
"たまに","めったに","related","word","word",0.965824573796503
"サービス","メンテナンス","related","word","word",0.854257974053572
"ホテル","モーテル","related","word","word",0.922703639824807
"説明","もっともらしい","related","word","word",NA
"画面","モニター","related","word","word",0.810998991352978
"アスピリン","モルヒネ","related","word","word",0.912324267547588
"バッジ","ユニフォーム","related","word","word",0.926556537492307
"ドラゴン","ライオン","related","word","word",0.800315471961327
"暗闇","ライト","related","word","word",0.804911327334484
"リス","ラクーン","related","word","word",0.930401055041375
"スナック","ランチ","related","word","word",0.854428441873039
"要求する","リクエスト","related","word","word",0.59350909765659
"貧しい","リッチ","related","word","word",NA
"保守的","リベラル","related","word","word",NA
"タクシー","リムジン","related","word","word",0.899438440774135
"ming","リン","related","word","word",0.336590178576564
"パブ","レストラン","related","word","word",0.866995105694427
"主","レディ","related","word","word",0.607138290827366
"域の","ローカル","related","word","word",NA
"鎖","ロープ","related","word","word",0.751855523442791
"帝王","ローマ","related","word","word",0.740374986287536
"クレジット","ローン","related","word","word",0.850309356858357
"鍵","ロック","related","word","word",0.450313460803197
"窃盗","ロブ","related","word","word",0.94828780414023
"ツナ","ロブスター","related","word","word",0.722171326180245
"劇的","ロマンチック","related","word","word",NA
"農家","ワーカー","related","word","word",NA
"ケーブル","ワイヤー","related","word","word",0.947607577798891
"匿名","わからない","related","word","word",0.905841078619339
"解毒剤","ワクチン","related","word","word",NA
"シャーロック","ワトソン","related","word","word",0.827468073069805
"当然","一般的","related","word","word",0.900195587219524
"ping","丁","related","word","word",0.404088168849493
"チキン","七面鳥","related","word","word",0.891879777775137
"一","三","related","word","word",0.86933206473918
"サークル","三角形","related","word","word",0.860561195339001
"下","上","related","word","word",0.860314022609317
"議会","上院","related","word","word",0.896635405350733
"知事","上院議員","related","word","word",0.921022880034143
"上","下","related","word","word",0.860314022609317
"不正","不公平です","related","word","word",NA
"不可","不可能","related","word","word",0.969375789944239
"面前","不在","related","word","word",NA
"不幸な","不幸","related","word","word",NA
"快適でない","不快","related","word","word",NA
"不快な","不潔","related","word","word",NA
"オファー","与える","related","word","word",NA
"インターナショナル","世界","related","word","word",0.857768740965513
"軍曹","中尉","related","word","word",0.932653433254137
"外","中身","related","word","word",0.887335702732784
"二次","主要な","related","word","word",NA
"物体","主題","related","word","word",0.905159330624429
"ドライブ","乗る","related","word","word",0.714534266879434
"割り込み","乱す","related","word","word",NA
"待つ","予想","related","word","word",0.728018474319405
"結論","予測","related","word","word",0.895708521293783
"インシデント","事件","related","word","word",0.826120070366635
"人口","人","related","word","word",0.800247985257719
"ナチュラル","人工的な","related","word","word",NA
"マラソン","人種","related","word","word",0.834222854479711
"男","人間","related","word","word",0.793731649691958
"業界","仕事","related","word","word",NA
"仕事","仕事","related","word","word",1
"交換","代わりの","related","word","word",NA
"考え","仮説","related","word","word",0.958452019253259
"お前","仲間の","related","word","word",0.904562402295687
"準備","企画","related","word","word",0.908288190968101
"見る","会う","related","word","word",0.941226681318409
"モダン","伝統的","related","word","word",NA
"神話","伝説","related","word","word",0.93665853289401
"男爵","伯爵","related","word","word",0.916335410107663
"場所","位置","related","word","word",0.78284004322155
"スターテス","位置","related","word","word",NA
"番号","住所","related","word","word",0.847031484802776
"液体","体液","related","word","word",NA
"詩人","作家","related","word","word",0.855055703615054
"申し込み","使用する","related","word","word",NA
"価値","価格","related","word","word",0.918243840964368
"所有","保つ","related","word","word",NA
"救援","保存","related","word","word",NA
"信頼","信じる","related","word","word",0.889119921916937
"望む","信仰","related","word","word",NA
"周波数","信号","related","word","word",0.924983153227159
"修理","修理","related","word","word",1
"孤児院","修道院","related","word","word",0.947795674232846
"寺","修道院","related","word","word",0.901346687385105
"著者","俳優","related","word","word",0.803451761193624
"人","個人","related","word","word",0.555182337047177
"特別な","個性的","related","word","word",NA
"無知","傲慢","related","word","word",0.898792639893269
"入れ墨","傷跡","related","word","word",0.634109627582225
"柔らかい","優しい","related","word","word",0.901592667541461
"思いやりある","優しい","related","word","word",NA
"妹","兄弟","related","word","word",0.875129527065651
"学生","先生","related","word","word",0.959443118704428
"出口","入口","related","word","word",0.858753608235447
"人種差別主義者","共産主義者","related","word","word",NA
"最小","最大","related","word","word",0.920164455421655
"ひどい","最悪","related","word","word",0.978732181358968
"最後に","最終的","related","word","word",NA
"騙す","冗談で","related","word","word",NA
"写真","写真","related","word","word",1
"サイン","写真家","related","word","word",0.85689530734799
"夏","冬","related","word","word",0.814158968570207
"治療","処理","related","word","word",0.803308903099806
"到着","出発","related","word","word",0.361826968896053
"2番目","分","related","word","word",NA
"単位","分割","related","word","word",0.753660026726873
"剖検","分析","related","word","word",NA
"破れ目","切る","related","word","word",NA
"ペナルティ","刑務所","related","word","word",0.788751163568739
"細胞","刑務所","related","word","word",0.860333764125043
"排除","削除","related","word","word",0.722584916996139
"想像力","創造性","related","word","word",NA
"強さ","力","related","word","word",0.660782169728714
"影響","効果","related","word","word",0.913740376732491
"使える","効果的","related","word","word",NA
"オーガズム","勃起","related","word","word",0.908857600876642
"ノーブル","勇敢","related","word","word",0.79954283102945
"リサーチ","勉強","related","word","word",0.934241320264674
"獣","動物","related","word","word",0.877453264315996
"静脈","動脈","related","word","word",0.885028135611394
"利得","勝つ","related","word","word",0.628409076811023
"敗者","勝者","related","word","word",0.843157467323322
"味","匂い","related","word","word",0.0233803064089762
"南","北","related","word","word",0.791125468896268
"郡","区域","related","word","word",0.837019250944767
"外科医","医者","related","word","word",0.970578008056831
"100万","十億","related","word","word",NA
"足りる","十分な","related","word","word",NA
"世紀","十年","related","word","word",0.712367421522536
"ディプロマ","卒業","related","word","word",0.730110865148891
"単に","単純","related","word","word",0.690869205934628
"お世辞","印象づける","related","word","word",NA
"シチュエーション","危機","related","word","word",NA
"危険","危険","related","word","word",1
"リスキーな","危険な","related","word","word",NA
"ネスト","卵","related","word","word",0.628524382572867
"薄い","厚い","related","word","word",NA
"理由","原因","related","word","word",0.84766173280444
"関係","友情","related","word","word",0.779586915791076
"同僚","友達","related","word","word",0.881103779192928
"発生器","反応器","related","word","word",NA
"ごみ","受け入れる","related","word","word",0.721786351102853
"機会","可能性","related","word","word",0.881717674157623
"契約する","合意","related","word","word",NA
"レズビアン","同性愛者","related","word","word",0.895314255638116
"護衛","同行","related","word","word",0.920208108457394
"特権","名誉","related","word","word",0.954040658602017
"下痢","吐き気","related","word","word",0.948536130322765
"ゾンビ","吸血鬼","related","word","word",0.90190508190695
"苦情","告白","related","word","word",0.802388430965553
"認める","告白する","related","word","word",NA
"半径","周囲","related","word","word",0.755577691333132
"惨め","哀れな","related","word","word",0.874004848803244
"量","品質","related","word","word",0.868987861774971
"商業の","商人","related","word","word",NA
"問題","問題","related","word","word",1
"喜び","喜び","related","word","word",1
"戦闘","喧嘩","related","word","word",0.914595836034527
"飲み込む","噛む","related","word","word",NA
"人質","囚人","related","word","word",0.759333967413843
"二","四","related","word","word",0.928748591026873
"順番","回転させる","related","word","word",NA
"国","国家","related","word","word",0.844924774691724
"方位磁針","地図","related","word","word",0.741292655592025
"パラダイス","地獄","related","word","word",0.890118613136482
"城","城","related","word","word",1
"掘る","埋め込む","related","word","word",NA
"スマッシュ","壊す","related","word","word",0.851526746786565
"センセーショナル","壮観な","related","word","word",NA
"コメント","声明","related","word","word",0.429393156418327
"買う","売る","related","word","word",NA
"普通でない","変","related","word","word",NA
"内部","外部の","related","word","word",NA
"夜","夜","related","word","word",1
"日没","夜明け","related","word","word",0.897289924598963
"悪夢","夢","related","word","word",0.695717543747481
"全般的","大佐","related","word","word",0.71388382911174
"カレッジ","大学","related","word","word",0.820797539525005
"首相","大統領","related","word","word",0.944520372977489
"大使","大臣","related","word","word",0.954383623218682
"パシフィック","大西洋の","related","word","word",0.796037774652127
"連隊","大隊","related","word","word",0.751239458821525
"空","天","related","word","word",0.772880997409712
"インペリアル","天皇","related","word","word",0.863149616995569
"月","太陽","related","word","word",0.505894628218783
"月","太陽","related","word","word",0.505894628218783
"成功","失敗","related","word","word",0.892697167206517
"サプライズ","失望","related","word","word",0.453920730992947
"男の子","女の子","related","word","word",0.986203659613287
"男","女性","related","word","word",0.73913179339727
"未亡人","女性","related","word","word",0.859554435670124
"誕生","妊娠","related","word","word",0.878371060741765
"夫","妻","related","word","word",0.84161253802899
"ニックネーム","姓","related","word","word",0.604956993707727
"手数料","委員会","related","word","word",0.783725617193509
"赤ちゃん","子","related","word","word",0.796399368465705
"若者","子供時代","related","word","word",NA
"クラス","学校","related","word","word",0.788447038969439
"守る","守る","related","word","word",1
"高価な","安いです","related","word","word",NA
"安全","安全","related","word","word",1
"安全","安全性","related","word","word",0.953533454428384
"合計","完了","related","word","word",0.7669215871131
"理想","完全","related","word","word",0.880138425916784
"絶対","完全に","related","word","word",0.984467535345797
"哲学","宗教","related","word","word",0.964248758475226
"ダイヤモンド","宝石","related","word","word",0.773995511221102
"ぶらぶら","実行","related","word","word",0.767554428738331
"テナント","家主","related","word","word",0.500272157673268
"ちゃんちゃん","家族","related","word","word",NA
"雇用","家賃","related","word","word",0.749824104871266
"疑い","容疑者","related","word","word",0.824632076122687
"一人で","寂しい","related","word","word",0.94628788220171
"慈愛","寄付","related","word","word",0.919934860712425
"宝物","富","related","word","word",0.444174957842983
"ホット","寒い","related","word","word",0.774841904537356
"裁判所","審判","related","word","word",0.925318040693398
"エキスパート","専門家","related","word","word",0.92165414083679
"誇り","尊厳","related","word","word",0.630351993046028
"少し","小さい","related","word","word",0.8007035012616
"粒","小麦粉","related","word","word",NA
"血液","尿","related","word","word",0.706068068598555
"丘","山","related","word","word",0.847316483341306
"秋","崩壊","related","word","word",0.833655558973766
"風","嵐","related","word","word",0.613517700022013
"連邦政府","州","related","word","word",0.8207354121813
"正しい","左","related","word","word",0.885207194814009
"大きい","巨大","related","word","word",NA
"資本","市","related","word","word",0.828818472523818
"シェリフ","市長","related","word","word",0.899739603561239
"アンカー","帆","related","word","word",0.805992738240841
"王朝","帝国","related","word","word",0.966970838272878
"いつも","常に","related","word","word",0.896699299137231
"ヘルメット","帽子","related","word","word",0.802107961876225
"狭い","幅","related","word","word",0.788453868782262
"錯覚","幻覚","related","word","word",0.932953847957509
"台","座る","related","word","word",0.838769950462143
"工事","建てる","related","word","word",NA
"タワー","建物","related","word","word",0.810976397656253
"エンジニア","建築家","related","word","word",0.873699763141724
"儀式","式","related","word","word",0.796678825632176
"注意","引きつける","related","word","word",0.713786201245336
"押す","引く","related","word","word",NA
"強い","弱い","related","word","word",0.910984020023932
"しっかりと","強く","related","word","word",0.918402795481847
"盗難","強盗","related","word","word",NA
"フロント","後方","related","word","word",0.763484263517812
"解剖学","心理学","related","word","word",0.824992797002393
"医学","心理学","related","word","word",0.97824269725888
"懸念","心配","related","word","word",NA
"必要","必要","related","word","word",1
"忠実","忠実な","related","word","word",NA
"怒り","怒り","related","word","word",1
"突然","怒り","related","word","word",0.952018226062166
"嫉妬","怒り","related","word","word",0.872850762431241
"忍耐","思いやり","related","word","word",0.826958308791006
"多分","恐らく","related","word","word",0.982646325926572
"ホラー","恐れ","related","word","word",0.827286582937269
"恐れる","恐ろしい","related","word","word",NA
"賄賂","恐喝","related","word","word",0.927597867792724
"娘","息子","related","word","word",0.878184296977492
"良い","悪い","related","word","word",0.987057101790789
"天使","悪魔","related","word","word",0.963201989735103
"悲しい","悲劇的な","related","word","word",NA
"貧困","悲惨な","related","word","word",NA
"データ","情報","related","word","word",0.900058029630779
"ソース","情報提供者","related","word","word",0.588997384348408
"熱意","情熱","related","word","word",NA
"概念","意味","related","word","word",0.901364406567485
"バカ","愚か者","related","word","word",0.786386802201562
"狂気","愚か者","related","word","word",0.804087814095432
"嫌い","愛","related","word","word",0.589042822412429
"愛人","愛人","related","word","word",1
"メンタル","感情の","related","word","word",NA
"ウイルス","感染","related","word","word",0.916906287925365
"ありがたい","感謝","related","word","word",0.876307636453269
"おもてなし","感謝","related","word","word",0.841568146081629
"憧れ","感謝する","related","word","word",0.746104562117648
"許し","慈悲","related","word","word",NA
"意見","態度","related","word","word",0.798443940391944
"法","憲法","related","word","word",0.836455241964526
"管理","成功した","related","word","word",0.663885493974894
"戦争","戦い","related","word","word",0.949139380079031
"アリーナ","戦場","related","word","word",0.871493313931327
"チャンピオン","戦士","related","word","word",0.727917916766716
"兵隊","戦士","related","word","word",0.569632420169051
"戻る","戻る","related","word","word",1
"利益","所得","related","word","word",0.839241029892219
"電報","手紙","related","word","word",0.661591502206538
"為替える","手術","related","word","word",NA
"処理する","手順","related","word","word",0.859313408227377
"無駄","払う","related","word","word",NA
"許可","承認","related","word","word",0.822230582366374
"方法","技術","related","word","word",0.837012584373344
"多数","投票","related","word","word",0.723148016404235
"ファイナンス","投資","related","word","word",0.765378486017592
"バンカー","投資家","related","word","word",0.823552515192566
"抵抗","抵抗","related","word","word",1
"ボタン","押す","related","word","word",NA
"誘拐","拉致","related","word","word",0.844125948801979
"苦しめる","拷問","related","word","word",NA
"dna","指紋","related","word","word",0.735747993976126
"祝う","挨拶","related","word","word",NA
"獲物","捕り物","related","word","word",NA
"アナリスト","捜査官","related","word","word",NA
"探す","探す","related","word","word",1
"エージェント","探偵","related","word","word",0.781257325100093
"謙虚","控えめ","related","word","word",NA
"ペイント","描く","related","word","word",NA
"有効","提供","related","word","word",0.884728669757118
"提示する","提案","related","word","word",NA
"バルブ","換気","related","word","word",NA
"コントロール","操作する","related","word","word",NA
"サポート","支援","related","word","word",0.854286883830431
"ヘルプ","支援する","related","word","word",NA
"変化する","改善","related","word","word",NA
"侵入","攻撃","related","word","word",0.727071051871415
"汚染","放射線","related","word","word",0.895915478517214
"離れる","放棄する","related","word","word",NA
"管理","政府","related","word","word",0.886143041193962
"ジャーナリズム","政治","related","word","word",0.733542873555398
"ポリシー","政治家","related","word","word",0.819362712248636
"致命的","政治的","related","word","word",NA
"偶発的に","故意に","related","word","word",NA
"勇者","救世主","related","word","word",0.944049201927067
"勝利","敗北","related","word","word",0.737891902649361
"いう","教えて","related","word","word",0.683585988464466
"学び","教える","related","word","word",0.859829767845562
"ディーンの","教授","related","word","word",NA
"健康","教育","related","word","word",0.876536143883547
"昼寝","散歩","related","word","word",NA
"物理","数学","related","word","word",0.899548907983472
"整える","整理","related","word","word",NA
"語","文","related","word","word",0.494433640788364
"美術","文学","related","word","word",0.912250382647409
"文化","文明","related","word","word",0.823297644664382
"記事","新聞","related","word","word",0.769132125903954
"土曜日","日曜日","related","word","word",0.990182486118
"遅い","早い","related","word","word",0.932138285091359
"ゆっくり","早く","related","word","word",0.97962541105137
"明らかに","明らかに","related","word","word",1
"輝く","明るい","related","word","word",NA
"ポルノ","映画","related","word","word",0.479651143532517
"今日","昨日","related","word","word",0.949834253748776
"夜中","昼","related","word","word",0.874129465254751
